@relation magic

@attribute FConc1 numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
0.0716,54.7225,h
0.3355,18.3516,h
0.05,1.076,h
0.038,24.82,h
0.2027,51.4316,h
0.0825,82.4967,h
0.2437,87.1801,h
0.1272,43.933,h
0.1408,72.2782,h
0.32,5.2563,h
0.2876,68.8752,h
0.24,4.9003,h
0.0788,37.7404,h
0.0438,38.8804,h
0.2678,80.0427,h
0.3022,40.707,h
0.2122,85.2358,h
0.1285,54.3425,h
0.2284,45.578,h
0.0502,62.273,h
0.1036,66.173,h
0.4239,10.6277,h
0.1519,54.2806,h
0.0177,39.0647,h
0.2802,17.1458,h
0.0985,44.4057,h
0.1572,8.7457,h
0.2896,0.313,h
0.2077,32.658,h
0.0513,44.6544,h
0.2918,4.405,h
0.279,23.4659,h
0.1033,70.84,h
0.2578,78.1362,h
0.4076,15.3926,h
0.3272,28.6542,h
0.2715,83.4885,h
0.0627,2.1935,h
0.2416,84.2325,h
0.2381,12.1098,h
0.092,47.3655,h
0.5535,86.1352,h
0.0759,55.947,h
0.29,50.3592,h
0.2803,80.4271,h
0.345,54.4165,h
0.2576,67.5928,h
0.1091,35.5444,h
0.2559,2.578,h
0.0461,44.111,h
0.0693,83.2848,h
0.0394,10.2319,h
0.3382,43.4692,h
0.1623,26.5125,h
0.1654,21.806,h
0.3025,85.3837,h
0.1157,31.7505,h
0.1502,1.7329,h
0.491,54.6922,h
0.1621,4.2399,h
0.2275,48.9157,h
0.4516,51.998,h
0.2226,72.373,h
0.2436,54.0046,h
0.1975,20.8784,h
0.245,84.6029,h
0.1981,21.995,h
0.0633,4.004,h
0.0734,37.4427,h
0.3183,37.1575,h
0.3356,86.8812,h
0.2791,69.7206,h
0.0504,4.1832,h
0.2419,76.734,h
0.2656,22.4767,h
0.3484,32.373,h
0.1011,14.1224,h
0.24,54.4412,h
0.3151,30.006,h
0.1359,68.9466,h
0.1942,15.537,h
0.2321,44.74,h
0.2526,47.0068,h
0.1766,84.9179,h
0.1098,0.7979,h
0.1454,20.6373,h
0.0398,72.3385,h
0.2657,37.1494,h
0.1806,64.293,h
0.0427,43.2185,h
0.1787,4.7291,h
0.1793,28.306,h
0.292,14.1118,h
0.0617,5.421,h
0.1234,43.921,h
0.288,16.2807,h
0.3218,77.663,h
0.0845,8.9368,h
0.3161,49.9948,h
0.0572,75.7876,h
0.2687,50.3004,h
0.1419,25.8674,h
0.2235,51.614,h
0.0428,39.5605,h
0.4373,67.4932,h
0.3024,8.9192,h
0.2452,7.764,h
0.2619,44.1759,h
0.3846,12.2864,h
0.1174,53.1805,h
0.1921,55.9,h
0.282,42.598,h
0.0785,17.3582,h
0.076,80.5153,h
0.4118,6.2538,h
0.2967,18.1,h
0.199,89.2581,h
0.1486,42.4042,h
0.2939,48.1159,h
0.2133,50.6208,h
0.058,68.4299,h
0.1042,66.9673,h
0.1205,10.9902,h
0.1568,44.9114,h
0.3434,88.938,h
0.1064,62.7848,h
0.4152,22.962,h
0.286,79.7947,h
0.1297,21.8577,h
0.1675,31.443,h
0.2687,61.489,h
0.0845,28.412,h
0.1931,34.5112,h
0.0208,84.8232,h
0.2368,27.1422,h
0.0536,58.5095,h
0.1247,9.3725,h
0.0854,36.1302,h
0.2397,0.2951,h
0.2236,17.7436,h
0.1567,77.258,h
0.0817,89.7659,h
0.1558,32.1443,h
0.0186,86.6215,h
0.0484,85.576,h
0.1797,27.1433,h
0.1697,20.12,h
0.0946,7.3989,h
0.2258,31.747,h
0.2773,1.9568,h
0.0674,80.4185,h
0.3191,1.8504,h
0.2262,23.8125,h
0.1273,47.14,h
0.3488,17.4271,h
0.2724,86.9934,h
0.2863,25.062,h
0.0078,84.4006,h
0.0918,54.8226,h
0.311,89.3695,h
0.2347,32.6759,h
0.2959,15.229,h
0.3092,20.9227,h
0.1848,4.9446,h
0.2344,11.2605,h
0.4283,78.2768,h
0.1361,71.108,h
0.1221,20.2721,h
0.1476,89.2721,h
0.1435,25.5231,h
0.2483,52.3632,h
0.0906,49.218,h
0.2592,59.637,h
0.2207,78.7981,h
0.4364,40.877,h
0.2106,31.598,h
0.199,0.9243,h
0.2733,30.029,h
0.111,50.8755,h
0.3234,0.484,h
0.2171,1.7976,h
0.2679,85.6566,h
0.324,25.5648,h
0.1973,8.9147,h
0.1572,20.8941,h
0.0659,54.3753,h
0.0664,24.2656,h
0.4147,37.1622,h
0.3461,9.9481,h
0.2428,37.97,h
0.2847,18.3669,h
0.1447,89.737,h
0.2064,26.3203,h
0.3155,55.0925,h
0.3624,18.9933,h
0.2877,45.0377,h
0.2712,84.428,h
0.3056,10.1501,h
0.1868,0.2314,h
0.3458,83.5322,h
0.0925,58.8046,h
0.2997,54.653,h
0.377,41.8467,h
0.042,26.0322,h
0.215,9.125,h
0.1479,7.1122,h
0.2005,85.6473,h
0.2272,40.3891,h
0.0191,68.8813,h
0.2408,86.6743,h
0.081,16.8956,h
0.1122,83.2013,h
0.0783,75.9359,h
0.3462,29.9911,h
0.1794,1.2185,h
0.332,5.0091,h
0.2015,53.097,h
0.3361,62.1054,h
0.2917,41.4532,h
0.3192,44.761,h
0.0446,55.2066,h
0.2639,42.4078,h
0.1634,31.3446,h
0.0834,31.1675,h
0.1121,22.0388,h
0.1298,11.9112,h
0.3142,66.8673,h
0.165,69.74,h
0.2437,16.0222,h
0.3383,79.2617,h
0.3821,30.181,h
0.0349,74.192,h
0.0228,75.7013,h
0.2868,5.9996,h
0.3679,55.4616,h
0.4014,29.6895,h
0.2673,54.435,h
0.1422,59.4832,h
0.158,66.5938,h
0.2145,11.6998,h
0.2044,84.007,h
0.4341,53.5629,h
0.1285,48.329,h
0.2045,12.7754,h
0.2546,9.7727,h
0.3908,42.972,h
0.2505,18.6765,h
0.4378,69.5814,h
0.0937,11.6995,h
0.2022,69.966,h
0.3081,46.481,h
0.0518,44.045,h
0.1715,25.7451,h
0.1156,72.3333,h
0.0386,62.258,h
0.3122,38.556,h
0.1462,75.6662,h
0.1518,32.9065,h
0.2147,36.6318,h
0.1887,50.3566,h
0.0574,62.744,h
0.0541,57.0629,h
0.1317,49.9159,h
0.1634,89.0528,h
0.1196,70.0233,h
0.1756,19.3026,h
0.1016,6.5329,h
0.4142,65.069,h
0.3124,31.8432,h
0.2591,24.134,h
0.4341,79.778,h
0.1797,49.9282,h
0.0621,60.3405,h
0.1087,2.3331,h
0.146,9.0489,h
0.1641,32.5405,h
0.1335,3.1073,h
0.3342,18.4342,h
0.0539,83.7129,h
0.1002,39.656,h
0.47,39.1057,h
0.2223,74.2972,h
0.4044,87.7668,h
0.3049,22.4196,h
0.1831,4.692,h
0.1593,69.8492,h
0.0473,25.5453,h
0.0878,79.7161,h
0.2709,1.6194,h
0.3728,64.1256,h
0.4826,21.559,h
0.0712,51.4866,h
0.0469,33.838,h
0.3537,86.9335,h
0.0983,66.5622,h
0.131,42.3299,h
0.1032,9.2372,h
0.3775,88.3684,h
0.2386,61.6465,h
0.2086,40.1961,h
0.0956,18.5212,h
0.0871,47.531,h
0.0295,33.9666,h
0.204,55.496,h
0.309,73.198,h
0.284,37.2097,h
0.3123,20.271,h
0.161,55.8688,h
0.077,64.9998,h
0.3122,85.3956,h
0.1836,46.9569,h
0.109,71.9265,h
0.479,14.3537,h
0.1038,29.2167,h
0.3065,8.7792,h
0.3572,12.4831,h
0.0778,24.3996,h
0.0977,9.2168,h
0.2278,15.5585,h
0.0915,48.717,h
0.0967,74.1746,h
0.2025,57.7513,h
0.248,19.2642,h
0.0333,76.8384,h
0.1767,19.6468,h
0.1407,70.394,h
0.2208,39.7586,h
0.3155,13.929,h
0.157,66.4239,h
0.1219,15.9883,h
0.05,46.9853,h
0.25,51.662,h
0.3967,83.4539,h
0.2416,71.151,h
0.1328,19.4429,h
0.3955,23.0812,h
0.2096,55.7371,h
0.2238,37.151,h
0.2621,31.114,h
0.3404,68.016,h
0.1901,77.7378,h
0.1422,22.6831,h
0.0549,30.2987,h
0.2692,54.5812,h
0.2628,57.7914,h
0.2479,34.0317,h
0.3779,1.9985,h
0.1369,56.1191,h
0.2517,46.9348,h
0.3831,35.5914,h
0.1692,67.1879,h
0.2911,35.562,h
0.4439,12.4293,h
0.138,56.069,h
0.4064,0.2671,h
0.2583,68.5378,h
0.2617,2.9235,h
0.3478,32.666,h
0.2151,31.528,h
0.2859,55.521,h
0.0892,60.0177,h
0.0386,87.2944,h
0.1265,38.0285,h
0.4324,21.915,h
0.3179,60.9102,h
0.0772,16.173,h
0.0885,21.0583,h
0.3032,2.309,h
0.1538,35.5111,h
0.1153,78.344,h
0.055,32.8887,h
0.244,67.1405,h
0.2709,56.3273,h
0.3718,10.8162,h
0.0277,72.622,h
0.3177,3.1509,h
0.3058,88.6277,h
0.3465,72.4482,h
0.121,17.2241,h
0.1378,73.3871,h
0.0572,68.1382,h
0.1753,58.7136,h
0.108,56.7255,h
0.0514,89.7025,h
0.0179,44.0915,h
0.2547,62.484,h
0.0857,89.8051,h
0.1995,30.124,h
0.2001,9.968,h
0.2055,25.8302,h
0.1185,11.022,h
0.2547,34.823,h
0.4201,16.992,h
0.0652,42.8955,h
0.1892,54.936,h
0.2913,37.3669,h
0.2126,38.4644,h
0.1909,85.5277,h
0.2842,79.495,h
0.1473,45.5517,h
0.0591,76.619,h
0.1705,21.0841,h
0.3918,13.5955,h
0.1432,44.6947,h
0.2794,17.5295,h
0.496,30.9788,h
0.307,22.7032,h
0.267,16.1705,h
0.1061,65.25,h
0.3589,25.4875,h
0.2639,78.6525,h
0.057,89.8286,h
0.2129,47.117,h
0.2678,36.9647,h
0.2018,72.4517,h
0.2301,9.357,h
0.1811,12.2384,h
0.1737,58.2008,h
0.0481,74.249,h
0.1106,7.3405,h
0.2163,86.2492,h
0.1509,2.076,h
0.4438,43.4323,h
0.1822,59.8563,h
0.226,41.471,h
0.3267,15.8358,h
0.234,38.31,h
0.4582,81.0387,h
0.0646,78.9235,h
0.0293,64.1905,h
0.1037,37.8377,h
0.1041,21.5767,h
0.1348,28.5707,h
0.228,2.2138,h
0.3112,27.3756,h
0.3093,57.995,h
0.1549,61.742,h
0.2012,10.123,h
0.1666,59.5926,h
0.4368,53.6212,h
0.2077,24.65,h
0.2311,52.0461,h
0.0851,7.1559,h
0.4664,33.488,h
0.1121,14.232,h
0.4044,87.7668,h
0.0481,77.6499,h
0.2079,61.0617,h
0.1441,68.138,h
0.2425,21.6793,h
0.143,84.6909,h
0.2878,13.0329,h
0.3883,18.5319,h
0.231,78.6701,h
0.2007,29.0002,h
0.1836,73.0876,h
0.0888,49.4851,h
0.313,74.1206,h
0.4771,75.6658,h
0.1501,1.6443,h
0.078,67.68,h
0.2382,61.454,h
0.1282,41.1835,h
0.1708,45.402,h
0.4254,83.5983,h
0.3368,1.8583,h
0.1912,11.977,h
0.288,41.5306,h
0.0735,17.6832,h
0.0622,67.6349,h
0.1616,38.3974,h
0.2715,34.4267,h
0.0855,41.5116,h
0.2084,17.2847,h
0.2438,4.0546,h
0.4352,70.7044,h
0.3943,36.3529,h
0.1346,11.44,h
0.5297,81.6645,h
0.3717,89.1466,h
0.0942,59.7117,h
0.0632,30.47,h
0.0783,29.9526,h
0.1204,50.809,h
0.1902,37.4671,h
0.3846,13.6736,h
0.3191,15.6484,h
0.1119,29.9116,h
0.2029,77.5066,h
0.1769,74.056,h
0.0941,56.1388,h
0.0985,19.0904,h
0.0466,40.1469,h
0.3584,14.3002,h
0.0646,60.596,h
0.1417,18.4513,h
0.2796,41.692,h
0.1243,17.416,h
0.3595,2.1818,h
0.2687,61.489,h
0.2709,57.166,h
0.0433,87.7033,h
0.2852,67.8393,h
0.146,51.8623,h
0.1489,65.4746,h
0.057,27.0591,h
0.1987,22.4103,h
0.2627,8.7072,h
0.3072,13.849,h
0.3438,39.6377,h
0.1845,37.5814,h
0.1416,85.4343,h
0.0998,15.79,h
0.1681,72.7475,h
0.1689,24.614,h
0.2735,77.2659,h
0.1305,33.4491,h
0.0486,53.015,h
0.1943,55.2123,h
0.4021,75.158,h
0.2108,2.898,h
0.0909,11.8894,h
0.184,82.1697,h
0.3886,88.4132,h
0.2145,82.0562,h
0.281,82.8252,h
0.189,6.9432,h
0.1137,46.4011,h
0.0372,85.8396,h
0.3315,39.3763,h
0.1772,6.6241,h
0.4471,49.8144,h
0.0838,16.8359,h
0.1754,20.9816,h
0.0914,81.1956,h
0.2636,72.1,h
0.1803,17.1784,h
0.0755,83.5048,h
0.1639,58.2243,h
0.0866,83.8183,h
0.3613,49.6263,h
0.0956,46.2106,h
0.0285,72.1555,h
0.0491,37.1652,h
0.3161,6.4471,h
0.3404,80.9326,h
0.1812,27.9949,h
0.1663,27.2726,h
0.079,10.3207,h
0.0741,61.152,h
0.1233,84.9996,h
0.1624,58.114,h
0.1816,89.717,h
0.2139,22.7692,h
0.2751,37.7034,h
0.114,39.4007,h
0.1598,36.7033,h
0.3479,54.225,h
0.0244,86.3308,h
0.2968,62.084,h
0.2744,51.177,h
0.1555,2.9828,h
0.2043,64.9417,h
0.2318,15.535,h
0.1793,5.638,h
0.0865,84.5433,h
0.126,57.7969,h
0.2235,42.611,h
0.2731,12.5387,h
0.1416,28.2421,h
0.3069,86.5286,h
0.2067,14.4039,h
0.2713,27.306,h
0.2175,77.4366,h
0.1038,46.8482,h
0.2051,15.123,h
0.117,38.6667,h
0.0721,33.2709,h
0.2742,42.457,h
0.1095,68.4182,h
0.2458,33.1921,h
0.2118,39.6812,h
0.4512,17.0579,h
0.1017,41.9359,h
0.2738,62.6349,h
0.0862,76.1383,h
0.3353,10.8246,h
0.0534,70.0625,h
0.2225,80.8764,h
0.4576,11.9557,h
0.1161,29.039,h
0.4302,36.3441,h
0.4716,53.0785,h
0.4544,38.9846,h
0.5497,49.079,h
0.3052,25.2228,h
0.1347,75.4059,h
0.309,61.1569,h
0.1865,26.2204,h
0.1345,24.194,h
0.2901,17.7295,h
0.294,13.9692,h
0.0436,13.8859,h
0.1557,30.6914,h
0.2913,44.9398,h
0.4421,36.432,h
0.1898,82.4796,h
0.3943,15.507,h
0.3116,54.046,h
0.029,37.703,h
0.3466,21.0253,h
0.1852,47.2068,h
0.1726,71.01,h
0.3162,76.4393,h
0.3826,89.6184,h
0.0912,86.1812,h
0.1232,2.844,h
0.1378,46.634,h
0.2668,52.2331,h
0.2334,57.7278,h
0.0508,85.6807,h
0.1595,72.543,h
0.2516,11.0008,h
0.0609,34.3119,h
0.6172,29.2578,h
0.39,64.933,h
0.3155,51.93,h
0.261,62.053,h
0.3664,67.2374,h
0.2962,87.0836,h
0.3102,48.219,h
0.2207,74.173,h
0.1991,3.9194,h
0.2149,12.9206,h
0.3433,75.099,h
0.215,26.7655,h
0.2051,25.081,h
0.3554,62.1048,h
0.0931,20.5574,h
0.335,88.587,h
0.1647,53.457,h
0.1331,52.5227,h
0.3364,46.8138,h
0.1286,30.1801,h
0.067,0.6296,h
0.1852,29.119,h
0.1922,28.08,h
0.1593,88.7812,h
0.1275,86.6591,h
0.1171,62.0475,h
0.2947,70.161,h
0.2055,34.2628,h
0.2605,72.747,h
0.0246,14.1751,h
0.2058,55.8841,h
0.1418,42.1084,h
0.4614,27.5273,h
0.2491,82.948,h
0.2379,86.4925,h
0.1492,22.5259,h
0.1558,25.762,h
0.3144,62.0819,h
0.233,86.8689,h
0.2796,36.4037,h
0.1896,70.9436,h
0.2706,77.9632,h
0.1853,24.7067,h
0.4406,37.4304,h
0.1506,45.9286,h
0.328,36.6756,h
0.3439,30.8984,h
0.0852,20.0986,h
0.408,82.1892,h
0.1863,21.7731,h
0.1195,27.0291,h
0.1255,23.1963,h
0.2213,68.844,h
0.0657,10.3301,h
0.1312,40.6993,h
0.2411,60.636,h
0.1036,63.229,h
0.1126,28.1173,h
0.1692,77.0245,h
0.3779,66.8422,h
0.2317,36.865,h
0.3209,77.7958,h
0.1774,39.6201,h
0.149,87.417,h
0.2616,15.2885,h
0.1408,24.9283,h
0.066,18.705,h
0.0374,66.6143,h
0.47,71.0751,h
0.2753,26.3512,h
0.3878,10.7143,h
0.3589,55.5221,h
0.0368,37.356,h
0.2954,43.0868,h
0.2107,32.3135,h
0.2278,44.8836,h
0.2884,16.7295,h
0.1943,78.842,h
0.4061,11.1276,h
0.2743,24.9144,h
0.159,40.1133,h
0.3245,66.697,h
0.0923,79.0699,h
0.2508,68.3405,h
0.1065,70.7062,h
0.1431,14.916,h
0.274,18.772,h
0.0632,56.1828,h
0.0535,50.3906,h
0.4537,65.002,h
0.0215,88.7998,h
0.2164,88.2399,h
0.1899,42.386,h
0.1951,86.9442,h
0.2257,32.8116,h
0.1207,41.1151,h
0.1563,40.14,h
0.4517,34.6423,h
0.0823,65.069,h
0.3368,1.389,h
0.008,32.083,h
0.214,37.6215,h
0.3015,43.205,h
0.2092,89.8466,h
0.1991,18.4858,h
0.3468,33.348,h
0.0796,26.471,h
0.2909,13.1186,h
0.1333,42.2964,h
0.3821,60.5809,h
0.09,15.8075,h
0.1199,41.5633,h
0.3521,67.3611,h
0.1583,76.899,h
0.3812,60.0829,h
0.1383,81.0424,h
0.5119,4.3004,h
0.1975,53.6123,h
0.1972,3.2109,h
0.1484,54.566,h
0.1405,18.4728,h
0.4361,33.6311,h
0.2117,59.5235,h
0.2898,46.1961,h
0.1247,88.793,h
0.1269,38.2583,h
0.0818,45.5989,h
0.1066,4.3736,h
0.3486,60.5154,h
0.2985,27.3457,h
0.2746,74.2123,h
0.1173,78.8798,h
0.2714,82.9906,h
0.0897,84.4635,h
0.1583,24.7819,h
0.2419,61.0672,h
0.2002,18.0023,h
0.3376,65.0487,h
0.3287,85.9225,h
0.075,82.2417,h
0.1742,26.5913,h
0.3246,2.534,h
0.3764,52.8611,h
0.1175,2.5978,h
0.4417,61.7584,h
0.4596,27.2606,h
0.1371,75.0032,h
0.1554,35.0736,h
0.0579,30.7446,h
0.2454,38.898,h
0.2473,84.1917,h
0.2686,79.4041,h
0.3066,13.6956,h
0.2181,79.7671,h
0.0501,3.7635,h
0.1358,13.592,h
0.2161,63.308,h
0.1028,34.7344,h
0.151,7.3746,h
0.2691,49.284,h
0.3352,26.539,h
0.1186,10.8136,h
0.4365,17.4926,h
0.1049,69.0213,h
0.3745,41.133,h
0.2805,69.8269,h
0.2005,74.183,h
0.4926,28.867,h
0.1627,81.9384,h
0.2638,66.0689,h
0.1614,21.1081,h
0.1432,23.3968,h
0.0785,85.9291,h
0.4441,20.0382,h
0.3142,74.5814,h
0.081,61.4041,h
0.2819,8.051,h
0.1183,32.7357,h
0.1253,10.2461,h
0.0363,32.4884,h
0.1132,24.9091,h
0.1957,1.0636,h
0.0676,81.0645,h
0.038,47.302,h
0.0531,73.6304,h
0.1661,33.0782,h
0.1662,48.2938,h
0.1617,22.0167,h
0.1531,23.194,h
0.055,15.6243,h
0.279,28.4753,h
0.2008,85.5332,h
0.3681,29.6483,h
0.3301,26.743,h
0.3436,80.64,h
0.2192,73.1853,h
0.1457,1.456,h
0.1206,27.0193,h
0.2475,13.451,h
0.4204,21.0135,h
0.1304,7.048,h
0.3782,9.5051,h
0.2338,3.7211,h
0.2017,13.044,h
0.0464,33.9366,h
0.2166,50.5844,h
0.1733,28.8291,h
0.4265,40.9458,h
0.0744,33.8874,h
0.1134,48.194,h
0.1319,60.868,h
0.5588,27.373,h
0.2735,69.173,h
0.1416,57.9635,h
0.1111,72.2367,h
0.1661,7.3515,h
0.2647,37.0993,h
0.1743,73.9862,h
0.0958,32.5813,h
0.252,8.726,h
0.1412,63.805,h
0.3646,55.07,h
0.1581,42.2232,h
0.1661,57.1777,h
0.4235,45.7701,h
0.1874,19.808,h
0.1641,13.748,h
0.1226,43.1325,h
0.3032,54.9128,h
0.1165,4.4581,h
0.2957,68.1852,h
0.3047,77.826,h
0.0951,29.991,h
0.2877,7.7902,h
0.056,68.0049,h
0.2062,86.0704,h
0.1511,40.8581,h
0.4321,9.768,h
0.1101,10.2948,h
0.2908,26.7642,h
0.2479,79.448,h
0.2197,50.348,h
0.3734,52.8294,h
0.1072,66.8088,h
0.0704,40.991,h
0.4291,73.696,h
0.2284,45.0688,h
0.169,13.2406,h
0.3219,58.622,h
0.4582,74.508,h
0.0586,67.6091,h
0.2217,16.694,h
0.2578,48.6004,h
0.2536,86.0798,h
0.3785,12.1456,h
0.0743,56.3522,h
0.0623,32.7,h
0.143,33.3694,h
0.2041,82.2071,h
0.2088,81.6697,h
0.1927,1.759,h
0.1169,5.6355,h
0.2115,68.1042,h
0.1308,50.8115,h
0.3289,72.0986,h
0.369,51.4362,h
0.0614,59.352,h
0.2197,86.1711,h
0.3481,46.896,h
0.1759,24.8686,h
0.2895,85.9966,h
0.1498,27.4121,h
0.131,47.675,h
0.2241,30.4676,h
0.3604,84.361,h
0.0322,54.319,h
0.3163,55.6005,h
0.1333,17.0072,h
0.0867,34.699,h
0.4298,42.5002,h
0.1426,25.743,h
0.1279,85.952,h
0.1864,37.2821,h
0.2028,54.3338,h
0.2312,58.515,h
0.1712,27.242,h
0.0771,88.0696,h
0.2152,78.666,h
0.1946,32.098,h
0.1928,24.5402,h
0.1989,2.8159,h
0.3203,5.316,h
0.0745,85.3225,h
0.1332,4.9397,h
0.0885,9.4296,h
0.173,41.156,h
0.1039,60.7836,h
0.5212,9.4104,h
0.204,24.4339,h
0.2719,16.5691,h
0.2556,31.4607,h
0.2813,76.8297,h
0.1568,31.418,h
0.3776,12.7435,h
0.1348,6.969,h
0.1571,85.2486,h
0.1557,88.4272,h
0.1489,35.8313,h
0.5221,80.4582,h
0.4982,84.0921,h
0.1212,45.8326,h
0.4285,0.2327,h
0.151,7.3746,h
0.3044,1.3797,h
0.0724,88.4636,h
0.1932,34.4183,h
0.1656,56.8776,h
0.0569,1.7904,h
0.1243,44.193,h
0.2254,67.624,h
0.0746,36.6345,h
0.2705,74.435,h
0.0914,73.2991,h
0.3566,28.373,h
0.4102,11.6642,h
0.1021,29.9206,h
0.2058,0.374,h
0.1325,78.7196,h
0.2347,38.0633,h
0.0191,71.937,h
0.1902,61.3395,h
0.0692,36.7364,h
0.1843,77.2515,h
0.2806,41.0769,h
0.254,13.2785,h
0.0874,56.821,h
0.4383,18.4254,h
0.2129,57.3832,h
0.0587,52.6052,h
0.3159,42.775,h
0.2036,29.1731,h
0.2905,50.347,h
0.3789,41.9365,h
0.1603,44.7931,h
0.0911,79.3674,h
0.3571,68.7418,h
0.1796,11.7782,h
0.2875,87.4789,h
0.2571,22.665,h
0.415,4.9861,h
0.3685,59.709,h
0.0811,49.9322,h
0.1874,77.979,h
0.0839,78.073,h
0.1279,40.4944,h
0.3119,15.0807,h
0.3483,35.7754,h
0.108,62.904,h
0.2051,80.684,h
0.0551,35.959,h
0.1704,20.1773,h
0.3318,59.3561,h
0.0549,1.607,h
0.0923,43.407,h
0.0654,85.1312,h
0.4866,43.916,h
0.2639,83.1739,h
0.2277,32.4333,h
0.317,20.4406,h
0.1309,35.304,h
0.0695,55.245,h
0.1528,42.2246,h
0.3426,23.5901,h
0.4075,25.552,h
0.2843,7.182,h
0.0758,2.1259,h
0.2329,7.25,h
0.2368,88.5075,h
0.0683,84.6874,h
0.0572,71.0839,h
0.1832,14.8025,h
0.2704,49.5158,h
0.1541,82.1317,h
0.1349,2.0336,h
0.2033,23.585,h
0.5294,24.079,h
0.184,31.0284,h
0.165,73.44,h
0.3117,80.4307,h
0.2757,76.8234,h
0.3365,49.7571,h
0.186,27.3073,h
0.09,17.233,h
0.4171,74.189,h
0.2036,55.1081,h
0.3937,3.474,h
0.1436,84.7466,h
0.3709,51.167,h
0.1209,71.1621,h
0.2419,12.329,h
0.1947,8.4862,h
0.1868,71.9083,h
0.1657,65.0328,h
0.244,29.761,h
0.2312,48.0699,h
0.2271,11.718,h
0.3101,71.559,h
0.1632,50.9886,h
0.1701,18.8689,h
0.2624,51.949,h
0.1473,32.202,h
0.1088,24.4692,h
0.2955,14.3837,h
0.1443,61.0499,h
0.0442,45.3222,h
0.3493,43.2879,h
0.1962,39.5153,h
0.1561,35.137,h
0.2047,0.2403,h
0.3159,40.8695,h
0.1175,40.1466,h
0.0364,76.113,h
0.1628,67.742,h
0.2157,5.1352,h
0.1699,3.7058,h
0.1077,51.7611,h
0.2611,37.171,h
0.6051,28.157,h
0.1706,31.457,h
0.2139,14.4566,h
0.3726,19.8835,h
0.2417,74.229,h
0.0734,88.4878,h
0.2087,11.7626,h
0.243,7.219,h
0.0897,89.9087,h
0.3653,89.4066,h
0.3603,39.3259,h
0.2023,2.6594,h
0.0723,47.5204,h
0.2209,62.679,h
0.2667,54.7485,h
0.2258,21.453,h
0.1617,49.2844,h
0.3476,6.6575,h
0.0895,48.019,h
0.326,42.8297,h
0.2912,48.9617,h
0.2394,46.3644,h
0.2285,19.8215,h
0.2706,45.758,h
0.1066,7.886,h
0.194,28.9553,h
0.0924,21.9396,h
0.0991,37.5218,h
0.1413,3.509,h
0.0277,24.028,h
0.102,14.9212,h
0.1669,30.7311,h
0.1019,13.5059,h
0.2459,27.015,h
0.2901,22.9228,h
0.1261,44.1076,h
0.2242,15.2822,h
0.0997,63.8785,h
0.3164,83.1264,h
0.246,79.5231,h
0.3223,48.8129,h
0.2326,21.9175,h
0.0442,53.131,h
0.3035,66.376,h
0.2449,35.9098,h
0.0785,21.3447,h
0.2311,56.3508,h
0.0301,20.877,h
0.0844,69.2286,h
0.0767,1.508,h
0.261,23.702,h
0.3305,57.6886,h
0.091,73.799,h
0.2519,31.449,h
0.3733,7.7583,h
0.4167,39.821,h
0.4111,22.7049,h
0.1332,74.5841,h
0.1143,34.3275,h
0.3929,40.0787,h
0.3077,71.6469,h
0.1055,62.4386,h
0.1539,70.289,h
0.1394,52.351,h
0.3087,3.61,h
0.1601,3.9992,h
0.1959,7.2611,h
0.0506,44.209,h
0.2149,47.323,h
0.0544,73.3694,h
0.4143,76.035,h
0.1799,66.8335,h
0.2603,5.482,h
0.3373,41.834,h
0.1101,66.7174,h
0.1172,28.3911,h
0.0846,47.919,h
0.1157,1.8856,h
0.1622,7.1191,h
0.2672,37.0871,h
0.2889,82.1797,h
0.0637,45.4303,h
0.3479,74.6745,h
0.504,3.7232,h
0.0922,29.4446,h
0.359,46.9345,h
0.2803,23.685,h
0.3075,41.8017,h
0.0922,49.193,h
0.0601,63.378,h
0.0942,67.7405,h
0.2457,18.539,h
0.089,64.378,h
0.1985,86.288,h
0.3438,19.6156,h
0.0815,85.0659,h
0.0832,40.3212,h
0.1141,44.3826,h
0.2506,69.8415,h
0.1956,3.9956,h
0.1669,49.9795,h
0.1988,47.1913,h
0.3988,89.4651,h
0.525,20.9026,h
0.2769,12.9257,h
0.0888,59.2365,h
0.1332,16.5937,h
0.1027,32.2508,h
0.2447,40.2475,h
0.28,16.026,h
0.3186,48.2306,h
0.1841,13.9507,h
0.1435,39.6853,h
0.1336,76.7657,h
0.2177,46.8822,h
0.2449,49.739,h
0.1949,77.2908,h
0.1444,6.98,h
0.1003,46.754,h
0.1367,86.7687,h
0.0836,48.1369,h
0.2,20.2614,h
0.1821,80.8997,h
0.1342,30.1648,h
0.2534,56.0701,h
0.1499,69.2793,h
0.186,14.3037,h
0.3221,7.1129,h
0.1066,7.168,h
0.0825,47.454,h
0.0637,87.365,h
0.1356,11.4309,h
0.3424,44.6996,h
0.0704,79.7353,h
0.4075,64.078,h
0.2645,55.8552,h
0.1792,6.949,h
0.3342,29.3522,h
0.4066,29.782,h
0.1294,72.5768,h
0.3397,53.737,h
0.2072,46.8496,h
0.1455,25.276,h
0.2757,7.3189,h
0.5305,15.844,h
0.1033,45.6726,h
0.3839,58.3073,h
0.1887,74.1019,h
0.1031,38.056,h
0.355,48.504,h
0.436,35.442,h
