@relation phoneme

@attribute Aa numeric
@attribute Iy numeric
@attribute Class {0,1}

@data
0.465,0.939,1
0.298,1.29,1
0.522,1.194,1
0.562,0.433,1
0.19,1.624,1
0.93,0.766,1
0.172,0.85,1
0.096,1.164,1
0.917,0.633,1
0.475,-1.032,1
0.148,1.526,1
0.143,1.11,1
0.439,0.769,1
0.134,1.248,1
0.367,-0.351,1
0.299,-0.609,1
0.602,-0.581,1
0.236,-0.608,1
0.258,1.026,1
0.199,1.258,1
0.123,0.635,1
0.1,0.75,1
0.851,0.524,1
0.715,2.094,1
0.103,1.374,1
0.514,0.979,1
0.214,0.927,1
0.234,0.732,1
0.231,-0.405,1
0.446,0.884,1
0.137,0.668,1
0.494,1.177,1
1.364,-0.511,1
0.098,0.712,1
0.297,0.974,1
0.371,0.698,1
0.507,0.814,1
0.487,0.567,1
0.785,0.699,1
0.204,1.529,1
0.472,0.624,1
0.172,0.75,1
-0.247,1.935,1
0.681,1.406,1
0.814,-0.651,1
0.768,0.469,1
0.959,0.942,1
0.743,1.141,1
0.1,1.837,1
0.283,-0.661,1
0.274,-0.404,1
0.264,0.998,1
0.182,1.308,1
0.305,1.386,1
0.301,1.29,1
0.325,1.373,1
0.509,-0.309,1
0.103,-0.632,1
0.852,-0.528,1
0.218,2.194,1
0.34,1.207,1
0.686,1.049,1
0.345,2.2,1
0.354,0.835,1
0.205,1.258,1
0.426,0.915,1
1.047,-0.297,1
1.027,1.064,1
0.493,1.509,1
0.611,-0.706,1
1.352,-0.205,1
0.265,-0.673,1
0.92,0.776,1
0.132,1.6,1
0.356,1.552,1
1.402,1.384,1
0.633,-0.659,1
0.133,0.84,1
0.227,1.548,1
0.103,1.844,1
0.594,1.121,1
0.442,1.08,1
0.892,0.861,1
0.139,1.517,1
0.602,0.889,1
1.309,1.657,1
0.433,0.65,1
0.383,1.108,1
0.955,0.716,1
0.262,-0.672,1
0.318,0.821,1
0.391,0.987,1
0.15,1.116,1
1.02,-0.343,1
0.149,1.332,1
0.232,1.646,1
0.271,1.434,1
0.093,0.792,1
1.707,0.381,1
0.13,2.13,1
0.278,1.172,1
0.131,-0.386,1
0.497,1.021,1
1.471,0.695,1
0.105,0.83,1
0.474,-0.761,1
-0.426,-0.53,1
0.31,1.696,1
0.967,1.028,1
0.256,-0.547,1
0.895,1.421,1
-0.115,1.714,1
0.49,1.071,1
0.691,-0.679,1
0.25,2.285,1
0.391,1.683,1
0.094,1.763,1
0.116,0,1
1.615,0.484,1
0.127,1.744,1
0.569,-0.531,1
0.406,-0.413,1
0.562,-0.668,1
0.159,1.911,1
0.454,1.167,1
-0.044,-0.344,1
0.226,1.347,1
0.132,-0.498,1
0.788,0.653,1
0.182,1.773,1
0.394,1.585,1
0.65,0.992,1
0.356,-0.575,1
0.135,0.546,1
0.568,1.003,1
0.205,2.161,1
0.114,0.882,1
0.106,0.547,1
0.257,-0.782,1
0.836,-0.364,1
1.393,-0.428,1
0.212,-0.393,1
-0.085,0.957,1
0.912,1.416,1
1.058,1.436,1
0.554,0.99,1
0.904,-0.505,1
1.702,0.712,1
0.627,1.082,1
0.324,0.952,1
0.825,1.281,1
0.222,1.743,1
0.47,1.189,1
0.762,-0.299,1
0.873,-0.52,1
0.149,0.296,1
-0.206,-0.78,1
0.172,0.959,1
0.353,0.937,1
0.328,1.063,1
0.231,1.579,1
0.214,1.696,1
1.308,-0.325,1
0.833,0.436,1
0.489,0.78,1
0.863,0.594,1
0.213,0.623,1
0.335,1.756,1
0.314,1.96,1
0.278,0.838,1
1.155,-0.313,1
0.567,1.577,1
-0.081,-0.581,1
0.136,-0.51,1
1.585,-0.585,1
0.098,1.045,1
1.317,1.641,1
0.229,1.253,1
0.762,0.456,1
0.367,0.886,1
0.28,0.949,1
0.803,-0.54,1
0.538,-0.72,1
0.175,-1.084,1
1.059,-0.361,1
0.192,1.358,1
0.975,-0.61,1
0.158,-0.398,1
0.954,0.716,1
0.705,0.726,1
0.834,1.252,1
0.609,0.539,1
0.588,1.255,1
0.557,-0.623,1
0.911,0.808,1
0.329,0.436,1
0.242,-0.68,1
0.671,0.742,1
0.106,0.825,1
0.328,1.131,1
0.995,1.53,1
0.755,1.122,1
0.543,1.902,1
0.109,0.832,1
0.098,0.887,1
0.703,0.915,1
0.436,1.698,1
0.444,0.741,1
0.773,0.646,1
0.116,2.121,1
0.323,1.267,1
1.109,-0.357,1
0.678,1.735,1
1.506,-0.502,1
0.232,0.881,1
0.374,0.533,1
0.763,-0.299,1
0.188,0.999,1
0.577,-0.673,1
0.834,1.957,1
0.103,2.278,1
0.46,-0.501,1
1.214,-0.398,1
1.474,-0.271,1
0.911,1.071,1
0.25,2.313,1
0.279,1.152,1
0.181,-0.925,1
0.734,0.556,1
0.538,1.165,1
0.36,1.889,1
0.209,1.429,1
0.928,0.97,1
0.646,0.369,1
0.28,1.339,1
0.636,1.532,1
0.357,1.343,1
0.162,1.32,1
0.111,0.683,1
0.177,1.665,1
0.278,1.383,1
0.258,-0.667,1
1.103,-0.626,1
0.182,0.449,1
0.128,1.231,1
1.322,-0.441,1
0.455,1.31,1
0.124,0.669,1
1.027,1.064,1
1.136,-0.3,1
0.18,1.823,1
0.4,1.883,1
1.099,1.369,1
0.315,-0.638,1
0.201,1.345,1
0.219,-0.551,1
0.891,0.848,1
0.69,1.305,1
0.562,0.703,1
0.517,0.895,1
0.298,1.471,1
0.149,2.099,1
0.497,2.463,1
0.198,1.591,1
1.014,1.07,1
0.108,1.09,1
0.337,1.051,1
0.303,-0.562,1
0.446,1.576,1
0.37,-0.54,1
0.48,1.496,1
0.473,1.088,1
0.36,1.501,1
0.672,2.122,1
0.574,1.16,1
0.563,-0.494,1
0.296,-0.596,1
0.075,1.857,1
0.414,1.104,1
0.252,1.36,1
0.21,1.258,1
0.213,-0.78,1
0.29,-0.602,1
0.736,2.181,1
0.061,-0.248,1
0.24,1.204,1
0.295,1.108,1
0.936,0.519,1
0.328,1.417,1
0.697,0.515,1
0.125,2.03,1
0.125,1.428,1
0.52,1.072,1
0.453,0.959,1
0.146,1.36,1
0.515,1.276,1
0.11,0.866,1
0.532,1.39,1
0.47,0.743,1
-0.104,1.229,1
0.348,0.932,1
0.216,1.752,1
0.961,0.932,1
0.351,1.792,1
0.486,-0.587,1
0.108,-0.23,1
0.321,0.677,1
1.14,1.11,1
0.458,-0.542,1
-0.147,1.205,1
0.219,1.107,1
1.231,1.553,1
0.223,0.618,1
-0.136,-0.743,1
0.538,-0.509,1
0.089,0.573,1
0.204,1.357,1
1.329,0.69,1
0.645,0.867,1
0.275,1.212,1
1.039,-0.369,1
0.423,0.941,1
0.184,1.136,1
0.312,1.123,1
0.106,0.47,1
-0.072,1.246,1
0.839,-0.408,1
0.413,0.713,1
0.572,0.83,1
0.346,1.195,1
0.909,-0.23,1
0.261,1.27,1
0.471,1.503,1
0.132,1.668,1
0.517,1.471,1
0.345,1.312,1
0.367,1.568,1
0.165,1.854,1
0.443,0.943,1
0.175,1.92,1
0.436,1.081,1
0.639,0.633,1
0.822,1.127,1
-0.073,1.539,1
0.16,0.893,1
0.344,0.942,1
0.807,0.84,1
0.221,1.235,1
0.251,1.311,1
0.687,0.378,1
1.752,-0.437,1
1.139,-0.607,1
0.615,-0.563,1
0.108,0.421,1
0.117,0.749,1
0.604,0.669,1
1.058,1.283,1
0.334,2.097,1
0.408,1.186,1
0.317,-0.625,1
0.877,-0.667,1
0.234,0.714,1
0.287,0.904,1
0.367,0.562,1
0.449,1.247,1
0.556,0.969,1
0.101,0.74,1
0.99,0.803,1
0.454,0.833,1
1.2,-0.52,1
1.103,-0.626,1
0.072,1.93,1
0.583,0.676,1
1.013,-0.461,1
0.582,1.017,1
0.278,1.363,1
0.315,1.181,1
0.288,0.849,1
0.304,-0.646,1
0.212,1.343,1
0.572,0.83,1
0.106,0.453,1
0.278,1.768,1
0.272,1.061,1
0.181,1.745,1
1.309,1.657,1
1.056,-0.396,1
0.226,0.92,1
0.579,0.495,1
0.099,1.781,1
1.305,0.884,1
0.396,1.985,1
0.304,1.871,1
0.221,2.423,1
-0.142,-1.14,1
0.234,-0.947,1
0.871,1.132,1
0.278,-0.838,1
0.089,1.248,1
0.115,0.942,1
1.046,-0.497,1
0.279,0.924,1
0.544,0.603,1
0.219,-1.097,1
0.96,1.114,1
0.672,2.131,1
0.179,1.419,1
0.403,1.809,1
0.175,1.379,1
0.146,1.846,1
0.445,1.442,1
1.067,0.783,1
0.106,1.13,1
0.542,-0.775,1
0.135,-0.493,1
0.109,0.685,1
0.554,-0.842,1
0.213,1.941,1
0.721,0.746,1
0.319,-0.751,1
0.202,-0.343,1
0.209,1.338,1
0.424,1.225,1
0.141,1.899,1
0.661,0.796,1
-0.05,-0.357,1
0.234,0.778,1
0.149,1.332,1
0.423,0.993,1
0.607,0.694,1
1.102,0.641,1
0.448,1.033,1
0.223,1.789,1
0.96,1.326,1
0.173,1.579,1
0.647,0.369,1
0.313,1.077,1
0.49,-0.999,1
0.54,1.432,1
0.618,1.215,1
0.121,0.468,1
0.673,2.123,1
0.295,1.018,1
0.161,2.073,1
0.28,-0.687,1
0.179,1.531,1
0.233,2.078,1
0.23,2.243,1
0.628,1.307,1
0.652,-0.463,1
0.228,1.307,1
0.722,-0.935,1
0.393,1.137,1
0.203,-0.401,1
0.42,-0.719,1
0.287,1.041,1
0.951,-0.183,1
0.736,0.618,1
0.343,1.192,1
0.327,-1.004,1
0.287,1.883,1
0.222,1.207,1
0.52,1.639,1
0.819,1.48,1
0.95,1.481,1
0.475,2.417,1
0.567,-0.616,1
1.476,-0.3,1
0.387,2.735,1
0.174,-0.877,1
0.4,1.122,1
0.747,-0.998,1
0.317,-0.864,1
0.2,-0.366,1
0.279,1.08,1
1.137,0.636,1
-0.069,1.198,1
0.409,1.081,1
0.394,0.448,1
0.517,1.132,1
0.2,1.241,1
0.383,1.06,1
0.147,1.085,1
-0.59,-0.647,1
0.074,1.879,1
0.964,0.845,1
0.25,1.753,1
0.204,1.878,1
0.254,1.307,1
0.95,1.481,1
0.315,1.048,1
0.694,2.079,1
0.243,1.268,1
0.16,-0.499,1
0.635,1.184,1
0.3,2.231,1
0.289,2.632,1
0.287,0.902,1
0.324,2.418,1
0.496,0.947,1
0.299,0.851,1
0.779,0.648,1
0.212,0.393,1
0.706,0.916,1
0.37,2.47,1
-0.239,1.292,1
0.651,0.903,1
0.105,0.829,1
0.25,1.021,1
0.795,1.715,1
0.321,2.405,1
0.213,1.266,1
0.264,0.73,1
0.31,-0.465,1
0.106,0.639,1
0.6,-0.701,1
0.535,-0.853,1
1.591,0.729,1
0.356,-0.678,1
0.305,1.92,1
0.197,1.156,1
0.499,-0.638,1
0.285,2.097,1
0.37,1.628,1
0.11,2.22,1
1.046,0.812,1
0.258,2.133,1
0.11,0.864,1
0.242,1.066,1
0.685,0.623,1
0.839,-1.124,1
0.312,2.785,1
1.031,1.532,1
1.469,-0.469,1
0.596,1.095,1
1.079,0.416,1
0.411,0.839,1
0.214,-0.771,1
0.122,1.292,1
0.443,1.27,1
1.396,0.662,1
0.419,1.045,1
0.561,1.012,1
0.371,-0.429,1
1.079,-0.401,1
1.013,0.748,1
0.252,-0.671,1
0.444,-0.526,1
0.961,0.476,1
-0.137,-0.668,1
0.365,0.581,1
0.23,-0.97,1
-0.217,1.583,1
1.167,0.269,1
0.227,1.898,1
0.208,1.704,1
0.613,0.927,1
1.62,0.716,1
0.147,0.87,1
0.416,1.498,1
0.421,1.341,1
0.21,0.946,1
0.345,1.046,1
0.215,-0.446,1
0.465,0.605,1
0.648,1.265,1
0.369,1.401,1
0.297,-0.789,1
0.597,-0.601,1
1.971,-0.137,1
0.102,0.462,1
0.796,0.415,1
0.247,1.569,1
0.584,0.939,1
0.15,-0.969,1
0.786,1.737,1
0.229,2.198,1
0.332,1.925,1
0.276,1.3,1
0.208,1.792,1
0.541,1.654,1
0.807,1.16,1
0.146,2.295,1
-0.139,1.597,1
0.442,2.105,1
1.126,-0.595,1
1.208,-0.256,1
0.612,0.85,1
0.105,-0.562,1
0.105,-0.808,1
0.243,1.348,1
0.445,0.958,1
0.207,2.123,1
-0.235,-1.135,1
0.301,2.351,1
0.349,0.913,1
0.641,1.508,1
0.28,1.927,1
0.298,1.293,1
0.31,1.066,1
0.66,-0.425,1
0.305,2.245,1
0.302,1.227,1
0.122,0,1
0.16,0.482,1
0.14,1.349,1
0.244,0.839,1
0.231,1.957,1
0.443,0.769,1
0.495,-0.278,1
0.77,0.764,1
0.31,1.086,1
0.287,1.884,1
0.172,0.353,1
0.141,1.412,1
0.403,1.133,1
-0.064,1.58,1
0.259,2.039,1
1.017,0.409,1
0.356,1.905,1
0.35,2.188,1
0.174,1.546,1
0.367,1.386,1
0.567,1.233,1
0.402,1.769,1
1.175,-0.469,1
0.168,1.816,1
0.325,1.221,1
0.124,0.71,1
0.591,-0.657,1
0.656,0.722,1
0.116,0,1
0.485,1.109,1
0.596,0.652,1
0.709,0.602,1
0.418,1.507,1
0.567,1.286,1
-0.164,1.911,1
0.497,-0.596,1
0.336,0.968,1
0.137,0.972,1
1.014,0.847,1
0.643,1.371,1
-0.079,-0.597,1
0.717,-0.473,1
0.417,1.194,1
0.175,1.345,1
0.119,0.404,1
0.625,0.655,1
0.337,2.159,1
1.177,0.618,1
0.208,1.64,1
0.41,0.836,1
0.704,1.48,1
0.151,-0.312,1
0.89,1.343,1
-0.092,-0.685,1
0.166,1.007,1
0.347,-0.753,1
0.114,2.074,1
1.205,-0.604,1
0.546,0.936,1
0.257,0.757,1
0.558,0.861,1
0.538,-0.509,1
0.119,2.237,1
0.136,2.249,1
1.105,-0.25,1
0.123,2.028,1
0.528,-0.418,1
0.482,-0.835,1
0.59,1.282,1
0.879,1.896,1
0.48,1.578,1
0.306,0.805,1
0.155,1.694,1
0.296,1.044,1
-0.321,0.806,1
0.407,-0.406,1
0.178,1.329,1
0.132,2.237,1
0.13,-0.786,1
1.158,-0.248,1
1.048,0.696,1
0.115,0.725,1
0.238,0.864,1
0.354,-0.728,1
0.596,0.863,1
0.307,0.792,1
0.173,1.377,1
-0.076,1.026,1
0.379,1.607,1
0.225,1.63,1
0.223,1.099,1
1.029,0.625,1
0.16,1.083,1
0.215,1.89,1
0.432,0.865,1
0.2,0.837,1
0.157,0.761,1
0.224,1.559,1
0.245,1.934,1
0.14,0.351,1
0.274,0.397,1
0.576,1.163,1
0.421,0.894,1
0.152,0.862,1
0.112,1.609,1
0.186,0.797,1
0.441,0.923,1
0.097,0,1
0.216,1.634,1
0.689,1.191,1
0.589,0.485,1
0.107,1.861,1
0.984,0.781,1
0.459,1.517,1
0.409,2.168,1
0.178,0.776,1
0.781,0.383,1
-0.266,1.742,1
0.849,1.274,1
0.475,0.788,1
0.465,1.55,1
0.098,2.514,1
0.371,1.079,1
-0.184,-0.982,1
0.121,0.943,1
1.021,0.887,1
0.525,1.723,1
1.435,-0.212,1
0.156,2.056,1
0.389,1.13,1
0.195,0.65,1
0.403,-0.687,1
0.951,-0.634,1
0.74,-0.458,1
1.396,-0.369,1
-0.523,-0.583,1
1.936,-0.148,1
0.216,1.729,1
0.293,1,1
1.077,1.496,1
0.331,1.338,1
0.543,1.332,1
0.258,1.364,1
0.426,1.009,1
0.501,1.562,1
0.253,-1.007,1
0.156,0.914,1
0.532,0.449,1
0.718,-0.473,1
0.23,1.233,1
0.119,1.278,1
0.334,1.172,1
0.226,0.957,1
0.446,0.807,1
0.814,1.058,1
0.504,-0.378,1
0.677,-0.536,1
0.367,1.582,1
0.239,1.907,1
0.53,-0.81,1
1.205,-0.604,1
0.174,1.152,1
1.299,0.608,1
1.327,-0.415,1
0.981,1.172,1
0.204,1.823,1
0.395,-0.542,1
0.202,0.648,1
0.369,-0.574,1
0.53,0.733,1
0.198,-0.384,1
0.432,-0.682,1
-0.087,-1.28,1
0.143,2.066,1
0.334,0.884,1
0.87,0.57,1
0.169,1.885,1
0.092,0,1
0.411,1.012,1
0.53,0.994,1
0.377,-0.743,1
0.623,0.62,1
0.145,1.289,1
0.776,0.733,1
0.102,0.813,1
0.32,1.106,1
0.885,1.406,1
0.234,0.945,1
-0.426,-0.529,1
0.603,0.914,1
0.143,-0.496,1
0.135,-0.37,1
0.082,-0.823,1
0.646,0.796,1
0.106,0.453,1
0.399,0.899,1
0.603,1.279,1
0.242,1.722,1
0.617,-0.6,1
1.339,-0.355,1
0.834,0.436,1
0.886,-0.56,1
0.582,1.548,1
1.173,0.741,1
0.363,1.01,1
-0.195,-0.779,1
0.657,0.882,1
0.221,1.636,1
0.269,1.374,1
-0.235,1.448,1
0.385,0.839,1
0.5,1.347,1
0.396,-0.554,1
1.231,-0.409,1
0.451,0.391,1
0.458,1.142,1
0.61,1.224,1
0.208,1.657,1
2.038,-0.132,1
0.572,1.936,1
0.302,1.122,1
0.607,1.078,1
0.287,-0.593,1
0.457,0.84,1
1.533,0.391,1
0.94,0.546,1
0.305,2.318,1
0.107,0.944,1
0.693,2.078,1
0.228,2.501,1
0.662,0.827,1
0.173,1.387,1
1.053,1.495,1
1.317,1.641,1
0.461,1.196,1
0.318,-0.477,1
1.147,0.635,1
0.537,0.681,1
0.266,1,1
0.697,0.84,1
0.235,1.918,1
0.312,0.777,1
0.12,1.222,1
0.162,0.79,1
0.122,1.683,1
0.509,-0.309,1
0.445,1,1
0.49,1.019,1
0.813,1.058,1
0.255,0.953,1
0.21,0.986,1
