@relation phoneme

@attribute Ao numeric
@attribute Iy numeric
@attribute Sh numeric
@attribute Class {0,1}

@data
0.452,1.469,1.046,0
0.482,0.916,0.899,0
1.284,0.448,-0.135,0
0.494,-0.643,0.786,0
2.139,-0.164,-0.089,0
0.571,-0.58,-0.221,0
1.009,-0.848,0.614,0
1.314,0.529,0.745,0
0.736,1.259,1.062,0
2.394,0.675,0,0
4.32,-0.243,-0.162,0
2.215,-0.205,0.156,0
1.153,-0.303,0.253,0
2.989,-0.351,0.208,0
1.828,0.201,0.12,0
1.99,0.179,-0.114,0
1.866,2.193,-0.589,0
1.999,-0.632,-0.309,0
-0.301,-0.074,-0.053,0
1.708,0.25,0.138,0
1.381,-0.147,0.116,0
0.395,1.207,1.386,0
0.894,-0.765,0,0
2.243,0.28,-0.114,0
0.531,-0.445,-0.161,0
0.65,0.131,-0.052,0
1.491,0.624,-0.185,0
2.039,-0.476,1.222,0
1.979,-0.279,1.408,0
3.04,-0.289,-0.183,0
2.622,-0.159,0.23,0
1.127,-0.105,-0.062,0
2.093,0.57,-0.448,0
1.554,0.305,0.337,0
1.828,-0.201,0.12,0
1.354,-0.754,-0.324,0
1.726,0.306,-0.309,0
1.63,0.351,-0.395,0
2.716,-0.475,-0.19,0
1.505,-0.115,0.088,0
0.509,1.97,0,0
1.827,0.23,-0.133,0
0.245,-0.428,0,0
-0.243,-0.081,0.082,0
0.866,-0.591,-0.4,0
1.576,0.337,1.366,0
0.985,-0.747,0,0
1.2,-0.545,0,0
2.125,0.279,-0.188,0
0.435,0.086,-0.061,0
0.472,0.093,0.073,0
1.69,-0.174,-0.106,0
1.78,-0.107,0.097,0
0.994,-0.692,-0.384,0
1.331,-0.911,0,0
0.344,0.508,1.165,0
1.33,-0.114,0,0
0.77,0.075,0.081,0
1.501,0.993,1.152,0
1.371,-0.131,0.076,0
2.462,-0.335,0,0
1.598,0.252,0.503,0
0.361,1.951,-0.665,0
2.253,-0.201,0.1,0
2.567,0.297,-0.383,0
1.571,-0.488,0,0
3.093,0.63,-0.237,0
3.296,0.887,-0.272,0
2.197,0.405,-0.195,0
0.67,1.477,-0.447,0
0.448,0.775,0,0
1.13,-0.786,-0.323,0
0.337,1.485,0,0
1.459,1.016,1.183,0
2.49,-0.157,-0.113,0
0.356,1.809,-1.037,0
0.79,1.747,-0.517,0
0.583,0.326,-0.088,0
1.534,-0.118,-0.069,0
-0.656,-0.64,-0.32,0
1.395,0.133,-0.081,0
0.305,-0.664,-1.016,0
0.861,0.078,0.107,0
1.866,0.211,0.134,0
1.217,0.195,0.164,0
0.407,2.415,-0.792,0
2.48,0.388,-0.194,0
2.175,0.548,-0.153,0
0.651,2.12,0,0
1.203,-0.691,-0.384,0
2.539,-0.374,-0.193,0
1.932,-0.491,0.318,0
1.328,-0.093,-0.064,0
1.628,-0.561,-0.275,0
0.845,0.299,0.703,0
1.322,-0.109,0.14,0
1.518,0.716,0.826,0
1.27,-0.591,-0.315,0
1.851,-0.124,0.163,0
2.694,-0.24,-0.14,0
0.249,0.102,-0.07,0
2.807,0.303,-0.14,0
1.274,-0.488,-0.188,0
3.106,0.302,0.848,0
0.859,-0.622,-0.32,0
2.471,-0.2,-0.11,0
1.435,-0.086,-0.06,0
0.581,-0.073,0.081,0
0.377,-0.077,-0.055,0
1.885,0.174,-0.221,0
0.435,0.089,-0.053,0
2.205,0.191,-0.116,0
1.077,-0.289,0.194,0
0.609,0.81,1.11,0
3.087,-0.252,-0.155,0
2.556,-0.221,0.15,0
3.212,-0.223,-0.146,0
0.442,2.045,0,0
2.951,-0.179,-0.133,0
1.19,-0.72,-0.33,0
0.6,0.089,0.068,0
1.869,-0.532,0,0
1.253,-0.097,-0.062,0
2.399,0.288,-0.15,0
-0.234,0.176,-0.085,0
1.23,-0.812,-0.394,0
0.546,0.53,0,0
0.958,0.125,0.093,0
0.901,0.268,0.515,0
1.037,-0.65,0,0
0.503,-0.156,0.598,0
2.155,0.318,-0.109,0
2.617,0.483,0.48,0
2.87,-0.232,0.388,0
2.408,0.701,0,0
1.1,-0.533,-0.241,0
1.998,-0.189,-0.178,0
0.389,0.427,0,0
0.97,0.366,0.617,0
0.496,0.15,-0.149,0
0.858,0.189,-0.131,0
1.568,-0.261,-0.131,0
2.04,0.454,0,0
0.926,-0.563,-0.305,0
-0.234,0.176,-0.085,0
1.922,0.174,0.114,0
2.526,-0.467,-0.205,0
1.281,-0.659,-0.302,0
0.375,-0.324,0,0
1.695,-0.264,0.15,0
0.524,0.152,-0.191,0
2.546,-0.43,0,0
0.614,-1.219,-0.42,0
0.734,0.488,-0.447,0
2.512,0.27,-0.232,0
0.363,-0.789,1.537,0
0.512,1.731,0,0
0.338,-0.538,-1.026,0
0.27,1.842,-0.529,0
2.952,-0.376,-0.135,0
1.275,0.427,-0.234,0
1.822,0.287,0.271,0
0.309,0.984,-0.225,0
0.619,0.086,0.052,0
3.056,-0.304,-0.271,0
2.76,-0.166,-0.126,0
1.039,0.198,-0.09,0
1.196,1.121,-0.47,0
0.951,0.326,-0.126,0
-0.393,-0.082,-0.055,0
1.942,1.609,-0.483,0
1.754,0.269,-0.096,0
1.946,-0.137,-0.091,0
0.72,-0.794,0.427,0
1.029,-0.672,0,0
2.317,1.452,-0.404,0
0.617,1.123,-0.363,0
1.205,-0.573,-0.233,0
2.669,0.308,-0.146,0
2.028,0.406,0,0
0.329,0.226,-0.079,0
1.017,1.076,-0.367,0
1.59,0.121,0.067,0
2.32,0.539,-0.427,0
0.485,1.673,0,0
0.482,0.666,-0.18,0
1.356,-0.745,0,0
1.689,-0.252,-0.145,0
1.552,0.323,0.183,0
1.71,0.249,-0.181,0
2.348,-0.202,0,0
2.204,0.348,-0.259,0
2.821,-0.432,1.228,0
1.246,-0.499,-0.21,0
0.477,1.191,0.997,0
0.395,-0.461,1.012,0
0.357,0.477,0,0
1.085,-0.753,-0.405,0
2.481,0.312,-0.14,0
2.883,-0.216,-0.139,0
1.058,-0.748,0.448,0
1.491,-0.094,0.095,0
0.851,2.585,-0.996,0
0.619,-0.067,-0.032,0
2.73,-0.19,-0.123,0
1.014,-0.849,0,0
-0.315,-0.109,-0.113,0
2.696,-0.288,0,0
0.968,1.118,0.58,0
0.67,1.042,1.099,0
1.167,-0.457,-0.185,0
-0.195,0.103,0.09,0
0.666,-0.273,-0.106,0
0.327,0.659,0,0
1.075,-0.948,0,0
2.425,0.685,0,0
1.071,-0.079,-0.058,0
1.185,0.182,-0.141,0
2.105,-0.201,-0.103,0
2.943,0.472,-0.213,0
1.012,-0.747,0,0
3.204,0.383,0.183,0
0.369,1.567,0,0
0.54,0.149,0.07,0
1.139,-0.832,0,0
0.582,0.178,0.106,0
2.673,0.691,-0.269,0
1.064,0.116,-0.062,0
1.52,-0.145,-0.08,0
0.775,0.176,0.25,0
2.261,0.717,-0.245,0
0.205,0.486,1.356,0
0.391,1.694,0,0
0.627,1.188,0,0
0.322,0.088,0.11,0
2.74,-0.275,-0.149,0
0.61,0.591,0.749,0
2.057,0.286,0.848,0
0.944,-0.107,-0.059,0
0.522,-0.368,0.977,0
2.241,0.214,0.141,0
-0.211,0.166,-0.062,0
1.823,0.273,-0.137,0
1.232,0.375,-0.391,0
1.517,0.182,-0.125,0
1.097,-0.596,-0.316,0
2.214,-0.149,-0.119,0
0.558,2.035,-0.662,0
-0.22,0.09,0.078,0
1.397,0.184,0.119,0
-0.211,0.152,-0.058,0
2.062,-0.242,-0.126,0
2.989,0.331,-0.133,0
1.557,0.283,-0.169,0
0.601,0.928,0.925,0
1.749,-0.431,-0.253,0
0.324,0.468,-0.391,0
3.327,-0.266,-0.164,0
2.521,0.42,-0.151,0
1.505,-0.13,0.097,0
1.088,-0.126,0.229,0
0.581,0.089,0.06,0
2.104,0.517,-0.112,0
1.623,0.226,-0.093,0
1.098,-0.698,-0.39,0
1.966,0.319,-0.182,0
1.683,0.521,0.316,0
2.673,0.403,-0.177,0
1.739,0.329,0.161,0
3.096,0.416,-0.231,0
1.436,0.231,-0.102,0
2.711,0.381,0,0
0.436,0.961,0.881,0
1.054,-0.708,0,0
1.59,-0.121,-0.067,0
2.548,1.353,-0.331,0
1.49,0.699,0,0
0.834,-0.276,-0.122,0
1.977,1.578,-0.482,0
3.076,0.358,0.217,0
0.376,-0.065,0,0
3.016,-0.33,-0.171,0
1.208,-0.702,-0.433,0
0.528,0.072,0.06,0
1.286,-0.702,0,0
1.105,-0.358,0.257,0
1.932,0.588,-0.29,0
0.577,0.835,-0.374,0
-0.264,0.094,-0.049,0
1.473,0.322,0,0
1.316,0.676,0,0
2.32,0.208,0.15,0
2.441,-0.485,0,0
1.694,-0.195,-0.117,0
2.64,-0.223,0.13,0
0.484,1.838,0,0
2.786,-0.188,0.191,0
3.155,0.434,1.022,0
1.572,-0.406,0,0
2.062,-0.187,-0.112,0
1.749,-0.174,0,0
1.797,-0.652,-0.289,0
0.483,0.106,0.105,0
0.49,2.008,-0.561,0
1.829,-0.44,0,0
2.085,-0.169,-0.09,0
1.248,-0.353,0,0
0.476,2.347,0,0
1.79,-0.127,-0.073,0
0.721,0.228,0.507,0
2.499,-0.162,-0.1,0
2.416,0.399,-0.297,0
0.597,2.424,-0.746,0
-0.265,0.096,-0.086,0
1.875,-0.461,0.272,0
1.759,-0.405,1.618,0
0.584,-0.087,0.057,0
0.903,-0.781,0,0
1.025,0.613,-0.195,0
1.193,1.005,0,0
0.725,1.092,0,0
-0.269,0.11,0.063,0
1.408,-0.123,-0.073,0
0.309,-0.447,-0.559,0
0.779,-1.354,0,0
0.423,0.362,-0.11,0
0.518,-0.783,1.877,0
-0.298,0.079,-0.057,0
0.788,0.093,0.061,0
1.221,1.071,-0.285,0
0.47,-0.076,0.119,0
1.008,-0.54,-0.305,0
1.683,0.469,0,0
1.961,0.452,0,0
1.061,1.11,0.683,0
1.201,-0.682,-0.242,0
2.805,0.64,-0.22,0
-0.829,-0.564,0,0
1.803,-0.148,0,0
0.825,-0.892,-0.4,0
0.631,2.041,0,0
1.888,0.261,-0.261,0
1.298,-0.482,-0.259,0
0.408,1.46,-0.751,0
-0.229,0.071,0.065,0
1.493,0.304,-0.113,0
2.301,-0.222,0,0
-0.917,-0.856,-0.516,0
1.429,1.619,-0.467,0
-0.724,-0.163,-0.101,0
3.142,0.545,0.354,0
3.025,-0.302,-0.153,0
0.632,0.724,0,0
1.042,-0.442,-0.221,0
2.177,-0.598,-0.311,0
1.196,0.485,-0.143,0
0.373,0.423,0,0
-0.331,0.077,0.064,0
1.411,0.28,-0.155,0
1.2,-0.142,-0.089,0
1.914,-0.148,-0.101,0
0.538,2.189,0,0
-0.304,-0.072,0.057,0
0.732,0.088,0.089,0
0.636,0.078,0.056,0
0.338,0.211,-0.089,0
1.66,0.452,0.246,0
2.06,-0.191,-0.113,0
0.566,0.202,0.565,0
0.8,0.737,0.362,0
1.223,0.217,-0.1,0
1.472,0.24,-0.172,0
1.643,0.62,0.372,0
1.839,-0.112,0.091,0
2.014,-0.168,-0.103,0
-0.272,0.224,-0.073,0
2.814,-0.202,0.254,0
2.324,-0.168,-0.083,0
1.749,0.34,-0.12,0
2.596,-0.255,-0.163,0
0.635,1.534,0,0
1.826,0.991,-0.285,0
1.806,0.434,-0.177,0
0.621,2.052,0,0
2.045,-0.163,-0.091,0
0.651,0.073,0.045,0
1.099,1.203,0,0
-1.011,1.599,-0.583,0
2.002,0.238,-0.137,0
1.072,-0.636,-0.238,0
1.148,1.726,0,0
0.29,0.162,-0.062,0
1.722,-0.338,-0.16,0
2.237,-0.496,-0.249,0
0.994,-0.643,-0.369,0
0.854,0.721,0.982,0
0.356,0.497,1.253,0
1.107,0.776,-0.247,0
1.56,-0.658,0,0
0.551,0.687,0.401,0
1.008,0.432,0.385,0
2.278,0.429,0.544,0
1.687,-0.294,0.355,0
0.567,-0.649,0.398,0
2.229,-0.194,-0.114,0
3.743,-0.361,0,0
-0.188,0.603,0,0
2.612,0.511,-0.192,0
1.69,-0.151,-0.103,0
0.9,1.297,-0.544,0
1.268,-0.809,0,0
1.232,0.103,-0.063,0
2.437,-0.387,-0.174,0
3.102,-0.196,-0.137,0
1.3,-0.571,-0.206,0
0.495,0.11,-0.18,0
1.046,0.202,-0.089,0
-0.317,0.095,0.055,0
0.777,1.672,0,0
0.954,2.003,0,0
0.592,0.179,-0.092,0
0.301,-0.223,-0.084,0
2.815,0.811,-0.284,0
1.666,0.37,0,0
0.301,0.459,-0.43,0
1.104,0.679,-0.277,0
2.749,0.301,0.619,0
0.729,0.089,0.094,0
2.263,0.226,0.161,0
2.055,-0.183,0.165,0
3.386,0.387,0.642,0
2.128,-0.614,-0.269,0
1.585,1.145,1.123,0
2.182,-0.222,0.152,0
0.484,0.879,0.608,0
2.372,-0.209,-0.109,0
0.549,1.773,-0.534,0
0.695,0.112,0.109,0
1.624,-0.473,-0.197,0
1.535,-0.175,0.146,0
2.211,-0.485,0,0
2.472,-0.149,-0.103,0
0.679,0.663,0.73,0
2.136,-0.151,-0.105,0
0.439,0.129,-0.139,0
3.076,0.304,0.399,0
1.864,0.401,-0.174,0
0.469,0.647,0,0
0.892,-0.531,-0.307,0
1.755,0.334,0,0
2.081,-0.199,0.177,0
1.118,-0.555,0,0
2.783,0.345,-0.156,0
3.294,-0.203,-0.133,0
0.612,2.024,0,0
2.054,0.473,1.449,0
0.412,-0.073,-0.045,0
1.066,0.682,0.402,0
1.762,1.081,-0.507,0
1.064,-0.798,0,0
0.311,1.454,1.135,0
2.748,-0.176,-0.121,0
0.369,2.025,-0.919,0
1.149,0.339,-0.134,0
0.712,0.091,-0.061,0
1.752,0.371,-0.183,0
1.818,-0.162,0,0
0.542,0.902,-0.452,0
1.626,0.399,0.394,0
1.948,-0.127,-0.097,0
1.173,-0.695,-0.374,0
2.015,1.552,-0.427,0
0.283,0.163,-0.064,0
1.231,0.131,0.278,0
0.5,1.026,1.031,0
1.233,-0.468,-0.183,0
1.749,-0.183,-0.103,0
0.446,0.089,0.077,0
2.804,-0.436,-0.201,0
0.862,-0.686,-0.423,0
2.481,-0.49,-0.215,0
0.686,1.873,-0.671,0
2.292,-0.353,0.193,0
2.148,-0.216,-0.12,0
0.366,-0.74,2.273,0
2.523,0.295,0.246,0
0.417,-0.73,0,0
1.401,-0.119,0.12,0
2.439,-0.226,-0.117,0
0.97,0.265,-0.164,0
3.028,0.302,0.937,0
1.966,-0.13,0.135,0
1.483,-0.188,-0.119,0
1.128,-0.215,1.306,0
1.331,0.488,-0.213,0
0.384,2.14,-0.834,0
1.229,0.879,-0.326,0
1.249,0.161,-0.075,0
1.473,0.714,0,0
0.81,0.153,0.105,0
2.535,0.428,-0.146,0
1.796,-0.286,0.215,0
2.234,-0.237,-0.152,0
1.074,1.139,-0.467,0
1.729,0.175,-0.086,0
1.051,-0.724,0,0
0.342,2.155,-0.634,0
2.016,0.305,-0.123,0
1.781,0.284,-0.124,0
2.048,1.475,-0.455,0
3.227,0.395,0.814,0
1.776,0.504,-0.241,0
0.253,1.242,-0.393,0
0.724,-0.259,-0.104,0
2.122,-0.388,0.815,0
0.339,0.211,-0.089,0
2.23,0.568,0.504,0
1.921,-0.35,0.217,0
1.69,0.569,0.385,0
2.165,-0.547,0,0
0.521,-0.08,-0.039,0
1.433,-0.289,0.169,0
1.266,0.394,-0.206,0
0.533,1.954,0.987,0
2.181,0.329,0,0
2.4,0.42,1.126,0
2.504,0.255,-0.257,0
0.455,2.31,0,0
3.28,-0.242,0,0
1.65,0.333,0.179,0
1.612,0.203,-0.092,0
1.32,-0.113,0.077,0
0.873,-0.837,-0.398,0
2.208,1.5,-0.439,0
-0.235,0.137,-0.132,0
1.957,-0.146,0.128,0
0.48,-0.285,-0.114,0
3.058,0.407,-0.189,0
0.786,-0.065,0.062,0
1.239,-0.652,0.566,0
2.295,0.403,-0.391,0
1.464,-0.551,0,0
2.179,0.816,-0.228,0
2.446,0.576,0,0
0.661,0.104,-0.053,0
1.405,-0.45,-0.255,0
0.94,1.183,-0.413,0
-1.153,-0.277,-0.151,0
0.265,1.007,0,0
1.543,-0.193,-0.123,0
2.763,-0.173,-0.125,0
0.35,0.72,0,0
1.166,-0.726,-0.404,0
2.345,0.674,0,0
0.483,0.148,-0.082,0
0.854,-0.725,0.549,0
1.186,0.248,-0.18,0
0.457,0.674,0,0
1.424,-0.653,-0.339,0
1.589,0.685,0,0
3.451,-0.245,-0.153,0
0.906,0.279,0.474,0
1.334,-0.7,0,0
0.473,1.742,0.843,0
2.765,0.286,0.73,0
1.935,1.316,-0.404,0
0.895,-0.761,-0.559,0
0.967,0.094,0,0
2.054,-0.203,0.223,0
0.569,2.224,-0.639,0
2.494,0.309,1.185,0
1.982,0.567,-0.411,0
1.871,-0.141,0,0
2.256,0.196,-0.224,0
1.379,0.799,0,0
2.786,-0.276,-0.154,0
1.948,0.563,0,0
0.312,0.074,-0.104,0
1.066,-0.791,0,0
0.571,-0.074,-0.043,0
0.306,2.143,-0.666,0
0.987,-0.096,0,0
0.433,1.979,-0.535,0
3.053,0.388,-0.175,0
0.577,1.253,1.175,0
1.367,0.14,0.133,0
1.627,0.172,-0.14,0
0.489,0.915,0,0
1.535,0.265,0.143,0
0.679,1.488,0,0
1.876,0.379,0,0
0.97,0.265,-0.163,0
1.016,-0.745,-0.363,0
0.584,2.355,0,0
2.793,0.22,0.156,0
2.978,-0.233,-0.152,0
3.172,-0.226,-0.153,0
0.78,-0.118,-0.06,0
1.671,1.062,-0.239,1
0.636,1.258,0,1
0.376,1.729,1.369,1
0.577,1.54,1.1,1
0.481,-1.007,2.337,1
0.543,1.936,-0.74,1
0.79,1.416,0.563,1
0.524,1.935,-0.977,1
0.709,-0.877,1.723,1
0.822,1.258,1.277,1
0.846,1.299,0.877,1
0.629,-0.719,0.917,1
1.726,0.696,-0.206,1
0.483,-0.493,1.108,1
1.131,-0.497,-0.218,1
1.008,-0.625,0.478,1
0.72,1.172,-0.538,1
0.505,1.348,-0.844,1
0.74,1.219,0,1
0.75,2.181,-0.552,1
0.82,1.641,-0.503,1
-0.286,1.797,-0.687,1
0.542,0.834,0.478,1
0.96,-0.753,0.433,1
0.629,0.911,-0.407,1
0.715,0.849,0,1
0.625,0.87,-0.562,1
1.258,1.568,0,1
0.322,0.521,-0.299,1
0.905,1.777,-0.519,1
0.475,1.339,1.742,1
0.798,2.06,-1.064,1
0.594,-0.693,0.414,1
0.502,0.783,-0.249,1
1.111,1.238,-0.55,1
0.378,0.692,0.502,1
0.435,1.844,-0.797,1
0.541,1.579,0,1
1.91,0.563,-0.165,1
0.502,0.864,0,1
0.582,-0.638,0,1
0.48,-0.947,2.373,1
0.917,-0.835,-0.762,1
2.402,-0.458,-0.17,1
0.629,0.704,1.2,1
1.125,1.191,0.831,1
2.548,0.749,-0.182,1
1.279,-0.331,-0.269,1
0.973,0.678,-0.351,1
0.671,1.233,1.604,1
1.016,2.047,0,1
0.872,-0.585,-0.327,1
0.654,0.789,0.66,1
0.286,0.449,-0.448,1
1,1.428,0,1
0.332,-0.699,1.923,1
0.589,0.899,0,1
2.578,0.433,0.491,1
2.603,0.986,0.547,1
0.893,1.385,-0.652,1
0.984,0.73,0.869,1
1.382,1.114,-0.452,1
1.345,0.769,0.708,1
1.08,-1.124,1.503,1
2.082,0.603,-0.405,1
0.45,0.994,0.6,1
0.514,0.725,0,1
0.308,1.503,1.886,1
1.33,0.818,0.969,1
0.656,0.485,0.376,1
0.499,1.557,1.779,1
0.593,1.936,1.205,1
1.019,0.752,-0.279,1
0.71,1.498,-0.592,1
1.077,-0.581,1.484,1
0.72,1.896,-0.52,1
0.988,1.48,-1.12,1
1.555,0.699,1.074,1
0.464,0.801,-0.423,1
0.661,1.246,0.76,1
1.666,1.432,-0.431,1
0.449,0.936,1.639,1
0.328,0.751,0.387,1
0.59,0.884,0.666,1
1.843,1.369,-0.462,1
0.605,1.409,0.755,1
1.042,-0.652,0.797,1
0.822,0.806,0.824,1
0.812,0.852,0.415,1
0.81,1.628,-1.039,1
0.418,0.91,0.485,1
0.854,-0.779,-0.477,1
0.511,-0.406,0.342,1
1.185,0.977,1.181,1
0.804,1.278,0,1
0.633,-0.626,-0.249,1
1.136,-0.661,0.77,1
0.433,0.719,0.719,1
0.727,0.778,1.449,1
1.435,-0.378,-0.239,1
0.527,1.66,-0.714,1
0.674,0.894,1.511,1
1.211,-0.501,0,1
2.258,1.007,0.786,1
1.118,1.132,-0.358,1
2.302,0.369,-0.176,1
0.724,1.293,-0.592,1
0.567,1.247,1.241,1
0.594,0.676,0.537,1
0.926,2.243,0,1
0.48,1.151,0.58,1
0.362,1.387,-0.804,1
0.553,1.927,-0.783,1
1.449,-0.52,-0.191,1
0.629,0.74,1.562,1
0.546,1.737,-0.757,1
0.701,1.152,0,1
0.569,2.165,-1.034,1
1.061,1.546,-0.401,1
1.126,1.181,1.419,1
0.434,0,0,1
1.632,0.562,-0.387,1
0.719,1.546,-0.581,1
0.331,1.11,1.845,1
0.45,0.946,0,1
0.813,1.27,0.758,1
0.602,2.131,-0.569,1
0.59,0.884,0.666,1
0.542,0.954,1.411,1
0.412,1.379,-0.728,1
2.302,-0.137,-0.089,1
0.767,1.229,0.665,1
0.601,1.045,0.554,1
1.23,0.806,1.528,1
2.707,0.903,-0.321,1
2.963,1.227,-0.389,1
0.51,1.442,-0.572,1
1.426,-0.464,0.846,1
0.618,1.067,0.563,1
0.722,-0.392,0.357,1
2.613,-0.406,-0.186,1
0.678,1.745,-0.508,1
0.811,0.821,0.86,1
0.263,0.476,-0.479,1
1.086,0.933,1.105,1
0.861,2.039,0,1
0.51,-1.004,1.941,1
0.535,1.348,0,1
0.788,1.231,0,1
2.65,0.584,-0.191,1
0.303,1.548,0.964,1
2.223,1.384,-0.442,1
-0.515,-1.526,0,1
0.527,1.185,1.092,1
1.016,0.788,1.902,1
0.52,1.957,0,1
1.885,0.742,1.02,1
0.947,1.17,0,1
0.497,1.743,0.776,1
0.931,1.046,0.381,1
0.392,1.763,0,1
1.285,0.435,0.239,1
2.365,-0.183,-0.101,1
0.421,1.066,1.571,1
0.793,1.583,-0.768,1
0.263,-0.386,0.786,1
1.152,1.276,1.732,1
0.598,0.602,1.315,1
0.761,1.192,1.157,1
0.77,1.142,0.997,1
0.733,-0.445,0.642,1
0.937,1.256,0.782,1
-0.812,-0.465,0.513,1
2.328,-0.148,-0.093,1
0.422,1.954,-0.795,1
2.145,-0.228,-0.141,1
1.871,0.378,-0.286,1
2.888,0.836,-0.365,1
0.518,0.999,1.675,1
0.686,1.911,0,1
-1.327,-0.647,0,1
0.813,0.772,1.597,1
0.61,0.791,1.297,1
0.863,-0.496,0.416,1
0.883,0.842,0,1
1.256,2.351,-0.71,1
0.764,1.241,-0.772,1
1.051,1.689,-0.494,1
0.568,0.887,0,1
1.356,0.581,0.381,1
0.524,-0.714,0,1
0.565,0.918,-0.487,1
-0.39,1.812,0,1
0.577,1.104,0,1
1.146,2.144,-0.7,1
0.488,2.657,-0.785,1
0.802,-0.791,1.559,1
0.65,1.893,-0.499,1
0.752,1.324,0.991,1
0.593,0.805,1.005,1
1.671,0.648,0.587,1
1.199,1.051,-0.714,1
1.06,2.435,-0.708,1
0.563,1.569,-0.961,1
0.714,1.607,1.214,1
0.555,1.213,-0.873,1
0.452,1.57,0.892,1
1.186,1.327,-0.623,1
0.697,0,0,1
1.334,1.883,0,1
0.442,1.255,1.27,1
1.619,-0.428,-0.158,1
0.99,0.833,2.049,1
0.607,0.993,1.777,1
1.401,1.137,-0.451,1
2.202,0.436,-0.182,1
1.279,-0.533,0.347,1
0.544,0.866,0,1
1.043,2.294,1.079,1
2.253,-0.457,-0.158,1
0.402,0.635,0,1
0.687,1.845,0,1
0.575,0.943,0,1
0.859,1.339,1.17,1
0.711,1.138,0.536,1
0.433,2.096,-0.896,1
0.55,1.995,-0.851,1
1.039,0.899,0.413,1
0.697,1.227,-0.737,1
1.628,0.694,-0.247,1
0.932,1.787,-0.49,1
0.378,-0.398,0.495,1
0.81,0.968,0.921,1
1.005,1.871,1.331,1
0.37,0.929,0.739,1
0.558,1.559,0,1
0.635,1.116,-0.667,1
0.753,-0.547,-0.231,1
0.639,0.926,0.535,1
0.43,-0.241,0,1
1.268,0.863,0,1
0.477,0.758,0,1
0.861,1.715,0,1
0.598,0.635,-0.248,1
0.772,1.827,-0.504,1
0.754,1.265,-0.528,1
1.366,1.11,-0.672,1
0.973,1.282,1.441,1
-0.599,0.806,-0.366,1
0.472,0.685,0.638,1
1.52,1.115,1.255,1
0.567,0.957,0.945,1
0.837,0.916,1.748,1
0.543,1.6,-0.551,1
2.236,-0.132,-0.083,1
0.504,0.889,-0.435,1
1.938,1.274,-0.446,1
1.237,0.992,1.502,1
0.416,1.073,0.757,1
1.057,1.318,1.157,1
1.378,1.22,-0.531,1
0.853,0.792,-0.633,1
0.652,-0.969,0,1
1.166,0.736,1.285,1
0.781,-0.787,1.537,1
0.82,1.777,-0.828,1
2.344,0.618,0.733,1
0.953,1.212,0.904,1
0.55,1.13,0,1
0.533,1.327,-0.668,1
0.729,1.338,1.339,1
0.609,0.618,0,1
0.491,0.847,-0.239,1
0.871,0.884,0.785,1
0.715,2.231,-1.148,1
0.9,-0.649,0.383,1
0.795,0.884,0.562,1
0.474,0.75,-0.702,1
0.309,1.796,1.316,1
0.801,-0.743,-0.506,1
1.042,-0.652,0.796,1
0.754,1.235,0,1
0.523,1.435,-0.934,1
1.915,-0.662,-0.197,1
2.156,1.281,-0.436,1
0.862,0.827,-0.796,1
0.534,-0.444,0,1
0.508,0.927,0,1
0.455,0.831,-0.398,1
0.571,1.106,0,1
0.544,1.434,0.851,1
0.907,-0.617,-0.492,1
0.591,0.909,0,1
0.19,-0.344,-0.488,1
0.895,-0.673,1.464,1
1.906,0.714,1.378,1
0.843,0.939,1.358,1
0.807,1.552,-1.006,1
0.611,1.293,1.02,1
0.6,1.399,1.392,1
0.351,1.614,-0.935,1
0.541,0.79,0.371,1
2.168,0.84,0.58,1
0.561,0,0,1
0.753,-0.546,-0.23,1
1.47,-0.437,0.648,1
2.209,-0.361,-0.145,1
0.483,1.404,1.526,1
1.193,1.55,-0.688,1
1.473,0.746,1.298,1
0.51,0.886,0.64,1
0.672,1.526,0.648,1
0.363,2.417,-0.68,1
1.323,-0.618,-0.488,1
1.554,-0.409,-0.219,1
1.392,-0.629,-0.633,1
0.431,1.326,0.919,1
0.329,1.513,-0.873,1
1.932,-0.448,-0.189,1
1.029,1.96,0,1
1.623,0.726,1.199,1
0.499,1.58,-0.992,1
0.94,-0.982,1.584,1
2.356,0.594,-0.184,1
0.399,1.423,0.671,1
1.624,1.028,-0.406,1
0.511,1.577,-0.617,1
0.837,0.895,-0.548,1
1.094,1.109,0.992,1
0.812,-0.564,-0.243,1
0.436,1.207,1.687,1
2.68,0.763,0.723,1
0.523,1.14,1.487,1
2.823,0.7,0.367,1
0.336,-0.21,-0.307,1
0.499,0.939,0.589,1
2.4,-0.387,-0.207,1
0.912,-0.551,0.883,1
0.474,0.996,0,1
0.82,1.064,0.469,1
0.721,-0.604,-0.236,1
0.869,2.632,-0.796,1
1.223,1.285,0,1
1.299,0.86,1.325,1
1.43,-0.573,0.388,1
0.698,0.741,0.647,1
0.472,-0.583,0,1
0.685,2.073,0,1
1.688,0.627,-0.207,1
0.445,0.87,0,1
0.803,-0.764,0.523,1
2.373,-0.3,-0.168,1
0.401,1.017,0,1
0.689,-0.401,1.49,1
0.7,1.886,-0.972,1
1.576,0.484,0.555,1
0.142,-0.663,1.232,1
0.497,1.743,-0.776,1
2.27,0.636,-0.192,1
2.644,0.394,-0.171,1
0.876,1.509,0,1
0.752,-0.604,-0.363,1
0.927,1.192,1.546,1
