@relation phoneme

@attribute Ao numeric
@attribute Sh numeric
@attribute Class {0,1}

@data
0.609,-0.811,1
2.48,-0.201,1
0.79,-0.257,1
1.52,1.255,1
0.498,0,1
0.55,0,1
2.41,-0.155,1
0.688,0.52,1
1.119,-0.324,1
1.016,0,1
1.094,0.992,1
0.676,0.514,1
0.854,0.477,1
0.757,-0.579,1
0.758,0,1
1.044,-1.045,1
1.666,-0.607,1
0.692,0,1
1.101,-0.56,1
0.472,0,1
0.606,1.434,1
0.541,-0.785,1
0.742,1.107,1
1.36,-0.308,1
1.167,-0.229,1
1.678,0,1
0.491,1.116,1
0.45,2.015,1
0.881,-0.772,1
0.526,0.997,1
2.776,-0.168,1
0.535,0,1
0.801,1.344,1
0.475,1.742,1
1.086,1.105,1
0.474,1.547,1
2.509,-0.111,1
0.581,1.408,1
1.124,-0.735,1
0.575,0,1
0.964,0,1
0.801,-0.506,1
0.852,0,1
0.7,1.084,1
0.912,0.883,1
1.054,1.77,1
0.787,-0.619,1
2.441,-0.162,1
0.512,0,1
2.206,-0.147,1
0.541,0,1
1.111,-0.55,1
0.457,-0.36,1
0.753,0,1
2.709,0.56,1
0.509,-0.978,1
0.132,0.892,1
0.724,0,1
0.463,0,1
0.559,1.516,1
0.911,0,1
1.651,-0.207,1
2.302,-0.089,1
0.617,0,1
0.658,0.706,1
0.5,0.449,1
0.362,-0.804,1
2.465,-0.31,1
1.619,-0.158,1
0.811,0,1
1.25,0.816,1
0.416,0.757,1
0.593,1.257,1
0.633,-0.249,1
0.712,-0.908,1
2.479,-0.286,1
0.303,0.964,1
0.768,-0.785,1
1.086,1.105,1
0.534,0,1
0.837,-0.392,1
0.449,-0.781,1
0.599,-0.635,1
1.91,-0.165,1
1.734,-0.11,1
2.218,-0.166,1
1.215,-0.267,1
0.661,0.76,1
0.552,0,1
0.376,1.369,1
0.526,0,1
1.188,-0.424,1
2.574,-0.177,1
0.649,-1.007,1
-1.082,-0.347,1
1.302,-0.14,1
0.308,1.886,1
1.807,-0.16,1
1.09,1.043,1
0.561,0,1
0.677,-0.513,1
0.905,-0.519,1
0.442,-0.371,1
0.611,-0.361,1
0.816,0.354,1
0.577,0,1
0.172,1.005,1
0.926,-0.34,1
0.336,-0.307,1
0.752,-0.363,1
0.75,1.273,1
0.767,-0.647,1
1.072,0.91,1
0.746,1.21,1
1.284,-0.179,1
0.767,0.665,1
2.076,-0.414,1
0.317,0.913,1
0.465,0,1
2.312,-0.162,1
0.515,0.674,1
1.2,0,1
0.678,0,1
1.478,-0.505,1
2.493,-0.355,1
0.618,1.451,1
0.402,0,1
2.86,-0.321,1
0.576,0,1
0.759,0.982,1
2.779,-0.19,1
0.659,2.149,1
2.367,-0.291,1
0.617,0.493,1
2.944,0.756,1
1.224,-0.516,1
2.412,-0.362,1
0.875,1.207,1
2.888,-0.365,1
2.109,-0.159,1
0.402,0,1
1.881,-0.476,1
0.635,-0.667,1
0.607,1.106,1
1.93,-0.285,1
0.538,0,1
1.029,0,1
0.689,1.627,1
0.514,0.643,1
0.524,-0.977,1
0.658,1.462,1
1.849,-0.116,1
1.292,0.444,1
0.827,-0.473,1
0.37,0.739,1
0.786,0,1
0.433,-0.896,1
0.47,-0.789,1
1.391,0,1
0.629,1.234,1
0.328,0.387,1
0.766,0,1
1.042,-0.385,1
0.613,-0.848,1
0.514,0,1
0.504,-0.435,1
1.171,-0.352,1
0.487,0.643,1
0.57,0.39,1
0.542,0.478,1
2.625,-0.12,1
2.328,-0.093,1
0.38,0.69,1
1.211,-0.569,1
0.689,1.49,1
0.949,0,1
2.209,-0.145,1
2.352,-0.129,1
0.555,1.496,1
2.339,-0.354,1
1.103,-0.267,1
1.212,0.239,1
0.544,0,1
0.693,1.322,1
0.827,0,1
1.646,0.299,1
0.546,-0.757,1
2.025,0.634,1
0.846,1.264,1
1.018,0.918,1
2.082,-0.172,1
1.225,-0.431,1
1.106,-0.624,1
0.59,0.666,1
0.506,-0.477,1
0.628,2.116,1
1.121,1.705,1
0.506,0,1
0.991,0.765,1
-0.286,-0.687,1
1.373,-0.616,1
2.23,-0.157,1
0.593,1.205,1
1.035,0,1
0.477,0,1
0.796,0,1
0.601,-0.904,1
0.553,-0.783,1
0.947,0,1
0.552,-0.783,1
1.231,0.623,1
1.061,-0.401,1
0.573,1.461,1
3.172,0.39,1
0.709,-0.58,1
2.024,0.634,1
0.809,0.839,1
0.746,-0.782,1
0.678,-0.854,1
1.576,0.555,1
0.673,0.732,1
1.119,0,1
0.596,0.602,1
2.253,-0.158,1
0.733,1.266,1
0.387,0,1
1.079,-0.831,1
0.554,0,1
1.144,-0.704,1
1.253,-0.28,1
1.554,-0.219,1
1.136,0.77,1
1.279,0.347,1
0.397,0,1
0.896,-0.23,1
1.048,-0.969,1
0.491,-0.239,1
0.785,-0.935,1
0.675,2.068,1
0.733,1.489,1
2.528,-0.241,1
0.522,-0.849,1
1.168,-0.229,1
0.518,1.675,1
1.105,0.947,1
1.414,-0.313,1
0.939,0,1
0.522,0,1
1.789,-0.496,1
0.412,-0.728,1
1.211,0,1
1.09,0.729,1
0.536,-0.623,1
0.791,0.563,1
0.349,-0.749,1
0.408,0.432,1
0.733,0.642,1
1.325,-0.457,1
1.226,0.721,1
0.6,1.392,1
0.722,-0.236,1
2.578,0.491,1
2.453,-0.212,1
0.592,0.367,1
0.937,0.782,1
0.9,-0.814,1
0.363,-0.68,1
0.433,0,1
0.434,0,1
0.523,1.487,1
1.413,1.283,1
1.688,-0.207,1
2.525,-0.166,1
0.665,0.659,1
0.809,0.865,1
1.814,-0.208,1
1.256,-0.71,1
0.984,-0.364,1
1.054,0.732,1
0.293,-0.419,1
0.486,-0.81,1
1.193,-0.688,1
0.773,-0.679,1
0.727,-0.781,1
1.078,0,1
0.473,-0.756,1
0.635,1.014,1
0.55,-0.851,1
0.896,0,1
0.451,0,1
0.732,-0.481,1
1.47,0.648,1
1.592,-0.538,1
0.66,0.462,1
0.58,1.297,1
0.934,0.965,1
0.505,-0.844,1
0.184,-0.817,1
1.289,0.834,1
1.8,-0.374,1
0.533,-0.668,1
0.312,0.922,1
0.567,0,1
0.705,-1.04,1
0.699,0,1
0.605,0.755,1
0.876,1.208,1
0.672,0.648,1
0.907,-0.492,1
2.823,0.367,1
0.545,-0.547,1
0.808,1.497,1
1.871,-0.286,1
2.708,0.56,1
0.77,0.997,1
2.242,0.845,1
0.587,0,1
0.796,-0.639,1
0.769,-0.504,1
0.682,1.867,1
0.499,1.779,1
2.061,-0.16,1
0.653,0.753,1
1.077,1.484,1
2.88,-0.23,1
0.443,0,1
0.64,-0.722,1
0.514,0,1
0.422,1.838,1
0.824,0.402,1
1.04,-0.33,1
0.99,2.049,1
1.595,-0.257,1
0.471,-0.681,1
1.988,-0.366,1
0.67,0.794,1
0.802,1.559,1
0.966,0.4,1
0.472,0.638,1
2.192,-0.194,1
3.296,0.378,1
0.813,1.597,1
0.508,0,1
-0.088,0,1
0.497,0.776,1
1,0,1
1.043,1.487,1
0.594,0.414,1
0.99,0.927,1
0.606,0.579,1
0.714,1.214,1
0.973,1.441,1
1.215,0.233,1
0.769,-0.211,1
0.603,-0.259,1
1.074,-0.805,1
2.133,-0.326,1
0.7,-0.972,1
1.66,-0.14,1
2.161,-0.375,1
0.52,-0.749,1
1.255,-0.265,1
0.458,-1.284,1
0.539,1.138,1
0.372,0,1
2.223,-0.442,1
0.794,0,1
0.699,0,1
0.609,0,1
1.673,0.624,1
1.953,0,1
0.714,1.486,1
0.452,-0.305,1
0.58,-0.776,1
1.413,-0.4,1
1.129,1.27,1
0.869,-0.796,1
0.556,-1.014,1
2.201,-0.276,1
1.015,0,1
1.126,1.419,1
0.672,-1.051,1
0.808,-0.38,1
0.599,-0.462,1
0.555,-0.873,1
0.331,1.045,1
3.057,-0.255,1
0.509,1.757,1
0.487,-0.397,1
0.602,0.714,1
2.761,-0.331,1
0.454,0,1
0.705,-0.52,1
0.724,-0.496,1
0.695,0,1
0.464,-0.423,1
0.72,-0.538,1
0.724,0.64,1
0.701,0,1
2.847,-0.144,1
0.534,0.771,1
0.453,-0.904,1
1.133,-0.231,1
0.542,0.767,1
0.557,0,1
0.747,0.996,1
0.451,0,1
0.557,0.557,1
1.033,1.171,1
0.915,-0.806,1
0.611,1.02,1
0.923,0.874,1
0.581,1.408,1
1.226,0.689,1
0.797,1.337,1
1.633,0.619,1
0.527,1.092,1
1.276,-0.4,1
0.67,1.48,1
0.416,-0.688,1
0.601,0.554,1
0.671,0.583,1
1.011,1.37,1
1.179,1.018,1
0.556,0,1
1.512,0.63,1
0.861,0,1
1.392,1.277,1
0.871,-0.384,1
0.754,1.399,1
0.758,-0.85,1
0.352,-0.616,1
0.917,-0.762,1
0.653,1.297,1
1.555,1.074,1
0.418,0.485,1
0.655,0,1
0.627,-0.564,1
1.352,0.854,1
1.104,0,1
1.655,-0.219,1
0.711,0.636,1
1.26,0.799,1
1.444,0.689,1
1.125,-0.518,1
2.368,-0.291,1
0.635,0.944,1
0.936,1.148,1
0.964,0.887,1
2.707,-0.321,1
0.443,0.443,1
2.391,-0.129,1
0.9,0.383,1
1.382,0.375,1
2.469,-0.371,1
0.443,0.758,1
0.666,1.391,1
1.384,0.913,1
0.541,0.371,1
0.932,-0.49,1
0.6,1.392,1
-0.74,-0.319,1
0.563,-0.961,1
0.263,-0.479,1
-0.709,-0.58,1
0.515,-0.674,1
1.023,-0.706,1
0.511,0,1
2.65,-0.191,1
1.37,-0.255,1
0.583,0,1
0.611,0.477,1
1.281,-0.568,1
0.745,1.068,1
1.035,0.827,1
1.066,-0.557,1
0.485,0,1
1.392,-0.633,1
2.371,0.86,1
0.376,-0.578,1
1.176,-0.58,1
1.409,-0.481,1
1.519,1.126,1
0.708,-0.511,1
2.31,-0.207,1
0.576,-1.009,1
2.314,0.835,1
1.268,0,1
0.38,0.997,1
0.257,-0.513,1
0.962,1.386,1
0.214,0.847,1
0.51,1.975,1
0.612,0.477,1
0.991,1.006,1
0.82,-0.828,1
0.363,-0.97,1
0.81,-1.039,1
1.067,1.095,1
0.516,-0.775,1
0.698,0.647,1
0.89,-0.373,1
0.846,0.877,1
0.905,0,1
0.506,0,1
1.229,-0.541,1
0.804,0,1
1.915,-0.197,1
0.622,0,1
0.499,0.589,1
0.917,-0.86,1
0.722,0.357,1
0.587,0.544,1
0.718,0,1
0.655,0.846,1
0.813,0.758,1
1.542,-0.478,1
0.691,0.758,1
0.709,1.723,1
-0.298,-0.995,1
0.874,-0.258,1
0.599,-0.636,1
0.636,0,1
0.307,-0.403,1
0.86,-0.263,1
1.044,0.666,1
2.573,0.194,1
0.822,0.824,1
0.641,-1.064,1
2.717,-0.173,1
0.687,0,1
1.289,-0.418,1
0.474,0,1
0.815,-0.268,1
0.562,0,1
0.43,0,1
0.774,0,1
0.359,-0.832,1
0.629,1.562,1
2.286,-0.134,1
0.861,0,1
0.921,0.587,1
0.396,0.5,1
1.247,-0.281,1
0.695,-0.635,1
0.309,1.316,1
0.697,0,1
2.168,0.58,1
0.495,1.067,1
1.817,-0.174,1
0.325,1.284,1
2.302,-0.176,1
1.346,0.839,1
-0.39,0,1
1.029,-0.673,1
0.597,-0.879,1
1.279,-0.269,1
0.61,1.297,1
0.884,-0.349,1
0.753,-0.231,1
0.764,0.721,1
0.496,1.106,1
0.534,0,1
2.469,-0.148,1
2.657,0.698,1
2.469,-0.361,1
0.768,0,1
0.712,0.543,1
0.654,0.873,1
0.56,0,1
1.726,-0.206,1
1.345,0.708,1
1.094,1.467,1
0.921,-0.814,1
1.796,-0.338,1
0.64,0,1
0.754,-0.528,1
0.662,-0.242,1
0.722,-0.785,1
0.734,1.24,1
0.717,0,1
0.605,0.756,1
2.202,-0.182,1
0.853,-0.633,1
1.33,0.969,1
0.697,2.125,1
0.803,0.523,1
1.179,-0.547,1
0.651,0,1
0.698,0.647,1
-0.341,0,1
0.629,0.917,1
0.542,1.411,1
0.832,0.872,1
0.497,0,1
1.572,-0.349,1
0.765,-0.677,1
2.344,0.733,1
0.816,0.989,1
1.678,0.726,1
0.44,0.719,1
1.043,1.375,1
0.573,-0.636,1
1.208,-0.284,1
2.43,0.786,1
2.68,0.722,1
1.203,0.999,1
0.97,1.802,1
2.502,-0.167,1
0.707,0,1
1.668,-0.138,1
2.496,-0.242,1
0.733,1.266,1
0.961,1.339,1
0.424,0,1
0.724,0,1
1.043,1.079,1
0.852,0.378,1
3.148,-0.174,1
-0.751,1.304,1
1.331,-0.263,1
0.496,1.766,1
1.666,-0.431,1
0.642,0,1
-0.25,-1.184,1
0.86,1.422,1
0.917,-1.078,1
0.535,-0.646,1
0.878,0,1
0.731,-0.397,1
1.059,1.442,1
0.543,-0.551,1
2.194,-0.145,1
0.462,1.704,1
0.378,0.495,1
0.511,-0.617,1
0.842,1.512,1
0.605,0,1
0.434,1.977,1
0.954,-0.645,1
2.64,-0.271,1
0.661,0.65,1
-0.263,1.145,1
0.629,0,1
0.768,-0.247,1
0.563,0,1
0.589,0,1
0.938,0.886,1
0.515,0,1
2.223,0.951,1
0.501,-0.52,1
0.603,1.019,1
0.931,0.381,1
0.517,-0.879,1
0.895,1.464,1
0.395,2.137,1
0.793,-0.768,1
0.615,-0.841,1
0.551,0.517,1
1.163,1.117,1
0.494,-0.244,1
0.548,1.037,1
0.391,-0.693,1
1.502,0.402,1
0.741,-0.405,1
0.596,0,1
0.405,0.694,1
0.391,-0.683,1
2.613,-0.186,1
-0.391,0,1
0.422,-0.795,1
0.502,0,1
0.412,0,1
0.802,-0.936,1
0.837,1.748,1
1.232,-0.653,1
0.698,0,1
0.52,0,1
0.964,0,1
0.527,-0.714,1
0.292,0.993,1
0.675,0,1
0.587,-0.544,1
1.215,0.89,1
0.577,0,1
1.042,0.797,1
0.685,-0.9,1
0.48,2.373,1
0.351,1.371,1
0.48,0.58,1
1.285,0.239,1
1.166,1.285,1
1.664,1.043,1
1.647,-0.411,1
0.51,0.64,1
0.821,-0.377,1
0.809,-0.699,1
0.715,-1.148,1
0.711,0.536,1
0.602,-0.569,1
0.87,-0.786,1
0.754,0,1
0.479,-0.387,1
0.457,1.48,1
0.596,2.308,1
2.407,-0.224,1
0.526,1.876,1
0.719,0,1
2.258,0.786,1
0.82,-0.503,1
0.619,-0.828,1
0.744,-1.086,1
0.876,0,1
1.958,1.069,1
0.411,-1.005,1
0.474,-0.624,1
0.783,1.196,1
1.075,1.669,1
1.385,-0.361,1
1.079,0.688,1
1.131,0,1
1.602,-0.203,1
0.374,0,1
2.082,-0.405,1
0.603,-0.831,1
0.583,0.682,1
0.819,1.261,1
0.548,1.587,1
0.65,0,1
0.142,1.232,1
0.656,0.376,1
0.699,-0.529,1
0.383,0.845,1
1.218,-0.372,1
0.817,-0.683,1
1.655,-0.223,1
0.523,0,1
0.633,-0.248,1
1.333,-0.565,1
0.788,1.212,1
1.277,0.791,1
0.715,0,1
0.697,-0.737,1
1.231,-0.735,1
0.915,-0.52,1
0.781,1.537,1
0.674,-0.738,1
3.218,-0.206,1
1.053,0.851,1
0.576,0,1
1.367,-0.162,1
0.591,1.286,1
0.292,0.978,1
0.779,0,1
2.622,0.691,1
-1.327,0,1
0.52,0,1
0.367,1.503,1
2.357,-0.174,1
0.625,0.273,1
0.563,-0.912,1
0.341,0,1
1.621,-0.258,1
0.817,-0.684,1
-0.648,0.832,1
1.09,1.043,1
2.242,-0.178,1
1.037,0,1
0.408,0,1
0.656,0.847,1
0.401,0,1
0.723,0,1
0.334,-0.394,1
0.594,-0.477,1
0.639,0.535,1
0.523,-0.934,1
1.131,-0.218,1
1.665,-0.159,1
0.629,1.2,1
1.143,-0.577,1
1.069,1.84,1
-0.237,1.676,1
1.042,0.796,1
