@relation phoneme

@attribute Ao numeric
@attribute Dcl numeric
@attribute Iy numeric
@attribute Class {0,1}

@data
2.681,-0.614,-0.278,0
1.104,2.24,-0.564,0
1.537,1.311,0.581,0
1.903,-0.312,-0.134,0
2.481,1.044,0.572,0
1.182,-0.186,-0.099,0
0.476,1.238,2.343,0
1.122,2.831,-0.798,0
3.743,-0.784,-0.361,0
0.987,0.538,0.437,0
2.128,1.794,-0.614,0
2.664,-0.422,1.123,0
0.269,0.337,0.931,0
0.436,-0.691,1.634,0
2.735,-0.45,-0.187,0
1.3,1.784,-0.571,0
1.14,-0.16,0.11,0
1.478,2.134,-0.654,0
0.808,1.178,-0.971,0
3.102,-0.502,-0.196,0
2.923,-0.427,-0.215,0
1.495,1.543,0.718,0
1.21,-0.274,0.435,0
-0.254,0.246,0.153,0
1.66,0.962,0.452,0
0.254,0.229,0.383,0
1.896,0.829,1.479,0
1.735,1.006,0.443,0
1.09,-0.266,0.204,0
0.892,1.698,0.848,0
1.295,0.702,-0.169,0
2.136,-0.403,-0.151,0
2.673,1.008,0.403,0
1.647,-0.274,-0.121,0
0.5,1.468,1.001,0
1.694,0.626,-0.195,0
-0.331,-0.119,-0.066,0
1.828,0.782,0.201,0
-0.317,0.165,0.126,0
0.356,0.355,0.497,0
0.862,2.552,1.104,0
0.681,1.628,1.01,0
0.369,0.726,1.567,0
0.54,0.201,-0.067,0
2.24,-0.477,-0.171,0
2.69,-0.413,-0.337,0
1.697,-0.442,-0.163,0
-0.709,-0.391,-0.143,0
1.607,1.354,-0.462,0
1.36,-0.303,-0.137,0
3.344,-0.606,0.751,0
-0.266,0.108,0.091,0
0.722,0.277,-0.205,0
3.033,-0.68,0.476,0
1.283,0.82,0.425,0
2.185,-0.539,0.206,0
-0.295,-0.104,-0.073,0
1.569,0.535,0.332,0
3.092,-0.626,0.28,0
2.372,0.751,0.278,0
1.027,2.634,-0.859,0
1.248,2.225,-0.7,0
2.786,0.874,-0.276,0
0.359,0.285,0.149,0
0.284,0.353,-0.574,0
1.976,1.71,-0.43,0
2.759,0.91,-0.312,0
1.52,-0.264,-0.145,0
1.402,2.503,-0.768,0
2.186,1.286,0.803,0
1.413,0.316,0.194,0
0.293,0.129,0.075,0
1.18,1.666,0.683,0
0.994,2.446,-0.692,0
1.075,2.367,-0.734,0
1.612,-0.366,0.528,0
-0.477,-1.189,-1.581,0
0.645,0.797,1.719,0
0.268,0.41,0.996,0
1.859,0.476,0.641,0
0.585,-0.67,2.38,0
0.302,0.409,0.853,0
1.105,1.385,-0.358,0
1.443,1.052,0.423,0
1.834,-0.253,-0.106,0
2.84,-0.49,-0.189,0
0.546,0.893,0.53,0
0.98,-0.149,-0.092,0
2.888,-0.673,-0.254,0
2.476,0.621,1.359,0
2.01,-0.286,-0.156,0
1.251,-0.303,-0.118,0
0.657,-0.111,0.107,0
1.467,-0.452,0.243,0
-0.254,-0.116,0.081,0
1.061,-0.146,0.115,0
2.776,0.745,0.853,0
1.241,1.055,-0.314,0
1.089,0.334,0.296,0
1.505,-0.241,-0.13,0
1.328,1.4,-0.406,0
1.666,0.753,0.37,0
1.547,1.298,-0.443,0
2.568,0.851,0.469,0
0.519,0.724,2.156,0
1.592,-0.328,-0.385,0
0.729,-0.147,0.22,0
1.592,1.754,0.688,0
1.105,-0.254,-0.101,0
1.518,3.079,-0.893,0
2.188,0.848,0.521,0
1.09,1.917,-0.443,0
1.107,2.229,1.18,0
1.612,-0.3,0.203,0
1.52,-0.344,-0.129,0
1.809,-0.281,-0.138,0
0.797,0.392,-0.116,0
1.599,0.712,0.28,0
1.411,0.457,0.28,0
1.445,2.949,-0.728,0
1.798,0.479,-0.177,0
0.693,-0.129,0.131,0
2.258,-0.475,-0.154,0
2.215,-0.572,-0.205,0
1.716,-0.331,0.433,0
3.262,-0.709,-0.285,0
0.496,-0.104,-0.066,0
1.805,-0.33,1.068,0
2.309,-0.407,0.309,0
0.361,0.526,1.951,0
1.137,2.58,-0.724,0
1.533,2.011,0.902,0
2.579,-0.529,0.724,0
0.639,-0.107,0.13,0
1.248,1.135,-0.353,0
1.088,2.141,1.099,0
0.933,1.327,-0.334,0
2.263,-0.374,0.226,0
1.243,1.99,-0.757,0
3.345,-0.606,0.751,0
0.453,1.053,2.089,0
1.401,-0.28,-0.119,0
0.683,2.489,-0.781,0
1.942,-0.443,1.609,0
0.913,2.575,0.831,0
2.197,-0.365,-0.168,0
0.963,-0.431,-0.154,0
0.509,1.03,1.872,0
0.958,2.176,1.043,0
2.201,1.691,0.739,0
0.278,0.123,0.118,0
0.468,0.48,0.798,0
-0.269,0.124,0.11,0
0.315,1.166,-0.304,0
1.159,0.777,0.379,0
-0.356,-0.146,0.091,0
0.636,0.731,1.762,0
2.273,1.764,0.697,0
0.448,1.268,1.786,0
2.252,0.998,0.403,0
1.433,-0.363,-0.198,0
0.466,1.088,1.861,0
0.672,1.457,0.993,0
1.06,1.236,1.109,0
1.268,2.852,-0.841,0
2.165,-0.492,-0.547,0
0.355,0.635,0.519,0
0.614,0.19,0.162,0
1.932,1.979,-0.491,0
2.74,0.827,-0.275,0
0.273,0.139,0.156,0
1.628,1.065,0.4,0
0.52,0.484,-0.534,0
1.169,0.301,0.235,0
1.037,0.817,0.308,0
1.072,1.943,-0.603,0
1.222,2.196,-0.605,0
0.623,-0.17,-0.083,0
0.387,0.641,1.019,0
1.329,0.322,-0.099,0
1.067,1.741,-0.564,0
0.918,0.8,0.266,0
1.879,1.856,-0.597,0
2.181,0.53,-0.223,0
0.635,-0.13,0.094,0
0.305,0.386,-0.664,0
-0.52,1.525,-0.945,0
0.956,1.583,-0.356,0
0.576,0.628,-0.346,0
2.779,-0.409,0.265,0
0.794,0.311,-0.082,0
1.537,-0.344,-0.115,0
0.532,2.079,-0.445,0
0.972,0.252,0.083,0
0.704,0.245,0.915,0
0.315,-0.926,0.508,0
0.446,0.441,1.127,0
3.04,-0.689,-0.289,0
3.212,-0.483,-0.223,0
1.397,1.363,0.508,0
1.826,-0.356,0.991,0
1.795,0.35,0.242,0
0.463,1.052,2.313,0
2.883,-0.428,-0.216,0
1.325,0.513,0.373,0
2.162,-0.375,-0.357,0
2.649,-0.587,1.463,0
1.461,1.744,0.666,0
1.064,2.302,1.11,0
1.224,1.043,0.494,0
1.784,1.217,0.458,0
1.187,2.52,-0.672,0
0.925,2.396,1.064,0
1.064,2.082,-0.627,0
2.139,1.102,-0.32,0
0.333,0.743,1.17,0
1.872,-0.313,0.232,0
0.398,0.432,1.031,0
1.48,1.646,0.754,0
0.341,0.274,0.148,0
2.903,-0.763,-0.301,0
1.653,-0.345,0.205,0
1.763,1.245,0.454,0
1.714,0.503,0.308,0
1.864,0.824,0.401,0
1.503,2.744,-0.632,0
2.682,0.701,0.317,0
1.016,2.009,-0.493,0
1.782,1.24,0.448,0
0.596,0.601,0.842,0
1.778,-0.43,-0.158,0
1.931,-0.374,-0.265,0
0.356,0.443,1.604,0
1.066,1.947,-0.443,0
2.086,-0.505,0.343,0
1.865,1.31,1.097,0
-0.292,0.161,-0.086,0
0.344,0.316,0.476,0
2.671,-0.605,-0.191,0
0.866,1.826,-0.591,0
0.261,0.323,1.385,0
1.231,-0.281,0.131,0
0.475,0.973,2.294,0
1.325,0.513,0.373,0
-0.234,0.215,0.176,0
0.359,1.173,-0.221,0
1.23,1.895,-0.561,0
2.192,-0.376,0.249,0
2.348,-0.41,-0.202,0
0.726,0.707,1.575,0
1.413,2.024,-0.54,0
1.272,1.624,-0.461,0
1.008,1.844,-0.54,0
0.29,0.153,0.162,0
1.354,2.581,-0.754,0
2.151,-0.388,-0.176,0
2.548,0.543,1.353,0
0.926,1.599,-0.563,0
0.495,0.892,0.337,0
0.678,1.448,2.1,0
0.251,0.388,0.535,0
1.744,0.552,-0.203,0
2.074,-0.336,0.254,0
0.959,1.687,1.705,0
1.607,1.06,0.436,0
1.291,-0.294,-0.132,0
0.662,1.622,1.093,0
1.964,0.636,1.778,0
2.149,-0.308,0.27,0
1.416,-0.238,0.139,0
0.493,0.12,0.122,0
1.643,0.865,0.331,0
0.619,-0.093,0.086,0
1.433,0.976,0.327,0
1.981,-0.297,0.193,0
0.519,2.598,-0.678,0
1.149,0.493,0.339,0
2.129,1.846,-0.441,0
1.984,-0.398,-0.194,0
2.723,-0.524,-0.269,0
1.933,-0.43,0.487,0
2.801,0.76,0.493,0
2.32,2.095,-0.587,0
0.358,1.173,-0.222,0
1.755,-0.254,-0.111,0
0.385,1.248,-0.301,0
0.767,-0.153,0.078,0
0.424,-0.107,0.08,0
1.78,2.348,-0.639,0
0.57,-0.108,0.145,0
1.76,1.394,-0.406,0
1.351,1.97,0.873,0
2.407,-0.348,-0.18,0
-0.188,0.383,0.603,0
1.97,0.55,0.248,0
0.945,2.202,-0.557,0
2.377,-0.438,0.381,0
0.341,0.274,0.148,0
-0.334,0.176,0.112,0
2.439,-0.453,-0.226,0
1.1,1.979,-0.533,0
3.172,-0.551,-0.226,0
0.376,0.311,0.424,0
2.504,-0.467,0.255,0
3.21,-0.507,0.411,0
0.41,0.485,-0.646,0
0.854,2.599,-0.725,0
2.226,0.545,0.229,0
1.491,-0.225,-0.094,0
1.96,-0.318,0.195,0
0.604,0.831,2.457,0
0.913,2.603,-0.687,0
2.64,0.795,-0.223,0
1.017,0.35,0.208,0
1.179,1.665,0.682,0
0.732,2.17,0.872,0
0.442,0.958,2.175,0
1.18,1.363,-0.373,0
0.481,-0.134,0.109,0
2.15,-0.566,-0.182,0
2.915,0.996,0.413,0
-0.271,0.181,-0.078,0
0.949,2.609,-0.656,0
1.982,0.613,1.541,0
0.461,0.21,0.17,0
1.114,0.333,-0.101,0
2.235,0.944,0.496,0
0.452,0.523,1.47,0
1.104,1.78,0.679,0
2.303,-0.408,-0.144,0
2.983,-0.67,0.396,0
3.087,-0.758,-0.252,0
1.112,1.99,1.062,0
2.242,-0.331,-0.17,0
1.169,1.42,-0.406,0
3.174,-0.412,-0.232,0
1.818,-0.384,-0.162,0
0.894,2.718,-0.68,0
2.874,-0.821,0.521,0
0.551,1.352,1.942,0
2.221,1.728,-0.482,0
0.33,0.62,2.29,0
2.549,-0.574,0.268,0
3.092,-0.538,0.417,0
1.631,0.679,0.345,0
1.825,0.995,0.809,0
2.766,-0.449,-0.219,0
0.377,-0.094,0.067,0
-0.28,-0.102,0.077,0
0.276,0.423,-0.545,0
1.41,-0.229,0.134,0
1.951,0.828,-0.28,0
1.764,0.575,0.277,0
1.331,-0.325,-0.101,0
2.359,-0.363,-0.156,0
0.581,-0.131,0.089,0
1.765,1.198,0.905,0
1.127,2.844,-0.784,0
1.784,1.568,0.656,0
1.373,-0.254,-0.109,0
1.314,0.443,0.529,0
-0.26,-0.115,-0.086,0
1.016,3.155,-0.745,0
2.535,-0.471,0.428,0
3.593,-0.575,0.493,0
1.827,0.587,0.23,0
1.523,2.036,-0.577,0
1.505,-0.232,-0.101,0
2.369,-0.402,-0.383,0
1.38,-0.238,-0.12,0
1.134,1.964,-0.518,0
2.249,1.43,0.691,0
0.903,2.735,-0.781,0
0.574,1.589,1.189,0
1.111,0.37,0.258,0
1.064,2.83,-0.798,0
2.246,0.648,0.255,0
0.521,1.263,-0.33,0
1.007,1.008,0.304,0
2.417,-0.392,0.438,0
2.237,2.028,-0.496,0
0.355,-0.113,-0.073,0
2.71,0.803,-0.215,0
0.517,-0.119,-0.065,0
2.696,-0.693,-0.288,0
0.279,0.342,-0.607,0
1.587,1.408,0.585,0
2.374,0.941,0.511,0
2.187,-0.387,-0.179,0
0.635,0.584,1.534,0
0.836,2.024,1.056,0
1.824,1.1,0.434,0
1.241,-0.282,0.175,0
1.86,0.716,-0.217,0
2.215,-0.452,0.337,0
0.986,2.489,-0.633,0
0.859,2.071,-0.622,0
1.949,0.779,-0.251,0
2.748,-0.415,-0.176,0
0.94,2.238,1.183,0
0.536,0.24,-0.165,0
0.845,1.767,-0.737,0
1.399,-0.252,-0.1,0
1.57,-0.413,0.305,0
2.581,0.957,0.479,0
1.275,1.554,-0.418,0
1.914,-0.315,-0.148,0
1.998,0.64,-0.189,0
2.998,-0.526,-0.204,0
1.532,-0.338,-0.113,0
3.296,-0.577,0.887,0
0.463,0.585,-0.848,0
0.66,0.941,-0.242,0
1.145,2.271,0.668,0
0.968,2.311,1.118,0
1.174,0.778,0.324,0
2.182,0.752,-0.222,0
-0.211,0.213,0.152,0
1.229,-0.224,-0.089,0
0.416,0.499,2.135,0
2.433,1.106,0.58,0
-1.045,-1.089,-0.444,0
0.281,0.457,1.052,0
-0.298,-0.102,0.079,0
1.276,0.55,0.378,0
1.059,-0.208,-0.083,0
1.007,2.908,-0.772,0
1.246,-0.185,0.192,0
0.713,-0.131,-0.085,0
2.415,1.512,-0.365,0
0.316,-0.097,0.091,0
1.103,1.556,-0.458,0
2.403,-0.505,0.258,0
0.408,1.404,1.46,0
2.142,0.539,0.457,0
1.697,0.485,0.284,0
2.106,-0.409,-0.187,0
1.754,0.628,0.269,0
1.351,2.031,-0.64,0
0.498,0.256,0.1,0
1.066,2.355,-0.791,0
2.21,1.43,1.029,0
0.329,0.459,-0.732,0
2.243,-0.387,0.28,0
1.117,2.659,-0.671,0
1.762,1.223,0.454,0
1.677,-0.381,-0.14,0
0.44,-0.51,2.262,0
3.093,1.211,0.63,0
1.306,-0.168,0.18,0
3.104,-0.52,-0.249,0
0.384,1.604,-0.353,0
1.264,1.453,0.575,0
1.436,-0.279,0.232,0
2.195,-0.284,-0.138,0
1.024,2.694,-0.854,0
2.015,0.735,1.552,0
1.801,0.956,-0.251,0
1.796,-0.345,0.406,0
0.841,0.912,2.023,0
1.389,1.396,-0.523,0
1.17,2.051,-0.56,0
0.335,0.546,1.116,0
1.535,-0.379,0.186,0
1.389,-0.242,-0.106,0
2.793,-0.459,0.22,0
0.33,0.189,0.226,0
0.729,-0.147,0.22,0
1.752,0.792,0.371,0
1.836,-0.349,0.236,0
0.951,0.729,0.326,0
0.43,0.801,-0.19,0
0.581,0.279,-0.073,0
2.808,0.933,-0.285,0
0.855,1.353,0.851,0
-0.224,0.171,0.097,0
2.253,-0.441,0.33,0
-0.285,0.183,0.114,0
1.174,1.718,0.621,0
1.598,0.768,0.319,0
1.077,1.08,-0.289,0
1.561,0.564,0.236,0
0.428,1.688,1.054,0
2.375,1.004,0.523,0
1.534,0.287,0.118,0
0.542,0.61,-0.615,0
0.35,0.414,0.72,0
0.774,2.429,1.578,0
1.133,2.676,-0.736,0
2.375,1.125,-0.488,0
1.147,1.63,0.647,0
2.741,0.755,0.602,0
0.944,0.405,-0.107,0
2.928,-0.455,-0.207,0
0.604,1.496,2.193,0
0.512,-1.255,1.731,0
1.135,1.116,-0.517,0
0.589,0.587,2.079,0
1.968,1.041,0.862,0
3.191,-0.558,-0.27,0
1.356,0.82,0.333,0
1.416,2.055,0.872,0
2.777,0.772,-0.227,0
2.033,1.022,1.162,0
2.995,0.945,-0.321,0
0.997,-0.149,0.116,0
0.75,1.779,1.066,0
1.315,1.175,0.572,0
2.558,-0.677,-0.497,0
3.331,-0.664,0.32,0
2.364,-0.496,-0.186,0
2.574,-0.476,0.396,0
1.761,0.45,-0.319,0
0.453,1.748,0.946,0
1.222,1.661,0.645,0
2.633,0.917,-0.305,0
2.05,1.632,0.688,0
0.966,2.131,1.183,0
0.624,0.444,1.052,0
1.165,2.107,-0.919,0
2.36,0.522,1.439,0
0.647,0.375,0.356,0
0.906,0.385,0.279,0
2.197,1.185,0.405,0
2.588,1.361,-0.372,0
1.107,1.964,0.776,0
2.424,-0.399,-0.197,0
0.607,0.137,0.203,0
0.434,1.069,2.338,0
1.81,-0.342,-0.125,0
2.671,-0.537,0.357,0
1.077,0.523,0.5,0
0.408,0.536,2.115,0
0.283,0.337,0.456,0
1.123,-0.177,-0.071,0
2.167,0.702,0.414,0
0.61,0.542,0.591,0
1.416,0.268,0.143,0
2.429,0.999,0.553,0
1.057,2.379,-0.822,0
0.577,0.211,0.835,0
3.252,-0.511,0.702,0
1.859,0.475,0.641,0
1.739,0.825,0.329,0
1.949,-0.259,-0.09,0
1.195,1.902,-0.557,0
3.058,-0.594,0.407,0
1.252,0.461,0.438,0
2.213,-0.519,0.45,0
1.408,0.341,-0.123,0
1.662,2.35,-0.636,0
-0.217,0.213,0.159,0
2.852,-0.563,-0.289,0
2.214,-0.494,-0.219,0
0.558,1.359,2.035,0
0.532,0.667,1.25,0
-0.797,-0.293,-0.102,0
2.131,-0.409,0.323,0
-0.235,0.2,0.137,0
1.167,2.284,-0.457,0
1.946,-0.279,-0.137,0
0.426,0.679,1.696,0
0.745,1.503,1.61,0
1.78,-0.256,-0.107,0
2.574,1.48,-0.412,0
1.794,2.113,-0.749,0
1.506,2.304,-0.684,0
0.555,1.887,1.59,0
1.247,-0.263,0.146,0
1.503,1.271,-0.396,0
1.594,2.314,-0.694,0
0.357,1.369,-0.287,0
1.589,0.578,-0.226,0
0.753,1.285,-0.31,0
0.502,1.327,1.72,0
0.609,0.635,0.71,0
0.391,0.64,1.694,0
2.3,-0.574,0.333,0
1.994,-0.283,-0.126,0
1.952,1.204,-0.345,0
0.688,0.77,-1.048,0
2.19,1.004,-0.51,0
2.083,-0.318,0.189,0
2.187,1.117,0.572,0
1.276,2.683,-0.635,0
0.491,-0.124,-0.084,0
1.265,1.291,0.504,0
1.44,-0.223,0.129,0
1.277,-0.297,-0.426,0
1.397,0.353,0.184,0
0.556,-0.683,2.022,0
0.946,2.589,-0.668,0
1.009,0.479,0.366,0
0.334,0.428,1.189,0
0.311,0.588,1.978,0
2.024,0.606,1.205,0
1.352,1.035,-0.332,0
0.721,0.456,0.553,0
1.079,1.308,-0.341,0
3.393,-0.716,0.41,0
0.786,-0.195,-0.065,0
2.62,0.73,0.556,0
0.372,0.3,-0.081,0
1.87,-0.32,-0.148,0
0.405,0.58,0.849,0
0.89,1.737,0.931,0
1.842,-0.321,0.229,0
1.991,-0.311,0.194,0
0.576,1.672,1.092,0
2.155,-0.48,0.318,0
1.547,1.228,0.466,0
0.661,-0.15,0.084,0
-0.255,0.122,0.118,0
1.681,-0.546,-0.238,0
2.171,0.671,0.332,0
0.402,0.467,-0.607,0
1.538,-0.334,0.191,0
1.686,0.65,-0.256,0
1.692,0.445,-0.312,0
1.214,0.261,0.114,0
0.474,0.627,1.311,1
0.887,1.77,1.122,1
0.491,0.384,-0.37,1
1.478,1.702,1.155,1
1.082,2.255,-0.575,1
1.259,2.018,-0.585,1
0.292,0.551,1.358,1
0.985,1.236,1.072,1
1.034,0.889,1.278,1
1.029,1.346,-0.998,1
0.517,1.821,2.47,1
0.961,1.468,1.132,1
0.335,0.564,0.887,1
0.966,1.56,-0.458,1
0.508,0.631,0.927,1
0.577,0.607,1.784,1
0.677,1.169,1.591,1
0.878,0.698,1.531,1
1.65,1.336,1.805,1
0.496,0.81,1.548,1
0.805,1.301,0.64,1
0.328,0.534,1.662,1
2.391,1.307,-0.248,1
1.678,1.486,0.932,1
-0.751,-0.851,-0.583,1
0.727,1.782,1.152,1
-0.565,-0.798,-0.931,1
0.67,0.768,-0.384,1
0.635,0.252,0.453,1
0.59,2.048,0.884,1
0.938,1.769,-0.593,1
0.51,0.946,0.886,1
0.923,0.672,0.668,1
0.526,2.425,0.918,1
0.472,1.928,-0.583,1
0.685,2.126,-0.687,1
1.126,1.037,1.181,1
1.385,1.77,1.338,1
0.824,1.253,1.792,1
0.588,0.705,1.854,1
0.584,0.554,1.044,1
0.678,0.809,2.134,1
1.033,2.29,1.106,1
0.611,1.407,-0.446,1
0.534,0.372,1.3,1
0.359,1.007,1.857,1
1.104,1.237,0.729,1
0.588,0.784,1.501,1
0.512,0.828,1.683,1
0.627,0.716,2.078,1
0.682,0.799,2.159,1
1.043,1.942,0.84,1
0.754,1.001,1.235,1
2.114,0.864,-0.23,1
1.255,2.004,-0.496,1
0.453,0.788,2.483,1
0.443,0.755,0.65,1
0.969,0.707,1.683,1
0.38,1.665,0.714,1
1.602,1.669,-0.576,1
1.166,1.935,0.736,1
0.734,0.887,0.34,1
1.132,2.107,1.763,1
0.768,1.781,1.657,1
3.172,-0.565,0.623,1
1.5,1.71,0.959,1
0.454,0.768,0.713,1
0.673,0.755,1.377,1
1.134,2.136,-0.838,1
1.692,1.53,0.901,1
0.862,1.361,0.827,1
1.176,0.879,1.356,1
1.33,2.043,0.818,1
0.506,0.833,0.837,1
0.804,0.373,1.278,1
0.322,0.591,0.521,1
0.97,1.125,1.16,1
0.675,1.915,1.531,1
1.224,1.911,1.786,1
1.473,1.911,0.746,1
0.312,0.314,0.351,1
-0.341,0.691,-0.623,1
1.346,0.779,0.365,1
0.433,0.684,1.743,1
0.761,0.772,1.192,1
1.309,1.464,1.936,1
1.915,1.802,-0.662,1
0.447,0.743,2.028,1
0.513,0.622,1.332,1
0.964,0.972,-0.559,1
0.363,0.738,1.63,1
0.662,2.77,-0.607,1
0.5,2.038,0.733,1
0.926,1.565,0.679,1
0.6,1.39,1.399,1
0.917,1.435,-0.835,1
0.689,0.398,-0.736,1
0.656,1.452,0.485,1
0.731,1.117,1.89,1
0.661,0.447,0.296,1
0.627,0.716,2.079,1
0.768,1.78,1.657,1
2.357,1.622,0.519,1
0.639,1.029,0.671,1
0.32,0.595,1.601,1
1.019,1.141,0.752,1
0.586,1.667,1.078,1
2.194,1.666,-0.357,1
0.794,1.914,0.962,1
2.116,-0.46,0.391,1
0.567,1.996,1.247,1
0.629,1.019,0.704,1
1.046,0.669,0.982,1
0.796,0.792,1.752,1
0.603,1.704,0.636,1
1.318,1.68,-0.469,1
0.811,0.913,2.122,1
0.539,1.575,1.194,1
1.29,1.726,1.098,1
0.661,1.134,1.246,1
0.768,0.899,0.826,1
1.671,1.253,0.648,1
0.132,-0.145,0.47,1
1.104,1.581,-0.509,1
2.344,0.998,0.618,1
1.042,2.066,-0.652,1
0.788,0.858,1.386,1
0.299,0.516,1.123,1
0.678,1.319,0.914,1
0.951,2.084,1.058,1
2.218,1.672,-0.313,1
2.967,-0.547,1.082,1
0.482,-0.579,-0.875,1
0.478,1.972,1,1
0.56,2.257,0.949,1
0.495,0.455,1.268,1
0.697,0.758,2.289,1
0.685,0.912,2.073,1
0.545,1.953,0.979,1
0.7,0.62,1.886,1
1.545,1.49,0.576,1
0.259,1.82,0.769,1
1.209,1.446,0.716,1
0.932,2.187,1.787,1
2.304,1.032,0.764,1
0.329,0.617,1.513,1
1.011,1.81,0.796,1
1.843,1.035,1.369,1
2.472,2.174,-0.429,1
1.125,0.623,1.191,1
0.584,1.866,1.532,1
1.352,1.659,0.861,1
0.443,0.325,-0.318,1
0.905,0.689,0.987,1
0.52,0.871,1.957,1
0.962,2.447,-0.78,1
0.474,2.098,0.861,1
2.223,1.209,1.384,1
0.619,0.87,1.167,1
1.131,2.435,-0.497,1
1.211,0.488,-0.501,1
3.057,0.933,0.59,1
1.796,1.607,1.431,1
2.339,1.345,1.411,1
2.081,0.904,0.603,1
0.732,0.77,1.698,1
0.517,0.811,2.237,1
0.936,1.734,0.998,1
0.477,0.743,0.758,1
-0.515,-0.666,-1.526,1
0.563,1.687,1.186,1
0.541,2.17,0.79,1
1.356,0.965,0.581,1
0.674,1.826,0.894,1
2.494,1.148,1.169,1
0.697,1.461,0,1
0.639,1.928,0.926,1
1.885,1.554,0.742,1
0.387,0.835,0.639,1
1.074,0.746,1.111,1
2.823,1.235,0.7,1
2.804,0.67,0.927,1
0.479,1.833,-0.925,1
0.846,0.769,1.299,1
3.202,-0.686,0.624,1
0.55,0.897,1.13,1
0.543,0.432,1.936,1
1.414,1.484,-0.299,1
0.889,1.878,1.601,1
-0.329,0.634,-0.597,1
0.722,1.274,0.732,1
0.614,0.866,2.237,1
0.871,0.905,0.884,1
0.628,1.293,1.116,1
1.039,2.427,0.899,1
0.142,-0.153,-0.663,1
1.574,0.449,0.381,1
0.526,0.835,0.862,1
0.415,0.631,1.861,1
2.356,1.69,0.594,1
2.192,1.816,0.518,1
0.376,0.657,1.93,1
0.52,0.92,1.652,1
0.702,1.728,1.329,1
0.82,1.56,1.641,1
0.742,0.73,1.221,1
0.343,1.27,1.584,1
0.59,2.048,0.884,1
0.413,0.687,0,1
0.767,0.368,1.507,1
0.397,0.45,0.421,1
0.736,2.119,0.839,1
0.938,0.513,1.097,1
1.334,1.457,1.883,1
1.576,-0.423,0.484,1
0.921,2.206,-0.81,1
0.543,1.111,1.6,1
0.545,1.953,0.979,1
0.603,0.703,2.053,1
0.789,-0.833,1.781,1
0.954,0.683,1.696,1
0.38,0.535,1.639,1
1.881,1.522,1.629,1
2.247,0.988,1.177,1
0.697,1.321,1.713,1
0.728,0.847,1.453,1
1.029,1.379,1.96,1
0.671,1.375,0,1
2.286,0.792,0.269,1
0.559,1.321,1.421,1
0.509,1.485,1.332,1
1.208,2.314,-0.469,1
1.059,2.039,-0.751,1
0.546,0.556,1.665,1
1.225,1.108,1.224,1
0.746,0.905,-0.393,1
0.638,0.731,1.742,1
0.733,2.036,-0.445,1
0.573,1.926,1.495,1
0.473,0.679,1.616,1
2.161,0.845,1.08,1
0.566,1.141,-0.499,1
0.958,2.428,-0.813,1
1.143,2.195,-0.54,1
0.561,1.215,0.762,1
0.526,0.974,0.965,1
1.36,-0.776,1.141,1
0.599,1.513,0.893,1
0.493,0.741,1.654,1
0.411,1.958,0.959,1
0.613,0.589,1.203,1
0.701,0.936,1.152,1
0.842,1.019,2.022,1
-1.327,-0.549,-0.647,1
0.729,1.159,1.954,1
0.516,0.862,1.92,1
0.988,1.688,1.48,1
0.906,2.213,-0.609,1
1.412,2.148,1.31,1
1.144,2.172,0.776,1
0.65,1.298,1.893,1
0.784,0.345,0.566,1
0.367,0.57,1.789,1
0.454,0.768,0.713,1
1.077,1.397,-0.581,1
0.487,0.98,-0.558,1
0.397,0.8,0.683,1
0.912,0.941,-0.551,1
1.069,1.181,1.049,1
0.721,2.708,-0.604,1
0.787,1.295,1.728,1
0.544,0.343,0.866,1
0.638,0.498,0.73,1
0.861,1.896,1.715,1
0.735,0.944,2.285,1
0.921,1.125,1.018,1
2.557,0.811,1.003,1
2.294,1.553,-0.396,1
0.45,2.178,0.994,1
0.487,1.832,1.094,1
0.601,1.127,1.045,1
0.45,0.747,0.946,1
0.79,0.893,1.416,1
-0.74,1.046,-0.529,1
0.739,0.812,1.878,1
0.331,1.24,2.039,1
1.445,1.608,0.716,1
0.723,1.084,2.037,1
0.651,1.207,1.263,1
2.23,1.577,-0.333,1
0.399,1.622,1.423,1
1.163,1.909,1.493,1
0.617,0.643,1.657,1
1.963,1.105,1.48,1
0.604,2.103,0.896,1
0.501,1.841,0.782,1
0.96,2.339,-0.753,1
1.011,2.131,1.184,1
0.541,0.696,1.579,1
0.63,1.411,0.539,1
0.548,-0.75,-1.084,1
0.672,-0.637,2.422,1
0.753,2.194,-0.546,1
0.67,2.039,0.978,1
1.134,2.136,0.838,1
1.444,1.608,0.716,1
2.223,1.209,1.384,1
1.569,1.487,1.172,1
1.103,1.581,-0.509,1
0.569,0.933,2.165,1
0.295,0.575,1.349,1
1.023,2.13,1.307,1
0.681,2.374,-0.694,1
0.785,0.6,2.162,1
0.785,1.03,1.792,1
1.542,1.83,1.723,1
1.111,0.827,1.238,1
0.671,1.484,1.258,1
0.43,0.436,-0.241,1
0.457,1.856,1.601,1
2.625,0.972,-0.205,1
1.513,1.587,1.471,1
0.406,0.625,1.704,1
0.455,0.553,0.831,1
0.47,0.856,0.597,1
0.809,2.027,1.442,1
0.641,0.805,2.283,1
0.583,0.452,0.711,1
0.523,2.163,1.14,1
1.166,2.049,0.952,1
1.333,2.26,1.261,1
0.483,1.901,1.404,1
0.72,1.949,1.896,1
1.595,2.137,0.705,1
