@relation phoneme

@attribute Dcl numeric
@attribute Iy numeric
@attribute Sh numeric
@attribute Class {0,1}

@data
0.61,-0.615,0,0
-0.336,-0.153,0.235,0
0.389,1.072,1.464,0
-0.536,0.423,-0.164,0
1.431,0.65,-0.232,0
0.416,1.551,-0.454,0
0.288,0.54,0,0
-0.347,-0.148,0.181,0
-0.55,-0.209,-0.117,0
1.985,-0.639,-0.268,0
0.769,0.346,0.22,0
1.238,2.343,0,0
0.603,1.603,1.161,0
-0.145,0.094,0.084,0
0.342,-0.607,2.128,0
0.737,-0.216,-0.131,0
0.835,-0.569,1.956,0
-0.397,-0.18,-0.131,0
2.581,-0.754,-0.324,0
0.73,0.647,0,0
-0.369,-0.114,0,0
1.254,1.436,-1.007,0
1.613,0.694,-0.455,0
-0.133,-0.075,0.119,0
0.462,0.437,-0.235,0
0.652,0.697,-0.201,0
-0.298,0.183,-0.093,0
0.359,0.312,1.019,0
1.199,-0.34,-0.169,0
0.597,-0.248,1.372,0
-0.098,-0.051,0.052,0
-0.358,0.194,-0.219,0
1.048,-0.326,-0.158,0
1.713,0.897,0.552,0
1.785,0.753,0.385,0
-0.122,-0.068,-0.049,0
-0.366,-0.148,0,0
-0.347,-0.123,-0.077,0
0.166,0.124,0.102,0
0.114,0.103,0.072,0
-0.606,0.751,-0.27,0
-0.409,0.266,1.002,0
0.729,-0.804,2.286,0
0.842,2.42,-0.849,0
1.904,1.296,0.809,0
-0.539,0.206,0.252,0
-0.585,0.545,0.354,0
1.508,0.674,0,0
1.353,0.85,0.525,0
0.587,0.23,-0.133,0
0.739,0.354,0.2,0
-0.602,-0.237,-0.133,0
0.42,-0.215,1.306,0
0.157,-0.071,-0.044,0
-0.232,-0.116,0.096,0
-0.606,-0.343,-0.159,0
-0.09,-0.052,0.045,0
1.355,2.002,-0.641,0
0.461,0.438,-0.234,0
1.134,-0.448,0,0
1.959,-0.535,-0.257,0
1.981,-0.874,0,0
-0.108,0.145,-0.193,0
0.865,0.331,-0.118,0
-0.107,0.077,-0.038,0
1.948,-0.623,-0.391,0
-0.35,0.22,-0.1,0
0.395,-0.215,0.438,0
-0.308,0.27,0.738,0
1.977,0.902,-0.452,0
2.326,-0.601,0,0
-0.337,0.189,-0.161,0
0.417,-0.544,0,0
0.783,-0.217,0.221,0
-0.421,0.513,0.83,0
2.144,-0.867,0,0
-0.101,-0.069,-0.059,0
-1.255,1.731,0,0
0.295,0.552,0,0
-0.298,-0.131,0.076,0
2.304,1.511,-0.516,0
-0.126,0.125,-0.06,0
0.118,0.152,-0.191,0
-0.356,0.214,0.23,0
1.428,0.732,-0.22,0
0.96,-0.298,0.532,0
0.847,0.308,0,0
-0.077,0.074,-0.104,0
0.606,1.205,-0.397,0
0.452,0.984,-0.225,0
-0.271,-0.182,-0.131,0
-0.391,0.233,-0.237,0
2.191,-0.814,0,0
0.49,-0.625,0,0
2.238,0.976,0.544,0
-0.604,1.05,0,0
-0.341,-0.129,-0.075,0
-0.411,0.367,1.19,0
-0.424,0.422,0.617,0
0.561,-0.223,-0.46,0
1.206,0.576,-0.215,0
2.009,-0.546,0,0
-0.367,0.237,0.216,0
-0.496,-0.189,-0.133,0
1.178,0.469,0,0
-0.234,0.12,0.094,0
0.917,0.309,0.184,0
-0.148,0.11,-0.056,0
-0.488,0.206,0,0
0.579,-0.965,0,0
-0.413,-0.171,-0.128,0
-0.482,-0.24,-0.14,0
0.769,1.181,0,0
0.438,0.264,-0.302,0
2.229,1.18,0,0
-0.384,-0.127,-0.075,0
0.174,0.106,0.105,0
0.453,-0.514,-0.893,0
0.15,-0.072,0.057,0
1.886,0.956,-0.393,0
-0.475,0.617,0.98,0
-0.279,0.232,-0.102,0
0.56,1.513,-0.407,0
-0.743,0.313,0,0
0.671,0.332,0.201,0
0.585,-0.848,0,0
-0.503,-0.249,0.884,0
0.579,1.252,-0.293,0
-0.347,-0.151,0.189,0
2.731,1.29,-0.413,0
-0.122,-0.083,-0.051,0
-0.297,0.164,0.116,0
-0.268,-0.115,-0.084,0
-0.142,0.07,0.078,0
0.416,1.549,-0.453,0
-0.537,0.357,-0.154,0
-0.541,0.403,0.837,0
0.467,-0.607,1.807,0
0.423,0.304,-0.113,0
1.864,1.204,-0.368,0
0.43,0.257,0.292,0
0.682,0.204,-0.071,0
2.113,-0.749,-0.285,0
-0.284,-0.135,0.071,0
1.616,0.741,-0.396,0
-0.107,0.08,-0.055,0
1.955,-0.426,0.343,0
0.235,-0.074,-0.043,0
-0.377,0.473,1.449,0
-0.216,-0.094,0.087,0
0.991,0.592,0,0
0.942,0.491,0,0
-0.448,-0.218,-0.132,0
2.263,-0.612,0,0
0.879,-0.513,1.205,0
0.561,-0.964,1.578,0
-0.352,-0.111,0.11,0
0.119,0.264,0.912,0
-0.168,0.264,-0.093,0
-0.344,-0.179,-0.115,0
-0.262,0.146,-0.097,0
-0.107,0.14,-0.206,0
1.883,-0.506,0.417,0
-0.279,-0.142,-0.089,0
0.661,2.266,-0.705,0
-0.592,-0.239,-0.165,0
0.924,2.222,-0.722,0
0.337,0.931,1.571,0
0.444,0.155,-0.226,0
2.035,1.594,0,0
0.284,0.206,-0.256,0
1.78,0.679,-0.277,0
-0.103,0.087,0.062,0
0.646,0.475,1.125,0
0.327,0.344,-0.119,0
0.852,-0.226,0.132,0
1.982,-0.7,0,0
0.125,0.095,-0.08,0
0.619,0.292,-0.149,0
2.218,-0.606,0.329,0
0.797,1.287,-0.606,0
0.657,-0.275,-0.195,0
1.864,0.609,0,0
1.443,-0.436,-0.201,0
1.297,0.535,-0.219,0
2.547,-0.705,-0.287,0
1.368,2.225,0,0
1.457,0.993,0,0
-0.428,-0.216,-0.139,0
0.293,0.747,-0.234,0
0.213,0.152,-0.059,0
0.148,0.194,-0.138,0
1.617,-0.39,-0.19,0
1.4,0.571,-0.458,0
0.611,0.314,-0.135,0
-0.072,0.097,-0.074,0
-0.104,-0.073,-0.053,0
0.733,0.347,0.227,0
0.588,-0.594,0,0
-0.417,-0.187,0.156,0
0.399,1.207,1.386,0
0.539,0.457,0.301,0
-0.182,-0.086,-0.06,0
0.701,1.452,-0.314,0
-0.381,0.222,0.163,0
-0.517,0.271,0.174,0
-0.128,-0.092,-0.065,0
0.185,0.21,-0.075,0
-0.37,-0.183,-0.103,0
0.507,0.22,-0.124,0
1.753,1.197,0,0
-0.689,-0.289,-0.183,0
-0.325,0.235,0.309,0
1.791,0.679,0,0
-0.58,0.246,0.162,0
0.352,0.407,-0.137,0
-0.238,-0.093,-0.058,0
0.369,0.204,-0.137,0
-0.415,-0.193,-0.225,0
0.349,0.219,-0.236,0
0.306,0.137,0.104,0
1.612,-0.395,0,0
0.138,0.086,0.072,0
2.273,0.965,0,0
2.875,-0.911,0,0
-0.091,-0.059,0.048,0
0.67,0.403,-0.391,0
0.468,1.568,1.673,0
-0.457,0.322,-0.184,0
-0.282,0.175,-0.108,0
-0.149,-0.092,-0.039,0
2.302,1.11,-0.354,0
-1.064,2.032,-1.019,0
0.173,0.117,0.121,0
1.457,0.737,-0.317,0
-0.257,-0.123,-0.071,0
-0.549,0.309,-0.279,0
0.718,0.375,0,0
0.657,0.801,0.942,0
2.009,-0.493,-0.262,0
0.842,-0.386,-0.138,0
0.878,-0.395,1.72,0
1.853,-0.535,-0.264,0
-0.116,0.082,-0.041,0
-0.43,1.009,-0.387,0
-0.08,0.102,-0.07,0
1.393,2.191,0,0
0.776,1.913,-0.599,0
-0.345,-0.185,0.236,0
0.284,-0.071,0.089,0
0.211,-0.086,0.085,0
1.252,0.763,-0.211,0
-0.143,0.091,-0.061,0
-0.461,0.23,0.16,0
-0.468,0.32,0.365,0
-0.143,-0.084,0.138,0
-0.29,0.24,-0.172,0
0.308,0.612,-0.171,0
-0.412,0.262,-0.106,0
1.087,0.334,0,0
1.175,0.572,0,0
1.81,0.97,1.126,0
2.774,-0.656,-0.308,0
2.25,-0.676,0,0
-0.35,-0.149,-0.126,0
0.779,-0.202,-0.111,0
1.186,0.366,0,0
-0.671,-0.568,1.369,0
0.301,0.234,-0.066,0
-0.383,-0.185,0.169,0
0.711,2.158,0,0
1.834,-0.514,0,0
-0.747,-0.271,-0.193,0
0.856,-0.336,1.173,0
2.079,-0.445,-0.161,0
-0.629,0.446,1.001,0
0.58,0.849,0.939,0
1.78,0.807,-0.361,0
1.363,1.124,0,0
-0.26,-0.336,2.016,0
-0.4,1.046,-0.334,0
-0.657,0.489,-0.19,0
-0.377,-0.165,0,0
0.465,-0.538,-1.026,0
1.96,1.183,0.648,0
-0.511,0.702,-0.25,0
0.564,0.236,0.214,0
-0.372,-0.163,-0.075,0
-0.784,-0.361,0,0
-0.586,0.621,-0.26,0
-0.101,0.068,-0.068,0
2.666,-0.748,0.448,0
-0.545,-0.188,0,0
2.828,-0.662,0,0
1.125,2.296,0,0
1.122,1.936,-0.614,0
-0.415,0.189,-0.112,0
2.333,-0.772,0,0
0.227,0.216,-0.061,0
-0.13,0.089,0.094,0
1.777,-0.421,0.547,0
0.41,0.973,1.363,0
2.565,-0.848,0.614,0
-0.264,-0.145,-0.08,0
0.744,0.503,-0.363,0
-0.701,0.4,-0.16,0
-0.098,0.078,0.056,0
1,-0.274,0,0
-0.374,0.226,0.161,0
1.164,1.157,0.813,0
-0.621,-0.245,0,0
0.123,0.118,-0.056,0
0.441,1.127,0,0
1.019,0.505,-0.259,0
0.738,0.307,0.191,0
-0.707,0.456,0.484,0
0.285,0.149,-0.081,0
-0.77,0.383,0.183,0
-0.379,0.186,-0.126,0
1.533,1.672,0,0
0.915,-0.475,-0.19,0
0.245,0.915,-0.227,0
-0.731,0.345,0,0
-0.42,0.321,-0.126,0
1.279,0.477,-0.231,0
-0.266,0.144,-0.086,0
-0.465,-0.182,-0.125,0
1.673,-0.53,-0.214,0
1.022,1.162,-0.432,0
0.196,0.084,0.108,0
0.701,0.248,-0.121,0
-0.144,-0.048,-0.042,0
0.635,0.71,0,0
1.313,-0.259,-0.104,0
1.173,-0.609,1.314,0
0.85,0.607,-0.201,0
2.028,-0.496,-0.249,0
1.569,-0.378,-0.173,0
2.138,-0.584,-0.272,0
-0.475,-0.227,0.303,0
0.594,0.232,0.22,0
2.518,-0.665,-0.302,0
-0.363,-0.198,-0.189,0
-0.251,0.103,-0.06,0
0.133,0.16,-0.064,0
0.376,0.525,-0.132,0
-0.276,-0.121,0.105,0
0.782,-0.201,0.12,0
-0.175,0.09,-0.076,0
-0.34,-0.167,0.337,0
-0.161,0.075,-0.044,0
0.444,0.248,-0.18,0
-0.132,0.073,0.076,0
0.83,0.36,-0.184,0
-0.111,0.09,-0.074,0
0.545,0.229,-0.139,0
0.467,-0.611,-1.052,0
1.206,2.321,0,0
1.566,1.131,0,0
2.474,1.139,-0.467,0
1.009,2.044,-0.563,0
-0.226,0.142,0.246,0
0.553,0.93,0,0
-0.249,-0.095,0.091,0
0.216,0.198,-0.066,0
-0.46,-0.185,0,0
1.242,1.118,-0.446,0
0.162,0.096,-0.072,0
-0.403,-0.151,-0.105,0
0.941,-0.242,-0.095,0
2.355,1.037,0.421,0
1.415,0.658,-0.626,0
0.466,0.255,-0.234,0
0.602,0.25,0.138,0
0.566,1.846,-0.496,0
-0.153,-0.079,0.041,0
-0.579,-0.24,-0.151,0
-0.486,-0.233,-0.152,0
1.628,1.01,0.56,0
-0.49,0.956,-0.299,0
1.844,-0.54,-0.305,0
1.513,1.824,-0.622,0
0.135,0.139,-0.177,0
0.123,0.11,-0.18,0
0.504,0.168,-0.081,0
-0.563,0.295,0.19,0
0.48,0.798,0,0
1.582,-0.591,-0.315,0
0.482,0.916,0.899,0
-0.51,-0.203,-0.133,0
-0.142,0.088,0.091,0
1.708,1.274,0.984,0
0.478,-0.788,1.599,0
0.449,-0.114,-0.066,0
-0.478,-0.221,-0.156,0
1.004,-0.429,1.618,0
-0.579,-0.233,-0.163,0
-0.561,0.289,0.196,0
-0.319,0.222,-0.101,0
1.764,1.109,0,0
0.45,0.442,-0.23,0
1.085,0.677,-0.341,0
1.354,-0.462,0,0
0.179,-0.077,0.066,0
0.99,0.464,-0.201,0
2.744,-0.726,0,0
0.628,0.269,-0.096,0
2.294,-0.74,-0.456,0
0.403,0.371,-0.395,0
0.68,0.716,0.826,0
2.438,-0.632,-0.309,0
-0.134,0.102,0.103,0
0.874,-0.276,-0.154,0
2.215,-0.691,0.311,0
-0.48,0.318,-0.109,0
-0.494,0.601,-0.227,0
-0.513,-0.242,-0.126,0
1.685,-0.588,0,0
-0.48,0.434,1.022,0
-0.601,0.483,0.694,0
-0.479,0.328,0,0
-0.403,0.24,0.164,0
0.917,1.673,0,0
-0.517,-0.189,-0.122,0
1.404,1.46,-0.751,0
0.587,1.699,-0.434,0
-0.158,0.077,0.064,0
-0.332,-0.109,0.102,0
-0.693,-0.288,0,0
0.133,0.16,-0.065,0
1.661,0.645,0,0
0.327,-0.082,0.062,0
0.581,-0.648,-1.246,0
0.821,0.676,0,0
-0.231,0.141,0.096,0
0.797,1.719,0.977,0
-0.505,0.259,0.435,0
1.491,-0.833,-0.411,0
-0.732,1.244,-0.684,0
0.327,0.236,-0.176,0
0.626,-0.195,-0.117,0
-0.23,0.135,-0.08,0
0.213,0.159,-0.092,0
1.494,-0.521,-0.282,0
1.192,-0.276,-0.115,0
1.436,1.989,-0.724,0
0.585,0.715,0.742,0
-0.531,0.303,0.445,0
0.909,0.437,0.231,0
-0.376,0.249,0.188,0
0.764,-0.26,-0.156,0
0.354,0.189,-0.293,0
1.885,0.799,0,0
1.415,-0.347,-0.13,0
-0.525,0.811,-0.284,0
1.103,1.443,-0.624,0
2.718,-0.68,-0.338,0
2.217,-0.727,0.566,0
-0.521,0.274,0.166,0
1.004,-0.51,0,0
-0.507,-0.226,-0.128,0
0.679,1.696,0,0
0.878,0.322,0,0
-0.321,-0.157,0.245,0
-0.089,0.084,0.071,0
0.399,1.208,1.386,0
0.443,1.604,-0.792,0
1.718,0.621,-0.205,0
-0.106,-0.069,-0.051,0
2.416,-0.696,0.379,0
1.08,-0.289,0.194,0
2.807,-0.819,0,0
0.514,0.608,0,0
1.16,0.417,-0.19,0
-0.448,0.247,0.156,0
2.73,-0.799,-0.338,0
1.554,-0.418,-0.364,0
1.943,-0.484,-0.246,0
0.47,1.286,0,0
1.527,-0.485,0,0
-0.331,-0.17,-0.12,0
0.808,1.29,-0.369,0
-0.329,0.179,0.123,0
1.173,-0.222,-0.102,0
-0.577,0.887,-0.272,0
-0.304,-0.127,0.073,0
-0.298,-0.127,-0.073,0
0.858,1.275,-0.485,0
0.571,0.498,0,0
1.58,-0.47,-0.204,0
1.363,0.508,-0.177,0
0.19,0.172,-0.1,0
0.502,0.303,0,0
0.797,0.305,0.19,0
2.387,-0.663,-0.352,0
1.68,-0.387,-0.146,0
0.527,0.413,-0.19,0
-0.414,-0.46,0.979,0
0.433,0.375,-0.391,0
-0.36,-0.139,-0.105,0
0.329,0.161,-0.075,0
-0.468,-0.176,-0.099,0
1.738,-0.798,0,0
0.329,-0.139,-0.083,0
0.472,-0.145,-0.088,0
2.844,-0.784,-0.377,0
0.134,-0.067,-0.032,0
-0.44,0.227,0.165,0
-0.266,0.204,0.182,0
1.856,-0.597,0,0
1.757,0.721,-0.35,0
1.424,2.1,0,0
0.884,0.481,0.242,0
0.513,1.842,-0.529,0
-0.493,0.34,0,0
2.054,-0.745,-0.373,0
2.337,-0.663,0,0
2.134,-0.593,-0.27,0
-0.115,0.109,0.104,0
2.536,-0.661,-0.358,0
1.591,1.318,0.7,0
0.192,0.146,-0.051,0
2.479,1.382,-0.472,0
0.731,1.762,-0.725,0
0.21,0.17,-0.066,0
-0.62,-0.267,-0.166,0
1.963,-0.682,-0.242,0
0.123,0.095,0.106,0
0.139,0.156,-0.062,0
2.085,1.726,0,0
0.323,1.385,1.829,0
-0.342,-0.165,0.153,0
-0.43,0.487,0.774,0
0.716,-0.217,0.127,0
0.206,0.153,0.105,0
2.038,-0.56,0,0
0.154,-0.071,-0.046,0
-0.433,2.178,0,0
-0.617,0.386,-0.173,0
1.006,0.443,-0.189,0
1.699,-0.48,-0.233,0
0.402,0.299,0.703,0
-0.168,0.18,-0.062,0
2.448,-0.626,-0.321,0
-0.437,-0.193,0,0
0.277,-0.205,0.589,0
0.38,-0.085,0.071,0
-0.336,0.254,-0.135,0
0.261,0.114,-0.067,0
-0.098,0.085,-0.061,0
2.114,-0.752,-0.257,0
0.178,0.163,0.159,0
-0.321,0.249,-0.181,0
-0.091,0.09,-0.052,0
0.16,0.123,0.089,0
-0.248,-0.101,0.092,0
0.648,0.255,0.281,0
0.78,0.399,0.394,0
-0.113,-0.081,0.082,0
-0.146,0.115,-0.061,0
1.29,-0.395,-0.22,0
0.76,0.493,0.981,0
1.556,-0.458,0,0
-0.413,0.305,-0.099,0
0.164,0.104,-0.053,0
-0.342,0.167,0,0
-0.385,0.288,0.81,0
1.168,0.516,-0.229,0
0.341,-0.08,0.067,0
0.14,0.176,-0.065,0
-0.469,0.254,-0.152,0
-0.593,-0.228,-0.133,0
1.462,-0.766,0,0
-0.111,-0.067,0.063,0
1.314,0.474,-0.253,0
0.986,0,0,0
1.385,1.848,-0.912,0
-0.637,-0.353,-0.15,0
1.847,1.073,-0.424,0
-0.691,1.634,1.761,0
1.264,-0.39,0.246,0
-0.11,0.081,-0.082,0
-0.595,-0.227,-0.123,0
-0.475,-0.289,-0.147,0
-0.268,-0.318,0.438,0
-0.379,-0.269,0.929,0
1.055,-0.314,-0.624,0
2.168,-0.608,0.412,0
1.586,-0.476,0,0
-0.099,-0.065,0.057,0
2.134,-0.654,0.593,0
-0.404,-1.3,-0.836,0
2.861,-0.914,-0.366,0
0.788,1.051,-0.38,0
0.826,0.721,0,0
1.493,0.691,-0.269,0
1.226,0.468,0.277,0
-0.468,-0.263,0.6,0
0.556,0.324,0.804,0
0.448,0.45,0.656,0
-0.321,-0.1,0,0
0.143,0.163,-0.064,0
1.04,-0.466,0,0
-0.516,-0.299,0.915,0
-0.247,0.113,-0.065,0
1.044,0.572,-0.183,0
0.661,0.6,-0.456,0
1.261,0.59,0.366,0
1.173,-0.532,-0.244,0
1.518,0.693,-0.502,0
0.682,-0.171,0.19,0
0.467,0.455,0.228,0
1.02,2.424,-0.746,0
0.12,0.093,0.087,0
0.904,-0.317,-0.164,0
0.268,0.143,-0.079,0
0.828,-0.34,0.466,0
-0.539,0.285,-0.144,0
-0.435,-0.262,-0.246,0
-0.379,-0.155,-0.107,0
-0.464,-0.176,-0.103,0
0.488,-0.127,-0.066,0
-0.458,-0.222,-0.135,0
0.821,1.944,-0.676,0
-0.52,-0.249,-0.125,0
-0.413,-0.337,0.813,0
0.414,0.72,0,0
0.357,0.362,-0.11,0
0.896,0.463,0.301,0
0.192,0.222,-0.084,0
-0.098,0.069,-0.057,0
0.777,0.379,0.333,0
-0.385,-0.156,-0.107,0
0.933,-0.294,0.355,0
-0.665,-0.261,0,0
-0.294,-0.151,-0.112,0
0.899,0.33,0,0
-0.447,-0.277,0.942,0
0.989,1.748,0,0
2.658,-0.742,-0.419,0
0.198,0.124,0.394,0
2.961,-0.863,0,0
0.39,0.702,0.91,0
-0.574,0.265,0.168,0
0.157,0.106,-0.06,0
-0.184,-0.065,0.067,0
0.342,0.199,-0.323,0
0.428,1.189,0,0
-0.209,0.443,-0.148,0
-0.673,-0.254,-0.152,0
-0.284,-0.138,-0.097,0
1.166,0.601,0,0
-0.293,0.174,0.114,0
-0.576,-0.285,-0.366,0
1.215,0.762,0,1
0.56,1.021,0,1
1.325,-0.473,-0.183,1
1.197,-0.9,-0.738,1
2.004,-0.496,-0.265,1
2.1,0.99,1.002,1
1.852,-0.615,0.965,1
2.694,-0.661,0.77,1
1.189,0.572,-0.191,1
1.833,1.151,0.58,1
0.941,-0.551,0.883,1
1.903,1.228,1.565,1
0.623,1.191,0.831,1
0.714,0.84,0.58,1
0.696,1.883,0,1
1.637,-0.982,1.584,1
2.667,0.974,0.522,1
0.665,1.348,0,1
1.902,-0.469,-0.194,1
0.703,2.053,1.019,1
0.468,1.11,1.845,1
0.547,0.772,0,1
1.525,0.809,0.429,1
0.494,0.468,1.522,1
-1.164,1.662,0,1
1.675,0.769,0.708,1
0.736,1.373,-0.677,1
0.927,1.081,-0.321,1
0.693,1.327,-0.668,1
1.233,-0.71,1.043,1
0.942,1.954,-0.795,1
1.564,1.509,-0.349,1
1.935,0.736,1.285,1
0.763,0.792,0,1
1.803,1.079,-0.646,1
1.197,0.369,-0.176,1
0.912,0.986,0.547,1
1.583,0.563,-0.165,1
1.009,0.749,-0.182,1
-0.664,2.074,-0.841,1
0.828,1.683,0,1
1.315,0.766,1.126,1
0.699,1.953,1.493,1
-0.412,-0.137,-0.089,1
0.823,1.845,0,1
0.811,1.003,-0.411,1
1.65,1.02,-0.52,1
1.665,0.714,0.69,1
0.652,1.634,1.03,1
1.901,1.404,1.526,1
2.618,1.274,0.872,1
0.964,1.276,1.732,1
1.091,1.546,-0.581,1
2.48,0.947,-0.352,1
1.071,2.105,0,1
0.364,1.123,0.634,1
2.195,-0.54,-0.577,1
1.035,1.369,-0.462,1
1.856,1.155,-0.379,1
0.922,1.899,0,1
1.058,1.347,-0.397,1
1.598,1.22,-0.531,1
1.692,0.436,-0.182,1
1.981,-0.682,0.457,1
1.019,2.022,-0.738,1
0.623,1.429,2.012,1
1.7,1.012,0,1
2.066,-0.596,0,1
0.821,1.185,1.092,1
2.021,0.933,1.105,1
1.718,-0.463,0.681,1
0.812,1.878,-0.9,1
-0.585,1.797,-0.687,1
1.472,1,1.207,1
0.913,0.69,1.283,1
2.31,1.406,0,1
0.836,0.971,0.568,1
0.877,1.553,-0.374,1
0.517,-0.638,0,1
0.527,1.142,0.997,1
0.784,1.501,1.115,1
0.264,-0.23,0,1
1.504,1.151,0.627,1
0.856,0.597,-0.789,1
-0.46,0.391,0.465,1
2.032,1.122,1.408,1
1.601,-0.782,2.308,1
0.479,1.837,0,1
0.593,0.627,-0.207,1
1.484,-0.299,-0.313,1
0.561,1.412,1.812,1
0.809,2.134,-0.854,1
2.067,0.75,-0.702,1
0.918,1.846,-0.459,1
0.473,-0.542,1.27,1
0.887,-0.34,1.24,1
1.97,-0.625,1.592,1
1.253,1.792,-0.738,1
0.534,1.811,-1.058,1
1.928,-0.874,1.442,1
1.9,1.008,-0.408,1
1.087,-0.212,-0.111,1
1.977,-0.461,-0.174,1
0.686,2.131,-0.569,1
0.622,1.332,0.851,1
-0.401,1.3,0,1
1.039,0.798,-0.242,1
0.524,1.404,0,1
0.822,0.415,0.89,1
-0.186,-0.344,-0.488,1
2.371,-0.72,0.73,1
1.304,0.677,-0.201,1
1.484,1.258,1.718,1
0.528,1.473,-0.81,1
2.021,-0.679,-0.684,1
-0.549,-0.647,0,1
1.046,1.962,0,1
1.622,1.423,0.671,1
0.61,0.932,1.497,1
0.631,0.927,0,1
1.821,0.625,-0.207,1
0.625,1.704,1.572,1
0.624,1.292,0,1
2.488,-0.748,0.714,1
1.648,1.108,1.932,1
0.87,1.167,-1.013,1
0.696,1.579,0,1
1.221,0,0,1
1.911,1.786,-0.516,1
0.449,-0.51,1.155,1
2.632,-0.761,0.493,1
2.174,1.207,1.763,1
1.102,0.344,0.194,1
1.608,0.716,0.689,1
1.577,-0.333,-0.157,1
-0.686,0.624,0.457,1
0.866,1.36,-0.487,1
1.315,0.986,-0.323,1
2.416,-0.789,1.02,1
0.424,-0.699,1.923,1
1.023,2.106,-0.857,1
0.769,1.048,0.786,1
0.345,0.566,0,1
0.589,1.203,-0.848,1
1.739,1.305,0.579,1
1.816,0.518,-0.194,1
0.261,0.769,0,1
0.998,0.618,0.733,1
0.716,2.079,-0.564,1
1.504,0.733,0.619,1
0.405,-0.755,0,1
2.155,-0.596,-0.31,1
1.24,2.039,1.045,1
-0.586,1.585,-0.456,1
2.42,1.258,1.277,1
2.107,1.763,0,1
1.866,1.532,-0.671,1
1.78,1.657,-0.414,1
2.246,1.016,1.261,1
2.435,-0.497,-0.218,1
0.832,1.147,-0.518,1
1.056,0.616,1.462,1
1.286,0.826,0.543,1
1.375,0,0,1
1.726,1.098,0.834,1
1.057,2.314,0,1
1.197,0.714,1.378,1
1.298,1.893,-0.499,1
2.047,1.247,1.558,1
0.848,0.448,0.299,1
1.951,1.01,0.719,1
0.742,-1.242,0,1
0.865,1.636,0,1
1.522,1.629,-0.476,1
0.988,1.104,0,1
2.04,-0.547,-0.292,1
1.261,0.484,-0.155,1
1.525,1.985,0,1
1.001,1.235,0,1
0.624,1.579,-1.115,1
0.62,1.886,-0.972,1
1.276,1.406,-0.496,1
0.792,2.501,0,1
1.411,0.539,-0.389,1
-0.565,0.623,0.39,1
1.954,-0.61,-0.361,1
1.472,1.902,-0.541,1
0.727,2.286,-0.76,1
1.457,-0.562,0,1
1.452,0.485,0.376,1
0.738,1.64,-0.648,1
0.743,1.54,1.1,1
2.008,0.62,0.753,1
0.631,2.096,-0.896,1
1.522,1.629,-0.476,1
1.959,1.051,-0.714,1
2.53,-0.638,-0.517,1
1.444,1.722,2.137,1
0.212,1.125,1.457,1
0.634,-0.597,0,1
0.731,1.742,0,1
-0.553,0.567,0.831,1
0.924,0.436,-0.326,1
0.447,0.296,0.958,1
1.551,-0.378,-0.239,1
0.888,1.628,-1.039,1
0.859,1.858,0,1
1.788,-0.853,1.208,1
0.845,2.245,-0.67,1
2.321,0.792,-0.633,1
2.06,-0.911,1.519,1
2.201,1.255,1.27,1
0.322,0.579,0,1
2.027,1.442,0,1
1.669,-0.576,-0.203,1
1.077,1.064,0.469,1
0.902,0.615,1.069,1
1.821,2.47,-0.766,1
0.581,1.101,-0.482,1
0.342,0.83,0,1
2.136,-0.838,1.005,1
2.13,1.307,-0.706,1
0.257,0.404,0.873,1
0.772,0.685,0.638,1
2.447,-0.78,1.386,1
1.714,1.058,-0.36,1
0.759,1.27,0.92,1
2.298,-0.528,-0.219,1
1.856,1.601,1.48,1
1.346,-0.998,1.722,1
0.589,1.753,0,1
1.901,1.127,1.375,1
1.96,1.163,1.59,1
1.755,0.993,1.422,1
0.798,0.896,0.821,1
0.61,1.27,0.929,1
1.992,-0.54,-0.384,1
0.806,0.954,0.865,1
0.778,2.21,-0.693,1
1.838,1.101,0,1
2.708,-0.604,-0.236,1
0.516,1.123,1.037,1
0.914,2.22,0,1
2.206,-0.81,0.587,1
0.623,0.73,0.869,1
-1.057,1.496,1.241,1
0.88,1.151,-0.472,1
0.733,0.725,0,1
1.882,1.017,0,1
-0.851,-0.818,-0.459,1
-0.509,-1.084,-0.995,1
1.656,-0.753,1.305,1
0.755,0.864,-0.918,1
2.179,-0.672,-0.56,1
0.535,1.639,0.997,1
1.018,1.577,-0.617,1
0.436,-0.241,0,1
2.209,-0.673,-0.831,1
1.826,0.894,1.511,1
1.336,0.808,0.732,1
0.665,1.668,-0.674,1
1.781,1.328,1.095,1
1.159,1.954,-0.764,1
2.199,0.807,1.199,1
1.509,0.664,0.622,1
1.671,0.779,0.477,1
2.103,0.896,0.547,1
1.45,1.343,-0.285,1
1.727,0.884,1.175,1
1.476,1.16,-0.411,1
2.173,0.775,0.733,1
1.293,1.116,2.116,1
0.513,1.097,0.886,1
0.758,1.911,-1.145,1
0.265,0.6,0,1
2.164,-0.4,-0.212,1
0.738,1.63,-0.97,1
2.036,-0.445,0.642,1
2.255,-0.575,-0.644,1
1.582,0.89,-0.673,1
1.457,0.646,0.835,1
2.504,-0.678,-0.344,1
1.527,2.826,-0.816,1
1.781,-0.401,-0.172,1
1.926,1.265,-0.528,1
2.07,1.39,1.461,1
0.63,1.796,1.316,1
0.904,0.603,-0.404,1
2.113,-0.448,-0.189,1
0.955,1.252,-0.456,1
