@relation phoneme

@attribute Ao numeric
@attribute Iy numeric
@attribute Class {0,1}

@data
0.48,-0.947,1
0.803,-0.764,1
0.493,1.654,1
1.822,-0.452,1
0.605,0.873,1
0.7,1.292,1
0.526,0.965,1
0.896,0.769,1
0.513,1.332,1
0.712,0.826,1
1.064,-0.556,1
0.465,0.635,1
1.668,-0.369,1
0.909,0.848,1
1.13,-0.678,1
1.079,-0.673,1
0.87,0.649,1
2.168,0.84,1
1.426,-0.464,1
0.698,0.741,1
0.895,-0.673,1
1.232,1.047,1
0.897,1.64,1
0.636,1.258,1
1.106,2.263,1
0.776,1.646,1
0.569,2.165,1
1.076,0.786,1
0.454,-0.731,1
0.605,0.623,1
0.917,-0.835,1
1.163,1.493,1
0.889,1.601,1
-1.327,-0.647,1
2.209,-0.361,1
0.654,0.789,1
0.527,1.904,1
0.472,0.685,1
1,1.238,1
1.289,1.191,1
1.011,1.184,1
0.412,1.09,1
0.566,1.201,1
0.498,0.849,1
0.292,1.358,1
0.398,2.126,1
0.66,-0.691,1
0.619,1.714,1
2.548,0.749,1
0.697,0.579,1
2.025,0.524,1
0.654,0.404,1
0.449,0.936,1
0.815,1.28,1
1.641,-0.367,1
1.029,-0.998,1
0.573,1.341,1
1.849,-0.181,1
1.378,1.22,1
1.211,2.254,1
0.872,-0.585,1
0.391,1.141,1
0.416,1.073,1
0.51,1.576,1
0.842,-0.622,1
0.422,1.954,1
0.783,1.369,1
0.374,0.482,1
0.882,1.149,1
0.788,1.386,1
2.967,1.082,1
0.72,1.172,1
0.455,0.831,1
0.673,1.307,1
0.343,-0.823,1
1.694,-0.52,1
0.834,-0.72,1
0.892,1.008,1
2.081,0.603,1
0.451,0.79,1
1.171,0.947,1
0.501,0.882,1
0.425,1.953,1
0.847,2.094,1
0.546,1.737,1
0.791,1.416,1
-0.563,-0.916,1
0.591,0.909,1
2.236,-0.132,1
2.511,0.97,1
0.787,1.728,1
1.26,0.906,1
1.258,1.568,1
0.832,2.286,1
1.734,-0.217,1
0.38,1.639,1
0.62,1.164,1
0.566,-0.748,1
0.607,0.867,1
0.378,1.364,1
1.026,1.809,1
0.736,0.839,1
0.934,-0.615,1
1.189,-0.638,1
1.43,-0.573,1
0.538,1.29,1
0.697,0,1
1.289,1.098,1
1.384,0.778,1
0.494,0.887,1
0.752,-0.604,1
2.248,0.679,1
0.658,0.616,1
0.331,2.039,1
0.842,2.022,1
0.351,1.614,1
0.454,0.713,1
0.372,1.957,1
0.411,-0.632,1
0.664,1.207,1
2.097,0.781,1
0.523,1.885,1
1.144,0.776,1
0.309,1.796,1
0.532,1.884,1
0.758,1.06,1
2.479,1.436,1
2.496,0.798,1
0.474,0.75,1
2.469,0.83,1
0.731,1.308,1
0.768,0.826,1
1.413,-0.653,1
0.426,0.71,1
0.629,1.985,1
0.42,-0.357,1
0.61,0.864,1
1.17,1.012,1
1.167,-0.494,1
0.401,1.017,1
0.435,0.743,1
0.733,0.343,1
0.584,1.532,1
0.772,-0.608,1
0.901,1.343,1
0.611,1.293,1
0.766,2.249,1
0.534,-0.444,1
0.543,1.6,1
1.348,1.562,1
0.671,1.095,1
0.376,1.861,1
0.794,2.03,1
0.82,1.777,1
0.519,1.611,1
2.86,1.081,1
0.874,1.074,1
0.445,0.87,1
-0.565,-0.931,1
0.562,1.387,1
0.527,1.66,1
0.822,1.258,1
2.145,-0.228,1
2.574,-0.413,1
2.381,-0.348,1
0.697,0.579,1
0.821,1.064,1
0.852,-0.463,1
1.029,1.26,1
0.351,1.423,1
0.626,0.974,1
0.542,0.834,1
0.659,2.194,1
0.263,-0.386,1
0.793,1.583,1
2.046,1.252,1
1.035,0.84,1
0.655,0,1
2.4,-0.387,1
0.496,0.652,1
1.134,0.838,1
0.449,1.624,1
1.52,1.115,1
1.299,0.86,1
0.527,1.185,1
0.662,-0.607,1
0.734,1.698,1
0.587,0.668,1
0.617,1.657,1
0.9,2.319,1
1.212,0.432,1
1.284,-0.441,1
2.223,1.384,1
0.673,1.377,1
0.67,-0.831,1
1.005,1.871,1
0.546,1.385,1
0.675,1.532,1
1.249,-0.451,1
0.614,2.237,1
1.136,-0.661,1
0.754,0.915,1
0.687,1.845,1
0.682,1.165,1
0.51,-1.004,1
2.357,0.519,1
0.545,0.979,1
0.558,1.559,1
2.897,0.567,1
0.286,0.449,1
0.6,1.399,1
0.927,1.192,1
2.372,-0.324,1
0.658,0.851,1
1.37,-0.706,1
0.693,0.912,1
0.557,1.121,1
0.308,1.503,1
2.779,0.605,1
0.754,1.265,1
1.279,-0.331,1
0.408,0.75,1
2.615,0.653,1
1.085,-0.596,1
-0.286,1.797,1
0.869,2.632,1
1.843,1.369,1
0.788,1.231,1
0.699,1.115,1
0.499,1.58,1
0.949,-0.418,1
0.813,0.772,1
0.48,1.151,1
2.258,1.007,1
0.861,1.715,1
0.745,1.225,1
1.36,1.141,1
0.62,-0.518,1
0.522,2.073,1
0.917,2.418,1
0.51,1.266,1
1.179,0.92,1
1.807,-0.398,1
0.464,0.801,1
0.878,1.531,1
1.121,-0.657,1
2.061,0.577,1
3.092,0.693,1
0.412,1.379,1
1.179,0.712,1
1.313,-0.574,1
0.672,1.526,1
2.852,-0.284,1
0.686,1.911,1
1.464,0.546,1
0.802,-0.791,1
1.144,1.914,1
0.656,2.117,1
1.796,1.431,1
0.597,2.278,1
0.577,1.784,1
0.644,-0.542,1
0.808,0.932,1
0.695,1.107,1
0.661,0.296,1
0.502,1.496,1
0.679,-0.68,1
0.596,0.923,1
0.46,0.906,1
0.517,0.829,1
1.251,-0.554,1
2.821,0.699,1
0.45,0.946,1
0.343,1.584,1
0.884,1.215,1
1.035,1.289,1
0.779,1.357,1
0.807,-0.724,1
0.425,1.008,1
0.601,1.045,1
2.441,0.436,1
1.366,1.11,1
0.656,1.737,1
1.904,-0.309,1
0.458,1.602,1
1.292,0.819,1
0.849,1.753,1
0.767,1.229,1
2.625,-0.205,1
2.43,0.542,1
2.963,1.227,1
0.813,1.27,1
1.072,1.088,1
0.598,0.602,1
0.681,-0.694,1
0.687,1.694,1
0.587,-0.668,1
1.211,-0.501,1
0.709,1.3,1
2.578,0.433,1
0.938,1.097,1
1.09,1.063,1
1.29,1.098,1
0.721,0.791,1
1.094,-0.935,1
0.477,0.758,1
1.044,-0.775,1
1.261,1.312,1
0.363,1.63,1
0.648,1.123,1
0.809,1.442,1
0.849,-0.609,1
0.357,1.133,1
0.965,0.638,1
1.255,-0.496,1
2.453,-0.4,1
0.734,-0.34,1
0.586,1.078,1
1.871,0.378,1
1.967,0.986,1
2.528,0.882,1
0.584,0.621,1
0.551,1.163,1
1.005,0.835,1
0.958,-0.813,1
1.061,1.546,1
1.817,-0.461,1
1.379,1.283,1
1.346,0.365,1
0.532,1.32,1
2.494,1.169,1
-0.515,-1.526,1
0.37,0.929,1
0.754,1.235,1
0.619,0.937,1
0.501,0.782,1
-0.335,-1.28,1
0.342,1.911,1
0.584,1.044,1
1.331,-0.545,1
0.556,1.136,1
1.19,0.766,1
0.593,1.026,1
1.429,1.151,1
0.659,2.197,1
1.043,1.127,1
2.469,1.279,1
0.674,-0.9,1
0.757,1.021,1
2.622,0.834,1
1.118,1.132,1
0.816,1.041,1
1.224,1.786,1
0.661,0.649,1
0.436,1.207,1
0.723,2.037,1
0.555,1.213,1
0.557,1.846,1
0.435,0.792,1
1.932,-0.448,1
1.382,0.706,1
1.66,-0.371,1
1.688,-0.256,1
2.493,1.169,1
0.359,1.917,1
0.697,1.227,1
0.51,0.886,1
0.378,-0.398,1
0.786,-0.399,1
0.692,0.712,1
0.847,2.785,1
0.487,0.693,1
1.052,1.287,1
0.603,0.636,1
0.293,1.27,1
0.576,0.945,1
1.176,1.356,1
1.478,0.845,1
2.546,0.868,1
0.142,-0.663,1
1.655,0.458,1
1.054,0.808,1
0.615,-0.682,1
0.506,0.837,1
0.325,1.941,1
0.59,0.884,1
0.402,-0.23,1
0.761,1.192,1
0.938,-0.593,1
0.771,1.89,1
2.68,1.172,1
0.508,1.837,1
0.497,1.743,1
0.746,1.934,1
1.152,-0.646,1
0.45,0.994,1
0.79,-0.547,1
1.117,-0.587,1
1.678,0.668,1
0.677,1.591,1
0.629,-0.719,1
0.689,-0.401,1
0.871,0.758,1
1.281,1.925,1
0.714,0.972,1
1.576,0.484,1
0.655,1.735,1
-0.25,1.539,1
0.487,-0.558,1
1.124,1.904,1
0.506,0.84,1
0.534,-0.799,1
0.695,1.63,1
0.602,-0.748,1
1.086,0.933,1
0.956,1.758,1
0.733,-0.343,1
1.885,0.742,1
0.976,-0.786,1
0.462,1.562,1
1.104,1.35,1
1.259,-0.585,1
0.592,1.247,1
0.8,0.957,1
0.819,1.016,1
0.798,2.06,1
0.481,-1.007,1
1.414,-0.299,1
1.409,1.683,1
0.32,1.601,1
1.101,-0.672,1
1.369,1.131,1
0.435,1.844,1
1.8,1.553,1
1.413,1.071,1
0.712,1.91,1
1.277,-0.761,1
0.729,1.338,1
0.442,1.255,1
0.679,1.823,1
0.47,0.597,1
0.674,2.252,1
0.612,0.969,1
0.908,-0.616,1
0.452,1.57,1
0.43,-0.241,1
0.523,1.435,1
1.382,1.114,1
1.592,1.732,1
2.03,-0.264,1
1.126,1.181,1
1.988,0.51,1
0.642,1.281,1
1.209,0.716,1
1.094,1.109,1
-0.74,-0.529,1
0.539,1.194,1
2.811,0.495,1
0.416,2.056,1
0.478,1,1
0.681,0.769,1
0.822,0.806,1
0.797,1.179,1
0.732,1.236,1
0.43,1.484,1
0.727,1.739,1
1.628,0.694,1
0.81,1.628,1
0.619,1.36,1
1.518,1.077,1
1.555,0.699,1
0.719,1.061,1
0.733,-0.445,1
0.796,1.726,1
1.201,1.41,1
1.104,-0.509,1
2.847,0.438,1
0.878,1.898,1
2.694,1.585,1
0.277,-0.248,1
1.574,0.381,1
0.451,0.832,1
2.109,-0.419,1
0.699,2.133,1
0.686,0.775,1
1.513,1.471,1
0.908,-0.531,1
2.707,0.903,1
2.717,-0.364,1
1.655,-0.528,1
0.536,1.808,1
0.258,0.769,1
0.768,1.582,1
0.661,1.153,1
0.478,0,1
0.609,0.618,1
2.468,0.83,1
0.433,1.429,1
0.678,2.134,1
0.671,0,1
0.905,1.777,1
0.479,-0.925,1
2.242,0.587,1
1.545,0.576,1
2.761,1.349,1
0.759,1.077,1
0.661,-0.789,1
0.491,0.847,1
0.961,1.132,1
2.421,0.572,1
0.414,1.345,1
-0.648,-0.693,1
0.779,1.167,1
1.044,1.037,1
0.699,0.797,1
0.893,1.385,1
0.566,-0.499,1
1.33,0.818,1
0.259,0.769,1
1.911,-0.271,1
0.74,1.219,1
2.247,1.177,1
0.984,-1.032,1
0.548,-1.084,1
0.599,1.92,1
2.412,1.286,1
0.65,1.528,1
1.015,1.156,1
1.229,1.902,1
0.526,1.195,1
0.747,0.953,1
1.023,1.307,1
1.149,0.662,1
0.725,1.374,1
0.89,-0.668,1
0.611,-0.61,1
0.881,1.905,1
1.256,2.351,1
0.497,1.917,1
0.517,2.237,1
0.724,1.007,1
0.453,2.483,1
2.271,-0.369,1
0.596,-0.782,1
2.391,-0.248,1
0.64,2.099,1
0.764,-0.605,1
0.6,1.399,1
0.562,0.957,1
1.231,1.386,1
2.762,-0.25,1
0.458,-0.51,1
1.529,0.391,1
0.695,-0.786,1
0.531,1.883,1
2.024,0.524,1
-1.082,-0.873,1
1.23,0.806,1
2.304,0.764,1
0.86,0.658,1
1.019,0.752,1
0.921,1.018,1
1.218,0.859,1
0.73,-0.761,1
0.456,-0.498,1
0.582,-0.638,1
0.596,2.123,1
0.875,1,1
1.356,0.581,1
0.526,0.918,1
0.451,2.514,1
0.558,1.417,1
0.673,1.332,1
2.514,0.812,1
0.576,0.83,1
1.079,1.109,1
0.662,-0.607,1
0.724,1.292,1
0.603,0.636,1
0.517,0.888,1
0.328,1.662,1
1.042,-0.652,1
0.38,1.64,1
0.399,1.404,1
0.372,0.579,1
2.03,-0.264,1
1.301,1.889,1
2.231,1.144,1
2.64,0.803,1
0.938,-0.78,1
0.917,2.233,1
-0.497,-0.818,1
0.801,-0.743,1
0.629,0.74,1
0.535,1.348,1
0.906,-0.609,1
0.985,-0.563,1
0.472,-0.583,1
0.555,1.247,1
0.742,1.047,1
0.336,1.634,1
2.573,0.344,1
0.497,1.099,1
1.193,1.55,1
1.051,1.689,1
1.09,1.063,1
0.52,1.652,1
2.812,0.495,1
0.517,1.565,1
2.368,0.752,1
0.68,0.754,1
0.809,1.196,1
0.378,0.692,1
0.755,0.942,1
1.789,1.406,1
0.609,1.347,1
1.264,-0.485,1
-0.39,1.812,1
0.514,1.609,1
0.552,0.6,1
1.04,0.703,1
0.593,0.805,1
0.988,1.48,1
1.146,2.144,1
0.719,0,1
2.356,0.594,1
0.394,1.108,1
2.978,1.06,1
0.5,0.733,1
1.152,1.276,1
0.649,2.198,1
1.104,0.729,1
0.623,2.13,1
0.633,-0.626,1
0.936,0.998,1
2.65,0.584,1
1.473,0.746,1
1.042,1.051,1
0.635,1.262,1
3.02,0.677,1
0.714,1.345,1
1.016,0.788,1
0.511,-0.406,1
0.392,0.966,1
0.964,1.071,1
0.367,1.789,1
0.328,0.751,1
0.52,1.957,1
0.711,1.127,1
0.837,2.826,1
0.861,1.026,1
0.837,-0.819,1
2.339,1.411,1
0.618,0.633,1
1.986,-0.38,1
1.213,1.048,1
0.947,1.17,1
0.561,0,1
2.613,-0.406,1
0.765,2.161,1
0.392,1.763,1
0.433,1.743,1
0.613,0.62,1
0.764,1.241,1
0.685,2.073,1
0.715,0.846,1
0.961,0.865,1
1.035,0.808,1
0.619,1.167,1
0.853,0.792,1
-0.881,-0.868,1
0.545,1.286,1
1.078,1.277,1
0.731,1.347,1
0.688,0.699,1
0.63,0.539,1
0.953,1.066,1
1.401,1.137,1
2.557,1.003,1
0.623,-0.671,1
0.513,1.332,1
0.557,-1.242,1
0.705,1.756,1
1.334,1.883,1
0.523,1.14,1
0.651,1.263,1
0.555,1.481,1
0.896,0.937,1
1.881,1.629,1
0.742,1.221,1
0.728,1.453,1
3.148,0.533,1
-0.741,-0.53,1
-0.363,1.3,1
0.559,1.421,1
0.577,1.104,1
1.666,1.471,1
0.177,0.714,1
0.729,1.954,1
0.484,-1.097,1
0.795,0.884,1
0.684,2.185,1
0.433,2.096,1
0.802,-0.659,1
0.575,0.943,1
0.383,0.673,1
0.609,1.427,1
1.005,0.892,1
0.863,-0.496,1
0.682,2.159,1
0.752,1.324,1
0.422,1.307,1
1.671,1.062,1
0.715,2.231,1
0.99,0.904,1
0.709,1.706,1
0.541,0.79,1
0.953,1.066,1
2.314,0.646,1
1.981,0.856,1
1.066,1.371,1
0.65,1.893,1
1.223,1.285,1
0.964,-0.477,1
0.931,1.046,1
1.38,-0.522,1
0.502,0.783,1
-0.237,1.003,1
1.309,1.936,1
0.801,1.195,1
0.515,1.773,1
0.932,1.787,1
0.984,1.034,1
0.768,1.657,1
0.807,1.552,1
0.641,2.283,1
0.622,0.944,1
0.718,1.253,1
0.76,-0.404,1
0.675,1.033,1
0.399,1.423,1
1.163,0.814,1
0.812,0.852,1
-0.391,-0.685,1
0.521,1.135,1
0.926,2.243,1
0.978,2.218,1
0.854,-0.779,1
1.578,-0.353,1
0.75,0.397,1
1.726,0.696,1
0.642,0.778,1
0.483,-0.493,1
0.553,1.927,1
0.796,1.752,1
0.653,1.07,1
0.691,0.941,1
1.247,-0.623,1
0.617,0.633,1
0.854,0.779,1
0.511,1.042,1
0.541,1.106,1
0.605,1.409,1
1.607,1.297,1
0.966,-0.458,1
1.542,1.723,1
0.378,0.796,1
0.442,1.071,1
1.135,-0.505,1
2.469,-0.278,1
1.352,0.861,1
1.572,1.509,1
1.527,-0.418,1
0.727,0.778,1
1.633,0.733,1
1.119,-0.634,1
0.563,0.703,1
0.501,-1.14,1
1.237,0.992,1
0.625,0.87,1
0.909,-0.595,1
0.601,0.993,1
1.043,0.84,1
0.508,-0.698,1
0.881,2.501,1
0.689,-0.736,1
0.583,0.711,1
1.073,1.101,1
0.892,1.384,1
0.295,1.349,1
0.418,0.91,1
0.717,1.897,1
0.602,2.131,1
0.811,0.821,1
0.711,0.79,1
0.543,1.316,1
3.147,-0.41,1
1.215,0.415,1
0.689,1.434,1
0.497,1.743,1
0.785,2.162,1
0.901,-0.638,1
2.365,-0.183,1
0.328,0.751,1
0.789,1.781,1
1.183,-0.473,1
0.491,-0.37,1
1.034,1.278,1
1.046,0.982,1
1.075,1.744,1
0.349,1.081,1
0.643,2.048,1
0.697,1.713,1
2.201,1.27,1
0.443,-0.318,1
0.524,1.935,1
2.502,-0.343,1
2.154,0.836,1
1.08,2.245,1
2.465,0.761,1
1.067,1.328,1
0.422,1.517,1
0.794,0.962,1
1.433,-0.415,1
0.51,1.442,1
1.215,0.409,1
1.494,1.755,1
1.208,-0.469,1
1.906,0.714,1
0.544,1.434,1
0.41,-0.497,1
1.093,-0.687,1
1.131,-0.497,1
-0.273,1.198,1
2.344,0.618,1
0.721,-0.604,1
2.23,-0.333,1
0.533,1.327,1
1.265,-0.651,1
0.518,0.999,1
1.435,-0.378,1
0.984,0.73,1
1.111,1.238,1
-0.751,-0.583,1
1.671,0.648,1
2.076,1.383,1
0.565,1.149,1
1.316,0.669,1
0.698,-0.483,1
0.81,0.968,1
0.876,1.509,1
1.91,0.563,1
1.186,1.327,1
1.373,1.264,1
