@relation segment

@attribute Region-centroid-col numeric
@attribute Region-centroid-row numeric
@attribute Intensity-mean numeric
@attribute Exred-mean numeric
@attribute Exblue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
244,211,13.62963,-8.555555,-2.222222,7
247,197,6,-5.666666,-6,7
85,223,14.740741,-6.222222,-9.555555,7
225,222,14,-9.666667,-1,7
144,169,17.11111,-11,2.666667,7
242,164,19.814816,-14.111111,-3.111111,7
89,221,14.074074,-10.222222,-4.888889,7
117,224,20.25926,-14.444445,-7.444445,7
197,236,16.074074,-8.888889,1.777778,7
238,211,20.518518,-13.222222,-3.888889,7
243,166,13.37037,-6.444445,-3.777778,7
2,198,12.185185,-7.555555,-4.888889,7
114,242,24.074074,-14.555555,-4.888889,7
197,156,16.925926,-10.444445,-4.111111,7
162,237,13.222222,-7,-9.666667,7
81,229,10.925926,-10.444445,-0.777778,7
223,185,12.962963,-4.222222,-9.555555,7
140,247,8.111111,-6.333334,-6.666666,7
60,181,19.62963,-7.555555,-5.222222,7
217,208,16.074074,-10.222222,-4.888889,7
129,176,22.74074,-9.888889,-8.888889,7
94,224,13.444445,-10.333333,-4.666666,7
117,224,20.25926,-14.444445,-7.444445,7
27,248,15.296296,-1.555556,-7.222222,7
222,244,10.37037,-2.111111,-1.777778,7
20,248,13.444445,-8.666667,-4,7
146,238,17.777779,-8.333333,-3.666667,7
115,156,24.25926,-21.11111,5.222222,7
108,212,8.037037,-6.111111,-3.777778,7
184,197,11.962963,-9.222222,-7.222222,7
58,232,14.703704,-10.444445,-3.444444,7
119,169,25.962963,-15.222222,-2.888889,7
226,233,11.703704,-10.111111,-2.111111,7
228,182,16.777779,-6.666666,-12,7
86,194,16.777779,-10.666667,-0.333333,7
34,196,15.703704,-9.777778,-1.777778,7
71,180,22.333334,-12,-2.666667,7
52,170,25.444445,-16,-0.333333,7
153,208,16.851852,-11.555555,-2.555556,7
170,226,11.888889,-5.333334,-11.666667,7
75,240,21.148148,-12.444445,-9.777778,7
163,210,11.851851,-7.555555,-8.888889,7
9,236,11.074074,-4.888889,-4.888889,7
17,229,13.703704,-7.444445,-7.777778,7
172,218,14.925926,-9.111111,-3.444444,7
37,167,14.074074,-7.222222,8.111111,7
238,162,19,-9.666667,-5,7
221,195,14.740741,-9.222222,-6.888889,7
174,178,19.555555,-7.666666,-4.333334,7
118,167,14.592592,-5.111111,-2.444444,7
160,210,17.481482,-11.111111,-4.444445,7
91,247,12.62963,-9.222222,-0.555556,7
234,164,13.666667,-6,4,7
161,176,13,-8.666667,-3.666667,7
47,232,12.703704,-5.111111,-11.111111,7
154,249,18,-10,-7,7
90,189,12.888889,-7.333334,-10.333333,7
21,232,13.555555,-6.666666,-3.666667,7
217,245,9.740741,-6.888889,-7.888889,7
211,206,16.074074,-7.555555,-4.555555,7
26,211,16.37037,-7.777778,-5.111111,7
234,161,19.037037,-11.777778,-6.111111,7
34,169,12.814815,-6.444445,-9.111111,7
159,180,21.25926,-9.444445,-9.444445,7
48,173,19.222221,-8.333333,-8.333333,7
152,199,17.962963,-8.222222,-7.555555,7
49,148,15.962963,-11.888889,2.777778,7
188,186,18.518518,-9.555555,-0.888889,7
183,157,19.666666,-9.666667,-3,7
132,223,16.518518,-9.888889,-9.222222,7
116,203,19.518518,-12.222222,-5.555555,7
47,215,17.185184,-8.222222,-4.555555,7
32,240,12.148149,-7.111111,-8.444445,7
103,195,8.518518,-6.555555,-4.888889,7
215,219,13.222222,-8.666667,-9,7
116,245,16.37037,-8.444445,-6.111111,7
58,217,11.925926,-6.444445,-8.777778,7
96,236,13.962963,-9.555555,-4.555555,7
250,172,16.074074,-11.222222,-3.222222,7
2,245,6.407407,-0.555556,-1.222222,7
210,232,8.814815,-6.777778,-4.777778,7
47,175,23.74074,-15.222222,0.111111,7
249,207,12.148149,-7.777778,-5.444445,7
71,180,22.333334,-12,-2.666667,7
52,170,25.444445,-16,-0.333333,7
62,224,14.62963,-4.222222,-9.555555,7
204,156,23.703703,-19.11111,5.222222,7
186,173,17.148148,-10.777778,-4.777778,7
45,185,18.666666,-12,-4.666666,7
231,233,12.592592,-11.111111,-2.111111,7
202,208,19.25926,-11.111111,-4.777778,7
29,195,16.037037,-4.777778,-8.111111,7
8,226,18,-12,-6.666666,7
76,198,14.555555,-7.333334,-8.333333,7
103,174,23.185184,-7.555555,-9.888889,7
21,216,16.555555,-10.333333,-7.666666,7
215,235,9.185185,-7.222222,-3.555556,7
121,237,7.481482,-4.111111,-7.111111,7
103,216,14.555555,-11,-2.666667,7
103,216,7.074074,-5.888889,-6.222222,7
34,242,14.814815,-10.444445,2.555556,7
140,161,15.740741,-9.888889,-4.222222,7
116,245,14.222222,-9.333333,-3.333333,7
238,180,13.592592,-7.444445,-5.111111,7
