@relation abalone

@attribute Length numeric
@attribute Whole_weight numeric
@attribute Shucked_weight numeric
@attribute Rings {15,7,9,10,8,20,16,19,14,11,12,18,13,5,4,6,21,17,22,1,3,26,23,29,2,27,25,24}

@data
0.41,0.387,0.165,11
0.7,1.6135,0.75,11
0.66,1.6465,0.749,11
0.55,0.785,0.289,11
0.605,1.1245,0.492,11
0.44,0.4285,0.165,11
0.655,1.2895,0.5345,11
0.615,1.242,0.5675,11
0.605,1.2315,0.6025,11
0.65,1.6275,0.689,11
0.615,1.2865,0.435,11
0.6,1.3005,0.6195,11
0.57,0.832,0.3585,11
0.71,1.614,0.743,11
0.65,1.385,0.8875,11
0.625,1.217,0.5725,11
0.495,0.6625,0.3005,11
0.71,2.015,0.9215,11
0.635,1.2895,0.594,11
0.65,1.6785,0.6665,11
0.58,1.145,0.48,11
0.52,0.745,0.255,11
0.63,1.3075,0.599,11
0.66,1.463,0.6525,11
0.54,0.757,0.315,11
0.755,2.505,1.1965,11
0.625,1.1835,0.517,11
0.605,1.238,0.6315,11
0.51,0.5805,0.244,11
0.58,0.927,0.3215,11
0.465,0.5205,0.2015,11
0.59,1.136,0.5245,11
0.56,0.9285,0.3825,11
0.675,1.312,0.556,11
0.655,1.528,0.6215,11
0.665,1.764,0.8505,11
0.52,0.627,0.2645,11
0.64,1.2265,0.49,11
0.61,1.1625,0.565,11
0.71,2.14,1.2455,11
0.62,1.1305,0.5285,12
0.72,2.1,0.8565,12
0.56,0.97,0.342,12
0.66,1.1905,0.4585,12
0.63,1.13,0.458,12
0.635,1.477,0.684,12
0.505,0.5915,0.288,12
0.635,1.195,0.5435,12
0.72,1.613,0.723,12
0.655,1.494,0.7255,12
0.53,0.7365,0.3275,12
0.7,1.556,0.6725,12
0.66,1.3485,0.493,12
0.73,1.8795,0.931,12
0.52,0.727,0.291,12
0.48,0.6905,0.219,12
0.52,0.669,0.2385,12
0.665,1.3725,0.606,12
0.525,0.8425,0.3685,12
0.62,1.2555,0.5765,12
0.625,1.1955,0.643,12
0.615,1.255,0.5815,12
0.56,0.8,0.335,12
0.585,0.9915,0.3865,12
0.57,0.7405,0.306,12
0.485,0.581,0.245,12
0.625,1.411,0.572,12
0.74,2.381,0.8155,12
0.635,1.4345,0.611,12
0.72,1.6705,0.732,12
0.535,0.6315,0.2745,12
0.715,2.0045,1.0465,12
0.74,2.012,0.8915,12
0.71,1.47,0.5375,12
0.47,0.433,0.1525,12
0.5,0.6785,0.2945,12
0.595,0.8915,0.359,12
0.68,1.3435,0.657,12
0.67,1.4015,0.643,12
0.645,1.371,0.6925,12
0.475,0.4805,0.1905,12
0.595,0.991,0.382,12
0.395,0.266,0.0995,12
0.515,0.631,0.2765,12
0.63,1.062,0.5065,12
0.395,0.316,0.1205,12
0.745,1.884,0.954,12
0.605,1.098,0.4765,12
0.63,1.09,0.407,12
0.59,0.997,0.392,12
0.765,2.398,1.128,12
0.63,1.065,0.4595,12
0.45,0.496,0.1905,12
0.705,1.7525,0.7105,12
0.35,0.1775,0.0575,12
0.645,1.5105,0.6735,12
0.69,1.7825,0.9165,12
0.565,0.795,0.3605,12
0.575,0.9585,0.447,12
0.52,0.8565,0.2745,12
0.5,0.6675,0.2745,12
0.565,0.9285,0.302,12
0.575,0.8745,0.375,12
0.675,1.8095,0.784,12
0.58,0.854,0.3665,12
0.62,1.2215,0.582,12
0.505,0.692,0.267,12
0.525,0.6445,0.26,12
0.48,0.6175,0.3,12
0.72,2.2385,0.984,12
0.615,1.023,0.4905,12
0.51,0.6175,0.262,12
0.645,1.3105,0.58,12
0.61,1.2735,0.469,12
0.6,1.164,0.5045,12
0.635,1.286,0.526,12
0.52,0.807,0.2855,12
0.5,0.5835,0.2295,12
0.69,1.569,0.687,12
0.41,0.3745,0.158,12
0.6,0.8665,0.3695,12
0.575,0.9775,0.3135,12
0.67,1.2585,0.6255,12
0.65,1.1445,0.485,12
0.505,0.875,0.2665,12
0.68,1.623,0.7165,12
0.45,0.45,0.191,12
0.505,0.568,0.2325,12
0.605,1.054,0.369,12
0.595,1.081,0.49,12
0.64,1.2765,0.4835,12
0.565,0.9885,0.387,12
0.415,0.388,0.068,12
0.5,0.63,0.234,12
0.61,1.2955,0.5215,12
0.62,1.154,0.4935,12
0.46,0.4935,0.186,12
0.65,1.446,0.6485,12
0.59,1.102,0.455,12
0.575,0.9315,0.431,12
0.735,2.1275,0.949,12
0.645,1.4865,0.6445,12
0.61,1.2405,0.6025,12
0.64,1.3905,0.61,12
0.655,1.3485,0.5935,12
0.55,0.7895,0.343,12
0.5,0.6645,0.258,12
0.61,1.137,0.4605,12
0.585,1.133,0.5515,12
0.61,1.234,0.598,12
0.62,1.615,0.5105,12
0.625,1.3705,0.645,12
0.515,0.686,0.281,12
0.75,2.2205,1.083,12
0.565,1.2765,0.501,12
0.55,0.7085,0.305,12
0.59,0.931,0.356,12
0.66,1.5175,0.711,12
0.62,1.1505,0.4375,12
0.53,0.772,0.2855,12
0.655,1.1705,0.5405,12
0.575,0.9215,0.3275,12
0.395,0.3375,0.1435,12
0.38,0.281,0.1045,12
0.605,0.982,0.4295,12
0.415,0.38,0.1595,12
0.505,0.6185,0.251,12
0.5,0.5955,0.2135,12
0.62,1.3255,0.6685,12
0.69,1.583,0.7355,12
0.61,1.2445,0.544,12
0.72,2.1055,1.017,12
0.555,0.755,0.307,12
0.57,0.8615,0.3725,12
0.695,1.742,0.696,12
0.63,1.221,0.555,12
0.505,0.651,0.2935,12
0.505,0.8415,0.2715,12
0.735,2.087,0.909,12
0.645,1.286,0.5645,12
0.48,0.525,0.2185,12
0.5,0.5965,0.253,12
0.61,1.017,0.426,12
0.65,1.3165,0.6345,12
0.6,0.8875,0.309,12
0.495,0.6295,0.263,12
0.62,1.221,0.4605,12
0.61,1.244,0.6345,12
0.69,1.492,0.6425,12
0.585,0.8575,0.3465,12
0.665,1.2695,0.5115,12
0.74,2.119,0.9655,12
0.64,1.647,0.7225,12
0.525,0.702,0.3335,12
0.47,0.5565,0.226,12
0.435,0.383,0.1555,12
0.565,0.9765,0.322,12
0.65,1.6645,0.753,12
0.59,1.161,0.38,12
0.7,2.273,1.095,12
0.545,0.8565,0.3475,12
0.405,0.3575,0.145,12
0.625,1.2035,0.5865,12
0.57,0.865,0.3675,12
0.775,2.7795,1.3485,12
0.66,1.3765,0.6485,12
0.525,0.813,0.3315,12
0.72,2.173,0.9515,12
0.645,1.5675,0.621,12
0.62,1.274,0.579,12
0.45,0.567,0.174,12
0.725,1.978,1.026,12
0.595,1.113,0.5175,12
0.54,0.74,0.2635,12
0.735,2.333,1.2395,12
0.605,1.0835,0.5405,12
0.475,0.559,0.1955,12
0.595,1.026,0.4645,12
0.52,0.6435,0.2415,12
0.61,1.1085,0.3705,12
0.69,1.2525,0.73,12
0.705,1.5345,0.96,12
0.585,0.998,0.345,12
0.62,1.186,0.4985,12
0.765,2.302,1.007,12
0.565,1.0055,0.3785,12
0.665,1.429,0.6715,12
0.495,0.709,0.211,12
0.57,0.9715,0.3965,12
0.385,0.2905,0.1215,12
0.64,1.248,0.4245,12
0.375,0.2565,0.1165,12
0.525,0.708,0.274,12
0.48,0.507,0.1915,12
0.63,1.093,0.497,12
0.605,1.1735,0.4975,12
0.415,0.3285,0.1405,12
0.63,1.1355,0.539,12
0.49,0.59,0.215,12
0.56,0.8395,0.3325,12
0.58,1.0345,0.315,12
0.715,1.6,0.708,12
0.65,1.3745,0.75,12
0.68,1.741,0.7665,12
0.47,0.547,0.222,12
0.62,1.266,0.6285,12
0.425,0.382,0.1465,12
0.595,1.0605,0.5135,12
0.675,1.8375,0.7645,12
0.67,1.37,0.6065,12
0.65,1.155,0.4955,12
0.56,0.9445,0.3545,12
0.635,1.273,0.6535,12
0.565,0.9395,0.4275,12
0.655,1.6225,0.6555,12
0.47,0.4705,0.1845,12
0.62,1.0295,0.425,12
0.51,0.6185,0.216,12
0.46,0.415,0.215,12
0.54,0.7385,0.3515,12
0.435,0.406,0.1685,12
0.77,2.5155,1.1155,12
0.645,1.6195,0.7815,12
0.585,0.6985,0.3,12
0.71,1.8745,0.6755,12
0.57,1.295,0.339,12
0.615,1.377,0.5585,12
0.51,0.6435,0.27,12
0.645,1.539,0.6115,12
0.705,1.685,0.693,12
0.55,0.785,0.282,12
0.645,1.151,0.5935,12
0.64,1.12,0.4955,12
0.55,0.816,0.3995,12
0.44,0.435,0.1815,12
0.68,1.607,0.7245,12
0.455,0.44,0.169,12
0.44,0.4085,0.15,12
0.565,0.915,0.354,12
0.57,0.9555,0.38,18
0.645,1.3065,0.479,18
0.52,0.973,0.2985,18
0.5,0.6735,0.265,18
0.575,1.0475,0.3775,18
0.65,1.626,0.597,18
0.64,1.571,0.627,18
0.665,1.338,0.5515,18
0.605,1.616,0.5495,18
0.545,0.98,0.2585,18
0.565,0.957,0.3885,18
0.48,0.6815,0.2145,18
0.66,1.6305,0.4865,18
0.645,1.8085,0.7035,18
0.635,1.156,0.428,18
0.58,0.8365,0.315,18
0.66,1.3665,0.5005,18
0.6,1.162,0.511,18
0.465,0.494,0.1945,18
0.485,0.673,0.2175,18
0.7,1.3185,0.548,18
0.525,0.8665,0.2825,18
0.425,0.3525,0.1135,18
0.565,0.8205,0.365,18
0.64,1.4435,0.6145,18
0.635,1.312,0.529,18
0.725,2.141,0.65,18
0.61,1.642,0.532,18
0.565,0.9065,0.342,18
0.495,0.4775,0.185,18
0.615,1.36,0.5305,18
0.545,0.873,0.3035,18
0.57,1.0295,0.4635,18
0.645,1.489,0.5915,18
0.525,0.874,0.3585,18
0.655,1.428,0.493,18
0.71,1.959,0.7665,18
0.58,1.3165,0.5305,18
0.695,1.5515,0.566,13
0.72,2.226,0.8955,13
0.5,0.768,0.2625,13
0.595,1.115,0.4015,13
0.545,0.9745,0.353,13
0.7,1.773,0.605,13
0.515,0.769,0.2505,13
0.605,1.098,0.481,13
0.67,1.707,0.6995,13
0.51,0.5735,0.219,13
0.62,1.221,0.535,13
0.7,1.523,0.693,13
0.735,2.037,0.87,13
0.48,0.514,0.2075,13
0.59,1.1325,0.3825,13
0.56,0.8775,0.3345,13
0.64,1.151,0.4365,13
0.575,0.8525,0.3015,13
0.69,1.933,0.7855,13
0.455,0.5795,0.1685,13
0.405,0.3095,0.138,13
0.515,0.711,0.337,13
0.74,1.65,0.734,13
0.605,1.222,0.53,13
0.645,1.5415,0.471,13
0.485,0.696,0.2405,13
0.7,1.7975,0.7295,13
0.52,0.66,0.267,13
0.49,0.707,0.2795,13
0.55,0.906,0.342,13
0.62,1.218,0.5455,13
0.71,1.724,0.566,13
0.59,1.2315,0.4525,13
0.575,1.1415,0.4515,13
0.525,0.7155,0.2355,13
0.62,1.0765,0.412,13
0.505,0.656,0.227,13
0.495,0.7485,0.264,13
0.625,1.7855,0.675,13
0.62,1.325,0.6045,13
0.64,1.273,0.5065,13
0.695,1.6365,0.694,13
0.51,0.745,0.2865,13
0.58,0.9075,0.374,13
0.655,1.388,0.567,13
0.485,0.5885,0.2385,13
0.55,0.9175,0.2775,13
0.415,0.3865,0.128,13
0.51,0.584,0.224,13
0.605,1.122,0.347,13
0.57,1.116,0.4775,13
0.545,0.8525,0.3465,13
0.555,0.868,0.33,13
0.74,2.4925,1.1455,13
0.535,1.2705,0.548,13
0.675,1.551,0.7105,13
0.45,0.5425,0.1765,13
0.57,1.008,0.377,13
0.46,0.458,0.192,13
0.66,1.326,0.519,13
0.645,1.2785,0.5345,13
0.575,0.967,0.3775,13
0.665,1.522,0.6965,13
0.475,0.487,0.194,13
0.55,0.8465,0.336,13
0.32,0.1585,0.0635,13
0.49,0.6635,0.21,13
0.59,1.1235,0.4205,13
0.465,0.5255,0.2025,13
0.615,0.9885,0.4145,13
0.575,0.994,0.392,13
0.475,0.501,0.192,13
0.48,0.6275,0.276,13
0.605,0.939,0.3385,13
0.525,0.8325,0.2755,13
0.435,0.384,0.143,13
0.49,0.683,0.3265,13
0.59,1.1015,0.4775,13
0.575,1.124,0.2985,13
0.69,1.8445,0.9815,13
0.535,0.8915,0.3415,13
0.645,1.1845,0.4805,13
0.7,1.74,0.7885,13
0.71,1.9045,0.882,13
0.505,0.77,0.2735,13
0.52,0.7,0.207,13
0.725,2.21,1.351,13
0.615,1.066,0.4335,13
0.5,0.6885,0.249,13
0.6,1.2675,0.4995,13
0.615,1.145,0.4915,13
0.595,1.285,0.416,13
0.59,0.857,0.356,13
0.54,0.892,0.322,13
0.545,0.625,0.223,13
0.695,1.8185,0.819,13
0.49,0.6385,0.2305,13
0.705,1.5395,0.6075,13
0.585,0.9845,0.442,13
0.65,1.189,0.483,13
0.655,1.359,0.642,13
0.625,1.234,0.6335,13
0.515,0.764,0.276,13
0.49,0.5785,0.2465,13
0.555,0.836,0.336,13
0.625,0.8595,0.3195,13
0.565,0.9815,0.329,13
0.55,0.9295,0.317,13
0.47,0.5795,0.2145,13
0.56,0.8025,0.313,13
0.45,0.56,0.231,13
0.555,0.7665,0.264,13
0.575,0.9315,0.358,13
0.67,1.32,0.5235,13
0.445,0.437,0.163,13
0.68,1.7885,0.8345,13
0.575,1.156,0.5525,13
0.53,0.717,0.2115,13
0.67,1.68,0.926,13
0.55,0.8285,0.3095,13
0.58,1.1365,0.369,13
0.65,1.4005,0.5195,13
0.595,1.053,0.4405,13
0.555,1.0575,0.3925,13
0.425,0.425,0.16,13
0.675,1.925,0.713,13
0.675,1.689,0.694,13
0.675,1.2835,0.572,13
0.57,0.88,0.4275,13
0.66,1.277,0.4975,13
0.465,0.6355,0.1815,13
0.525,0.8005,0.2635,13
0.655,1.6445,0.7305,13
0.6,1.229,0.4125,13
0.455,0.385,0.166,13
0.655,1.402,0.624,13
0.575,0.9615,0.483,13
0.555,0.9025,0.3805,13
0.65,1.4275,0.69,13
0.7,1.6245,0.675,13
0.545,0.879,0.374,13
0.6,1.129,0.4385,13
0.515,0.659,0.2705,13
0.62,1.2105,0.5185,13
0.72,1.9335,0.913,13
0.63,1.4135,0.667,13
0.605,1.0915,0.4365,13
0.695,1.8995,0.675,13
0.605,1.2225,0.357,13
0.555,0.7575,0.2735,13
0.5,0.8085,0.273,13
0.76,2.173,0.801,13
0.44,0.366,0.122,13
0.63,1.259,0.4105,13
0.515,0.955,0.341,13
0.475,0.592,0.2465,13
0.58,0.921,0.357,13
0.475,0.541,0.186,13
0.59,1.1005,0.506,13
0.645,1.449,0.601,13
0.62,1.146,0.477,13
0.65,1.3315,0.5665,13
0.45,0.4995,0.2035,13
0.675,1.587,0.6935,13
0.39,0.265,0.1075,13
0.58,1.068,0.425,13
0.685,1.343,0.4635,13
0.5,0.825,0.254,13
0.46,0.4935,0.216,13
0.62,1.456,0.581,13
0.51,0.612,0.187,13
0.62,1.1785,0.4675,13
0.625,1.195,0.4825,13
0.54,0.8245,0.272,13
0.455,0.4745,0.1865,13
0.695,1.5715,0.6645,13
0.605,1.056,0.4215,13
0.535,0.8075,0.322,13
0.58,1.0385,0.414,13
0.67,1.406,0.519,13
0.535,0.8045,0.3345,13
0.53,0.739,0.237,13
0.44,0.4895,0.1735,13
0.235,0.048,0.0185,5
0.255,0.0815,0.028,5
0.325,0.166,0.076,5
0.3,0.1235,0.059,5
0.255,0.086,0.04,5
0.22,0.0545,0.0215,5
0.265,0.1055,0.039,5
0.25,0.0685,0.0245,5
0.32,0.1575,0.07,5
0.205,0.042,0.0255,5
0.29,0.1115,0.053,5
0.365,0.1985,0.0785,5
0.285,0.109,0.044,5
0.32,0.1385,0.058,5
0.155,0.024,0.009,5
0.28,0.1225,0.0545,5
0.16,0.021,0.0075,5
0.275,0.099,0.037,5
0.27,0.1065,0.0475,5
0.41,0.2905,0.141,5
0.33,0.1405,0.056,5
0.275,0.1055,0.495,5
0.345,0.2005,0.105,5
0.285,0.106,0.039,5
0.36,0.1795,0.074,5
0.24,0.07,0.0315,5
0.285,0.101,0.0415,5
0.3,0.1195,0.052,5
0.175,0.0315,0.0105,5
0.24,0.0705,0.025,5
0.385,0.228,0.1025,5
0.19,0.0265,0.009,5
0.25,0.071,0.027,5
0.28,0.1315,0.066,5
0.215,0.0525,0.021,5
0.21,0.0465,0.017,5
0.295,0.1625,0.065,5
0.395,0.2855,0.1385,5
0.175,0.0305,0.011,5
0.335,0.168,0.079,5
0.4,0.2675,0.1205,5
0.245,0.0785,0.04,5
0.175,0.0235,0.008,5
0.23,0.057,0.026,5
0.315,0.125,0.06,5
0.37,0.2815,0.1505,5
0.36,0.1885,0.0845,5
0.27,0.099,0.0445,5
0.395,0.3025,0.143,5
0.35,0.18,0.09,5
0.23,0.0645,0.026,5
0.375,0.3245,0.1395,5
0.28,0.132,0.072,5
0.28,0.1165,0.0545,5
0.2,0.0345,0.011,5
0.255,0.0865,0.0345,5
0.275,0.092,0.0385,5
0.235,0.0705,0.0335,5
0.29,0.1045,0.0415,5
0.37,0.198,0.0805,5
0.27,0.073,0.0285,5
0.25,0.0835,0.039,5
0.395,0.2985,0.1445,5
0.265,0.0965,0.0425,5
0.315,0.1375,0.0545,5
0.27,0.1,0.034,5
0.26,0.099,0.037,5
0.33,0.1595,0.077,5
0.35,0.199,0.073,5
0.185,0.027,0.0105,5
0.315,0.18,0.08,5
0.275,0.101,0.041,5
0.25,0.073,0.028,5
0.215,0.059,0.0265,5
0.21,0.0475,0.019,5
0.385,0.247,0.1225,5
0.235,0.1585,0.0685,5
0.305,0.1075,0.044,5
0.28,0.0915,0.033,5
0.3,0.15,0.0605,5
0.44,0.369,0.164,5
0.295,0.1285,0.0585,5
0.2,0.035,0.0145,5
0.325,0.1495,0.0605,5
0.37,0.2405,0.104,5
0.235,0.0645,0.0215,5
0.34,0.1785,0.0665,5
0.375,0.196,0.085,5
0.285,0.106,0.0415,5
0.29,0.0985,0.0425,5
0.28,0.0905,0.035,5
0.24,0.0545,0.0205,5
0.32,0.181,0.088,5
0.305,0.141,0.062,5
0.275,0.08,0.031,5
0.28,0.1075,0.0415,5
0.42,0.376,0.169,5
0.34,0.2015,0.09,5
0.275,0.2315,0.096,5
0.29,0.14,0.0515,5
0.375,0.213,0.096,5
0.3,0.1345,0.057,5
0.215,0.0385,0.0115,5
0.21,0.042,0.0175,4
0.245,0.0765,0.034,4
0.16,0.018,0.0075,4
0.255,0.083,0.031,4
0.225,0.0565,0.024,4
0.3,0.1185,0.048,4
0.175,0.024,0.0095,4
0.24,0.0555,0.0235,4
0.255,0.0725,0.0285,4
0.225,0.0465,0.025,4
0.185,0.029,0.012,4
0.2,0.0435,0.0155,4
0.245,0.071,0.03,4
0.26,0.097,0.0415,4
0.275,0.0875,0.0345,4
0.18,0.0265,0.0095,4
0.275,0.0925,0.038,4
0.25,0.0635,0.0275,4
0.21,0.0455,0.02,4
0.245,0.095,0.0445,4
0.2,0.037,0.0125,4
0.13,0.0105,0.005,4
0.175,0.028,0.0095,4
0.36,0.196,0.0875,4
0.19,0.038,0.0165,4
0.21,0.04,0.0135,4
0.225,0.0515,0.019,4
0.17,0.03,0.013,4
0.235,0.0545,0.0265,4
0.165,0.0145,0.0055,4
0.195,0.032,0.01,4
0.325,0.147,0.06,4
0.2,0.046,0.021,4
0.2,0.036,0.0125,4
0.22,0.049,0.0215,4
0.23,0.0515,0.019,4
0.155,0.0175,0.005,4
0.185,0.032,0.011,4
0.195,0.0325,0.0135,4
0.245,0.0635,0.0245,4
0.165,0.019,0.0065,4
0.14,0.0145,0.005,4
0.315,0.1285,0.051,4
0.245,0.086,0.042,4
0.3,0.131,0.05,4
0.17,0.034,0.012,4
0.24,0.0655,0.0295,4
0.28,0.117,0.0455,4
0.165,0.0245,0.0095,4
0.27,0.118,0.059,4
0.16,0.0195,0.0075,4
0.25,0.0805,0.0345,4
0.31,0.155,0.065,6
0.28,0.124,0.063,6
0.66,1.3695,0.641,6
0.33,0.1445,0.058,6
0.53,0.828,0.41,6
0.405,0.3205,0.1575,6
0.315,0.1485,0.0585,6
0.45,0.4775,0.2235,6
0.345,0.1945,0.0925,6
0.485,0.4725,0.2075,6
0.27,0.084,0.03,6
0.295,0.121,0.047,6
0.25,0.0765,0.036,6
0.32,0.1485,0.064,6
0.4,0.2985,0.1375,6
0.41,0.3245,0.132,6
0.36,0.2185,0.1065,6
0.595,1.1405,0.547,6
0.47,0.3685,0.126,6
0.33,0.172,0.066,6
0.26,0.096,0.044,6
0.42,0.279,0.1255,6
0.37,0.217,0.1095,6
0.415,0.33,0.1405,6
0.315,0.164,0.0625,6
0.325,0.1585,0.075,6
0.415,0.3625,0.175,6
0.39,0.3085,0.1385,6
0.34,0.2,0.08,6
0.365,0.2215,0.095,6
0.435,0.413,0.2055,6
0.37,0.257,0.1015,6
0.31,0.127,0.048,6
0.43,0.449,0.254,6
0.37,0.221,0.1165,6
0.44,0.4995,0.2965,6
0.415,0.3595,0.17,6
0.46,0.5335,0.2645,6
0.58,0.8915,0.363,6
0.345,0.203,0.078,6
0.445,0.4355,0.2025,6
0.36,0.217,0.0885,6
0.275,0.096,0.037,6
0.3,0.1385,0.056,6
0.38,0.256,0.11,6
0.405,0.2885,0.138,6
0.38,0.219,0.0835,6
0.33,0.1145,0.045,6
0.335,0.22,0.0855,6
0.36,0.1785,0.0785,6
0.3,0.117,0.05,6
0.34,0.179,0.076,6
0.315,0.134,0.0575,6
0.395,0.304,0.127,6
0.425,0.389,0.2015,6
0.36,0.219,0.097,6
0.33,0.163,0.0745,6
0.5,0.5215,0.2485,6
0.465,0.4015,0.242,6
0.31,0.146,0.061,6
0.37,0.232,0.1325,6
0.29,0.1195,0.056,6
0.355,0.1905,0.081,6
0.275,0.096,0.036,6
0.385,0.312,0.143,6
0.45,0.3685,0.16,6
0.335,0.167,0.0675,6
0.47,0.4965,0.237,6
0.3,0.161,0.0725,6
0.37,0.2175,0.097,6
0.26,0.092,0.037,6
0.475,0.5915,0.3245,6
0.415,0.325,0.156,6
0.425,0.377,0.1645,6
0.33,0.18,0.068,6
0.355,0.2435,0.122,6
0.285,0.1075,0.051,6
0.275,0.1365,0.0565,6
0.34,0.2015,0.1005,6
0.32,0.18,0.08,6
0.3,0.127,0.052,6
0.295,0.1295,0.052,6
0.415,0.2805,0.114,6
0.38,0.237,0.108,6
0.35,0.1695,0.0835,6
0.325,0.185,0.08,6
0.35,0.2055,0.075,6
0.55,0.804,0.3375,6
0.375,0.2345,0.1125,6
0.48,0.6765,0.3205,6
0.375,0.226,0.105,6
0.345,0.183,0.075,6
0.4,0.306,0.13,6
0.35,0.192,0.081,6
0.425,0.365,0.159,6
0.235,0.0615,0.0205,6
0.255,0.083,0.0295,6
0.32,0.305,0.14,6
0.34,0.179,0.0775,6
0.17,0.0235,0.009,6
0.495,0.6245,0.282,6
0.37,0.214,0.09,6
0.235,0.0625,0.023,6
0.375,0.215,0.084,6
0.36,0.1895,0.0725,6
0.415,0.34,0.181,6
0.33,0.1695,0.079,6
0.44,0.545,0.269,6
0.385,0.3435,0.1645,6
0.335,0.192,0.097,6
0.37,0.2215,0.097,6
0.405,0.304,0.1455,6
0.425,0.3265,0.1315,6
0.375,0.2465,0.11,6
0.4,0.318,0.1335,6
0.38,0.237,0.115,6
0.255,0.0735,0.0255,6
0.375,0.219,0.0925,6
0.375,0.238,0.1075,6
0.375,0.2235,0.115,6
0.37,0.2045,0.096,6
0.34,0.204,0.097,6
0.44,0.4495,0.209,6
0.375,0.218,0.093,6
0.34,0.1885,0.0815,6
0.255,0.0925,0.039,6
0.48,0.635,0.352,6
0.27,0.1,0.0385,6
0.335,0.183,0.0735,6
0.365,0.2155,0.0915,6
0.26,0.0945,0.0445,6
0.44,0.4165,0.185,6
0.45,0.4475,0.2165,6
0.335,0.1695,0.0695,6
0.37,0.2545,0.108,6
0.255,0.075,0.028,6
0.46,0.46,0.2025,6
0.315,0.151,0.065,6
0.375,0.2545,0.119,6
0.375,0.2325,0.1165,6
0.32,0.131,0.0615,6
0.5,0.6595,0.3145,6
0.29,0.097,0.0375,6
0.45,0.411,0.1945,6
0.4,0.329,0.188,6
0.385,0.244,0.102,6
0.275,0.1105,0.045,6
0.405,0.269,0.103,6
0.295,0.128,0.049,6
0.37,0.2565,0.1255,6
0.41,0.3335,0.1635,6
0.435,0.342,0.1335,6
0.235,0.067,0.027,6
0.375,0.2075,0.09,6
0.275,0.106,0.054,6
0.4,0.2675,0.116,6
0.38,0.2505,0.0945,6
0.325,0.161,0.0755,6
0.385,0.248,0.0935,6
0.38,0.277,0.1655,6
0.475,0.4565,0.206,6
0.41,0.2625,0.1,6
0.53,0.681,0.3095,6
0.44,0.4095,0.163,6
0.455,0.422,0.229,6
0.365,0.2155,0.1005,6
0.27,0.1205,0.0465,6
0.335,0.1545,0.066,6
0.31,0.151,0.063,6
0.335,0.1665,0.0595,6
0.385,0.251,0.124,6
0.36,0.2075,0.098,6
0.465,0.482,0.23,6
0.34,0.18,0.0745,6
0.325,0.139,0.0565,6
0.42,0.3435,0.157,6
0.4,0.348,0.194,6
0.31,0.1245,0.0505,6
0.42,0.328,0.168,6
0.32,0.133,0.0585,6
0.24,0.0715,0.026,6
0.335,0.17,0.076,6
0.47,0.4845,0.211,6
0.35,0.2265,0.0995,6
0.35,0.1735,0.0775,6
0.48,0.64,0.2925,6
0.435,0.393,0.219,6
0.495,0.8085,0.2345,6
0.51,0.545,0.261,6
0.38,0.2425,0.106,6
0.35,0.215,0.1,6
0.455,0.497,0.2355,6
0.485,0.526,0.2485,6
0.385,0.2725,0.1115,6
0.295,0.126,0.0515,6
0.36,0.2225,0.083,6
0.355,0.1775,0.079,6
0.425,0.382,0.164,6
0.515,0.6065,0.3005,6
0.345,0.1995,0.0755,6
0.28,0.111,0.0425,6
0.365,0.1875,0.081,6
0.37,0.2325,0.093,6
0.425,0.398,0.1185,6
0.19,0.0295,0.0155,6
0.275,0.1125,0.0545,6
0.405,0.2645,0.1265,6
0.37,0.249,0.1045,6
0.43,0.309,0.119,6
0.31,0.1445,0.0675,6
0.305,0.1455,0.0595,6
0.585,0.874,0.3545,6
0.28,0.1195,0.053,6
0.215,0.0605,0.0205,6
0.185,0.4645,0.196,6
0.47,0.4315,0.19,6
0.385,0.2575,0.1,6
0.325,0.152,0.065,6
0.33,0.196,0.0775,6
0.375,0.394,0.166,6
0.35,0.1605,0.0715,6
0.205,0.046,0.0165,6
0.32,0.1415,0.0675,6
0.265,0.092,0.0345,6
0.45,0.4925,0.241,6
0.42,0.309,0.115,6
0.29,0.275,0.113,6
0.43,0.4405,0.2385,6
0.435,0.367,0.1595,6
0.28,0.1015,0.041,6
0.415,0.3595,0.167,6
0.44,0.3805,0.1575,6
0.375,0.2875,0.123,6
0.49,0.6835,0.165,21
0.63,1.2435,0.4635,21
0.53,0.944,0.3845,21
0.67,1.597,0.6275,21
0.595,1.3175,0.408,21
0.67,1.247,0.472,21
0.56,0.943,0.344,21
0.64,1.368,0.515,21
0.625,1.0595,0.358,21
0.675,1.4385,0.545,21
0.735,1.756,0.637,21
0.665,1.742,0.595,21
0.53,0.7395,0.261,17
0.54,0.97,0.4285,17
0.54,0.959,0.2385,17
0.635,1.3315,0.5805,17
0.64,1.407,0.566,17
0.71,1.7265,0.638,17
0.5,0.655,0.2405,17
0.565,1.142,0.387,17
0.615,1.1765,0.488,17
0.535,0.926,0.398,17
0.57,0.9535,0.3785,17
0.72,1.7265,0.637,17
0.575,0.805,0.293,17
0.52,0.8175,0.2795,17
0.665,1.4385,0.581,17
0.655,1.62,0.6275,17
0.665,1.496,0.5775,17
0.715,2.1995,0.7245,17
0.575,0.9325,0.3605,17
0.58,1.035,0.401,17
0.635,1.3035,0.501,17
0.565,0.9085,0.398,17
0.655,2.0805,0.959,17
0.68,1.7445,0.5975,17
0.515,0.8505,0.312,17
0.53,0.949,0.3485,17
