@relation abalone

@attribute Sex {M,F,I}
@attribute Length numeric
@attribute Whole_weight numeric
@attribute Shucked_weight numeric
@attribute Rings {15,7,9,10,8,20,16,19,14,11,12,18,13,5,4,6,21,17,22,1,3,26,23,29,2,27,25,24}

@data
M,0.625,1.136,0.451,11
F,0.68,1.807,0.8225,11
M,0.6,1.0475,0.465,11
F,0.665,1.764,0.8505,11
F,0.61,1.133,0.5275,11
F,0.73,1.9425,0.799,11
F,0.505,0.616,0.243,11
M,0.575,0.8375,0.3485,11
I,0.47,0.567,0.2315,11
F,0.705,1.58,0.6435,11
F,0.625,1.1635,0.4875,11
F,0.59,0.9715,0.371,11
F,0.43,0.3865,0.1475,11
F,0.58,0.9935,0.4625,11
F,0.735,2.555,1.1335,11
F,0.7,1.6605,0.8605,11
I,0.445,0.4075,0.1365,11
M,0.465,0.4365,0.169,11
I,0.53,0.8365,0.3745,11
M,0.59,0.9555,0.366,11
M,0.62,1.035,0.44,11
I,0.445,0.347,0.12,11
F,0.68,1.6075,0.714,11
M,0.705,2.141,1.0465,11
I,0.42,0.368,0.1675,11
M,0.6,1.1145,0.5055,11
I,0.625,1.15,0.5255,11
M,0.535,0.764,0.312,11
F,0.45,0.4435,0.185,11
F,0.645,1.197,0.526,11
F,0.68,1.494,0.615,11
M,0.645,1.32,0.6525,11
F,0.6,1.059,0.441,11
M,0.65,1.5365,0.6865,11
F,0.44,0.415,0.1585,11
M,0.64,1.307,0.678,11
F,0.625,1.217,0.5725,11
I,0.56,0.72,0.329,11
I,0.555,0.875,0.3695,11
F,0.65,1.662,0.77,11
F,0.635,1.3695,0.634,11
I,0.51,0.61,0.229,11
F,0.565,0.9245,0.405,11
F,0.66,1.463,0.6525,11
M,0.78,2.548,1.1945,11
F,0.47,0.513,0.232,11
M,0.61,1.1625,0.565,11
M,0.5,0.662,0.2815,11
F,0.67,1.278,0.5605,11
F,0.555,0.788,0.282,11
F,0.61,0.8725,0.389,11
F,0.51,0.7005,0.312,11
F,0.725,1.737,0.697,11
F,0.425,0.3665,0.125,11
M,0.65,1.202,0.565,11
M,0.42,0.4495,0.165,11
F,0.52,0.627,0.2645,11
M,0.77,2.0505,0.8005,11
M,0.73,2.069,0.9285,11
F,0.635,1.297,0.556,11
M,0.655,1.46,0.686,11
M,0.465,0.5205,0.2015,11
F,0.61,1.1785,0.566,11
M,0.565,0.9355,0.421,11
M,0.625,1.1165,0.4895,11
M,0.5,0.62,0.255,11
F,0.675,1.593,0.686,11
M,0.385,0.2845,0.1065,11
F,0.72,1.719,0.8465,11
M,0.6,1.29,0.606,11
M,0.565,0.868,0.348,11
M,0.63,1.229,0.535,11
M,0.63,1.105,0.492,11
F,0.71,1.652,0.735,11
M,0.6,1.1805,0.456,11
M,0.75,1.893,0.942,11
F,0.595,1.114,0.5865,11
M,0.67,1.669,0.7465,11
M,0.675,1.312,0.556,11
F,0.545,0.6935,0.2975,11
M,0.59,1.008,0.422,11
M,0.65,1.3655,0.6155,11
F,0.665,1.3405,0.5595,11
M,0.685,1.7725,0.813,11
M,0.58,1.145,0.48,11
M,0.675,1.527,0.809,11
M,0.5,0.651,0.273,11
M,0.65,1.4715,0.675,11
F,0.63,1.336,0.553,11
M,0.635,1.292,0.6,11
I,0.525,0.7365,0.3225,11
I,0.66,1.786,0.6725,11
M,0.66,1.6465,0.749,11
I,0.46,0.4885,0.193,11
M,0.4,0.314,0.138,11
M,0.62,1.3915,0.726,11
M,0.67,1.7025,0.833,11
M,0.64,1.707,0.763,11
M,0.64,1.1895,0.4765,11
M,0.52,0.745,0.255,11
F,0.615,1.0385,0.427,11
M,0.535,0.8105,0.345,11
I,0.54,0.8155,0.3675,11
I,0.52,0.6445,0.3155,11
F,0.585,0.9945,0.4255,11
I,0.44,0.3625,0.134,11
M,0.6,0.9595,0.4455,11
M,0.54,0.8075,0.3485,11
M,0.685,1.432,0.637,11
M,0.625,1.169,0.5275,11
I,0.465,0.346,0.1425,11
M,0.525,0.8295,0.2405,11
F,0.655,1.309,0.524,11
M,0.705,1.4385,0.655,11
F,0.595,1.121,0.4515,11
M,0.66,1.4385,0.6775,11
M,0.735,1.88,0.9095,11
F,0.635,1.251,0.577,11
I,0.39,0.302,0.116,11
M,0.61,1.0625,0.516,11
M,0.63,1.2695,0.605,11
M,0.67,1.269,0.576,11
I,0.54,0.757,0.315,11
M,0.615,1.0735,0.4375,11
M,0.71,1.348,0.8985,11
M,0.71,2.198,1.012,11
F,0.62,1.062,0.372,11
F,0.75,2.236,1.109,11
F,0.62,1.139,0.4995,11
F,0.6,0.869,0.3425,11
I,0.47,0.466,0.1845,11
I,0.59,0.9015,0.419,11
I,0.56,1.0285,0.4535,11
F,0.44,0.4285,0.165,11
M,0.645,1.3385,0.633,11
F,0.66,1.346,0.546,11
M,0.645,1.636,0.779,11
M,0.645,1.403,0.5755,11
F,0.59,0.8805,0.3645,11
I,0.505,0.599,0.2245,11
F,0.715,1.56,0.6655,11
I,0.555,0.6975,0.262,11
M,0.525,0.7325,0.334,11
M,0.675,1.532,0.74,11
F,0.54,0.805,0.369,11
M,0.555,0.915,0.4,11
F,0.625,1.1115,0.4495,11
M,0.545,0.9385,0.3685,11
F,0.71,1.817,0.785,11
M,0.56,0.889,0.36,11
M,0.745,1.931,0.896,11
M,0.65,1.3685,0.5975,11
M,0.455,0.4835,0.1815,11
F,0.585,1.0035,0.503,11
F,0.595,1.5245,0.653,11
I,0.565,0.8215,0.332,11
F,0.475,0.452,0.1715,11
M,0.63,1.271,0.6605,11
M,0.7,1.6135,0.75,11
M,0.645,1.461,0.5985,11
M,0.7,1.858,0.73,11
M,0.585,1.1275,0.4925,11
F,0.63,1.235,0.5115,11
M,0.48,0.5895,0.2535,11
I,0.565,0.8545,0.321,11
F,0.65,1.357,0.5725,11
I,0.61,1.0485,0.507,11
I,0.53,0.6235,0.2975,11
I,0.62,0.907,0.371,11
M,0.68,1.7825,0.5565,11
F,0.585,0.9585,0.4145,11
M,0.33,0.171,0.0655,11
F,0.655,1.759,0.6865,11
M,0.635,1.172,0.445,11
F,0.675,1.473,0.6295,11
M,0.6,1.3005,0.6195,11
F,0.625,1.233,0.5565,11
M,0.6,1.3445,0.549,11
F,0.78,2.657,1.488,11
F,0.665,1.6885,0.7295,11
M,0.5,0.709,0.275,11
M,0.455,0.416,0.1625,11
I,0.55,0.668,0.2925,11
M,0.63,1.3165,0.6325,11
F,0.585,1.053,0.458,11
I,0.52,0.6625,0.2775,11
M,0.605,1.1245,0.492,11
F,0.655,1.5555,0.695,11
F,0.63,1.199,0.5265,11
M,0.67,1.217,0.532,11
M,0.57,1.0005,0.454,11
M,0.565,0.744,0.352,11
M,0.635,1.081,0.4825,11
F,0.625,1.7015,0.7465,11
F,0.485,0.731,0.236,11
M,0.6,0.6655,0.285,11
F,0.635,1.2895,0.594,11
F,0.66,1.528,0.69,11
M,0.53,0.8945,0.319,11
F,0.72,1.7185,0.7925,11
I,0.575,0.8245,0.3375,11
I,0.49,0.529,0.2165,11
M,0.65,1.274,0.59,11
F,0.62,1.271,0.531,11
M,0.71,2.009,0.9895,11
M,0.655,1.403,0.6955,11
M,0.68,1.6115,0.8415,11
F,0.6,1.04,0.4755,11
F,0.645,1.318,0.55,11
M,0.585,0.955,0.3625,11
M,0.45,0.478,0.1865,11
F,0.595,1.0255,0.412,11
F,0.68,1.664,0.58,11
F,0.64,1.4995,0.593,11
M,0.655,1.31,0.553,11
F,0.755,2.073,1.0135,11
M,0.71,2.14,1.2455,11
M,0.585,0.997,0.4055,11
M,0.65,1.5595,0.695,11
F,0.495,0.597,0.2615,11
F,0.5,0.5945,0.185,11
F,0.58,0.94,0.399,11
F,0.505,0.606,0.239,11
F,0.59,0.9,0.355,11
I,0.55,0.672,0.288,11
F,0.64,1.2265,0.49,11
F,0.685,1.6675,0.833,11
M,0.63,1.385,0.6355,11
M,0.57,0.832,0.3585,11
F,0.435,0.4585,0.192,11
F,0.545,0.7745,0.2985,11
I,0.52,0.5775,0.2,11
M,0.56,0.86,0.4015,11
M,0.68,1.2345,0.618,11
F,0.565,0.887,0.37,11
F,0.645,1.4285,0.639,11
F,0.525,0.6295,0.2555,11
M,0.51,0.5805,0.244,11
F,0.67,1.8065,0.758,11
M,0.625,1.2075,0.531,11
F,0.625,1.09,0.46,11
F,0.635,1.3405,0.5065,11
I,0.49,0.5425,0.198,11
M,0.695,1.726,0.7625,11
F,0.505,0.644,0.285,11
M,0.67,1.6085,0.682,11
M,0.41,0.3595,0.1415,11
F,0.66,1.67,0.6525,11
F,0.525,0.7085,0.293,11
M,0.465,0.488,0.191,11
I,0.62,0.966,0.447,11
F,0.665,1.2915,0.631,11
I,0.355,0.2275,0.0935,11
M,0.415,0.3005,0.1215,11
M,0.43,0.3045,0.0925,11
F,0.55,0.785,0.289,11
M,0.62,1.2555,0.527,11
M,0.31,0.12,0.0415,11
M,0.32,0.1555,0.0585,11
M,0.68,1.529,0.7635,11
F,0.61,1.1135,0.5195,11
I,0.37,0.233,0.0905,11
F,0.7,1.684,0.7535,11
M,0.635,1.2075,0.5385,11
M,0.615,1.0285,0.4435,11
F,0.655,1.2895,0.587,11
M,0.52,0.77,0.263,11
F,0.72,1.7495,0.7755,11
M,0.645,1.1835,0.556,11
F,0.67,1.5615,0.63,11
M,0.72,1.7475,0.8215,11
F,0.7,1.666,0.647,11
F,0.62,1.3315,0.594,11
F,0.445,0.4565,0.1785,11
I,0.555,0.9005,0.3845,11
F,0.655,1.412,0.6195,11
F,0.75,1.8325,0.83,11
M,0.645,1.539,0.6405,11
I,0.56,0.811,0.3685,11
M,0.545,0.8795,0.387,11
M,0.715,1.825,0.938,11
F,0.6,0.97,0.4655,11
F,0.605,0.9515,0.4535,11
I,0.55,0.7895,0.3745,11
M,0.665,1.289,0.6145,11
M,0.68,1.672,0.7075,11
I,0.52,0.5995,0.242,11
I,0.52,0.525,0.1775,11
M,0.72,2.081,1.0815,11
F,0.585,1.079,0.4145,11
F,0.65,1.227,0.528,11
M,0.505,0.6555,0.2595,11
F,0.64,1.1335,0.5525,11
M,0.67,1.1735,0.526,11
F,0.545,0.802,0.2935,11
F,0.69,1.826,0.797,11
F,0.68,1.473,0.713,11
M,0.6,1.089,0.5195,11
F,0.53,0.9805,0.3155,11
F,0.67,1.619,0.74,11
F,0.63,1.3075,0.599,11
M,0.685,1.56,0.647,11
M,0.63,1.1775,0.4935,11
F,0.605,1.434,0.7285,11
M,0.505,0.764,0.3035,11
M,0.68,1.543,0.7525,11
F,0.435,0.3785,0.152,11
M,0.315,0.203,0.0615,11
F,0.63,1.172,0.536,11
M,0.655,1.5455,0.654,11
M,0.38,0.2665,0.115,11
F,0.635,1.2695,0.5635,11
M,0.655,1.492,0.7185,11
F,0.58,0.7855,0.363,11
F,0.725,1.7315,0.83,11
F,0.625,1.2085,0.465,11
M,0.615,1.2865,0.435,11
M,0.595,1.06,0.402,11
F,0.655,1.4405,0.688,11
M,0.72,1.787,0.718,11
I,0.61,1.1545,0.5865,11
F,0.61,1.3475,0.7045,11
F,0.65,1.16,0.4785,11
M,0.55,0.92,0.378,11
F,0.635,1.596,0.617,11
M,0.67,1.7405,0.6205,11
I,0.535,0.781,0.3055,11
F,0.41,0.387,0.165,11
F,0.65,1.6275,0.689,11
M,0.58,0.887,0.4405,11
F,0.53,0.5915,0.233,11
M,0.72,1.5865,0.691,11
F,0.64,1.1635,0.554,11
F,0.625,1.15,0.5475,11
M,0.64,1.1955,0.5565,11
F,0.71,1.907,0.8725,11
M,0.615,0.9615,0.422,11
F,0.655,1.5585,0.7285,11
F,0.61,1.087,0.4255,11
F,0.65,1.4045,0.694,11
F,0.655,1.527,0.8485,11
M,0.49,0.549,0.2215,11
M,0.625,1.3835,0.7105,11
F,0.705,1.4575,0.607,11
F,0.755,2.505,1.1965,11
F,0.445,0.485,0.181,11
M,0.605,1.2315,0.6025,11
F,0.62,1.107,0.4895,11
M,0.53,0.7155,0.2805,11
I,0.47,0.4885,0.2005,11
M,0.65,1.488,0.665,11
M,0.59,1.136,0.5245,11
F,0.725,1.792,0.873,11
M,0.63,1.2435,0.5175,11
M,0.65,1.6125,0.777,11
M,0.58,0.9525,0.4315,11
F,0.63,1.4255,0.659,11
F,0.655,1.528,0.6215,11
M,0.625,1.437,0.5855,11
I,0.495,0.6655,0.284,11
F,0.685,1.638,0.7775,11
F,0.67,1.4265,0.6605,11
F,0.475,0.57,0.167,11
I,0.58,0.83,0.379,11
M,0.66,1.218,0.5055,11
I,0.58,0.8865,0.383,11
M,0.5,0.551,0.2245,11
M,0.525,0.7305,0.279,11
M,0.625,1.1835,0.517,11
M,0.67,1.39,0.711,11
F,0.73,1.7375,0.6785,11
F,0.595,1.113,0.5175,12
M,0.74,2.381,0.8155,12
F,0.585,0.998,0.345,12
F,0.62,1.2215,0.582,12
F,0.57,1.295,0.339,12
M,0.635,1.4345,0.611,12
F,0.66,1.1905,0.4585,12
M,0.65,1.3165,0.6345,12
F,0.475,0.559,0.1955,12
I,0.605,1.054,0.369,12
M,0.6,1.164,0.5045,12
M,0.77,2.5155,1.1155,12
F,0.47,0.433,0.1525,12
F,0.585,0.6985,0.3,12
M,0.505,0.8415,0.2715,12
F,0.67,1.3905,0.5425,12
M,0.63,1.13,0.458,12
M,0.54,0.7385,0.3515,12
M,0.585,1.133,0.5515,12
M,0.62,1.615,0.5105,12
F,0.645,1.6195,0.7815,12
F,0.67,1.37,0.6065,12
F,0.61,1.2955,0.5215,12
M,0.605,1.098,0.4765,12
F,0.65,1.6645,0.753,12
M,0.765,2.302,1.007,12
M,0.575,0.9215,0.3275,12
F,0.63,1.065,0.4595,12
I,0.435,0.406,0.1685,12
M,0.63,1.093,0.497,12
F,0.75,2.2635,0.821,12
F,0.51,0.6175,0.262,12
M,0.63,1.221,0.555,12
F,0.74,2.119,0.9655,12
F,0.72,2.1,0.8565,12
M,0.625,1.3705,0.645,12
M,0.645,1.539,0.6115,12
M,0.58,1.0345,0.315,12
F,0.61,1.1085,0.3705,12
F,0.575,0.9585,0.447,12
F,0.66,1.5175,0.711,12
F,0.595,1.0605,0.5135,12
M,0.46,0.4935,0.186,12
F,0.61,1.017,0.426,12
M,0.735,2.087,0.909,12
F,0.705,1.685,0.693,12
F,0.61,1.137,0.4605,12
M,0.68,1.607,0.7245,12
M,0.46,0.415,0.215,12
M,0.495,0.6295,0.263,12
M,0.54,0.74,0.2635,12
F,0.505,0.568,0.2325,12
F,0.525,0.708,0.274,12
F,0.66,1.3765,0.6485,12
M,0.5,0.772,0.346,12
F,0.59,1.161,0.38,12
M,0.735,2.333,1.2395,12
I,0.625,1.411,0.572,12
M,0.41,0.3745,0.158,12
F,0.7,1.556,0.6725,12
M,0.63,1.1355,0.539,12
M,0.63,1.0115,0.4235,12
F,0.525,0.8425,0.3685,12
M,0.7,2.273,1.095,12
F,0.56,0.97,0.342,12
F,0.5,0.5965,0.253,12
M,0.605,1.1735,0.4975,12
F,0.655,1.1705,0.5405,12
M,0.645,1.286,0.5645,12
M,0.645,1.5105,0.6735,12
F,0.61,1.2405,0.6025,12
F,0.69,1.492,0.6425,12
I,0.62,1.154,0.4935,12
M,0.395,0.266,0.0995,12
M,0.67,1.2585,0.6255,12
F,0.565,0.9885,0.387,12
M,0.57,0.9535,0.4465,12
F,0.615,1.023,0.4905,12
F,0.585,0.8575,0.3465,12
F,0.565,1.2765,0.501,12
M,0.395,0.316,0.1205,12
F,0.525,0.658,0.2655,12
M,0.535,0.6765,0.256,12
F,0.515,0.686,0.281,12
F,0.68,1.6185,0.5125,12
I,0.56,0.9445,0.3545,12
M,0.65,1.446,0.6485,12
F,0.38,0.281,0.1045,12
F,0.52,0.807,0.2855,12
M,0.57,0.8615,0.3725,12
F,0.705,1.7525,0.7105,12
M,0.62,1.266,0.6285,12
F,0.63,1.0525,0.392,12
M,0.72,2.173,0.9515,12
M,0.695,1.742,0.696,12
F,0.515,0.631,0.2765,12
M,0.675,1.5545,0.6645,12
F,0.59,0.997,0.392,12
M,0.455,0.44,0.169,12
I,0.415,0.3285,0.1405,12
M,0.72,2.2385,0.984,12
M,0.52,0.669,0.2385,12
M,0.505,0.5915,0.288,12
M,0.61,1.2445,0.544,12
M,0.6,0.8665,0.3695,12
F,0.405,0.3575,0.145,12
I,0.375,0.2565,0.1165,12
F,0.67,1.527,0.5755,12
M,0.45,0.567,0.174,12
F,0.64,1.12,0.4955,12
M,0.48,0.6175,0.3,12
M,0.725,1.978,1.026,12
F,0.68,1.741,0.7665,12
M,0.555,0.755,0.307,12
F,0.71,1.8745,0.6755,12
I,0.435,0.383,0.1555,12
F,0.67,1.4015,0.643,12
M,0.51,0.6185,0.216,12
F,0.58,0.854,0.3665,12
I,0.55,0.8095,0.2985,12
M,0.55,0.785,0.282,12
M,0.595,0.8915,0.359,12
M,0.715,2.0045,1.0465,12
M,0.61,1.244,0.6345,12
F,0.655,1.3485,0.5935,12
F,0.66,1.3485,0.493,12
F,0.57,0.865,0.3675,12
M,0.665,1.3725,0.606,12
F,0.64,1.3905,0.61,12
F,0.645,1.151,0.5935,12
F,0.53,0.772,0.2855,12
F,0.69,1.2525,0.73,12
I,0.515,0.5555,0.2,12
M,0.565,0.7145,0.3055,12
F,0.635,1.477,0.684,12
F,0.585,0.9915,0.3865,12
F,0.71,1.9805,0.9925,12
M,0.65,1.3745,0.75,12
F,0.525,0.813,0.3315,12
M,0.5,0.6645,0.258,12
M,0.75,2.2205,1.083,12
F,0.48,0.59,0.232,12
F,0.675,1.8375,0.7645,12
I,0.45,0.45,0.191,12
F,0.625,1.2035,0.5865,12
M,0.64,1.647,0.7225,12
M,0.415,0.388,0.068,12
F,0.565,0.915,0.354,12
F,0.48,0.6905,0.219,12
M,0.635,1.273,0.6535,12
F,0.61,1.234,0.598,12
M,0.69,1.7825,0.9165,12
I,0.62,1.1305,0.5285,12
M,0.665,1.429,0.6715,12
F,0.635,1.286,0.526,12
M,0.605,0.982,0.4295,12
I,0.47,0.4705,0.1845,12
M,0.645,1.4865,0.6445,12
M,0.595,0.991,0.382,12
F,0.565,0.9765,0.322,12
F,0.605,1.0835,0.5405,12
F,0.62,1.186,0.4985,12
F,0.52,0.727,0.291,12
M,0.69,1.583,0.7355,12
M,0.525,0.702,0.3335,12
F,0.49,0.539,0.229,12
F,0.475,0.4805,0.1905,12
M,0.745,1.884,0.954,12
M,0.525,0.6445,0.26,12
I,0.625,1.1955,0.643,12
F,0.44,0.4085,0.15,12
F,0.505,0.6185,0.251,12
M,0.47,0.5565,0.226,12
M,0.505,0.6415,0.246,12
F,0.45,0.496,0.1905,12
M,0.665,1.2695,0.5115,12
F,0.595,1.026,0.4645,12
F,0.645,1.5675,0.621,12
M,0.385,0.2905,0.1215,12
M,0.62,1.0295,0.425,12
F,0.71,1.47,0.5375,12
M,0.55,0.7895,0.343,12
M,0.575,0.925,0.342,12
M,0.5,0.5835,0.2295,12
M,0.615,1.34,0.5315,12
M,0.775,2.7795,1.3485,12
F,0.72,1.613,0.723,12
M,0.7,1.4405,0.6565,12
M,0.62,1.1505,0.4375,12
F,0.62,1.3255,0.6685,12
F,0.65,1.1445,0.485,12
I,0.5,0.6675,0.2745,12
M,0.52,0.8565,0.2745,12
F,0.45,0.447,0.203,12
F,0.48,0.507,0.1915,12
M,0.61,1.0225,0.419,12
M,0.59,1.102,0.455,12
F,0.72,1.6705,0.732,12
F,0.61,1.2735,0.469,12
F,0.5,0.6785,0.2945,12
F,0.705,1.5345,0.96,12
F,0.735,2.1275,0.949,12
F,0.48,0.525,0.2185,12
M,0.715,1.6,0.708,12
F,0.505,0.651,0.2935,12
F,0.415,0.38,0.1595,12
F,0.565,0.9395,0.4275,12
M,0.505,0.875,0.2665,12
M,0.535,0.6995,0.2575,12
F,0.675,1.8095,0.784,12
I,0.56,0.8,0.335,12
F,0.73,1.8795,0.931,12
M,0.47,0.547,0.222,12
I,0.44,0.435,0.1815,12
F,0.505,0.692,0.267,12
I,0.485,0.581,0.245,12
M,0.53,0.7365,0.3275,12
M,0.59,0.931,0.356,12
M,0.62,1.274,0.579,12
M,0.68,1.623,0.7165,12
F,0.645,1.371,0.6925,12
F,0.615,1.255,0.5815,12
F,0.565,0.795,0.3605,12
M,0.63,1.062,0.5065,12
M,0.61,1.2715,0.4915,12
F,0.565,0.9285,0.302,12
I,0.57,0.7405,0.306,12
I,0.55,0.816,0.3995,12
M,0.485,0.4775,0.2,12
M,0.72,2.1055,1.017,12
F,0.64,1.2765,0.4835,12
M,0.63,1.09,0.407,12
F,0.595,1.107,0.402,12
F,0.615,1.377,0.5585,12
F,0.74,2.012,0.8915,12
M,0.5,0.5955,0.2135,12
F,0.645,1.3105,0.58,12
F,0.57,0.9715,0.3965,12
F,0.49,0.59,0.215,12
F,0.575,1.0475,0.3775,18
M,0.605,1.616,0.5495,18
F,0.58,0.8365,0.315,18
I,0.485,0.673,0.2175,18
I,0.58,1.3165,0.5305,18
F,0.57,0.9555,0.38,18
M,0.57,1.0295,0.4635,18
I,0.525,0.874,0.3585,18
F,0.545,0.98,0.2585,18
M,0.615,1.36,0.5305,18
F,0.5,0.6735,0.265,18
F,0.61,1.0915,0.3935,18
F,0.655,1.428,0.493,18
F,0.6,1.162,0.511,18
M,0.7,1.3185,0.548,18
M,0.565,0.9065,0.342,18
F,0.725,2.141,0.65,18
M,0.425,0.3525,0.1135,18
F,0.64,1.571,0.627,18
M,0.665,1.338,0.5515,18
M,0.66,1.6305,0.4865,18
F,0.645,1.3065,0.479,18
F,0.465,0.494,0.1945,18
M,0.605,1.227,0.48,18
M,0.48,0.6815,0.2145,18
F,0.565,0.957,0.3885,18
M,0.52,0.973,0.2985,18
M,0.545,0.873,0.3035,18
F,0.745,1.966,0.8435,18
F,0.645,1.8085,0.7035,18
F,0.565,0.8205,0.365,18
M,0.71,1.959,0.7665,18
M,0.525,0.8665,0.2825,18
F,0.655,1.4155,0.508,18
I,0.65,1.626,0.597,18
M,0.635,1.156,0.428,18
F,0.635,1.312,0.529,18
M,0.645,1.489,0.5915,18
M,0.615,1.1595,0.4845,13
F,0.7,1.773,0.605,13
M,0.495,0.7485,0.264,13
F,0.7,1.7975,0.7295,13
M,0.7,1.6245,0.675,13
F,0.535,0.8045,0.3345,13
F,0.69,1.933,0.7855,13
F,0.595,1.053,0.4405,13
M,0.695,1.8995,0.675,13
M,0.515,0.955,0.341,13
I,0.61,1.097,0.4215,13
F,0.56,0.8025,0.313,13
F,0.475,0.487,0.194,13
M,0.64,1.273,0.5065,13
F,0.625,0.8595,0.3195,13
F,0.475,0.541,0.186,13
M,0.655,1.388,0.567,13
F,0.405,0.3095,0.138,13
I,0.495,0.515,0.175,13
I,0.44,0.4895,0.1735,13
M,0.675,1.587,0.6935,13
M,0.58,1.068,0.425,13
M,0.55,0.9175,0.2775,13
I,0.575,0.967,0.3775,13
F,0.575,0.994,0.392,13
M,0.59,1.1235,0.4205,13
F,0.735,2.037,0.87,13
F,0.605,1.2225,0.357,13
F,0.59,1.1325,0.3825,13
M,0.62,1.325,0.6045,13
F,0.455,0.385,0.166,13
M,0.475,0.592,0.2465,13
M,0.655,1.6445,0.7305,13
M,0.49,0.707,0.2795,13
F,0.585,0.908,0.381,13
M,0.57,1.116,0.4775,13
M,0.515,0.769,0.2505,13
I,0.51,0.745,0.2865,13
M,0.605,1.056,0.4215,13
M,0.47,0.5795,0.2145,13
I,0.52,0.66,0.267,13
I,0.62,1.1785,0.4675,13
F,0.645,1.449,0.601,13
F,0.72,1.9335,0.913,13
F,0.43,0.444,0.155,13
F,0.45,0.4995,0.2035,13
F,0.485,0.5885,0.2385,13
M,0.535,0.8915,0.3415,13
M,0.74,1.65,0.734,13
F,0.675,1.925,0.713,13
I,0.575,0.8525,0.3015,13
M,0.725,2.21,1.351,13
F,0.705,1.5395,0.6075,13
F,0.675,1.689,0.694,13
M,0.57,1.008,0.377,13
M,0.575,0.9615,0.483,13
F,0.705,1.7095,0.633,13
F,0.59,1.1005,0.506,13
F,0.465,0.6355,0.1815,13
M,0.65,1.4275,0.69,13
I,0.43,0.3675,0.1355,13
F,0.575,1.124,0.2985,13
M,0.675,1.7375,0.876,13
M,0.655,1.402,0.624,13
F,0.595,1.366,0.5065,13
M,0.58,0.921,0.357,13
I,0.515,0.659,0.2705,13
M,0.62,1.5275,0.69,13
M,0.545,0.879,0.374,13
M,0.5,0.6885,0.249,13
M,0.685,1.343,0.4635,13
F,0.53,0.8155,0.2985,13
M,0.69,1.8445,0.9815,13
M,0.7,1.523,0.693,13
F,0.535,0.8075,0.322,13
F,0.59,1.1015,0.4775,13
F,0.675,1.551,0.7105,13
F,0.49,0.5785,0.2465,13
F,0.605,1.0915,0.4365,13
M,0.575,1.156,0.5525,13
F,0.5,0.768,0.2625,13
M,0.57,0.88,0.4275,13
F,0.665,1.522,0.6965,13
I,0.605,0.939,0.3385,13
M,0.55,0.906,0.342,13
M,0.545,0.625,0.223,13
F,0.62,1.166,0.483,13
F,0.605,1.098,0.481,13
M,0.415,0.3865,0.128,13
F,0.51,0.584,0.224,13
M,0.71,1.724,0.566,13
M,0.505,0.77,0.2735,13
M,0.555,0.7665,0.264,13
F,0.645,1.1845,0.4805,13
F,0.645,1.2785,0.5345,13
M,0.72,2.125,1.1455,13
I,0.445,0.437,0.163,13
M,0.74,2.4925,1.1455,13
M,0.56,0.93,0.3505,13
F,0.59,1.2315,0.4525,13
M,0.545,0.9745,0.353,13
F,0.655,1.472,0.6275,13
M,0.55,0.8465,0.336,13
I,0.615,0.9885,0.4145,13
M,0.695,1.5715,0.6645,13
F,0.625,1.352,0.4505,13
M,0.555,0.836,0.336,13
M,0.72,2.0885,0.9955,13
M,0.455,0.4745,0.1865,13
F,0.72,2.226,0.8955,13
M,0.67,1.68,0.926,13
M,0.485,0.696,0.2405,13
F,0.5,0.8085,0.273,13
F,0.45,0.5425,0.1765,13
F,0.39,0.265,0.1075,13
F,0.605,1.122,0.347,13
M,0.555,0.7575,0.2735,13
F,0.52,0.7,0.207,13
M,0.71,1.9045,0.882,13
F,0.585,0.9845,0.442,13
M,0.59,0.857,0.356,13
F,0.555,0.868,0.33,13
F,0.695,1.8185,0.819,13
F,0.525,0.8325,0.2755,13
I,0.515,0.711,0.337,13
F,0.67,1.32,0.5235,13
M,0.68,1.7885,0.8345,13
F,0.655,1.359,0.642,13
M,0.625,1.195,0.4825,13
F,0.51,0.612,0.187,13
M,0.49,0.6385,0.2305,13
F,0.545,0.8525,0.3465,13
M,0.55,0.9295,0.317,13
F,0.54,0.892,0.322,13
I,0.425,0.425,0.16,13
M,0.35,0.2145,0.1,13
I,0.46,0.4935,0.216,13
I,0.48,0.514,0.2075,13
I,0.32,0.1585,0.0635,13
M,0.6,1.229,0.4125,13
M,0.6,1.2675,0.4995,13
F,0.65,1.4005,0.5195,13
M,0.565,0.9815,0.329,13
M,0.465,0.5255,0.2025,13
I,0.49,0.683,0.3265,13
F,0.62,1.456,0.581,13
I,0.44,0.366,0.122,13
M,0.525,0.8005,0.2635,13
F,0.435,0.384,0.143,13
F,0.67,1.406,0.519,13
M,0.455,0.5795,0.1685,13
F,0.53,0.717,0.2115,13
M,0.555,1.0575,0.3925,13
F,0.46,0.458,0.192,13
M,0.695,1.5515,0.566,13
F,0.605,1.222,0.53,13
F,0.66,1.277,0.4975,13
M,0.595,1.115,0.4015,13
F,0.64,1.151,0.4365,13
M,0.525,0.792,0.316,13
M,0.62,1.0765,0.412,13
M,0.53,0.739,0.237,13
F,0.515,0.764,0.276,13
F,0.55,0.8285,0.3095,13
F,0.525,0.7155,0.2355,13
F,0.67,1.707,0.6995,13
M,0.575,1.1415,0.4515,13
I,0.635,1.489,0.715,13
