@relation abalone

@attribute Sex {M,F,I}
@attribute Diameter numeric
@attribute Whole_weight numeric
@attribute Shell_weight numeric
@attribute Rings {15,7,9,10,8,20,16,19,14,11,12,18,13,5,4,6,21,17,22,1,3,26,23,29,2,27,25,24}

@data
F,0.515,1.527,0.331,11
F,0.445,0.883,0.26,11
F,0.47,0.984,0.265,11
M,0.525,1.5075,0.4325,11
M,0.555,1.858,0.595,11
F,0.505,1.2915,0.32,11
F,0.455,0.9945,0.2845,11
I,0.405,0.599,0.225,11
M,0.495,1.276,0.399,11
F,0.495,1.1115,0.345,11
I,0.38,0.454,0.155,11
F,0.47,0.9,0.25,11
I,0.41,0.6625,0.196,11
F,0.505,1.15,0.3045,11
M,0.49,1.1835,0.39,11
F,0.565,1.7635,0.4975,11
M,0.545,1.7475,0.4705,11
F,0.5,1.528,0.4535,11
I,0.405,0.5775,0.179,11
M,0.5,1.3915,0.332,11
M,0.41,0.77,0.26,11
I,0.44,0.811,0.235,11
I,0.38,0.529,0.155,11
F,0.34,0.7005,0.2,11
M,0.515,1.6385,0.371,11
M,0.56,1.5865,0.4425,11
F,0.555,1.666,0.455,11
M,0.495,1.0485,0.3215,11
F,0.47,1.1785,0.294,11
F,0.465,0.9865,0.25,11
M,0.545,1.6135,0.3685,11
M,0.51,1.1835,0.345,11
M,0.475,1.1825,0.24,11
F,0.6,2.555,0.6,11
M,0.495,1.307,0.266,11
M,0.545,1.672,0.48,11
F,0.35,0.4435,0.145,11
I,0.35,0.4885,0.155,11
F,0.48,1.199,0.315,11
F,0.565,1.719,0.3875,11
F,0.475,1.194,0.3165,11
I,0.395,0.6235,0.195,11
F,0.49,1.1345,0.348,11
M,0.515,1.31,0.345,11
F,0.475,0.928,0.26,11
M,0.485,1.2435,0.37,11
I,0.405,0.61,0.235,11
I,0.435,0.6975,0.24,11
F,0.43,0.785,0.233,11
F,0.55,1.8325,0.44,11
F,0.515,1.4265,0.37,11
F,0.58,1.7375,0.52,11
I,0.425,0.83,0.2575,11
M,0.455,0.942,0.277,11
M,0.585,1.914,0.479,11
F,0.45,0.869,0.291,11
F,0.37,0.541,0.185,11
M,0.52,1.492,0.355,11
I,0.425,1.0485,0.274,11
M,0.235,0.12,0.04,11
F,0.55,1.473,0.4295,11
M,0.495,1.2695,0.328,11
I,0.31,0.302,0.115,11
M,0.49,1.375,0.395,11
F,0.57,1.6195,0.488,11
M,0.49,1.008,0.285,11
F,0.525,1.67,0.49,11
M,0.47,1.136,0.305,11
F,0.535,1.5575,0.4,11
I,0.46,0.9015,0.26,11
M,0.575,1.4585,0.4395,11
M,0.525,1.7405,0.657,11
M,0.505,1.3165,0.37,11
F,0.5,1.107,0.343,11
F,0.35,0.4585,0.13,11
M,0.31,0.314,0.1,11
M,0.375,0.5895,0.172,11
M,0.54,1.403,0.42,11
M,0.4,0.8295,0.275,11
M,0.345,0.3045,0.12,11
M,0.575,2.069,0.643,11
M,0.385,0.551,0.206,11
F,0.51,1.3315,0.388,11
M,0.55,1.893,0.445,11
M,0.55,1.777,0.4305,11
F,0.495,1.089,0.384,11
M,0.4,0.6025,0.21,11
M,0.355,0.515,0.175,11
F,0.56,1.792,0.435,11
M,0.495,1.2865,0.3245,11
M,0.55,1.6645,0.445,11
F,0.375,0.5945,0.19,11
F,0.375,0.597,0.178,11
M,0.595,2.3235,0.505,11
I,0.525,1.786,0.4065,11
F,0.475,1.133,0.35,11
F,0.495,1.062,0.34,11
I,0.46,0.9005,0.2765,11
I,0.42,0.668,0.209,11
M,0.45,0.978,0.3,11
F,0.505,1.4405,0.363,11
F,0.485,1.1005,0.305,11
M,0.505,1.5595,0.395,11
F,0.53,1.5615,0.3725,11
F,0.465,1.0255,0.289,11
M,0.44,0.868,0.26,11
M,0.42,0.62,0.205,11
I,0.44,0.8735,0.21,11
M,0.485,0.9615,0.29,11
F,0.495,1.3075,0.315,11
F,0.425,0.712,0.25,11
F,0.42,0.805,0.21,11
I,0.395,0.6445,0.186,11
M,0.49,1.169,0.344,11
F,0.425,0.788,0.285,11
F,0.515,1.309,0.385,11
M,0.605,2.0505,0.355,11
M,0.51,1.539,0.43,11
I,0.41,0.5995,0.182,11
F,0.55,1.684,0.32,11
M,0.49,1.32,0.3385,11
F,0.325,0.3865,0.11,11
F,0.54,1.6675,0.475,11
F,0.475,1.1135,0.3005,11
M,0.455,0.86,0.245,11
M,0.57,1.348,0.4535,11
M,0.505,1.1955,0.346,11
F,0.335,0.4565,0.14,11
M,0.495,1.172,0.3475,11
M,0.475,1.3445,0.36,11
F,0.455,1.2895,0.3415,11
F,0.305,0.363,0.11,11
F,0.475,1.172,0.316,11
M,0.535,1.432,0.46,11
I,0.45,0.8245,0.239,11
I,0.35,0.466,0.145,11
M,0.4,0.7305,0.195,11
M,0.505,1.532,0.3815,11
F,0.52,1.6275,0.432,11
I,0.39,0.6655,0.2,11
F,0.44,0.7855,0.195,11
I,0.49,1.066,0.305,11
I,0.49,1.217,0.31,11
F,0.49,0.9245,0.255,11
M,0.49,1.1245,0.3555,11
F,0.355,0.485,0.155,11
M,0.55,1.825,0.44,11
M,0.39,0.651,0.22,11
M,0.25,0.203,0.0795,11
F,0.52,1.3405,0.412,11
F,0.485,1.3765,0.406,11
F,0.475,1.059,0.39,11
F,0.475,0.9585,0.33,11
M,0.36,0.4365,0.145,11
M,0.53,1.726,0.455,11
M,0.48,1.0625,0.2915,11
M,0.515,1.385,0.38,11
M,0.47,1.1665,0.3945,11
F,0.45,0.9955,0.285,11
F,0.54,1.764,0.47,11
I,0.47,0.907,0.2445,11
F,0.505,1.251,0.3825,11
I,0.34,0.346,0.113,11
M,0.39,0.744,0.1685,11
F,0.515,1.412,0.497,11
I,0.485,1.15,0.3315,11
M,0.44,0.9555,0.295,11
M,0.42,0.8075,0.235,11
I,0.325,0.368,0.1135,11
F,0.345,0.4285,0.132,11
F,0.51,1.473,0.4245,11
M,0.49,1.1165,0.3325,11
F,0.54,1.139,0.357,11
F,0.565,1.638,0.438,11
I,0.465,1.0315,0.325,11
M,0.54,1.7825,0.4285,11
M,0.51,1.403,0.4545,11
M,0.515,1.1735,0.316,11
M,0.52,1.543,0.374,11
M,0.51,1.218,0.3,11
F,0.545,1.7185,0.468,11
M,0.495,1.081,0.31,11
M,0.565,1.787,0.529,11
I,0.355,0.4385,0.1125,11
M,0.52,1.6785,0.46,11
I,0.43,0.8545,0.275,11
M,0.42,0.8945,0.245,11
F,0.56,1.6605,0.398,11
M,0.52,1.292,0.367,11
F,0.5,1.1635,0.32,11
M,0.585,2.124,0.5,11
M,0.515,1.6465,0.401,11
F,0.4,0.6295,0.18,11
I,0.42,0.8365,0.249,11
F,0.52,1.354,0.375,11
F,0.35,0.452,0.155,11
F,0.51,1.6075,0.4705,11
F,0.485,1.079,0.356,11
F,0.35,0.5175,0.18,11
M,0.47,0.8375,0.24,11
M,0.465,1.136,0.275,11
M,0.545,1.7025,0.41,11
M,0.31,0.2845,0.1,11
F,0.485,1.2695,0.3395,11
F,0.525,1.463,0.422,11
M,0.525,1.46,0.405,11
M,0.5,1.269,0.351,11
M,0.535,1.669,0.508,11
F,0.415,0.7335,0.2185,11
M,0.525,1.6085,0.4005,11
F,0.52,1.8065,0.5055,11
F,0.42,1.034,0.32,11
M,0.5,1.461,0.439,11
M,0.505,1.274,0.391,11
M,0.245,0.171,0.055,11
F,0.45,0.887,0.249,11
M,0.525,1.488,0.378,11
F,0.52,1.494,0.406,11
F,0.475,1.053,0.3,11
M,0.505,1.289,0.3665,11
M,0.49,1.035,0.285,11
M,0.465,0.887,0.265,11
M,0.515,1.6115,0.395,11
M,0.56,2.015,0.566,11
I,0.28,0.233,0.07,11
F,0.43,0.802,0.28,11
F,0.54,1.619,0.465,11
M,0.36,0.488,0.155,11
F,0.54,1.5555,0.444,11
I,0.345,0.4075,0.18,11
M,0.475,0.97,0.35,11
M,0.445,0.9525,0.287,11
I,0.43,0.8215,0.29,11
F,0.535,1.826,0.499,11
F,0.565,1.817,0.49,11
F,0.355,0.415,0.131,11
M,0.495,1.3005,0.3285,11
F,0.465,1.04,0.28,11
M,0.435,0.9385,0.345,11
M,0.505,1.297,0.363,11
F,0.41,0.7085,0.235,11
M,0.525,1.6125,0.3965,11
F,0.45,0.8725,0.272,11
M,0.49,1.1745,0.339,11
M,0.43,0.955,0.27,11
M,0.47,1.2315,0.2925,11
M,0.39,0.709,0.18,11
M,0.565,1.601,0.45,11
F,0.495,1.2265,0.2875,11
F,0.57,2.236,0.545,11
M,0.32,0.3005,0.104,11
M,0.5,1.06,0.275,11
M,0.465,1.3415,0.355,11
M,0.54,1.217,0.3315,11
M,0.45,0.915,0.285,11
F,0.56,1.834,0.455,11
F,0.385,0.5395,0.165,11
I,0.435,0.9025,0.26,11
F,0.525,1.0385,0.345,11
F,0.445,1.09,0.304,11
M,0.44,0.9185,0.29,11
M,0.47,1.242,0.317,11
M,0.565,1.931,0.5,11
M,0.42,0.7385,0.252,11
I,0.38,0.525,0.185,11
F,0.4,0.731,0.255,11
M,0.46,0.9595,0.295,11
F,0.465,1.1015,0.35,11
F,0.43,1.5245,0.41,11
F,0.505,1.528,0.441,11
M,0.3,0.2465,0.083,11
F,0.505,1.318,0.335,11
M,0.28,0.2455,0.075,11
M,0.48,1.014,0.325,11
I,0.425,0.875,0.255,11
I,0.35,0.567,0.1525,11
M,0.52,1.4775,0.406,11
I,0.28,0.2275,0.085,11
M,0.4,0.7325,0.17,11
F,0.38,0.57,0.187,11
F,0.54,1.593,0.45,11
F,0.515,1.336,0.35,11
F,0.505,1.2895,0.345,11
M,0.565,2.081,0.503,11
F,0.485,1.1335,0.3015,11
M,0.45,0.997,0.251,11
F,0.49,1.3475,0.3045,11
F,0.51,1.1965,0.386,11
F,0.56,1.4575,0.44,11
I,0.445,0.783,0.265,11
I,0.26,0.1835,0.065,11
F,0.44,0.7745,0.265,11
F,0.51,1.2895,0.41,11
I,0.445,1.0285,0.275,11
M,0.55,1.7725,0.49,11
M,0.5,1.202,0.294,11
M,0.57,1.88,0.488,11
I,0.345,0.4885,0.166,11
M,0.45,0.81,0.22,11
F,0.41,0.6935,0.21,11
M,0.59,1.747,0.557,11
F,0.345,0.3665,0.117,11
M,0.575,2.009,0.502,11
M,0.53,1.1895,0.35,11
F,0.405,0.606,0.18,11
M,0.51,1.527,0.341,11
M,0.34,0.4495,0.144,11
M,0.51,1.218,0.37,11
M,0.48,1.185,0.38,11
M,0.395,0.5805,0.188,11
M,0.515,1.312,0.4115,11
F,0.405,0.6915,0.215,11
M,0.49,1.229,0.335,11
F,0.5,1.4285,0.36,11
M,0.525,1.443,0.353,11
M,0.55,1.6915,0.5,11
M,0.495,1.1145,0.367,11
F,0.385,0.6625,0.185,11
F,0.545,1.759,0.547,11
M,0.46,1.0005,0.265,11
F,0.445,0.8305,0.23,11
M,0.525,1.3685,0.4,11
F,0.6,1.737,0.595,11
M,0.47,1.1625,0.3085,11
M,0.41,0.732,0.31,11
F,0.5,1.217,0.355,11
F,0.415,0.8805,0.235,11
M,0.555,2.14,0.434,11
I,0.41,0.612,0.1895,11
M,0.505,1.4385,0.178,11
M,0.4,0.8415,0.285,12
F,0.375,0.525,0.155,12
F,0.44,0.9395,0.27,12
F,0.395,0.686,0.22,12
M,0.5,1.3705,0.3705,12
M,0.425,0.7145,0.18,12
F,0.565,1.613,0.4945,12
M,0.385,0.4775,0.17,12
M,0.45,0.8615,0.255,12
F,0.5,1.3765,0.335,12
M,0.575,2.173,0.5365,12
F,0.4,0.63,0.23,12
M,0.495,1.2555,0.355,12
F,0.41,0.708,0.25,12
F,0.535,1.5175,0.415,12
F,0.46,0.97,0.355,12
F,0.525,1.8095,0.455,12
M,0.36,0.567,0.225,12
F,0.53,1.4015,0.416,12
F,0.5,1.1705,0.285,12
F,0.515,1.494,0.405,12
M,0.38,0.5835,0.18,12
F,0.405,0.6435,0.21,12
M,0.5,1.4345,0.418,12
F,0.44,0.8425,0.24,12
M,0.45,0.7895,0.25,12
F,0.45,0.9775,0.33,12
M,0.575,1.884,0.495,12
F,0.5,1.12,0.32,12
M,0.44,0.6765,0.26,12
M,0.63,2.7795,0.578,12
I,0.495,1.054,0.36,12
F,0.575,1.6705,0.501,12
M,0.405,0.772,0.245,12
M,0.585,2.398,0.5335,12
I,0.41,0.6315,0.1815,12
M,0.265,0.1775,0.068,12
M,0.485,1.062,0.3365,12
F,0.41,0.727,0.235,12
F,0.455,0.998,0.315,12
M,0.355,0.415,0.13,12
M,0.48,1.266,0.309,12
M,0.47,0.991,0.5,12
F,0.345,0.496,0.14,12
F,0.505,1.3485,0.425,12
F,0.38,0.507,0.155,12
I,0.39,0.5555,0.2235,12
I,0.415,0.8095,0.28,12
M,0.455,1.133,0.305,12
M,0.325,0.3745,0.125,12
F,0.5,1.477,0.39,12
M,0.46,0.8395,0.305,12
M,0.5,1.273,0.365,12
M,0.53,1.583,0.3865,12
M,0.5,1.221,0.43,12
M,0.375,0.4935,0.17,12
F,0.385,0.6785,0.195,12
F,0.49,1.137,0.344,12
M,0.505,1.221,0.34,12
M,0.45,1.0055,0.265,12
F,0.465,1.026,0.305,12
F,0.515,1.3255,0.335,12
M,0.46,1.102,0.33,12
F,0.545,1.6225,0.513,12
M,0.49,1.13,0.315,12
F,0.39,0.6905,0.2,12
M,0.46,0.7085,0.205,12
M,0.525,1.195,0.335,12
F,0.465,0.8875,0.262,12
F,0.48,1.2035,0.3185,12
M,0.475,1.164,0.335,12
F,0.44,0.915,0.32,12
F,0.57,1.5345,0.43,12
F,0.45,0.795,0.23,12
M,0.405,0.875,0.285,12
F,0.485,1.2405,0.3085,12
F,0.455,1.161,0.28,12
F,0.515,1.6185,0.62,12
M,0.465,1.0345,0.3635,12
I,0.48,1.1305,0.306,12
F,0.375,0.568,0.17,12
M,0.28,0.266,0.09,12
F,0.48,1.0525,0.285,12
F,0.47,1.0835,0.275,12
F,0.395,0.6175,0.193,12
F,0.325,0.38,0.12,12
F,0.44,0.854,0.245,12
F,0.38,0.651,0.17,12
F,0.47,1.017,0.32,12
F,0.375,0.559,0.1945,12
F,0.45,0.9715,0.26,12
M,0.485,1.0295,0.335,12
M,0.54,1.5545,0.512,12
F,0.45,0.9585,0.275,12
F,0.325,0.382,0.14,12
M,0.55,2.0045,0.5075,12
F,0.405,0.5965,0.185,12
F,0.47,1.2735,0.398,12
M,0.44,0.755,0.26,12
F,0.52,1.248,0.48,12
M,0.4,0.6435,0.205,12
F,0.4,0.772,0.23,12
F,0.54,1.2525,0.462,12
M,0.595,2.2205,0.63,12
F,0.465,1.107,0.31,12
M,0.525,1.742,0.505,12
M,0.55,1.4405,0.375,12
F,0.525,1.492,0.42,12
F,0.48,0.8745,0.29,12
M,0.5,1.2715,0.49,12
F,0.565,2.119,0.482,12
M,0.51,1.3165,0.364,12
F,0.39,0.59,0.1845,12
M,0.4,0.8565,0.21,12
M,0.5,1.286,0.386,12
F,0.45,0.9765,0.37,12
F,0.475,1.023,0.3035,12
F,0.465,1.113,0.305,12
I,0.42,0.816,0.23,12
F,0.565,1.8375,0.553,12
F,0.495,1.1085,0.33,12
F,0.405,0.658,0.225,12
M,0.51,1.615,0.675,12
F,0.52,1.3105,0.37,12
F,0.355,0.433,0.152,12
F,0.325,0.3575,0.11,12
F,0.465,0.997,0.34,12
M,0.445,0.931,0.28,12
M,0.525,1.429,0.4,12
M,0.495,1.093,0.315,12
F,0.555,1.47,0.431,12
M,0.485,1.0225,0.36,12
I,0.33,0.406,0.096,12
M,0.4,0.6645,0.24,12
I,0.355,0.581,0.168,12
F,0.525,1.527,0.44,12
M,0.47,1.1355,0.3115,12
F,0.505,1.065,0.315,12
F,0.565,2.1275,0.565,12
F,0.505,1.3435,0.355,12
F,0.5,1.377,0.292,12
F,0.38,0.539,0.165,12
F,0.365,0.4805,0.1475,12
M,0.6,2.2385,0.621,12
M,0.445,0.982,0.295,12
F,0.53,1.3485,0.49,12
I,0.44,0.8,0.25,12
M,0.37,0.547,0.17,12
F,0.465,1.295,0.44,12
F,0.345,0.4085,0.1515,12
F,0.525,1.37,0.407,12
F,0.48,1.371,0.35,12
F,0.36,0.447,0.13,12
F,0.415,0.6985,0.195,12
M,0.465,1.274,0.32,12
M,0.58,2.381,0.488,12
M,0.45,0.9215,0.256,12
M,0.575,2.273,0.638,12
M,0.38,0.5955,0.2,12
M,0.425,0.702,0.22,12
M,0.435,0.7365,0.22,12
M,0.41,0.785,0.275,12
M,0.62,2.5155,0.642,12
F,0.615,2.2635,0.726,12
I,0.44,0.9445,0.3,12
F,0.455,1.0605,0.3,12
F,0.38,0.59,0.23,12
M,0.48,1.244,0.305,12
I,0.35,0.435,0.125,12
F,0.55,1.569,0.46,12
M,0.495,1.539,0.445,12
F,0.44,0.865,0.27,12
F,0.5,1.741,0.4685,12
F,0.5,1.1445,0.365,12
F,0.57,1.9805,0.48,12
M,0.51,1.1505,0.4,12
F,0.48,1.2955,0.365,12
M,0.45,0.8665,0.255,12
M,0.47,0.8915,0.245,12
I,0.28,0.2565,0.0725,12
F,0.435,0.631,0.216,12
M,0.48,1.0115,0.305,12
F,0.575,2.1,0.602,12
M,0.52,1.6,0.445,12
F,0.55,1.3905,0.4,12
F,0.555,1.7525,0.516,12
I,0.36,0.45,0.145,12
I,0.445,0.7405,0.1825,12
M,0.51,1.446,0.45,12
M,0.385,0.669,0.205,12
F,0.565,1.6645,0.43,12
M,0.51,1.155,0.385,12
M,0.38,0.6295,0.215,12
F,0.535,1.685,0.4045,12
M,0.59,2.087,0.625,12
M,0.345,0.44,0.135,12
M,0.535,1.607,0.498,12
F,0.45,0.9885,0.31,12
M,0.385,0.709,0.262,12
F,0.45,0.9315,0.235,12
M,0.38,0.6175,0.175,12
M,0.525,1.7825,0.461,12
F,0.51,1.5675,0.46,12
M,0.505,1.34,0.41,12
M,0.5,1.098,0.375,12
M,0.585,1.647,0.471,12
F,0.45,0.9285,0.265,12
M,0.49,1.09,0.354,12
F,0.48,1.2215,0.313,12
M,0.5,1.5105,0.3775,12
M,0.385,0.6415,0.215,12
F,0.48,1.234,0.315,12
M,0.315,0.388,0.125,12
F,0.45,1.081,0.279,12
M,0.45,0.925,0.35,12
F,0.575,2.012,0.471,12
F,0.475,0.8575,0.275,12
F,0.51,1.6195,0.4675,12
F,0.545,1.556,0.195,12
F,0.51,1.286,0.4105,12
M,0.285,0.2905,0.0875,12
F,0.5,1.186,0.35,12
M,0.515,1.2695,0.436,12
F,0.41,0.807,0.235,12
M,0.44,0.8565,0.24,12
M,0.42,0.6995,0.24,12
F,0.3,0.3375,0.098,12
I,0.335,0.383,0.135,12
F,0.39,0.692,0.215,12
M,0.54,1.623,0.4715,12
F,0.51,1.3905,0.41,12
F,0.575,1.8795,0.4825,12
I,0.38,0.6675,0.18,12
M,0.6,2.302,0.6205,12
M,0.46,0.9535,0.245,12
M,0.295,0.316,0.1105,12
F,0.385,0.6185,0.2,12
F,0.505,1.2765,0.4,12
I,0.43,1.411,0.395,12
F,0.49,1.3065,0.345,18
I,0.49,1.3165,0.41,18
M,0.425,0.8665,0.29,18
I,0.38,0.673,0.195,18
M,0.525,1.338,0.35,18
M,0.48,1.36,0.47,18
M,0.315,0.3525,0.13,18
F,0.56,2.141,1.005,18
M,0.455,0.9065,0.32,18
F,0.525,1.3665,0.41,18
F,0.35,0.494,0.155,18
M,0.41,0.873,0.31,18
M,0.395,0.6815,0.2495,18
F,0.45,1.0475,0.385,18
F,0.54,1.571,0.475,18
F,0.53,1.428,0.565,18
F,0.405,0.98,0.38,18
M,0.435,0.973,0.355,18
M,0.51,1.156,0.315,18
F,0.585,1.966,0.5855,18
M,0.505,1.6305,0.61,18
M,0.5,1.642,0.69,18
I,0.37,0.4775,0.169,18
I,0.525,1.626,0.53,18
F,0.5,1.4155,0.445,18
M,0.53,1.3185,0.42,18
F,0.525,1.8085,0.395,18
M,0.485,1.489,0.38,18
M,0.475,1.0295,0.305,18
F,0.48,0.957,0.275,18
M,0.49,1.227,0.35,18
F,0.455,0.8365,0.32,18
I,0.41,0.874,0.205,18
M,0.54,1.959,0.78,18
M,0.505,1.4435,0.39,18
M,0.475,1.616,0.34,18
F,0.485,1.0915,0.33,18
F,0.405,0.6735,0.25,18
F,0.575,2.226,0.62,13
M,0.415,0.88,0.238,13
F,0.5,1.359,0.405,13
F,0.39,0.612,0.195,13
F,0.575,1.773,0.538,13
M,0.54,1.74,0.4865,13
M,0.415,0.8245,0.24,13
F,0.435,0.892,0.335,13
F,0.42,0.868,0.21,13
F,0.515,1.4005,0.44,13
M,0.465,1.195,0.4,13
F,0.365,0.385,0.1345,13
M,0.41,0.696,0.265,13
I,0.38,0.515,0.212,13
M,0.525,1.402,0.365,13
I,0.34,0.4895,0.2,13
M,0.5,1.273,0.405,13
M,0.515,1.221,0.395,13
F,0.42,0.9845,0.2875,13
F,0.52,1.406,0.37,13
F,0.415,0.764,0.25,13
M,0.47,1.7855,0.3245,13
F,0.485,1.2315,0.42,13
M,0.355,0.4745,0.168,13
M,0.465,1.115,0.39,13
I,0.45,0.9315,0.26,13
M,0.56,1.724,0.4625,13
M,0.58,1.8995,0.5295,13
M,0.355,0.5255,0.145,13
M,0.345,0.5795,0.215,13
M,0.58,2.0885,0.5305,13
M,0.465,1.056,0.34,13
M,0.55,1.9045,0.5,13
M,0.515,1.3315,0.405,13
M,0.425,0.9175,0.335,13
I,0.46,1.066,0.33,13
F,0.46,1.124,0.44,13
I,0.485,1.1785,0.39,13
F,0.52,1.32,0.4275,13
M,0.45,1.068,0.32,13
M,0.49,1.145,0.343,13
F,0.495,1.366,0.52,13
F,0.415,0.8325,0.31,13
F,0.39,0.6355,0.225,13
I,0.47,0.939,0.32,13
F,0.46,1.122,0.315,13
F,0.4,0.6635,0.2515,13
M,0.42,1.008,0.34,13
F,0.5,1.1845,0.355,13
M,0.4,0.955,0.26,13
F,0.575,1.7975,0.5165,13
F,0.465,1.1005,0.295,13
F,0.45,0.8075,0.25,13
M,0.405,0.792,0.28,13
F,0.4,0.541,0.21,13
M,0.38,0.6385,0.195,13
I,0.39,0.6275,0.185,13
F,0.36,0.4995,0.17,13
F,0.475,1.0385,0.305,13
M,0.405,1.2705,0.337,13
M,0.47,1.1235,0.36,13
M,0.435,0.9815,0.39,13
F,0.46,0.994,0.34,13
M,0.43,0.7575,0.275,13
F,0.425,0.717,0.255,13
F,0.485,1.166,0.355,13
F,0.455,1.1365,0.275,13
M,0.49,1.218,0.355,13
F,0.445,0.8525,0.295,13
M,0.545,1.7375,0.469,13
M,0.39,0.707,0.18,13
F,0.4,0.8085,0.295,13
I,0.33,0.437,0.17,13
I,0.49,0.9885,0.345,13
M,0.605,2.4925,0.5235,13
M,0.505,1.5275,0.35,13
M,0.41,0.93,0.3,13
M,0.43,0.9295,0.355,13
F,0.57,1.522,0.405,13
F,0.455,0.9075,0.285,13
M,0.475,1.325,0.33,13
M,0.47,1.1415,0.4,13
M,0.42,0.879,0.23,13
M,0.415,0.7485,0.285,13
M,0.44,0.9025,0.28,13
M,0.41,0.8005,0.25,13
M,0.4,0.825,0.285,13
F,0.51,1.189,0.3645,13
F,0.55,1.6365,0.44,13
F,0.4,0.8045,0.21,13
M,0.435,0.906,0.295,13
M,0.515,1.259,0.41,13
I,0.325,0.3675,0.12,13
I,0.385,0.683,0.165,13
M,0.345,0.3865,0.148,13
M,0.53,1.388,0.41,13
F,0.35,0.56,0.145,13
M,0.255,0.2145,0.06,13
I,0.5,1.489,0.3615,13
M,0.55,1.6245,0.535,13
F,0.375,0.501,0.175,13
I,0.48,1.097,0.335,13
F,0.375,0.5885,0.19,13
I,0.245,0.1585,0.05,13
F,0.35,0.487,0.125,13
F,0.475,0.8595,0.24,13
I,0.345,0.425,0.154,13
F,0.55,1.689,0.474,13
M,0.55,2.125,0.511,13
M,0.515,1.8445,0.341,13
M,0.435,0.8915,0.25,13
M,0.455,1.156,0.295,13
I,0.475,0.967,0.275,13
M,0.515,1.5415,0.535,13
F,0.39,0.5785,0.2,13
M,0.38,0.656,0.22,13
F,0.5,1.146,0.39,13
M,0.485,1.2675,0.38,13
F,0.55,1.551,0.412,13
M,0.48,1.1595,0.325,13
F,0.51,1.456,0.32,13
F,0.545,1.707,0.575,13
F,0.385,0.768,0.27,13
F,0.525,1.352,0.53,13
M,0.44,1.116,0.27,13
F,0.5,1.2785,0.345,13
M,0.525,1.4275,0.4355,13
M,0.51,1.68,0.3935,13
I,0.37,0.514,0.155,13
M,0.425,0.7665,0.275,13
F,0.545,1.5395,0.4645,13
I,0.42,0.711,0.205,13
M,0.415,0.6885,0.25,13
F,0.335,0.444,0.14,13
F,0.475,1.151,0.3805,13
F,0.555,1.925,0.4535,13
F,0.545,1.933,0.498,13
M,0.55,1.5515,0.445,13
F,0.31,0.3095,0.095,13
M,0.575,2.21,0.5015,13
M,0.525,1.2835,0.3545,13
F,0.505,1.129,0.36,13
M,0.425,0.739,0.295,13
F,0.52,1.472,0.45,13
M,0.44,0.9615,0.275,13
M,0.46,0.921,0.29,13
F,0.55,1.7095,0.49,13
M,0.48,1.0765,0.3,13
M,0.41,0.625,0.235,13
F,0.435,0.8775,0.29,13
F,0.41,0.8285,0.25,13
M,0.42,0.769,0.29,13
F,0.465,0.908,0.315,13
F,0.425,0.7,0.24,13
F,0.485,1.222,0.28,13
I,0.4,0.745,0.235,13
F,0.525,1.277,0.394,13
M,0.49,1.2105,0.335,13
F,0.525,1.449,0.505,13
M,0.54,1.7885,0.437,13
M,0.455,1.0575,0.293,13
M,0.445,0.836,0.275,13
F,0.525,1.8185,0.4525,13
F,0.435,0.8155,0.275,13
F,0.35,0.5425,0.175,13
F,0.565,2.037,0.5675,13
F,0.5,1.053,0.39,13
F,0.3,0.265,0.0865,13
I,0.4,0.66,0.22,13
I,0.345,0.366,0.12,13
F,0.575,1.9335,0.51,13
F,0.495,1.234,0.35,13
M,0.605,2.173,0.646,13
I,0.455,0.8525,0.3,13
F,0.38,0.584,0.185,13
F,0.355,0.458,0.13,13
M,0.475,0.857,0.28,13
M,0.42,0.9745,0.305,13
F,0.475,1.1015,0.295,13
F,0.495,1.0915,0.335,13
M,0.525,1.587,0.395,13
M,0.53,1.4135,0.3555,13
F,0.415,0.7155,0.27,13
I,0.21,0.1045,0.035,5
F,0.275,0.2405,0.07,5
I,0.175,0.07,0.02,5
I,0.22,0.141,0.037,5
I,0.205,0.1055,0.0315,5
I,0.165,0.059,0.0185,5
M,0.305,0.3245,0.095,5
M,0.14,0.035,0.01,5
I,0.21,0.125,0.035,5
I,0.13,0.0265,0.009,5
M,0.215,0.106,0.035,5
I,0.265,0.199,0.06,5
I,0.22,0.1195,0.035,5
I,0.235,0.1385,0.05,5
I,0.215,0.1075,0.038,5
I,0.145,0.0345,0.01,5
I,0.3,0.247,0.0675,5
M,0.2,0.099,0.03,5
I,0.175,0.0645,0.02,5
I,0.21,0.1115,0.03,5
I,0.185,0.0685,0.0225,5
I,0.275,0.2815,0.068,5
I,0.185,0.088,0.023,5
I,0.205,0.101,0.034,5
I,0.205,0.1055,0.035,5
I,0.22,0.1285,0.0365,5
F,0.225,0.14,0.04,5
I,0.2,0.1,0.035,5
I,0.27,0.2985,0.082,5
I,0.2,0.092,0.027,5
M,0.205,0.094,0.0325,5
M,0.115,0.024,0.0075,5
I,0.135,0.027,0.009,5
I,0.22,0.096,0.03,5
I,0.175,0.0705,0.021,5
I,0.17,0.0545,0.0155,5
I,0.18,0.064,0.02,5
I,0.25,0.1405,0.05,5
I,0.155,0.0525,0.015,5
I,0.19,0.0815,0.031,5
I,0.22,0.1235,0.0315,5
I,0.215,0.132,0.033,5
I,0.22,0.121,0.035,5
I,0.215,0.099,0.045,5
