@relation abalone

@attribute Height numeric
@attribute Whole_weight numeric
@attribute Viscera_weight numeric
@attribute Rings {15,7,9,10,8,20,16,19,14,11,12,18,13,5,4,6,21,17,22,1,3,26,23,29,2,27,25,24}

@data
0.155,0.731,0.183,11
0.135,0.8075,0.1795,11
0.21,2.505,0.513,11
0.14,0.9285,0.188,11
0.185,1.235,0.349,11
0.21,1.593,0.318,11
0.17,1.2895,0.3165,11
0.19,1.669,0.2935,11
0.15,1.1135,0.2575,11
0.215,1.5555,0.296,11
0.11,0.3665,0.081,11
0.185,1.3405,0.293,11
0.185,1.488,0.337,11
0.175,1.227,0.258,11
0.13,0.599,0.1175,11
0.165,0.9805,0.2815,11
0.15,1.089,0.223,11
0.18,0.606,0.1235,11
0.18,1.4995,0.314,11
0.15,0.9525,0.1945,11
0.18,1.3915,0.2795,11
0.175,1.432,0.247,11
0.12,0.4885,0.105,11
0.16,1.217,0.207,11
0.145,0.887,0.1655,11
0.165,0.802,0.183,11
0.145,0.757,0.181,11
0.165,1.1635,0.239,11
0.155,1.136,0.2615,11
0.1,0.2665,0.061,11
0.15,1.312,0.2845,11
0.16,1.133,0.2885,11
0.16,1.066,0.246,11
0.15,1.1625,0.258,11
0.115,0.541,0.1175,11
0.17,0.7305,0.2055,11
0.22,2.555,0.44,11
0.19,1.4385,0.285,11
0.165,1.318,0.3015,11
0.195,1.217,0.2735,11
0.13,0.8725,0.1715,11
0.185,0.9285,0.1805,12
0.135,0.9885,0.1495,12
0.18,1.13,0.2765,12
0.17,1.12,0.2645,12
0.165,1.273,0.213,12
0.185,1.1085,0.3135,12
0.185,0.8575,0.1785,12
0.155,1.2035,0.239,12
0.18,1.5345,0.4195,12
0.15,0.708,0.151,12
0.17,1.137,0.2825,12
0.175,1.615,0.192,12
0.175,1.411,0.297,12
0.14,0.686,0.1255,12
0.175,1.5175,0.3125,12
0.165,0.772,0.1975,12
0.13,0.6645,0.133,12
0.22,2.302,0.509,12
0.11,0.383,0.0675,12
0.155,0.8415,0.1775,12
0.175,1.186,0.3015,12
0.165,0.9215,0.225,12
0.17,1.47,0.38,12
0.145,0.59,0.141,12
0.15,0.559,0.1215,12
0.18,1.154,0.256,12
0.16,0.8615,0.2175,12
0.155,1.133,0.223,12
0.2,1.2695,0.2675,12
0.185,1.3485,0.245,12
0.185,1.274,0.3065,12
0.135,0.435,0.083,12
0.195,1.2525,0.3975,12
0.14,1.1705,0.3175,12
0.195,1.647,0.331,12
0.135,0.8095,0.2015,12
0.15,1.266,0.2575,12
0.12,0.4705,0.1055,12
0.115,0.316,0.0595,12
0.16,0.9715,0.255,12
0.17,0.9445,0.2175,12
0.18,1.3705,0.303,12
0.235,2.2385,0.411,12
0.145,0.74,0.168,12
0.16,1.164,0.2635,12
0.175,1.5545,0.278,12
0.195,1.8375,0.3615,12
0.16,0.795,0.1555,12
0.175,1.477,0.3005,12
0.135,0.4935,0.0845,12
0.175,1.5105,0.3755,12
0.205,2.2635,0.423,12
0.22,2.333,0.3645,12
0.16,1.2585,0.311,12
0.17,0.4085,0.0825,12
0.155,1.3255,0.2605,12
0.15,0.6765,0.139,12
0.2,1.884,0.336,12
0.19,1.2955,0.3225,12
0.15,0.8425,0.1985,12
0.205,2.119,0.5185,12
0.2,1.3905,0.3315,12
0.165,0.8565,0.201,12
0.135,0.816,0.1485,12
0.18,1.1305,0.2655,12
0.19,1.4865,0.296,12
0.175,1.3165,0.2605,12
0.1,0.7145,0.166,12
0.155,1.3765,0.288,12
0.185,1.607,0.3215,12
0.08,0.266,0.066,12
0.14,1.113,0.244,12
0.195,2.5155,0.6415,12
0.175,1.098,0.232,12
0.175,1.1505,0.2265,12
0.11,0.447,0.082,12
0.11,0.3575,0.0725,12
0.165,0.8,0.1735,12
0.105,0.2905,0.0685,12
0.205,2.381,0.4695,12
0.18,1.685,0.42,12
0.15,1.2405,0.2915,12
0.115,0.807,0.179,12
0.175,1.221,0.252,12
0.18,1.6195,0.322,12
0.155,0.7385,0.152,12
0.16,1.234,0.238,12
0.15,0.8915,0.2105,12
0.16,1.017,0.2255,12
0.175,1.2445,0.297,12
0.18,1.295,0.2225,12
0.21,1.583,0.405,12
0.125,0.865,0.1725,12
0.18,0.854,0.1635,12
0.22,2.012,0.5265,12
0.165,1.2715,0.185,12
0.14,0.875,0.174,12
0.105,0.281,0.0615,12
0.175,1.377,0.33,12
0.145,1.107,0.2415,12
0.17,1.8095,0.391,12
0.17,0.9915,0.224,12
0.14,0.5555,0.1135,12
0.2,1.7825,0.3325,12
0.19,1.3105,0.288,12
0.145,1.0115,0.237,12
0.12,0.6175,0.122,12
0.16,1.1735,0.2405,12
0.115,0.669,0.172,12
0.195,1.2735,0.3315,12
0.13,0.4805,0.114,12
0.12,0.5565,0.122,12
0.185,1.741,0.3255,12
0.125,0.4775,0.0785,12
0.11,0.415,0.082,12
0.105,0.38,0.0785,12
0.155,1.0295,0.2315,12
0.125,0.6905,0.155,12
0.155,1.1955,0.2055,12
0.13,0.539,0.1355,12
0.19,1.3905,0.3035,12
0.16,1.255,0.3195,12
0.17,0.631,0.111,12
0.135,0.6185,0.1175,12
0.165,0.998,0.2495,12
0.19,2.273,0.418,12
0.135,0.507,0.1365,12
0.2,1.5675,0.367,12
0.14,0.982,0.2085,12
0.155,0.6985,0.146,12
0.15,0.755,0.1525,12
0.12,0.3745,0.081,12
0.19,2.0045,0.407,12
0.185,1.286,0.295,12
0.25,2.7795,0.76,12
0.125,0.45,0.0865,12
0.14,0.931,0.234,12
0.135,0.6295,0.1425,12
0.16,1.093,0.221,12
0.155,1.026,0.112,12
0.205,2.2205,0.421,12
0.205,2.087,0.474,12
0.19,1.371,0.2905,12
0.17,1.0225,0.2405,12
0.12,0.702,0.1465,12
0.19,1.539,0.408,12
0.175,1.446,0.2705,12
0.125,0.813,0.166,12
0.175,1.742,0.389,12
0.145,1.054,0.2255,12
0.2,1.6645,0.367,12
0.115,0.6785,0.138,12
0.175,1.3725,0.32,12
0.195,1.7525,0.4215,12
0.165,1.065,0.216,12
0.195,1.8745,0.4065,12
0.115,0.496,0.117,12
0.165,1.244,0.257,12
0.185,1.8795,0.38,12
0.145,0.7405,0.172,12
0.18,0.568,0.1495,12
0.155,0.772,0.1535,12
0.165,1.34,0.2815,12
0.175,1.286,0.288,12
0.195,1.37,0.2955,12
0.16,0.567,0.1245,12
0.165,1.1905,0.298,12
0.165,1.161,0.2455,12
0.21,1.2765,0.279,12
0.115,0.3285,0.051,12
0.18,1.6705,0.3605,12
0.155,0.5955,0.161,12
0.205,2.1275,0.46,12
0.13,1.556,0.374,12
0.13,0.581,0.132,12
0.16,1.0835,0.2215,12
0.185,1.3745,0.1805,12
0.15,1.0525,0.336,12
0.165,1.023,0.1955,12
0.175,0.692,0.15,12
0.135,0.59,0.125,12
0.125,0.388,0.09,12
0.205,1.4015,0.2465,12
0.19,1.2765,0.328,12
0.19,1.623,0.354,12
0.155,0.6675,0.156,12
0.2,2.1055,0.363,12
0.155,0.727,0.1835,12
0.13,0.6175,0.142,12
0.19,1.527,0.353,12
0.19,1.3485,0.2745,12
0.165,1.1445,0.218,12
0.15,0.6415,0.152,12
0.215,2.173,0.564,12
0.125,0.44,0.1065,12
0.17,1.4345,0.309,12
0.1,0.2565,0.0585,12
0.15,1.1355,0.2325,12
0.145,1.062,0.1785,12
0.195,1.9805,0.4925,12
0.18,1.2215,0.2695,12
0.175,1.6185,0.409,12
0.145,0.6185,0.1385,12
0.135,0.7365,0.1315,12
0.16,1.09,0.224,12
0.16,0.6445,0.1575,12
0.135,0.547,0.1325,12
0.155,0.9395,0.214,12
0.15,0.997,0.246,12
0.18,0.97,0.196,12
0.15,1.151,0.2315,12
0.105,0.525,0.1195,12
0.15,0.785,0.186,12
0.175,1.4405,0.2985,12
0.165,0.9765,0.244,12
0.155,0.7895,0.159,12
0.145,0.651,0.19,12
0.18,1.6,0.3525,12
0.185,0.925,0.197,12
0.135,0.5915,0.1315,12
0.18,1.429,0.29,12
0.185,1.978,0.4255,12
0.155,1.0605,0.2165,12
0.16,1.0345,0.26,12
0.16,0.915,0.1935,12
0.19,1.492,0.3905,12
0.15,0.5965,0.126,12
0.135,0.5835,0.1265,12
0.125,0.406,0.1055,12
0.15,0.8665,0.1955,12
0.15,0.6995,0.153,12
0.12,0.9585,0.169,12
0.17,1.613,0.3255,12
0.175,0.991,0.2395,12
0.14,0.433,0.095,12
0.16,0.658,0.1125,12
0.215,2.1,0.4825,12
0.13,1.102,0.2055,12
0.14,0.9535,0.2065,12
0.195,1.0295,0.1905,18
0.125,0.3525,0.0565,18
0.18,1.162,0.2675,18
0.155,1.156,0.289,18
0.16,1.616,0.332,18
0.18,1.227,0.287,18
0.12,0.8665,0.176,18
0.17,1.0475,0.1705,18
0.15,0.8205,0.159,18
0.175,0.957,0.215,18
0.13,0.494,0.103,18
0.15,0.6815,0.1405,18
0.175,0.9555,0.1665,18
0.175,0.98,0.207,18
0.17,0.9065,0.156,18
0.18,1.626,0.3445,18
0.18,1.4155,0.314,18
0.165,1.959,0.261,18
0.155,1.489,0.312,18
0.19,1.8085,0.3885,18
0.19,1.36,0.2375,18
0.155,0.8365,0.1385,18
0.14,0.6735,0.124,18
0.19,1.3065,0.3565,18
0.19,1.3185,0.233,18
0.195,0.973,0.2135,18
0.165,1.338,0.3575,18
0.19,1.428,0.318,18
0.165,1.0915,0.2435,18
0.175,0.874,0.207,18
0.18,1.312,0.2485,18
0.145,0.873,0.196,18
0.175,1.571,0.271,18
0.195,1.3165,0.254,18
0.2,1.6305,0.297,18
0.19,1.966,0.437,18
0.21,2.141,0.398,18
0.14,0.673,0.13,18
0.17,1.9335,0.389,13
0.18,1.8445,0.4655,13
0.215,2.226,0.405,13
0.13,0.879,0.1695,13
0.1,0.366,0.0905,13
0.145,0.66,0.1055,13
0.11,0.739,0.161,13
0.13,0.764,0.196,13
0.15,1.1415,0.204,13
0.18,0.8525,0.1825,13
0.125,0.5255,0.135,13
0.2,1.8995,0.478,13
0.13,0.8595,0.1775,13
0.185,1.285,0.224,13
0.14,0.939,0.201,13
0.16,1.222,0.2575,13
0.135,0.711,0.144,13
0.155,0.9885,0.195,13
0.17,1.0915,0.2715,13
0.14,0.6385,0.142,13
0.125,0.9745,0.174,13
0.14,0.908,0.1615,13
0.08,0.1585,0.0325,13
0.16,0.906,0.219,13
0.11,0.385,0.046,13
0.13,0.88,0.1955,13
0.175,1.273,0.2925,13
0.13,0.5735,0.1365,13
0.155,0.8915,0.177,13
0.185,0.9815,0.136,13
0.185,1.587,0.336,13
0.21,1.7885,0.408,13
0.165,0.8005,0.1985,13
0.18,1.1595,0.2165,13
0.205,1.773,0.447,13
0.185,1.5715,0.3835,13
0.15,0.8045,0.2125,13
0.15,0.696,0.1625,13
0.13,0.458,0.1055,13
0.165,1.056,0.2475,13
0.175,0.892,0.174,13
0.135,0.3865,0.07,13
0.1,0.437,0.0755,13
0.155,0.9845,0.2155,13
0.13,0.5795,0.164,13
0.165,1.2225,0.202,13
0.13,0.921,0.181,13
0.24,2.21,0.413,13
0.205,1.2315,0.238,13
0.16,1.2835,0.2755,13
0.15,1.343,0.292,13
0.145,0.8285,0.1905,13
0.14,0.625,0.16,13
0.18,1.402,0.2935,13
0.2,1.523,0.306,13
0.165,0.6885,0.138,13
0.185,1.5275,0.368,13
0.135,0.8075,0.181,13
0.16,1.1005,0.2525,13
0.18,1.053,0.192,13
0.14,0.868,0.243,13
0.22,1.5515,0.3835,13
0.17,1.2105,0.2555,13
0.17,0.967,0.284,13
0.205,1.6445,0.3595,13
0.16,1.0575,0.228,13
0.19,0.994,0.2425,13
0.155,1.116,0.2315,13
0.13,0.717,0.166,13
0.15,0.5795,0.125,13
0.165,1.124,0.1785,13
0.17,0.8155,0.155,13
0.105,0.612,0.15,13
0.125,0.8775,0.2145,13
0.205,1.4275,0.306,13
0.135,0.592,0.1645,13
0.185,1.325,0.325,13
0.165,1.1365,0.3005,13
0.18,1.3315,0.347,13
0.16,1.1015,0.2555,13
0.17,1.326,0.2625,13
0.195,1.4005,0.36,13
0.11,0.6355,0.157,13
0.165,1.0385,0.26,13
0.13,0.768,0.095,13
0.16,0.9295,0.1735,13
0.185,1.156,0.243,13
0.11,0.384,0.1005,13
0.15,0.745,0.1675,13
0.15,0.7155,0.171,13
0.155,0.857,0.174,13
0.1,0.265,0.06,13
0.175,1.472,0.27,13
0.145,0.7,0.1905,13
0.165,0.93,0.237,13
0.175,1.2675,0.2815,13
0.12,0.3095,0.058,13
0.22,1.359,0.3255,13
0.145,0.5425,0.123,13
0.17,0.8325,0.1685,13
0.195,1.098,0.2895,13
0.16,1.6365,0.3005,13
0.145,0.5885,0.1155,13
0.155,0.9175,0.243,13
0.175,1.146,0.23,13
0.15,0.8085,0.112,13
0.125,0.77,0.159,13
0.19,1.32,0.3095,13
0.125,0.425,0.0795,13
0.205,1.7975,0.3935,13
0.175,1.115,0.254,13
0.145,0.6635,0.1295,13
0.225,2.037,0.5145,13
0.205,1.925,0.358,13
0.165,1.097,0.264,13
0.15,1.456,0.2875,13
0.17,1.1845,0.274,13
0.115,0.541,0.1025,13
0.18,1.68,0.2975,13
0.175,1.707,0.387,13
0.18,1.5395,0.3675,13
0.16,1.0765,0.253,13
0.165,1.166,0.238,13
0.14,0.4935,0.133,13
0.175,0.8525,0.189,13
0.19,2.0885,0.478,13
0.165,0.825,0.205,13
0.205,2.125,0.4425,13
0.235,1.366,0.219,13
0.195,1.388,0.2735,13
0.13,0.584,0.1355,13
0.13,0.7665,0.168,13
0.18,1.1235,0.2805,13
0.125,0.4895,0.0875,13
0.16,0.9615,0.166,13
0.125,0.8025,0.1715,13
0.175,1.689,0.371,13
0.135,0.4745,0.0935,13
0.19,1.066,0.226,13
0.19,1.551,0.3685,13
0.11,0.3675,0.0935,13
0.175,1.229,0.2735,13
0.16,0.792,0.1455,13
0.175,1.2705,0.3265,13
0.14,1.195,0.205,13
0.135,0.836,0.1625,13
0.12,0.444,0.1145,13
0.185,1.522,0.3025,13
0.17,0.8465,0.2405,13
0.085,0.2145,0.0465,13
0.12,0.659,0.179,13
0.18,1.2785,0.2995,13
0.195,1.352,0.2445,13
0.15,1.406,0.348,13
0.115,0.487,0.1455,13
0.125,0.955,0.2535,13
0.195,1.6245,0.347,13
0.205,1.933,0.429,13
0.165,0.7485,0.134,13
0.14,0.707,0.2185,13
0.165,0.7575,0.1635,13
0.205,1.8185,0.4025,13
0.2,1.449,0.2565,13
0.18,1.1785,0.2655,13
0.2,2.4925,0.575,13
0.185,1.7375,0.3135,13
0.155,1.008,0.193,13
0.14,0.769,0.154,13
0.2,1.7095,0.4115,13
0.165,1.489,0.3445,13
0.125,0.4995,0.1,13
0.175,1.724,0.4575,13
0.19,1.151,0.281,13
0.13,1.1325,0.234,13
0.12,0.514,0.131,13
0.135,0.5785,0.123,13
0.185,1.65,0.4505,13
0.175,1.068,0.203,13
0.17,1.122,0.3045,13
0.16,1.277,0.319,13
0.115,0.683,0.1615,13
0.2,1.9045,0.44,13
0.145,0.515,0.098,13
0.045,0.0475,0.011,5
0.025,0.024,0.005,5
0.08,0.121,0.042,5
0.055,0.042,0.015,5
0.08,0.0915,0.0215,5
0.075,0.106,0.023,5
0.1,0.2675,0.0605,5
0.04,0.0305,0.0075,5
0.055,0.0465,0.012,5
0.06,0.073,0.0235,5
0.085,0.1285,0.027,5
0.08,0.1625,0.05,5
0.08,0.18,0.045,5
0.055,0.0785,0.018,5
0.1,0.2815,0.0505,5
0.065,0.096,0.0205,5
0.09,0.3025,0.0665,5
0.07,0.141,0.031,5
0.06,0.0965,0.022,5
0.06,0.088,0.021,5
0.04,0.048,0.018,5
0.065,0.079,0.014,5
0.07,0.1055,0.015,5
0.08,0.168,0.0355,5
0.06,0.086,0.0185,5
0.065,0.071,0.0185,5
0.08,0.1795,0.0315,5
0.07,0.1055,0.041,5
0.07,0.1,0.0245,5
0.08,0.1315,0.024,5
0.065,0.1235,0.026,5
0.08,0.033,0.007,5
0.085,0.198,0.0455,5
0.04,0.0705,0.015,5
0.085,0.1075,0.024,5
0.055,0.106,0.0265,5
0.065,0.0685,0.014,5
0.095,0.2905,0.063,5
0.06,0.099,0.017,5
0.1,0.1165,0.0285,5
0.065,0.1075,0.0205,5
0.06,0.1115,0.0185,5
0.07,0.08,0.0215,5
0.065,0.101,0.021,5
0.075,0.18,0.0245,5
0.055,0.0315,0.0065,5
0.07,0.1115,0.0205,5
0.055,0.166,0.051,5
0.07,0.109,0.0265,5
0.07,0.094,0.02,5
0.065,0.1195,0.0155,5
0.05,0.057,0.013,5
0.075,0.1585,0.037,5
0.065,0.0835,0.015,5
0.07,0.106,0.0285,5
0.075,0.15,0.042,5
0.065,0.092,0.0235,5
0.07,0.1145,0.0235,5
0.08,0.099,0.0255,5
0.075,0.0865,0.0205,5
0.05,0.0545,0.016,5
0.08,0.2015,0.0475,5
0.085,0.2405,0.0535,5
0.065,0.0685,0.0155,5
0.09,0.2855,0.0625,5
0.065,0.0645,0.0105,5
0.05,0.0235,0.0035,5
0.07,0.0815,0.016,5
0.095,0.199,0.049,5
0.075,0.14,0.0235,5
0.09,0.3245,0.0565,5
0.095,0.196,0.042,5
0.09,0.247,0.044,5
0.07,0.1055,0.019,5
0.08,0.1375,0.031,5
0.045,0.07,0.0235,5
0.065,0.1385,0.0225,5
0.075,0.1345,0.028,5
0.05,0.064,0.0135,5
0.035,0.021,0.0045,5
0.055,0.0545,0.012,5
0.055,0.059,0.0125,5
0.09,0.228,0.042,5
0.055,0.0705,0.014,5
0.065,0.0905,0.02,5
0.06,0.073,0.017,5
0.075,0.1785,0.0455,5
0.075,0.1225,0.0115,5
0.075,0.1405,0.035,5
0.06,0.125,0.0375,5
0.08,0.132,0.022,5
0.1,0.2985,0.061,5
0.09,0.1885,0.0385,5
0.09,0.1575,0.0265,5
0.055,0.101,0.017,5
0.08,0.0645,0.0175,5
0.08,0.099,0.024,5
0.04,0.027,0.0055,5
0.045,0.0265,0.005,5
0.095,0.1595,0.032,5
0.075,0.1495,0.033,5
0.065,0.0985,0.021,5
0.03,0.0385,0.005,5
0.045,0.04,0.008,4
0.06,0.086,0.014,4
0.025,0.0195,0.005,4
0.05,0.049,0.01,4
0.035,0.0145,0.0035,4
0.06,0.037,0.0095,4
0.065,0.074,0.0165,4
0.075,0.1285,0.028,4
0.035,0.034,0.0085,4
0.04,0.0245,0.0045,4
0.08,0.131,0.0265,4
0.07,0.0875,0.022,4
0.075,0.118,0.031,4
0.06,0.0545,0.0095,4
0.015,0.0145,0.003,4
0.095,0.03,0.008,4
0.04,0.046,0.007,4
0.05,0.036,0.008,4
0.055,0.0455,0.0065,4
0.05,0.0515,0.012,4
0.055,0.059,0.0125,4
0.09,0.147,0.034,4
0.075,0.117,0.029,4
0.065,0.0635,0.0135,4
0.055,0.083,0.0215,4
0.06,0.0765,0.014,4
0.06,0.0635,0.008,4
0.065,0.0805,0.0185,4
0.04,0.028,0.008,4
0.055,0.0555,0.013,4
0.02,0.019,0.0025,4
0.07,0.097,0.019,4
0.035,0.0105,0.0065,4
0.055,0.0725,0.017,4
0.06,0.0655,0.0005,4
0.04,0.0435,0.009,4
0.045,0.032,0.0065,4
0.085,0.196,0.035,4
0.065,0.071,0.013,4
0.07,0.0565,0.013,4
0.06,0.095,0.0245,4
0.04,0.038,0.0065,4
0.05,0.042,0.0125,4
0.04,0.024,0.006,4
0.05,0.1185,0.0225,4
0.055,0.0925,0.021,4
0.045,0.029,0.0075,4
0.085,0.1065,0.0295,4
0.04,0.029,0.0065,4
0.065,0.04,0.011,4
0.035,0.0265,0.0055,4
0.05,0.032,0.008,4
0.1,0.221,0.0265,6
0.12,0.5915,0.11,6
0.105,0.309,0.08,6
0.1,0.382,0.096,6
0.085,0.1875,0.042,6
0.07,0.1365,0.0295,6
0.11,0.367,0.08,6
0.12,0.4725,0.1075,6
0.095,0.348,0.053,6
0.11,0.4355,0.1095,6
0.1,0.2805,0.0565,6
0.125,0.4775,0.089,6
0.085,0.237,0.0405,6
0.07,0.1245,0.0265,6
0.1,0.3435,0.0795,6
0.125,0.244,0.038,6
0.055,0.0605,0.014,6
0.09,0.2225,0.053,6
0.105,0.304,0.061,6
0.105,0.365,0.0825,6
0.07,0.1015,0.03,6
0.1,0.3085,0.0735,6
0.08,0.2545,0.0565,6
0.125,0.874,0.2075,6
0.12,0.4925,0.1075,6
0.09,0.203,0.059,6
0.085,0.2045,0.056,6
0.09,0.215,0.06,6
0.06,0.058,0.0145,6
0.095,0.257,0.055,6
0.07,0.126,0.0275,6
0.095,0.2625,0.0515,6
0.09,0.2055,0.0575,6
0.07,0.075,0.018,6
0.105,0.4015,0.0345,6
0.12,0.4645,0.1045,6
0.075,0.187,0.0445,6
0.085,0.204,0.021,6
0.095,0.1945,0.037,6
0.08,0.251,0.037,6
0.05,0.1445,0.0385,6
0.095,0.232,0.041,6
0.085,0.1895,0.0515,6
0.08,0.1485,0.031,6
0.13,0.804,0.1405,6
0.095,0.252,0.0575,6
0.065,0.1445,0.032,6
0.125,0.4845,0.1075,6
0.11,0.4565,0.099,6
0.095,0.304,0.084,6
0.08,0.1205,0.028,6
0.09,0.1665,0.04,6
0.105,0.378,0.0785,6
0.105,0.366,0.0855,6
0.09,0.277,0.0625,6
0.09,0.2885,0.0635,6
0.11,0.329,0.0455,6
0.105,0.3595,0.083,6
0.07,0.1605,0.0335,6
0.12,0.497,0.1055,6
0.12,0.4995,0.0945,6
0.075,0.22,0.04,6
0.085,0.217,0.035,6
0.15,0.8915,0.1925,6
0.095,0.2875,0.0605,6
0.1,0.2725,0.057,6
0.07,0.0735,0.02,6
0.09,0.33,0.068,6
0.075,0.215,0.036,6
0.03,0.0295,0.015,6
0.07,0.1075,0.0225,6
0.095,0.1995,0.0535,6
0.135,0.6595,0.1535,6
0.08,0.1755,0.0505,6
0.09,0.18,0.036,6
0.065,0.0625,0.014,6
0.055,0.067,0.0125,6
0.07,0.096,0.0225,6
0.075,0.2215,0.0445,6
0.08,0.2345,0.0455,6
0.08,0.081,0.0195,6
0.07,0.18,0.048,6
0.135,0.4095,0.1005,6
0.08,0.096,0.0185,6
0.085,0.2185,0.038,6
0.08,0.1695,0.044,6
0.09,0.2155,0.049,6
0.13,0.526,0.105,6
0.095,0.172,0.0255,6
0.115,0.355,0.065,6
0.115,0.318,0.0725,6
0.085,0.197,0.0325,6
0.12,0.3685,0.0835,6
0.07,0.133,0.0255,6
0.07,0.17,0.0365,6
0.095,0.2175,0.046,6
0.125,0.5215,0.117,6
0.07,0.161,0.0255,6
0.115,0.545,0.111,6
0.085,0.1905,0.0485,6
0.09,0.3625,0.0835,6
0.115,0.314,0.0595,6
0.085,0.2675,0.0585,6
0.11,0.3805,0.0895,6
0.05,0.084,0.0185,6
0.1,0.394,0.091,6
0.115,0.4215,0.102,6
0.11,0.256,0.0535,6
0.085,0.1885,0.0335,6
0.085,0.196,0.0305,6
0.085,0.146,0.0365,6
0.085,0.1695,0.026,6
0.105,0.4405,0.0745,6
0.125,0.482,0.106,6
0.09,0.2645,0.0505,6
0,0.134,0.0285,6
0.075,0.139,0.032,6
0.08,0.183,0.04,6
0.065,0.106,0.02,6
0.085,0.128,0.034,6
0.11,0.6065,0.131,6
0.095,0.2425,0.0485,6
0.17,0.828,0.208,6
0.08,0.2,0.0555,6
0.075,0.1775,0.0315,6
0.05,0.046,0.012,6
0.09,0.161,0.039,6
0.08,0.18,0.0385,6
0.125,0.4315,0.1165,6
0.08,0.226,0.047,6
0.095,0.219,0.0515,6
0.14,0.681,0.1415,6
0.065,0.096,0.027,6
0.09,0.2565,0.0645,6
0.09,0.248,0.066,6
0.09,0.218,0.0405,6
0.08,0.192,0.0465,6
0.125,0.4475,0.126,6
0.085,0.1415,0.0295,6
0.1,0.306,0.06,6
0.055,0.0235,0.0055,6
0.09,0.127,0.031,6
0.105,0.33,0.0705,6
0.09,0.238,0.0545,6
0.18,1.3695,0.294,6
0.11,0.2985,0.071,6
0.095,0.279,0.051,6
0.11,0.309,0.0645,6
0.07,0.0715,0.018,6
0.11,0.4965,0.127,6
0.05,0.083,0.0215,6
0.08,0.2075,0.0415,6
0.09,0.2545,0.0595,6
0.1,0.411,0.1,6
0.075,0.127,0.03,6
0.065,0.1295,0.028,6
0.08,0.1,0.0195,6
0.06,0.1195,0.0235,6
0.09,0.179,0.0525,6
0.06,0.0935,0.023,6
0.075,0.1485,0.0375,6
0.07,0.124,0.0215,6
0.105,0.2885,0.065,6
0.075,0.1585,0.0305,6
0.095,0.34,0.057,6
0.07,0.151,0.0405,6
0.095,0.2465,0.0415,6
0.075,0.1455,0.0305,6
0.1,0.2325,0.042,6
0.09,0.2075,0.039,6
0.075,0.0945,0.02,6
0.115,0.6765,0.1065,6
0.075,0.1695,0.0355,6
0.07,0.164,0.04,6
0.12,0.5335,0.108,6
0.065,0.3205,0.066,6
0.085,0.117,0.0175,6
0.085,0.192,0.03,6
0.11,0.413,0.096,6
0.115,0.6245,0.143,6
0.09,0.1465,0.034,6
0.075,0.152,0.0305,6
0.1,0.237,0.0395,6
0.1,0.3225,0.0735,6
0.095,0.249,0.058,6
0.08,0.1365,0.0285,6
0.09,0.2815,0.0615,6
0.1,0.394,0.0655,6
0.075,0.1525,0.0645,6
0.09,0.3595,0.081,6
0.11,0.3685,0.0885,6
0.065,0.0615,0.02,6
0.06,0.0765,0.0115,6
0.08,0.1255,0.0265,6
0.085,0.2735,0.061,6
0.095,0.393,0.075,6
0.1,0.217,0.0495,6
0.075,0.18,0.04,6
0.1,0.185,0.0435,6
0.07,0.092,0.02,6
0.115,0.3265,0.077,6
0.075,0.1195,0.0265,6
0.105,0.2155,0.0475,6
0.1,0.398,0.0645,6
0.075,0.155,0.037,6
0.075,0.214,0.051,6
0.115,0.3925,0.078,6
0.1,0.3245,0.072,6
0.1,0.449,0.0825,6
0.08,0.2325,0.056,6
0.085,0.2015,0.038,6
0.1,0.2575,0.061,6
0.105,0.422,0.0865,6
0.075,0.1105,0.0285,6
0.085,0.1735,0.034,6
0.09,0.219,0.0405,6
0.115,0.3435,0.085,6
0.105,0.389,0.0905,6
0.095,0.183,0.0385,6
0.115,0.46,0.1115,6
0.08,0.2235,0.043,6
0.155,0.8085,0.1155,6
0.1,0.342,0.0835,6
0.09,0.3335,0.061,6
0.09,0.179,0.033,6
0.09,0.269,0.067,6
0.095,0.2275,0.0475,6
0.09,0.253,0.05,6
0.1,0.4165,0.0865,6
0.085,0.1545,0.0345,6
0.09,0.328,0.0615,6
0.075,0.275,0.0675,6
0.13,0.4495,0.0835,6
0.17,1.247,0.2455,21
0.165,1.0595,0.165,21
0.16,1.3175,0.234,21
0.145,0.944,0.185,21
0.175,1.742,0.3025,21
0.13,0.6835,0.1315,21
0.2,1.596,0.4075,21
0.2,1.4385,0.2665,21
0.125,0.943,0.129,21
0.15,0.573,0.124,21
0.185,1.597,0.35,21
0.225,1.756,0.3405,21
0.14,0.9535,0.201,17
0.22,2.032,0.4755,17
0.115,0.9085,0.197,17
0.24,2.1995,0.465,17
0.17,1.278,0.257,17
0.21,1.7445,0.305,17
0.165,0.8605,0.169,17
0.14,0.8505,0.146,17
0.19,1.229,0.278,17
0.165,0.97,0.2315,17
0.195,1.62,0.358,17
0.195,1.369,0.2185,17
0.17,0.949,0.2395,17
0.11,0.5005,0.107,17
0.155,0.6445,0.1325,17
0.175,1.7265,0.3415,17
0.195,1.4385,0.354,17
0.15,0.6345,0.1335,17
0.165,1.262,0.283,17
0.15,0.805,0.1625,17
0.17,1.0965,0.229,17
0.19,1.496,0.2815,17
0.215,1.719,0.299,17
0.125,1.027,0.212,17
0.195,1.0885,0.187,17
