@relation abalone

@attribute Length numeric
@attribute Whole_weight numeric
@attribute Shell_weight numeric
@attribute Rings {15,7,9,10,8,20,16,19,14,11,12,18,13,5,4,6,21,17,22,1,3,26,23,29,2,27,25,24}

@data
0.5,0.5835,0.18,12
0.5,0.6645,0.24,12
0.59,1.161,0.28,12
0.5,0.5955,0.2,12
0.485,0.4775,0.17,12
0.575,0.9215,0.256,12
0.545,0.8565,0.24,12
0.66,1.5175,0.415,12
0.45,0.496,0.14,12
0.5,0.5965,0.185,12
0.67,1.37,0.407,12
0.495,0.6295,0.215,12
0.56,0.8395,0.305,12
0.72,1.613,0.4945,12
0.52,0.8565,0.21,12
0.535,0.6315,0.1815,12
0.52,0.669,0.205,12
0.58,1.0345,0.3635,12
0.55,0.7895,0.25,12
0.71,1.47,0.431,12
0.575,0.8745,0.29,12
0.66,1.3765,0.335,12
0.61,1.2735,0.398,12
0.68,1.623,0.4715,12
0.605,1.098,0.375,12
0.53,0.7365,0.22,12
0.61,1.1085,0.33,12
0.725,1.978,0.4505,12
0.49,0.59,0.1845,12
0.575,0.925,0.35,12
0.72,2.1055,0.494,12
0.715,2.0045,0.5075,12
0.585,0.9915,0.265,12
0.56,0.8,0.25,12
0.535,0.6765,0.26,12
0.395,0.3375,0.098,12
0.72,2.2385,0.621,12
0.62,1.186,0.35,12
0.72,1.6705,0.501,12
0.57,0.865,0.27,12
0.505,0.875,0.285,12
0.655,1.3485,0.425,12
0.54,0.74,0.245,12
0.645,1.151,0.293,12
0.61,1.234,0.315,12
0.615,1.377,0.292,12
0.515,0.5555,0.2235,12
0.68,1.741,0.4685,12
0.61,1.2445,0.345,12
0.705,1.685,0.4045,12
0.705,1.5345,0.43,12
0.51,0.6175,0.193,12
0.5,0.6785,0.195,12
0.615,1.023,0.3035,12
0.7,2.273,0.638,12
0.625,1.411,0.395,12
0.605,1.054,0.36,12
0.56,0.97,0.355,12
0.505,0.651,0.17,12
0.49,0.539,0.165,12
0.62,1.2555,0.355,12
0.56,0.9445,0.3,12
0.635,1.477,0.39,12
0.605,0.982,0.295,12
0.615,1.255,0.3225,12
0.54,0.7385,0.215,12
0.5,0.772,0.245,12
0.575,0.9775,0.33,12
0.48,0.6905,0.2,12
0.505,0.6185,0.2,12
0.75,2.2205,0.63,12
0.62,1.154,0.315,12
0.51,0.6185,0.24,12
0.44,0.435,0.125,12
0.47,0.5565,0.195,12
0.585,1.133,0.305,12
0.45,0.447,0.13,12
0.495,0.709,0.262,12
0.655,1.6225,0.513,12
0.575,0.9585,0.275,12
0.67,1.3905,0.4,12
0.75,2.2635,0.726,12
0.7,1.556,0.195,12
0.5,0.6675,0.18,12
0.48,0.6175,0.175,12
0.735,2.333,0.6195,12
0.65,1.3745,0.369,12
0.65,1.6645,0.43,12
0.6,0.8665,0.255,12
0.705,1.7525,0.516,12
0.57,0.9535,0.245,12
0.62,1.274,0.32,12
0.77,2.5155,0.642,12
0.665,1.2695,0.436,12
0.57,0.9715,0.26,12
0.745,1.884,0.495,12
0.45,0.567,0.225,12
0.525,0.6445,0.22,12
0.48,0.59,0.23,12
0.52,0.6435,0.21,12
0.63,1.062,0.3365,12
0.6,0.8875,0.262,12
0.59,0.931,0.28,12
0.625,1.2035,0.3185,12
0.525,0.702,0.22,12
0.645,1.371,0.35,12
0.73,1.8795,0.4825,12
0.61,1.0225,0.36,12
0.775,2.7795,0.578,12
0.55,0.7085,0.205,12
0.455,0.44,0.135,12
0.595,1.081,0.279,12
0.655,1.1705,0.285,12
0.62,1.1305,0.306,12
0.735,2.087,0.625,12
0.64,1.2765,0.4,12
0.635,1.273,0.365,12
0.595,1.107,0.31,12
0.74,2.381,0.488,12
0.595,1.0605,0.3,12
0.645,1.4865,0.425,12
0.63,1.221,0.34,12
0.61,1.2715,0.49,12
0.535,0.6995,0.24,12
0.595,0.991,0.5,12
0.415,0.38,0.12,12
0.63,1.093,0.315,12
0.74,2.012,0.471,12
0.53,0.772,0.23,12
0.64,1.248,0.48,12
0.635,1.195,0.335,12
0.645,1.6195,0.4675,12
0.69,1.2525,0.462,12
0.585,0.8575,0.275,12
0.69,1.7825,0.461,12
0.63,1.0525,0.285,12
0.63,1.065,0.315,12
0.525,0.708,0.25,12
0.595,0.8915,0.245,12
0.69,1.569,0.46,12
0.485,0.581,0.168,12
0.595,1.026,0.305,12
0.68,1.3435,0.355,12
0.415,0.3285,0.106,12
0.425,0.382,0.14,12
0.565,0.9765,0.37,12
0.5,0.63,0.23,12
0.46,0.4935,0.17,12
0.65,1.3165,0.364,12
0.63,1.09,0.354,12
0.62,1.3255,0.335,12
0.61,1.137,0.344,12
0.645,1.5105,0.3775,12
0.635,1.286,0.4105,12
0.48,0.525,0.155,12
0.57,0.7405,0.1825,12
0.64,1.647,0.471,12
0.67,1.2585,0.308,12
0.435,0.406,0.096,12
0.45,0.45,0.145,12
0.51,0.6435,0.205,12
0.505,0.5915,0.185,12
0.415,0.388,0.125,12
0.57,1.295,0.44,12
0.67,1.527,0.44,12
0.505,0.692,0.215,12
0.63,1.0115,0.305,12
0.585,0.6985,0.195,12
0.565,1.2765,0.355,12
0.66,1.1905,0.37,12
0.55,0.8095,0.28,12
0.605,1.0835,0.275,12
0.645,1.286,0.386,12
0.48,0.507,0.155,12
0.7,1.4405,0.375,12
0.59,0.997,0.34,12
0.615,1.34,0.41,12
0.65,1.155,0.385,12
0.62,1.1505,0.4,12
0.62,1.221,0.43,12
0.74,2.119,0.482,12
0.385,0.2905,0.0875,12
0.57,0.8615,0.255,12
0.505,0.568,0.17,12
0.46,0.415,0.13,12
0.66,1.3485,0.49,12
0.675,1.5545,0.512,12
0.695,1.742,0.505,12
0.38,0.281,0.09,12
0.47,0.433,0.152,12
0.41,0.3745,0.125,12
0.475,0.559,0.1945,12
0.44,0.4085,0.1515,12
0.475,0.4805,0.1475,12
0.68,1.6185,0.62,12
0.525,0.813,0.1775,12
0.58,0.854,0.245,12
0.595,1.113,0.305,12
0.67,1.4015,0.416,12
0.565,0.915,0.32,12
0.63,1.13,0.315,12
0.62,1.615,0.675,12
0.61,1.2955,0.365,12
0.765,2.398,0.5335,12
0.35,0.1775,0.068,12
0.645,1.3105,0.37,12
0.525,0.658,0.225,12
0.605,1.1735,0.345,12
0.375,0.2565,0.0725,12
0.625,1.1955,0.3145,12
0.565,0.7145,0.18,12
0.735,2.1275,0.565,12
0.72,2.1,0.602,12
0.665,1.429,0.4,12
0.62,1.266,0.309,12
0.68,1.607,0.498,12
0.765,2.302,0.6205,12
0.63,1.1355,0.3115,12
0.62,1.0295,0.335,12
0.71,1.8745,0.6855,12
0.59,1.102,0.33,12
0.565,1.0055,0.265,12
0.72,2.173,0.5365,12
0.565,0.795,0.23,12
0.575,1.0475,0.385,18
0.725,2.141,1.005,18
0.58,1.3165,0.41,18
0.64,1.4435,0.39,18
0.635,1.312,0.485,18
0.645,1.3065,0.345,18
0.645,1.8085,0.395,18
0.565,0.957,0.275,18
0.57,0.9555,0.295,18
0.645,1.489,0.38,18
0.5,0.6735,0.25,18
0.485,0.673,0.195,18
0.65,1.626,0.53,18
0.605,1.227,0.35,18
0.64,1.571,0.475,18
0.48,0.6815,0.2495,18
0.665,1.338,0.35,18
0.525,0.8665,0.29,18
0.615,1.36,0.47,18
0.66,1.3665,0.41,18
0.61,1.642,0.69,18
0.6,1.162,0.32,18
0.635,1.156,0.315,18
0.545,0.873,0.31,18
0.465,0.494,0.155,18
0.425,0.3525,0.13,18
0.565,0.8205,0.26,18
0.745,1.966,0.5855,18
0.565,0.9065,0.32,18
0.605,1.616,0.34,18
0.58,0.8365,0.32,18
0.57,1.0295,0.305,18
0.545,0.98,0.38,18
0.495,0.4775,0.169,18
0.525,0.874,0.205,18
0.655,1.4155,0.445,18
0.52,0.973,0.355,18
0.61,1.0915,0.33,18
0.475,0.501,0.175,13
0.675,1.925,0.4535,13
0.595,1.366,0.52,13
0.645,1.5415,0.535,13
0.7,1.523,0.4405,13
0.625,1.7855,0.3245,13
0.67,1.68,0.3935,13
0.35,0.2145,0.06,13
0.605,0.939,0.32,13
0.54,0.892,0.335,13
0.505,0.77,0.255,13
0.595,1.053,0.39,13
0.515,0.955,0.26,13
0.55,0.906,0.295,13
0.695,1.8995,0.5295,13
0.415,0.3865,0.148,13
0.7,1.773,0.538,13
0.59,1.1015,0.295,13
0.515,0.659,0.17,13
0.32,0.1585,0.05,13
0.615,1.1595,0.325,13
0.5,0.6885,0.25,13
0.6,1.129,0.36,13
0.44,0.4895,0.2,13
0.455,0.5795,0.215,13
0.455,0.385,0.1345,13
0.57,1.008,0.34,13
0.67,1.707,0.575,13
0.515,0.769,0.29,13
0.62,1.218,0.355,13
0.585,0.9845,0.2875,13
0.45,0.5425,0.175,13
0.72,1.9335,0.51,13
0.725,2.21,0.5015,13
0.69,1.8445,0.341,13
0.425,0.425,0.154,13
0.59,1.2315,0.42,13
0.655,1.472,0.45,13
0.65,1.4275,0.4355,13
0.62,1.1785,0.39,13
0.46,0.4935,0.115,13
0.435,0.384,0.125,13
0.55,0.9175,0.335,13
0.575,1.124,0.44,13
0.63,1.4135,0.3555,13
0.655,1.6445,0.46,13
0.485,0.5885,0.19,13
0.625,1.352,0.53,13
0.525,0.8005,0.25,13
0.525,0.792,0.28,13
0.55,0.9295,0.355,13
0.605,1.0915,0.335,13
0.675,1.587,0.395,13
0.62,1.325,0.33,13
0.555,0.7575,0.275,13
0.605,1.2225,0.385,13
0.69,1.933,0.498,13
0.475,0.541,0.21,13
0.57,1.116,0.27,13
0.525,0.8325,0.31,13
0.575,0.967,0.275,13
0.535,0.8915,0.25,13
0.47,0.5795,0.195,13
0.575,1.156,0.295,13
0.53,0.8155,0.275,13
0.55,0.8465,0.245,13
0.575,0.994,0.34,13
0.495,0.7485,0.285,13
0.58,1.068,0.32,13
0.615,1.145,0.343,13
0.59,1.1325,0.32,13
0.6,1.229,0.415,13
0.52,0.7,0.24,13
0.465,0.5255,0.145,13
0.57,0.88,0.238,13
0.465,0.6355,0.225,13
0.695,1.6365,0.44,13
0.71,1.9045,0.5,13
0.45,0.4995,0.17,13
0.475,0.592,0.2,13
0.705,1.5395,0.4645,13
0.405,0.3095,0.095,13
0.705,1.7095,0.49,13
0.62,1.166,0.355,13
0.55,0.8285,0.25,13
0.625,1.195,0.4,13
0.575,0.9315,0.26,13
0.62,1.146,0.39,13
0.51,0.612,0.195,13
0.46,0.458,0.13,13
0.58,1.0385,0.305,13
0.625,1.234,0.35,13
0.54,0.8245,0.24,13
0.48,0.6275,0.185,13
0.645,1.449,0.505,13
0.455,0.4745,0.168,13
0.7,1.74,0.4865,13
0.58,0.9075,0.285,13
0.44,0.366,0.12,13
0.615,1.066,0.33,13
0.505,0.656,0.22,13
0.555,0.7665,0.275,13
0.56,0.8775,0.29,13
0.535,0.8075,0.25,13
0.695,1.5515,0.445,13
0.595,1.285,0.485,13
0.49,0.6385,0.195,13
0.535,1.2705,0.337,13
0.675,1.689,0.474,13
0.49,0.6635,0.2515,13
0.545,0.625,0.235,13
0.655,1.359,0.405,13
0.545,0.9745,0.305,13
0.555,0.868,0.21,13
0.595,1.115,0.39,13
0.63,1.259,0.41,13
0.49,0.707,0.18,13
0.66,1.277,0.394,13
0.59,1.1005,0.295,13
0.43,0.3675,0.12,13
0.62,1.2105,0.335,13
0.72,2.0885,0.5305,13
0.56,0.8025,0.263,13
0.51,0.745,0.235,13
0.76,2.173,0.646,13
0.45,0.56,0.145,13
0.74,1.65,0.335,13
0.675,1.551,0.412,13
0.48,0.514,0.155,13
0.675,1.7375,0.469,13
0.645,1.1845,0.355,13
0.495,0.515,0.212,13
0.555,0.9025,0.28,13
0.535,0.8045,0.21,13
0.66,1.326,0.44,13
0.475,0.487,0.125,13
0.65,1.3315,0.405,13
0.665,1.522,0.405,13
0.64,1.151,0.3805,13
0.62,1.221,0.395,13
0.695,1.5715,0.4505,13
0.555,0.836,0.275,13
0.445,0.437,0.17,13
0.64,1.273,0.405,13
0.51,0.5735,0.195,13
0.52,0.66,0.22,13
0.605,1.098,0.315,13
0.43,0.444,0.14,13
0.49,0.5785,0.2,13
0.655,1.402,0.365,13
0.39,0.265,0.0865,13
0.585,0.908,0.315,13
0.605,1.122,0.315,13
0.58,0.921,0.29,13
0.56,0.93,0.3,13
0.53,0.739,0.295,13
0.67,1.32,0.4275,13
0.5,0.768,0.27,13
0.565,0.9815,0.39,13
0.67,1.406,0.37,13
0.68,1.7885,0.437,13
0.65,1.4005,0.44,13
0.735,2.037,0.5675,13
0.625,0.8595,0.24,13
0.72,2.226,0.62,13
0.61,1.097,0.335,13
0.515,0.764,0.25,13
0.72,2.125,0.511,13
0.575,1.1415,0.4,13
0.65,1.189,0.3645,13
0.51,0.584,0.185,13
0.59,1.1235,0.36,13
0.62,1.5275,0.35,13
0.7,1.7975,0.5165,13
0.71,1.724,0.4625,13
0.685,1.343,0.4,13
0.575,0.8525,0.3,13
0.58,1.1365,0.275,13
0.615,0.9885,0.345,13
0.635,1.489,0.3615,13
0.6,1.2675,0.38,13
0.675,1.2835,0.3545,13
0.575,0.9615,0.275,13
0.255,0.079,0.025,5
0.305,0.141,0.037,5
0.245,0.0785,0.02,5
0.385,0.228,0.0655,5
0.315,0.125,0.035,5
0.28,0.1225,0.035,5
0.32,0.1575,0.0425,5
0.255,0.088,0.023,5
0.27,0.1065,0.0285,5
0.255,0.0815,0.031,5
0.395,0.2985,0.082,5
0.22,0.0545,0.02,5
0.3,0.1195,0.035,5
0.33,0.1595,0.0435,5
0.32,0.1385,0.05,5
0.315,0.1375,0.0445,5
0.25,0.0835,0.025,5
0.375,0.196,0.0585,5
0.375,0.3245,0.095,5
0.25,0.073,0.0225,5
0.365,0.1985,0.053,5
0.32,0.181,0.0495,5
0.2,0.035,0.01,5
0.265,0.1055,0.035,5
0.265,0.0965,0.03,5
0.37,0.198,0.058,5
0.275,0.2315,0.0705,5
0.28,0.132,0.033,5
0.24,0.0545,0.0155,5
0.235,0.0705,0.02,5
0.16,0.021,0.005,5
0.285,0.106,0.034,5
0.395,0.3025,0.0765,5
0.285,0.101,0.0335,5
0.27,0.099,0.03,5
0.27,0.1,0.035,5
0.185,0.027,0.009,5
0.175,0.0305,0.01,5
0.29,0.1115,0.032,5
0.42,0.376,0.1,5
0.36,0.1885,0.055,5
0.37,0.2405,0.07,5
0.23,0.0645,0.02,5
0.21,0.0465,0.015,5
0.27,0.073,0.03,5
0.25,0.0685,0.0225,5
0.19,0.0265,0.009,5
0.235,0.0645,0.0215,5
0.31,0.1055,0.04,5
0.255,0.086,0.025,5
0.29,0.1115,0.03,5
0.24,0.0705,0.021,5
0.315,0.1145,0.0385,5
0.44,0.369,0.1015,5
0.28,0.1315,0.03,5
0.35,0.199,0.06,5
0.375,0.213,0.061,5
0.345,0.2005,0.05,5
0.23,0.057,0.016,5
0.275,0.092,0.027,5
0.335,0.168,0.05,5
0.215,0.0525,0.015,5
0.295,0.1285,0.0365,5
0.3,0.1345,0.044,5
0.36,0.1795,0.06,5
0.275,0.094,0.0325,5
0.295,0.1625,0.0385,5
0.34,0.2015,0.055,5
0.4,0.2675,0.0765,5
0.285,0.106,0.035,5
0.41,0.2905,0.073,5
0.25,0.0685,0.0225,5
0.3,0.1235,0.0315,5
0.28,0.1165,0.03,5
0.2,0.0345,0.01,5
0.28,0.106,0.031,5
0.29,0.0985,0.031,5
0.275,0.1055,0.0315,5
0.235,0.048,0.015,5
0.23,0.064,0.02,5
0.305,0.1075,0.038,5
0.215,0.059,0.0185,5
0.285,0.096,0.03,5
0.175,0.0235,0.008,5
0.275,0.101,0.034,5
0.29,0.1045,0.035,5
0.18,0.033,0.01,5
0.37,0.2815,0.068,5
0.275,0.099,0.03,5
0.175,0.0315,0.0125,5
0.315,0.18,0.047,5
0.285,0.109,0.033,5
0.395,0.2855,0.077,5
0.385,0.247,0.0675,5
0.275,0.08,0.025,5
0.21,0.0475,0.013,5
0.205,0.042,0.012,5
0.28,0.1075,0.034,5
0.29,0.14,0.04,5
0.3,0.121,0.035,5
0.325,0.166,0.045,5
0.235,0.1585,0.0465,5
0.215,0.0385,0.01,5
0.315,0.1285,0.0405,4
0.255,0.0725,0.021,4
0.255,0.074,0.02,4
0.325,0.147,0.045,4
0.245,0.0765,0.0215,4
0.135,0.029,0.008,4
0.175,0.028,0.009,4
0.22,0.049,0.015,4
0.225,0.0515,0.017,4
0.36,0.196,0.064,4
0.185,0.032,0.01,4
0.25,0.0635,0.02,4
0.21,0.0455,0.013,4
0.26,0.097,0.0305,4
0.2,0.037,0.011,4
0.14,0.0145,0.005,4
0.27,0.118,0.0305,4
0.165,0.0145,0.005,4
0.3,0.1185,0.042,4
0.225,0.0565,0.016,4
0.225,0.059,0.015,4
0.13,0.0105,0.0035,4
0.2,0.046,0.0065,4
0.165,0.0245,0.008,4
0.255,0.083,0.02,4
0.2,0.0435,0.007,4
0.155,0.0175,0.005,4
0.23,0.0515,0.036,4
0.245,0.095,0.026,4
0.19,0.038,0.015,4
0.24,0.0655,0.02,4
0.235,0.0545,0.015,4
0.165,0.019,0.005,4
0.195,0.032,0.012,4
0.16,0.0195,0.006,4
0.17,0.03,0.01,4
0.16,0.018,0.005,4
0.175,0.024,0.005,4
0.195,0.0325,0.0095,4
0.21,0.042,0.015,4
0.2,0.036,0.011,4
0.275,0.0875,0.0255,4
0.25,0.0805,0.0215,4
0.205,0.04,0.013,4
0.275,0.0925,0.026,4
0.185,0.029,0.0095,4
0.225,0.0465,0.015,4
0.245,0.071,0.0215,4
0.28,0.1065,0.03,4
0.245,0.0635,0.02,4
0.28,0.117,0.0345,4
0.425,0.382,0.1,6
0.42,0.3435,0.09,6
0.385,0.251,0.07,6
0.365,0.2155,0.063,6
0.28,0.1015,0.03,6
0.375,0.394,0.1125,6
0.29,0.1195,0.03,6
0.325,0.185,0.065,6
0.37,0.2215,0.0615,6
0.435,0.342,0.105,6
0.325,0.187,0.05,6
0.4,0.252,0.066,6
0.355,0.1905,0.055,6
0.3,0.161,0.05,6
0.4,0.314,0.087,6
0.345,0.203,0.055,6
0.335,0.1545,0.045,6
0.425,0.365,0.105,6
0.325,0.152,0.045,6
0.365,0.2155,0.0655,6
0.33,0.1445,0.0505,6
0.39,0.3085,0.085,6
0.405,0.304,0.0805,6
0.395,0.304,0.077,6
0.365,0.2215,0.07,6
0.32,0.305,0.0885,6
0.365,0.197,0.065,6
0.255,0.0925,0.025,6
0.43,0.4405,0.1075,6
0.295,0.121,0.0405,6
0.295,0.128,0.04,6
0.255,0.083,0.027,6
0.375,0.238,0.07,6
0.415,0.2815,0.085,6
0.35,0.2265,0.065,6
0.4,0.348,0.087,6
0.275,0.096,0.03,6
0.355,0.2275,0.0715,6
0.385,0.2575,0.086,6
0.435,0.367,0.105,6
0.44,0.4995,0.1185,6
0.46,0.46,0.1165,6
0.55,0.804,0.23,6
0.43,0.378,0.09,6
0.47,0.4845,0.142,6
0.34,0.1885,0.06,6
0.27,0.1,0.03,6
0.36,0.2075,0.062,6
0.34,0.2015,0.053,6
0.42,0.328,0.082,6
0.335,0.1695,0.0495,6
0.455,0.422,0.1,6
0.485,0.4725,0.147,6
0.26,0.092,0.03,6
0.31,0.1445,0.045,6
0.305,0.1465,0.0415,6
0.275,0.1125,0.0355,6
0.375,0.2075,0.07,6
0.45,0.4775,0.118,6
0.3,0.1385,0.037,6
0.375,0.2465,0.0775,6
0.585,0.874,0.225,6
0.37,0.257,0.0825,6
0.465,0.4015,0.109,6
0.335,0.17,0.05,6
0.38,0.277,0.082,6
0.32,0.133,0.041,6
0.355,0.2435,0.06,6
0.38,0.256,0.0755,6
0.35,0.1695,0.041,6
0.24,0.0715,0.025,6
0.415,0.3595,0.09,6
0.53,0.681,0.1835,6
0.46,0.4215,0.111,6
0.335,0.1665,0.06,6
0.3,0.127,0.0345,6
0.37,0.249,0.067,6
0.385,0.248,0.07,6
0.26,0.0945,0.03,6
0.375,0.219,0.075,6
0.33,0.196,0.0445,6
0.275,0.1105,0.035,6
0.43,0.309,0.098,6
0.315,0.164,0.045,6
0.375,0.218,0.0755,6
0.31,0.146,0.045,6
0.405,0.2885,0.0765,6
0.395,0.253,0.075,6
0.43,0.366,0.11,6
0.17,0.0235,0.008,6
0.385,0.244,0.085,6
0.385,0.3435,0.1025,6
0.335,0.183,0.0575,6
0.33,0.18,0.06,6
0.48,0.64,0.1575,6
0.4,0.33,0.08,6
0.33,0.163,0.048,6
0.595,1.1405,0.271,6
0.495,0.6245,0.155,6
0.285,0.0935,0.03,6
0.415,0.33,0.095,6
0.35,0.1605,0.046,6
0.37,0.214,0.07,6
0.44,0.4165,0.11,6
0.405,0.3205,0.088,6
0.4,0.318,0.0935,6
0.4,0.3225,0.091,6
0.315,0.134,0.3505,6
0.27,0.1205,0.04,6
0.33,0.1145,0.035,6
0.32,0.131,0.038,6
0.255,0.075,0.025,6
0.325,0.139,0.09,6
0.36,0.217,0.0715,6
0.325,0.1585,0.0455,6
0.315,0.151,0.039,6
0.36,0.1785,0.054,6
0.42,0.355,0.087,6
0.34,0.179,0.055,6
0.335,0.22,0.085,6
0.37,0.2045,0.08,6
0.31,0.2885,0.083,6
0.58,0.8915,0.2515,6
0.31,0.155,0.0365,6
0.45,0.411,0.098,6
0.41,0.394,0.106,6
0.325,0.161,0.045,6
0.345,0.1995,0.07,6
0.36,0.1895,0.055,6
0.36,0.219,0.065,6
0.295,0.1365,0.035,6
0.32,0.1485,0.045,6
0.415,0.2805,0.0975,6
0.27,0.084,0.029,6
0.235,0.0615,0.019,6
0.51,0.545,0.1385,6
0.375,0.215,0.055,6
0.325,0.1525,0.043,6
0.435,0.413,0.096,6
0.29,0.097,0.03,6
0.435,0.393,0.0885,6
0.295,0.126,0.035,6
0.235,0.058,0.018,6
0.515,0.6065,0.15,6
0.345,0.1945,0.055,6
0.475,0.5915,0.127,6
0.37,0.2545,0.07,6
0.375,0.2325,0.065,6
0.445,0.4355,0.1195,6
0.26,0.096,0.03,6
0.435,0.3925,0.1145,6
0.285,0.1075,0.027,6
0.4,0.306,0.094,6
0.205,0.046,0.0135,6
0.425,0.398,0.0945,6
0.455,0.497,0.1295,6
0.35,0.18,0.054,6
0.43,0.449,0.097,6
0.3,0.1255,0.039,6
0.41,0.2625,0.09,6
0.34,0.204,0.05,6
0.45,0.3685,0.102,6
0.185,0.4645,0.15,6
0.375,0.2545,0.0675,6
0.38,0.237,0.082,6
0.38,0.2505,0.075,6
0.25,0.0765,0.0245,6
0.405,0.2645,0.075,6
0.28,0.1195,0.03,6
0.355,0.1775,0.054,6
0.415,0.325,0.091,6
0.335,0.167,0.0575,6
0.19,0.0295,0.01,6
0.275,0.096,0.03,6
0.36,0.1755,0.07,6
0.415,0.3595,0.0915,6
0.29,0.275,0.035,6
0.255,0.0735,0.025,6
0.48,0.6765,0.17,6
0.405,0.269,0.11,6
0.235,0.067,0.018,6
0.32,0.1415,0.0405,6
0.38,0.237,0.07,6
0.46,0.5335,0.1345,6
0.425,0.377,0.105,6
0.48,0.635,0.135,6
0.365,0.1875,0.058,6
0.235,0.0625,0.022,6
0.44,0.4095,0.119,6
0.37,0.2175,0.065,6
0.35,0.1735,0.056,6
0.33,0.172,0.06,6
0.34,0.179,0.055,6
0.315,0.1485,0.0425,6
0.295,0.1295,0.035,6
0.415,0.3625,0.093,6
0.37,0.2325,0.072,6
0.66,1.3695,0.335,6
0.37,0.217,0.062,6
0.38,0.219,0.07,6
0.45,0.4925,0.12,6
0.35,0.215,0.065,6
0.27,0.081,0.03,6
0.33,0.1695,0.0505,6
0.475,0.4565,0.13,6
0.495,0.8085,0.35,6
0.375,0.2345,0.067,6
0.32,0.18,0.055,6
0.34,0.2,0.055,6
0.375,0.226,0.065,6
0.44,0.4495,0.134,6
0.44,0.545,0.1305,6
0.35,0.2055,0.062,6
0.28,0.124,0.03,6
0.34,0.18,0.0525,6
0.37,0.2565,0.0645,6
0.47,0.3685,0.1365,6
0.36,0.2225,0.075,6
0.385,0.312,0.086,6
0.36,0.2185,0.062,6
0.38,0.2425,0.21,6
0.425,0.3265,0.103,6
0.45,0.4475,0.11,6
0.41,0.3245,0.106,6
0.28,0.111,0.03,6
0.4,0.2675,0.0765,6
0.265,0.092,0.0245,6
0.47,0.4965,0.13,6
0.275,0.1365,0.042,6
0.31,0.151,0.045,6
0.38,0.2735,0.085,6
0.47,0.4315,0.1175,6
0.415,0.34,0.083,6
0.735,1.756,0.58,21
0.675,1.4385,0.465,21
0.68,1.596,0.585,21
0.67,1.247,0.4,21
0.64,1.368,0.57,21
0.49,0.573,0.17,21
0.595,1.3175,0.58,21
0.625,1.0595,0.445,21
0.49,0.6835,0.205,21
0.63,1.2435,0.39,21
0.67,1.597,0.47,21
0.56,0.943,0.375,21
0.665,1.742,0.725,21
0.575,0.9325,0.3,17
0.71,1.7265,0.565,17
0.5,0.655,0.205,17
0.63,1.3675,0.515,17
0.54,0.996,0.325,17
0.54,0.959,0.3,17
0.715,2.1995,0.885,17
0.585,1.171,0.4,17
0.65,1.1625,0.33,17
0.635,1.3315,0.435,17
0.58,1.035,0.385,17
0.57,0.9535,0.305,17
0.565,1.142,0.35,17
0.595,1.262,0.41,17
0.535,0.926,0.25,17
0.655,2.0805,0.601,17
0.52,0.7735,0.255,17
0.565,0.9085,0.29,17
0.645,1.229,0.395,17
0.565,0.9425,0.275,17
0.54,0.97,0.264,17
0.775,2.032,0.6585,17
0.72,1.7265,0.525,17
0.635,1.3035,0.41,17
0.5,0.498,0.17,17
0.55,0.8605,0.3,17
0.62,1.806,0.725,17
0.53,0.7395,0.2645,17
0.68,1.7445,0.625,17
0.665,1.4385,0.36,17
0.66,1.676,0.45,17
0.49,0.5005,0.195,17
0.62,1.511,0.51,17
0.575,0.805,0.27,17
0.515,0.8505,0.315,17
0.59,1.0885,0.375,17
0.58,0.9215,0.3,17
0.69,1.719,0.47,17
0.73,2.8255,0.897,17
0.64,1.407,0.455,17
0.52,0.8175,0.26,17
0.625,1.1745,0.42,17
0.495,0.6445,0.205,17
0.745,2.499,0.7,17
0.61,1.278,0.37,17
0.655,1.62,0.485,17
0.585,1.027,0.25,17
0.595,1.0965,0.35,17
0.53,0.775,0.235,17
0.555,0.97,0.295,17
0.625,1.369,0.37,17
0.63,1.539,0.57,17
0.585,0.8685,0.27,22
0.545,0.7505,0.255,22
0.625,1.4455,0.435,22
0.52,0.64,0.245,22
0.655,1.844,0.585,22
0.64,1.779,0.55,22
0.075,0.002,0.0015,1
0.13,0.013,0.004,3
0.18,0.0275,0.009,3
0.195,0.0375,0.011,3
0.11,0.008,0.003,3
0.24,0.0665,0.017,3
0.19,0.0315,0.0105,3
0.155,0.0155,0.005,3
0.165,0.021,0.014,3
0.14,0.014,0.004,3
0.205,0.0495,0.014,3
0.21,0.0385,0.01,3
0.16,0.018,0.005,3
0.165,0.0215,0.005,3
0.6,1.0575,0.375,26
0.515,0.8175,0.3,23
0.55,0.775,0.26,23
0.62,1.2255,0.435,23
0.63,1.3,0.46,23
0.62,1.1835,0.395,23
0.49,0.7865,0.24,23
0.8,2.526,0.62,23
0.45,0.8165,0.265,23
0.7,1.8075,0.475,29
0.15,0.015,0.005,2
0.665,2.1835,0.885,27
0.55,1.2125,0.525,27
0.645,1.406,0.51,25
0.69,1.6195,0.555,24
