@relation page-blocks

@attribute Height numeric
@attribute Eccen numeric
@attribute P_black numeric
@attribute Blackpix numeric
@attribute Class {1,2,3,4,5}

@data
9,8.889,0.338,243,1
3,141.33,0.537,683,1
8,3.25,0.236,49,1
8,19.375,0.452,561,1
6,11.333,0.172,70,1
8,34.25,0.15,329,1
7,4.714,0.351,81,1
7,1.857,0.67,61,1
7,4.429,0.336,73,1
7,0.571,0.393,11,1
7,2.143,0.229,24,1
9,1.333,0.407,44,1
8,15.375,0.402,396,1
9,3.778,0.209,64,1
9,12,0.222,216,1
10,30.3,0.179,543,1
12,3.75,0.467,252,1
10,3.5,0.326,114,1
25,7.48,0.472,2207,1
5,9.2,0.278,64,1
10,25.1,0.179,449,1
12,8.167,0.267,314,1
5,19.2,0.329,158,1
8,1.125,0.431,31,1
7,7,0.318,109,1
7,6.714,0.38,125,1
10,1,0.46,46,1
8,1.125,0.389,28,1
11,7.909,0.253,242,1
8,16.5,0.31,327,1
9,15.222,0.235,290,1
9,17.222,0.346,483,1
7,2.286,0.259,29,1
9,20.667,0.372,622,1
6,2.167,0.179,14,1
8,13.375,0.381,326,1
11,18.818,0.268,610,1
7,1.571,0.377,29,1
12,41.667,0.264,1584,1
8,2,0.383,49,1
8,2,0.234,30,1
3,1.667,0.533,8,1
1,200,0.13,26,1
11,3.545,0.317,136,1
7,2.857,0.35,49,1
9,30.556,0.202,500,1
7,5,0.408,100,1
8,1.5,0.469,45,1
10,25.6,0.363,928,1
9,4.889,0.24,95,1
11,2.636,0.298,95,1
8,0.625,0.45,18,1
17,1.235,0.373,133,1
5,7.8,0.41,80,1
10,51,0.162,827,1
9,1.889,0.235,36,1
7,2.857,0.429,60,1
9,36.889,0.159,476,1
9,0.556,0.711,32,1
5,17.8,0.169,75,1
6,2.333,0.536,45,1
7,2.857,0.379,53,1
7,0.857,0.5,21,1
7,0.857,0.5,21,1
5,2.4,0.2,12,1
8,7.875,0.333,168,1
6,30.667,0.323,357,1
10,3.8,0.424,161,1
7,5.429,0.252,67,1
7,2.714,0.331,44,1
7,0.429,0.571,12,1
10,3.6,0.367,132,1
8,18.125,0.156,181,1
9,12,0.389,378,1
13,26.846,0.38,1724,1
8,34.125,0.215,469,1
14,1.286,0.159,40,1
5,3.6,0.4,36,1
11,9.182,0.267,297,1
7,4.714,0.385,89,1
9,31.556,0.141,361,1
14,3.143,0.398,245,1
10,3.5,0.331,116,1
7,0.571,0.714,20,1
10,13.1,0.439,575,1
11,1.091,0.492,65,1
9,1.778,0.556,80,1
11,5.091,0.386,238,1
7,15.714,0.174,134,1
5,0.8,0.5,10,1
9,16.778,0.257,349,1
6,3.833,0.377,52,1
8,1.5,0.427,41,1
7,5.286,0.243,63,1
8,3,0.297,57,1
10,1.1,0.373,41,1
9,1.778,0.215,31,1
10,0.7,0.357,25,1
7,0.429,0.571,12,1
10,3.1,0.197,61,1
9,10.222,0.292,242,1
8,11.75,0.485,365,1
9,29.778,0.183,441,1
9,1.222,0.343,34,1
6,8.167,0.241,71,1
8,7.375,0.186,88,1
5,2.2,0.345,19,1
7,2.857,0.407,57,1
13,11.692,0.312,617,1
8,2,0.375,48,1
10,26.2,0.19,499,1
10,1.2,0.367,44,1
6,4.167,0.313,47,1
6,1.833,0.333,22,1
10,14.5,0.268,389,1
13,18.385,0.239,742,1
10,1.2,0.183,22,1
5,1,0.72,18,1
8,0.5,0.438,14,1
12,22.583,0.246,799,1
8,2.25,0.403,58,1
10,1.1,0.409,45,1
8,0.75,0.396,19,1
9,2.222,0.339,61,1
9,5.444,0.306,135,1
9,2,0.327,53,1
8,4.125,0.424,112,1
12,6.667,0.324,311,1
6,2.667,0.281,27,1
16,26.5,0.371,2514,1
16,22.938,0.385,2258,1
16,21.063,0.363,1956,1
8,23.75,0.326,495,1
7,0.857,0.405,17,1
11,7.182,0.342,297,1
9,3.667,0.424,126,1
22,3.273,0.469,743,1
10,1,0.52,52,1
8,9.125,0.235,137,1
7,3.286,0.28,45,1
16,24.938,0.369,2357,1
8,4.75,0.401,122,1
7,4.143,0.365,74,1
7,2.714,0.203,27,1
4,4.75,0.421,32,1
6,2.167,0.282,22,1
11,32.455,0.215,845,1
8,1.25,0.425,34,1
9,2.444,0.288,57,1
11,1,0.388,47,1
20,1.6,0.43,275,1
8,14.625,0.201,188,1
6,2.167,0.282,22,1
8,5.375,0.34,117,1
8,22.5,0.199,286,1
8,1.5,0.427,41,1
10,6.3,0.233,147,1
10,13,0.486,632,1
6,1.667,0.4,24,1
7,2.571,0.365,46,1
8,6,0.354,136,1
7,3.429,0.232,39,1
12,20.417,0.204,599,1
9,59.444,0.118,566,1
16,25.938,0.389,2582,1
11,5.545,0.361,242,1
6,5,0.45,81,1
10,3.5,0.091,32,1
8,5,0.281,90,1
17,1.353,0.373,146,1
10,4.4,0.318,140,1
1,95,0.379,36,1
7,2.429,0.429,51,1
9,10.556,0.285,244,1
5,1.2,0.433,13,1
8,23.375,0.155,232,1
5,1.4,0.457,16,1
9,9.333,0.288,218,1
7,5.714,0.186,52,1
7,2.286,0.339,38,1
10,1,0.56,56,1
8,25.75,0.236,389,1
7,1.714,0.452,38,1
8,4.25,0.371,101,1
8,7.375,0.381,180,1
5,19.4,0.334,162,1
5,1.2,0.333,10,1
8,7.75,0.308,153,1
6,3.333,0.333,40,1
10,28.2,0.191,540,1
9,12.444,0.213,215,1
9,3.667,0.34,101,1
8,6.625,0.33,140,1
10,3.8,0.397,151,1
8,15,0.25,240,1
8,4.375,0.321,90,1
10,4.7,0.198,93,1
9,12.889,0.339,354,1
5,3.2,0.425,34,1
7,13.714,0.274,184,1
8,1.875,0.433,52,1
10,1.9,0.621,118,1
9,16,0.123,160,1
8,9.375,0.375,225,1
8,5,0.35,112,1
7,17.857,0.29,254,1
8,4,0.375,96,1
8,1.5,0.385,37,1
7,10,0.535,262,1
9,25.889,0.165,345,1
7,4.857,0.273,65,1
7,17.286,0.305,258,1
8,5.375,0.212,73,1
7,22.143,0.178,193,1
9,11.333,0.166,152,1
7,8,0.143,56,1
5,18.8,0.234,110,1
10,21.5,0.133,287,1
9,2.222,0.461,83,1
6,4.833,0.339,59,1
6,1.667,0.317,19,1
13,6.538,0.327,361,1
9,5.222,0.362,153,1
10,0.9,0.356,32,1
14,15.5,0.268,813,1
9,9.111,0.252,186,1
10,1.3,0.385,50,1
2,139.5,0.075,42,1
5,7.8,0.436,85,1
14,28.5,0.383,2142,1
8,37.25,0.138,329,1
8,9.625,0.232,143,1
12,6,0.228,197,1
7,3.286,0.342,55,1
10,0.8,0.525,42,1
9,11.333,0.18,165,1
8,9,0.399,230,1
3,1,0.889,8,1
8,24.75,0.215,341,1
5,1.6,0.55,22,1
6,16,0.259,149,1
11,3.909,0.336,159,1
6,4.667,0.327,55,1
10,15.5,0.326,506,1
8,1.625,0.442,46,1
10,0.8,0.6,48,1
12,9.583,0.256,353,1
5,1.6,0.375,15,1
4,3.5,0.268,15,1
8,5.75,0.291,107,1
9,14.444,0.513,600,1
9,5.444,0.252,111,1
9,41.778,0.225,760,1
6,5.5,0.52,103,1
9,5.778,0.359,168,1
10,25.8,0.337,869,1
10,33,0.225,744,1
5,2,0.36,18,1
10,1.8,0.572,103,1
8,3.75,0.296,71,1
9,56.444,0.16,732,1
11,0.818,0.465,46,1
9,10.778,0.328,286,1
8,2.125,0.441,60,1
24,8.708,0.926,4645,1
12,3.417,0.289,142,1
11,11.364,0.432,594,1
7,1.857,0.341,31,1
10,5.2,0.306,159,1
9,2.111,0.55,94,1
10,4,0.333,133,1
4,16.25,0.296,77,1
7,1,0.306,15,1
7,1.714,0.476,40,1
7,2.286,0.241,27,1
8,2,0.477,61,1
6,16.833,0.393,238,1
9,1,0.63,51,1
23,5.435,0.953,2739,1
7,2,0.245,24,1
41,1.634,0.441,1212,1
8,4.25,0.426,116,1
11,8.545,0.28,290,1
9,6.222,0.21,106,1
9,2,0.605,98,1
10,2,0.375,75,1
10,5.7,0.407,232,1
9,5.222,0.279,118,1
10,4,0.338,135,1
11,9,0.23,250,1
10,10.8,0.297,321,1
9,25.667,0.196,407,1
23,0.87,0.507,233,1
8,2.375,0.388,59,1
25,11.64,0.456,3315,1
4,1,0.438,7,1
5,1.4,0.4,14,1
8,0.75,0.458,22,1
9,5.778,0.37,173,1
2,10.5,0.167,7,1
9,3.778,0.225,69,1
9,18.778,0.353,537,1
4,3,0.25,12,1
9,20.111,0.369,601,1
7,22.286,0.473,517,1
9,54.667,0.209,924,1
7,23.286,0.212,242,1
8,1.5,0.396,38,1
1,50,0.2,10,1
9,15,0.249,302,1
10,1.9,0.553,105,1
7,3.571,0.303,53,1
6,15.833,0.3,171,1
5,1.6,0.55,22,1
8,24,0.316,485,1
11,1,0.455,55,1
11,2.909,0.264,93,1
7,6.857,0.268,90,1
7,2,0.316,31,1
6,3.333,0.317,38,1
7,2.857,0.329,46,1
8,25.25,0.313,505,1
8,7.375,0.307,145,1
9,1,0.272,22,1
12,0.667,0.448,43,1
7,1.571,0.403,31,1
5,1.4,0.571,20,1
10,12.6,0.456,575,1
6,4.833,0.305,53,1
10,1.7,0.506,86,1
5,2.6,0.292,19,1
8,4.5,0.427,123,1
10,4.8,0.331,159,1
19,0.632,0.303,69,1
8,66.5,0.192,816,1
8,6.75,0.188,81,1
8,9.25,0.456,270,1
14,30,0.376,2209,1
7,5.857,0.341,98,1
11,39.636,0.336,1612,1
11,7.727,0.25,234,1
8,13.5,0.348,301,1
7,6,0.262,77,1
24,11.75,0.443,2995,1
7,2.714,0.248,33,1
10,8.7,0.344,299,1
8,2,0.453,58,1
5,12.6,0.368,116,1
10,14.7,0.168,247,1
9,4.556,0.298,110,1
7,1.571,0.299,23,1
12,21,0.416,1259,1
8,4,0.402,103,1
24,19.625,0.474,5363,1
10,8,0.314,251,1
7,3.857,0.402,76,1
7,30.571,0.461,691,1
9,2.556,0.169,35,1
9,4.111,0.538,179,1
25,4.6,0.296,851,1
9,9.333,0.329,249,1
9,28.667,0.173,401,1
11,1.909,0.468,108,1
5,2.4,0.267,16,1
8,7.75,0.218,108,1
9,3.889,0.59,186,1
9,9.889,0.3,240,1
9,59.444,0.163,786,1
9,2.778,0.378,85,1
8,12.25,0.221,173,1
6,16,0.274,158,1
13,8.923,0.279,421,1
11,2.909,0.344,121,1
7,3.143,0.156,24,1
7,4.429,0.396,86,1
6,1.167,0.524,22,1
7,4.429,0.313,68,1
9,9.778,0.263,208,1
7,4.429,0.415,90,1
1,109,0.183,20,1
11,3.909,0.281,133,1
33,5.455,0.236,1400,1
7,20.143,0.16,158,1
12,9.833,0.253,358,1
9,4.667,0.235,89,1
9,8.778,0.343,244,1
5,1.4,0.657,23,1
11,22.091,0.117,314,1
8,19.375,0.366,454,1
7,4.429,0.461,100,1
18,1.333,0.454,196,1
7,49.429,0.159,386,1
7,5.286,0.521,135,1
7,3.429,0.196,33,1
6,0.667,0.625,15,1
8,4.875,0.205,64,1
8,10.375,0.357,237,1
17,23.412,0.32,2162,1
9,5.778,0.203,95,1
9,2.667,0.352,76,1
9,30.222,0.277,679,1
5,2.6,0.338,22,1
14,29.857,0.261,1525,1
7,0.571,0.25,7,1
7,0.857,0.333,14,1
8,1.125,0.403,29,1
9,9.111,0.374,276,1
7,0.571,0.536,15,1
7,30.571,0.449,672,1
9,6.889,0.403,225,1
9,1.889,0.392,60,1
9,38.556,0.111,347,1
8,3.125,0.355,71,1
5,2.4,0.483,29,1
7,31.286,0.195,299,1
8,2.375,0.368,56,1
10,5.3,0.294,156,1
6,1.167,0.262,11,1
17,5.765,0.929,1548,1
9,9.222,0.289,216,1
13,14.692,0.406,1007,1
1,32,0.438,14,1
6,2.167,0.436,34,1
10,3.4,0.279,95,1
7,1.143,0.375,21,1
10,0.9,0.3,27,1
5,8.6,0.233,50,1
8,6.5,0.45,187,1
8,3.75,0.233,56,1
7,27.571,0.206,278,1
8,2.375,0.454,69,1
14,13.357,0.265,693,1
9,59.556,0.154,743,1
7,53.571,0.092,241,1
8,2,0.344,44,1
7,10,0.371,182,1
8,24.875,0.115,183,1
8,7.875,0.435,219,1
9,1,0.519,42,1
7,2.286,0.25,28,1
10,1.5,0.3,45,1
10,1.9,0.311,59,1
10,6,0.365,219,1
8,7.75,0.357,177,1
8,2.375,0.355,54,1
8,3,0.339,65,1
9,7.111,0.465,268,1
9,8.667,0.349,245,1
7,28.286,0.17,236,1
8,1.375,0.25,22,1
4,24.75,0.503,199,1
9,7.778,0.433,273,1
9,10,0.26,211,1
8,13.5,0.235,203,1
10,3.9,0.308,120,1
15,20,0.252,1136,1
7,2.714,0.338,45,1
3,5.333,0.375,18,1
23,3.783,0.286,572,1
11,8.727,0.277,292,1
10,5.9,0.269,159,1
5,3.8,0.505,48,1
9,2.111,0.386,66,1
5,4,0.49,49,1
9,34.889,0.156,440,1
12,34.5,0.313,1554,1
13,2.846,0.322,155,1
8,42.75,0.163,445,1
7,5.714,0.232,65,1
6,7.667,0.322,89,1
8,13.75,0.23,202,1
11,26.182,0.248,787,1
10,32.3,0.198,641,1
7,1.714,0.226,19,1
8,11.5,0.359,264,1
10,10,0.444,444,1
11,24.727,0.275,824,1
8,1.5,0.51,49,1
10,6.1,0.29,177,1
14,26.571,0.378,1971,1
11,21.455,0.354,920,1
9,5.222,0.336,142,1
8,0.75,0.375,18,1
9,3.556,0.292,84,1
8,65.625,0.095,398,1
11,11.091,0.256,344,1
14,4.071,0.727,580,1
12,0.667,0.302,29,1
10,15.4,0.315,485,1
12,3.583,0.31,160,1
9,9.667,0.444,348,1
9,2,0.519,84,1
6,1,0.528,19,1
9,33.778,0.202,554,1
5,2.8,0.414,29,1
2,3,0.583,7,1
12,27.917,0.4,1606,1
10,3.4,0.321,109,1
10,1.6,0.544,87,1
9,2.889,0.342,80,1
7,1.571,0.364,28,1
23,11.783,0.126,786,1
1,91,0.352,32,1
24,6.917,0.905,3604,1
5,4,0.47,47,1
9,6,0.391,190,1
9,2,0.58,94,1
14,19.214,0.337,1271,1
5,2.8,0.457,32,1
10,4.9,0.165,81,1
9,1,0.346,28,1
10,0.6,0.433,26,1
9,6.111,0.255,126,1
9,4.333,0.256,90,1
8,1,0.25,16,1
23,1.13,0.278,166,1
13,10.615,0.232,417,1
26,6.538,0.188,833,1
9,2.444,0.212,42,1
3,1,0.889,8,1
19,23.947,0.081,703,1
8,3.125,0.365,73,1
9,15.556,0.38,479,1
8,0.75,0.5,24,1
7,7.143,0.266,93,1
11,3.909,0.334,158,1
8,4.625,0.182,54,1
12,3.667,0.294,155,1
11,10.818,0.268,351,1
24,7.083,0.931,3799,1
10,11.9,0.39,464,1
10,1.9,0.6,114,1
9,2.444,0.389,77,1
8,1.5,0.396,38,1
11,6.455,0.666,520,1
9,20.111,0.361,588,1
7,10.857,0.301,160,1
5,5.8,0.538,78,1
1,33,0.364,12,1
9,4,0.577,187,1
10,53.4,0.132,703,1
8,0.375,0.5,12,1
7,1.286,0.302,19,1
9,21.667,0.126,221,1
28,2.929,0.271,623,1
7,1.571,0.364,28,1
11,16.818,0.356,724,1
9,16.444,0.194,258,1
12,9.75,0.2,281,1
7,32.429,0.217,345,1
11,2,0.293,71,1
8,0.875,0.518,29,1
1,22,0.591,13,1
13,26.923,0.381,1732,1
10,3.1,0.339,105,1
10,6,0.203,122,1
8,2.125,0.382,52,1
8,8,0.385,197,1
10,30.9,0.2,618,1
8,7.75,0.296,147,1
10,11.6,0.246,285,1
13,22.385,0.285,1080,1
7,6.571,0.416,134,1
6,1.833,0.364,24,1
8,3.125,0.415,83,1
9,17.778,0.215,310,1
7,2.429,0.412,49,1
8,1.125,0.431,31,1
8,34,0.197,428,1
10,12.1,0.37,448,1
12,4.167,0.345,207,1
7,4.143,0.281,57,1
12,5.583,0.376,302,1
7,5.857,0.226,65,1
8,1.125,0.389,28,1
10,26.8,0.494,1325,1
14,4.071,0.742,592,1
5,1.6,0.325,13,1
14,22.857,0.354,1584,1
8,10.375,0.294,195,1
10,4,0.428,171,1
8,3.75,0.363,87,1
9,20.444,0.214,354,1
9,2.222,0.628,113,1
7,2.429,0.311,37,1
8,8.75,0.388,217,1
14,23.286,0.363,1657,1
4,2.5,0.6,24,1
9,2.111,0.667,114,1
11,20.091,0.25,607,1
7,21.857,0.467,500,1
7,1.571,0.351,27,1
11,7.545,0.274,250,1
11,18,0.383,834,1
9,4.111,0.213,71,1
7,2.571,0.413,52,1
13,30,0.182,924,1
9,1.333,0.389,42,1
7,1.571,0.416,32,1
6,2.333,0.571,48,1
9,6.111,0.251,124,1
7,3.571,0.349,61,1
11,3.182,0.335,129,1
10,17.1,0.126,215,1
8,34,0.359,781,1
1,13,0.769,10,1
10,41.3,0.315,1302,1
9,32.778,0.2,531,1
7,3,0.34,50,1
8,11,0.195,137,1
12,0.667,0.792,76,1
9,1.333,0.444,48,1
12,0.667,0.479,46,1
9,3.222,0.307,80,1
11,10.818,0.261,341,1
7,2.857,0.493,69,1
9,1.333,0.454,49,1
25,6.12,0.255,977,1
10,1.9,0.379,72,1
16,24.313,0.364,2268,1
6,0.833,0.333,10,1
7,3,0.388,57,1
9,9.556,0.301,233,1
7,30.429,0.235,351,1
9,25.556,0.399,826,1
8,2,0.367,47,1
9,9.222,0.356,266,1
10,2.9,0.383,111,1
8,35,0.191,427,1
11,2.182,0.53,140,1
5,6.8,0.141,24,1
13,2.923,0.33,163,1
9,6.556,0.237,126,1
5,3.2,0.25,20,1
17,5.647,0.366,597,1
9,9.444,0.395,302,1
10,16.5,0.258,426,1
14,8.929,0.289,505,1
6,1,0.417,15,1
7,2.857,0.364,51,1
7,1.571,0.312,24,1
8,2.375,0.184,28,1
11,6.909,0.254,212,1
17,1.412,0.407,166,1
25,6.76,0.218,923,1
8,33.875,0.217,470,1
8,23.75,0.118,179,1
13,6.154,0.434,451,1
9,18.889,0.371,567,1
9,5.222,0.404,171,1
9,38.111,0.162,499,1
8,1.5,0.385,37,1
6,7.5,0.456,123,1
13,10.462,0.415,733,1
4,3,0.146,7,1
10,1.5,0.36,54,1
9,11.889,0.328,316,1
7,1.429,0.329,23,1
10,8.8,0.257,226,1
5,2.8,0.257,18,1
11,1.818,0.577,127,1
8,5.25,0.375,126,1
11,2.727,0.379,125,1
7,4.714,0.342,79,1
11,0.818,0.465,46,1
8,1,0.359,23,1
10,1,0.35,35,1
9,3.556,0.382,110,1
11,7.636,0.251,232,1
7,8.143,0.321,128,1
8,16.875,0.077,83,1
9,51.556,0.158,658,1
9,18.333,0.337,501,1
8,1.75,0.143,16,1
7,1.857,0.286,26,1
11,1.727,0.598,125,1
9,5.333,0.273,118,1
10,5.3,0.294,156,1
8,4.75,0.408,124,1
10,50.8,0.131,667,1
7,3.286,0.298,48,1
3,1,0.889,8,1
10,7.2,0.292,210,1
8,17.625,0.447,504,1
11,10.727,0.408,530,1
9,33.222,0.226,607,1
10,0.9,0.644,58,1
3,1,0.778,7,1
9,10.222,0.286,237,1
8,6.875,0.243,107,1
9,5.222,0.333,141,1
8,23.125,0.265,392,1
9,11.556,0.282,264,1
4,2.75,0.364,16,1
9,9.111,0.379,280,1
6,1.167,0.31,13,1
10,3,0.3,90,1
5,2,0.28,14,1
8,1.875,0.425,51,1
9,11.889,0.209,201,1
8,2.625,0.381,64,1
9,10.778,0.466,407,1
9,12,0.449,436,1
7,6.143,0.246,74,1
5,8.6,0.372,80,1
9,2.556,0.304,63,1
7,1.571,0.39,30,1
9,10.111,0.206,169,1
10,2.3,0.343,79,1
8,1.625,0.529,55,1
8,1.5,0.385,37,1
6,4.333,0.288,45,1
17,6.471,0.175,328,1
7,20.571,0.092,93,1
6,0.667,0.417,10,1
10,14.4,0.256,368,1
8,5,0.391,125,1
26,7.077,0.773,3696,1
1,40,0.2,8,1
8,3.25,0.399,83,1
8,5.375,0.398,137,1
5,2.8,0.329,23,1
6,15.667,0.326,184,1
4,1.5,0.542,13,1
10,27.1,0.173,469,1
8,4.75,0.25,76,1
5,13.8,0.249,86,1
10,8.3,0.425,353,1
11,1,0.537,65,1
8,2.375,0.355,54,1
9,5.111,0.316,131,1
1,12,0.583,7,1
9,8.667,0.464,326,1
25,7.12,0.49,2181,1
10,50.4,0.139,701,1
8,2.25,0.354,51,1
8,6,0.302,116,1
6,16,0.309,178,1
10,0.9,0.667,60,1
6,6.667,0.221,53,1
5,40.6,0.239,243,1
7,2.714,0.398,53,1
12,0.583,0.56,47,1
8,26.875,0.404,695,1
10,4.5,0.296,133,1
9,6.667,0.413,223,1
9,4.556,0.201,74,1
8,3,0.323,62,1
10,0.7,0.314,22,1
9,15.333,0.271,336,1
8,3,0.328,63,1
8,3.125,0.38,76,1
6,1.5,0.296,16,1
10,5.3,0.343,182,1
7,1.857,0.242,22,1
8,2.125,0.228,31,1
16,14.188,0.41,1490,1
5,6.4,0.35,56,1
10,9.8,0.3,294,1
7,5.571,0.147,40,1
10,51.1,0.161,822,1
9,2.222,0.55,99,1
9,5.111,0.29,120,1
11,8.182,0.47,465,1
28,6.107,0.258,1235,1
6,6.5,0.466,109,1
9,0.444,0.472,17,1
5,1.2,0.367,11,1
8,3.125,0.31,62,1
11,4.091,0.267,132,1
8,1.5,0.427,41,1
5,4.2,0.295,31,1
9,14.444,0.448,524,1
7,17.286,0.272,230,1
5,7.6,0.316,60,1
9,2.667,0.287,62,1
7,15.429,0.362,274,1
4,11,0.267,47,1
13,10,0.392,663,1
10,12.6,0.41,516,1
8,8.75,0.371,208,1
7,1.429,0.286,20,1
7,1.857,0.198,18,1
9,5,0.447,181,1
7,2,0.316,31,1
38,10.789,0.254,3957,1
9,29.778,0.198,478,1
9,17.889,0.432,626,1
10,8.3,0.266,221,1
17,22.882,0.344,2273,1
5,2.8,0.543,38,1
7,3.571,0.189,33,1
1,7,1,7,1
6,1.833,0.197,13,1
11,24.636,0.168,502,1
8,12.375,0.211,167,1
7,4.714,0.346,80,1
9,5,0.259,105,1
7,3.714,0.269,49,1
9,4.889,0.412,163,1
16,15.188,0.394,1530,1
9,3.667,0.458,136,1
6,7.167,0.337,87,1
10,3.8,0.387,147,1
7,2.857,0.257,36,1
7,4.857,0.282,67,1
9,4.111,0.333,111,1
16,11.313,0.4,1157,1
9,54.444,0.067,297,1
12,41.417,0.297,1773,1
13,31.462,0.277,1475,1
7,11.286,0.566,313,1
8,1.5,0.438,42,1
8,0.5,0.469,15,1
11,16.818,0.295,600,1
7,2,0.286,28,1
10,5.1,0.308,157,1
8,37.25,0.242,576,1
7,6.143,0.319,96,1
7,4.571,0.232,52,1
9,9.556,0.3,232,1
7,13,0.163,104,1
10,4.1,0.302,124,1
13,6.385,0.373,403,1
8,0.375,0.458,11,1
11,2.273,0.298,82,1
9,5.778,0.286,134,1
7,1.571,0.247,19,1
7,35,0.143,246,1
5,5.4,0.296,40,1
12,3.333,0.46,221,1
8,6,0.341,131,1
7,2,0.337,33,1
7,1.571,0.364,28,1
10,1.9,0.3,57,1
7,3.429,0.274,46,1
7,2.857,0.4,56,1
22,1.182,0.283,162,1
8,26.875,0.416,715,1
9,11.889,0.204,196,1
5,4.6,0.322,37,1
9,1.333,0.491,53,1
11,7.182,0.321,279,1
8,7.5,0.433,208,1
6,5.333,0.417,80,1
8,1.5,0.469,45,1
24,4.125,0.912,2168,1
8,6.625,0.344,146,1
9,9.111,0.343,253,1
8,30.125,0.119,230,1
8,26.25,0.178,299,1
6,31.167,0.188,211,1
9,2.222,0.361,65,1
9,11.889,0.371,357,1
9,8.444,0.352,241,1
9,2.667,0.218,47,1
10,2.1,0.3,63,1
8,6.25,0.405,162,1
8,24.375,0.175,273,1
8,1.5,0.406,39,1
8,7.875,0.321,162,1
20,0.8,0.5,160,1
10,2.1,0.324,68,1
2,15.5,0.194,12,1
8,1.625,0.394,41,1
9,1.778,0.208,30,1
9,11.778,0.373,356,1
10,3.3,0.345,114,1
6,6.5,0.393,92,1
13,21.308,0.293,1054,1
6,2.167,0.538,42,1
9,3.667,0.33,98,1
13,38.308,0.281,1820,1
7,2.857,0.421,59,1
7,1.857,0.33,30,1
10,9.9,0.473,468,1
8,17.375,0.16,178,1
10,1.7,0.535,91,1
10,4.9,0.551,270,1
8,2.75,0.403,71,1
9,5.222,0.371,157,1
9,4,0.491,159,1
9,0.778,0.286,18,1
9,0.556,0.467,21,1
9,5.444,0.592,261,1
9,2.111,0.251,43,1
10,4.2,0.355,149,1
7,4.571,0.272,61,1
9,9.111,0.309,228,1
25,2.84,0.234,416,1
9,29.333,0.197,468,1
7,1.857,0.275,25,1
8,9.5,0.475,289,1
10,3.4,0.303,103,1
6,1.167,0.333,14,1
28,11.893,0.351,3270,1
7,12.429,0.365,222,1
8,66.875,0.164,704,1
26,15.846,0.32,3424,1
8,5,0.409,131,1
5,7.8,0.395,77,1
10,4.2,0.317,133,1
8,13.625,0.2,174,1
10,3.2,0.334,107,1
9,4,0.42,136,1
8,0.875,0.464,26,1
10,26.1,0.259,676,1
14,2.714,0.227,121,1
10,3.9,0.344,134,1
7,1.429,0.286,20,1
1,35,0.2,7,1
24,7.333,0.496,2096,1
6,7.5,0.422,114,1
6,2.167,0.256,20,1
19,2.368,0.243,208,1
10,3.1,0.3,93,1
8,3.25,0.423,88,1
5,1,0.44,11,1
5,7.8,0.344,67,1
9,1.556,0.706,89,1
9,30.111,0.292,712,1
7,15,0.256,188,1
9,26.667,0.179,386,1
9,1.667,0.378,51,1
7,1.571,0.416,32,1
9,13.333,0.176,190,1
11,2.273,0.276,76,1
6,1.167,0.405,17,1
11,2,0.632,153,1
6,8.333,0.213,64,1
23,8.609,0.924,4210,1
8,5.875,0.324,122,1
7,7.714,0.235,89,1
1,99,0.192,19,1
8,5.125,0.293,96,1
19,10.579,0.238,909,1
6,1.833,0.318,21,1
14,10.071,0.278,549,1
14,4.429,0.433,376,1
13,5.154,0.432,376,1
10,24.9,0.294,731,1
10,4.7,0.336,158,1
6,1.333,0.313,15,1
7,18.286,0.265,237,1
12,3.25,0.282,132,1
8,5.25,0.39,131,1
9,4,0.395,128,1
7,49,0.213,512,1
11,2.364,0.262,75,1
6,5.833,0.533,112,1
11,23.818,0.238,685,1
11,9.182,0.33,367,1
7,2.857,0.464,65,1
12,7,0.331,334,1
8,5,0.372,119,1
5,19.2,0.323,155,1
7,3,0.286,42,1
28,4.893,0.265,1016,1
9,5.222,0.492,208,1
24,5.542,0.907,2894,1
9,8.333,0.373,252,1
11,23.818,0.259,747,1
7,3.571,0.371,65,1
9,13.667,0.331,366,1
14,4.143,0.683,555,1
12,13.917,0.225,451,1
11,7.636,0.291,269,1
6,2.167,0.269,21,1
11,3.091,0.364,136,1
9,33.222,0.133,358,1
8,6.625,0.37,157,1
9,56.444,0.128,587,1
10,3.3,0.352,116,1
9,1.444,0.239,28,1
5,4,0.17,17,1
12,1.833,0.553,146,1
10,4.5,0.282,127,1
8,1.5,0.396,38,1
5,1.4,0.543,19,1
7,0.571,0.321,9,1
10,17.9,0.2,358,1
7,17.571,0.265,228,1
9,18.111,0.264,387,1
4,4.5,0.25,18,1
5,0.8,0.35,7,1
8,3.75,0.242,58,1
8,9.25,0.568,336,1
8,1.75,0.446,50,1
15,3.6,0.323,262,1
11,23.818,0.242,697,1
7,22.571,0.239,264,1
9,11,0.21,187,1
5,3,0.507,38,1
20,1.5,0.433,260,1
10,2.6,0.354,92,1
8,1,0.203,13,1
6,2.167,0.295,23,1
9,29.111,0.089,210,1
8,1.125,0.375,27,1
9,9.222,0.371,277,1
10,1.8,0.55,99,1
8,2.5,0.506,81,1
9,18.778,0.26,396,1
7,6.857,0.298,100,1
5,4.2,0.333,35,1
71,0.479,0.094,227,1
9,6.222,0.343,173,1
9,8.889,0.333,240,1
8,1.125,0.361,26,1
9,3.333,0.27,73,1
