@relation page-blocks

@attribute Area numeric
@attribute Eccen numeric
@attribute Blackpix numeric
@attribute Class {1,2,3,4,5}

@data
532,10.857,160,1
330,3.3,60,1
576,16,174,1
209,1.727,125,1
800,8,246,1
3212,26.545,1096,1
336,5.25,139,1
126,2.571,26,1
330,3.3,114,1
324,4,159,1
3420,0.95,1574,1
576,16,184,1
1495,8.846,469,1
20,0.8,8,1
2673,22.091,314,1
1068,7.417,458,1
392,8,125,1
1040,6.154,451,1
1342,11.091,344,1
465,18.6,163,1
3105,4.259,910,1
133,2.714,48,1
200,8,88,1
2168,33.875,470,1
6233,11.783,786,1
4815,59.444,704,1
42,1.167,11,1
1204,24.571,354,1
210,4.286,62,1
2088,32.625,455,1
210,4.286,69,1
156,1.083,61,1
972,12,320,1
456,7.125,122,1
63,1.286,21,1
144,2.25,69,1
30,1.2,13,1
3252,22.583,773,1
336,5.25,91,1
48,0.75,18,1
140,1.4,44,1
96,1.5,40,1
288,4.5,123,1
161,3.286,48,1
644,13.143,199,1
230,2.3,79,1
28,0.571,7,1
600,9.375,137,1
670,6.7,195,1
196,4,53,1
119,2.429,46,1
2176,34,411,1
189,2.333,33,1
84,2.333,23,1
96,1.5,46,1
1210,12.1,448,1
260,2.6,81,1
240,3.75,104,1
105,2.143,34,1
826,16.857,319,1
42,0.857,21,1
203,4.143,57,1
96,1.5,44,1
264,2.182,81,1
540,5.4,172,1
77,1.571,27,1
336,5.25,131,1
3822,19.5,1424,1
351,4.333,103,1
40,0.625,17,1
4746,24.214,1175,1
35,1.4,14,1
900,9,451,1
570,5.7,232,1
790,7.9,242,1
294,8.167,71,1
1116,13.778,410,1
1036,21.143,191,1
96,0.667,46,1
70,0.7,25,1
260,2.6,71,1
330,3.3,130,1
468,5.778,168,1
192,5.333,55,1
1010,10.1,446,1
1274,26,259,1
891,11,278,1
416,6.5,135,1
276,7.667,60,1
1422,17.556,308,1
136,2.125,63,1
120,1.2,17,1
147,3,45,1
208,3.25,77,1
1526,31.143,216,1
120,1.875,50,1
760,7.6,245,1
5304,31.385,1492,1
189,3.857,76,1
824,12.875,117,1
1056,16.5,328,1
1225,25,228,1
78,2.167,10,1
711,8.778,230,1
672,10.5,181,1
552,8.625,54,1
1107,13.667,437,1
2448,30.222,336,1
1053,13,441,1
6766,23.412,2162,1
112,1.75,30,1
56,0.875,24,1
1086,30.167,324,1
494,2.923,154,1
3177,39.222,594,1
63,1.286,19,1
200,3.125,77,1
147,3,52,1
2168,33.875,681,1
128,2,54,1
344,5.375,133,1
413,8.429,62,1
91,1.857,27,1
405,5,124,1
1440,22.5,534,1
1467,18.111,387,1
184,2.875,51,1
370,3.7,219,1
918,11.333,152,1
112,2.286,29,1
198,2.444,77,1
136,2.125,47,1
24,1.5,13,1
192,5.333,56,1
140,2.857,65,1
70,0.7,22,1
108,3,58,1
70,1.429,24,1
294,6,77,1
128,2,59,1
98,2,33,1
448,9.143,223,1
207,2.556,75,1
96,2.667,27,1
312,4.875,121,1
63,0.778,23,1
3601,21.308,1054,1
136,2.125,42,1
576,7.111,183,1
342,4.222,127,1
56,0.875,15,1
441,5.444,135,1
200,2,55,1
5392,21.063,1992,1
738,9.111,243,1
405,5,129,1
77,1.571,27,1
340,3.4,95,1
2720,27.2,758,1
1430,14.3,508,1
260,2.6,92,1
168,2.625,39,1
378,7.714,115,1
133,2.714,53,1
490,19.6,167,1
684,8.444,210,1
16,0.25,9,1
105,2.143,42,1
192,5.333,55,1
4806,59.333,671,1
288,3.556,110,1
679,13.857,143,1
2710,27.1,533,1
306,3.778,116,1
333,4.111,76,1
294,6,42,1
264,4.125,94,1
195,7.8,64,1
85,3.4,40,1
342,9.5,155,1
11304,19.625,5363,1
78,2.167,22,1
160,2.5,65,1
423,5.222,142,1
1792,7,546,1
124,7.75,52,1
171,2.111,112,1
490,19.6,155,1
64,1,15,1
370,3.7,131,1
1160,18.125,181,1
198,2.444,57,1
441,5.444,117,1
909,11.222,233,1
330,2.727,154,1
2145,17.727,768,1
1078,8.909,428,1
120,1.875,30,1
2552,39.875,445,1
1440,17.778,518,1
360,5.625,107,1
410,4.1,114,1
81,1,51,1
1001,20.429,113,1
306,3.778,69,1
110,1.1,52,1
160,2.5,68,1
65,2.6,26,1
81,1,42,1
369,4.556,187,1
8500,13.6,7358,1
455,9.286,98,1
40,0.625,14,1
161,3.286,60,1
1790,17.9,358,1
384,6,126,1
168,2.625,73,1
567,7,164,1
170,1.7,54,1
91,1.857,31,1
306,3.778,64,1
500,5,301,1
49,1,29,1
576,16,169,1
70,0.7,25,1
64,1,28,1
1521,18.778,507,1
672,13.714,182,1
45,45,9,1
170,6.8,24,1
112,2.286,50,1
175,3.571,53,1
174,4.833,58,1
32,0.5,13,1
630,6.3,188,1
231,4.714,79,1
2170,11.071,658,1
4572,56.444,861,1
531,6.556,261,1
230,2.3,83,1
63,1.286,20,1
12561,2.013,4009,1
312,2.167,70,1
5090,50.9,492,1
252,5.143,143,1
144,2.25,58,1
3976,20.286,1453,1
5390,27.5,1990,1
245,5,121,1
144,1,44,1
6000,41.667,1584,1
190,1.9,105,1
1694,14,317,1
77,1.571,24,1
240,3.75,54,1
138,3.833,39,1
530,5.3,180,1
750,7.5,338,1
28,7,8,2
14,14,13,2
23,23,8,2
11,11,11,2
37,37,30,2
52,52,51,2
17,17,13,2
52,52,50,2
18,4.5,10,2
1074,268.5,577,2
5814,20.118,5328,2
34,8.5,20,2
398,99.5,193,2
17,17,17,2
279,279,269,2
379,379,365,2
114,114,107,2
7,0.143,7,2
117,117,114,2
58,58,49,2
7,7,7,2
13,13,13,2
15,15,8,2
117,117,46,2
12,12,9,2
5797,20.059,5420,2
45,45,34,2
246,61.5,123,2
73,73,45,2
126,31.5,43,2
180,180,177,2
1848,28.875,1611,2
46,46,36,2
7,7,7,2
348,38.667,124,2
36,9,29,2
19,19,12,2
138,34.5,86,2
1410,156.67,496,2
36,36,21,2
40,10,31,2
147,147,127,2
8,8,8,2
36,36,11,2
18,18,9,2
20,20,11,2
9,9,8,2
1070,267.5,583,2
136,136,131,2
214,214,214,2
20,0.2,11,2
75,75,69,2
41,41,38,2
131,131,128,2
202,50.5,109,2
41,41,32,2
1074,268.5,638,2
1072,268,628,2
314,78.5,159,2
396,44,200,2
32,8,8,2
33,33,22,2
44,11,31,2
34,34,12,2
44,44,40,2
84,84,77,2
472,118,267,2
14,14,9,2
892,223,392,2
15,15,13,2
11,11,8,2
63,63,63,2
9,9,7,2
78,78,74,2
1074,268.5,578,2
76,4.75,21,2
14,14,14,2
36,9,26,2
234,6.5,45,2
35,35,29,2
161,161,66,2
92,23,47,2
184,184,178,2
138,138,138,2
912,101.33,506,2
640,25.6,486,2
537,537,537,2
10,10,10,2
47,47,25,2
14,14,9,2
1611,179,569,2
8,8,8,2
62,62,61,2
6156,19,5217,2
70,70,70,2
12240,21.25,10359,2
13,13,9,2
10,10,8,2
22,22,18,2
40,10,29,2
14,14,7,2
45,45,11,2
1500,166.67,559,2
42,42,8,2
2772,22.909,255,2
16,16,16,2
124,124,55,2
44,44,32,2
69,69,58,2
35,35,30,2
1072,268,541,2
22,22,11,2
92,23,54,2
15,15,13,2
852,23.667,98,2
19,19,11,2
282,7.833,57,2
318,35.333,82,2
48,48,42,2
550,22,301,2
81,81,73,2
128,2,51,2
1072,268,609,2
387,43,118,2
8778,24.316,4591,2
460,28.75,196,2
40,40,35,2
12,3,8,2
28,28,27,2
199,199,188,2
1074,268.5,562,2
44,11,21,2
48,12,17,2
1070,267.5,693,2
126,3.5,31,2
42,1.167,10,2
44,44,11,2
8,8,8,2
1074,268.5,548,2
12,3,8,2
104,26,24,2
33,33,33,2
33,3.667,12,2
145,145,141,2
830,207.5,419,2
63,63,37,2
288,288,122,2
1632,181.33,532,2
172,172,80,2
257,257,257,2
65,65,42,2
13,13,9,2
11,11,10,2
232,58,143,2
159,159,158,2
57,57,26,2
8,8,8,2
34,34,16,2
117,1.444,12,2
1650,183.33,543,2
16,16,16,2
193,193,110,2
1608,178.67,549,2
1665,66.6,623,2
14,14,14,2
1070,267.5,603,2
20,20,17,2
1074,268.5,667,2
1074,268.5,597,2
206,206,204,2
8,8,8,2
64,16,33,2
278,278,263,2
79,79,48,2
199,199,197,2
352,88,186,2
104,104,101,2
106,106,91,2
17,17,15,2
776,48.5,204,2
348,38.667,134,2
408,102,168,2
162,18,59,2
6072,50.182,4955,2
277,277,277,2
29,29,27,2
40,40,40,2
8,8,7,2
650,162.5,315,2
159,159,155,2
1072,268,570,2
1076,269,685,2
46,46,11,2
186,186,154,2
152,152,125,2
14,14,13,2
16,16,15,2
14,14,12,2
107,107,93,2
29,29,29,2
255,255,175,2
36,2.25,22,2
36,9,24,2
177,19.667,84,2
39,39,12,2
2096,131,1136,2
17,17,17,2
95,95,95,2
1076,269,557,2
1611,179,556,2
1389,154.33,411,2
639,71,203,2
52,52,41,2
98,2,10,2
29,29,17,2
98,98,92,2
67,67,66,2
14,14,14,2
1623,180.33,1152,2
86,86,80,2
4225,6.76,907,2
3336,23.167,366,2
13,13,11,2
20,20,15,2
17,17,13,2
549,61,268,2
37,0.027,37,2
1614,179.33,597,2
69,69,46,2
777,86.333,746,2
13,13,13,2
51,51,24,2
77,77,31,2
98,24.5,50,2
17,17,17,2
4697,38.818,2657,2
61,61,61,2
9,9,9,2
11,11,11,2
106,106,46,2
283,283,281,2
30,30,12,2
14,14,8,2
19,19,13,2
42,42,13,2
196,196,192,2
124,31,56,2
1400,56,1092,2
858,95.333,348,2
63,63,60,2
950,237.5,479,2
5530,55.3,4409,2
85,85,75,2
17,17,14,2
96,24,60,2
17,17,16,2
39,39,35,2
1650,183.33,559,2
10,10,10,2
94,94,53,2
76,76,73,2
28,28,13,2
50,12.5,18,2
23,23,19,2
19,19,15,2
777,86.333,319,2
413,413,412,2
196,49,94,2
15,15,11,2
75,75,61,2
22,22,21,2
235,235,217,2
1074,268.5,578,2
28,7,13,2
43,43,39,2
10,10,9,2
115,115,23,2
32,32,23,2
432,27,336,2
322,6.571,57,2
47,47,47,2
127,127,82,2
148,148,142,2
102,102,98,2
1072,268,534,2
87,87,80,2
28,28,15,2
26,26,26,2
52,52,28,2
339,37.667,139,2
32,32,15,2
126,126,125,2
7500,12,484,2
54,54,51,2
44,11,33,2
1072,268,576,2
9672,1.118,4366,3
868,1.107,441,3
81954,2.707,27820,3
24174,1.033,14180,3
6912,1.333,3374,3
12367,1.795,4804,3
87234,2.522,33017,3
928,1.103,401,3
868,1.107,427,3
24360,0.863,19430,3
22680,0.804,18591,3
25619,0.733,23025,3
72204,4.144,26693,3
44416,2.711,17721,3
928,1.103,442,3
26367,0.754,10947,3
8835,0.979,5966,3
24920,0.787,14292,3
4977,1.254,1681,3
4672,1.141,1882,3
26243,0.988,13725,3
78352,2.843,28093,3
4158,1.048,2041,3
896,1.143,414,3
896,1.143,437,3
10,0.1,10,4
12,0.083,12,4
24,0.167,15,4
16,0.063,16,4
34,0.118,24,4
8,0.125,8,4
31,0.032,31,4
10,0.4,7,4
108,0.148,41,4
7,0.143,7,4
7,0.143,7,4
136,0.007,135,4
11,0.091,11,4
188,0.021,97,4
7,0.143,7,4
84,0.012,84,4
22,0.182,14,4
108,0.148,36,4
23,0.043,23,4
2150,0.012,465,4
9,0.111,9,4
7,0.143,7,4
25,0.04,25,4
32,0.031,32,4
54,0.019,54,4
17,0.059,17,4
47,0.021,47,4
10,0.1,10,4
38,0.026,38,4
174,0.052,59,4
132,0.068,79,4
28,0.143,15,4
34,0.029,34,4
8,0.5,8,4
7830,0.115,492,4
117,0.009,117,4
10,0.4,8,4
9,0.111,9,4
76,0.013,76,4
13,0.077,13,4
54,0.019,54,4
207,0.043,133,4
31,0.032,31,4
198,0.045,130,4
12,0.083,12,4
13,0.077,13,4
18,0.056,18,4
42,0.024,42,4
8,0.125,8,4
20,0.05,20,4
126,3.5,25,4
9,0.111,9,4
13,0.077,13,4
8844,0.014,1689,4
10,0.1,10,4
26,0.038,26,4
25,25,25,4
9,0.111,9,4
15,0.067,15,4
8,0.5,7,4
210,0.019,111,4
39,0.026,39,4
27,0.037,27,4
22,0.045,22,4
11,0.091,11,4
37,0.027,37,4
13,0.077,13,4
8,0.125,8,4
8,0.125,7,4
10,0.1,9,4
372,0.043,156,4
14,0.071,14,4
9,0.111,9,4
294,0.167,83,4
18,0.222,11,4
10,0.4,9,4
53,0.019,53,4
9,0.111,9,4
8,0.125,8,4
1830,2.033,288,5
1392,1.655,162,5
26062,3.783,7353,5
169,1,21,5
20,1.25,7,5
54,0.667,22,5
45,1.8,8,5
3969,0.605,449,5
893,2.474,70,5
2592,0.889,370,5
30,0.833,7,5
2664,1.946,321,5
6192,4.778,793,5
19278,6.611,6238,5
1548,1.194,181,5
105,2.143,12,5
12390,0.89,642,5
35,1.4,8,5
3392,3.313,671,5
5762,0.779,947,5
2544,0.906,400,5
432,0.75,60,5
90,1.111,13,5
72,1.125,9,5
77,1.571,9,5
27058,3.928,7741,5
153,1.889,22,5
84,0.19,26,5
67626,2.889,7689,5
20,1.25,7,5
3456,2.667,331,5
2660,1.842,157,5
484,1,52,5
9999,0.98,1398,5
3255,3.387,728,5
142290,1.52,7861,5
1752,12.167,160,5
266,1.357,30,5
225,0.36,42,5
65,0.385,21,5
1708,2.179,294,5
924,0.848,91,5
740,0.541,97,5
65,0.385,8,5
19278,6.611,5766,5
2640,0.873,375,5
153,0.529,32,5
143993,1.489,12631,5
63,1.286,9,5
2010,0.448,339,5
850,0.735,218,5
238,1.214,27,5
2730,1.795,245,5
32,2,11,5
45760,1.788,9199,5
128,2,20,5
26145,3.795,7725,5
1147,1.194,217,5
72,2,10,5
19296,8.375,1058,5
70,0.7,11,5
3255,3.387,787,5
4900,0.49,458,5
60,2.4,8,5
266,1.357,34,5
464,1.813,67,5
2312,0.5,519,5
2201,2.29,350,5
140752,1.523,8898,5
28,1.75,8,5
23972,8.865,4607,5
1428,3.238,74,5
54,1.5,8,5
22991,3.337,4138,5
168,3.429,17,5
78,2.167,8,5
1769,2.103,214,5
918,0.794,201,5
91,1.857,14,5
329,6.714,52,5
39006,1.005,10654,5
2666,1.442,212,5
30,0.833,11,5
5865,0.812,969,5
36,1,7,5
102,2.833,14,5
20,0.8,9,5
15,0.6,7,5
32,0.5,14,5
480,1.875,64,5
11200,10.938,1588,5
2496,0.923,345,5
3555,1.756,308,5
528,4.364,125,5
64,0.25,10,5
210,0.933,23,5
26386,1.057,4213,5
26062,3.783,7772,5
104,0.615,16,5
44,2.75,7,5
1800,2,278,5
1728,1.333,247,5
3871,1.612,324,5
