@relation page-blocks

@attribute Height numeric
@attribute Area numeric
@attribute Mean_tr numeric
@attribute Blackpix numeric
@attribute Class {1,2,3,4,5}

@data
10,210,2.11,76,1
7,280,1.28,64,1
9,144,1.92,23,1
9,180,9.9,99,1
10,1000,1.45,212,1
9,765,2.32,302,1
9,639,2.44,249,1
8,48,7,28,1
7,1071,2.75,500,1
1,89,1.06,17,1
7,287,1.55,99,1
6,78,3.38,27,1
3,12,12,12,1
7,399,1.47,128,1
15,4410,5.28,1743,1
9,540,2.75,223,1
5,315,1.47,66,1
12,864,5.97,549,1
13,1755,5.5,864,1
8,256,2.04,96,1
17,6494,5.46,2355,1
8,32,5,15,1
7,126,1.57,36,1
10,1260,3.16,584,1
8,64,5,15,1
9,765,1.95,236,1
11,462,2.25,155,1
7,98,1.94,31,1
9,261,1.3,60,1
7,77,1.35,23,1
9,117,3.26,62,1
5,30,1.63,13,1
9,441,1.38,120,1
6,564,1.63,106,1
13,3458,4.81,1375,1
9,288,2.07,87,1
6,114,1.38,33,1
8,2176,1.38,428,1
8,128,2.9,58,1
9,3087,1.24,499,1
6,876,1.83,285,1
5,495,1.92,150,1
8,72,2.09,23,1
8,120,2.38,57,1
7,315,1.29,80,1
11,2871,1.93,707,1
26,4784,16.88,3696,1
11,616,3.09,238,1
12,2940,1.7,599,1
13,5200,4.52,1891,1
8,152,1.97,59,1
3,12,9,9,1
10,2680,6.02,1325,1
12,96,4.3,43,1
10,350,1.87,118,1
6,168,1.71,24,1
7,224,1.41,62,1
7,644,1.46,92,1
9,2448,1.86,679,1
8,80,2.21,31,1
10,230,2.19,57,1
8,208,1.26,49,1
8,1008,1.45,211,1
5,470,1.62,86,1
8,136,2.33,42,1
7,154,1.6,24,1
6,594,1.46,179,1
8,1392,1.3,224,1
9,747,2.05,250,1
10,380,2.13,117,1
7,91,1.41,24,1
20,780,3.42,181,1
28,2296,8.9,623,1
10,3090,1.4,618,1
7,70,1.25,20,1
11,946,1.91,268,1
25,7350,7.72,3459,1
8,368,2.23,107,1
10,540,1.94,165,1
2,38,1.8,9,1
10,830,2.1,221,1
8,112,2.67,32,1
7,245,2.57,121,1
22,1474,2.91,326,1
8,152,1.5,27,1
10,160,2.14,60,1
6,282,1.61,50,1
7,91,7.63,61,1
6,492,1.39,135,1
11,220,8.86,124,1
5,460,1.38,132,1
7,1701,1.48,336,1
7,91,1.7,34,1
13,2834,1.78,612,1
17,408,4.7,174,1
11,330,2.39,98,1
14,2170,2.76,658,1
11,495,2,132,1
7,77,1.75,28,1
7,133,5.18,88,1
7,133,1.36,38,1
14,476,3.09,133,1
8,120,2.74,52,1
9,4797,1.3,797,1
9,4824,1.36,743,1
8,168,2.23,69,1
7,245,1.21,46,1
10,2120,1.85,508,1
7,140,2,60,1
9,1080,1.29,190,1
11,132,3,39,1
11,2596,2.91,920,1
11,3333,4.97,611,1
8,1232,2.75,522,1
10,880,1.82,226,1
10,180,8.55,94,1
14,2618,2.31,693,1
8,864,1.41,203,1
4,16,7,7,1
11,1397,2.23,371,1
6,84,1.57,33,1
10,340,3.02,145,1
10,980,2.49,384,1
14,798,11.84,580,1
10,2560,2.95,951,1
8,560,1.66,186,1
9,711,2.19,230,1
10,1740,2.02,483,1
10,860,1.21,125,1
6,78,1.54,20,1
8,1296,3.12,265,1
9,891,2.65,411,1
8,632,1.8,200,1
9,396,3.14,185,1
6,84,2.05,45,1
11,2992,1.47,511,1
8,1720,2.91,695,1
8,400,1.97,144,1
9,108,2.41,53,1
7,105,2.71,19,1
10,3250,1.51,700,1
13,4901,1.59,872,1
2,38,1.4,7,1
9,918,2.81,371,1
7,609,1.91,222,1
10,2510,1.37,449,1
7,378,1.4,108,1
9,1512,1.89,405,1
8,256,1.62,99,1
8,224,2.58,103,1
8,544,1.91,183,1
9,63,1.77,23,1
11,792,6.35,527,1
7,217,1.56,61,1
7,770,1.38,162,1
11,121,4.23,55,1
7,1225,1.21,228,1
8,1720,2.86,629,1
9,648,1.61,156,1
10,320,1.83,108,1
10,1550,2.64,486,1
25,10250,2.29,2792,1
7,364,1.22,99,1
11,3322,2.81,1260,1
12,672,2.02,172,1
9,153,1.67,35,1
6,774,1.35,151,1
12,828,3.15,337,1
9,378,1.97,118,1
7,378,1.42,101,1
12,324,2.64,103,1
23,598,1.8,166,1
7,238,1.48,65,1
7,98,1.88,32,1
9,504,1.97,173,1
9,189,2.88,69,1
7,336,1.67,100,1
7,112,1.75,35,1
5,140,1.77,46,1
9,1422,1.45,308,1
8,56,1.55,17,1
10,280,2,82,1
10,500,1.94,134,1
9,2160,1.26,386,1
9,1143,1.28,199,1
5,160,1.33,56,1
10,170,3.86,54,1
18,2844,2.46,563,1
6,576,1.53,150,1
6,78,1.53,23,1
12,84,5.22,47,1
9,198,2.48,57,1
8,2552,1.26,445,1
38,12996,12.99,3573,1
10,1410,2.25,333,1
1,74,1.08,14,1
10,2850,1.58,499,1
8,368,1.79,125,1
5,35,2.33,14,1
8,72,2.45,27,1
5,25,10,10,1
7,56,1.71,12,1
9,738,2.47,247,1
9,261,1.48,49,1
7,147,1.52,41,1
10,2690,5.15,824,1
5,35,5,15,1
9,1143,1.58,243,1
9,369,2.06,138,1
6,30,1.67,10,1
10,180,2.3,53,1
10,120,2.2,22,1
10,1760,1.36,319,1
6,258,1.67,87,1
8,256,1.4,59,1
8,32,1.5,12,1
6,60,1.86,26,1
8,496,1.81,147,1
7,441,1.61,127,1
13,2964,3.02,710,1
3,21,13,13,1
6,186,1.85,37,1
8,288,1.98,123,1
7,77,1.38,29,1
8,168,3.54,92,1
9,441,2.97,261,1
10,850,2.25,275,1
8,864,1.34,169,1
6,78,2.63,42,1
9,198,1.61,45,1
9,747,3.21,292,1
9,4815,1.38,793,1
5,490,1.82,155,1
8,360,2.44,132,1
10,230,2.35,73,1
7,77,1.63,26,1
8,368,1.85,144,1
8,336,2.37,142,1
8,88,1.75,14,1
9,162,1.56,42,1
10,120,2.7,27,1
11,3311,2.22,1019,1
8,144,1.65,51,1
5,180,1.52,38,1
9,1629,2.9,611,1
7,91,2.27,25,1
8,320,2.61,154,1
7,602,1.27,147,1
10,1830,1.67,488,1
10,540,1.83,172,1
11,286,2.19,81,1
9,297,1.84,105,1
11,462,1.93,135,1
9,180,1.68,47,1
12,3264,2.74,1075,1
14,378,7.24,181,1
5,90,1.62,34,1
10,1620,2.71,477,1
10,510,1.89,157,1
24,6720,7.62,3040,1
9,927,1.22,152,1
14,1974,2.29,549,1
7,133,1.74,54,1
9,576,2.32,102,1
8,512,1.93,154,1
7,238,1.33,53,1
8,232,1.93,79,1
10,2710,1.94,647,1
8,656,2.51,274,1
5,290,1.18,26,1
8,32,3.75,15,1
9,351,1.69,108,1
7,112,2.07,29,1
9,819,1.98,247,1
8,104,2.89,55,1
5,145,1.87,58,1
8,560,2.21,217,1
7,49,1.42,17,1
7,63,2.2,22,1
5,40,4.67,14,1
6,228,1.51,86,1
8,232,2.1,105,1
6,126,1.33,44,1
8,96,2.1,42,1
9,963,2.44,344,1
13,4524,1.64,881,1
9,2403,1.28,393,1
8,136,1.48,31,1
23,3151,16.64,2695,1
9,360,2.44,139,1
8,64,2.54,33,1
5,30,2,12,1
23,8533,16.83,8027,1
9,747,2.42,218,1
11,2871,1.87,662,1
5,145,1.61,58,1
7,63,2,24,1
10,2400,2.75,919,1
6,54,1.23,16,1
10,800,2.02,246,1
9,945,2.19,316,1
12,168,2.31,60,1
9,261,2.4,108,1
8,96,2.18,37,1
8,248,1.98,87,1
9,369,1.9,110,1
7,203,1.4,73,1
8,552,1.47,144,1
9,468,1.38,95,1
8,136,1.96,49,1
9,720,2.02,240,1
9,1620,2.86,606,1
7,161,1.71,60,1
5,250,1.58,90,1
8,288,2.05,123,1
4,48,3,12,1
6,66,1.3,13,1
9,1674,3.24,712,1
33,5280,6.34,1154,1
7,140,1.97,57,1
8,584,2.75,253,1
9,801,2.18,240,1
9,153,1.38,47,1
13,1378,2.37,422,1
7,147,1.35,42,1
7,77,1.21,23,1
19,3819,2.07,909,1
9,108,1.63,44,1
36,6696,7.28,2126,1
6,96,1.48,34,1
8,328,2.53,139,1
8,512,3.85,277,1
6,84,2.29,48,1
10,380,1.48,74,1
25,2875,2.56,851,1
5,30,3.67,11,1
5,55,1.57,22,1
7,1449,1.29,361,1
12,264,7.65,153,1
11,825,2.08,223,1
7,126,1.39,32,1
8,184,2.09,69,1
5,95,1.5,42,1
7,1834,1.28,279,1
6,66,1.6,24,1
8,96,1.65,38,1
12,3972,2.19,942,1
12,1176,2.23,288,1
9,738,2.74,230,1
8,280,2.09,119,1
8,56,2,22,1
16,2896,5.1,1157,1
10,190,6.94,111,1
6,480,1.51,169,1
7,77,1.5,27,1
7,399,2.7,165,1
11,1001,2.33,286,1
5,140,1.3,43,1
10,530,1.75,156,1
10,480,2.5,150,1
12,1416,2.06,361,1
8,1296,3,564,1
16,6112,5.16,2292,1
7,91,1.56,28,1
10,1430,2.33,508,1
10,480,6.04,278,1
10,150,1.88,45,1
8,288,3.04,161,1
6,42,1.89,17,1
8,272,2,114,1
12,3420,4.33,1404,1
23,2001,2.36,572,1
14,5908,1.7,1062,1
8,32,2.17,13,1
12,1464,2.3,381,1
7,259,1.46,79,1
7,133,4.89,88,1
12,1092,2.46,307,1
7,1211,1.34,251,1
7,84,2.86,40,1
8,576,2.25,230,1
9,414,1.92,121,1
6,540,2.2,213,1
7,119,1.89,51,1
7,161,1.29,45,1
9,252,1.95,80,1
7,1057,1.33,81,1
11,352,3.1,93,1
14,5894,4.8,2236,1
10,1310,2.74,543,1
8,656,2.51,261,1
6,66,1.53,23,1
9,486,1.98,190,1
8,192,1.7,39,1
7,42,1.73,19,1
7,644,1.88,199,1
5,490,2.14,167,1
7,98,1.79,34,1
9,81,13,26,1
7,294,1.33,69,1
8,1592,1.18,183,1
5,290,1.41,58,1
10,720,1.81,210,1
8,200,1.63,62,1
7,518,1.12,83,1
6,564,2.02,184,1
9,2403,1.35,315,1
9,1116,2.85,410,1
9,729,1.49,136,1
9,4824,1.34,609,1
10,70,2.78,25,1
9,1494,2.95,576,1
9,2520,1.24,415,1
9,1044,1.86,354,1
11,847,2.43,292,1
5,20,8,8,1
6,168,2.12,55,1
8,2176,1.41,407,1
7,315,2.22,120,1
12,3084,3,872,1
11,935,1.73,251,1
7,140,2.71,65,1
7,266,1.4,67,1
7,119,1.56,42,1
12,852,6.64,538,1
9,81,1.63,13,1
9,2979,1.57,661,1
11,242,4.04,101,1
16,5744,5.41,2158,1
6,42,4.25,1,1
10,670,2.17,195,1
10,120,1.82,40,1
12,1404,1.86,353,1
7,665,1.56,178,1
8,640,1.4,118,1
10,1190,2.75,464,1
10,1240,3.43,587,1
8,96,2.05,43,1
9,1332,1.17,195,1
8,112,3,57,1
7,1106,1.33,264,1
1,14,2.67,8,1
7,14,10,10,1
9,369,1.3,74,1
7,245,2.38,100,1
5,75,1.67,30,1
7,637,1.76,213,1
11,4763,4.65,2137,1
10,660,2.25,214,1
14,532,2.95,121,1
10,2710,1.39,476,1
7,308,1.58,52,1
6,1086,1.69,324,1
10,980,2.1,368,1
8,576,1.25,114,1
9,2691,1.58,607,1
7,161,1.59,46,1
5,255,1.63,80,1
5,130,1.89,68,1
5,15,7,7,1
7,1015,1.5,210,1
3,9,7,7,1
5,30,1.63,13,1
11,242,8.72,157,1
9,927,2.47,331,1
8,1056,1.84,327,1
12,144,1.69,44,1
11,1199,1.92,281,1
9,963,1.42,196,1
8,176,2.03,71,1
7,189,1.32,54,1
9,891,1.95,257,1
7,665,1.64,197,1
7,833,1.5,237,1
8,568,1.86,177,1
10,5110,1.28,684,1
9,1926,1.44,443,1
1,12,3.5,7,1
7,329,1.4,94,1
7,210,1.43,63,1
10,390,1.95,121,1
10,200,8.82,97,1
7,147,1.35,42,1
11,1771,2.71,589,1
9,4815,1.32,704,1
6,48,3.38,27,1
8,56,2.64,29,1
7,140,1.58,49,1
17,5950,5.22,2162,1
8,88,1.29,22,1
8,264,1.9,99,1
7,861,2.62,361,1
7,105,1.5,42,1
9,189,1.9,57,1
12,5976,2.44,1833,1
4,72,2.57,18,1
8,320,2.47,148,1
9,819,1.86,132,1
10,160,7.56,68,1
9,234,1.37,41,1
11,1848,1.55,432,1
17,374,4.5,153,1
6,1326,1.95,356,1
10,100,52,52,1
10,460,2.01,167,1
10,1200,1.7,335,1
7,77,1.58,30,1
8,112,3.57,25,1
8,72,1.93,29,1
13,4524,2.57,1395,1
9,828,1.54,199,1
10,530,1.44,114,1
7,35,29,29,1
7,91,2.2,33,1
8,1728,1.33,270,1
7,77,1.45,29,1
11,143,2.22,60,1
7,77,1.47,28,1
7,84,2.17,39,1
6,168,1.77,62,1
6,42,1.38,11,1
7,140,1.61,53,1
17,2907,2.42,606,1
8,160,2.35,73,1
10,960,2.49,401,1
6,72,1.93,27,1
8,1664,1.65,323,1
11,2871,2,722,1
7,329,2.31,125,1
19,8645,33.48,703,1
11,1034,2.03,290,1
6,576,1.51,151,1
9,2376,1.34,468,1
79,12561,51.4,4009,1
17,374,4.68,159,1
16,704,2.39,265,1
8,552,1.5,154,1
9,2259,1.33,423,1
10,330,1.4,60,1
8,344,1.4,73,1
7,77,1.21,17,1
9,720,1.8,219,1
2,62,2,12,1
22,572,1.93,162,1
9,2250,2.6,823,1
7,217,1.97,65,1
8,856,2.24,311,1
8,312,2,88,1
8,248,1.45,74,1
9,144,1.48,40,1
9,1107,2.82,432,1
9,369,1.41,97,1
6,72,1.62,21,1
9,1782,1.88,515,1
4,32,1.83,11,1
8,1520,2.22,495,1
9,468,1.66,143,1
10,2510,1.23,354,1
10,1730,1.52,155,1
4,44,1.36,19,1
9,558,2.23,194,1
8,1304,2.79,500,1
12,3264,1.8,715,1
7,287,1.73,121,1
9,684,2.27,241,1
8,424,1.93,147,1
7,77,1.35,27,1
10,4300,2.7,1508,1
7,406,2.34,82,1
7,1337,1.66,411,1
7,189,1.97,65,1
9,3069,1.35,222,1
8,128,2.44,61,1
10,2620,1.8,719,1
7,91,1.33,28,1
38,1976,3.49,894,1
10,520,2.09,155,1
9,45,2.2,11,1
3,9,8,8,1
9,747,2.93,249,1
8,200,1.6,56,1
9,4806,1.32,671,1
5,230,1.43,40,1
8,208,1.37,52,1
7,217,1.78,48,1
11,121,2.24,47,1
6,534,1.61,159,1
5,40,3,27,1
8,64,4.33,13,1
9,909,2.68,402,1
10,190,2.12,72,1
24,3984,17.08,3604,1
11,297,2.43,90,1
9,702,2.1,231,1
6,42,2.33,14,1
8,224,2.07,89,1
6,78,1.67,10,1
8,2184,1.27,469,1
9,2232,2.39,737,1
17,1309,2.94,411,1
7,553,3.56,313,1
11,682,3.21,241,1
12,2016,2.1,515,1
16,1440,1.39,283,1
8,56,1.67,15,1
6,54,2,16,1
7,161,1.89,72,1
10,220,2.15,73,1
7,1176,1.14,95,1
13,3783,2.68,1080,1
13,4446,2.15,1027,1
9,477,1.54,120,1
8,152,2.19,59,1
25,2100,8.45,930,1
7,329,1.74,106,1
13,4602,4.39,1749,1
25,11775,7.8,5290,1
16,6832,5.56,2736,1
9,963,2.59,357,1
24,2880,21.36,2670,1
9,153,2.46,69,1
7,126,2.81,59,1
6,78,2.27,34,1
11,924,1.77,232,1
9,441,1.36,117,1
12,1704,3.04,575,1
9,720,2.09,240,1
8,160,1.86,65,1
11,4158,2.95,1371,1
6,576,2.43,202,1
8,424,1.83,146,1
5,465,1.66,163,1
5,135,1.71,36,1
9,351,2.58,129,1
9,4428,1.22,583,1
6,114,1.27,38,1
9,738,2.01,249,1
9,4806,1.34,884,1
5,50,7,14,1
8,72,2,28,1
9,171,1.34,43,1
9,504,1.94,165,1
12,5964,2.27,1657,1
9,4392,1.28,326,1
8,1208,1.18,210,1
7,161,1.45,48,1
13,754,3.2,253,1
8,120,2.14,30,1
10,180,2.3,69,1
7,1505,3.35,824,1
10,70,1.83,22,1
5,35,2.5,20,1
7,77,1.75,35,1
6,78,1.37,26,1
9,1620,2.47,555,1
24,11304,7.9,5363,1
7,931,1.75,196,1
8,1936,1.27,247,1
9,873,1.76,277,1
5,45,1.43,20,1
7,105,1.6,24,1
7,238,1.43,60,1
24,8016,14.3,7164,1
6,156,1.29,45,1
10,350,2.62,118,1
11,594,1.99,153,1
17,6766,5.3,2162,1
8,160,1.88,60,1
7,28,9,9,1
8,560,1.7,208,1
7,133,1.65,38,1
8,152,1.74,54,1
6,570,1.97,156,1
14,5838,4.48,2094,1
7,175,2.14,62,1
7,266,1.69,76,1
9,2799,1.34,456,1
8,24,2.75,11,1
14,252,3.33,40,1
8,88,1.4,28,1
19,532,13.04,313,1
8,96,2,42,1
7,357,1.14,74,1
8,304,1.86,39,1
9,306,2.06,109,1
10,330,2.05,129,1
7,350,1.45,93,1
15,915,1.87,226,1
11,275,2.11,99,1
7,133,1.69,54,1
8,904,1.41,190,1
16,3888,5.5,1530,1
1,7,7,7,1
8,4064,1.28,372,1
7,105,2.3,46,1
8,176,2.59,70,1
8,496,1.79,177,1
6,60,2.07,29,1
4,24,10,10,1
25,4450,7.9,2181,1
11,132,4.38,57,1
9,315,1.65,86,1
10,310,6.67,200,1
8,240,2.02,85,1
8,152,1.47,28,1
10,730,1.84,199,1
7,189,1.79,70,1
9,144,1.32,25,1
7,70,1.33,20,1
5,35,2.11,19,1
8,648,1.29,143,1
9,738,2.38,316,1
7,812,1.84,213,1
9,171,2.63,50,1
6,36,1.63,13,1
8,288,3.22,177,1
10,110,4.5,54,1
7,161,1.95,72,1
5,35,2.11,19,1
6,78,2.7,27,1
9,1062,2.41,395,1
11,385,4.78,129,1
8,560,2.31,259,1
4,8,7,7,1
8,96,2.11,40,1
9,675,2.21,267,1
7,1491,1.5,351,1
5,60,2,12,1
7,28,3.67,11,1
5,150,1.71,24,1
9,585,1.67,155,1
5,35,1.83,11,1
14,5194,4.85,1975,1
7,42,1.9,19,1
8,768,1.35,85,1
11,1276,1.8,350,1
7,98,1.85,24,1
9,189,2.61,60,1
9,450,2.67,144,1
8,72,2.15,28,1
8,552,1.94,202,1
9,729,2.09,242,1
11,2035,2.94,724,1
8,120,2,38,1
9,729,2.38,283,1
8,168,2.07,60,1
7,217,2.1,86,1
11,715,2.61,279,1
13,1794,3.86,417,1
4,124,1.58,52,1
6,72,2.19,35,1
41,2747,33.67,1212,1
10,520,1.87,166,1
9,1053,2.48,441,1
9,378,2.38,145,1
8,608,1.87,191,1
7,1386,1.23,76,1
7,1183,1.28,197,1
10,1260,2.85,575,1
8,568,1.31,77,1
9,135,1.6,24,1
23,2760,17.44,2599,1
9,972,2.45,335,1
7,126,1.39,39,1
11,187,4.29,60,1
8,688,2.64,340,1
8,952,1.7,321,1
7,77,2.57,18,1
9,198,2.11,59,1
14,5768,1.59,1032,1
8,1440,1.31,286,1
9,828,1.93,238,1
9,963,1.34,209,1
7,252,1.36,76,1
9,4545,1.32,861,1
10,980,1.72,294,1
9,2934,1.3,501,1
8,2392,1.32,446,1
9,171,1.31,38,1
8,2472,1.41,459,1
10,2820,1.43,540,1
8,656,2.63,260,1
16,6784,5.34,2514,1
10,490,3.07,270,1
5,65,1.46,19,1
7,378,1.53,89,1
8,1584,1.31,341,1
5,195,2.09,67,1
8,960,1.66,240,1
12,1020,1.94,311,1
9,225,2.55,74,1
22,1562,11.64,838,1
7,287,1.42,94,1
9,738,2.13,236,1
7,315,1.4,80,1
10,5090,1.23,492,1
8,424,2.09,140,1
6,576,2.3,184,1
7,945,1.09,108,1
9,126,1.36,30,1
38,15580,2.39,4341,1
6,156,2.25,81,1
9,72,12.25,49,1
6,60,1.78,16,1
11,913,1.71,250,1
10,160,2.22,71,1
8,320,2.08,125,1
7,126,1.55,45,1
8,168,1.94,70,1
7,70,1.82,20,1
9,1134,2.84,528,1
7,217,1.35,69,1
8,1400,1.2,219,1
7,287,1.47,63,1
9,936,1.93,264,1
6,570,1.45,129,1
9,972,2.15,354,1
8,184,2.03,67,1
8,392,1.9,173,1
8,272,1.5,84,1
9,891,2.52,431,1
7,280,1.43,87,1
9,441,1.6,117,1
15,3330,5.34,1378,1
11,231,3.96,95,1
8,1200,1.32,246,1
5,20,7,14,1
5,90,1.91,42,1
10,1160,1.7,317,1
7,98,1.83,33,1
9,306,1.81,103,1
10,5080,1.36,506,1
6,456,1.49,161,1
10,2480,2.6,883,1
8,144,2.16,69,1
6,108,2.64,58,1
10,400,1.9,135,1
8,32,5,15,1
5,470,1.39,110,1
7,98,2.67,32,1
8,352,2.95,171,1
14,4466,4.54,1654,1
6,582,1.84,164,1
9,171,2.68,51,1
8,472,2.74,219,1
9,603,3.76,282,1
5,70,3.6,18,1
8,744,1.24,138,1
11,99,4.44,40,1
7,63,1.4,21,1
8,384,2.03,152,1
10,430,3.58,197,1
9,1521,2.61,522,1
7,91,1.17,27,1
7,126,1.94,33,1
6,150,1.42,51,1
10,360,2.28,132,1
12,3252,1.95,799,1
6,108,1.62,34,1
7,784,1.25,132,1
12,96,7,49,1
8,256,1.23,53,1
8,480,3.01,208,1
7,84,1.67,30,1
10,410,1.98,109,1
24,6768,7.8,2995,1
5,65,2.43,17,1
9,4590,1.27,787,1
9,882,2.06,251,1
6,66,1.57,22,1
6,78,1.57,22,1
3,12,11,11,1
9,162,7,98,1
10,630,1.4,116,1
10,340,1.81,103,1
1,47,1.05,20,1
6,114,1.59,35,1
10,630,1.69,147,1
10,300,2.78,128,1
8,200,1.36,57,1
6,36,1.88,15,1
5,40,2.18,24,1
17,1802,14.53,1671,1
9,4572,1.31,840,1
11,1617,2.2,518,1
7,245,2.48,109,1
6,534,1.82,162,1
1,25,25,25,1
9,990,2.08,308,1
11,275,2.56,92,1
10,120,4.71,66,1
10,450,2.05,133,1
8,176,2.42,75,1
10,770,2.64,361,1
9,360,2.35,115,1
12,480,7.62,221,1
6,102,1.33,28,1
7,1050,1.36,187,1
8,368,1.78,116,1
8,264,2.24,112,1
5,590,1.44,91,1
9,738,2.3,276,1
11,737,2.96,198,1
10,340,1.98,121,1
8,280,2.14,124,1
8,176,2.06,70,1
8,416,2.88,187,1
8,1864,1.58,488,1
8,392,1.81,159,1
8,768,1.77,212,1
9,315,2.86,83,1
11,99,3.83,46,1
11,671,5.04,242,1
7,322,2.58,98,1
8,432,1.53,81,1
15,5130,2.49,1232,1
8,192,1.8,74,1
11,2013,4.66,969,1
7,119,1.82,31,1
10,270,2.02,99,1
9,1656,1.36,341,1
9,1494,2.38,502,1
24,4752,15.8,4329,1
8,216,1.31,51,1
9,4815,1.23,757,1
10,2280,1.87,592,1
10,90,9.4,47,1
8,120,3.88,31,1
8,112,2.56,46,1
5,20,3.25,13,1
24,4272,8,2063,1
9,342,1.87,127,1
7,56,2,20,1
6,576,2.44,178,1
19,2337,207,207,1
7,756,2.11,274,1
8,272,1.84,103,1
8,240,1.53,58,1
10,400,2.07,118,1
8,80,1.75,28,1
9,999,1.7,218,1
8,856,2.4,326,1
7,98,1.84,35,1
9,288,2.16,110,1
10,90,2.82,31,1
9,486,1.24,93,1
9,1629,1.66,354,1
7,679,1.51,143,1
16,3280,5.36,1314,1
10,2930,1.53,606,1
11,2871,2.01,738,1
8,96,2.11,40,1
5,30,2.5,10,1
8,96,1.91,42,1
10,70,30,30,1
8,208,2.03,61,1
6,174,1.88,62,1
8,56,2.09,23,1
10,990,2.93,468,1
10,1070,1.81,292,1
13,4186,4.62,1571,1
9,306,1.71,116,1
5,15,4.5,9,1
10,410,1.61,113,1
8,128,2.2,55,1
10,510,2.12,172,1
8,112,1.73,38,1
8,288,2.03,132,1
6,24,8,16,1
13,6474,2.28,1820,1
9,675,2.23,252,1
10,300,1.79,100,1
7,77,2,32,1
5,15,8,8,1
6,192,1.67,70,1
11,2706,2.85,944,1
9,1107,2.21,383,1
11,990,2.82,358,1
17,187,9.75,78,1
8,48,1.58,19,1
10,930,1.78,249,1
8,936,1.45,188,1
7,91,1.69,27,1
7,637,1.46,104,1
7,1274,1.27,259,1
7,84,1.75,21,1
5,40,1,14,1
7,133,1.5,33,1
9,162,2.78,64,1
9,378,2.13,130,1
7,77,1.29,18,1
7,112,1.96,47,1
9,108,1.85,48,1
7,315,2.45,152,1
10,370,3.2,131,1
6,264,2.11,118,1
7,77,1.57,11,1
8,96,2.11,38,1
9,1395,2.44,483,1
9,1863,1.29,330,1
6,150,1.17,41,1
7,105,3.09,34,1
6,156,1.33,53,1
8,120,1.96,51,1
6,852,6.53,98,2
2,124,11.2,56,2
2,1070,24.29,583,2
1,126,125,125,2
2,1074,16.68,667,2
1,9,8,8,2
1,40,11.67,35,2
1,255,4.86,175,2
3,912,42.17,506,2
6,42,10,10,2
1,13,4.5,9,2
1,17,1.75,7,2
1,29,29,29,2
1,17,16,16,2
1,19,4,12,2
25,7500,40.33,484,2
2,224,55.5,111,2
1,14,2.33,7,2
1,145,35.25,141,2
1,22,21,21,2
1,44,2.2,11,2
2,1070,117.8,589,2
4,36,22,22,2
2,1076,29.78,685,2
1,43,9.75,39,2
1,7,7,7,2
1,70,22,66,2
1,14,4.5,9,2
1,15,6.5,13,2
1,172,1.04,80,2
1,124,7.86,55,2
1,10,10,10,2
1,15,3.67,11,2
2,650,28.64,315,2
1,10,9,9,2
1,413,412,412,2
2,246,123,123,2
1,11,11,11,2
1,23,1.6,8,2
5,640,162,486,2
1,62,61,61,2
1,86,40,80,2
17,5814,30.27,5328,2
1,16,16,16,2
1,30,2.4,12,2
21,42,31,31,2
1,69,4.18,46,2
1,17,17,17,2
1,16,16,16,2
1,33,33,33,2
5,1400,156,1092,2
2,12,4,8,2
11,6072,4955,4955,2
1,28,3,15,2
1,199,197,197,2
1,8,8,8,2
1,148,73,146,2
1,58,9.8,49,2
7,98,10,10,2
3,348,62,124,2
1,12,9,9,2
2,128,17,68,2
3,318,6.31,82,2
1,22,4.5,18,2
1,17,7.5,15,2
5,1665,36.65,623,2
11,2772,63.75,255,2
2,1074,21.27,638,2
2,1074,181.33,544,2
1,161,1.02,66,2
1,94,3.31,53,2
3,162,8.43,59,2
1,187,25.71,180,2
1,67,66,66,2
3,1632,16.12,532,2
1,52,10.25,41,2
2,472,10.27,267,2
2,128,3.93,55,2
1,73,3.75,45,2
2,202,10.9,109,2
1,28,27,27,2
3,339,30.25,121,2
2,408,10.5,168,2
1,47,47,47,2
2,42,6.33,19,2
2,1070,11.75,693,2
1,277,137.5,275,2
8,1848,179,1611,2
1,48,10.5,42,2
6,126,31,31,2
1,10,10,10,2
19,8778,16.88,4591,2
1,180,88.5,177,2
3,1614,22.11,597,2
1,45,21,42,2
1,159,77.5,155,2
1,85,12.5,75,2
1,115,4.6,23,2
3,858,87,348,2
1,42,1.6,8,2
2,1072,30.37,577,2
1,33,3.67,22,2
3,777,67.82,746,2
1,37,6,30,2
1,114,21.4,107,2
3,1608,61,549,2
1,52,51,51,2
2,1074,62.44,562,2
1,7,7,7,2
2,200,11.5,92,2
3,396,20,200,2
1,79,6.86,48,2
1,18,3,9,2
1,46,1.38,11,2
3,1650,27.15,543,2
1,65,3,42,2
2,352,31,186,2
1,152,11.36,125,2
2,44,21,21,2
2,196,9.4,94,2
2,1074,26.57,558,2
2,104,1.5,24,2
1,87,16,80,2
1,379,60.83,365,2
3,1611,22.24,556,2
1,102,24.5,98,2
9,117,4,12,2
1,117,5.75,46,2
1,10,4,8,2
1,19,3.67,11,2
3,348,33.5,134,2
1,159,158,158,2
2,44,15.5,31,2
28,9240,31,527,2
1,13,13,13,2
2,1074,49.82,548,2
2,40,31,31,2
3,1500,19.28,559,2
2,1074,24.88,597,2
2,64,33,33,2
3,639,11.94,203,2
1,46,12,36,2
1,11,11,11,2
2,1072,41.08,534,2
1,29,2.13,17,2
7,322,8.14,57,2
3,1410,23.62,496,2
