@relation page-blocks

@attribute Eccen numeric
@attribute P_black numeric
@attribute Wb_trans numeric
@attribute Class {1,2,3,4,5}

@data
10.25,0.396,99,1
2.833,0.275,14,1
1.923,0.234,7,1
1.571,0.234,14,1
3,0.444,28,1
4,0.338,71,1
5.143,0.456,56,1
1.7,0.318,14,1
0.8,0.5,1,1
7.4,0.479,306,1
1.667,0.378,21,1
1.353,0.419,25,1
4.556,0.244,68,1
4.556,0.374,67,1
3.556,0.299,41,1
0.818,0.465,5,1
8,0.313,19,1
12.333,0.184,115,1
30.444,0.158,298,1
2,0.337,17,1
1,0.388,21,1
1.5,0.51,19,1
12.5,0.456,195,1
2.273,0.36,47,1
12.286,0.281,109,1
3.833,0.283,35,1
46.455,0.17,671,1
7.75,0.357,99,1
13.917,0.894,501,1
2.143,0.371,22,1
4.714,0.351,56,1
2.5,0.32,40,1
59.444,0.184,596,1
30.667,0.323,179,1
5,0.927,125,1
1.875,0.433,19,1
12,0.329,141,1
39.636,0.336,564,1
0.857,0.5,1,1
8.727,0.277,160,1
34,0.187,288,1
6.083,0.259,108,1
3,0.56,19,1
3.667,0.34,40,1
18.778,0.333,220,1
11.286,0.566,88,1
1.333,0.917,1,1
6.3,0.184,83,1
29.692,0.286,657,1
141.33,0.537,5,1
2.625,0.363,36,1
0.375,0.458,5,1
8.875,0.238,92,1
2.444,0.227,28,1
5.8,0.276,25,1
3.3,0.282,51,1
5.909,0.178,77,1
2,0.43,25,1
1.571,0.403,20,1
14.5,0.278,212,1
1.8,0.522,11,1
18.615,0.231,312,1
26.2,0.185,369,1
0.875,0.411,12,1
5.583,0.35,99,1
16,0.309,103,1
2.75,0.324,32,1
3.571,0.371,40,1
1.143,0.357,13,1
5.75,0.285,74,1
0.556,0.467,2,1
9.8,0.3,171,1
1,0.358,16,1
8.75,0.37,160,1
2.625,0.28,34,1
6.538,0.188,542,1
1.857,0.429,19,1
2.143,0.343,22,1
0.4,0.7,1,1
1.833,0.318,16,1
0.692,0.402,14,1
2.222,0.233,26,1
2.286,0.42,24,1
6.25,0.405,84,1
9.9,0.264,136,1
6.143,0.246,56,1
1.571,0.325,18,1
0.727,0.261,11,1
1.167,0.262,8,1
24.75,0.503,83,1
27.231,0.38,398,1
4.857,0.273,44,1
10.778,0.466,168,1
1,0.347,6,1
20.444,0.214,242,1
3.333,0.304,44,1
24.727,0.281,420,1
5.5,0.247,41,1
2.125,0.353,24,1
19.75,0.102,97,1
3.857,0.344,33,1
15.571,0.283,112,1
3.2,0.313,12,1
21.308,0.293,407,1
3.667,0.377,50,1
5.4,0.548,34,1
7.286,0.322,77,1
4.429,0.313,45,1
16.727,0.484,213,1
4.857,0.298,54,1
6.5,0.325,77,1
2.364,0.297,42,1
8.625,0.098,39,1
63.875,0.084,261,1
30.929,0.355,485,1
26,0.203,204,1
2.167,0.308,15,1
2.6,0.296,35,1
10.929,0.38,183,1
2.167,0.359,15,1
8.556,0.486,128,1
3.25,0.293,30,1
2.714,0.406,31,1
5,0.442,54,1
9.2,0.431,164,1
7.8,0.436,24,1
8.8,0.248,101,1
18.5,0.182,180,1
2.5,0.456,31,1
4.556,0.301,58,1
4.5,0.181,2,1
1.714,0.452,19,1
3.889,0.263,29,1
1,0.455,10,1
16.714,0.186,121,1
4.778,0.274,63,1
25,0.186,188,1
1.6,0.544,12,1
2.143,0.229,15,1
10.75,0.303,187,1
5.625,0.156,30,1
4.182,0.283,79,1
13,0.179,92,1
11.889,0.375,186,1
1.2,0.233,5,1
16.167,0.299,94,1
8.667,0.335,170,1
2.5,0.363,30,1
5.1,0.337,81,1
2.333,0.429,27,1
8.625,0.312,90,1
1.75,0.339,22,1
4.5,0.458,64,1
2,0.461,23,1
7.571,0.089,22,1
5.6,0.321,31,1
14.833,0.298,99,1
1,0.918,2,1
3.5,0.326,51,1
7.375,0.508,268,1
1.429,0.3,6,1
5.375,0.34,64,1
8.6,0.233,37,1
26.143,0.265,181,1
24.857,0.169,526,1
56.556,0.123,448,1
34.375,0.209,351,1
9,0.399,102,1
29.214,0.172,551,1
20.571,0.092,75,1
17.308,0.253,226,1
2,0.278,9,1
8.182,0.385,158,1
14.357,0.373,217,1
1.4,0.429,3,1
1,0.72,1,1
5.429,0.252,48,1
1.333,0.407,26,1
1.875,0.458,25,1
3,0.26,27,1
8.909,0.378,134,1
5.542,0.907,155,1
2.273,0.276,40,1
17.222,0.346,198,1
2.167,0.308,17,1
4,0.428,56,1
2.429,0.555,25,1
19.286,0.156,120,1
7.5,0.183,103,1
5.583,0.376,101,1
10.462,0.415,160,1
23.727,0.233,381,1
25.2,0.377,330,1
0.857,0.214,1,1
5.375,0.398,57,1
41.3,0.315,527,1
1,0.778,1,1
2.222,0.35,33,1
3.429,0.232,32,1
1.889,0.333,24,1
1.625,0.471,27,1
17.7,0.26,261,1
3.909,0.336,58,1
4.6,0.317,79,1
9.222,0.376,113,1
0.875,0.518,11,1
10.857,0.301,116,1
3.889,0.381,56,1
4.429,0.221,27,1
8.778,0.323,105,1
22.818,0.355,334,1
0.9,0.667,2,1
5.5,0.409,1,1
10,0.449,159,1
2.6,0.312,40,1
2,0.63,14,1
7.444,0.468,75,1
2.5,0.267,12,1
3.342,0.464,657,1
8.7,0.344,132,1
2.8,0.414,21,1
18.071,0.372,302,1
5.429,0.248,50,1
4.9,0.551,88,1
5.333,0.375,8,1
22.857,0.354,355,1
3.778,0.31,59,1
1.4,0.486,2,1
11.5,0.359,151,1
25,0.287,307,1
17.889,0.273,164,1
5,0.45,26,1
13.071,0.39,205,1
2.923,0.324,42,1
28.778,0.189,336,1
34.667,0.606,19,1
4.5,0.406,62,1
1.8,0.311,29,1
1.333,0.5,11,1
1.667,0.317,16,1
6.4,0.413,49,1
1.2,0.225,10,1
1.818,0.564,14,1
1.8,0.389,37,1
3.167,0.316,20,1
3,0.203,23,1
3.3,0.342,68,1
1.875,0.475,22,1
2,0.383,21,1
1.333,0.491,22,1
2.889,0.291,39,1
6.385,0.373,115,1
6.3,0.251,86,1
5.857,0.341,62,1
15.5,0.238,78,1
20.286,0.236,419,1
31.846,0.357,623,1
23.25,0.399,234,1
2.571,0.262,17,1
4.625,0.375,69,1
16.778,0.139,162,1
63.5,0.092,290,1
25,0.337,221,1
13.667,0.362,153,1
1,0.56,14,1
5.75,0.266,53,1
6.857,0.33,77,1
1.625,0.442,23,1
6.625,0.358,99,1
5.4,0.296,13,1
4.556,0.201,57,1
23.667,0.325,386,1
0.357,0.443,5,1
1.778,0.326,27,1
1.4,0.6,9,1
59.444,0.118,432,1
3.9,0.285,58,1
6.833,0.232,44,1
1.1,0.273,19,1
38.111,0.162,401,1
5.857,0.22,43,1
7.111,0.299,95,1
4.714,0.264,51,1
1.7,0.382,27,1
1.8,0.306,22,1
2.75,0.398,36,1
7.417,0.483,258,1
2.857,0.257,32,1
5.25,0.423,60,1
20.111,0.375,211,1
0.714,0.257,8,1
2.429,0.261,17,1
6,0.302,66,1
14.333,0.169,139,1
2.875,0.359,40,1
1.5,0.396,20,1
13,0.575,129,1
1.333,1,1,1
8.167,0.267,135,1
14.7,0.168,191,1
1.9,0.337,32,1
8.5,0.454,57,1
1.333,0.917,1,1
14.1,0.236,148,1
0.583,0.214,5,1
4.286,0.271,43,1
2.5,0.413,32,1
2.84,0.234,187,1
7.727,0.25,135,1
33.444,0.178,371,1
10.727,0.26,168,1
15.5,0.194,6,1
27.1,0.176,342,1
9,0.328,117,1
2.9,0.303,42,1
9.75,0.2,176,1
31.8,0.128,344,1
13.636,0.186,149,1
1.857,0.33,19,1
0.75,0.509,6,1
2.714,0.203,12,1
4.75,0.408,75,1
1.571,0.351,18,1
11.25,0.207,97,1
51.1,0.141,555,1
22.875,0.288,202,1
1.25,0.313,13,1
7.8,0.328,31,1
2.111,0.222,29,1
7.333,0.323,96,1
20.222,0.378,210,1
2.833,0.382,24,1
2.6,0.308,11,1
10.222,0.287,123,1
2,0.61,15,1
2.714,0.346,32,1
9.8,0.463,167,1
6,0.191,75,1
3.778,0.363,63,1
1.875,0.283,15,1
17.286,0.276,131,1
6.875,0.225,56,1
16,0.302,79,1
1.778,0.222,24,1
42.75,0.163,317,1
2.125,0.346,19,1
16,0.318,61,1
2.571,0.119,7,1
5,0.403,51,1
63.25,0.129,93,1
24.375,0.175,221,1
49.429,0.159,329,1
2,0.375,14,1
15,0.252,183,1
0.571,0.286,1,1
4.714,0.364,50,1
3.5,0.42,66,1
2.167,0.333,19,1
19.375,0.452,202,1
1.474,0.588,24,1
24.286,0.383,360,1
14,0.466,186,1
7.417,0.491,267,1
11.68,0.479,461,1
3.667,0.36,53,1
10.556,0.284,127,1
45,0.056,110,1
22.583,0.238,391,1
1.412,0.426,37,1
4,0.611,59,1
19.286,0.202,134,1
0.9,0.344,18,1
5.143,0.567,57,1
20.375,0.383,179,1
1.875,0.475,24,1
2.714,0.248,22,1
4,0.54,61,1
31.556,0.141,286,1
2.833,0.245,16,1
11.222,0.442,150,1
18.111,0.263,137,1
1.8,0.444,14,1
9.286,0.407,85,1
22.143,0.178,132,1
3.286,0.329,38,1
30,0.193,264,1
1.286,0.238,10,1
31.462,0.267,637,1
1.333,0.75,1,1
4.2,0.295,21,1
2.6,0.262,7,1
2.429,0.454,17,1
6.5,0.342,39,1
50.8,0.1,372,1
3.857,0.238,16,1
29.111,0.089,176,1
1.571,0.234,7,1
11.333,0.357,135,1
2.111,0.667,15,1
3.286,0.298,33,1
2.6,0.262,12,1
0.8,0.575,5,1
1.143,0.339,8,1
11.222,0.196,146,1
4.286,0.3,44,1
2,0.477,25,1
5.222,0.385,65,1
33,0.364,11,1
4,0.292,27,1
6.167,0.392,39,1
1.667,0.533,2,1
9,0.198,91,1
10.818,0.268,204,1
2,0.286,18,1
0.571,0.286,1,1
21.182,0.245,349,1
9.444,0.395,130,1
10,0.298,111,1
2.111,0.386,30,1
3.338,0.465,127,1
5.647,0.366,116,1
2,0.319,15,1
9.9,0.473,160,1
11.6,0.246,178,1
4.778,0.47,55,1
1.75,0.384,25,1
2.75,0.392,27,1
12.667,0.353,108,1
1.6,0.375,28,1
15.286,0.27,126,1
3.182,0.351,60,1
21.417,0.283,291,1
10.25,0.358,105,1
2,0.406,31,1
14,0.17,120,1
2.429,0.16,11,1
24.938,0.369,441,1
4.8,0.342,31,1
1.571,0.299,13,1
4,0.252,85,1
32.429,0.217,215,1
0.857,0.548,9,1
2.909,0.256,45,1
2,0.632,19,1
32.538,0.188,632,1
31.111,0.165,336,1
6.571,0.304,38,1
1.5,0.556,14,1
7.636,0.291,155,1
0.818,0.515,6,1
0.87,0.507,11,1
10,0.267,147,1
1.429,0.286,16,1
8,0.246,82,1
8.429,0.228,76,1
27.667,0.301,344,1
6.462,0.35,121,1
59.333,0.134,482,1
4.889,0.258,74,1
2.222,0.322,27,1
24.636,0.162,355,1
19.7,0.144,228,1
1.2,0.333,1,1
2.571,0.31,28,1
6,0.509,55,1
5.143,0.278,56,1
5,0.602,54,1
3.167,0.307,22,1
2.857,0.429,31,1
1.143,0.501,64,1
7.9,0.306,128,1
2.333,0.365,24,1
1.25,0.363,9,1
3.182,0.382,24,1
2.125,0.228,21,1
5.429,0.414,45,1
7,0.455,40,1
6.222,0.196,80,1
31.667,0.338,358,1
0.714,0.257,4,1
1.286,0.349,10,1
2.833,0.324,25,1
7.222,0.463,102,1
1.6,0.325,8,1
19.625,0.446,220,1
5.1,0.308,83,1
2.375,0.421,35,1
4.091,0.267,66,1
1.75,0.42,23,1
4.143,0.266,20,1
6.714,0.258,66,1
11.556,0.282,137,1
18.667,0.065,8,1
30.222,0.137,252,1
2.5,0.5,29,1
0.571,0.321,3,1
0.4,0.8,1,1
2.6,0.554,14,1
4.25,0.191,7,1
1.5,0.396,21,1
7,0.2,8,1
8.4,0.279,142,1
25.9,0.351,362,1
16,0.309,73,1
8.273,0.286,123,1
1.125,0.417,13,1
5.818,0.395,83,1
3.333,0.46,29,1
15.429,0.362,130,1
3.286,0.329,32,1
0.444,0.472,3,1
10.6,0.223,46,1
3.4,0.321,54,1
1.9,0.611,13,1
4.385,0.745,48,1
16.636,0.465,207,1
2.667,0.287,36,1
5.5,0.295,82,1
6.143,0.292,66,1
5.111,0.292,63,1
34.889,0.156,352,1
2.846,0.322,44,1
4.7,0.336,70,1
12,0.449,171,1
6.2,0.239,18,1
3.6,0.264,51,1
7.375,0.186,59,1
1.429,0.329,13,1
12.111,0.243,151,1
4.556,0.507,57,1
56.444,0.164,614,1
6.625,0.38,86,1
1.25,0.388,14,1
3.5,0.337,45,1
10.111,0.161,71,1
1.571,0.377,18,1
7.222,0.222,96,1
59.333,0.163,585,1
5.714,0.229,50,1
13.5,0.196,126,1
1.125,0.431,13,1
18.75,0.205,187,1
2.75,0.295,20,1
3.875,0.415,55,1
1.6,0.6,11,1
3.5,0.474,110,1
3.75,0.225,44,1
7.5,0.428,141,1
10.375,0.325,123,1
0.6,0.6,2,1
12.6,0.463,185,1
14.167,0.211,643,1
15.833,0.256,82,1
1.125,0.458,11,1
0.917,0.652,7,1
3.6,0.323,107,1
12.625,0.222,139,1
2.714,0.286,28,1
1.571,0.351,17,1
3.667,0.357,43,1
13.714,0.274,115,1
1,0.46,1,1
1.571,0.221,14,1
1,0.306,7,1
4.9,0.165,60,1
3.286,0.348,41,1
4.909,0.316,91,1
8.75,0.298,95,1
3.125,0.37,36,1
34.364,0.33,465,1
74.429,0.091,260,1
10.556,0.285,116,1
1,0.438,12,1
1.118,0.362,2,1
5.6,0.329,26,1
56.444,0.128,461,1
23.667,0.203,276,1
3.286,0.447,38,1
7,0.43,123,1
20,0.131,100,1
10.25,0.412,97,1
14.286,0.279,120,1
13.833,0.329,104,1
39.364,0.449,460,1
2.571,0.357,21,1
1.818,0.168,11,1
20.417,0.204,353,1
1.167,0.476,9,1
4.667,0.405,37,1
0.8,0.525,6,1
1.571,0.364,16,1
14.692,0.406,214,1
8.75,0.463,112,1
1.6,0.55,12,1
5,0.409,59,1
20.462,0.398,286,1
1.8,0.539,11,1
7.75,0.296,81,1
4,0.264,26,1
34.444,0.17,375,1
41.5,0.307,752,1
21.063,0.369,387,1
3.333,0.367,32,1
7,1,1,1
6.143,0.319,68,1
0.8,0.7,2,1
1.286,0.365,14,1
32,0.438,7,1
25.6,0.371,322,1
15.4,0.342,207,1
1.5,0.438,28,1
5.889,0.218,84,1
22.286,0.473,218,1
3,0.297,40,1
5.25,0.375,61,1
7.9,0.324,117,1
4.778,0.377,65,1
59.333,0.131,479,1
2.857,0.464,28,1
1,0.361,9,1
2.143,0.448,27,1
7.125,0.309,78,1
15.75,0.209,146,1
2.5,0.278,13,1
23.286,0.363,377,1
25.167,0.199,429,1
6.474,0.089,1,1
0.8,0.7,6,1
1.571,0.416,20,1
1.714,0.476,14,1
1.429,0.314,17,1
2.3,0.248,26,1
26.1,0.183,321,1
3.714,0.192,23,1
0.625,0.325,2,1
4.7,0.338,69,1
1.4,0.4,6,1
17.385,0.258,243,1
9,0.333,74,1
2.8,0.457,21,1
23.818,0.238,373,1
1.2,0.183,10,1
23.818,0.251,391,1
1.2,0.367,26,1
7.375,0.307,79,1
5.7,0.556,61,1
2.222,0.339,35,1
7,0.305,201,1
5.429,0.259,46,1
1.111,0.344,8,1
60,0.2,11,1
2.667,0.49,22,1
4.556,0.263,69,1
22.583,0.246,410,1
3,0.33,52,1
16.25,0.296,29,1
9.889,0.3,110,1
1.2,0.3,5,1
6.75,0.537,69,1
2.571,0.238,26,1
7.375,0.381,65,1
89,0.169,14,1
8.6,0.405,54,1
15.667,0.184,79,1
4,0.306,38,1
66.875,0.164,520,1
6.9,0.277,103,1
1.125,0.361,17,1
2.333,0.321,15,1
8.143,0.414,61,1
3.5,0.091,12,1
3,0.427,46,1
21,0.215,173,1
11.444,0.243,159,1
7,0.298,84,1
2.143,0.314,21,1
0.727,0.693,6,1
2.286,0.321,14,1
1.6,0.619,16,1
11.444,0.164,125,1
8.182,0.47,101,1
0.667,0.615,10,1
1.571,0.247,14,1
1.222,0.283,18,1
2.75,0.426,31,1
1.9,0.611,14,1
1.778,0.556,12,1
5.5,0.415,71,1
0.636,0.597,8,1
22.091,0.117,223,1
2.625,0.232,30,1
27.455,0.379,448,1
16.667,0.345,123,1
2,0.327,22,1
3.778,0.379,68,1
2.3,0.348,36,1
21.063,0.363,377,1
12.75,0.212,138,1
3.5,0.331,60,1
3.857,0.259,34,1
13.6,0.866,444,1
5.125,0.323,64,1
30.636,0.175,296,1
1.545,0.321,14,1
1,0.484,9,1
2.182,0.53,14,1
3.083,0.41,47,1
5.125,0.232,49,1
0.667,0.438,1,1
2.167,0.282,14,1
6.917,0.301,151,1
31,0.226,6,1
1.571,0.312,18,1
13.667,0.395,154,1
2.7,0.344,39,1
27.9,0.377,389,1
23.125,0.235,191,1
2.2,0.491,29,1
5.222,0.362,76,1
3.857,0.402,42,1
30.3,0.179,410,1
6.875,0.243,77,1
16.4,0.272,1218,1
30,0.376,449,1
17.429,0.281,139,1
1.1,0.473,21,1
11,0.484,171,1
16.727,0.46,211,1
1.875,0.3,23,1
5.429,0.226,43,1
13,0.486,199,1
7.111,0.302,88,1
29.333,0.197,349,1
7.545,0.274,146,1
1.375,0.477,21,1
7.792,0.485,267,1
20.429,0.105,82,1
14.429,0.501,111,1
2.556,0.386,33,1
1.6,0.425,9,1
2.364,0.283,37,1
17.6,0.181,235,1
5.125,0.21,48,1
4.333,0.259,61,1
2.125,0.36,25,1
7.375,0.322,63,1
30.111,0.284,358,1
6.167,0.306,48,1
2.4,0.467,6,1
11.75,0.485,119,1
16.875,0.131,116,1
3.4,0.356,66,1
24.214,0.248,481,1
2,0.241,27,1
2,0.408,16,1
1.667,0.178,15,1
10.111,0.321,135,1
4.333,0.368,50,1
1.714,0.25,12,1
11.333,0.166,96,1
4,0.552,51,1
1.857,0.297,16,1
4.143,0.281,39,1
2.625,0.482,6,1
16.5,0.258,258,1
3.4,0.576,21,1
34,0.192,378,1
1.75,0.321,21,1
16.214,0.237,226,1
10,0.8,2,1
6.222,0.339,77,1
16.2,0.454,124,1
4.222,0.444,56,1
41,0.39,15,1
9.857,0.188,71,1
1.091,0.432,13,1
53.5,0.166,671,1
21.5,0.133,239,1
5.75,0.356,73,1
40,0.175,6,1
11,0.189,120,1
10,0.303,113,1
0.769,0.3,6,1
5.857,0.422,70,1
10.727,0.348,167,1
2.333,0.392,27,1
27.2,0.232,319,1
4.6,0.363,83,1
2.714,0.662,17,1
5.455,0.236,835,1
15.375,0.255,147,1
8.625,0.234,84,1
6.1,0.29,82,1
18.6,0.351,98,1
4.667,0.327,26,1
3.571,0.354,29,1
11,0.38,177,1
36.222,0.171,385,1
21.833,0.106,60,1
1.875,0.425,26,1
4.111,0.526,55,1
14.778,0.236,150,1
5.8,0.317,33,1
29.667,0.164,307,1
0.727,0.443,1,1
5.75,0.332,98,1
1.143,0.393,11,1
1,0.417,10,1
2,0.344,29,1
7.182,0.342,135,1
28.143,0.072,66,1
25,0.198,283,1
6.4,0.295,84,1
2.556,0.222,34,1
2,0.316,21,1
2.3,0.37,37,1
18.8,0.277,80,1
3.889,0.26,60,1
14.042,0.945,418,1
18.4,0.287,96,1
63.75,0.144,444,1
5.333,0.365,42,1
22.25,0.34,74,1
8.4,0.257,37,1
2.429,0.269,21,1
2.286,0.241,14,1
9.111,0.37,114,1
0.647,0.326,6,1
3.6,0.356,55,1
9,0.357,117,1
34.143,0.16,177,1
2,0.649,18,1
40,0.9,3,1
3.556,0.417,39,1
26,0.366,396,1
19.8,0.303,78,1
2,0.383,29,1
2.125,0.228,25,1
6.625,0.344,80,1
4,0.506,58,1
0.571,0.25,4,1
6.111,0.251,87,1
6.429,0.2,33,1
0.875,0.304,11,1
4.467,0.293,82,1
56.111,0.189,654,1
4.389,0.257,115,1
29.571,0.249,279,1
7.8,0.338,49,1
0.571,0.714,2,1
1.875,0.25,14,1
4.143,0.286,34,1
4,0.352,50,1
27.1,0.188,388,1
6.1,0.305,94,1
4.667,0.378,54,1
40.333,0.128,326,1
1.25,0.288,14,1
1,0.537,13,1
22.786,0.37,364,1
6,0.16,14,1
12.5,0.36,4,2
17,0.765,2,2
75,0.813,11,2
196,0.98,3,2
22,0.5,6,2
40,0.875,3,2
9,0.889,1,2
28.875,0.872,9,2
10,1,1,2
12,0.667,2,2
87,0.92,5,2
38.667,0.385,4,2
67,0.985,1,2
24.5,0.51,1,2
86,0.93,2,2
36,0.306,6,2
44,0.909,2,2
22.909,0.092,4,2
25,0.46,3,2
21.25,0.846,268,2
63,1,1,2
35,0.829,3,2
44,0.25,5,2
18,0.944,1,2
8,0.875,1,2
39,0.897,4,2
44,0.505,10,2
52,0.962,2,2
17,0.941,1,2
42,0.31,5,2
98,0.939,3,2
32,0.469,8,2
268,0.586,29,2
17,1,1,2
27,0.259,5,2
148,0.959,3,2
267.5,0.648,59,2
29,0.586,8,2
186,0.828,17,2
268.5,0.537,26,2
102,0.961,4,2
115,0.2,5,2
126,0.992,1,2
16,1,1,2
268.5,0.621,40,2
15,0.733,3,2
9,0.722,1,2
19,0.579,3,2
172,0.465,77,2
45,0.933,2,2
23,0.511,1,2
20.059,0.935,149,2
8,1,1,2
48.5,0.263,6,2
31.5,0.341,4,2
32,0.719,4,2
147,0.864,11,2
13,1,1,2
20,0.75,5,2
13,0.692,2,2
413,0.998,1,2
183.33,0.339,37,2
81,0.901,3,2
106,0.858,6,2
28.75,0.426,11,2
199,0.99,1,2
223,0.439,22,2
183.33,0.329,20,2
154.33,0.296,30,2
56,0.78,7,2
117,0.974,3,2
277,1,1,2
187,0.963,7,2
8,1,1,2
56,0.496,2,2
6.76,0.215,579,2
267.5,0.55,5,2
16,0.516,1,2
20,0.55,8,2
199,0.945,5,2
269,0.518,19,2
6.5,0.192,1,2
58,0.845,5,2
11,0.705,2,2
20.118,0.916,176,2
86.333,0.411,24,2
14,0.571,4,2
10,0.675,1,2
9,0.806,1,2
23,0.348,5,2
55.3,0.797,207,2
15,0.867,1,2
77,0.403,6,2
32,0.531,4,2
114,0.939,5,2
95.333,0.406,4,2
19,0.684,3,2
22,0.818,4,2
50.5,0.54,10,2
43,0.907,4,2
278,0.946,9,2
10,0.775,1,2
18,0.5,3,2
268.5,0.523,9,2
13,0.846,2,2
268,0.498,13,2
117,0.393,8,2
102,0.412,16,2
3.667,0.364,4,2
27,0.407,6,2
0.027,1,1,2
14,0.929,1,2
2,0.398,20,2
179.33,0.37,27,2
17,0.824,3,2
8,1,1,2
10.5,0.452,3,2
537,1,1,2
38.818,0.566,14,2
10,0.8,2,2
94,0.564,16,2
11,1,1,2
179,0.353,8,2
19.667,0.475,1,2
34,0.353,7,2
8,0.25,3,2
71,0.521,16,2
11,0.75,1,2
43,0.305,10,2
3.5,0.246,1,2
28,0.964,1,2
48,0.875,4,2
37.667,0.357,4,2
24.316,0.523,272,2
181.33,0.326,33,2
28,0.464,6,2
17,0.765,4,2
36,0.722,3,2
46,0.783,3,2
73,0.616,12,2
235,0.923,8,2
12,0.065,12,2
11,0.477,1,2
52,0.788,4,2
30,0.4,5,2
0.095,0.738,1,2
7,1,1,2
279,0.964,7,2
13,0.692,3,2
7,1,1,2
52,0.538,2,2
95,1,1,2
107,0.869,5,2
61,1,1,2
22,0.547,3,2
131,0.977,2,2
58,0.616,8,2
62,0.984,1,2
34,0.471,15,2
14,1,1,2
46,0.239,8,2
10,0.9,1,2
28,0.536,5,2
61.5,0.5,1,2
15,0.867,2,2
268,0.532,19,2
193,0.57,37,2
99.5,0.485,6,2
180,0.983,2,2
11.786,0.057,17,2
7,0.464,1,2
145,0.972,4,2
19,0.632,3,2
70,1,1,2
14,1,1,2
45,0.244,8,2
40,1,1,2
19,0.847,120,2
277,0.993,2,2
14,1,1,2
131,0.542,28,2
19,0.737,3,2
47,0.532,1,2
136,0.963,4,2
11,0.727,2,2
88,0.528,6,2
38.667,0.356,2,2
118,0.566,26,2
29,0.931,2,2
11,1,1,2
267.5,0.545,24,2
32,0.43,14,2
15,0.533,4,2
255,0.686,36,2
283,0.993,2,2
12,0.75,1,2
184,0.967,4,2
14,0.643,2,2
19,0.789,4,2
35.333,0.258,13,2
20,0.85,2,2
152,0.822,11,2
288,0.424,120,2
9,0.667,1,2
69,0.841,7,2
10,0.725,1,2
61,0.488,9,2
49.5,0.253,11,2
23,0.587,3,2
36,0.583,4,2
159,0.994,1,2
66.6,0.374,17,2
162.5,0.485,11,2
18,0.364,7,2
45,0.756,6,2
3,0.667,2,2
1.4,0.2,1,2
166.67,0.373,29,2
55,0.564,3,2
11,0.909,1,2
78.5,0.506,6,2
79,0.608,7,2
3,0.667,2,2
268,0.538,19,2
4.75,0.276,4,2
86.333,0.96,11,2
26,0.231,16,2
138,1,1,2
0.2,0.55,1,2
179,0.345,25,2
178.67,0.341,9,2
41,0.78,7,2
10,1,1,2
17,0.412,4,2
51,0.471,10,2
268.5,0.507,3,2
9,1,1,2
127,0.646,6,2
2.25,0.611,1,2
268.5,0.538,7,2
156.67,0.352,21,2
31,0.452,5,2
2,0.102,1,2
54,0.944,3,2
268.5,0.52,21,2
33,1,1,2
148,0.986,2,2
379,0.963,6,2
14,0.857,1,2
124,0.444,7,2
25.6,0.759,3,2
268.5,0.594,30,2
35,0.857,3,2
70,0.943,3,2
24,0.625,2,2
8,1,1,2
267.5,0.564,15,2
69,0.667,11,2
37,0.811,5,2
207.5,0.505,25,2
0.143,1,1,2
39,0.308,7,2
268.5,0.51,11,2
7,0.286,1,2
12,0.354,5,2
7.833,0.202,1,2
63,0.952,3,2
14,0.929,1,2
206,0.99,1,2
180.33,0.71,13,2
85,0.882,6,2
13,1,1,2
17,0.882,2,2
52,0.981,1,2
50,0.46,8,2
23.167,0.11,23,2
65,0.646,14,2
44,0.727,6,2
29,1,1,2
101.33,0.555,12,2
268,0.568,25,2
33,0.667,6,2
237.5,0.504,5,2
23.667,0.115,15,2
269,0.519,16,2
268.5,0.538,18,2
1.444,0.103,3,2
214,1,1,2
22,0.955,1,2
37.667,0.41,10,2
10,1,1,2
6.571,0.177,7,2
269,0.637,23,2
161,0.41,65,2
78,0.949,3,2
14,0.5,3,2
4.144,0.37,1292,3
2.843,0.359,1641,3
2.522,0.378,1481,3
1.254,0.338,9,3
2.707,0.339,1756,3
1.143,0.462,59,3
1.118,0.451,1028,3
1.795,0.388,167,3
1.103,0.476,61,3
0.769,0.454,6,3
1.143,0.488,62,3
0.979,0.675,1644,3
1.069,0.463,60,3
1.033,0.587,302,3
0.804,0.82,296,3
1.103,0.432,64,3
1.107,0.492,57,3
2.711,0.399,1356,3
0.988,0.523,1634,3
0.754,0.415,2333,3
1.107,0.508,59,3
0.787,0.574,664,3
0.733,0.899,786,3
0.863,0.798,1488,3
1.143,0.481,58,3
0.143,1,1,4
0.071,1,1,4
0.148,0.38,16,4
0.031,0.48,1,4
0.1,1,1,4
0.167,0.282,38,4
0.04,1,1,4
0.125,1,1,4
0.031,1,1,4
0.043,1,1,4
0.111,1,1,4
0.045,0.657,50,4
0.019,1,1,4
0.091,1,1,4
0.125,0.875,1,4
0.05,1,1,4
0.032,1,1,4
0.143,0.536,1,4
0.5,1,1,4
0.111,1,1,4
0.083,1,1,4
0.143,1,1,4
0.021,1,1,4
0.029,1,1,4
0.019,1,1,4
0.077,1,1,4
0.111,1,1,4
0.105,0.816,1,4
0.125,1,1,4
0.032,1,1,4
0.071,1,1,4
0.021,0.516,1,4
0.5,0.875,1,4
0.125,1,1,4
0.045,1,1,4
0.027,1,1,4
0.1,1,1,4
0.009,1,1,4
0.4,0.8,1,4
0.052,0.339,1,4
0.083,1,1,4
0.111,1,1,4
0.1,1,1,4
0.063,1,1,4
0.012,1,1,4
0.111,1,1,4
