@relation page-blocks

@attribute Height numeric
@attribute Eccen numeric
@attribute P_black numeric
@attribute Class {1,2,3,4,5}

@data
8,2.5,0.456,1
9,6,0.27,1
8,1.75,0.464,1
9,56.556,0.123,1
13,31.385,0.281,1
8,5.125,0.265,1
7,55.571,0.167,1
10,12.3,0.362,1
7,3.857,0.164,1
7,2.714,0.286,1
7,0.714,0.371,1
7,6,0.293,1
6,11.833,0.131,1
8,5.25,0.375,1
8,2,0.359,1
6,31.5,0.324,1
10,0.7,0.357,1
10,8.3,0.425,1
6,12.667,0.353,1
6,2,0.319,1
10,12.1,0.37,1
7,11.429,0.102,1
10,1.7,0.382,1
9,59.222,0.166,1
9,8,0.255,1
7,4.714,0.342,1
6,2.167,0.359,1
5,3.8,0.389,1
13,14.462,0.188,1
7,1,0.327,1
8,1.875,0.3,1
5,3.6,0.378,1
7,15,0.127,1
8,4,0.375,1
10,3.8,0.434,1
8,2.375,0.388,1
9,8.444,0.307,1
6,4.5,0.154,1
9,2.222,0.339,1
7,20.714,0.207,1
3,1.333,0.917,1
9,3.889,0.59,1
9,9.222,0.351,1
6,0.833,0.333,1
8,9.125,0.235,1
9,9.222,0.333,1
10,3.1,0.329,1
8,1.25,0.35,1
13,28.385,0.397,1
5,14,0.18,1
10,1.7,0.535,1
9,9.222,0.371,1
8,2.875,0.364,1
6,0.667,0.583,1
28,6.107,0.258,1
10,10,0.444,1
8,5.5,0.415,1
8,6.625,0.358,1
7,17.286,0.305,1
11,7.636,0.262,1
6,1.167,0.333,1
6,21.667,0.253,1
33,4.848,0.219,1
9,4,0.568,1
7,13.714,0.314,1
4,6,0.573,1
8,1.375,0.318,1
12,1,0.306,1
10,1.9,0.6,1
16,24.938,0.369,1
7,22.143,0.178,1
9,4.556,0.263,1
6,2.167,0.551,1
11,4.727,0.262,1
9,10.333,0.229,1
12,2.333,0.265,1
8,30.625,0.198,1
10,8,0.314,1
6,11.5,0.28,1
13,26.846,0.38,1
6,14.833,0.303,1
6,1.833,0.348,1
8,4.75,0.461,1
7,3.429,0.232,1
7,4.143,0.281,1
10,8.3,0.357,1
10,2.5,0.32,1
9,56.444,0.16,1
3,1.333,1,1
11,3.818,0.284,1
10,50.8,0.1,1
1,9,1,1
9,2.222,0.339,1
10,1.8,0.511,1
9,5.111,0.316,1
26,11.308,0.453,1
5,1,0.36,1
7,29.571,0.249,1
23,5.13,0.293,1
8,0.75,0.396,1
7,3.857,0.28,1
7,4.857,0.282,1
6,4.667,0.143,1
7,2.571,0.254,1
10,1,0.46,1
6,3,0.343,1
8,5,0.35,1
9,9.333,0.329,1
7,8.286,0.212,1
7,1.286,0.349,1
9,34,0.213,1
7,2.143,0.438,1
10,3.8,0.439,1
8,5.125,0.232,1
5,6.4,0.431,1
10,2.5,0.332,1
11,8.182,0.385,1
8,1.5,0.417,1
7,1.286,0.397,1
5,1,0.4,1
10,3.6,0.367,1
7,0.571,0.286,1
6,1.667,0.333,1
8,3.125,0.3,1
9,4.333,0.239,1
10,51,0.162,1
10,6.6,0.27,1
24,5.208,0.915,1
8,10.375,0.294,1
7,5.857,0.355,1
7,3.286,0.342,1
9,8.333,0.369,1
9,2.111,0.275,1
9,30.222,0.269,1
6,14.167,0.239,1
8,3.625,0.453,1
8,1.5,0.458,1
9,16.778,0.139,1
8,0.375,0.5,1
12,9.833,0.255,1
9,1.111,0.389,1
7,1,0.429,1
7,5,0.482,1
7,2.571,0.27,1
11,0.636,0.597,1
9,1.667,0.244,1
9,4.111,0.213,1
7,3.143,0.156,1
11,1.364,0.358,1
11,24.727,0.279,1
8,2.5,0.413,1
8,3.875,0.347,1
6,4.833,0.42,1
9,20.111,0.35,1
8,3,0.318,1
9,59.111,0.154,1
8,0.875,0.304,1
8,3.5,0.259,1
9,5.444,0.231,1
10,1.6,0.375,1
10,3.5,0.42,1
11,10.182,0.217,1
9,5.222,0.31,1
6,5.333,0.292,1
7,4.143,0.305,1
8,3.125,0.28,1
9,11.222,0.211,1
9,4.667,0.347,1
8,5.5,0.455,1
9,25.889,0.165,1
8,4.375,0.418,1
7,13,0.163,1
8,5.5,0.284,1
8,1.125,0.361,1
9,3.667,0.259,1
22,9.455,0.203,1
7,1.714,0.226,1
11,2,0.649,1
4,6.25,0.28,1
10,14.7,0.168,1
7,2,0.327,1
8,15.75,0.188,1
9,6.333,0.285,1
8,6.75,0.35,1
8,5.875,0.34,1
9,30.111,0.285,1
12,5.583,0.403,1
8,7.75,0.218,1
5,2.8,0.443,1
13,32.538,0.188,1
10,1.8,0.294,1
9,9.222,0.284,1
8,13.25,0.358,1
1,22,0.591,1
7,30.857,0.458,1
10,7.7,0.469,1
9,41.778,0.225,1
9,10.222,0.35,1
24,5.625,0.911,1
7,6.143,0.292,1
1,249,0.173,1
10,2.3,0.343,1
8,4.625,0.264,1
13,10.385,0.492,1
17,1.353,0.373,1
10,27.2,0.279,1
14,23.286,0.363,1
11,6.545,0.665,1
8,2.25,0.174,1
1,40,0.175,1
13,5.923,0.258,1
7,2.714,0.662,1
25,7.44,0.485,1
11,17.545,0.243,1
6,12,0.604,1
8,4,0.395,1
7,5,0.404,1
8,7.125,0.434,1
10,3.3,0.394,1
8,34,0.187,1
6,1.667,0.4,1
7,1.857,0.33,1
7,10,0.371,1
8,23.375,0.155,1
11,7.545,0.274,1
6,36.833,0.268,1
8,2.125,0.382,1
6,16.167,0.299,1
8,30.25,0.232,1
9,36.778,0.222,1
9,2,0.623,1
7,1.286,0.286,1
7,10.286,0.236,1
8,6.625,0.38,1
3,1,0.889,1
9,20.778,0.42,1
8,1.5,0.375,1
10,1.7,0.506,1
9,11.444,0.369,1
11,1.818,0.168,1
6,6.5,0.393,1
10,1.9,0.6,1
8,4.5,0.458,1
8,1,0.469,1
8,11.75,0.485,1
6,2.833,0.324,1
9,2.333,0.175,1
9,9.222,0.335,1
7,20.143,0.16,1
7,1.429,0.286,1
8,23.125,0.265,1
13,2.846,0.322,1
5,7.8,0.436,1
7,1.857,0.363,1
8,13.5,0.235,1
8,3.75,0.363,1
7,5.143,0.456,1
10,9.3,0.268,1
6,1.167,0.524,1
9,5.444,0.265,1
8,21.875,0.156,1
9,5.222,0.492,1
7,1.286,0.381,1
9,0.556,0.244,1
7,2.857,0.25,1
9,9.111,0.385,1
7,1.143,0.393,1
11,7.909,0.253,1
4,4.5,0.25,1
6,8.5,0.294,1
9,3.667,0.424,1
7,22.286,0.473,1
7,1.571,0.39,1
11,0.727,0.705,1
9,3,0.333,1
2,10.5,0.167,1
8,1,0.406,1
7,19.286,0.202,1
10,9.4,0.286,1
24,11.667,0.456,1
7,12.429,0.232,1
6,2,0.375,1
9,3.889,0.381,1
6,2.167,0.256,1
8,1.75,0.518,1
8,5.875,0.221,1
10,3.8,0.387,1
5,5.2,0.492,1
8,1.625,0.394,1
6,4.5,0.136,1
7,34.143,0.16,1
7,2.571,0.286,1
10,7.9,0.163,1
12,4.833,0.343,1
5,6,0.16,1
9,11,0.38,1
9,2.111,0.392,1
11,2.727,0.297,1
7,2.286,0.286,1
4,2.5,0.6,1
8,6.75,0.245,1
9,8.444,0.358,1
5,5.6,0.321,1
9,9.333,0.222,1
10,3,0.363,1
7,8.714,0.321,1
6,2.5,0.278,1
10,6.3,0.251,1
6,15.833,0.274,1
11,13.364,0.257,1
8,3.125,0.335,1
13,29.692,0.286,1
11,6.091,0.269,1
7,3.429,0.268,1
8,33.875,0.217,1
8,4.625,0.375,1
6,16,0.274,1
7,2.429,0.319,1
10,2,0.605,1
1,12,0.583,1
7,1.571,0.312,1
1,14,0.571,1
10,3.9,0.344,1
7,5.429,0.327,1
8,8,0.336,1
8,1.875,0.25,1
9,3.778,0.31,1
10,2.5,0.384,1
1,77,0.325,1
8,3,0.417,1
8,6.75,0.275,1
1,22,0.318,1
9,0.778,0.365,1
13,11.692,0.312,1
5,1.4,0.6,1
10,8.9,0.252,1
11,23.727,0.257,1
4,24.75,0.503,1
7,34.714,0.198,1
13,1.923,0.351,1
10,4.7,0.338,1
9,4.111,0.381,1
8,2,0.367,1
5,2.6,0.262,1
7,2.429,0.269,1
8,5.5,0.486,1
9,1,0.272,1
11,6.727,0.247,1
8,4.75,0.401,1
2,52,0.063,1
8,1.875,0.417,1
7,1,0.265,1
7,4.143,0.266,1
7,2.571,0.214,1
5,2.4,0.2,1
9,13.667,0.362,1
6,2.167,0.372,1
6,15.667,0.188,1
10,1.6,0.544,1
4,23.25,0.312,1
24,7.333,0.496,1
13,10.231,0.36,1
9,16.444,0.146,1
10,50.6,0.15,1
9,2.778,0.32,1
8,5.75,0.356,1
9,2.222,0.233,1
6,2.333,0.512,1
9,16.444,0.198,1
7,3.286,0.348,1
25,11.68,0.472,1
10,1.2,0.367,1
6,5.333,0.417,1
24,7.417,0.483,1
8,1,0.359,1
10,2.3,0.37,1
7,3.857,0.079,1
6,4.167,0.273,1
10,28.4,0.202,1
8,1.625,0.413,1
11,3.818,0.292,1
4,1.75,0.286,1
10,8.1,0.279,1
8,1.125,0.375,1
7,1.286,0.349,1
8,34,0.197,1
11,12.182,0.286,1
7,7.571,0.267,1
6,4,0.292,1
12,3.333,0.46,1
10,7.8,0.255,1
11,0.727,0.511,1
8,3.875,0.327,1
8,2,0.383,1
8,1.25,0.325,1
16,1.5,0.411,1
8,6,0.221,1
7,3,0.333,1
25,6.76,0.218,1
10,1.4,0.371,1
10,51.1,0.134,1
10,1.3,0.385,1
10,2.3,0.248,1
10,4.7,0.198,1
7,1.143,0.268,1
9,4,0.586,1
5,5.4,0.304,1
19,10.579,0.238,1
12,5.583,0.35,1
12,3.583,0.31,1
12,22.583,0.246,1
5,6,0.587,1
8,8.625,0.415,1
7,1.857,0.308,1
9,0.889,0.264,1
10,8.2,0.3,1
24,11.667,0.452,1
11,3.909,0.281,1
9,1.889,0.536,1
7,31.286,0.182,1
6,2.167,0.295,1
9,3.778,0.32,1
13,6.385,0.373,1
10,31.7,0.124,1
9,12,0.449,1
9,3.333,0.285,1
3,4.667,0.381,1
9,31.556,0.137,1
10,14.1,0.236,1
10,51.1,0.141,1
17,0.647,0.326,1
10,4.7,0.336,1
5,8.6,0.405,1
16,21.313,0.378,1
9,27.778,0.347,1
8,1.625,0.356,1
7,21.429,0.178,1
9,4.556,0.374,1
1,40,0.2,1
15,9.2,0.431,1
10,3.5,0.434,1
14,24.857,0.169,1
7,20,0.131,1
4,1.5,0.542,1
8,63.875,0.084,1
13,26.769,0.195,1
10,1.3,0.108,1
28,1.607,0.368,1
9,4.556,0.201,1
7,22.571,0.239,1
8,6.75,0.537,1
12,14,0.255,1
6,2.333,0.274,1
7,3.143,0.097,1
5,0.4,0.7,1
9,59.444,0.157,1
7,1.857,0.407,1
7,3.143,0.396,1
12,9.833,0.266,1
9,10.889,0.285,1
5,5.2,0.523,1
6,2.833,0.382,1
8,7.625,0.207,1
8,13.5,0.293,1
5,1.4,0.457,1
8,9.25,0.568,1
13,25.923,0.185,1
9,9.111,0.309,1
6,16,0.309,1
8,35,0.191,1
9,4.222,0.444,1
6,15.833,0.226,1
12,3.083,0.41,1
5,7.8,0.328,1
13,24.846,0.256,1
9,13.556,0.339,1
11,24.727,0.26,1
7,19.286,0.114,1
1,42,0.381,1
4,22.25,0.34,1
7,2.714,0.263,1
6,3.167,0.289,1
11,15.273,0.234,1
7,4.857,0.286,1
9,7.222,0.463,1
7,1,0.286,1
8,1,0.203,1
8,1,0.438,1
7,9,0.338,1
77,3.519,0.478,1
9,56.667,0.171,1
6,2,0.319,1
7,0.286,0.714,1
7,6.286,0.169,1
8,23.75,0.326,1
1,29,0.31,1
8,4.75,0.339,1
8,3.5,0.308,1
7,5.857,0.213,1
8,6.125,0.441,1
8,2.75,0.426,1
7,2.429,0.454,1
9,2.333,0.365,1
9,59.556,0.189,1
8,1.625,0.663,1
7,3.286,0.28,1
8,2.25,0.403,1
11,0.818,0.465,1
7,2.857,0.257,1
9,2.889,0.175,1
10,12.7,0.388,1
9,1.333,0.407,1
12,9.833,0.35,1
8,16.25,0.36,1
11,14.636,0.329,1
8,28.625,0.168,1
1,40,0.4,1
2,139.5,0.075,1
7,11.429,0.5,1
5,15,0.259,1
13,6.154,0.434,1
11,23.727,0.243,1
11,2,0.293,1
4,16.25,0.296,1
10,27.2,0.187,1
9,14.444,0.448,1
10,4.9,0.52,1
8,9.5,0.232,1
9,30.222,0.277,1
10,12.6,0.41,1
10,11.8,0.277,1
10,11.9,0.392,1
11,30.636,0.179,1
8,3.625,0.384,1
13,2.846,0.306,1
9,3.889,0.362,1
14,24.214,0.248,1
11,23.727,0.251,1
11,1.727,0.579,1
8,4.375,0.379,1
10,1.2,0.4,1
7,10.714,0.156,1
5,2.4,0.267,1
6,0.667,0.417,1
6,15.667,0.326,1
11,1.091,0.492,1
10,4.1,0.276,1
9,21.556,0.191,1
8,8.75,0.371,1
8,3,0.385,1
9,37.889,0.072,1
7,2.714,0.331,1
10,12.1,0.415,1
1,7,1,1
7,2,0.316,1
9,30.444,0.158,1
8,0.75,0.375,1
14,24.286,0.259,1
5,2.2,0.309,1
8,2.125,0.353,1
9,20.444,0.206,1
5,6.4,0.406,1
9,4.667,0.45,1
10,53.4,0.132,1
8,10,0.197,1
8,2.125,0.441,1
7,2.429,0.555,1
8,7.75,0.214,1
3,1,0.778,1
10,3.8,0.397,1
6,7.667,0.322,1
5,5.4,0.548,1
8,19,0.199,1
10,1.9,0.542,1
9,56.667,0.161,1
8,3.125,0.31,1
8,21,0.32,1
8,7.625,0.316,1
9,4,0.556,1
7,3.286,0.298,1
15,9.067,0.24,1
7,2.286,0.259,1
10,3.7,0.592,1
8,13.625,0.219,1
6,3.333,0.367,1
6,2.833,0.255,1
11,37.545,0.356,1
8,1.75,0.321,1
9,4.111,0.228,1
82,3.829,0.296,1
10,3.7,0.354,1
6,1.5,0.37,1
10,4.1,0.278,1
9,2,0.519,1
9,5.111,0.365,1
7,0.571,0.393,1
9,11,0.484,1
7,2.429,0.429,1
14,4.429,0.433,1
12,14.583,0.403,1
9,59.444,0.191,1
9,5.444,0.247,1
8,8,0.252,1
2,9.5,0.184,1
12,20.417,0.204,1
25,7.44,0.478,1
9,4,0.506,1
8,5.375,0.212,1
9,2.444,0.212,1
13,10,0.392,1
7,4.286,0.329,1
9,11.444,0.383,1
9,2.222,0.628,1
9,25.778,0.274,1
5,18.8,0.313,1
10,3.5,0.091,1
6,0.667,0.625,1
8,5.75,0.291,1
9,7.111,0.318,1
9,5.222,0.404,1
4,4.5,0.181,1
12,7.083,0.305,1
9,5,0.425,1
5,17.6,0.364,1
9,3,0.358,1
10,25.1,0.179,1
10,1.4,0.314,1
25,11.76,0.471,1
11,2,0.603,1
9,10.333,0.259,1
10,8.6,0.145,1
9,11.111,0.463,1
7,2,0.357,1
12,21,0.416,1
10,1.8,0.306,1
7,4.571,0.268,1
14,30.143,0.18,1
11,1.364,0.352,1
8,2.875,0.337,1
87,1.333,0.406,1
14,28.5,0.383,1
6,2.833,0.451,1
9,9.111,0.343,1
10,27.9,0.377,1
16,25.5,0.39,1
8,1.625,0.49,1
13,24.769,0.375,1
24,4.875,0.347,1
3,1,0.889,1
12,1.917,0.576,1
9,2.444,0.298,1
6,6.5,0.303,1
7,13.857,0.196,1
12,3.5,0.355,1
7,26,0.203,1
7,5.857,0.422,1
10,8.5,0.333,1
12,5.167,0.234,1
26,14.538,0.229,1
10,28.2,0.191,1
5,1.4,0.457,1
7,0.286,0.857,1
8,4.25,0.309,1
7,8.714,0.321,1
5,1.6,0.35,1
9,1.889,0.183,1
9,59.222,0.167,1
9,1,0.358,1
10,1.8,0.294,1
8,1.25,0.35,1
9,0.444,0.444,1
6,1,0.528,1
8,3.5,0.411,1
9,22.333,0.152,1
10,1.9,0.326,1
8,2.625,0.357,1
10,2.7,0.367,1
3,1.333,0.833,1
5,19.2,0.329,1
9,1.778,0.174,1
12,3.583,0.357,1
10,26.1,0.183,1
7,5.143,0.262,1
8,3.625,0.345,1
9,7.111,0.299,1
7,4.429,0.276,1
16,21.5,0.373,1
12,25.167,0.199,1
8,6.75,0.183,1
9,1.222,0.343,1
7,2.857,0.429,1
8,9.375,0.423,1
4,63.25,0.129,1
9,3.667,0.354,1
5,3.4,0.576,1
9,18.778,0.26,1
11,1,0.455,1
7,1.571,0.364,1
8,2,0.328,1
7,6,0.405,1
11,5.636,0.218,1
10,2.2,0.491,1
8,10.5,0.229,1
11,16.818,0.295,1
9,1.333,0.62,1
7,2.571,0.357,1
11,4.909,0.273,1
8,19.375,0.366,1
8,3,0.339,1
8,3.25,0.423,1
10,3.3,0.345,1
8,1.5,0.521,1
7,19.429,0.18,1
8,4,0.375,1
8,3.875,0.415,1
10,17.1,0.126,1
8,6,0.354,1
7,1.714,0.405,1
8,3.25,0.375,1
9,9.111,0.247,1
1,27,0.593,1
10,10,0.436,1
17,1.294,0.321,1
7,30.429,0.199,1
14,6,0.261,1
6,16.5,0.301,1
9,1.778,0.222,1
6,2.667,0.281,1
7,37.429,0.152,1
11,0.727,0.375,1
8,1.5,0.448,1
8,4.375,0.443,1
6,3,0.444,1
7,3.857,0.402,1
17,1.118,0.362,1
7,2.714,0.278,1
6,1.833,0.318,1
9,2.778,0.329,1
8,3.125,0.355,1
36,5.167,0.318,1
6,1.5,0.296,1
8,26.75,0.421,1
5,1.4,0.486,1
8,2,0.516,1
9,11.889,0.357,1
9,5.778,0.306,1
9,2.111,0.269,1
9,6.556,0.492,1
9,3.889,0.263,1
10,7.3,0.273,1
9,1.333,0.426,1
5,1.4,0.429,1
5,10,0.36,1
12,4.167,0.345,1
8,1.75,0.286,1
5,5.4,0.407,1
7,26.143,0.265,1
8,2,0.375,1
11,22.273,0.353,1
7,20.429,0.105,1
10,22.7,0.225,1
8,4.75,0.128,1
8,3.125,0.405,1
8,1.875,0.458,1
1,40,0.4,1
9,10.333,0.278,1
8,0.875,0.375,1
8,2.875,0.359,1
7,27.571,0.206,1
6,4.667,0.292,1
6,2.833,0.245,1
1,7,1,1
10,3.4,0.421,1
7,35,0.143,1
24,11.667,0.449,1
9,1.778,0.16,1
1,70,0.2,1
7,4.429,0.461,1
14,30.929,0.355,1
8,3.375,0.407,1
7,5.714,0.229,1
14,0.857,0.661,1
8,4.875,0.362,1
5,5.8,0.4,1
7,3.714,0.302,1
5,6.4,0.35,1
9,3.222,0.287,1
7,20.571,0.092,1
14,11.071,0.303,1
6,6.333,0.377,1
8,8.5,0.54,1
9,3.556,0.302,1
7,0.571,0.429,1
8,2.625,0.31,1
10,8.2,0.362,1
8,7.125,0.309,1
17,1.294,0.409,1
12,22.833,0.208,1
10,12.6,0.456,1
10,3.1,0.339,1
5,1.2,0.433,1
9,14.333,0.169,1
11,2.091,0.415,1
7,3.571,0.189,1
5,1.6,0.675,1
9,2.333,0.392,1
6,13.667,0.104,1
11,13.273,0.238,1
11,2,0.603,1
7,3.286,0.093,1
5,7.8,0.338,1
7,4.286,0.3,1
6,1.333,0.563,1
8,2.75,0.375,1
9,4,0.54,1
25,18.84,0.449,1
7,4.286,0.305,1
9,2.444,0.318,1
10,3.3,0.367,1
10,1.1,0.491,1
9,1.333,0.444,1
7,3.286,0.273,1
8,1.5,0.427,1
11,1.818,0.223,1
12,27.583,0.237,1
8,1.875,0.458,1
7,0.571,0.321,1
8,21.75,0.161,1
10,0.8,0.525,1
11,3.091,0.324,1
5,1.6,0.55,1
10,0.4,0.35,1
7,49.429,0.167,1
8,8.625,0.205,1
9,9.556,0.301,1
12,0.667,0.198,1
9,11.889,0.204,1
8,10,0.184,1
8,3,0.318,1
7,8,0.227,1
5,2.4,0.55,1
10,9.8,0.376,1
8,9.625,0.232,1
10,1.8,0.522,1
7,31.286,0.195,1
6,43.833,0.124,1
7,15.286,0.27,1
2,7,0.393,1
5,2.6,0.308,1
8,1.5,0.479,1
10,3.4,0.356,1
7,2.429,0.336,1
13,8.154,0.306,1
10,3.4,0.321,1
10,8.7,0.344,1
7,2.286,0.464,1
5,7.8,0.338,1
11,14.091,0.257,1
9,6.222,0.339,1
7,13,0.179,1
8,5.125,0.335,1
1,22,0.955,2
1,17,0.941,2
1,10,1,2
3,37.667,0.357,2
25,12,0.065,2
2,268.5,0.537,2
1,117,0.974,2
1,14,1,2
1,16,0.938,2
2,23,0.511,2
1,73,0.616,2
1,41,0.927,2
3,101.33,0.555,2
2,102,0.412,2
2,207.5,0.505,2
1,17,0.765,2
1,10,1,2
1,147,0.864,2
3,38.667,0.356,2
1,71,0.521,2
3,43,0.305,2
2,268,0.498,2
1,70,1,2
2,49,0.48,2
1,65,0.646,2
2,9,0.667,2
1,62,0.984,2
1,114,0.939,2
1,206,0.99,2
1,52,0.962,2
17,20.118,0.916,2
1,33,1,2
3,38.667,0.385,2
2,118,0.566,2
1,22,0.5,2
4,2.25,0.611,2
1,11,0.727,2
3,44,0.505,2
1,8,0.875,2
9,1.444,0.103,2
1,36,0.583,2
1,8,1,2
1,13,0.846,2
2,268.5,0.538,2
2,3,0.667,2
4,48.5,0.263,2
1,46,0.239,2
1,61,1,2
1,15,0.533,2
2,10,0.675,2
1,29,1,2
1,8,1,2
1,19,0.632,2
1,255,0.686,2
2,23,0.587,2
1,28,0.964,2
1,29,0.931,2
3,71,0.318,2
6,23.667,0.115,2
6,1.167,0.238,2
1,51,0.471,2
2,267.5,0.648,2
1,87,0.92,2
2,50,0.46,2
1,42,0.19,2
1,28,0.536,2
1,11,1,2
5,22,0.547,2
2,268,0.538,2
1,20,0.55,2
11,50.182,0.816,2
1,148,0.986,2
3,166.67,0.373,2
3,178.67,0.341,2
1,145,0.972,2
1,55,0.564,2
1,13,0.692,2
1,78,0.949,2
2,10,0.725,2
1,45,0.933,2
1,288,0.424,2
11,38.818,0.566,2
1,14,0.643,2
1,41,0.78,2
3,86.333,0.411,2
1,45,0.756,2
1,20,0.85,2
2,16,0.516,2
1,19,0.789,2
1,283,0.993,2
1,86,0.93,2
1,152,0.822,2
1,57,0.456,2
1,413,0.998,2
3,183.33,0.339,2
3,3.667,0.364,2
1,15,0.867,2
1,186,0.828,2
1,19,0.684,2
1,161,0.41,2
3,179,0.345,2
2,11,0.75,2
2,7,0.286,2
3,19.667,0.475,2
1,17,1,2
1,19,0.579,2
3,179.33,0.37,2
1,36,0.583,2
2,268.5,0.538,2
1,33,0.667,2
2,31,0.452,2
1,81,0.901,2
2,269,0.519,2
2,58,0.616,2
1,17,0.765,2
2,8.5,0.588,2
2,11,0.705,2
1,44,0.909,2
2,99.5,0.485,2
1,17,0.882,2
1,40,1,2
1,17,1,2
8,28.875,0.872,2
18,19,0.847,2
1,13,1,2
24,21.25,0.846,2
1,9,1,2
1,17,1,2
1,23,0.348,2
1,29,0.586,2
1,95,1,2
1,35,0.829,2
2,78.5,0.506,2
1,127,0.646,2
2,24,0.625,2
1,27,0.259,2
1,7,1,2
1,46,0.783,2
1,47,0.532,2
1,102,0.961,2
1,107,0.869,2
1,9,0.778,2
2,24.5,0.51,2
1,10,1,2
1,11,0.909,2
1,43,0.907,2
21,0.095,0.738,2
1,40,0.875,2
2,267.5,0.545,2
1,14,0.929,2
2,49.5,0.253,2
1,39,0.897,2
2,11,0.477,2
2,268,0.568,2
1,36,0.306,2
1,148,0.959,2
2,7,0.464,2
10,0.2,0.55,2
1,8,1,2
5,1.4,0.2,2
6,6.5,0.192,2
1,47,1,2
2,50.5,0.54,2
3,95.333,0.406,2
1,106,0.858,2
3,37.667,0.41,2
1,30,0.4,2
3,179,0.353,2
25,6.76,0.215,2
1,42,0.31,2
2,4.5,0.556,2
3,156.67,0.352,2
10,55.3,0.797,2
1,85,0.882,2
1,76,0.961,2
1,75,0.813,2
1,16,1,2
3,61,0.488,2
1,79,0.608,2
2,56,0.496,2
1,75,0.92,2
2,267.5,0.564,2
2,267.5,0.55,2
1,45,0.244,2
1,35,0.857,2
1,126,0.992,2
2,9,0.806,2
2,32,0.531,2
1,14,0.929,2
1,69,0.841,2
1,77,0.403,2
4,4.75,0.276,2
1,26,1,2
1,70,0.943,2
1,131,0.977,2
1,279,0.964,2
2,10.5,0.452,2
1,10,0.8,2
1,13,1,2
1,20,0.75,2
1,94,0.564,2
1,8,1,2
2,88,0.528,2
1,52,0.981,2
2,8,0.25,2
1,14,0.857,2
1,34,0.353,2
5,25.6,0.759,2
2,31.5,0.341,2
1,27,0.407,2
1,58,0.845,2
1,67,0.985,2
1,12,0.667,2
1,136,0.963,2
2,268.5,0.556,2
4,28.75,0.426,2
1,14,0.643,2
3,181.33,0.326,2
1,18,0.944,2
1,16,1,2
2,268.5,0.51,2
2,268.5,0.52,2
2,32,0.43,2
17,20.059,0.935,2
4,27,0.778,2
12,23.167,0.11,2
2,34.5,0.623,2
1,28,0.464,2
1,278,0.946,2
1,34,0.471,2
2,162.5,0.485,2
3,86.333,0.96,2
1,537,1,2
2,268,0.586,2
6,7.833,0.202,2
2,268,0.532,2
1,63,0.587,2
2,269,0.518,2
1,17,0.412,2
2,61.5,0.5,2
1,124,0.444,2
37,0.027,1,2
1,104,0.971,2
1,7,1,2
2,268.5,0.621,2
28,11.786,0.057,2
1,106,0.434,2
1,63,1,2
1,44,0.727,2
1,9,0.889,2
2,268,0.505,2
1,36,0.722,2
1,277,0.993,2
1,277,1,2
1,52,0.788,2
1,14,1,2
1,98,0.939,2
1,14,0.571,2
1,257,1,2
1,23,0.826,2
1,54,0.944,2
1,196,0.98,2
1,115,0.2,2
2,268.5,0.594,2
1,12,0.75,2
2,237.5,0.504,2
11,22.909,0.092,2
2,268,0.537,2
1,15,0.867,2
1,32,0.719,2
1,187,0.963,2
1,199,0.945,2
2,25,0.46,2
1,22,0.818,2
1,19,0.737,2
1,37,0.811,2
2,268.5,0.507,2
1,14,1,2
1,84,0.917,2
1,18,0.5,2
8,2,0.398,2
1,13,0.692,2
1,159,0.975,2
1,10,0.9,2
4,131,0.542,2
5,56,0.78,2
1,180,0.983,2
5,66.6,0.374,2
1,17,0.824,2
7,2,0.102,2
1,44,0.25,2
3,180.33,0.71,2
1,69,0.667,2
1,117,0.393,2
1,235,0.923,2
3,35.333,0.258,2
28,1.107,0.492,3
28,1.107,0.508,3
168,0.863,0.798,3
29,1.069,0.463,3
64,1.141,0.403,3
187,0.754,0.415,3
166,2.843,0.359,3
178,0.787,0.574,3
28,1.143,0.481,3
65,0.769,0.454,3
128,2.711,0.399,3
187,0.733,0.899,3
95,0.979,0.675,3
83,1.795,0.388,3
28,1.143,0.462,3
29,1.103,0.476,3
153,1.033,0.587,3
29,1.103,0.432,3
174,2.707,0.339,3
163,0.988,0.523,3
168,0.804,0.82,3
63,1.254,0.338,3
93,1.118,0.451,3
72,1.333,0.488,3
63,1.048,0.491,3
66,0.045,0.657,4
8,0.125,0.875,4
804,0.014,0.191,4
69,0.043,0.643,4
27,0.037,1,4
31,0.032,1,4
7,0.143,1,4
105,0.019,0.529,4
7,0.143,1,4
34,0.029,1,4
39,0.026,1,4
12,0.167,0.625,4
5,0.4,0.7,4
98,0.031,0.48,4
58,0.052,0.339,4
14,0.071,1,4
38,0.026,1,4
9,0.111,1,4
5,0.4,0.9,4
44,0.068,0.598,4
23,0.043,1,4
53,0.019,1,4
18,0.056,1,4
9,0.111,1,4
13,0.077,1,4
17,0.059,1,4
11,0.091,1,4
7,0.143,1,4
17,0.118,0.706,4
20,0.05,1,4
22,0.045,1,4
14,0.143,0.536,4
8,0.125,1,4
37,0.027,1,4
13,0.077,1,4
430,0.012,0.216,4
16,0.063,1,4
8,0.125,1,4
54,0.019,1,4
47,0.021,1,4
9,0.111,1,4
10,0.1,1,4
9,0.111,1,4
4,0.5,0.875,4
117,0.009,1,4
94,0.021,0.516,4
9,0.111,1,4
8,0.125,1,4
11,0.182,0.636,4
