@relation page-blocks

@attribute Eccen numeric
@attribute P_black numeric
@attribute Class {1,2,3,4,5}

@data
3.889,0.33,1
16,0.123,1
2.375,0.368,1
23.727,0.246,1
2.923,0.334,1
0.5,0.875,1
30.111,0.284,1
1.833,0.538,1
4.7,0.481,1
37.375,0.186,1
8.625,0.312,1
4.25,0.379,1
3.286,0.273,1
4,0.375,1
9.455,0.377,1
15.182,0.371,1
26.875,0.416,1
4.9,0.59,1
1.667,0.407,1
16.167,0.235,1
19.8,0.356,1
30.667,0.323,1
11.615,0.302,1
24.75,0.215,1
1.143,0.411,1
23.706,0.349,1
3.857,0.402,1
2.167,0.295,1
28.667,0.294,1
1.857,0.374,1
29,0.178,1
8.143,0.321,1
4.1,0.302,1
2.857,0.379,1
15.857,0.254,1
3.667,0.458,1
34,0.186,1
4.5,0.323,1
2.857,0.257,1
2.889,0.316,1
0.479,0.094,1
31.462,0.312,1
4,0.531,1
2.286,0.42,1
6.083,0.257,1
13.917,0.894,1
7.333,0.254,1
27.1,0.173,1
19.286,0.156,1
2.3,0.313,1
43.571,0.109,1
11.111,0.247,1
16.273,0.33,1
1.167,0.357,1
5.182,0.271,1
13,0.575,1
2.857,0.25,1
2,0.321,1
7.636,0.291,1
29,0.183,1
3.714,0.374,1
41,0.39,1
1.625,0.663,1
2.25,0.403,1
19.64,0.454,1
4.222,0.313,1
2.5,0.5,1
0.917,0.652,1
8.625,0.234,1
4.556,0.374,1
4.857,0.265,1
31.429,0.158,1
10.889,0.491,1
0.818,0.465,1
2,0.319,1
18.636,0.371,1
14.714,0.295,1
12,0.449,1
6.625,0.358,1
4.556,0.301,1
1.5,0.427,1
4.462,0.336,1
2.2,0.309,1
2.8,0.257,1
7.44,0.456,1
7.875,0.435,1
33.875,0.217,1
6,0.623,1
19.333,0.178,1
8.444,0.363,1
1.9,0.326,1
0.636,0.468,1
5.833,0.533,1
8.067,0.428,1
8.111,0.376,1
5.143,0.278,1
4.143,0.305,1
26.8,0.395,1
10.143,0.193,1
56.667,0.149,1
6.889,0.403,1
10.545,0.274,1
10.818,0.261,1
2.091,0.415,1
1.25,0.438,1
22,0.289,1
14.833,0.303,1
1.125,0.431,1
2.714,0.248,1
0.556,0.467,1
1.833,0.553,1
0.8,0.688,1
6.2,0.239,1
2.222,0.322,1
1.429,0.286,1
3.5,0.326,1
3.286,0.286,1
4.25,0.419,1
2,0.278,1
7.375,0.206,1
1.167,0.31,1
2,0.398,2
36,0.722,2
67,0.985,2
279,0.964,2
40,1,2
0.2,0.55,2
11,1,2
183.33,0.329,2
283,0.993,2
6.571,0.177,2
214,1,2
268.5,0.52,2
98,0.939,2
156.67,0.352,2
1.167,0.238,2
40,0.875,2
50.182,0.816,2
95,1,2
268,0.568,2
268.5,0.537,2
1.4,0.2,2
9,0.806,2
10,0.8,2
268,0.537,2
99.5,0.485,2
8,0.875,2
79,0.608,2
117,0.974,2
55,0.564,2
12,0.354,2
11,0.909,2
223,0.439,2
145,0.972,2
47,0.532,2
269,0.637,2
31,0.452,2
237.5,0.504,2
46,0.783,2
127,0.646,2
10,1,2
7,0.464,2
76,0.961,2
12,0.75,2
71,0.521,2
107,0.869,2
71,0.318,2
70,0.943,2
86.333,0.411,2
118,0.566,2
37.667,0.357,2
3,0.667,2
179,0.353,2
13,0.692,2
15,0.733,2
27,0.407,2
17,1,2
81,0.901,2
268.5,0.523,2
85,0.882,2
34,0.353,2
94,0.564,2
44,0.505,2
31.5,0.341,2
268.5,0.507,2
36,0.306,2
0.027,1,2
63,0.587,2
32,0.719,2
152,0.822,2
11,1,2
29,1,2
18,0.944,2
131,0.542,2
8,1,2
26,1,2
25.6,0.759,2
49.5,0.253,2
16,1,2
49,0.48,2
19,0.684,2
38.667,0.356,2
268.5,0.51,2
154.33,0.296,2
32,0.531,2
14,0.929,2
34,0.471,2
47,1,2
199,0.945,2
126,0.992,2
14,0.929,2
102,0.961,2
37.667,0.41,2
75,0.813,2
19,0.737,2
12,0.667,2
38.667,0.385,2
29,0.931,2
162.5,0.485,2
32,0.469,2
45,0.933,2
4.5,0.556,2
27,0.778,2
20.059,0.935,2
14,0.857,2
61,0.488,2
277,0.993,2
13,1,2
61,1,2
161,0.41,2
255,0.686,2
106,0.434,2
268.5,0.594,2
27,0.259,2
17,0.941,2
193,0.57,2
10,1,2
65,0.646,2
10.5,0.452,2
186,0.828,2
101.33,0.555,2
16,1,2
36,0.583,2
16,0.938,2
8,1,2
88,0.528,2
136,0.963,2
379,0.963,2
23,0.511,2
106,0.858,2
35,0.829,2
28,0.464,2
17,1,2
15,0.533,2
10,0.9,2
11,0.727,2
24,0.625,2
7,0.286,2
62,0.984,2
11,0.477,2
48,0.875,2
10,0.775,2
33,1,2
44,0.727,2
148,0.959,2
52,0.538,2
15,0.867,2
14,1,2
268.5,0.556,2
159,0.975,2
23,0.826,2
19.667,0.475,2
235,0.923,2
2.25,0.611,2
3,0.667,2
18,0.364,2
69,0.841,2
56,0.78,2
8.5,0.588,2
22,0.5,2
207.5,0.505,2
37,0.811,2
14,1,2
86,0.93,2
13,0.846,2
268,0.505,2
14,0.643,2
12,0.065,2
26,0.231,2
38.818,0.566,2
13,0.692,2
102,0.412,2
179.33,0.37,2
22,0.547,2
8,1,2
35.333,0.258,2
19,0.789,2
52,0.981,2
159,0.994,2
268,0.586,2
17,0.412,2
269,0.519,2
278,0.946,2
1.444,0.103,2
46,0.239,2
277,1,2
19,0.632,2
22,0.955,2
12.5,0.36,2
28.75,0.426,2
63,1,2
147,0.864,2
44,0.25,2
52,0.788,2
42,0.31,2
69,0.667,2
9,0.778,2
0.095,0.738,2
43,0.305,2
257,1,2
14,0.643,2
11,0.705,2
10,1,2
84,0.917,2
63,0.952,2
39,0.308,2
7,1,2
131,0.977,2
66.6,0.374,2
17,1,2
23.667,0.115,2
0.143,1,2
18,0.5,2
41,0.78,2
8,1,2
268.5,0.621,2
196,0.98,2
75,0.92,2
138,1,2
43,0.907,2
11.786,0.057,2
95.333,0.406,2
25,0.46,2
16,0.516,2
180,0.983,2
33,0.667,2
30,0.4,2
17,0.824,2
413,0.998,2
9,0.667,2
8,0.25,2
180.33,0.71,2
172,0.465,2
10,0.675,2
115,0.2,2
50,0.46,2
22,0.818,2
45,0.756,2
35,0.857,2
9,0.722,2
148,0.986,2
269,0.518,2
24.5,0.51,2
36,0.583,2
44,0.909,2
87,0.92,2
8,1,2
17,0.765,2
4.75,0.276,2
41,0.927,2
29,0.586,2
77,0.403,2
9,0.889,2
3.5,0.246,2
267.5,0.648,2
166.67,0.373,2
267.5,0.545,2
3.667,0.364,2
70,1,2
268,0.532,2
268.5,0.538,2
51,0.471,2
19,0.847,2
187,0.963,2
34.5,0.623,2
117,0.393,2
104,0.971,2
50.5,0.54,2
124,0.444,2
11,0.75,2
268.5,0.538,2
73,0.616,2
9,1,2
21.25,0.846,2
537,1,2
32,0.43,2
20,0.75,2
57,0.456,2
114,0.939,2
24.316,0.523,2
2,0.102,2
6.76,0.215,2
184,0.967,2
20,0.85,2
14,0.571,2
14,0.5,2
268,0.538,2
23,0.587,2
28,0.536,2
42,0.19,2
39,0.897,2
268,0.498,2
56,0.496,2
267.5,0.55,2
199,0.99,2
17,0.882,2
45,0.244,2
1.107,0.508,3
0.804,0.82,3
0.733,0.899,3
1.069,0.463,3
1.333,0.488,3
1.118,0.451,3
0.754,0.415,3
1.143,0.481,3
0.863,0.798,3
1.143,0.462,3
0.979,0.675,3
1.103,0.476,3
1.795,0.388,3
2.843,0.359,3
4.144,0.37,3
1.048,0.491,3
2.707,0.339,3
0.769,0.454,3
1.143,0.488,3
1.103,0.432,3
1.033,0.587,3
1.254,0.338,3
1.141,0.403,3
2.522,0.378,3
0.787,0.574,3
0.083,1,4
0.148,0.38,4
0.019,1,4
0.125,1,4
25,1,4
0.019,1,4
0.111,1,4
0.115,0.063,4
0.111,1,4
0.083,1,4
0.4,0.9,4
0.009,1,4
0.045,0.657,4
0.012,1,4
0.026,1,4
0.148,0.333,4
0.091,1,4
0.068,0.598,4
0.077,1,4
0.125,1,4
0.071,1,4
0.037,1,4
0.125,1,4
0.071,1,4
0.021,1,4
0.125,1,4
0.032,1,4
0.043,1,4
0.077,1,4
0.111,1,4
0.111,1,4
0.286,0.643,4
0.038,1,4
0.143,1,4
0.059,1,4
0.1,1,4
0.067,1,4
0.043,0.419,4
0.063,1,4
0.013,1,4
0.111,1,4
0.024,1,4
0.007,0.993,4
0.077,1,4
0.222,0.611,4
0.031,1,4
0.019,0.529,4
0.077,1,4
0.4,0.8,4
0.1,1,4
0.182,0.636,4
0.143,1,4
0.118,0.706,4
0.105,0.816,4
0.052,0.339,4
0.027,1,4
0.031,0.48,4
0.5,1,4
0.026,1,4
0.167,0.625,4
0.143,0.536,4
0.111,1,4
0.111,1,4
0.04,1,4
0.032,1,4
0.05,1,4
0.5,0.875,4
0.4,0.7,4
0.125,0.875,4
0.021,0.516,4
3.5,0.198,4
0.056,1,4
0.143,1,4
0.091,1,4
0.1,1,4
0.043,0.643,4
0.014,0.191,4
0.012,0.216,4
1.489,0.088,5
0.794,0.219,5
1.286,0.143,5
1.194,0.117,5
1.788,0.201,5
3.132,0.158,5
4.364,0.237,5
2.103,0.121,5
0.444,0.25,5
1.946,0.12,5
6.085,0.183,5
0.5,0.224,5
12.167,0.091,5
1.889,0.144,5
0.8,0.45,5
3.529,0.139,5
8.375,0.055,5
1.571,0.117,5
3.783,0.282,5
6.611,0.299,5
3.313,0.198,5
1.125,0.125,5
1.813,0.144,5
0.779,0.164,5
1.057,0.16,5
2.667,0.096,5
1.75,0.286,5
2.4,0.133,5
3.928,0.286,5
6.714,0.158,5
1.842,0.059,5
0.125,0.875,5
1.194,0.189,5
10.938,0.142,5
0.19,0.31,5
0.529,0.209,5
0.7,0.157,5
1.357,0.113,5
0.333,0.292,5
0.625,0.275,5
0.75,0.139,5
2.179,0.172,5
0.89,0.052,5
0.667,0.407,5
0.833,0.233,5
1.111,0.144,5
0.889,0.143,5
1.313,0.095,5
3.795,0.295,5
0.933,0.11,5
2.167,0.103,5
1.95,0.14,5
1.25,0.35,5
0.906,0.157,5
1.857,0.154,5
2,0.154,5
0.385,0.323,5
1.523,0.063,5
0.385,0.123,5
0.36,0.187,5
1.655,0.116,5
8.865,0.192,5
1.2,0.208,5
0.605,0.113,5
2,0.139,5
0.541,0.131,5
1,0.124,5
2.474,0.078,5
3.387,0.242,5
2.033,0.157,5
2.833,0.137,5
1.5,0.148,5
0.49,0.093,5
1.005,0.273,5
1.4,0.229,5
0.25,0.156,5
2.29,0.159,5
1,0.107,5
0.98,0.14,5
0.812,0.165,5
0.873,0.142,5
0.906,0.181,5
1.214,0.113,5
0.6,0.467,5
3.238,0.052,5
3.337,0.18,5
2.143,0.114,5
3.783,0.298,5
0.5,0.438,5
0.735,0.256,5
2,0.156,5
0.615,0.154,5
1,0.194,5
3.387,0.224,5
2.189,0.052,5
6.611,0.324,5
4.778,0.128,5
0.448,0.169,5
0.923,0.138,5
2.889,0.114,5
1.52,0.055,5
1.875,0.133,5
1.357,0.128,5
3.429,0.101,5
