@relation page-blocks

@attribute Height numeric
@attribute Area numeric
@attribute Mean_tr numeric
@attribute Class {1,2,3,4,5}

@data
6,1086,1.69,1
7,77,1.52,1
24,3984,17.08,1
11,319,2.22,1
4,392,2.14,1
7,63,3.11,1
7,119,2.72,1
7,35,7,1
10,180,8.82,1
7,112,2.45,1
3,12,10,1
11,88,4.08,1
6,162,2.33,1
8,80,2.92,1
9,333,2.22,1
5,120,1.45,1
8,56,2.18,1
11,3707,2.09,1
16,6784,5.16,1
10,1760,1.36,1
7,217,1.58,1
13,5291,2.31,1
9,999,1.57,1
17,6851,5.43,1
11,1100,3.29,1
6,78,2.53,1
8,664,2.42,1
7,42,1.9,1
8,320,1.63,1
9,1107,2.62,1
8,368,1.85,1
7,357,1.35,1
10,620,2.19,1
17,323,58.5,1
8,864,1.69,1
11,814,1.97,1
8,1616,1.83,1
5,195,3.67,1
5,35,3.83,1
7,63,3,1
10,400,1.9,1
14,5880,4.92,1
8,136,2.33,1
12,3984,4.5,1
11,1111,1.61,1
9,522,1.34,1
6,96,1.48,1
23,6233,1.87,1
10,580,1.62,1
8,600,2.05,1
6,42,2,1
10,410,2.07,1
6,342,2.46,1
9,801,2.18,1
1,13,5,1
18,1152,3.24,1
5,105,1.48,1
10,2600,1.78,1
8,208,2.16,1
10,540,1.83,1
13,429,3.89,1
8,248,2.16,1
9,891,1.95,1
25,4675,7.42,1
8,632,2.12,1
10,340,2.1,1
12,1008,4.75,1
10,660,1.87,1
7,112,1.75,1
10,290,2.47,1
6,198,1.39,1
9,990,2.08,1
10,660,1.94,1
9,144,1.5,1
8,192,2.23,1
8,584,2.75,1
6,30,2.75,1
7,126,1.36,1
11,88,3.2,1
7,847,1.54,1
9,450,2.67,1
7,1596,1.4,1
8,456,1.81,1
8,248,1.45,1
8,976,1.44,1
11,1034,2.03,1
4,68,1.86,1
8,176,2.42,1
10,790,2.25,1
8,1936,1.45,1
9,4806,1.32,1
8,1496,1.38,1
7,2422,1.26,1
7,56,1.62,1
7,294,1.79,1
8,56,2.09,1
9,216,1.38,1
5,210,1.46,1
9,180,9.9,1
6,96,2.14,1
8,1440,1.39,1
7,147,1.48,1
8,736,1.75,1
7,931,1.75,1
9,387,1.82,1
6,168,1.77,1
9,774,2.85,1
4,68,3.5,1
8,336,2.43,1
6,78,1.71,1
8,96,1.64,1
8,552,1.94,1
7,91,1.94,1
8,64,4.67,1
9,4410,1.4,1
8,120,2,1
8,328,1.44,1
5,145,1.61,1
9,684,2.27,1
9,2412,1.24,1
7,273,1.43,1
9,198,2.42,1
10,780,1.76,1
9,954,2.8,1
10,930,1.48,1
7,42,4.67,1
9,81,1.63,1
9,441,3.12,1
7,266,1.55,1
8,216,1.45,1
7,63,1.46,1
8,4080,1.32,1
9,423,2.03,1
15,1815,5.35,1
7,112,1.93,1
9,387,2.73,1
8,96,2.19,1
4,276,1.82,1
9,90,3.88,1
9,738,2.74,1
12,4908,2.88,1
9,1782,1.88,1
9,2736,1.32,1
8,568,2.06,1
12,96,15.2,1
11,1034,2.18,1
7,217,2.13,1
7,63,1.69,1
10,290,2.1,1
11,132,4.13,1
9,675,2.21,1
11,1837,2.86,1
7,63,1.2,1
8,2392,1.32,1
8,568,1.85,1
9,1773,1.74,1
9,351,2.58,1
25,7275,7.34,1
9,918,2.77,1
14,798,12.08,1
7,77,1.29,1
13,130,6.5,1
5,70,2.56,1
7,98,2.21,1
8,96,2.11,1
13,2951,3.11,1
10,130,1.76,1
7,280,1.59,1
33,5280,6.34,1
8,784,1.42,1
10,800,5.08,1
5,40,1.89,1
13,4875,1.44,1
8,1008,1.45,1
9,2376,1.99,1
8,864,1.65,1
7,119,1.89,1
7,987,1.16,1
6,120,1.29,1
6,72,2.09,1
8,864,1.41,1
10,1250,1.39,1
5,145,1.87,1
10,480,6.04,1
6,78,1.87,1
11,77,36,1
6,168,1.84,1
7,266,1.4,1
11,1694,2.96,1
11,550,1.89,1
9,180,8.25,1
8,320,2.22,1
8,336,1.85,1
7,182,2.07,1
10,510,1.89,1
7,91,1.58,1
8,120,2.59,1
9,2232,2.39,1
16,384,4.51,1
8,80,2,1
7,280,2.26,1
8,248,1.98,1
9,2511,1.34,1
10,2840,1.43,1
13,4186,4.62,1
8,96,2,1
22,1518,10.59,1
41,2747,33.67,1
7,147,2.09,1
9,4806,1.4,1
7,252,1.67,1
6,570,1.78,1
8,208,1.26,1
5,405,1.3,1
5,160,1.31,1
11,1111,2.68,1
8,288,3.22,1
8,128,1.91,1
7,105,1.57,1
9,900,2.92,1
11,2431,1.95,1
9,198,2.48,1
7,98,2.5,1
16,3632,4.97,1
9,288,1.53,1
8,376,2.18,1
9,1521,2.3,1
8,512,2.12,1
8,400,2.31,1
8,200,1.63,1
7,98,1.95,1
11,1199,1.92,1
10,180,7.62,1
8,336,2.07,1
13,4602,4.39,1
11,352,2.69,1
10,790,1.89,1
7,49,2.83,1
12,240,8.19,1
10,980,2.1,1
6,12,7,1
9,153,1.75,1
8,96,2.47,1
11,77,3.6,1
8,48,2.75,1
8,592,2.14,1
6,72,1.44,1
9,378,2.38,1
10,970,2.48,1
9,360,2.07,1
9,882,1.58,1
8,96,2.11,1
11,220,8.93,1
8,408,2.19,1
5,15,8,1
6,558,1.71,1
9,612,2.33,1
7,126,2.17,1
7,2625,1.21,1
7,126,1.31,1
7,287,1.36,1
16,3888,5.5,1
8,1712,2.9,1
10,2680,5.88,1
6,24,4.67,1
7,1526,1.26,1
9,351,1.49,1
11,1111,1.72,1
11,2255,3.01,1
13,689,5.75,1
10,2360,1.31,1
8,120,2.74,1
9,153,8.36,1
8,128,2.33,1
8,2192,1.35,1
6,72,2.19,1
9,423,2.01,1
9,171,1.35,1
11,660,2.01,1
9,738,2.86,1
25,3825,2.08,1
12,96,2.11,1
16,6288,5.13,1
16,5504,5.2,1
5,85,1.75,1
10,1240,3.43,1
7,42,21,1
10,770,2.64,1
8,32,5,1
13,1911,3.6,1
9,360,1.6,1
10,440,1.75,1
7,945,1.43,1
8,360,1.8,1
10,280,1.78,1
5,45,2,1
6,108,1.71,1
9,2799,1.34,1
6,600,1.71,1
7,119,1.81,1
9,1575,1.26,1
6,78,1.67,1
7,287,1.42,1
13,1976,2.8,1
1,106,15.17,2
1,19,3.75,2
1,14,13,2
1,9,8,2
2,96,30,2
10,5530,21.3,2
2,32,2.67,2
1,20,3,2
2,1070,40.2,2
1,17,3.25,2
1,63,20,2
1,14,4.5,2
1,180,88.5,2
1,9,9,2
2,64,33,2
1,277,137.5,2
1,10,4,2
21,42,31,2
2,1076,29.78,2
1,94,3.31,2
1,95,95,2
1,32,1.88,2
1,51,2.4,2
2,100,15.33,2
1,42,2.6,2
2,200,11.5,2
2,1070,24.29,2
6,126,31,2
3,1650,15.11,2
1,28,2.17,2
1,12,4,2
1,65,3,2
1,14,14,2
1,14,14,2
1,14,2,2
1,27,1.4,2
1,35,10,2
2,408,10.5,2
3,339,13.9,2
2,40,31,2
7,322,8.14,2
2,44,21,2
3,33,3,2
1,184,44.5,2
1,33,3.67,2
1,18,3,2
1,14,13,2
2,1072,30,2
1,15,6.5,2
2,650,28.64,2
1,69,4.18,2
1,107,18.6,2
1,15,2,2
1,58,9.8,2
1,63,63,2
2,1074,32.11,2
2,1072,41.08,2
2,28,8,2
1,54,17,2
1,29,13.5,2
1,283,140.5,2
3,777,67.82,2
1,131,64,2
2,198,4.55,2
1,147,11.55,2
1,41,4.57,2
2,1074,16.68,2
1,44,2.2,2
2,128,17,2
37,37,37,2
1,255,4.86,2
1,55,10.33,2
1,46,12,2
1,27,1.83,2
1,33,33,2
1,413,412,2
10,20,11,2
2,1074,62.44,2
25,7500,40.33,2
1,15,3.67,2
1,8,8,2
5,1665,36.65,2
2,1074,26.57,2
3,777,13.29,2
1,13,13,2
1,48,10.5,2
1,126,125,2
2,36,26,2
1,20,8.5,2
6,852,6.53,2
1,45,5.67,2
1,22,1.83,2
1,159,158,2
3,396,20,2
1,124,7.86,2
1,52,25,2
1,10,10,2
3,1608,61,2
2,246,123,2
1,17,1.75,2
1,62,61,2
1,13,4.5,2
3,1611,71.13,2
3,348,33.5,2
1,114,21.4,2
1,14,2.33,2
2,830,16.76,2
1,136,32.75,2
1,28,3,2
3,858,87,2
1,44,20,2
1,23,1.6,2
1,47,25,2
1,22,21,2
2,1070,11.75,2
1,13,5.5,2
1,34,1.71,2
1,15,13,2
1,86,40,2
2,1074,21.27,2
1,17,17,2
3,348,62,2
1,52,51,2
2,40,27,2
2,202,10.9,2
2,472,10.27,2
1,70,70,2
2,1074,181.33,2
1,13,13,2
1,19,4.67,2
5,640,162,2
1,37,6,2
1,115,4.6,2
3,1650,27.15,2
28,9240,31,2
1,18,17,2
3,1614,22.11,2
1,98,30.67,2
1,13,3,2
1,36,5.25,2
2,232,17.88,2
1,537,537,2
1,81,24.33,2
8,1848,179,2
2,92,18,2
1,17,7.5,2
7,7,7,2
2,12,4,2
1,22,4.5,2
1,278,29.22,2
1,138,138,2
1,206,204,2
1,11,11,2
1,19,4.33,2
2,224,55.5,2
3,1389,13.7,2
1,8,7,2
1,279,38.43,2
5,35,7,2
4,2096,40.57,2
1,148,47.33,2
1,43,9.75,2
1,75,5.55,2
3,549,29.78,2
1,172,1.04,2
1,32,5.75,2
3,339,30.25,2
9,117,4,2
1,85,12.5,2
2,44,15.5,2
1,214,214,2
3,162,8.43,2
11,4697,189.79,2
1,10,10,2
2,1076,29.32,2
1,45,21,2
2,892,17.82,2
5,1400,156,2
3,1623,88.62,2
1,34,1.07,2
2,950,95.8,2
1,186,9.06,2
1,71,2.31,2
3,1632,16.12,2
2,104,1.5,2
1,7,7,2
1,199,37.6,2
1,39,8.75,2
1,10,9,2
2,126,10.75,2
1,67,66,2
1,29,2.13,2
2,1072,24.36,2
2,1072,21.66,2
1,17,16,2
1,117,38,2
1,161,1.02,2
1,8,8,2
2,98,50,2
1,36,1.83,2
1,39,1.71,2
1,127,13.67,2
1,19,3.67,2
1,30,2.4,2
1,28,27,2
2,36,29,2
1,11,11,2
1,17,6.5,2
4,76,5.25,2
17,5814,30.27,2
1,17,4.67,2
1,44,5.33,2
1,77,5.17,2
5,550,100.33,2
17,5797,36.38,2
1,199,197,2
3,912,42.17,2
2,1076,34.88,2
1,12,9,2
4,36,22,2
2,44,33,2
2,1070,117.8,2
2,314,26.5,2
1,14,14,2
2,40,29,2
2,1072,30.37,2
3,1500,19.28,2
3,1410,23.62,2
19,8778,16.88,2
1,40,40,2
1,10,10,2
1,87,16,2
1,196,64,2
1,145,35.25,2
12,3336,15.91,2
1,69,8.29,2
2,1074,82.57,2
1,8,8,2
1,78,24.67,2
25,4225,1.57,2
18,6156,43.48,2
2,352,31,2
7,98,10,2
1,61,61,2
3,387,11.8,2
4,460,17.82,2
1,288,1.02,2
2,36,24,2
6,282,57,2
1,29,29,2
2,1074,22.19,2
1,148,73,2
1,193,2.97,2
1,36,8.67,2
2,42,6.33,2
1,19,4,2
6,234,45,2
3,1611,22.24,2
2,50,4.5,2
1,14,12,2
1,11,10,2
2,128,3.93,2
2,398,32.17,2
2,92,47,2
1,277,277,2
1,52,14,2
1,70,22,2
1,52,10.25,2
1,46,1.38,2
2,1074,49.82,2
1,79,6.86,2
1,73,3.75,2
1,20,1.38,2
3,177,84,2
1,379,60.83,2
1,8,8,2
3,318,6.31,2
1,40,11.67,2
2,48,3.4,2
4,776,34,2
11,2772,63.75,2
1,187,25.71,2
8,128,2.55,2
1,45,1.38,2
1,235,27.13,2
1,11,4,2
1,102,24.5,2
2,12,4,2
1,7,7,2
1,35,9.67,2
1,152,11.36,2
24,12240,38.65,2
1,16,16,2
2,28,13,2
2,124,11.2,2
1,117,5.75,2
63,4977,186.78,3
28,868,7.47,3
28,896,7.43,3
128,44416,13.07,3
28,896,7.02,3
28,868,7.49,3
132,72204,20.66,3
93,9672,4.25,3
168,22680,62.81,3
28,896,7.05,3
153,24174,46.95,3
83,12367,28.77,3
168,24360,13.06,3
186,87234,22.29,3
29,899,6.93,3
29,928,7.25,3
178,24920,21.52,3
187,26367,4.69,3
65,3250,245.83,3
187,25619,29.29,3
163,26243,8.4,3
95,8835,3.63,3
166,78352,17.12,3
29,928,6.27,3
174,81954,15.84,3
14,28,15,4
98,294,141,4
66,198,2.6,4
31,31,31,4
9,9,9,4
31,31,31,4
38,38,38,4
9,9,9,4
22,22,22,4
27,108,2.56,4
16,16,16,4
17,34,24,4
93,372,2.89,4
14,14,14,4
4,8,8,4
14,14,14,4
10,10,10,4
8,8,8,4
53,53,53,4
19,38,31,4
7,7,7,4
32,32,32,4
42,294,2.18,4
54,54,54,4
10,10,10,4
12,12,12,4
39,39,39,4
9,9,9,4
10,10,10,4
20,20,20,4
54,54,54,4
11,11,11,4
7,7,7,4
47,47,47,4
27,108,2.57,4
76,76,76,4
42,42,42,4
69,207,2.08,4
8,8,8,4
261,7830,2.4,4
58,174,59,4
10,10,9,4
15,15,15,4
84,84,84,4
5,10,7,4
117,117,117,4
25,25,25,4
34,34,34,4
13,13,13,4
9,9,9,4
8,8,7,4
37,37,37,4
1,25,25,4
8,8,8,4
430,2150,46.5,4
7,14,9,4
13,13,13,4
9,9,9,4
12,24,15,4
6,126,1.67,4
17,17,17,4
27,27,27,4
11,22,14,4
8,8,8,4
9,9,9,4
26,26,26,4
7,7,7,4
94,188,97,4
12,12,12,4
7,7,7,4
11,11,11,4
18,18,18,4
9,9,9,4
9,9,9,4
4,8,7,4
23,23,23,4
5,10,8,4
105,210,111,4
6,78,4,5
21,84,3.71,5
48,19296,4.13,5
13,65,5.25,5
14,266,2.83,5
10,120,1.67,5
17,1020,7.1,5
9,54,5.5,5
31,3255,5.35,5
9,36,9,5
7,91,2,5
197,39006,46.93,5
9,153,3.14,5
31,2201,10.29,5
153,67626,6.27,5
36,1728,3.58,5
16,336,1.6,5
6,30,2.2,5
54,19278,6.22,5
5,15,3.5,5
85,5865,1.44,5
30,1830,1.88,5
32,11200,3.96,5
83,26145,9.21,5
5,35,2.67,5
12,1752,26.67,5
311,143993,3.93,5
49,3871,7.36,5
212,98368,11.84,5
45,3555,4.81,5
37,2664,7.64,5
29,1392,5.06,5
34,850,2.06,5
8,32,7,5
30,1800,1.85,5
4,32,5.5,5
7,77,1.8,5
306,142290,2.69,5
83,22991,6.86,5
6,72,1.43,5
39,2730,7,5
158,26386,8.24,5
7,168,1.89,5
68,2312,2.44,5
100,4900,1.77,5
38,2660,19.63,5
22,484,1.79,5
91,25935,113.89,5
37,740,4.22,5
7,329,5.78,5
13,169,3.5,5
8,8,7,5
8,128,5,5
43,2666,6.63,5
33,924,5.69,5
11,528,7.35,5
24,432,2.07,5
28,1708,1.97,5
54,19278,6.4,5
12,48,2,5
54,2592,6.85,5
55,2640,4.26,5
20,780,3.21,5
8,40,3.67,5
19,893,3.89,5
47,13442,4.67,5
5,20,4.5,5
9,90,6.5,5
53,2544,7.84,5
53,2544,4.69,5
160,45760,55.42,5
6,102,2.8,5
21,1428,5.69,5
83,26062,8.77,5
81,3969,2.26,5
6,30,1.75,5
7,63,9,5
4,44,1.75,5
36,6192,4.84,5
36,1548,3.07,5
4,28,2,5
36,3456,7.7,5
83,26062,8.75,5
6,36,3.5,5
304,140752,3.91,5
6,54,4,5
15,210,1.92,5
13,104,1.07,5
31,3255,4.89,5
29,1769,1.78,5
52,2496,7.67,5
101,9999,2.02,5
5,45,1.6,5
10,70,1.57,5
17,153,1.88,5
52,23972,11.52,5
16,480,2.29,5
16,64,5,5
4,20,2.33,5
14,238,1.8,5
7,105,2.4,5
67,2010,2.26,5
118,12390,3.33,5
86,5762,2.37,5
