@relation satimage

@attribute Sp17 numeric
@attribute Sp18 numeric
@attribute Sp21 numeric
@attribute Sp22 numeric
@attribute Sp23 numeric
@attribute Sp28 numeric
@attribute Sp29 numeric
@attribute Sp32 numeric
@attribute Sp33 numeric
@attribute Sp36 numeric
@attribute Sp37 numeric
@attribute Sp41 numeric
@attribute Sp42 numeric
@attribute Sp43 numeric
@attribute Sp46 numeric
@attribute Sp47 numeric
@attribute Sp49 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
78,58,67,74,62,64,69,57,68,57,68,59,68,75,68,71,59,7
86,68,85,86,72,71,83,74,76,70,79,71,75,87,75,83,67,7
71,52,75,75,56,67,72,54,67,54,63,55,66,75,66,75,59,7
78,61,77,78,61,68,79,63,68,67,67,62,71,83,71,87,67,7
97,87,79,85,76,64,73,79,60,72,64,74,60,61,60,61,74,7
80,59,79,76,59,67,81,60,67,60,67,62,67,75,67,75,58,7
80,63,79,88,63,67,77,60,67,64,63,58,63,79,67,79,65,7
100,92,61,96,81,67,75,62,67,54,66,59,70,71,63,67,55,7
76,59,71,73,55,71,77,64,71,64,78,80,82,97,82,92,83,7
85,69,88,93,76,64,73,57,68,68,68,67,68,75,64,71,63,7
70,58,72,70,54,66,71,55,66,55,63,57,63,70,63,70,57,7
78,61,77,78,61,68,75,56,68,56,67,58,67,79,67,75,58,7
102,83,98,106,83,80,95,78,80,81,71,71,75,95,79,95,79,7
79,63,75,79,63,71,79,67,75,67,74,70,74,83,78,87,74,7
78,61,77,74,57,68,75,59,60,59,71,58,71,75,67,75,58,7
82,64,81,82,64,74,79,65,70,62,68,61,68,77,68,73,61,7
100,83,87,96,75,74,91,78,74,74,71,64,71,77,67,77,68,7
86,68,81,79,64,74,79,65,74,62,72,65,76,81,72,85,68,7
75,57,73,79,57,67,79,58,67,62,68,65,68,81,68,77,61,7
77,67,79,81,67,70,79,66,74,66,71,68,71,81,67,73,60,7
90,65,81,94,65,71,83,70,71,67,75,67,75,87,75,87,71,7
79,68,81,82,68,70,75,69,67,69,68,72,68,69,68,69,72,7
79,72,60,75,68,60,71,65,63,69,72,76,76,85,72,81,72,7
90,68,81,90,64,67,75,62,63,62,64,61,64,73,68,73,57,7
74,57,73,74,57,64,71,56,68,59,67,54,67,75,63,72,58,7
93,79,68,93,79,78,91,78,78,74,75,75,83,95,83,99,75,7
94,76,85,94,76,80,87,74,76,74,75,67,71,79,71,87,71,7
74,51,67,78,55,64,69,54,64,57,64,52,68,75,64,75,56,7
108,89,104,108,85,75,84,68,75,57,78,69,67,71,67,67,48,7
87,70,79,79,63,67,72,58,67,58,59,52,59,63,63,63,55,7
66,52,63,66,52,63,66,57,63,53,70,69,70,71,63,67,58,7
75,59,75,75,59,71,75,67,71,67,70,59,70,79,74,79,66,7
75,56,71,75,59,63,72,58,67,58,63,55,63,71,63,71,59,7
74,57,69,74,57,68,75,56,68,56,67,58,67,72,63,75,58,7
104,85,104,108,89,71,84,72,83,83,63,58,63,79,74,92,76,7
65,60,70,75,60,60,71,58,63,58,68,68,68,77,64,73,57,7
88,70,83,84,66,67,84,68,71,72,60,58,63,75,67,84,69,7
90,76,77,86,68,71,79,70,71,70,67,54,67,72,71,75,71,7
85,67,79,89,71,66,71,63,70,66,71,60,71,73,67,73,60,7
79,67,83,87,63,71,79,62,71,67,66,63,70,79,70,79,63,7
75,57,70,75,57,63,71,55,67,58,68,57,64,73,64,73,61,7
85,65,79,89,65,60,77,65,60,65,64,67,68,79,68,83,70,7
70,54,72,70,58,66,71,55,66,55,63,57,63,70,67,77,60,7
74,62,67,70,55,64,69,57,68,57,68,59,68,68,64,71,59,7
76,66,60,73,63,67,73,60,63,57,74,69,74,79,67,79,65,7
97,79,84,90,68,78,84,69,67,55,80,72,72,85,64,69,54,7
78,61,73,78,61,71,75,59,68,59,63,62,67,79,67,72,58,7
86,72,85,86,72,68,79,67,71,70,75,67,71,79,79,87,71,7
78,62,71,74,62,64,73,61,68,57,71,59,68,75,68,75,59,7
90,72,95,97,75,78,88,73,82,76,68,61,76,85,80,94,76,7
70,54,72,70,54,63,67,55,63,55,63,57,63,70,63,70,57,7
87,70,91,100,81,67,72,62,75,79,63,55,59,67,63,67,55,7
72,57,70,68,57,67,71,58,67,62,64,61,68,73,68,77,61,7
75,57,70,68,57,60,67,55,63,58,60,57,60,62,64,66,57,7
90,68,84,82,68,67,75,58,63,55,64,57,64,69,64,69,57,7
82,65,85,86,68,76,79,67,71,63,71,62,71,79,71,79,67,7
80,70,87,92,74,63,70,60,71,64,67,55,60,63,63,67,58,7
72,57,66,68,57,67,71,62,63,58,64,57,64,77,64,73,61,7
80,59,75,76,59,67,77,60,67,60,67,62,63,71,63,75,55,7
76,59,79,80,63,67,77,60,67,60,67,62,67,75,70,79,58,7
78,61,77,78,65,68,79,67,64,67,71,62,71,87,71,79,67,7
80,63,75,80,63,75,88,68,75,64,74,80,82,97,78,88,73,7
85,75,58,77,71,74,83,74,66,70,75,72,71,81,71,77,75,7
106,83,98,106,83,84,95,81,84,81,84,79,84,99,84,95,75,7
96,79,95,100,79,74,87,74,82,78,75,64,75,84,75,91,72,7
87,70,91,91,78,71,79,67,71,67,74,66,78,87,74,79,63,7
82,58,79,82,62,68,81,65,72,61,71,67,68,79,68,75,63,7
85,67,79,85,62,66,83,66,66,63,67,64,67,81,67,81,64,7
74,57,69,74,57,68,68,56,64,59,63,58,63,68,67,72,62,7
74,62,71,74,58,64,73,57,64,57,68,59,68,75,64,75,59,7
84,63,79,84,63,67,77,64,71,64,67,62,67,75,67,71,65,7
74,58,68,74,58,63,67,55,66,63,63,53,59,60,59,66,57,7
102,76,94,102,79,80,95,78,80,81,75,75,79,91,79,95,79,7
74,57,69,71,57,64,71,56,68,59,67,54,67,72,67,72,58,7
78,58,79,82,62,64,73,57,64,61,68,59,68,75,68,79,63,7
89,73,67,85,73,68,77,72,68,76,71,70,68,75,71,79,74,7
78,61,77,82,61,64,75,59,68,63,67,58,67,72,67,72,58,7
82,65,88,89,76,68,73,65,68,68,68,59,68,75,68,79,63,7
69,55,71,73,55,67,73,57,67,57,67,58,67,75,67,84,65,7
83,67,71,83,70,71,75,71,75,71,74,81,78,96,78,91,78,7
75,57,84,79,68,60,71,58,63,62,72,65,68,73,64,69,61,7
102,79,85,90,68,76,87,70,76,70,79,75,79,87,79,87,75,7
75,57,70,75,57,63,63,51,60,51,64,57,64,69,64,69,54,7
79,63,75,75,56,67,79,58,67,58,78,74,66,79,66,79,63,7
85,73,79,85,65,72,89,72,76,68,80,78,84,95,76,87,70,7
76,63,79,84,66,63,66,57,67,64,63,58,60,67,60,63,58,7
100,74,75,87,74,79,91,75,71,79,78,66,78,83,78,91,78,7
79,59,75,79,56,67,75,58,67,62,66,63,63,71,63,63,74,7
75,60,73,79,57,67,71,62,63,62,64,61,68,77,68,77,65,7
70,54,68,70,54,66,75,55,63,55,67,60,71,77,67,73,57,7
80,63,79,80,59,75,81,64,71,60,82,83,78,88,78,84,69,7
70,58,75,82,65,68,69,61,68,65,68,59,68,75,68,75,59,7
73,59,67,73,55,63,63,57,63,53,44,108,53,53,60,60,55,7
79,59,75,75,59,63,72,58,67,58,70,66,66,75,66,79,59,7
96,78,87,91,74,71,83,67,71,67,78,78,78,83,70,79,66,7
98,83,98,102,83,76,91,78,80,78,71,67,71,87,75,95,79,7
78,58,67,67,51,64,66,54,64,54,71,52,64,68,60,71,56,7
74,57,69,78,61,68,71,56,68,59,63,58,63,68,67,68,58,7
89,75,79,89,75,74,83,70,74,74,75,75,75,84,75,84,72,7
79,59,79,83,63,67,79,62,67,67,66,66,66,75,66,79,66,7
81,67,72,81,62,78,91,78,82,85,87,86,87,112,96,108,94,7
84,66,75,73,59,67,77,64,71,64,60,58,60,63,67,79,69,7
82,65,79,85,65,64,77,65,60,65,64,63,64,75,68,79,67,7
79,59,79,79,59,67,75,58,67,62,70,59,63,75,63,75,63,7
93,73,88,89,73,80,98,83,88,87,68,59,76,87,88,103,85,7
74,61,81,86,68,68,79,59,68,59,67,71,71,79,67,72,62,7
75,57,73,79,57,67,79,62,70,58,68,65,72,77,68,77,61,7
85,69,79,82,65,72,85,72,72,68,71,74,76,87,76,83,67,7
86,72,94,98,76,76,91,74,76,85,75,75,79,91,84,103,83,7
96,79,83,96,79,74,79,74,74,78,71,68,71,77,75,91,83,7
79,64,73,79,60,74,79,62,67,62,76,65,72,85,72,81,68,7
75,56,75,75,56,67,79,58,67,58,66,66,66,79,70,79,63,7
75,57,66,72,60,67,71,62,67,62,68,65,68,69,64,66,54,7
73,59,67,69,55,67,77,64,71,68,82,80,85,106,85,102,83,7
86,68,89,94,76,71,79,70,76,74,67,67,71,79,75,83,71,7
79,63,79,79,67,71,79,67,71,75,63,59,63,67,66,75,63,7
75,56,68,71,56,67,72,54,67,54,63,59,66,75,66,79,59,7
89,67,75,74,58,74,79,66,70,63,67,68,67,77,67,70,57,7
78,65,71,70,58,72,77,65,68,61,64,63,68,83,68,83,67,7
82,60,77,75,60,63,71,62,63,55,68,61,64,77,64,77,57,7
84,63,79,84,63,71,73,64,67,64,70,69,67,75,67,75,62,7
85,67,75,74,62,63,67,59,59,55,63,57,63,60,59,63,64,7
74,57,69,74,57,68,75,56,68,59,67,62,67,75,67,72,58,7
76,63,79,80,63,63,77,60,63,64,63,62,67,75,63,75,58,7
78,58,75,78,55,64,69,57,64,57,68,59,68,75,68,71,56,7
96,70,79,83,67,75,83,67,75,71,66,66,66,71,70,79,66,7
91,81,95,100,78,75,87,71,79,75,66,63,66,79,74,79,66,7
86,64,81,82,64,67,79,65,67,65,68,65,72,81,72,81,65,7
75,59,75,79,63,67,75,58,63,58,66,59,66,79,66,75,63,7
76,59,75,84,63,67,77,60,63,57,63,62,63,75,67,75,58,7
82,65,81,82,65,71,83,67,68,67,79,71,79,87,71,79,62,7
93,65,88,97,80,68,69,68,76,79,68,67,76,83,80,95,78,7
78,54,73,74,54,64,75,59,68,59,67,62,67,72,67,75,62,7
86,64,91,90,72,70,79,65,74,69,68,57,68,73,68,73,61,7
92,74,75,84,63,67,73,49,63,53,67,48,63,67,63,67,51,7
75,60,77,79,64,63,79,62,67,65,68,65,64,77,64,77,65,7
94,72,102,106,87,68,83,67,76,81,71,67,71,79,71,83,67,7
65,53,66,68,53,63,67,58,63,62,72,68,68,77,68,77,65,7
100,78,79,84,66,67,73,60,63,60,67,62,67,71,63,67,55,7
75,56,71,75,56,63,75,58,63,54,66,55,66,71,66,71,55,7
93,73,92,93,76,76,85,76,76,76,80,74,76,91,76,91,74,7
97,72,88,90,72,74,84,69,74,69,76,72,72,81,72,77,72,7
108,85,96,100,78,75,84,68,67,60,67,58,67,75,67,71,58,7
96,78,87,92,74,71,77,68,67,68,70,58,63,67,60,67,55,7
94,76,89,94,72,76,87,74,80,78,75,67,75,83,79,95,75,7
96,79,95,109,87,74,83,78,78,81,71,72,75,91,87,103,90,7
96,79,91,96,83,78,91,78,66,78,92,86,83,88,67,66,72,7
87,78,75,83,70,67,72,58,67,54,63,55,63,71,63,67,55,7
93,71,79,93,71,74,83,74,66,59,75,79,79,91,71,81,64,7
72,60,70,75,57,63,67,58,60,55,60,54,60,69,60,62,57,7
78,62,79,78,62,64,73,57,68,61,71,56,68,75,68,75,59,7
79,64,77,75,60,63,75,58,63,62,64,65,68,77,64,77,65,7
82,62,75,78,62,68,77,65,64,65,68,67,64,83,64,79,63,7
86,72,81,90,72,80,87,74,71,74,79,75,79,91,71,75,79,7
80,63,79,88,63,63,81,64,67,68,67,69,67,84,63,79,65,7
73,55,67,66,55,59,66,53,63,57,60,55,60,67,63,67,58,7
74,58,71,78,55,68,77,57,64,57,64,59,64,75,64,75,63,7
83,67,79,87,70,75,91,79,75,71,66,63,70,79,70,79,66,7
98,79,94,94,76,68,79,67,71,67,75,71,75,79,71,79,67,7
72,60,77,72,64,70,79,65,70,65,68,61,68,77,72,81,65,7
84,66,75,80,63,71,91,72,67,64,63,62,67,84,70,88,73,7
74,58,68,67,58,63,63,55,63,55,67,64,63,66,63,66,57,7
70,54,75,74,58,66,79,59,66,63,67,60,67,77,67,73,60,7
71,59,75,71,56,67,72,58,67,54,63,55,66,71,66,71,55,7
79,56,75,75,59,67,75,58,67,58,70,63,70,75,66,75,59,7
85,67,75,85,67,70,79,66,70,70,79,72,75,81,71,81,64,7
89,62,79,77,58,66,79,63,66,63,75,72,71,84,63,81,64,7
108,85,87,91,67,75,79,67,75,58,74,74,74,79,70,79,63,7
74,57,77,78,61,64,79,59,64,63,67,58,67,75,67,79,62,7
90,64,73,82,64,74,84,83,74,80,84,83,80,98,76,98,79,7
79,59,71,71,59,67,72,62,71,67,66,63,66,71,63,67,55,7
80,59,75,76,63,67,70,64,67,64,74,83,74,84,74,88,80,7
113,85,103,113,88,79,87,79,75,79,86,89,90,104,78,91,78,7
91,78,91,100,78,71,83,67,71,71,78,70,74,79,70,83,66,7
81,62,79,85,67,74,87,66,78,70,75,68,75,88,75,88,72,7
74,58,72,74,58,70,71,55,66,59,67,60,71,77,71,81,64,7
88,63,87,88,70,63,73,57,67,68,67,65,60,71,63,75,62,7
71,59,71,75,56,63,72,58,63,54,66,63,66,75,59,71,55,7
77,54,68,70,54,63,75,59,66,59,67,60,67,73,67,73,60,7
78,58,75,78,58,64,73,61,64,61,64,63,68,75,68,75,59,7
89,71,87,89,71,70,75,63,70,66,67,64,71,77,71,77,68,7
90,68,77,82,57,67,71,55,67,48,72,68,64,69,64,66,54,7
96,75,91,96,75,78,83,66,78,70,75,64,75,84,75,91,75,7
71,56,75,71,56,67,72,54,67,54,66,55,66,71,66,71,55,7
78,61,69,74,61,68,83,67,68,59,67,67,67,83,71,79,67,7
96,74,91,96,74,71,87,71,75,71,70,66,70,87,66,83,70,7
85,69,84,85,69,72,81,72,72,72,80,74,71,75,64,71,78,7
76,55,71,73,59,63,73,60,67,64,78,76,82,102,85,106,83,7
74,58,75,78,58,64,73,57,64,61,64,56,64,75,64,71,63,7
74,58,71,74,58,68,69,57,64,54,64,56,68,71,64,71,56,7
71,61,73,82,65,68,83,67,71,70,71,75,75,91,75,83,71,7
90,72,81,93,75,70,84,69,74,73,72,72,72,81,72,77,68,7
100,78,87,91,70,79,91,75,75,75,78,78,82,96,82,91,78,7
90,68,94,98,76,71,87,70,76,78,75,62,71,79,71,83,67,7
74,54,69,74,57,68,75,56,64,56,67,54,67,72,63,72,58,7
86,68,77,82,64,78,88,73,70,65,76,76,76,89,76,85,72,7
85,67,79,81,62,74,87,70,70,66,63,57,67,84,71,91,72,7
87,74,61,87,74,71,79,71,67,75,66,70,66,75,70,79,74,7
78,65,77,74,65,64,83,67,64,63,71,67,71,79,71,83,62,7
108,85,109,108,85,75,84,72,75,68,63,58,67,71,67,75,62,7
77,58,75,74,58,70,79,63,70,59,71,60,67,77,67,77,60,7
82,60,73,82,64,70,88,69,67,62,76,79,76,89,72,81,65,7
78,55,71,78,58,64,73,57,64,61,64,59,64,75,68,75,56,7
74,55,71,70,55,68,73,54,64,57,64,59,68,79,68,75,56,7
89,69,88,93,73,68,73,61,76,68,68,59,71,75,68,79,63,7
81,58,75,77,58,70,79,59,70,59,75,64,71,81,71,77,64,7
74,61,73,78,65,68,75,59,64,63,71,67,63,75,67,72,62,7
86,68,62,74,57,71,75,70,64,52,67,62,71,75,63,61,54,7
97,73,88,85,65,68,77,65,64,61,68,63,71,79,71,75,59,7
78,57,73,78,57,68,75,56,68,56,67,58,71,72,67,75,58,7
75,52,68,75,56,71,75,54,67,54,63,59,63,75,66,75,59,7
85,65,79,85,69,72,81,65,72,65,68,63,71,79,71,83,63,7
104,79,91,93,71,70,75,63,70,66,63,60,67,70,67,73,60,7
74,62,84,85,69,64,69,61,72,68,68,67,68,79,68,75,59,7
75,59,71,75,59,67,68,58,63,58,66,63,63,63,63,67,55,7
97,94,79,97,80,68,77,61,68,61,64,56,64,71,68,75,59,7
74,62,71,74,62,68,77,65,68,61,71,67,68,75,68,75,59,7
89,71,79,85,71,70,79,66,70,70,71,64,67,73,63,70,57,7
73,55,67,69,55,63,63,53,59,53,53,76,60,60,57,60,58,7
71,56,61,71,59,71,79,75,63,75,74,70,74,83,74,83,74,7
79,59,75,79,59,67,75,58,67,58,66,59,66,79,70,79,59,7
84,63,71,73,55,63,66,53,63,53,63,51,63,67,60,67,55,7
104,81,100,104,81,75,91,79,79,83,82,76,78,92,82,97,87,7
75,63,79,79,63,63,72,58,63,58,63,59,63,75,66,75,63,7
81,62,87,89,71,66,79,63,66,59,67,68,71,84,67,81,64,7
82,68,77,90,72,71,75,70,68,67,67,67,67,72,67,75,67,7
80,59,79,80,59,67,77,64,67,64,78,73,70,84,67,79,65,7
76,63,79,80,63,63,81,64,63,64,78,73,67,88,67,84,62,7
85,62,79,82,65,64,77,65,64,65,64,67,64,75,64,75,67,7
72,60,70,75,57,63,71,62,67,62,68,61,68,73,68,69,57,7
82,68,88,93,72,70,79,65,67,65,76,72,76,77,72,77,61,7
85,67,83,89,67,74,83,70,78,74,63,57,63,70,71,77,64,7
74,69,63,78,65,68,73,65,64,65,80,81,71,79,68,71,67,7
74,58,72,74,58,63,71,59,63,59,67,57,63,70,67,73,60,7
67,57,69,71,61,64,68,52,64,52,63,58,63,64,63,61,54,7
104,81,95,91,74,79,91,71,71,62,70,63,70,79,66,75,66,7
74,58,72,77,58,63,71,55,63,59,63,57,67,73,67,73,60,7
86,64,81,79,68,67,75,65,70,62,64,57,64,69,68,73,57,7
71,56,71,75,56,67,68,54,67,54,66,59,66,75,63,71,55,7
86,65,77,82,61,76,91,74,71,63,79,83,79,99,79,91,75,7
75,59,75,75,59,67,75,58,67,62,66,55,66,71,66,71,59,7
73,63,63,66,55,67,73,64,63,57,63,65,70,75,67,71,65,7
79,63,75,79,59,67,79,58,67,58,66,59,66,75,66,75,59,7
82,62,84,85,69,68,77,65,64,57,68,63,68,79,68,75,59,7
92,81,91,96,78,71,73,64,71,68,70,65,70,71,63,67,58,7
85,69,84,85,73,72,81,68,72,68,68,70,71,75,71,75,70,7
88,66,79,88,66,71,81,64,67,60,74,65,74,79,67,79,62,7
72,60,70,72,60,63,67,55,67,58,64,61,64,66,64,69,61,7
75,59,71,75,59,63,68,58,67,62,63,55,63,67,66,71,55,7
77,62,75,77,62,66,79,63,66,63,63,64,63,81,67,84,68,7
75,56,75,75,56,63,72,54,63,58,66,55,66,71,63,71,55,7
74,54,72,70,54,66,71,55,66,55,71,64,71,81,71,73,60,7
93,76,92,93,76,76,98,76,80,76,76,74,76,91,76,91,74,7
67,51,67,70,51,64,69,54,64,54,64,56,60,71,64,71,56,7
78,61,73,78,57,68,75,59,68,59,67,62,67,72,67,75,58,7
82,60,73,75,60,70,79,58,63,55,68,57,68,73,68,73,54,7
85,65,102,105,83,64,73,61,72,76,64,59,64,75,68,75,63,7
100,78,96,104,81,75,88,72,75,79,82,83,82,92,78,92,80,7
84,70,79,84,66,71,81,64,71,68,67,69,70,75,70,75,69,7
87,74,71,87,74,71,79,71,71,71,66,66,66,75,66,75,70,7
93,73,92,97,80,76,89,76,80,76,71,70,76,87,80,91,78,7
80,59,75,80,59,67,73,60,67,57,67,58,67,71,63,75,62,7
74,58,71,78,62,64,73,57,64,61,68,59,64,75,64,79,63,7
88,66,83,88,66,71,77,68,71,60,67,65,70,79,70,79,62,7
76,59,75,76,59,67,73,60,67,60,63,58,67,75,67,79,62,7
78,65,79,78,58,64,73,57,64,61,68,59,68,71,68,71,59,7
94,72,85,82,68,76,87,74,76,63,84,79,79,91,71,79,62,7
70,58,67,67,58,64,66,57,64,57,60,56,64,68,60,68,56,7
62,57,63,65,53,70,71,62,63,58,68,72,72,81,68,77,61,7
74,61,69,71,61,71,79,67,68,67,71,67,71,87,75,91,79,7
71,57,73,74,57,68,71,56,64,56,67,54,67,72,67,68,54,7
72,53,66,72,53,63,67,55,67,55,64,54,64,69,64,66,54,7
71,54,69,74,54,64,75,52,68,56,63,54,67,72,67,72,54,7
76,63,79,84,66,67,81,64,67,64,70,73,74,88,78,92,80,7
88,74,63,88,70,67,70,57,63,57,60,55,63,63,60,67,51,7
77,58,79,81,58,66,75,63,66,59,67,60,63,73,63,77,60,7
70,54,68,74,58,59,71,55,63,59,63,60,67,73,63,70,57,7
75,59,75,75,59,67,68,58,67,58,59,55,63,71,63,75,59,7
88,74,83,88,74,75,84,72,71,75,74,73,70,84,74,84,73,7
101,79,99,105,83,78,92,80,82,87,80,83,80,98,84,98,87,7
91,74,83,83,67,71,79,67,71,67,78,70,70,79,70,83,70,7
104,78,95,104,81,79,91,75,79,79,74,74,74,87,78,91,78,7
74,61,77,78,61,68,79,59,68,63,67,58,71,72,71,79,67,7
82,65,71,74,58,72,81,65,72,65,71,70,71,83,71,79,67,7
78,57,77,78,61,71,75,59,68,56,67,58,67,72,67,72,54,7
94,72,85,86,68,84,95,78,76,70,84,83,79,91,75,87,75,7
70,54,72,74,58,63,71,55,63,55,63,57,63,70,67,73,57,7
73,63,56,76,66,63,66,57,63,60,74,69,67,79,70,79,62,7
79,57,73,75,60,63,75,58,63,58,64,61,64,73,64,73,61,7
86,64,81,82,64,63,75,65,70,65,64,61,64,77,64,77,65,7
82,58,71,74,58,64,73,57,68,57,68,56,64,75,68,71,56,7
86,65,73,78,61,68,83,70,68,67,63,58,67,79,67,83,71,7
84,63,79,80,63,71,77,64,67,64,67,62,67,71,63,71,65,7
82,64,81,82,64,70,79,65,67,62,68,61,72,77,68,73,57,7
82,64,77,79,68,70,75,69,70,69,68,72,68,73,68,69,76,7
106,83,98,102,83,76,87,70,68,67,71,62,75,83,75,79,71,7
86,72,85,86,72,71,75,63,68,67,71,67,75,79,71,79,62,7
71,57,69,71,54,64,71,56,60,56,63,54,67,68,67,68,54,7
79,63,79,83,67,75,79,67,71,62,74,70,74,79,70,75,63,7
88,74,83,88,70,75,88,75,75,75,74,73,74,84,74,84,73,7
70,54,68,74,54,66,71,55,66,55,71,68,71,73,67,73,57,7
94,76,98,102,76,76,87,74,80,78,71,71,75,83,75,87,75,7
85,73,71,78,58,68,69,54,64,54,64,59,71,71,64,68,52,7
84,70,83,80,70,63,66,57,63,60,67,62,67,67,60,63,58,7
74,54,69,78,54,64,71,59,71,52,63,58,67,72,67,72,54,7
81,62,75,81,62,70,75,59,66,66,63,64,67,77,67,77,64,7
82,65,77,82,65,64,75,63,64,67,67,67,71,83,67,87,71,7
76,55,71,69,55,67,77,57,67,57,70,62,70,84,67,79,62,7
91,70,75,87,63,67,72,58,67,54,63,55,63,67,63,71,55,7
82,58,75,78,55,68,77,57,64,61,68,59,64,75,64,68,56,7
84,63,83,84,66,67,77,64,67,64,67,62,67,79,67,84,65,7
88,70,91,96,78,59,70,60,71,72,67,58,63,67,63,75,65,7
88,63,79,84,63,67,84,68,71,64,67,62,63,79,63,75,65,7
98,76,85,90,76,80,91,78,80,78,75,75,79,95,79,99,83,7
74,58,72,74,62,66,75,63,66,59,59,53,59,66,63,73,64,7
86,68,81,86,65,68,79,63,68,63,67,67,67,79,67,79,67,7
88,66,83,88,70,67,73,60,71,60,74,62,67,79,67,84,69,7
74,54,69,74,57,68,79,59,68,56,67,62,67,75,67,75,58,7
78,58,71,74,58,64,69,61,68,61,68,56,68,71,64,75,59,7
112,92,109,108,89,83,95,79,75,68,82,73,78,84,67,71,55,7
94,76,85,90,76,68,79,63,68,63,67,58,67,72,67,68,58,7
80,63,79,76,63,67,77,60,63,60,63,58,63,71,67,75,62,7
80,63,79,76,59,71,81,64,67,57,67,58,70,79,67,75,65,7
82,65,73,78,57,68,79,67,68,59,67,67,71,83,67,75,62,7
80,63,79,80,63,71,81,64,71,64,74,65,70,79,70,79,65,7
84,66,56,76,55,75,81,68,63,57,78,80,78,92,67,71,62,7
88,66,75,76,66,71,77,64,71,68,78,73,70,79,70,88,69,7
78,58,63,74,58,64,73,61,64,61,71,63,71,79,68,83,67,7
82,62,75,82,58,68,77,57,68,57,68,63,68,79,68,75,56,7
79,59,75,83,63,71,72,62,71,67,63,55,66,75,66,75,63,7
86,75,66,79,68,67,75,73,60,62,72,76,68,77,60,62,57,7
83,63,79,79,67,71,83,62,71,67,63,63,66,79,66,79,63,7
80,59,75,84,66,71,81,68,75,68,82,83,78,92,78,92,76,7
97,73,79,82,65,76,85,68,76,65,80,78,76,87,71,87,63,7
86,64,77,86,64,82,97,80,82,83,88,87,88,102,80,98,83,7
80,63,83,84,66,67,81,64,67,64,78,73,70,79,70,79,62,7
74,61,73,78,57,64,75,59,64,63,71,62,71,79,67,79,62,7
82,62,75,78,58,64,73,61,68,57,68,63,64,75,68,75,59,7
79,63,64,71,56,71,83,75,71,75,78,74,74,83,74,83,74,7
74,57,73,74,54,68,71,56,64,56,63,58,63,72,67,72,54,7
68,57,70,72,57,67,75,62,70,62,68,61,68,77,68,77,61,7
93,75,84,90,72,74,84,73,70,69,72,72,72,81,72,81,68,7
78,62,75,85,58,64,77,65,68,65,64,63,68,79,64,79,67,7
81,67,83,81,67,66,75,63,70,63,71,72,67,84,67,81,64,7
70,54,72,74,54,63,71,55,63,55,71,60,67,73,67,81,60,7
93,75,95,96,75,74,79,66,82,78,67,64,67,77,71,88,72,7
79,63,79,87,70,67,68,54,67,62,70,66,70,75,66,71,55,7
65,53,66,72,57,57,60,58,63,58,53,57,57,52,57,59,61,7
75,63,75,75,59,67,72,62,67,58,70,70,66,71,63,63,55,7
86,72,81,90,76,64,71,63,68,67,67,58,63,68,67,75,62,7
87,67,75,79,63,71,79,67,75,67,70,70,74,83,74,79,66,7
91,78,95,100,81,75,83,79,88,87,74,74,74,83,78,91,81,7
89,71,87,100,75,70,75,78,74,78,63,72,71,77,67,73,68,7
83,63,79,87,63,71,79,67,71,62,66,59,66,75,66,79,63,7
74,58,72,74,58,66,75,59,63,59,67,57,67,73,63,70,57,7
89,71,75,77,62,70,75,63,63,55,67,49,63,66,63,70,53,7
83,67,79,79,67,75,83,71,75,71,74,66,74,83,74,83,70,7
85,62,84,89,69,72,81,68,76,72,71,63,71,83,71,83,67,7
74,58,72,74,58,63,75,59,63,55,63,57,67,73,67,70,60,7
101,83,97,101,83,80,94,79,84,83,80,78,80,95,84,99,85,7
83,59,75,79,59,71,79,67,67,62,70,70,78,91,82,100,85,7
89,73,63,82,69,64,73,65,60,61,71,59,64,68,64,68,67,7
93,79,73,93,79,70,84,80,70,76,76,76,72,81,72,81,79,7
93,73,75,89,73,72,81,65,64,65,80,74,71,75,64,68,63,7
96,78,83,88,74,83,95,79,83,75,78,76,78,92,85,97,76,7
85,71,95,96,79,70,83,66,66,70,75,68,75,91,79,88,75,7
74,58,75,74,58,63,67,55,66,55,63,53,67,70,67,73,57,7
77,58,72,77,58,70,79,59,70,63,71,60,71,81,67,77,64,7
85,65,79,82,65,72,81,65,72,65,71,67,71,79,71,83,70,7
87,63,83,83,70,71,79,67,71,67,70,63,70,79,66,79,63,7
78,58,79,78,62,64,73,61,64,57,64,59,64,75,64,75,63,7
85,62,83,89,67,66,79,63,66,63,67,64,67,81,67,77,64,7
77,62,75,81,71,66,71,55,63,59,71,64,71,77,71,81,68,7
87,63,79,83,63,67,79,62,67,67,74,70,70,83,66,75,63,7
74,58,68,74,58,63,67,55,63,55,63,57,63,63,59,60,53,7
85,71,79,85,67,70,79,70,74,70,67,60,63,70,71,77,64,7
94,76,81,90,65,68,83,67,68,67,71,67,71,75,71,75,67,7
75,56,75,75,59,67,75,58,67,62,66,55,66,75,66,79,63,7
67,54,72,70,58,63,67,55,63,59,67,64,71,81,75,88,72,7
89,67,91,96,75,70,79,63,70,63,71,64,71,81,71,81,64,7
78,61,77,90,68,64,71,63,64,63,67,58,63,72,63,72,58,7
