@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R1,3,6-8,10,12,14,19,21,25-28,30-32,40-41'

@attribute A1 numeric
@attribute A3 numeric
@attribute A6 numeric
@attribute A7 numeric
@attribute A8 numeric
@attribute A10 numeric
@attribute A12 numeric
@attribute A14 numeric
@attribute A19 numeric
@attribute A21 numeric
@attribute A25 numeric
@attribute A26 numeric
@attribute A27 numeric
@attribute A28 numeric
@attribute A30 numeric
@attribute A31 numeric
@attribute A32 numeric
@attribute A40 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-1.213,-1.155,-0.399,-0.741,-0.701,-1.071,-0.865,-0.83,-0.839,-1.213,-0.858,-0.814,-1.071,-0.919,-0.973,-1.213,-0.792,-0.955,12
-1.046,-1.177,-0.353,-0.619,-0.633,-1.108,-0.738,-0.731,-0.807,-1.046,-0.774,-0.751,-0.897,-0.795,-0.85,-1.046,-0.709,-1.034,12
-1.228,-1.218,-0.424,-0.775,-0.782,-1.143,-0.887,-0.847,-0.896,-1.228,-0.941,-0.902,-1.087,-0.985,-1.035,-1.228,-0.827,-1.059,12
-1.019,-1.15,-0.31,-0.603,-0.675,-1.137,-0.716,-0.708,-0.819,-1.019,-0.758,-0.722,-0.891,-0.791,-0.831,-1.019,-0.638,-0.921,12
-1.198,-1.133,-0.374,-0.717,-0.67,-1.045,-0.851,-0.801,-0.843,-1.198,-0.994,-0.959,-1.081,-1.022,-1.07,-1.198,-0.811,-1.07,12
-1.085,-1.043,-0.293,-0.614,-0.56,-0.976,-0.731,-0.722,-0.752,-1.085,-0.83,-0.802,-0.976,-0.87,-0.907,-1.085,-0.727,-1.032,12
-1.257,-1.181,-0.329,-0.722,-0.681,-1.028,-0.922,-0.88,-0.828,-1.257,-1.032,-0.982,-1.153,-1.066,-1.073,-1.257,-0.823,-1.023,12
-1.237,-0.407,-0.103,-0.71,-0.43,-0.432,-0.551,-0.581,-0.277,-1.237,-0.056,-0.041,-0.59,-0.144,-0.004,-1.237,-0.547,-0.029,13
-1.047,-0.155,0.022,-0.445,-0.074,-0.117,-0.385,-0.509,-0.174,-1.047,0.057,0.028,-0.385,-0.116,-0.002,-1.047,-0.4,0.091,13
-1.137,-0.049,-0.068,-0.574,-0.18,-0.077,-0.413,-0.501,-0.181,-1.137,0.082,0.117,-0.453,0.11,0.294,-1.137,-0.43,0.157,13
-1.044,-0.286,-0.028,-0.48,-0.242,-0.249,-0.346,-0.489,-0.165,-1.044,0.038,0.07,-0.342,0.078,0.145,-1.044,-0.386,0.079,13
-1.249,-0.35,-0.047,-0.618,-0.348,-0.406,-0.556,-0.557,-0.309,-1.249,-0.208,-0.114,-0.706,-0.305,-0.132,-1.249,-0.6,-0.125,13
-1.142,-0.166,-0.136,-0.618,-0.189,-0.121,-0.534,-0.585,-0.29,-1.142,-0.112,-0.031,-0.56,-0.152,-0.044,-1.142,-0.547,0.048,13
-1.199,-0.303,-0.057,-0.584,-0.28,-0.267,-0.514,-0.558,-0.219,-1.199,-0.044,-0.085,-0.535,-0.15,0,-1.199,-0.523,-0.122,13
-1.227,-0.566,-0.09,-0.558,-0.38,-0.568,-0.483,-0.541,-0.275,-1.227,-0.005,-0.025,-0.588,-0.118,-0.063,-1.227,-0.452,-0.078,13
-1.271,-0.524,-0.272,-0.804,-0.517,-0.515,-0.516,-0.556,-0.299,-1.271,-0.031,-0.08,-0.477,-0.116,-0.04,-1.271,-0.566,-0.168,13
-0.987,-0.289,0.045,-0.422,-0.228,-0.403,-0.447,-0.487,-0.269,-0.987,-0.162,-0.083,-0.565,-0.213,-0.023,-0.987,-0.455,-0.188,13
-1.22,-0.406,-0.089,-0.489,-0.224,-0.374,-0.448,-0.542,-0.274,-1.22,-0.101,-0.043,-0.607,-0.181,-0.198,-1.22,-0.425,-0.149,13
-1.053,-0.479,-0.063,-0.438,-0.323,-0.44,-0.324,-0.494,-0.186,-1.053,0.113,-0.021,-0.558,-0.057,0.008,-1.053,-0.289,-0.005,13
-0.954,-0.371,-0.15,-0.458,-0.311,-0.401,-0.498,-0.507,-0.286,-0.954,-0.068,0.007,-0.353,-0.162,0.027,-0.954,-0.468,-0.11,13
-0.642,-0.199,-0.01,-0.334,-0.223,-0.218,-0.241,-0.375,-0.242,-0.642,0.142,0.138,-0.392,0.049,0.166,-0.642,-0.248,-0.091,13
-0.883,-0.395,-0.179,-0.433,-0.327,-0.356,-0.418,-0.486,-0.341,-0.883,0.067,0.084,-0.311,0.016,0.14,-0.883,-0.389,-0.108,13
-0.864,-0.25,-0.081,-0.233,-0.207,-0.164,-0.304,-0.386,-0.247,-0.864,0.178,0.167,-0.343,0.086,0.211,-0.864,-0.25,0.036,13
-0.833,-0.333,-0.149,-0.413,-0.285,-0.398,-0.463,-0.544,-0.334,-0.833,-0.014,0.05,-0.379,-0.07,0.063,-0.833,-0.363,-0.148,13
-1.045,-0.168,-0.038,-0.381,-0.073,-0.145,-0.359,-0.51,-0.179,-1.045,-0.037,-0.045,-0.405,-0.125,0.056,-1.045,-0.336,0.229,13
-0.845,-0.221,-0.064,-0.491,-0.269,-0.267,-0.321,-0.403,-0.265,-0.845,0.15,0.118,-0.427,0.063,0.212,-0.845,-0.351,-0.17,13
-0.827,-0.305,-0.056,-0.319,-0.167,-0.2,-0.34,-0.565,-0.175,-0.827,0.082,-0.015,-0.344,-0.01,0.063,-0.827,-0.353,0.091,13
-0.963,-0.322,-0.072,-0.441,-0.265,-0.324,-0.389,-0.514,-0.229,-0.963,0.015,0.009,-0.416,-0.044,-0.031,-0.963,-0.484,-0.025,13
-0.956,-0.285,-0.035,-0.485,-0.289,-0.209,-0.422,-0.434,-0.233,-0.956,0.136,0.147,-0.383,0.062,0.188,-0.956,-0.375,-0.022,13
-1.238,-0.272,-0.174,-0.628,-0.258,-0.22,-0.633,-0.615,-0.327,-1.238,-0.192,-0.059,-0.592,-0.242,-0.104,-1.238,-0.574,-0.073,13
-1.276,-0.307,-0.036,-0.642,-0.294,-0.341,-0.53,-0.563,-0.27,-1.276,-0.106,-0.061,-0.637,-0.21,-0.049,-1.276,-0.612,-0.106,13
-1.084,-0.294,-0.007,-0.512,-0.285,-0.334,-0.444,-0.534,-0.198,-1.084,-0,-0.03,-0.39,-0.062,0.143,-1.084,-0.474,-0.055,13
-0.723,-0.35,-0.136,-0.467,-0.114,-0.225,-0.384,-0.566,-0.191,-0.723,0.14,0.11,-0.333,-0.001,0.054,-0.723,-0.403,-0.029,13
-1.239,-0.487,-0.245,-0.741,-0.472,-0.531,-0.645,-0.626,-0.302,-1.239,-0.155,-0.071,-0.565,-0.175,-0.026,-1.239,-0.661,-0.079,13
-1.198,-0.378,-0.085,-0.593,-0.35,-0.371,-0.518,-0.55,-0.239,-1.198,-0.047,-0.069,-0.54,-0.145,-0.011,-1.198,-0.496,-0.125,13
-0.31,-0.254,-0.214,-0.329,-0.176,-0.215,-0.088,-0.356,-0.231,-0.31,0.395,0.373,0.015,0.379,0.471,-0.31,-0.116,-0.049,13
-1.137,-0.368,-0.12,-0.637,-0.319,-0.283,-0.586,-0.585,-0.263,-1.137,-0.092,-0.098,-0.509,-0.154,-0.143,-1.137,-0.583,-0.157,13
-0.171,0.068,0.076,0.046,0.035,0.052,-0.155,-0.524,-0.201,-0.171,0.101,0.043,-0.173,0.042,0.027,-0.171,-0.038,0.122,13
-1.212,-0.193,-0.058,-0.585,-0.212,-0.275,-0.402,-0.474,-0.233,-1.212,-0.057,-0.003,-0.561,-0.137,0.002,-1.212,-0.498,-0.036,13
-1.09,-0.273,-0.181,-0.6,-0.3,-0.299,-0.51,-0.543,-0.283,-1.09,-0.041,-0.007,-0.422,-0.161,-0.013,-1.09,-0.531,-0.112,13
-1.264,-0.358,0.022,-0.475,-0.169,-0.307,-0.413,-0.521,-0.229,-1.264,-0.079,-0.03,-0.617,-0.194,-0.202,-1.264,-0.407,-0.079,13
-1.321,-0.24,-0.016,-0.621,-0.237,-0.234,-0.541,-0.552,-0.203,-1.321,-0.062,-0.113,-0.674,-0.199,-0.11,-1.321,-0.539,-0.063,13
-1.025,-0.281,-0.043,-0.397,-0.203,-0.346,-0.374,-0.529,-0.226,-1.025,0.055,-0.031,-0.406,0.048,0.119,-1.025,-0.378,0.11,13
-1.154,-0.222,-0.108,-0.556,-0.193,-0.208,-0.435,-0.51,-0.169,-1.154,0.063,0.03,-0.475,-0.013,0.091,-1.154,-0.442,0.108,13
-0.734,-0.235,0.053,-0.495,-0.329,-0.348,-0.291,-0.384,-0.336,-0.734,0.114,0.185,-0.335,0.076,0.204,-0.734,-0.353,-0.111,13
-1.063,-0.288,-0.229,-0.572,-0.3,-0.363,-0.528,-0.545,-0.313,-1.063,-0.091,-0.018,-0.449,-0.17,-0.001,-1.063,-0.521,-0.143,13
-1.011,-0.51,-0.162,-0.518,-0.368,-0.518,-0.426,-0.49,-0.276,-1.011,0.052,0.047,-0.483,0.007,0.148,-1.011,-0.432,-0.063,13
-1.208,-0.425,-0.113,-0.661,-0.368,-0.422,-0.585,-0.6,-0.335,-1.208,-0.294,-0.185,-0.622,-0.367,-0.231,-1.208,-0.573,-0.221,13
-1.016,-0.052,-0.073,-0.632,-0.169,-0.117,-0.434,-0.547,-0.168,-1.016,0.054,0.151,-0.454,-0.006,-0.035,-1.016,-0.45,0.106,13
-1.056,-0.06,-0.034,-0.548,-0.14,-0.138,-0.391,-0.501,-0.125,-1.056,0.043,0.01,-0.42,-0.069,0.041,-1.056,-0.485,0.094,13
-1.249,-0.167,-0.064,-0.571,-0.187,-0.119,-0.574,-0.601,-0.216,-1.249,-0.036,-0.024,-0.577,-0.083,0.058,-1.249,-0.525,0.075,13
-1.169,-0.297,-0.037,-0.537,-0.264,-0.267,-0.583,-0.548,-0.259,-1.169,-0.136,-0.104,-0.603,-0.245,-0.132,-1.169,-0.534,-0.014,13
-1.101,-0.243,-0.109,-0.499,-0.213,-0.239,-0.328,-0.477,-0.154,-1.101,0.085,-0.07,-0.43,0,0.048,-1.101,-0.369,0.094,13
-1.219,-0.408,-0.113,-0.585,-0.302,-0.407,-0.504,-0.569,-0.249,-1.219,-0.091,-0.054,-0.548,-0.101,-0.034,-1.219,-0.514,-0.083,13
-1.222,-0.236,-0.039,-0.475,-0.183,-0.247,-0.44,-0.536,-0.22,-1.222,-0.005,-0.004,-0.523,-0.034,0.073,-1.222,-0.45,0.051,13
-1.035,-0.218,-0.084,-0.594,-0.344,-0.216,-0.52,-0.556,-0.303,-1.035,0.051,0.027,-0.541,-0.049,0.095,-1.035,-0.515,-0.177,13
-1.293,-0.519,-0.218,-0.801,-0.417,-0.453,-0.551,-0.552,-0.239,-1.293,-0.036,-0.013,-0.556,-0.069,0.002,-1.293,-0.582,-0.098,13
-1.102,-0.522,-0.068,-0.328,-0.2,-0.307,-0.516,-0.55,-0.304,-1.102,-0.391,-0.23,-0.786,-0.491,-0.408,-1.102,-0.456,-0.227,14
-1.142,-0.652,-0.148,-0.596,-0.461,-0.74,-0.55,-0.567,-0.468,-1.142,-0.563,-0.421,-0.863,-0.633,-0.669,-1.142,-0.654,-0.602,14
-1.299,-0.784,-0.258,-0.669,-0.478,-0.857,-0.71,-0.703,-0.55,-1.299,-0.609,-0.49,-0.996,-0.719,-0.748,-1.299,-0.681,-0.573,14
-1.349,-0.803,-0.15,-0.658,-0.542,-0.861,-0.68,-0.649,-0.515,-1.349,-0.676,-0.529,-1.061,-0.8,-0.857,-1.349,-0.774,-0.565,14
-1.188,-0.398,0.004,-0.537,-0.203,-0.461,-0.553,-0.533,-0.343,-1.188,-0.527,-0.416,-0.902,-0.612,-0.638,-1.188,-0.631,-0.351,14
-1.173,-0.693,-0.196,-0.687,-0.5,-0.833,-0.599,-0.605,-0.487,-1.173,-0.596,-0.495,-0.921,-0.686,-0.715,-1.173,-0.743,-0.641,14
-1.278,-0.7,-0.102,-0.523,-0.385,-0.736,-0.684,-0.679,-0.475,-1.278,-0.653,-0.558,-1.022,-0.766,-0.757,-1.278,-0.661,-0.488,14
-1.056,-0.603,-0.132,-0.623,-0.498,-0.841,-0.506,-0.538,-0.448,-1.056,-0.5,-0.41,-0.835,-0.586,-0.582,-1.056,-0.637,-0.489,14
-1.237,-0.227,-0.023,-0.287,-0.092,-0.239,-0.454,-0.52,-0.255,-1.237,-0.513,-0.392,-0.914,-0.606,-0.581,-1.237,-0.482,-0.038,14
-1.217,-0.558,-0.098,-0.507,-0.27,-0.517,-0.563,-0.591,-0.392,-1.217,-0.451,-0.314,-0.879,-0.555,-0.5,-1.217,-0.655,-0.459,14
-1.094,-0.917,-0.218,-0.587,-0.503,-0.761,-0.63,-0.645,-0.512,-1.094,-0.403,-0.302,-0.865,-0.528,-0.508,-1.094,-0.65,-0.605,14
-1.222,-0.559,-0.17,-0.649,-0.377,-0.666,-0.623,-0.642,-0.497,-1.222,-0.621,-0.494,-0.944,-0.725,-0.745,-1.222,-0.712,-0.581,14
-1.017,-0.437,0.016,-0.443,-0.203,-0.685,-0.462,-0.516,-0.322,-1.017,-0.58,-0.469,-0.785,-0.631,-0.632,-1.017,-0.564,-0.442,14
-1.376,-0.741,-0.171,-0.652,-0.468,-0.822,-0.649,-0.666,-0.48,-1.376,-0.579,-0.475,-1,-0.702,-0.748,-1.376,-0.745,-0.49,14
-1.153,-0.779,-0.137,-0.611,-0.557,-0.928,-0.51,-0.561,-0.462,-1.153,-0.409,-0.286,-0.832,-0.501,-0.499,-1.153,-0.692,-0.577,14
-0.86,-0.453,-0.091,-0.32,-0.172,-0.435,-0.457,-0.56,-0.397,-0.86,-0.356,-0.248,-0.615,-0.423,-0.376,-0.86,-0.432,-0.375,14
-1.171,-0.543,-0.151,-0.589,-0.388,-0.647,-0.54,-0.573,-0.441,-1.171,-0.537,-0.418,-0.869,-0.635,-0.676,-1.171,-0.67,-0.554,14
-1.207,-0.635,-0.092,-0.66,-0.439,-0.839,-0.655,-0.679,-0.492,-1.207,-0.601,-0.502,-0.947,-0.694,-0.655,-1.207,-0.761,-0.54,14
-1.098,-0.669,-0.129,-0.57,-0.368,-0.819,-0.444,-0.563,-0.4,-1.098,-0.35,-0.283,-0.822,-0.475,-0.473,-1.098,-0.674,-0.506,14
-1.16,-0.754,-0.145,-0.664,-0.56,-0.984,-0.62,-0.627,-0.49,-1.16,-0.489,-0.396,-0.893,-0.589,-0.601,-1.16,-0.715,-0.6,14
-1.321,-0.562,-0.135,-0.553,-0.364,-0.63,-0.601,-0.599,-0.438,-1.321,-0.663,-0.504,-1.044,-0.8,-0.907,-1.321,-0.706,-0.517,14
-1.267,-0.505,-0.1,-0.619,-0.369,-0.642,-0.592,-0.598,-0.438,-1.267,-0.667,-0.545,-0.978,-0.759,-0.803,-1.267,-0.722,-0.571,14
-1.211,-0.442,-0.042,-0.509,-0.305,-0.494,-0.534,-0.535,-0.341,-1.211,-0.573,-0.447,-0.923,-0.678,-0.668,-1.211,-0.631,-0.383,14
-1.113,-0.554,-0.112,-0.482,-0.331,-0.661,-0.528,-0.56,-0.397,-1.113,-0.46,-0.336,-0.813,-0.575,-0.638,-1.113,-0.611,-0.43,14
-0.992,-0.59,-0.08,-0.54,-0.372,-0.778,-0.42,-0.456,-0.415,-0.992,-0.381,-0.254,-0.753,-0.526,-0.619,-0.992,-0.619,-0.55,14
-0.957,-0.695,-0.168,-0.426,-0.359,-0.59,-0.492,-0.583,-0.402,-0.957,-0.225,-0.132,-0.689,-0.359,-0.331,-0.957,-0.546,-0.465,14
-0.996,-0.487,-0.133,-0.371,-0.201,-0.373,-0.495,-0.579,-0.327,-0.996,-0.295,-0.163,-0.692,-0.418,-0.385,-0.996,-0.495,-0.286,14
-1.223,-1.008,-0.23,-0.732,-0.614,-0.864,-0.747,-0.744,-0.666,-1.223,-0.749,-0.657,-1.07,-0.845,-0.851,-1.223,-0.801,-0.835,14
-0.978,-0.59,-0.189,-0.519,-0.393,-0.575,-0.436,-0.522,-0.464,-0.978,-0.458,-0.352,-0.756,-0.545,-0.484,-0.978,-0.631,-0.487,14
-1.228,-0.567,-0.201,-0.541,-0.393,-0.6,-0.624,-0.626,-0.458,-1.228,-0.449,-0.329,-0.88,-0.566,-0.559,-1.228,-0.642,-0.441,14
-0.91,-0.439,-0.077,-0.469,-0.28,-0.496,-0.388,-0.487,-0.381,-0.91,-0.357,-0.263,-0.72,-0.467,-0.451,-0.91,-0.543,-0.384,14
-1.207,-0.646,-0.211,-0.74,-0.525,-0.865,-0.605,-0.609,-0.465,-1.207,-0.493,-0.408,-0.901,-0.61,-0.626,-1.207,-0.756,-0.593,14
-0.994,-0.651,-0.058,-0.515,-0.325,-0.878,-0.435,-0.515,-0.417,-0.994,-0.426,-0.294,-0.762,-0.505,-0.471,-0.994,-0.605,-0.509,14
-1.108,-0.797,-0.12,-0.635,-0.473,-0.854,-0.572,-0.63,-0.461,-1.108,-0.464,-0.385,-0.834,-0.548,-0.546,-1.108,-0.687,-0.609,14
-0.955,-0.434,-0.011,-0.385,-0.261,-0.655,-0.284,-0.378,-0.319,-0.955,-0.4,-0.264,-0.743,-0.493,-0.488,-0.955,-0.562,-0.396,14
-1.24,-0.703,-0.127,-0.713,-0.529,-0.835,-0.689,-0.664,-0.455,-1.24,-0.569,-0.47,-0.968,-0.669,-0.671,-1.24,-0.75,-0.583,14
-1.231,-0.502,-0.164,-0.561,-0.34,-0.565,-0.65,-0.609,-0.422,-1.231,-0.456,-0.308,-0.865,-0.534,-0.511,-1.231,-0.674,-0.429,14
-1.275,-0.397,-0.109,-0.611,-0.337,-0.514,-0.646,-0.603,-0.416,-1.275,-0.712,-0.607,-1.025,-0.798,-0.809,-1.275,-0.741,-0.543,14
-1.331,-0.75,-0.153,-0.633,-0.482,-0.786,-0.67,-0.666,-0.504,-1.331,-0.725,-0.584,-1.076,-0.855,-0.899,-1.331,-0.815,-0.623,14
-1.248,-0.382,0.054,-0.659,-0.331,-0.548,-0.602,-0.561,-0.332,-1.248,-0.471,-0.378,-0.924,-0.598,-0.648,-1.248,-0.673,-0.375,14
-1.213,-0.306,-0.028,-0.507,-0.206,-0.278,-0.563,-0.566,-0.324,-1.213,-0.518,-0.355,-0.9,-0.627,-0.6,-1.213,-0.601,-0.276,14
-0.978,-0.494,-0.071,-0.464,-0.257,-0.525,-0.428,-0.55,-0.379,-0.978,-0.453,-0.362,-0.792,-0.555,-0.564,-0.978,-0.554,-0.413,14
-0.885,-0.595,-0.214,-0.41,-0.351,-0.669,-0.419,-0.491,-0.459,-0.885,-0.312,-0.208,-0.634,-0.393,-0.307,-0.885,-0.513,-0.523,14
-1.197,-0.651,-0.101,-0.685,-0.508,-0.855,-0.647,-0.627,-0.429,-1.197,-0.497,-0.404,-0.916,-0.596,-0.601,-1.197,-0.704,-0.456,14
-0.968,-0.421,-0.069,-0.462,-0.227,-0.44,-0.484,-0.57,-0.392,-0.968,-0.492,-0.371,-0.776,-0.57,-0.528,-0.968,-0.555,-0.373,14
-1.169,-0.388,0.041,-0.632,-0.317,-0.58,-0.485,-0.47,-0.321,-1.169,-0.378,-0.28,-0.833,-0.502,-0.525,-1.169,-0.664,-0.321,14
-1.165,-0.643,-0.192,-0.566,-0.42,-0.736,-0.642,-0.641,-0.495,-1.165,-0.556,-0.445,-0.908,-0.638,-0.576,-1.165,-0.687,-0.597,14
-1.224,-0.725,-0.115,-0.633,-0.533,-0.823,-0.597,-0.601,-0.475,-1.224,-0.576,-0.433,-0.931,-0.661,-0.661,-1.224,-0.724,-0.585,14
-0.77,-0.454,-0.024,-0.318,-0.226,-0.497,-0.36,-0.421,-0.377,-0.77,-0.112,0.035,-0.461,-0.179,-0.062,-0.77,-0.402,-0.258,14
-1.236,-0.524,-0.013,-0.528,-0.308,-0.54,-0.567,-0.597,-0.395,-1.236,-0.477,-0.372,-0.956,-0.631,-0.693,-1.236,-0.608,-0.398,14
