@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R2-3,8-10,13,17,20,22-23,25-29,31,33,37,39,41'

@attribute A2 numeric
@attribute A3 numeric
@attribute A8 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A13 numeric
@attribute A17 numeric
@attribute A20 numeric
@attribute A22 numeric
@attribute A23 numeric
@attribute A25 numeric
@attribute A26 numeric
@attribute A27 numeric
@attribute A28 numeric
@attribute A29 numeric
@attribute A31 numeric
@attribute A33 numeric
@attribute A37 numeric
@attribute A39 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.766,-1.111,-0.648,-0.523,-1.011,-0.908,-0.971,-0.953,-1.053,-0.941,-0.876,-0.849,-1.094,-0.942,-0.907,-1.23,-0.884,-0.961,-0.784,12
-0.679,-1.079,-0.694,-0.53,-1.146,-0.878,-0.922,-0.961,-1.024,-0.925,-0.85,-0.794,-1.043,-0.905,-0.858,-1.185,-0.921,-0.887,-0.757,12
-0.679,-1.175,-0.67,-0.576,-1.085,-0.898,-0.952,-1.039,-0.977,-0.922,-0.843,-0.83,-0.978,-0.885,-0.86,-1.11,-0.926,-0.912,-0.816,12
-0.828,-1.161,-0.736,-0.595,-1.094,-0.943,-1.018,-0.992,-1.101,-1.003,-0.931,-0.897,-1.126,-0.99,-0.957,-1.269,-0.984,-0.997,-0.837,12
-0.709,-1.079,-0.655,-0.551,-1.074,-0.838,-0.956,-0.924,-0.947,-0.877,-0.788,-0.759,-0.963,-0.839,-0.806,-1.115,-0.944,-0.935,-0.826,12
-0.647,-1.162,-0.681,-0.547,-1.134,-0.87,-0.9,-0.97,-0.933,-0.844,-0.763,-0.731,-0.929,-0.799,-0.764,-1.094,-0.926,-0.858,-0.77,12
-0.611,-1.118,-0.648,-0.517,-1.162,-0.819,-0.891,-0.913,-0.944,-0.841,-0.741,-0.712,-0.942,-0.789,-0.744,-1.122,-0.874,-0.842,-0.728,12
-0.636,-1.079,-0.639,-0.444,-1.037,-0.823,-0.848,-0.863,-0.923,-0.834,-0.765,-0.738,-0.913,-0.804,-0.776,-1.083,-0.809,-0.839,-0.695,12
-0.79,-1.184,-0.714,-0.596,-1.064,-0.97,-1.011,-1.045,-1.023,-0.977,-0.897,-0.872,-1.044,-0.935,-0.908,-1.176,-0.914,-0.942,-0.784,12
-0.7,-1.173,-0.679,-0.578,-1.176,-0.936,-0.975,-1.056,-1.043,-0.988,-0.919,-0.876,-1.047,-0.958,-0.914,-1.174,-0.938,-0.949,-0.829,12
-0.875,-1.234,-0.792,-0.684,-1.187,-1.058,-1.086,-1.14,-1.147,-1.072,-0.996,-0.945,-1.15,-1.038,-0.993,-1.3,-1.028,-1.01,-0.843,12
-0.674,-1.188,-0.68,-0.536,-1.131,-0.883,-0.891,-0.954,-0.909,-0.825,-0.749,-0.725,-0.926,-0.798,-0.766,-1.079,-0.857,-0.826,-0.721,12
-0.673,-1.148,-0.637,-0.546,-1.108,-0.909,-0.951,-1.023,-1.02,-0.942,-0.875,-0.847,-1.025,-0.924,-0.891,-1.149,-0.957,-0.926,-0.811,12
-0.746,-1.187,-0.702,-0.61,-1.098,-0.856,-0.948,-0.976,-1.005,-0.931,-0.848,-0.83,-1.028,-0.906,-0.88,-1.173,-0.92,-0.941,-0.812,12
-0.805,-1.149,-0.708,-0.544,-1.057,-0.932,-1.025,-0.97,-1.101,-1.049,-0.959,-0.904,-1.098,-0.998,-0.956,-1.251,-0.926,-0.964,-0.784,12
-0.864,-1.251,-0.769,-0.633,-1.084,-1.055,-1.063,-1.097,-1.125,-1.071,-1.012,-0.974,-1.134,-1.047,-1.021,-1.249,-0.965,-0.987,-0.83,12
-0.747,-1.079,-0.655,-0.53,-1.029,-0.892,-0.989,-0.965,-1.048,-0.985,-0.91,-0.9,-1.053,-0.946,-0.93,-1.2,-1.003,-0.949,-0.846,12
-0.693,-1.117,-0.68,-0.621,-1.192,-0.905,-0.962,-1.021,-1.025,-0.945,-0.88,-0.843,-1.023,-0.915,-0.883,-1.155,-1.016,-0.942,-0.862,12
-0.812,-1.15,-0.719,-0.637,-1.134,-0.983,-1.008,-1.028,-1.057,-0.965,-0.894,-0.851,-1.068,-0.943,-0.902,-1.224,-0.94,-0.976,-0.845,12
-0.848,-1.126,-0.743,-0.591,-1.079,-0.925,-1.014,-0.963,-1.072,-0.962,-0.866,-0.816,-1.091,-0.929,-0.89,-1.287,-0.896,-0.959,-0.767,12
-0.704,-1.159,-0.677,-0.523,-1.061,-0.894,-0.926,-0.97,-1.01,-0.985,-0.918,-0.887,-1.01,-0.949,-0.917,-1.134,-0.914,-0.908,-0.81,12
-0.734,-1.143,-0.705,-0.594,-1.121,-0.859,-0.979,-0.986,-1.016,-0.928,-0.848,-0.824,-1.04,-0.901,-0.874,-1.198,-0.958,-0.954,-0.831,12
-0.661,-1.154,-0.68,-0.555,-1.087,-0.897,-0.904,-0.984,-0.931,-0.913,-0.826,-0.801,-0.915,-0.847,-0.823,-1.052,-0.94,-0.882,-0.844,12
-0.646,-1.134,-0.633,-0.562,-1.167,-0.865,-0.913,-0.982,-1.005,-0.937,-0.873,-0.821,-0.977,-0.9,-0.846,-1.11,-0.968,-0.901,-0.804,12
-0.69,-1.169,-0.679,-0.545,-1.089,-0.89,-0.931,-0.966,-1.007,-0.948,-0.861,-0.834,-0.999,-0.898,-0.862,-1.15,-0.999,-0.938,-0.88,12
-0.689,-1.095,-0.617,-0.502,-1.07,-0.876,-0.977,-0.991,-1.03,-0.961,-0.912,-0.894,-1.051,-0.956,-0.936,-1.166,-0.914,-0.943,-0.825,12
-0.644,-1.137,-0.647,-0.518,-1.137,-0.838,-0.865,-0.923,-0.92,-0.838,-0.742,-0.703,-0.928,-0.791,-0.745,-1.105,-0.907,-0.844,-0.765,12
-0.711,-1.153,-0.669,-0.57,-1.096,-0.901,-0.96,-1.001,-0.994,-0.926,-0.845,-0.818,-1.002,-0.889,-0.863,-1.158,-0.911,-0.897,-0.794,12
-0.789,-1.199,-0.756,-0.597,-1.15,-0.977,-1.045,-1.073,-1.112,-1.056,-0.999,-0.952,-1.107,-1.026,-0.989,-1.238,-0.942,-0.962,-0.813,12
-0.796,-1.184,-0.719,-0.533,-0.992,-0.926,-0.974,-0.974,-1.045,-0.939,-0.872,-0.816,-1.064,-0.938,-0.885,-1.196,-0.865,-0.941,-0.768,12
-0.575,-0.208,-0.275,-0.184,-0.237,0.076,-0.6,-0.055,-0.483,0.039,0.033,0.055,-0.418,-0.099,0.038,-1.065,0.115,-0.581,-0.255,13
-0.574,-0.518,-0.362,-0.192,-0.422,0.037,-0.626,-0.074,-0.638,-0.136,-0.106,-0.106,-0.496,-0.166,-0.083,-1.041,-0.038,-0.634,-0.282,13
-0.508,-0.255,-0.153,-0.115,-0.147,0.214,-0.519,0.15,-0.391,-0.039,0.007,-0.015,-0.334,-0.112,-0.045,-0.777,0.183,-0.559,-0.212,13
-0.509,-0.367,-0.234,-0.106,-0.321,0.019,-0.61,-0.107,-0.591,0.024,0.04,-0.016,-0.479,-0.066,0.005,-1.011,0.107,-0.603,-0.215,13
-0.352,-0.217,-0.265,-0.091,-0.192,0.178,-0.534,-0.02,-0.382,0.039,0.094,-0.003,-0.269,0.066,0.052,-0.677,0.207,-0.481,-0.221,13
-0.464,-0.218,-0.234,-0.184,-0.267,-0.026,-0.563,-0.136,-0.471,-0.014,-0.005,0.008,-0.506,-0.058,-0.001,-1.104,-0.037,-0.549,-0.282,13
-0.516,-0.264,-0.331,-0.277,-0.329,-0.092,-0.683,-0.236,-0.641,-0.082,-0.063,-0.032,-0.505,-0.148,-0.043,-1.07,0.107,-0.591,-0.246,13
-0.383,-0.308,-0.273,-0.099,-0.382,-0.156,-0.667,-0.238,-0.737,-0.266,-0.317,-0.23,-0.699,-0.405,-0.314,-1.124,-0.187,-0.615,-0.351,13
-0.341,0.107,0.136,0.172,0.134,0.353,-0.432,0.235,-0.242,0.274,0.209,0.131,-0.368,0.133,0.105,-0.83,0.318,-0.487,-0.143,13
-0.283,-0.215,-0.171,0.012,-0.169,0.289,-0.316,-0.067,-0.217,0.057,0.158,0.014,-0.133,0.11,0.119,-0.463,0.249,-0.354,-0.208,13
-0.585,-0.232,-0.254,-0.139,-0.291,0.004,-0.54,-0.038,-0.491,-0.147,-0.004,-0.092,-0.563,-0.18,-0.109,-1.206,0.002,-0.525,-0.218,13
-0.402,-0.457,-0.326,-0.141,-0.472,-0.003,-0.525,-0.098,-0.339,0.099,0.005,0.05,-0.346,-0.052,0.021,-0.804,0.007,-0.532,-0.273,13
-0.597,-0.191,-0.23,-0.171,-0.328,0.035,-0.553,-0.056,-0.35,-0.02,0.126,0.087,-0.347,0.004,0.09,-1.019,-0.027,-0.562,-0.287,13
-0.419,-0.301,-0.234,-0.035,-0.222,0.182,-0.491,0.036,-0.484,0.086,0.001,0.071,-0.333,0.004,0.017,-0.875,0.165,-0.485,-0.068,13
-0.625,-0.294,-0.312,-0.208,-0.39,-0.083,-0.582,-0.132,-0.46,-0.148,0.028,-0.017,-0.485,-0.099,-0.02,-1.162,-0.049,-0.562,-0.244,13
-0.571,-0.537,-0.32,-0.153,-0.414,-0.194,-0.631,-0.228,-0.662,-0.121,-0.215,-0.089,-0.612,-0.27,-0.13,-1.09,-0.103,-0.603,-0.293,13
-0.623,-0.404,-0.231,-0.143,-0.29,-0.158,-0.518,-0.102,-0.491,-0.156,-0.087,-0.07,-0.53,-0.175,-0.135,-1.21,-0.091,-0.551,-0.26,13
-0.074,-0.234,-0.087,0.015,-0.352,0.18,-0.375,0.011,-0.056,0.251,0.026,0.117,-0.387,-0.064,-0.076,-0.458,0.112,-0.359,-0.247,13
-0.585,-0.176,-0.164,-0.105,-0.151,0.149,-0.624,0.052,-0.612,0.029,-0.057,-0.02,-0.581,-0.096,-0.081,-1.218,0.219,-0.566,-0.194,13
-0.617,-0.299,-0.338,-0.258,-0.288,0.143,-0.658,-0.075,-0.335,0.158,0.088,0.058,-0.483,-0.004,0.014,-0.963,0.048,-0.643,-0.33,13
-0.519,-0.418,-0.389,-0.188,-0.433,-0.066,-0.572,-0.115,-0.591,-0.036,-0.004,0.023,-0.546,-0.116,-0.067,-1.16,-0.125,-0.604,-0.31,13
-0.444,-0.388,-0.212,-0.142,-0.371,0.063,-0.484,-0.03,-0.459,0.174,0.064,0.213,-0.482,-0.037,0.036,-0.994,0.241,-0.445,-0.07,13
-0.366,-0.044,-0.093,0.049,-0.009,0.154,-0.549,0.114,-0.724,-0.173,-0.326,-0.188,-0.693,-0.381,-0.284,-1.153,0.221,-0.504,-0.158,13
-0.363,-0.465,-0.335,-0.152,-0.566,-0.123,-0.463,-0.172,-0.297,0.032,-0.03,0.007,-0.468,-0.096,-0.075,-0.878,-0.103,-0.492,-0.305,13
-0.658,-0.388,-0.31,-0.238,-0.361,0.016,-0.566,-0.017,-0.509,0.001,-0.008,-0.01,-0.401,-0.02,-0.003,-1.136,0.038,-0.596,-0.224,13
-0.373,-0.054,-0.117,0.047,-0.017,0.203,-0.491,0.041,-0.383,0.07,-0.007,-0.053,-0.401,-0.026,0.027,-0.941,0.25,-0.483,-0.161,13
-0.531,-0.276,-0.249,-0.092,-0.284,-0.045,-0.514,-0.023,-0.539,-0.168,-0.012,-0.018,-0.586,-0.187,-0.092,-1.17,-0.053,-0.512,-0.21,13
-0.516,-0.358,-0.207,-0.127,-0.287,0.069,-0.56,-0.028,-0.4,0.143,0.046,0.09,-0.427,0.025,0.066,-0.955,0.107,-0.577,-0.249,13
-0.202,0.142,0.155,0.158,0.125,0.312,-0.419,0.121,-0.213,0.23,0.153,0.04,-0.306,0.082,0.036,-0.646,0.349,-0.477,-0.156,13
-0.531,-0.333,-0.243,-0.097,-0.308,0.05,-0.497,0.025,-0.511,0.068,-0.059,0.009,-0.503,-0.046,0.064,-1.14,0.131,-0.523,-0.165,13
-0.45,0.009,-0.107,0.001,-0.027,0.254,-0.516,0.05,-0.361,0.017,0.105,0.049,-0.363,-0.025,0.054,-0.882,0.204,-0.522,-0.216,13
-0.578,-0.275,-0.338,-0.165,-0.322,0.096,-0.581,0.017,-0.435,0.106,0.075,0.028,-0.44,0.011,0.081,-1.084,0.12,-0.508,-0.229,13
-0.583,-0.357,-0.305,-0.233,-0.29,0.09,-0.475,0.039,-0.273,0.235,0.075,-0.012,-0.433,0.019,-0.008,-1.049,0.176,-0.49,-0.22,13
-0.461,-0.257,-0.207,-0.157,-0.201,0.188,-0.367,0.067,-0.079,0.379,0.275,0.142,-0.226,0.224,0.145,-0.822,0.25,-0.381,-0.119,13
-0.337,-0.083,-0.145,-0.01,-0.126,0.37,-0.486,0.242,-0.37,0.357,0.116,0.167,-0.442,0.123,0.156,-0.929,0.341,-0.444,-0.159,13
-0.6,-0.122,-0.137,-0.075,-0.104,0.182,-0.527,0.131,-0.541,-0.061,-0.011,-0.015,-0.515,-0.147,-0.077,-1.212,0.103,-0.567,-0.223,13
-0.43,0.021,-0.071,-0.014,0.029,0.168,-0.459,0.07,-0.442,0.011,-0.02,0.072,-0.472,-0.064,0.021,-0.995,0.173,-0.484,-0.22,13
-0.324,-0.331,-0.221,-0.021,-0.364,-0.111,-0.56,-0.171,-0.62,-0.157,-0.206,-0.142,-0.475,-0.284,-0.13,-1.017,-0.048,-0.438,-0.26,13
-0.651,-0.58,-0.38,-0.248,-0.52,-0.188,-0.549,-0.211,-0.441,-0.023,-0.045,-0.03,-0.563,-0.152,-0.123,-1.169,-0.217,-0.603,-0.323,13
-0.568,-0.469,-0.303,-0.158,-0.412,-0.133,-0.57,-0.055,-0.609,-0.041,-0.091,-0,-0.671,-0.164,-0.106,-1.283,-0.13,-0.562,-0.236,13
-0.454,-0.096,-0.137,-0.019,-0.095,0.081,-0.551,0.037,-0.694,-0.221,-0.233,-0.173,-0.705,-0.34,-0.246,-1.245,0.166,-0.496,-0.165,13
-0.477,-0.282,-0.251,-0.087,-0.32,-0.009,-0.471,-0.035,-0.461,0.018,0.041,-0.034,-0.499,-0.1,0.017,-1.206,-0.051,-0.467,-0.214,13
-0.464,-0.101,-0.191,-0.125,-0.108,0.146,-0.648,0.022,-0.439,0.038,-0.056,0.047,-0.385,-0.072,-0.022,-0.929,0.239,-0.528,-0.144,13
-0.518,-0.404,-0.291,-0.176,-0.408,0.05,-0.628,-0.046,-0.682,-0.183,-0.202,-0.124,-0.627,-0.273,-0.233,-1.101,0.065,-0.643,-0.262,13
-0.487,-0.223,-0.149,-0.092,-0.211,0.079,-0.485,0.074,-0.514,-0.006,-0.035,-0.029,-0.544,-0.081,-0.062,-1.249,0.015,-0.484,-0.198,13
-0.751,-0.511,-0.47,-0.341,-0.458,-0.106,-0.669,-0.217,-0.569,-0.045,0.005,-0.041,-0.552,-0.071,-0.024,-1.178,-0.093,-0.727,-0.346,13
-0.631,-0.313,-0.297,-0.15,-0.283,0.044,-0.575,-0.021,-0.555,-0.103,-0.069,-0.055,-0.427,-0.094,-0.02,-1.139,-0.011,-0.613,-0.266,13
-0.213,0.139,0.147,0.15,0.129,0.294,-0.424,0.119,-0.241,0.17,0.106,0.01,-0.337,0.032,-0,-0.678,0.322,-0.49,-0.173,13
-0.531,-0.311,-0.24,-0.084,-0.36,-0.036,-0.54,-0.061,-0.45,-0.078,-0.026,-0.077,-0.546,-0.194,-0.136,-1.211,-0.084,-0.565,-0.233,13
-0.535,-0.169,-0.112,0.036,-0.118,0.237,-0.471,0.136,-0.436,0.102,0.025,-0.057,-0.437,0.011,0.054,-1.056,0.169,-0.584,-0.194,13
-0.161,-0.393,-0.256,-0.279,-0.68,-0.102,-0.595,-0.478,-0.496,-0.191,-0.114,-0.027,-0.496,-0.204,-0.11,-0.778,-0.433,-0.55,-0.43,14
-0.568,-0.544,-0.384,-0.3,-0.625,-0.433,-0.764,-0.507,-0.905,-0.532,-0.506,-0.364,-0.88,-0.583,-0.492,-1.221,-0.504,-0.816,-0.511,14
-0.469,-0.619,-0.383,-0.189,-0.771,-0.324,-0.814,-0.495,-0.845,-0.558,-0.459,-0.399,-0.848,-0.556,-0.492,-1.12,-0.646,-0.821,-0.552,14
-0.586,-0.554,-0.403,-0.324,-0.717,-0.362,-0.814,-0.511,-0.91,-0.759,-0.519,-0.386,-0.911,-0.685,-0.565,-1.252,-0.556,-0.744,-0.455,14
-0.594,-0.559,-0.394,-0.282,-0.622,-0.431,-0.778,-0.481,-0.893,-0.554,-0.488,-0.336,-0.888,-0.562,-0.467,-1.244,-0.486,-0.794,-0.47,14
-0.54,-0.474,-0.356,-0.278,-0.569,-0.245,-0.771,-0.466,-0.758,-0.381,-0.345,-0.214,-0.737,-0.433,-0.306,-1.072,-0.334,-0.713,-0.4,14
-0.489,-0.678,-0.428,-0.258,-0.813,-0.482,-0.802,-0.599,-0.869,-0.602,-0.523,-0.442,-0.87,-0.623,-0.542,-1.135,-0.639,-0.794,-0.546,14
-0.523,-0.616,-0.306,-0.195,-0.557,-0.389,-0.741,-0.407,-0.911,-0.598,-0.55,-0.444,-0.907,-0.64,-0.544,-1.199,-0.401,-0.806,-0.442,14
-0.275,-0.493,-0.297,-0.042,-0.546,-0.309,-0.589,-0.396,-0.833,-0.731,-0.601,-0.475,-0.798,-0.661,-0.568,-1.002,-0.42,-0.629,-0.387,14
-0.4,-0.606,-0.348,-0.252,-0.745,-0.423,-0.745,-0.569,-0.813,-0.554,-0.44,-0.341,-0.812,-0.566,-0.461,-1.081,-0.569,-0.721,-0.49,14
-0.484,-0.438,-0.356,-0.194,-0.609,-0.328,-0.775,-0.407,-0.842,-0.515,-0.426,-0.351,-0.87,-0.539,-0.435,-1.177,-0.397,-0.771,-0.404,14
-0.526,-0.473,-0.384,-0.244,-0.596,-0.346,-0.775,-0.449,-0.853,-0.582,-0.466,-0.371,-0.849,-0.556,-0.455,-1.169,-0.431,-0.719,-0.407,14
-0.358,-0.709,-0.304,-0.133,-0.681,-0.483,-0.593,-0.441,-0.839,-0.641,-0.545,-0.45,-0.843,-0.63,-0.547,-1.093,-0.301,-0.637,-0.341,14
-0.489,-0.355,-0.202,-0.1,-0.332,-0.227,-0.691,-0.31,-0.809,-0.537,-0.472,-0.318,-0.823,-0.555,-0.441,-1.115,-0.18,-0.708,-0.341,14
-0.204,-0.115,-0.026,-0.053,-0.352,-0.092,-0.613,-0.363,-0.53,-0.249,-0.177,-0.015,-0.459,-0.228,-0.093,-0.697,-0.097,-0.533,-0.28,14
-0.395,-0.454,-0.357,-0.288,-0.688,-0.277,-0.716,-0.481,-0.699,-0.422,-0.369,-0.249,-0.675,-0.435,-0.371,-0.904,-0.422,-0.669,-0.414,14
-0.529,-0.568,-0.365,-0.215,-0.671,-0.371,-0.751,-0.41,-0.925,-0.784,-0.516,-0.331,-0.916,-0.694,-0.543,-1.304,-0.526,-0.739,-0.444,14
-0.684,-0.819,-0.518,-0.355,-0.803,-0.606,-0.855,-0.59,-1.078,-0.82,-0.712,-0.546,-1.066,-0.815,-0.67,-1.367,-0.646,-0.89,-0.56,14
-0.465,-0.417,-0.21,-0.114,-0.435,-0.25,-0.7,-0.317,-0.898,-0.659,-0.506,-0.395,-0.946,-0.651,-0.551,-1.232,-0.358,-0.707,-0.422,14
-0.274,-0.338,-0.123,-0.006,-0.485,-0.17,-0.634,-0.331,-0.841,-0.687,-0.573,-0.464,-0.777,-0.624,-0.522,-1.024,-0.422,-0.661,-0.402,14
-0.649,-0.858,-0.47,-0.312,-0.844,-0.622,-0.906,-0.623,-0.971,-0.654,-0.571,-0.49,-0.991,-0.677,-0.605,-1.283,-0.649,-0.895,-0.556,14
-0.322,-0.467,-0.275,-0.156,-0.529,-0.249,-0.703,-0.401,-0.713,-0.504,-0.401,-0.319,-0.755,-0.513,-0.419,-0.937,-0.372,-0.684,-0.406,14
-0.322,-0.478,-0.254,-0.09,-0.599,-0.284,-0.646,-0.413,-0.748,-0.599,-0.469,-0.346,-0.737,-0.551,-0.445,-1.003,-0.474,-0.65,-0.444,14
-0.149,-0.446,-0.281,-0.153,-0.676,-0.237,-0.564,-0.364,-0.699,-0.432,-0.37,-0.21,-0.712,-0.464,-0.329,-0.954,-0.491,-0.544,-0.402,14
-0.38,-0.504,-0.384,-0.246,-0.694,-0.356,-0.696,-0.543,-0.745,-0.622,-0.417,-0.329,-0.745,-0.522,-0.442,-1.024,-0.545,-0.623,-0.43,14
-0.572,-0.758,-0.523,-0.334,-0.912,-0.6,-0.837,-0.669,-0.966,-0.687,-0.611,-0.525,-0.97,-0.714,-0.627,-1.247,-0.738,-0.841,-0.612,14
-0.585,-0.637,-0.428,-0.316,-0.808,-0.522,-0.868,-0.599,-0.997,-0.724,-0.664,-0.536,-0.986,-0.752,-0.666,-1.241,-0.628,-0.881,-0.531,14
-0.539,-0.598,-0.455,-0.289,-0.72,-0.406,-0.768,-0.509,-0.843,-0.71,-0.437,-0.268,-0.854,-0.612,-0.458,-1.205,-0.531,-0.729,-0.469,14
-0.5,-0.501,-0.314,-0.067,-0.508,-0.395,-0.7,-0.424,-0.889,-0.692,-0.573,-0.455,-0.911,-0.656,-0.566,-1.21,-0.415,-0.762,-0.425,14
-0.481,-0.596,-0.34,-0.213,-0.762,-0.317,-0.804,-0.494,-0.831,-0.534,-0.454,-0.365,-0.833,-0.556,-0.478,-1.098,-0.643,-0.814,-0.547,14
-0.632,-0.769,-0.458,-0.358,-0.727,-0.579,-0.78,-0.623,-0.829,-0.486,-0.466,-0.336,-0.835,-0.544,-0.443,-1.126,-0.489,-0.819,-0.541,14
-0.427,-0.634,-0.379,-0.185,-0.815,-0.311,-0.771,-0.536,-0.707,-0.447,-0.357,-0.267,-0.675,-0.421,-0.328,-0.93,-0.539,-0.715,-0.47,14
-0.512,-0.721,-0.394,-0.22,-0.76,-0.58,-0.806,-0.558,-1.015,-0.818,-0.765,-0.658,-1.02,-0.831,-0.749,-1.236,-0.651,-0.847,-0.536,14
-0.546,-0.531,-0.413,-0.242,-0.658,-0.381,-0.797,-0.448,-0.951,-0.619,-0.548,-0.438,-0.953,-0.657,-0.549,-1.282,-0.527,-0.787,-0.483,14
-0.329,-0.439,-0.233,-0.083,-0.559,-0.262,-0.648,-0.399,-0.754,-0.59,-0.466,-0.356,-0.741,-0.548,-0.455,-1.009,-0.438,-0.662,-0.434,14
-0.548,-0.538,-0.335,-0.26,-0.696,-0.389,-0.759,-0.491,-0.931,-0.783,-0.578,-0.44,-0.939,-0.709,-0.606,-1.225,-0.576,-0.763,-0.452,14
-0.605,-0.435,-0.37,-0.222,-0.531,-0.362,-0.829,-0.396,-0.96,-0.682,-0.6,-0.473,-0.996,-0.703,-0.574,-1.263,-0.432,-0.81,-0.447,14
-0.373,-0.333,-0.221,-0.09,-0.552,-0.188,-0.705,-0.399,-0.803,-0.555,-0.444,-0.334,-0.77,-0.526,-0.433,-1.035,-0.435,-0.702,-0.436,14
-0.589,-0.739,-0.483,-0.245,-0.811,-0.539,-0.795,-0.539,-1.05,-0.769,-0.635,-0.528,-1.034,-0.76,-0.654,-1.389,-0.555,-0.779,-0.445,14
-0.406,-0.694,-0.363,-0.216,-0.883,-0.419,-0.728,-0.515,-0.828,-0.636,-0.499,-0.375,-0.829,-0.612,-0.491,-1.076,-0.605,-0.753,-0.51,14
-0.408,-0.796,-0.365,-0.241,-0.795,-0.455,-0.696,-0.573,-0.731,-0.492,-0.37,-0.205,-0.733,-0.472,-0.337,-0.994,-0.514,-0.64,-0.451,14
-0.474,-0.696,-0.414,-0.206,-0.76,-0.398,-0.713,-0.458,-0.939,-0.759,-0.554,-0.42,-0.951,-0.723,-0.569,-1.275,-0.585,-0.735,-0.474,14
-0.235,-0.174,-0.066,-0.047,-0.192,-0.005,-0.511,-0.097,-0.704,-0.416,-0.327,-0.212,-0.716,-0.424,-0.323,-1.023,-0.077,-0.555,-0.218,14
-0.372,-0.212,-0.147,-0.131,-0.322,-0.083,-0.661,-0.196,-0.991,-0.659,-0.59,-0.471,-0.983,-0.685,-0.584,-1.293,-0.212,-0.659,-0.36,14
-0.322,-0.581,-0.363,-0.271,-0.766,-0.346,-0.7,-0.541,-0.727,-0.521,-0.346,-0.19,-0.746,-0.478,-0.336,-1.003,-0.579,-0.611,-0.459,14
-0.466,-0.535,-0.237,-0.091,-0.414,-0.241,-0.638,-0.301,-0.744,-0.383,-0.311,-0.185,-0.72,-0.43,-0.327,-1,-0.217,-0.709,-0.365,14
-0.348,-0.511,-0.339,-0.197,-0.652,-0.381,-0.7,-0.525,-0.732,-0.565,-0.359,-0.245,-0.74,-0.482,-0.374,-1.021,-0.533,-0.62,-0.426,14
-0.377,-0.268,-0.177,-0.169,-0.369,-0.147,-0.671,-0.308,-0.671,-0.366,-0.296,-0.161,-0.642,-0.37,-0.259,-0.945,-0.271,-0.673,-0.368,14
-0.16,-0.08,0.093,0.072,-0.213,-0.074,-0.551,-0.278,-0.557,-0.285,-0.185,-0.047,-0.495,-0.244,-0.099,-0.724,0.007,-0.485,-0.198,14
-0.717,-0.825,-0.504,-0.41,-0.9,-0.626,-0.852,-0.654,-0.98,-0.722,-0.573,-0.465,-0.973,-0.698,-0.59,-1.344,-0.658,-0.848,-0.533,14
