@relation page-blocks

@attribute Height numeric
@attribute Eccen numeric
@attribute P_black numeric
@attribute Blackand numeric
@attribute Class {1,2,3,4,5}

@data
11,21.182,0.245,1734,1
8,8,0.541,485,1
9,1.222,0.253,77,1
5,3.8,0.505,76,1
8,21.875,0.156,1235,1
7,20.429,0.113,529,1
9,3.556,0.33,256,1
10,5.3,0.294,434,1
7,1,0.388,46,1
10,4.4,0.318,383,1
10,2.1,0.348,159,1
7,8.143,0.321,380,1
8,2.875,0.277,153,1
5,1,0.52,25,1
9,17.556,0.217,761,1
10,33,0.207,2215,1
10,27.1,0.173,1510,1
13,29.692,0.286,3301,1
8,0.875,0.482,53,1
11,16.727,0.46,1611,1
1,36,0.222,36,1
8,19.625,0.446,1240,1
9,9.111,0.37,682,1
9,2.222,0.261,111,1
6,8.333,0.213,173,1
10,5.3,0.34,477,1
10,4.1,0.463,397,1
9,1.444,0.53,103,1
6,1.167,0.333,31,1
10,23.4,0.188,1437,1
13,25.923,0.185,3291,1
8,5.125,0.21,217,1
7,1.429,0.329,70,1
3,1,0.889,8,1
8,7.875,0.256,350,1
5,1.2,0.433,22,1
8,2.5,0.525,150,1
9,1.444,0.564,101,1
10,1.6,0.619,154,1
10,5.2,0.298,391,1
9,9.222,0.335,630,1
7,20,0.131,653,1
8,1.75,0.411,111,1
11,26.182,0.248,1584,1
7,5.143,0.456,247,1
10,2.2,0.309,128,1
77,3.182,0.445,9871,1
8,0.375,0.417,10,1
8,13.625,0.271,753,1
7,49,0.213,1854,1
77,3.338,0.465,9689,1
9,5.222,0.307,369,1
8,30.25,0.128,1111,1
8,66.875,0.164,2566,1
9,4.333,0.239,219,1
9,13.889,0.21,676,1
7,0.857,0.452,41,1
1,22,0.591,22,1
10,2.1,0.362,172,1
6,10.333,0.234,317,1
10,8.3,0.208,554,1
6,0.667,0.667,24,1
5,3.4,0.471,79,1
10,4,0.338,351,1
16,21.063,0.363,3225,1
8,2,0.422,127,1
9,12,0.247,831,1
8,5.625,0.367,323,1
9,27.111,0.237,1758,1
12,1.833,0.538,225,1
10,15.1,0.381,1186,1
8,5.625,0.206,284,1
7,2.143,0.2,60,1
8,4.25,0.357,204,1
7,5.714,0.336,219,1
9,9.111,0.428,691,1
6,2.667,0.354,96,1
6,1.667,0.267,33,1
11,2,0.281,162,1
9,4.889,0.449,348,1
6,3.833,0.283,123,1
7,10.143,0.394,476,1
22,1.182,0.283,525,1
14,2.714,0.227,449,1
7,34.286,0.215,904,1
12,0.917,0.371,132,1
9,8,0.255,320,1
8,2.375,0.178,110,1
8,7.125,0.434,437,1
9,9.333,0.407,664,1
8,6.875,0.243,289,1
5,1.4,0.4,23,1
8,3,0.375,185,1
5,7.8,0.328,145,1
7,8,0.329,310,1
9,3.778,0.366,259,1
7,12.429,0.365,521,1
9,25.667,0.196,1324,1
8,0.875,0.429,56,1
10,13,0.486,1113,1
9,11.889,0.209,749,1
8,1.625,0.529,83,1
6,7.167,0.205,178,1
7,1.571,0.39,61,1
6,17.333,0.234,538,1
18,9.333,0.187,2207,1
8,3.125,0.33,200,1
13,20.462,0.398,2003,1
8,8.625,0.261,485,1
7,34.714,0.198,817,1
11,24.727,0.279,2039,1
6,2.167,0.282,63,1
5,11.6,0.09,75,1
11,20.727,0.282,1558,1
3,1,0.778,7,1
7,7.714,0.304,331,1
9,3.889,0.273,206,1
12,9.833,0.266,1039,1
7,29.286,0.109,822,1
9,2,0.66,143,1
8,1.25,0.388,73,1
8,0.875,0.357,54,1
25,19.8,0.464,11777,1
8,2.375,0.355,145,1
8,2.25,0.403,144,1
7,3,0.313,98,1
8,11.625,0.261,697,1
10,4.7,0.336,295,1
7,26.143,0.265,850,1
8,3.125,0.31,134,1
8,4,0.375,251,1
7,2,0.408,96,1
9,12.333,0.188,768,1
8,6.25,0.36,291,1
8,1.125,0.458,72,1
5,6.6,0.376,149,1
9,4.111,0.228,195,1
24,4.458,0.908,2523,1
8,3,0.318,187,1
8,1.625,0.442,102,1
6,4.5,0.475,131,1
10,3.9,0.344,230,1
10,4.1,0.302,283,1
5,4.6,0.322,115,1
8,3.125,0.335,154,1
10,50.9,0.097,1974,1
9,4.778,0.377,357,1
7,3.714,0.192,114,1
12,10.167,0.26,1290,1
39,9.051,0.557,8370,1
9,3.667,0.458,292,1
8,3.625,0.384,205,1
9,5.556,0.496,431,1
17,11.941,0.925,3448,1
5,5.2,0.492,102,1
9,20.111,0.35,1260,1
6,2.333,0.321,74,1
3,30,0.511,245,1
13,38.308,0.281,4453,1
14,22.429,0.379,3168,1
5,5.6,0.307,115,1
10,4.4,0.441,405,1
10,50.8,0.16,3189,1
10,2.2,0.591,188,1
9,7,0.298,446,1
7,8.857,0.392,378,1
9,4.444,0.386,320,1
9,1.889,0.392,143,1
5,2.8,0.257,57,1
25,8.12,0.837,4713,1
10,17.6,0.181,972,1
11,23.818,0.238,1643,1
11,34.364,0.33,2846,1
7,4.714,0.342,171,1
10,12.1,0.402,1027,1
13,14.692,0.406,1532,1
7,2.429,0.361,93,1
8,8,0.301,439,1
2,5.5,0.409,21,1
7,3,0.279,110,1
8,3.5,0.442,178,1
26,14.538,0.229,5737,1
9,3.222,0.414,252,1
9,4.111,0.598,315,1
11,21.455,0.354,2084,1
9,7.111,0.299,559,1
7,1.143,0.161,29,1
7,10,0.371,476,1
25,11.68,0.479,6967,1
8,3,0.297,187,1
6,6.5,0.226,165,1
10,2.1,0.3,170,1
11,7.818,0.332,764,1
8,8.875,0.312,492,1
8,13,0.575,724,1
5,4,0.47,73,1
8,3.25,0.264,129,1
8,2.875,0.337,144,1
9,8.889,0.231,500,1
13,11.615,0.302,1425,1
8,0.875,0.5,44,1
11,0.818,0.343,62,1
8,5.25,0.271,273,1
9,8.333,0.373,616,1
11,1.727,0.598,198,1
12,6,0.615,745,1
11,4.818,0.249,428,1
24,14.042,0.945,8088,1
9,1,0.296,73,1
9,7.111,0.465,518,1
8,3.25,0.236,162,1
3,1,0.778,7,1
10,31.8,0.128,1625,1
10,17.7,0.26,1226,1
6,1.167,0.405,40,1
9,2.444,0.318,180,1
10,7.5,0.451,645,1
10,3.8,0.424,357,1
8,4.5,0.406,288,1
9,1.778,0.382,107,1
8,13.75,0.23,767,1
10,1.8,0.55,118,1
7,3.429,0.28,102,1
11,0.818,0.545,81,1
6,1.167,0.262,33,1
14,24.286,0.344,2682,1
9,4.889,0.258,239,1
10,11.9,0.39,964,1
22,3.273,0.469,1343,1
10,27.1,0.249,1908,1
10,1.9,0.584,160,1
6,5.333,0.286,171,1
7,3.286,0.373,137,1
10,2,0.485,136,1
10,3.8,0.308,240,1
9,9.222,0.293,561,1
28,1.607,0.368,680,1
7,1.571,0.351,56,1
8,2.5,0.406,145,1
12,22.583,0.259,2241,1
7,27.571,0.206,1099,1
8,32.625,0.218,1615,1
9,9.111,0.306,513,1
6,2,0.375,69,1
6,3,0.491,95,1
9,3.778,0.32,271,1
12,9.75,0.231,1000,1
6,1.167,0.476,41,1
16,13.25,0.376,2349,1
8,18.5,0.196,850,1
38,3.342,0.464,4199,1
10,1.9,0.379,155,1
23,3.783,0.286,1342,1
9,56.778,0.225,3670,1
7,1.286,0.429,43,1
8,7.375,0.381,412,1
11,0.727,0.25,88,1
10,3.6,0.264,256,1
7,2,0.378,95,1
12,22.667,0.219,1922,1
9,2.222,0.361,126,1
9,9.222,0.356,683,1
9,4.444,0.483,357,1
11,22.818,0.355,2052,1
8,6.25,0.378,366,1
8,8.875,0.329,441,1
5,1.4,0.571,35,1
10,1.7,0.535,145,1
8,23.125,0.235,975,1
9,9.111,0.335,539,1
7,2,0.327,83,1
13,4.077,0.509,430,1
11,14.182,0.224,1219,1
7,1.857,0.275,69,1
8,28.875,0.228,1052,1
7,1.286,0.46,56,1
8,9.5,0.475,529,1
7,1.714,0.417,62,1
10,1.9,0.6,170,1
7,5.429,0.41,242,1
23,1.13,0.278,574,1
71,0.479,0.094,659,1
8,1.125,0.375,53,1
9,8.444,0.358,544,1
9,14.889,0.216,820,1
10,33.6,0.163,2094,1
7,2.714,0.203,54,1
9,11.333,0.18,697,1
8,1.625,0.663,85,1
8,34,0.189,1497,1
6,2.333,0.56,78,1
7,1.714,0.357,68,1
6,2.167,0.359,69,1
6,4.833,0.305,168,1
8,1.5,0.469,91,1
10,1.9,0.337,173,1
9,39.111,0.205,2193,1
8,3.125,0.385,123,1
10,0.7,0.429,30,1
7,1,0.306,47,1
11,13.636,0.186,879,1
25,7.4,0.479,4395,1
10,1.6,0.444,160,1
11,1,0.388,99,1
7,2.286,0.25,59,1
7,30.571,0.449,1346,1
6,1.167,0.452,35,1
14,1.286,0.159,153,1
7,5.286,0.282,200,1
8,5.25,0.363,326,1
7,2.571,0.27,111,1
12,2.167,0.221,312,1
10,12.2,0.273,659,1
9,9.556,0.211,400,1
4,2.5,0.5,36,1
9,20.556,0.398,1303,1
8,5,0.281,279,1
6,3.5,0.238,93,1
9,27.556,0.33,1622,1
7,5.714,0.186,211,1
5,5.8,0.4,140,1
11,5.909,0.39,627,1
8,2.375,0.309,149,1
12,21.75,0.207,1768,1
13,16.692,0.361,1934,1
8,0.875,0.321,24,1
9,4.444,0.344,246,1
5,1.2,0.333,10,1
8,1.75,0.286,99,1
8,5.25,0.369,336,1
8,1.875,0.258,82,1
6,9.667,0.276,259,1
10,25.1,0.151,1423,1
7,2.857,0.429,139,1
7,11.429,0.5,475,1
4,23.25,0.312,284,1
8,1.625,0.471,104,1
15,19.6,0.395,2872,1
11,8.182,0.385,873,1
9,9.556,0.301,501,1
7,1.857,0.286,84,1
13,26.923,0.381,2682,1
6,6.5,0.303,173,1
4,1.5,0.417,12,1
5,1.6,0.35,27,1
7,4.857,0.273,139,1
11,12.455,0.317,982,1
9,0.444,0.472,31,1
11,0.727,0.375,53,1
11,18,0.383,1683,1
10,9.4,0.286,940,1
8,8.875,0.31,489,1
8,1.5,0.385,77,1
7,3.714,0.33,143,1
9,0.778,0.286,49,1
9,56.667,0.161,2732,1
10,1.1,0.473,110,1
14,10.714,0.225,1430,1
13,31.385,0.281,3591,1
11,7.636,0.291,779,1
8,2,0.344,115,1
8,4.125,0.424,229,1
11,3.091,0.364,240,1
10,16.5,0.258,1147,1
10,0.9,0.344,80,1
11,27.364,0.308,2435,1
6,11.833,0.329,408,1
8,2.25,0.403,129,1
13,37.462,0.247,3988,1
12,5.75,0.332,518,1
8,5.5,0.284,237,1
11,14,0.187,884,1
7,2,0.316,81,1
9,59.444,0.126,2136,1
9,33.222,0.133,1545,1
7,15.714,0.174,344,1
8,6.25,0.528,382,1
22,3.045,0.221,1354,1
8,26.75,0.421,1382,1
7,1.857,0.396,91,1
11,2.636,0.298,240,1
14,14.357,0.373,1804,1
7,0.571,0.429,20,1
10,7.2,0.292,480,1
9,2.111,0.392,142,1
5,1.6,0.55,40,1
9,4.556,0.507,366,1
20,1.6,0.43,355,1
6,12.5,0.356,438,1
12,2.75,0.391,314,1
10,8.5,0.324,574,1
7,5.857,0.345,223,1
10,1.7,0.506,131,1
9,11.889,0.217,811,1
8,3.25,0.24,117,1
7,13.571,0.296,653,1
25,6.12,0.255,2338,1
9,9,0.328,668,1
9,1,0.358,74,1
10,15.1,0.193,1162,1
7,4.714,0.385,213,1
8,3.875,0.415,248,1
9,1,0.16,70,1
9,2,0.395,123,1
10,1.2,0.333,104,1
8,4,0.207,204,1
7,8.714,0.241,339,1
7,1.286,0.349,56,1
12,1.083,0.372,153,1
9,2.889,0.316,206,1
6,4.667,0.149,63,1
12,0.833,0.675,94,1
9,4.444,0.356,348,1
5,19.8,0.303,366,1
6,4,0.292,110,1
5,16.2,0.311,392,1
7,4.429,0.281,148,1
5,3.8,0.389,85,1
7,2,0.306,94,1
10,24.2,0.26,1401,1
14,1.929,0.479,268,1
6,1.833,0.303,47,1
8,1,0.234,43,1
8,4.625,0.375,223,1
8,5,0.481,316,1
8,4.625,0.264,200,1
8,0.25,0.563,9,1
24,5.625,0.911,3131,1
8,2.625,0.435,154,1
5,0.8,0.4,14,1
11,24.727,0.171,1824,1
12,1.917,0.576,218,1
24,12.875,0.921,7295,1
10,1.9,0.3,172,1
9,5,0.442,387,1
8,5.125,0.232,173,1
12,27.917,0.4,2722,1
9,9,0.287,602,1
8,10.25,0.412,527,1
10,24.8,0.356,1807,1
8,30.25,0.232,1183,1
11,0.636,0.468,37,1
11,3.182,0.382,253,1
10,3.5,0.091,55,1
7,1,0.245,49,1
6,2.333,0.393,76,1
8,1.5,0.406,88,1
9,1.556,0.333,113,1
7,22.286,0.473,1082,1
11,9.182,0.239,909,1
8,2.25,0.389,134,1
4,24.75,0.503,373,1
9,6.222,0.21,304,1
11,1.818,0.564,200,1
11,1.545,0.321,122,1
11,5.727,0.332,502,1
8,2.875,0.451,153,1
25,18.84,0.449,10437,1
12,14,0.255,1449,1
10,0.7,0.314,60,1
11,5.455,0.271,561,1
8,5.25,0.259,254,1
2,3,0.583,11,1
7,21.571,0.077,459,1
8,5.5,0.426,330,1
10,30.3,0.179,2028,1
9,37,0.237,2011,1
7,2.286,0.42,86,1
8,0.75,0.458,40,1
7,1,0.245,43,1
8,19.375,0.366,1195,1
22,9.455,0.203,2539,1
9,19.889,0.341,1200,1
7,1.571,0.403,74,1
7,6.143,0.243,243,1
5,2.2,0.455,55,1
9,2.222,0.3,175,1
8,7.375,0.307,366,1
7,4.143,0.365,192,1
5,3.8,0.442,89,1
9,27.667,0.346,1725,1
7,2,0.316,76,1
6,5.5,0.247,161,1
8,8.875,0.407,513,1
11,5.727,0.413,557,1
9,11.444,0.243,615,1
7,0.857,0.452,42,1
9,2.444,0.227,185,1
11,6.818,0.27,560,1
16,27.438,0.384,5084,1
9,11.333,0.214,650,1
10,39.8,0.342,2965,1
9,2.556,0.169,66,1
5,14,0.18,146,1
7,18.286,0.265,645,1
8,1.25,0.475,71,1
11,16.636,0.465,1693,1
13,18.385,0.239,1912,1
11,6.727,0.247,566,1
12,26.667,0.231,1975,1
4,1,0.438,7,1
13,2.923,0.314,473,1
4,4,0.391,60,1
9,19,0.4,1198,1
9,3.889,0.397,262,1
14,21.286,0.207,2962,1
14,26.429,0.175,3357,1
5,0.8,0.35,12,1
4,11,0.267,108,1
9,18.556,0.378,1093,1
10,6.7,0.3,499,1
7,17.571,0.419,828,1
8,4.75,0.461,244,1
8,5.375,0.343,336,1
9,2.444,0.288,162,1
10,3.1,0.329,295,1
9,1.333,0.407,108,1
11,2,0.579,195,1
6,3,0.315,108,1
8,3.125,0.38,159,1
10,11.8,0.277,879,1
24,7.75,0.514,4410,1
10,6.1,0.487,509,1
8,8.625,0.205,456,1
6,1.333,0.563,46,1
6,2,0.486,68,1
14,26.571,0.378,3050,1
6,15.833,0.226,532,1
7,2.429,0.454,103,1
7,21.429,0.178,813,1
7,0.714,0.2,15,1
7,24.143,0.167,929,1
10,1.9,0.542,146,1
13,9.308,0.376,1086,1
8,2.625,0.482,139,1
5,0.6,0.467,15,1
5,7.6,0.316,132,1
7,22.429,0.439,961,1
6,4,0.292,112,1
7,5,0.339,204,1
9,3.111,0.258,153,1
6,12.667,0.353,438,1
6,2.5,0.278,67,1
8,1.75,0.321,105,1
7,6.714,0.271,289,1
5,1.2,0.433,30,1
7,2,0.337,77,1
6,1.833,0.333,53,1
7,2.714,0.286,89,1
17,1.294,0.409,283,1
6,14.833,0.403,438,1
7,1.143,0.393,56,1
7,5.571,0.33,233,1
5,8.8,0.241,174,1
10,8.3,0.266,686,1
9,5.222,0.385,388,1
8,6,0.354,346,1
8,25.25,0.313,1114,1
9,30.111,0.292,1774,1
7,15.429,0.362,610,1
6,2.333,0.274,78,1
9,2.889,0.385,199,1
8,14.625,0.173,601,1
6,4.167,0.313,150,1
9,3.778,0.412,276,1
20,1.95,0.232,456,1
8,4,0.387,229,1
5,18.8,0.183,375,1
8,2.5,0.206,130,1
5,17.8,0.169,319,1
5,3.4,0.412,80,1
11,2.909,0.301,315,1
7,2.714,0.406,133,1
8,1.5,0.427,89,1
7,1.143,0.286,41,1
10,23.6,0.183,1349,1
9,9.889,0.3,448,1
13,31.308,0.266,3435,1
6,15.833,0.274,447,1
8,13.5,0.196,593,1
8,15.75,0.469,969,1
24,8.708,0.926,4976,1
8,5.125,0.363,309,1
8,7.375,0.292,419,1
10,2.7,0.63,225,1
6,2.167,0.308,76,1
11,18.636,0.371,1616,1
5,1.2,0.367,23,1
8,12.375,0.211,702,1
7,2.143,0.371,87,1
8,13.625,0.447,836,1
10,24.9,0.294,1584,1
14,2.429,0.279,405,1
11,6.091,0.331,622,1
11,30.636,0.175,2361,1
6,2.333,0.571,84,1
9,59.333,0.14,2491,1
8,3.5,0.259,189,1
11,11.182,0.25,695,1
11,24.636,0.168,1784,1
11,10.727,0.459,963,1
8,2.625,0.339,113,1
14,0.857,0.429,123,1
10,4,0.428,358,1
9,3.556,0.413,286,1
10,3.5,0.337,249,1
7,2,0.255,72,1
9,3.222,0.234,185,1
8,1,0.359,49,1
8,2,0.367,124,1
9,3.556,0.271,171,1
8,10.375,0.398,624,1
7,3.857,0.286,189,1
8,1.625,0.635,82,1
7,3.143,0.097,62,1
7,1.857,0.264,80,1
8,3.625,0.341,181,1
7,20.429,0.105,527,1
8,15.125,0.431,949,1
8,32.875,0.154,1156,1
9,12.333,0.184,770,1
6,21.667,0.253,412,1
7,4.571,0.339,176,1
15,4.467,0.293,610,1
7,25,0.186,1110,1
11,2.818,0.323,283,1
9,6.111,0.255,345,1
7,4.429,0.461,200,1
26,11.308,0.453,7010,1
11,7.909,0.319,601,1
7,3.286,0.329,161,1
3,1.333,0.75,9,1
60,0.95,0.46,2843,1
8,26.125,0.173,1384,1
1,45,0.356,45,1
8,18.75,0.158,713,1
8,2,0.258,121,1
5,6.4,0.406,160,1
7,3.143,0.325,124,1
11,13.364,0.257,1230,1
9,2.444,0.389,167,1
4,4.5,0.25,38,1
10,8,0.553,575,1
8,3.125,0.355,176,1
8,4,0.402,127,1
12,25.167,0.199,2880,1
13,20.538,0.401,2299,1
5,0.8,0.7,20,1
12,34.5,0.313,3646,1
11,5.818,0.395,393,1
12,22.583,0.238,1857,1
10,51.1,0.115,2114,1
6,7.667,0.217,222,1
8,5.875,0.34,283,1
9,7.556,0.335,483,1
8,10.625,0.238,467,1
8,6.375,0.306,260,1
7,3,0.293,119,1
5,0.8,0.4,8,1
8,1.125,0.361,59,1
10,27.9,0.377,1916,1
9,2.222,0.55,132,1
6,7.667,0.315,207,1
12,7.083,0.476,626,1
7,2.857,0.407,130,1
7,1.714,0.369,72,1
12,3.583,0.328,407,1
12,0.667,0.292,96,1
10,1.2,0.367,120,1
8,9.375,0.228,397,1
8,1.5,0.438,96,1
11,4.455,0.343,359,1
17,1.294,0.321,152,1
10,3.9,0.285,213,1
8,12.75,0.212,721,1
8,4,0.367,176,1
8,2.375,0.428,146,1
7,2.714,0.451,129,1
15,17.867,0.413,2940,1
6,4.667,0.292,147,1
5,3,0.507,59,1
10,1.3,0.108,89,1
23,5.217,0.942,2760,1
8,7.625,0.342,427,1
8,3.375,0.218,184,1
6,1,0.417,34,1
6,21.5,0.195,437,1
5,7.8,0.344,142,1
7,1.714,0.226,51,1
12,9.583,0.256,790,1
8,2,0.242,77,1
11,9.182,0.398,987,1
10,7.9,0.163,332,1
8,1,0.391,64,1
1,177,0.203,177,1
6,8.5,0.294,237,1
12,5.167,0.234,491,1
7,3.857,0.164,75,1
11,2,0.603,196,1
7,5.571,0.253,233,1
5,7.8,0.395,161,1
26,7.077,0.773,4241,1
11,14.636,0.333,1152,1
11,4.909,0.316,414,1
12,5.917,0.608,738,1
7,2,0.337,88,1
9,16.778,0.185,769,1
8,3.75,0.296,207,1
10,28.8,0.191,1624,1
10,1.2,0.333,115,1
7,2,0.296,88,1
7,23.429,0.281,962,1
18,10.278,0.163,1193,1
12,10.333,0.3,1293,1
77,3.519,0.478,15523,1
2,23.5,0.17,48,1
8,2.25,0.438,141,1
9,5.778,0.286,305,1
9,9.222,0.391,594,1
6,13.833,0.329,410,1
6,9.5,0.453,310,1
6,7.333,0.254,182,1
10,0.9,0.667,62,1
7,2.571,0.31,121,1
12,21,0.416,2062,1
6,2.167,0.308,78,1
11,3.182,0.351,251,1
8,2.25,0.403,134,1
8,8.875,0.289,326,1
5,7.8,0.338,176,1
10,26.1,0.259,2001,1
15,27.933,0.345,3309,1
10,24,0.383,1971,1
8,3.125,0.365,146,1
8,6.125,0.413,298,1
8,19,0.27,757,1
8,1,0.203,22,1
7,20.571,0.092,387,1
9,7.333,0.323,478,1
7,1.143,0.375,56,1
7,10.286,0.405,426,1
8,24.875,0.115,915,1
5,1.4,0.4,35,1
11,12,0.189,639,1
5,3,0.36,70,1
7,6.286,0.169,140,1
10,1.9,0.605,155,1
8,2.5,0.394,138,1
9,36.889,0.159,2128,1
1,167,0.192,167,1
9,1.889,0.451,144,1
10,6.3,0.294,564,1
9,11.778,0.309,755,1
9,3.222,0.307,169,1
8,8.625,0.366,495,1
8,2.75,0.392,161,1
7,2.857,0.25,83,1
9,30,0.111,1204,1
20,0.95,0.495,271,1
9,11.333,0.193,705,1
16,25.625,0.381,3731,1
6,21.833,0.106,370,1
8,4.125,0.371,210,1
13,26.308,0.231,2437,1
6,30.667,0.272,770,1
10,26,0.282,1916,1
3,4.667,0.381,37,1
14,29.286,0.241,3400,1
8,30.125,0.119,960,1
15,22.8,0.24,2810,1
8,2.5,0.394,151,1
10,8.8,0.248,431,1
12,25.583,0.29,2842,1
11,0.727,0.716,88,1
8,21,0.32,1222,1
7,4.571,0.232,180,1
11,3,0.295,252,1
12,11.833,0.337,1293,1
10,50.8,0.1,1742,1
8,0.875,0.393,53,1
9,56.111,0.189,2847,1
10,6,0.365,473,1
8,1.375,0.318,88,1
7,2.571,0.357,126,1
10,2.6,0.312,150,1
10,19.7,0.144,1160,1
7,6.429,0.2,244,1
7,1,0.327,49,1
10,51.1,0.161,3238,1
9,1.556,0.238,113,1
5,18.8,0.234,397,1
9,3.333,0.27,215,1
12,22.583,0.232,1782,1
9,1.333,0.444,106,1
9,17.444,0.222,763,1
9,11.889,0.328,632,1
10,4.1,0.266,221,1
9,6.111,0.275,327,1
8,13.375,0.381,659,1
11,2,0.417,168,1
9,17.889,0.273,755,1
7,4.857,0.298,223,1
7,2.143,0.229,93,1
10,3.4,0.356,253,1
7,1.571,0.351,67,1
7,7.714,0.235,302,1
9,6.556,0.348,440,1
13,6.385,0.373,678,1
12,22.167,0.338,2130,1
8,1.5,0.438,96,1
5,19.8,0.356,436,1
7,11.429,0.361,538,1
1,70,0.2,70,1
11,24.636,0.176,2001,1
8,4.875,0.304,236,1
7,5,0.404,230,1
7,2,0.327,98,1
6,0.667,0.458,24,1
8,9.5,0.388,549,1
8,10.375,0.357,650,1
4,63.25,0.129,668,1
7,2,0.286,98,1
11,7.182,0.342,731,1
8,13.5,0.235,534,1
9,16.778,0.257,1279,1
9,5.333,0.257,319,1
9,4,0.349,229,1
7,2.857,0.493,137,1
6,2.333,0.512,84,1
12,1.667,0.525,205,1
7,8.286,0.202,305,1
7,0.571,0.286,28,1
8,8.75,0.341,514,1
11,22.364,0.349,2071,1
7,5.857,0.328,222,1
9,10,0.26,637,1
9,59.222,0.166,3853,1
1,263,0.152,263,1
6,4.167,0.273,118,1
22,3.273,0.52,1356,1
4,6.25,0.28,71,1
9,5.778,0.37,466,1
8,7.75,0.214,320,1
12,3.333,0.46,284,1
9,2,0.58,138,1
8,2,0.398,106,1
14,2.714,0.244,260,1
7,3,0.327,134,1
7,13.857,0.211,537,1
10,2,0.275,182,1
7,5.857,0.321,208,1
11,2.909,0.264,176,1
8,5.625,0.222,290,1
7,1.571,0.299,76,1
5,5.8,0.276,113,1
11,4.818,0.225,283,1
8,8.875,0.136,218,1
7,4.857,0.273,181,1
12,5.917,0.608,735,1
7,4.429,0.276,171,1
7,2.857,0.329,140,1
6,36.167,0.25,890,1
8,8.5,0.54,530,1
11,2.273,0.36,250,1
15,2.067,0.204,216,1
10,4.7,0.223,332,1
9,20,0.16,847,1
9,4.778,0.47,367,1
8,5.75,0.285,291,1
7,1.857,0.264,59,1
8,3.75,0.45,189,1
9,8.556,0.251,388,1
10,8.6,0.423,786,1
12,3.75,0.467,375,1
8,8.75,0.298,512,1
7,3.714,0.346,132,1
17,0.647,0.326,81,1
10,51.1,0.134,2846,1
5,2.4,0.483,60,1
9,22.333,0.152,825,1
9,59.444,0.136,2399,1
8,27.25,0.144,1001,1
12,14.583,0.403,1625,1
5,1.2,0.433,30,1
7,17.286,0.305,572,1
8,8.875,0.238,398,1
8,15.5,0.427,840,1
7,1.429,0.286,49,1
8,3,0.385,186,1
8,3.5,0.438,111,1
11,17.273,0.239,955,1
8,12.25,0.282,677,1
11,9.455,0.394,943,1
7,5.429,0.301,226,1
9,13.667,0.395,1097,1
7,15.286,0.27,490,1
9,7.111,0.177,276,1
6,4.833,0.293,160,1
8,6.875,0.225,284,1
10,26.2,0.185,1715,1
9,14.333,0.169,751,1
9,5,0.425,380,1
27,9.889,0.362,4860,1
9,2.333,0.365,155,1
11,16.818,0.356,1572,1
9,5.778,0.306,336,1
8,2,0.328,123,1
9,18.667,0.268,1000,1
7,0.714,0.371,29,1
9,18.444,0.386,1121,1
8,2,0.43,128,1
16,22.25,0.377,3279,1
9,16.667,0.284,1020,1
16,1.5,0.393,359,1
7,28.286,0.055,498,1
9,31.667,0.338,1961,1
8,4.125,0.39,257,1
10,1.6,0.338,142,1
12,1.833,0.58,215,1
9,4.222,0.371,299,1
9,10.222,0.35,759,1
12,41.5,0.307,3818,1
7,5.857,0.213,247,1
7,6.571,0.155,189,1
8,3.25,0.423,177,1
7,1.571,0.351,71,1
5,5.8,0.4,129,1
10,4,0.333,313,1
7,1.571,0.299,56,1
24,13.917,0.894,7740,1
10,3.3,0.391,324,1
10,8.3,0.357,675,1
5,2.6,0.462,44,1
9,8.333,0.369,632,1
10,4.3,0.256,304,1
7,1.143,0.411,40,1
8,2.75,0.426,176,1
7,2,0.408,92,1
7,1.143,0.214,35,1
9,9.222,0.292,679,1
14,30,0.376,3356,1
7,5,0.245,197,1
7,5.857,0.425,285,1
6,6.5,0.342,219,1
9,41,0.329,2122,1
11,5.455,0.32,401,1
10,3.3,0.394,213,1
8,4.125,0.356,186,1
7,3,0.333,116,1
9,3.556,0.382,228,1
5,23.2,0.376,455,1
6,0.5,0.556,10,1
3,1.333,0.917,11,1
7,7,0.318,210,1
9,4.556,0.374,312,1
11,16.818,0.295,1681,1
7,2.571,0.365,122,1
8,23.125,0.265,905,1
10,3.4,0.426,223,1
10,1.5,0.313,117,1
8,4.375,0.393,257,1
7,30.429,0.199,1093,1
11,27.545,0.183,892,1
6,500,0.5,17,1
7,2.429,0.429,89,1
7,1.857,0.33,76,1
13,18.615,0.231,1932,1
10,5.7,0.326,396,1
1,40,0.4,40,1
7,5.286,0.243,184,1
11,1.818,0.564,202,1
10,11.9,0.202,1002,1
6,1.167,0.405,737,1
16,22.438,0.376,3747,1
10,10.3,0.25,628,1
14,29.786,0.359,3262,1
7,5.429,0.248,254,1
5,3.4,0.4,82,1
9,13.556,0.339,1040,1
8,1.5,0.438,89,1
8,26.875,0.367,1283,1
6,14.167,0.239,370,1
14,29.071,0.353,3273,1
9,5.222,0.31,330,1
8,2.25,0.472,144,1
7,1.571,0.286,70,1
10,3.8,0.387,337,1
11,4.909,0.258,437,1
9,0.889,0.681,55,1
10,7.6,0.322,524,1
5,1.2,0.233,30,1
8,5.5,0.415,334,1
5,19.2,0.323,402,1
8,5.25,0.423,329,1
3,9,0.481,75,1
8,2.375,0.388,101,1
5,2.6,0.338,47,1
8,7.25,0.442,419,1
8,9.375,0.328,533,1
11,9.091,0.473,970,1
