@relation page-blocks

@attribute Height numeric
@attribute Mean_tr numeric
@attribute Blackpix numeric
@attribute Class {1,2,3,4,5}

@data
22,1.59,928,1
7,2,22,1
12,1.81,649,1
5,2.44,88,1
7,1.46,38,1
7,2.27,25,1
7,1.31,34,1
10,1.93,56,1
9,2.14,344,1
9,1.43,290,1
10,2.71,412,1
7,1.21,40,1
14,2.95,121,1
8,2.09,119,1
8,1.26,83,1
6,1.32,104,1
9,1.95,84,1
6,1.42,122,1
9,3.31,53,1
12,2.71,179,1
9,1.85,87,1
9,1.54,199,1
12,1.99,343,1
8,2.21,31,1
5,4.5,9,1
8,2.09,140,1
11,2.25,135,1
11,1.94,317,1
6,1.63,119,1
7,1.13,34,1
8,1.5,15,1
9,7.15,93,1
9,1.34,651,1
9,1.8,219,1
25,7.95,2115,1
8,2.03,154,1
11,2,722,1
7,1.51,53,1
11,2.28,244,1
9,1.78,116,1
8,2.05,115,1
6,1.2,55,1
7,1.55,169,1
10,2.44,364,1
9,1.47,63,1
11,3.04,502,1
9,1.92,148,1
24,7.69,5296,1
7,1.86,13,1
9,2.71,152,1
8,3.22,58,1
6,2.2,22,1
6,2.29,32,1
7,2.15,58,1
8,2.14,94,1
16,4.51,158,1
11,2.1,824,1
7,1.64,36,1
8,1.71,118,1
7,1.6,32,1
6,1.51,86,1
8,1.72,43,1
7,1.23,49,1
7,1.49,248,1
8,1.88,60,1
8,2.33,49,1
6,2.33,77,1
9,3.13,694,1
8,2.14,15,1
9,2.05,250,1
6,1.22,56,1
8,1.81,103,1
8,1.25,95,1
11,1.36,483,1
9,2.11,243,1
7,1.27,14,1
7,2.31,125,1
9,7.29,102,1
9,1.86,679,1
6,1.43,53,1
9,1.71,191,1
5,4.29,30,1
11,2.11,500,1
6,2,22,1
9,1.29,190,1
7,3.25,13,1
8,2.91,198,1
9,3.88,66,1
6,1.48,34,1
8,1.75,56,1
8,1.54,149,1
9,1.42,64,1
12,2.38,138,1
8,1.63,129,1
10,1.47,469,1
11,2.47,158,1
8,1.41,203,1
8,1.31,101,1
8,1.43,106,1
9,3.67,22,1
8,2.29,304,1
16,5.6,767,1
6,1.6,24,1
7,1.39,96,1
8,2.83,51,1
5,1.62,86,1
9,1.53,84,1
17,4.7,174,1
5,1.67,30,1
8,2.3,101,1
10,1.4,116,1
6,1.38,11,1
7,2.36,33,1
10,4.5,54,1
8,1.56,14,1
12,2.64,103,1
8,2.13,34,1
8,2.11,236,1
7,1.94,33,1
7,2,28,1
8,1.43,57,1
6,1.83,11,1
9,1.57,55,1
11,4.13,66,1
1,3.5,7,1
6,1.91,107,1
8,1.24,56,1
10,2.7,151,1
9,2.87,175,1
9,1.42,755,1
8,1.65,323,1
7,1.42,94,1
10,1.66,98,1
8,1.43,119,1
6,1.26,137,1
8,1.5,154,1
13,3.6,684,1
7,1.57,94,1
10,2.2,185,1
9,2.03,130,1
10,2.7,1052,1
8,2.56,41,1
11,1.95,281,1
10,3.32,93,1
10,1.32,549,1
6,1.79,25,1
9,1.36,743,1
8,1.98,319,1
10,2.09,111,1
10,1.52,47,1
11,4.23,55,1
8,1.63,62,1
9,1.31,358,1
8,1.4,222,1
10,1.94,35,1
9,2.58,129,1
25,7.24,2214,1
7,2.38,100,1
11,2.96,609,1
7,1.57,85,1
8,1.66,106,1
14,4.46,1584,1
11,2.44,22,1
10,1.71,101,1
77,11.28,9981,1
7,2.04,49,1
1,1.17,7,1
5,10,10,1
8,2.75,77,1
11,1.8,629,1
6,1.27,95,1
9,1.41,196,1
9,1.34,644,1
7,2.17,26,1
9,2.78,64,1
9,1.33,924,1
38,4.27,1247,1
14,2.21,505,1
14,11.84,580,1
8,2.3,140,1
9,1.98,164,1
7,1.41,301,1
8,1.58,30,1
23,17.21,2684,1
8,1.79,125,1
7,1.24,93,1
10,2.23,147,1
8,2.09,23,1
5,1.75,14,1
7,1.67,45,1
14,4.71,1865,1
74,127,7366,1
7,1.45,48,1
8,1.58,19,1
10,1.5,594,1
7,1.33,189,1
7,1.79,50,1
8,2.33,28,1
1,1.07,16,1
10,2.7,27,1
8,1.32,586,1
10,2.53,436,1
2,7,7,1
8,1.39,306,1
9,2.27,320,1
10,2.12,72,1
9,1.57,661,1
10,1.28,524,1
13,4.52,1891,1
12,7.68,146,1
17,1.46,328,1
7,2.45,152,1
11,2.19,162,1
10,3,27,1
7,2.77,482,1
6,1.37,56,1
9,1.38,441,1
38,3.49,894,1
8,1.9,80,1
11,1.93,145,1
8,2.91,169,1
7,3,12,1
10,3,597,1
7,1.71,53,1
9,1.29,736,1
1,1.38,11,2
1,9,9,2
2,11.5,92,2
1,137.5,275,2
2,181.33,544,2
2,26,26,2
1,10.33,31,2
1,158,158,2
1,40,40,2
6,10,10,2
2,47,47,2
1,13,13,2
3,6.31,82,2
1,3,15,2
1,6.86,48,2
1,14,14,2
1,25,25,2
1,77.5,155,2
3,13.9,139,2
2,2.67,8,2
2,22.19,577,2
1,25.71,180,2
1,33,33,2
1,2.6,13,2
1,10,30,2
1,50.5,101,2
1,3.71,26,2
2,4,8,2
3,22.24,556,2
1,12,36,2
1,1.04,80,2
1,17,51,2
1,19.25,77,2
5,7,7,2
1,197,197,2
1,214,214,2
2,9.4,94,2
1,3.67,11,2
3,88.62,1152,2
3,16.12,532,2
1,11.36,125,2
1,27.13,217,2
2,31,186,2
4,22,22,2
2,62.44,562,2
2,30,570,2
1,1.83,11,2
1,11,11,2
1,37.6,188,2
1,138,138,2
12,15.91,366,2
1,8.67,26,2
1,2.33,7,2
3,15.11,559,2
3,13.7,411,2
1,47.33,142,2
1,13.67,82,2
1,11.67,35,2
1,36.5,73,2
1,1.88,15,2
1,8,8,2
1,44.5,178,2
1,4.33,13,2
1,10,10,2
10,21.3,4409,2
1,15,15,2
1,88.5,177,2
6,6.53,98,2
1,1.6,8,2
1,3.75,45,2
2,29,29,2
1,19,19,2
5,36.65,623,2
6,57,57,2
6,45,45,2
1,8,8,2
2,40.2,603,2
2,10.27,267,2
2,16.68,667,2
1,17,17,2
1,4.67,14,2
1,21,42,2
3,61,549,2
1,6.5,13,2
7,8.14,57,2
1,1.38,11,2
8,179,1611,2
2,17.82,392,2
1,29.22,263,2
1,16,16,2
1,3,15,2
2,28.64,315,2
3,13.29,319,2
4,17.82,196,2
1,3,9,2
1,1.38,11,2
3,42.17,506,2
21,31,31,2
1,7,7,2
1,2.4,24,2
1,1.02,66,2
1,5.75,46,2
2,33,33,2
1,95,95,2
1,537,537,2
5,162,486,2
4,34,204,2
2,33,33,2
1,40,80,2
10,11,11,2
3,29.78,268,2
2,24,576,2
3,22.11,597,2
1,10,10,2
2,16.76,419,2
1,38,114,2
1,4,12,2
2,10.75,86,2
1,3,9,2
8,2.55,51,2
2,10,10,2
1,22,66,2
17,36.38,5420,2
1,4.5,9,2
2,55.5,111,2
11,189.79,2657,2
1,15.17,91,2
1,412,412,2
1,204,204,2
24,38.65,10359,2
1,14,28,2
1,1.71,12,2
2,50,50,2
1,61,61,2
1,1.4,7,2
1,277,277,2
1,30.67,92,2
3,62,124,2
1,2.31,37,2
1,10,10,2
1,27,27,2
1,2.17,13,2
1,12.5,75,2
1,8,8,2
2,21.27,638,2
1,5.17,31,2
3,20,200,2
1,4,8,2
2,21.66,628,2
17,30.27,5328,2
1,9.06,154,2
2,3.4,17,2
1,64,192,2
1,8,8,2
3,11.94,203,2
1,73,146,2
1,24.67,74,2
1,14,14,2
1,4.5,9,2
1,2.97,110,2
2,6.33,19,2
1,25,50,2
2,17,68,2
2,24,24,2
2,4.5,18,2
1,5.55,61,2
1,5.33,32,2
2,32.17,193,2
1,13.5,27,2
1,1.75,7,2
11,4955,4955,2
2,29.32,557,2
2,31,31,2
4,56,336,2
25,40.33,484,2
2,24.88,597,2
1,26,26,2
1,13,13,2
3,19.28,559,2
1,60.83,365,2
1,4.67,14,2
1,1.83,11,2
2,4.55,50,2
11,63.75,255,2
1,2.4,12,2
1,4.86,175,2
2,3.93,55,2
9,4,12,2
2,6.67,20,2
18,43.48,5217,2
1,70,70,2
2,10.5,168,2
1,3,42,2
1,3.31,53,2
1,47,47,2
7,10,10,2
1,4.18,46,2
2,10.9,109,2
1,1.02,122,2
1,7,7,2
2,117.8,589,2
3,30.25,121,2
1,5.75,23,2
2,82.57,578,2
3,27.15,543,2
1,125,125,2
1,5.25,21,2
2,11.75,693,2
2,10.75,43,2
1,8.75,35,2
28,31,527,2
19,16.88,4591,2
1,64,128,2
1,1.83,11,2
1,13,13,2
2,8,8,2
1,9.8,49,2
1,2.31,37,2
2,123,123,2
1,63,63,2
7,7,7,2
3,71.13,569,2
2,15.33,46,2
1,2.13,17,2
1,17,17,2
1,10.5,42,2
6,31,31,2
2,29,29,2
1,3.75,15,2
1,3.67,22,2
1,10,10,2
1,12,12,2
3,11.8,118,2
1,17,17,2
2,1.5,24,2
2,95.8,479,2
1,11,11,2
1,5.67,34,2
1,18.6,93,2
1,3.25,13,2
2,180.33,541,2
1,14,14,2
2,11.2,56,2
2,21,21,2
1,6,30,2
1,7.5,15,2
1,1.02,46,2
2,27,27,2
1,4,8,2
1,7,7,2
1,7.86,55,2
1,38.43,269,2
1,7,7,2
1,9.75,39,2
1,13,13,2
1,257,257,2
1,61,61,2
1,1.71,12,2
1,4.2,21,2
2,26.5,159,2
1,140.5,281,2
1,13,13,2
37,37,37,2
2,34.88,558,2
1,17,17,2
1,20,60,2
1,11.55,127,2
1,51,51,2
2,17.88,143,2
1,9,9,2
1,16,80,2
1,11.5,69,2
2,29.78,685,2
1,3,9,2
2,30,60,2
3,67.82,746,2
1,24.5,98,2
1,12.67,38,2
2,32.11,578,2
1,1.6,8,2
1,8,8,2
1,3.67,11,2
1,16,16,2
1,24.33,73,2
1,8.5,17,2
2,26.57,558,2
1,16,16,2
2,30.37,577,2
3,84,84,2
1,2,8,2
4,40.57,1136,2
25,1.57,907,2
1,8,8,2
3,8.43,59,2
1,4.5,18,2
1,4,8,2
28,7.43,431,3
28,7.49,427,3
187,29.29,23025,3
28,7.05,437,3
95,3.63,5966,3
132,20.66,26693,3
163,8.4,13725,3
166,17.12,28093,3
65,245.83,1475,3
128,13.07,17721,3
168,62.81,18591,3
29,6.27,401,3
63,186.78,1681,3
83,28.77,4804,3
153,46.95,14180,3
64,72.38,1882,3
186,22.29,33017,3
187,4.69,10947,3
29,6.93,416,3
72,15.69,3374,3
178,21.52,14292,3
28,7.02,414,3
174,15.84,27820,3
168,13.06,19430,3
63,44.37,2041,3
9,11,11,4
117,117,117,4
23,23,23,4
136,135,135,4
27,2.57,36,4
84,84,84,4
11,11,11,4
8,8,8,4
7,7,7,4
32,32,32,4
11,11,11,4
19,31,31,4
42,2.18,83,4
8,7,7,4
9,9,9,4
11,14,14,4
34,34,34,4
9,9,9,4
10,10,10,4
42,42,42,4
13,13,13,4
69,2.08,133,4
12,12,12,4
1,25,25,4
44,2.47,79,4
7,7,7,4
31,31,31,4
31,31,31,4
7,7,7,4
12,15,15,4
76,76,76,4
5,8,8,4
6,1.67,25,4
10,10,10,4
14,15,15,4
20,20,20,4
39,39,39,4
5,7,7,4
9,9,9,4
17,17,17,4
22,22,22,4
58,59,59,4
54,54,54,4
7,9,9,4
8,8,8,4
93,2.89,156,4
105,111,111,4
4,8,8,4
9,9,9,4
66,2.6,130,4
9,9,9,4
14,14,14,4
9,9,9,4
16,16,16,4
94,97,97,4
8,8,8,4
5,9,9,4
8,8,8,4
10,9,9,4
47,47,47,4
804,15.64,1689,4
7,7,7,4
13,13,13,4
53,53,53,4
98,141,141,4
9,9,9,4
13,13,13,4
38,38,38,4
10,10,10,4
4,7,7,4
7,7,7,4
13,13,13,4
17,24,24,4
18,18,18,4
27,27,27,4
261,2.4,492,4
54,54,54,4
8,8,8,4
8,4.5,9,5
12,26.67,160,5
306,2.69,7861,5
83,7.55,7741,5
86,2.37,947,5
5,1.6,8,5
5,4,8,5
37,7.64,321,5
101,2.02,1398,5
43,6.63,212,5
14,1.8,27,5
32,3.96,1588,5
4,2.33,7,5
33,5.69,91,5
49,7.36,324,5
36,3.58,247,5
83,6.86,4138,5
83,9.21,7725,5
36,4.84,793,5
32,4.56,671,5
31,5.35,728,5
34,2.06,218,5
34,3.09,201,5
11,7.35,125,5
24,2.07,60,5
45,4.81,308,5
4,1.75,7,5
118,3.33,642,5
8,7,7,5
83,8.77,7353,5
4,2,8,5
6,4,8,5
30,1.88,288,5
21,5.69,74,5
38,19.63,157,5
53,4.69,460,5
6,2.2,11,5
20,3.21,109,5
10,1.57,11,5
197,46.93,10654,5
7,2,14,5
25,2.47,42,5
9,9,9,5
81,2.26,449,5
55,4.26,375,5
8,3.67,11,5
6,4,8,5
48,4.13,1058,5
15,1.92,23,5
5,2.67,8,5
7,1.8,9,5
16,5,10,5
160,55.42,9199,5
39,7,245,5
30,1.85,278,5
16,1.6,32,5
47,4.67,2459,5
7,2.4,12,5
36,7.7,331,5
54,6.4,5766,5
16,2.29,64,5
16,2.58,67,5
304,3.91,8898,5
14,30,30,5
29,5.06,162,5
67,2.26,339,5
6,1.43,10,5
19,3.89,70,5
4,5.5,11,5
311,3.93,12631,5
7,5.78,52,5
5,4.5,9,5
100,1.77,458,5
13,8,8,5
6,1.75,7,5
8,7,14,5
68,2.44,519,5
4,2.33,7,5
12,2,14,5
28,1.97,294,5
13,5.25,21,5
13,1.07,16,5
14,2.83,34,5
10,1.67,25,5
153,6.27,7689,5
21,3.71,26,5
54,6.22,6238,5
212,11.84,5066,5
53,7.84,400,5
13,3.5,21,5
17,1.88,32,5
83,8.75,7772,5
91,113.89,4100,5
6,3.5,7,5
22,1.79,52,5
31,2.07,217,5
52,11.52,4607,5
9,3.14,22,5
9,5.5,22,5
17,7.1,142,5
31,4.89,787,5
6,2.8,14,5
158,8.24,4213,5
7,1.89,17,5
