@relation page-blocks

@attribute Height numeric
@attribute Lenght numeric
@attribute Mean_tr numeric
@attribute Blackpix numeric
@attribute Class {1,2,3,4,5}

@data
25,410,2.29,2792,1
6,49,1.42,71,1
9,44,2.84,182,1
10,271,1.42,540,1
6,31,1.85,37,1
7,5,7,7,1
7,9,1.5,15,1
7,2,10,10,1
7,23,1.36,15,1
8,8,1.53,23,1
12,44,2.31,155,1
8,16,1.69,49,1
9,20,2.32,65,1
10,272,1.49,520,1
10,49,1.35,81,1
11,57,1.87,170,1
9,82,2.29,284,1
9,47,2.51,163,1
9,92,1.54,199,1
10,48,2.37,159,1
11,7,5.75,46,1
5,6,1.8,9,1
10,10,52,52,1
8,12,1.65,38,1
8,21,2.07,60,1
17,22,4.5,153,1
8,62,1.79,177,1
9,36,3.36,198,1
7,75,1.28,82,1
8,41,1.44,69,1
8,28,1.6,67,1
10,41,1.98,109,1
8,183,2.08,421,1
9,18,1.56,42,1
7,29,1.71,58,1
10,9,1.6,32,1
11,20,8.27,124,1
10,128,2.25,455,1
9,65,1.67,155,1
18,64,3.24,301,1
8,20,2.45,81,1
10,15,2.08,54,1
7,15,1.57,33,1
6,12,1.44,26,1
9,25,2.55,74,1
11,436,2.86,1612,1
7,97,1.51,143,1
12,73,2.14,225,1
8,19,3,66,1
5,19,1.5,42,1
8,50,2.3,101,1
10,248,2.6,883,1
9,18,1.84,57,1
8,15,2,52,1
7,10,1.33,24,1
17,110,1.46,328,1
7,6,1.71,12,1
10,99,2.93,468,1
9,19,8.62,112,1
11,30,2.39,98,1
9,299,1.31,358,1
7,4,8,8,1
9,42,2.48,144,1
7,13,1.76,30,1
13,354,4.39,1749,1
7,18,1.35,35,1
3,4,11,11,1
13,37,3.52,155,1
8,13,2,46,1
9,150,1.75,320,1
9,509,1.26,563,1
8,25,1.81,76,1
8,21,1.52,44,1
8,7,2.36,26,1
9,48,1.41,111,1
10,41,2.15,146,1
7,7,22.5,45,1
8,61,1.31,101,1
8,148,1.2,216,1
10,62,2.19,164,1
8,29,2.38,93,1
9,1,9,9,1
9,122,2.57,372,1
6,14,2.24,47,1
9,123,2.62,401,1
10,15,1.88,45,1
6,17,1.32,33,1
5,9,1.43,20,1
7,56,1.45,125,1
13,441,4.63,2144,1
6,28,2.12,55,1
4,17,1.86,13,1
11,118,2.01,338,1
9,33,2.58,103,1
8,12,2.05,41,1
11,119,1.72,351,1
9,15,1.57,33,1
6,29,1.51,59,1
6,76,1.49,161,1
11,22,8.59,146,1
9,5,2.2,11,1
7,153,2.75,500,1
11,134,2.36,422,1
9,148,1.33,264,1
14,348,1.56,822,1
7,7,1.71,12,1
14,340,5.07,1824,1
10,150,2.07,378,1
10,25,2,80,1
12,84,2.35,334,1
8,163,2.79,500,1
8,26,2.18,85,1
24,170,17.04,3799,1
10,126,2.68,536,1
5,12,4.67,28,1
8,17,2.47,47,1
8,11,1.29,22,1
10,12,1.57,44,1
10,18,6.94,118,1
10,259,2.51,908,1
8,22,2.03,71,1
7,48,1.53,98,1
7,15,1.5,42,1
1,40,1.17,7,1
14,150,4.14,472,1
7,36,2.05,115,1
8,5,2.14,15,1
12,13,2.35,61,1
7,7,1.89,17,1
8,11,1.75,14,1
8,24,1.75,63,1
7,14,1.61,29,1
11,86,1.95,281,1
9,508,1.49,861,1
8,73,1.47,137,1
7,96,1.6,184,1
10,30,2.42,109,1
9,285,2.42,866,1
10,262,1.31,484,1
9,9,13,26,1
8,8,1.5,15,1
7,59,2.33,191,1
5,18,3.44,62,1
10,251,1.23,354,1
6,25,1.42,51,1
10,100,2.81,410,1
10,238,2.85,840,1
9,218,1.43,290,1
8,46,1.85,98,1
8,15,2.27,34,1
11,79,2.2,297,1
9,63,1.96,161,1
7,65,2.18,185,1
11,185,1.94,600,1
6,114,1.76,190,1
18,185,2.39,544,1
9,191,2.14,564,1
6,97,1.85,174,1
7,13,1.69,27,1
13,409,2.65,1475,1
9,120,1.29,190,1
7,8,1.56,14,1
9,78,2.17,245,1
5,12,1.92,23,1
7,12,1.67,30,1
8,242,1.27,247,1
22,71,11.64,838,1
8,46,1.97,128,1
8,13,1.76,44,1
8,12,1.61,45,1
7,6,1.9,19,1
11,64,2,176,1
8,51,1.95,125,1
8,41,2.35,87,1
7,228,1.4,245,1
9,49,1.27,98,1
17,171,2.42,606,1
5,11,1.46,19,1
8,7,1.82,20,1
8,33,1.57,91,1
5,19,1.5,30,1
15,138,5.45,893,1
9,101,1.71,233,1
8,162,2.85,424,1
7,25,2.14,62,1
7,16,2,28,1
6,4,4,16,1
9,250,2.6,823,1
6,19,1.27,38,1
7,20,1.35,35,1
9,112,1.59,215,1
8,18,1.61,58,1
10,228,1.87,592,1
7,23,1.45,55,1
9,267,1.35,315,1
9,20,1.62,42,1
4,6,1.63,13,1
19,123,207,207,1
8,80,1.4,118,1
10,317,1.32,392,1
24,133,18.67,2894,1
7,13,2.05,39,1
7,11,1.48,31,1
7,7,1.56,14,1
8,8,2.54,33,1
8,86,2.64,340,1
4,25,1.33,28,1
8,14,3,57,1
9,36,2,136,1
9,67,3.76,282,1
9,369,2.67,1094,1
8,22,1.78,57,1
5,26,1.89,68,1
9,57,1.39,146,1
5,27,3.08,40,1
9,186,3.24,712,1
6,58,1.17,96,1
6,96,1.45,125,1
10,34,2.01,143,1
5,18,1.64,36,1
11,61,2.21,197,1
8,37,1.86,78,1
10,36,2.24,132,1
7,37,1.81,78,1
12,40,1.97,130,1
5,13,1.46,19,1
7,30,1.54,74,1
11,161,2.71,589,1
6,7,1.75,21,1
15,356,5.29,2167,1
8,28,2.48,99,1
10,8,9,54,1
4,28,1.27,51,1
9,32,2.17,87,1
7,79,3.56,313,1
22,71,11.25,810,1
10,38,2.49,147,1
9,128,1.44,252,1
8,9,2.31,30,1
8,275,1.31,460,1
12,271,1.98,773,1
4,18,1.71,24,1
13,77,3.04,258,1
10,51,1.89,157,1
6,15,2.2,22,1
10,58,1.62,47,1
9,37,2.7,151,1
10,49,3.07,270,1
2,11,9,9,1
9,331,1.29,582,1
4,4,7,7,1
8,53,2.09,140,1
11,97,2.04,284,1
12,332,4.5,1602,1
8,8,2.33,28,1
9,238,1.26,359,1
9,76,2.27,241,1
7,121,1.79,258,1
8,82,2.24,235,1
8,215,2.6,631,1
7,155,1.46,193,1
10,251,1.77,705,1
9,58,2.29,183,1
12,84,4.75,423,1
7,21,1.48,46,1
5,12,1.78,16,1
14,320,4.46,1584,1
8,27,2.24,47,1
10,17,2.41,65,1
8,36,1.98,123,1
7,14,1.65,33,1
9,15,2.29,55,1
8,43,1.4,73,1
5,8,1.89,17,1
5,13,1.18,26,1
10,46,2.09,138,1
10,13,2.41,41,1
14,185,2.27,657,1
7,108,2.11,274,1
17,24,4.79,163,1
9,49,2.98,256,1
9,43,2.25,146,1
5,5,2.17,13,1
9,7,3.67,22,1
9,16,1.74,47,1
7,54,1.39,96,1
7,43,1.41,96,1
15,300,2.36,1136,1
13,53,5.75,351,1
9,82,1.93,228,1
6,7,1.5,12,1
8,28,2.58,103,1
8,15,2.38,57,1
6,17,1.33,28,1
9,28,1.51,65,1
9,9,42,42,1
12,43,2.56,169,1
10,52,2,140,1
6,22,1.3,43,1
11,53,3.45,131,1
1,35,1.17,7,1
9,11,1.56,28,1
10,8,9.17,55,1
8,53,1.87,161,1
10,26,1.87,71,1
8,4,3.75,15,1
10,22,2.44,83,1
5,2,7,7,1
12,98,2.33,314,1
8,9,2.07,31,1
9,37,2.05,127,1
26,184,16.88,3696,1
8,82,2.78,270,1
7,11,2,32,1
10,40,2.09,111,1
8,75,2.37,249,1
7,175,1.21,228,1
10,32,1.83,108,1
7,45,1.15,75,1
7,14,1.57,36,1
9,44,2.55,135,1
9,130,2.63,524,1
10,20,8.13,122,1
7,9,3,27,1
8,102,1.25,173,1
9,36,2.93,164,1
10,19,7.6,114,1
14,125,2.21,505,1
7,33,1.49,79,1
8,192,1.74,485,1
16,337,5.19,1956,1
8,15,2.24,56,1
7,14,1.38,33,1
7,123,1.26,120,1
9,82,2.33,287,1
1,47,1.05,20,1
9,520,1.37,378,1
8,5,3.5,14,1
13,25,6,114,1
11,65,1.65,127,1
7,16,2.14,47,1
10,41,1.94,128,1
25,186,7.16,2221,1
9,107,2.22,369,1
5,96,2.14,158,1
8,7,2.67,24,1
7,25,1.41,58,1
9,66,2,192,1
10,38,1.48,74,1
11,116,1.8,350,1
10,413,2.47,1302,1
8,75,2.05,225,1
7,15,1.83,42,1
8,60,3.01,208,1
6,9,1.23,16,1
10,176,1.72,452,1
9,84,2.08,249,1
25,153,2.08,977,1
8,45,2.91,169,1
9,510,1.22,686,1
10,271,1.37,522,1
8,56,2.09,190,1
12,44,2.38,138,1
10,20,2.13,64,1
5,13,1.48,31,1
9,535,1.37,425,1
8,75,1.37,137,1
7,11,1.45,29,1
8,35,1.88,111,1
8,34,1.88,98,1
7,12,1.9,19,1
5,28,1.39,43,1
16,417,5.29,2543,1
7,37,3.14,135,1
10,11,1.5,42,1
7,140,1.49,248,1
9,46,1.66,123,1
9,535,1.23,757,1
10,474,1.51,886,1
9,86,2.19,261,1
8,6,8,24,1
8,36,2.03,132,1
8,22,2.42,75,1
7,9,1.83,22,1
9,20,2.2,66,1
10,116,1.6,285,1
13,116,2.3,421,1
10,84,1.65,234,1
7,11,2,28,1
8,8,4.33,13,1
9,24,1.72,62,1
25,494,7.35,5707,1
7,57,2.7,165,1
16,382,5.16,2292,1
5,2,7,7,1
9,306,1.38,587,1
7,24,1.61,45,1
12,20,8.19,131,1
5,96,2.77,194,1
9,35,1.65,86,1
18,22,14.5,145,1
9,304,1.32,554,1
12,72,6.4,531,1
7,13,1.43,30,1
10,42,2.13,149,1
10,44,1.9,154,1
9,21,1.22,39,1
10,293,1.53,606,1
10,31,1.66,98,1
7,38,1.55,90,1
11,275,2.83,868,1
8,36,3.22,177,1
13,123,4.38,684,1
10,63,1.72,188,1
8,76,2.11,236,1
7,6,21,21,1
7,14,1.56,28,1
9,46,1.47,100,1
6,37,1.42,68,1
11,118,6.63,530,1
7,11,1.8,27,1
9,534,1.34,811,1
9,10,1.94,35,1
7,197,1.5,99,1
10,197,1.25,284,1
8,6,7,28,1
10,18,2.3,69,1
10,44,2.94,194,1
6,28,1.84,68,1
9,299,1.58,607,1
7,38,1.45,80,1
9,26,2.35,80,1
9,18,2.31,67,1
8,14,2,40,1
17,24,4.7,174,1
8,40,1.45,90,1
8,7,6,18,1
10,18,8.82,97,1
9,109,1.67,215,1
10,83,2.1,221,1
8,33,1.92,98,1
8,82,2.1,264,1
8,60,1.85,161,1
8,54,1.37,119,1
10,11,1.58,41,1
23,125,20.75,2739,1
9,111,1.49,188,1
6,44,1.23,70,1
10,54,1.83,172,1
10,219,1.24,334,1
7,175,1.87,413,1
7,17,1.81,47,1
11,184,4.48,954,1
8,12,2.16,41,1
12,8,7,49,1
10,26,2.33,91,1
7,11,1.21,23,1
38,52,3.49,894,1
5,33,1.27,52,1
13,38,3.81,160,1
8,21,1.69,61,1
9,201,1.27,275,1
11,9,4.44,40,1
7,36,1.25,70,1
8,215,2.86,629,1
16,12,7.21,101,1
7,7,3.5,14,1
11,71,6.19,520,1
6,13,1.44,23,1
5,12,2,12,1
10,41,1.87,133,1
79,159,51.4,4009,1
9,47,2.42,116,1
11,271,1.35,502,1
6,11,1.31,21,1
10,303,1.32,543,1
7,17,1.89,51,1
6,18,2.04,53,1
7,54,3.42,188,1
5,27,2.18,74,1
11,8,9,45,1
13,213,4.65,995,1
8,102,2.7,329,1
22,70,11.54,808,1
5,28,1.77,46,1
9,248,2.39,737,1
8,190,2.22,495,1
7,389,1.19,455,1
10,7,1.83,22,1
11,9,3.83,46,1
9,102,2.77,354,1
10,39,1.91,111,1
11,32,2.27,118,1
8,101,1.29,179,1
7,62,1.46,118,1
7,21,1.35,42,1
8,39,1.83,132,1
8,25,1.65,66,1
12,23,7.57,159,1
9,18,7.83,94,1
7,11,1.35,23,1
15,268,5.1,1661,1
7,87,1.91,222,1
7,35,2.81,118,1
7,23,1.45,45,1
9,81,2.09,242,1
14,397,4.53,1902,1
9,81,2.22,209,1
14,416,4.64,2234,1
6,29,1.92,73,1
7,11,1.35,27,1
15,342,2.49,1232,1
9,138,1.87,336,1
7,17,1.41,38,1
9,510,1.27,787,1
7,8,1.71,12,1
9,185,2.79,663,1
8,54,1.74,151,1
9,41,2.06,138,1
13,9,3.36,47,1
10,48,6.04,278,1
9,64,2.57,283,1
5,4,10,10,1
14,433,4.44,2152,1
7,31,1.58,68,1
8,15,3.88,31,1
17,106,14.53,1671,1
6,89,2.03,215,1
77,271,11.28,9981,1
10,50,2.01,163,1
10,269,5.15,824,1
10,35,2.34,152,1
9,84,1.81,168,1
5,75,1.22,101,1
9,99,1.4,168,1
7,21,1.63,52,1
10,19,6.94,111,1
7,30,1.33,57,1
7,16,1.68,32,1
5,43,1.42,98,1
10,251,1.29,378,1
7,218,1.26,216,1
11,22,7.78,140,1
12,118,2.98,495,1
8,6,3,18,1
11,12,4.13,66,1
8,52,1.75,135,1
4,47,2.33,56,1
13,44,1.61,98,1
7,17,2.7,27,1
8,148,1.24,246,1
11,60,1.97,179,1
7,189,1.89,449,1
12,118,2.42,438,1
6,95,1.64,171,1
12,72,1.79,197,1
5,32,1.33,56,1
11,118,1.99,376,1
10,145,1.83,389,1
13,227,3.11,668,1
7,18,1.57,36,1
9,20,1.91,63,1
9,140,2.71,479,1
11,33,1.98,107,1
1,104,1.05,20,1
9,71,2.16,188,1
9,20,9.9,99,1
5,23,2.42,58,1
14,273,4.59,1424,1
7,25,1.81,76,1
10,79,2.25,274,1
8,31,1.45,74,1
7,91,1.76,213,1
6,21,1.58,30,1
41,67,33.67,1212,1
4,10,4,24,1
9,82,2.35,280,1
14,371,4.85,1975,1
8,23,2.09,69,1
7,53,1.29,111,1
15,67,3.59,294,1
9,172,1.28,258,1
7,40,1.25,64,1
8,67,2.31,210,1
12,58,3.85,239,1
1,9,7,7,1
7,10,1.33,20,1
7,8,1.15,15,1
7,11,1.63,26,1
1,89,1.07,15,1
8,19,1.52,47,1
12,124,1.96,447,1
12,176,2.61,637,1
9,20,1.86,65,1
7,11,1.47,28,1
4,18,6.5,13,1
7,46,2.18,96,1
7,16,1.18,33,1
10,16,2.19,46,1
9,92,2.07,290,1
6,131,1.38,83,1
7,8,1.07,15,1
8,69,1.29,88,1
10,98,2.22,371,1
8,50,1.7,151,1
7,26,1.53,55,1
9,23,1.92,75,1
9,37,2.8,179,1
11,81,2.77,302,1
7,346,1.17,386,1
9,82,2.38,316,1
6,10,1.86,26,1
8,17,1.71,36,1
11,90,4.6,465,1
13,267,4.87,1392,1
11,9,8.5,51,1
8,14,2.67,16,1
10,21,1.91,63,1
5,30,2.44,88,1
9,98,2.78,433,1
9,508,1.3,732,1
9,75,2.21,267,1
10,101,3.02,471,1
7,15,2.3,46,1
6,4,2.2,11,1
7,143,1.47,113,1
9,42,2.75,162,1
9,64,1.81,172,1
9,5,10.5,21,1
9,17,6.4,96,1
7,243,1.62,372,1
5,97,1.98,162,1
10,31,2.14,105,1
9,20,8.07,113,1
8,271,1.82,681,1
8,6,13,26,1
7,31,2.1,86,1
7,20,2.46,59,1
9,240,1.26,386,1
9,16,1.5,30,1
5,27,2.34,82,1
9,10,2.07,31,1
10,252,2.88,950,1
4,24,2.04,55,1
8,4,5,15,1
7,162,1.49,109,1
8,12,1.64,41,1
8,35,2.09,119,1
11,101,1.65,293,1
22,208,1.59,928,1
7,11,1.5,27,1
10,61,1.85,203,1
9,108,2.55,436,1
10,17,6.83,82,1
7,34,1.33,53,1
9,258,1.28,401,1
10,35,1.93,116,1
16,337,5.15,1992,1
9,123,2.84,437,1
10,75,2.28,321,1
9,109,1.69,215,1
10,85,2.25,275,1
14,399,5.04,2142,1
6,6,1.63,13,1
10,23,1.88,79,1
37,101,2.44,1053,1
6,9,2,20,1
7,20,1.94,60,1
7,173,1.34,251,1
10,258,2.67,869,1
9,111,1.7,218,1
7,9,3.11,28,1
8,12,1.95,37,1
10,78,1.76,199,1
10,76,1.99,245,1
5,63,2,116,1
11,8,8.86,62,1
10,20,2.52,58,1
5,7,3.83,23,1
9,492,1.33,924,1
6,14,1.28,23,1
8,3,2.75,11,1
11,94,2.03,290,1
7,38,1.82,109,1
13,414,3.08,1919,1
9,34,1.57,69,1
10,8,9.2,46,1
9,17,1.38,47,1
8,19,1.94,60,1
9,168,2.15,476,1
9,41,1.32,90,1
15,154,5.84,976,1
8,16,2.44,61,1
8,48,1.92,119,1
7,13,1.82,31,1
8,70,1.68,156,1
5,4,3,9,1
6,18,1.62,34,1
8,192,1.57,318,1
7,13,1.65,28,1
10,33,1.82,93,1
10,40,3.05,171,1
8,5,6.5,13,1
17,389,5,2273,1
9,35,1.92,125,1
4,44,1.42,47,1
9,49,1.38,120,1
11,51,2.06,165,1
9,82,2,186,1
4,96,2.19,160,1
7,112,1.25,132,1
9,98,2.03,266,1
10,33,2.47,106,1
7,125,1.59,254,1
7,20,1.19,32,1
9,268,6.3,1122,1
9,129,1.41,196,1
5,14,2.56,23,1
7,98,1.42,142,1
9,45,2.11,129,1
8,34,1.84,103,1
5,98,2.14,167,1
10,21,2.91,96,1
9,34,1.56,98,1
16,24,4.72,151,1
8,129,1.46,239,1
6,8,2.18,24,1
8,38,1.38,76,1
9,267,1.28,393,1
8,14,2.82,31,1
11,8,10.67,64,1
5,5,2.17,13,1
8,12,2.5,50,1
8,37,2.22,111,1
11,80,4.98,433,1
8,69,1.38,113,1
7,11,1.47,28,1
38,96,3.29,1574,1
10,19,8.29,116,1
9,170,2.6,567,1
24,157,18.34,3411,1
12,274,1.65,685,1
7,20,1.48,43,1
5,52,1.35,54,1
6,41,1.2,55,1
12,101,1.99,354,1
10,25,2.43,102,1
10,67,2.17,195,1
8,14,2.4,48,1
10,23,2,62,1
6,40,1.43,53,1
11,261,1.93,698,1
8,5,1.55,17,1
8,532,1.28,816,1
10,511,1.43,822,1
9,64,1.99,177,1
6,39,1.58,71,1
8,10,1.92,25,1
8,6,2.75,22,1
11,9,15.67,47,1
8,7,2.09,23,1
9,22,1.31,38,1
11,101,1.72,297,1
7,95,1.56,178,1
7,5,2.25,9,1
9,18,7.29,102,1
8,141,2.45,504,1
7,34,1.81,96,1
7,116,2.2,251,1
9,44,1.38,102,1
16,367,5.29,2258,1
10,64,2.8,305,1
9,5,10.67,32,1
11,24,10,140,1
5,17,2.33,49,1
6,43,1.67,87,1
6,4,1.86,13,1
9,41,1.91,111,1
11,179,2.88,650,1
10,116,1.7,317,1
7,20,1.46,51,1
9,83,1.93,216,1
6,18,2.64,58,1
3,4,9,9,1
9,274,1.31,390,1
11,8,7.88,63,1
9,279,1.34,243,1
8,535,1.27,731,1
6,32,2.11,80,1
5,14,3.6,18,1
5,42,1.46,54,1
7,19,1.44,46,1
5,8,4.67,14,1
7,245,1.41,246,1
11,86,1.91,268,1
8,29,2,80,1
11,168,1.55,432,1
3,3,8,8,1
8,46,1.79,131,1
6,81,1.34,137,1
9,35,2.14,120,1
8,139,2.17,178,1
12,232,2.34,879,1
2,52,2.5,15,1
7,46,2.63,134,1
8,9,1.93,29,1
4,12,3,12,1
11,84,1.69,242,1
25,294,7.72,3459,1
5,98,1.82,155,1
12,48,1.71,145,1
3,104,9.95,189,1
8,18,2.74,63,1
33,180,1.68,1400,1
9,102,1.27,168,1
9,21,1.79,61,1
5,16,1.36,34,1
24,84,8.69,956,1
9,80,1.8,219,1
8,19,2,54,1
7,62,1.28,82,1
8,31,2.04,102,1
9,21,2.61,60,1
10,82,2.05,246,1
9,48,1.42,118,1
9,9,2.8,28,1
5,43,1.16,71,1
8,26,2.31,81,1
11,63,2.77,230,1
9,172,2.43,546,1
10,53,1.84,162,1
7,56,1.56,56,1
5,7,2.33,14,1
6,20,1.38,44,1
7,4,1.75,7,1
11,245,2.77,952,1
9,20,2.35,47,1
8,3,2.2,11,1
10,330,1.44,744,1
6,68,1.25,70,1
8,12,3.67,44,1
9,24,2.9,116,1
7,19,4.89,88,1
13,121,3.72,591,1
9,162,2.69,371,1
3,31,2.1,21,1
11,147,2.2,518,1
9,73,2.63,247,1
8,16,2.33,49,1
10,48,2.16,173,1
10,9,1.25,20,1
13,217,3.05,1019,1
11,118,2.71,452,1
12,22,9.65,164,1
4,31,1.58,52,1
8,41,1.55,76,1
11,22,8.05,153,1
7,11,1.61,29,1
7,30,1.55,68,1
8,27,2.05,88,1
10,292,1.5,594,1
9,10,3.88,31,1
8,12,1.8,36,1
7,27,2.58,31,1
8,8,5,15,1
8,37,1.61,111,1
12,117,1.68,309,1
10,105,1.7,246,1
5,11,1.71,24,1
6,26,1.33,53,1
7,8,1.8,9,1
8,14,3.11,28,1
7,7,1.9,19,1
9,21,2.74,74,1
38,410,2.4,3957,1
9,341,1.35,222,1
7,14,1.84,35,1
7,16,1.13,34,1
6,11,1.54,20,1
11,30,4.16,154,1
6,54,3.36,178,1
7,12,2,38,1
6,62,1.36,87,1
12,272,1.8,715,1
24,170,15.9,3768,1
5,27,2.12,55,1
9,107,1.94,361,1
8,109,1.61,191,1
8,15,1.88,45,1
20,32,21.15,275,1
11,101,1.71,281,1
17,19,58.5,117,1
6,57,2.46,155,1
8,64,1.63,129,1
8,298,1.5,576,1
9,95,1.91,243,1
9,321,1.32,446,1
11,26,2.19,81,1
8,49,1.93,162,1
20,30,13.68,260,1
12,129,2.51,469,1
10,22,3.72,108,1
7,100,1.67,206,1
5,96,1.78,155,1
5,14,2.21,31,1
11,8,7.75,62,1
8,69,1.54,129,1
12,72,6.11,544,1
5,7,2.11,19,1
8,83,1.76,216,1
8,19,1.76,65,1
9,490,1.4,297,1
5,18,1.91,42,1
11,154,1.94,317,1
5,95,1.73,121,1
9,160,2.63,518,1
7,38,1.69,76,1
5,20,1.58,49,1
5,58,1.41,58,1
9,18,1.44,39,1
11,115,1.79,337,1
8,208,1.65,323,1
14,201,4.84,1050,1
10,33,1.83,97,1
8,64,3.85,277,1
7,14,1.6,32,1
9,8,21,42,1
8,17,2.22,40,1
8,21,13.5,81,1
10,16,7.56,68,1
9,32,2.23,78,1
5,14,2.79,39,1
7,41,1.52,88,1
7,144,1.24,93,1
2,64,3.93,55,2
1,32,1.88,15,2
3,259,67.82,746,2
1,32,5.75,23,2
1,69,8.29,58,2
1,10,4,8,2
8,231,179,1611,2
1,186,9.06,154,2
1,18,17,17,2
3,59,84,84,2
2,99,4.55,50,2
1,28,3,15,2
1,277,137.5,275,2
1,45,5.67,34,2
1,193,2.97,110,2
1,39,1.71,12,2
1,14,14,14,2
1,19,4.67,14,2
1,199,37.6,188,2
1,413,412,412,2
1,131,64,128,2
3,550,15.11,559,2
2,536,24.36,609,2
1,17,17,17,2
1,54,17,51,2
1,126,125,125,2
2,14,13,13,2
2,537,22.19,577,2
24,510,38.65,10359,2
1,127,13.67,82,2
1,23,1.6,8,2
1,55,10.33,31,2
17,341,36.38,5420,2
1,40,11.67,35,2
1,36,1.83,11,2
1,29,2.13,17,2
3,11,3,12,2
1,9,9,9,2
4,115,17.82,196,2
1,17,6.5,13,2
1,10,10,10,2
2,176,31,186,2
2,538,29.32,557,2
2,50,15.33,46,2
1,14,14,14,2
2,199,32.17,193,2
2,537,181.33,544,2
3,116,33.5,134,2
1,161,1.02,66,2
1,199,197,197,2
2,535,11.75,693,2
10,2,11,11,2
1,11,11,11,2
1,63,63,63,2
7,1,7,7,2
1,30,2.4,12,2
19,462,16.88,4591,2
1,277,277,277,2
6,47,57,57,2
3,183,29.78,268,2
1,10,10,10,2
1,8,8,8,2
1,180,88.5,177,2
1,86,40,80,2
1,47,25,25,2
7,46,8.14,57,2
1,46,1.38,11,2
2,538,34.88,558,2
1,34,1.07,16,2
1,206,204,204,2
4,9,22,22,2
1,114,21.4,107,2
1,14,14,14,2
1,28,2.17,13,2
2,32,33,33,2
3,470,23.62,496,2
1,52,51,51,2
6,39,45,45,2
1,11,4,8,2
2,25,4.5,18,2
1,15,13,13,2
1,43,9.75,39,2
1,214,214,214,2
3,113,30.25,121,2
2,21,6.33,19,2
1,17,16,16,2
1,11,10,10,2
2,537,62.44,562,2
2,415,16.76,419,2
1,36,8.67,26,2
3,550,27.15,543,2
1,45,21,42,2
1,17,7.5,15,2
1,14,13,13,2
1,52,10.25,41,2
2,537,82.57,578,2
5,128,162,486,2
1,20,3,15,2
1,42,2.6,13,2
2,157,26.5,159,2
11,252,63.75,255,2
4,524,40.57,1136,2
1,44,5.33,32,2
2,537,26.57,558,2
1,288,1.02,122,2
1,48,10.5,42,2
1,27,1.4,7,2
1,145,35.25,141,2
1,61,61,61,2
8,16,2.55,51,2
1,15,6.5,13,2
1,58,9.8,49,2
1,8,7,7,2
1,14,2.33,7,2
2,6,4,8,2
1,8,8,8,2
1,148,47.33,142,2
1,37,6,30,2
3,304,42.17,506,2
3,537,71.13,569,2
1,15,2,8,2
2,49,50,50,2
1,14,12,12,2
25,169,1.57,907,2
2,536,41.08,534,2
1,71,2.31,37,2
1,12,4,8,2
1,36,5.25,21,2
2,446,17.82,392,2
2,536,30,570,2
1,10,9,9,2
1,70,70,70,2
5,110,100.33,301,2
18,342,43.48,5217,2
2,22,15.5,31,2
3,113,13.9,139,2
1,94,3.31,53,2
3,259,13.29,319,2
1,77,5.17,31,2
1,379,60.83,365,2
2,20,31,31,2
2,537,32.11,578,2
1,8,8,8,2
1,81,24.33,73,2
2,100,11.5,92,2
2,537,21.27,638,2
1,75,5.55,61,2
1,22,21,21,2
9,13,4,12,2
1,14,13,13,2
1,12,9,9,2
1,10,10,10,2
2,46,18,54,2
2,112,55.5,111,2
1,7,7,7,2
1,7,7,7,2
1,11,11,11,2
1,44,20,40,2
2,20,27,27,2
2,204,10.5,168,2
3,116,62,124,2
1,29,29,29,2
4,19,5.25,21,2
1,106,15.17,91,2
2,62,11.2,56,2
2,52,1.5,24,2
1,102,24.5,98,2
2,22,21,21,2
1,13,4.5,9,2
1,13,3,9,2
2,536,30.37,577,2
2,14,8,8,2
1,41,4.57,32,2
1,13,5.5,11,2
25,300,40.33,484,2
2,18,24,24,2
1,67,66,66,2
2,475,95.8,479,2
6,142,6.53,98,2
2,535,40.2,603,2
1,14,2,8,2
1,27,1.83,11,2
1,19,3.75,15,2
2,20,29,29,2
2,538,29.78,685,2
3,463,13.7,411,2
1,196,64,192,2
1,70,22,66,2
1,184,44.5,178,2
1,14,4.5,9,2
1,124,7.86,55,2
1,22,1.83,11,2
3,129,11.8,118,2
1,159,158,158,2
5,333,36.65,623,2
1,235,27.13,217,2
1,172,1.04,80,2
1,69,4.18,46,2
1,17,1.75,7,2
1,46,12,36,2
1,15,3.67,11,2
4,194,34,204,2
2,22,33,33,2
1,22,4.5,18,2
6,21,31,31,2
10,553,21.3,4409,2
2,123,123,123,2
2,325,28.64,315,2
1,35,10,30,2
1,19,3.67,11,2
2,535,117.8,589,2
2,24,3.4,17,2
1,8,8,8,2
1,63,20,60,2
1,537,537,537,2
1,136,32.75,131,2
2,18,26,26,2
1,29,13.5,27,2
2,101,10.9,109,2
1,34,1.71,12,2
2,537,49.82,548,2
2,535,24.29,583,2
1,35,9.67,29,2
1,78,24.67,74,2
1,62,61,61,2
3,106,6.31,82,2
2,536,21.66,628,2
1,19,4.33,13,2
1,9,8,8,2
5,7,7,7,2
7,14,10,10,2
1,16,16,16,2
1,39,8.75,35,2
2,537,16.68,667,2
1,33,33,33,2
37,1,37,37,2
2,18,29,29,2
3,537,22.24,556,2
1,138,138,138,2
21,2,31,31,2
12,278,15.91,366,2
2,63,10.75,43,2
17,342,30.27,5328,2
2,48,30,60,2
1,44,2.2,11,2
1,117,5.75,46,2
2,116,17.88,143,2
