@relation page-blocks

@attribute Eccen numeric
@attribute P_black numeric
@attribute Mean_tr numeric
@attribute Blackpix numeric
@attribute Class {1,2,3,4,5}

@data
8.625,0.312,1.91,172,1
14.1,0.236,2.25,333,1
4.571,0.232,1.3,52,1
6.76,0.218,1.58,923,1
2.5,0.5,2.76,80,1
5,0.245,1.36,60,1
7.44,0.485,7.39,2253,1
11,0.189,1.4,168,1
4.444,0.356,2.29,128,1
5,0.188,1.21,46,1
2.727,0.467,4.16,154,1
4,0.292,1.56,42,1
12.1,0.402,2.7,486,1
4.778,0.455,2.98,176,1
11.783,0.126,1.87,786,1
4.556,0.336,1.91,124,1
0.571,0.25,1.75,7,1
5,0.425,2.77,172,1
23.706,0.349,5.43,2388,1
1.75,0.464,2.6,52,1
1.889,0.307,1.38,47,1
2.625,0.482,13.5,81,1
13.333,0.176,1.29,190,1
24.846,0.256,2.4,1076,1
1,0.455,4.23,55,1
1.125,0.361,1.73,26,1
39.222,0.187,1.45,594,1
27.778,0.366,2.6,823,1
6,0.262,1.79,77,1
1.125,0.458,2.2,33,1
18.818,0.268,1.84,610,1
2.727,0.297,2.39,98,1
4.889,0.465,3.35,184,1
3.1,0.316,1.66,98,1
18.286,0.265,1.69,237,1
0.4,0.35,1.75,14,1
24.444,0.23,1.44,456,1
20.429,0.113,1.47,113,1
1.429,0.286,2.22,20,1
6.7,0.3,2.14,201,1
1.75,0.393,2.32,44,1
1,0.63,5.1,51,1
10.778,0.328,1.77,286,1
2.8,0.557,2.79,39,1
54.667,0.209,1.33,924,1
26.923,0.381,4.49,1732,1
10.455,0.266,1.79,337,1
21.5,0.195,1.35,151,1
6.222,0.343,1.97,173,1
2.7,0.344,2.38,93,1
34.714,0.219,1.62,372,1
5,0.372,1.75,119,1
30.667,0.388,2.58,964,1
2.909,0.332,1.86,117,1
1.3,0.285,1.61,37,1
3.625,0.444,2.15,103,1
1.833,0.364,1.33,24,1
1.5,0.385,1.68,37,1
3.125,0.31,1.63,62,1
6.1,0.487,3.13,297,1
91,0.352,1.03,32,1
3.8,0.432,2.78,164,1
4.143,0.281,1.46,57,1
18.5,0.182,1.2,216,1
1.111,0.344,3.88,31,1
0.9,0.522,9.4,47,1
10.182,0.217,1.73,267,1
2.333,0.536,2.05,45,1
2.5,0.467,3.23,42,1
2.8,0.329,2.56,23,1
10.222,0.287,1.93,238,1
5.167,0.301,1.65,56,1
1.286,0.429,3,27,1
9.273,0.223,1.53,250,1
11.222,0.442,2.68,402,1
12.875,0.142,1.17,117,1
3.4,0.421,2.01,143,1
0.917,0.371,1.63,49,1
3.5,0.393,2.2,88,1
8.429,0.242,1.79,100,1
35,0.143,1.41,246,1
3.875,0.327,1.84,81,1
4.5,0.615,3.22,177,1
3.143,0.247,1.19,38,1
7.5,0.456,1.64,123,1
4.286,0.3,1.43,63,1
6,0.405,2.05,119,1
15.9,0.355,3.07,564,1
13.1,0.487,2.94,638,1
4.5,0.241,1.11,39,1
10.727,0.29,1.99,376,1
1.143,0.375,1.62,21,1
4.429,0.461,2.13,100,1
5.375,0.392,2.21,135,1
2.222,0.361,2.32,65,1
6.714,0.271,2.23,89,1
2.714,0.203,2.25,27,1
5.429,0.353,2.04,94,1
4,0.295,1.9,118,1
5.167,0.902,16.66,2683,1
12,0.583,1.75,7,1
2.444,0.298,2.11,59,1
4.389,0.257,3.17,365,1
9.556,0.3,2.13,232,1
6.167,0.306,1.42,68,1
3.125,0.355,1.73,71,1
6.083,0.259,2.1,227,1
1.667,0.45,1.93,27,1
10.25,0.434,2.91,285,1
4.875,0.378,1.64,118,1
3.222,0.31,2.13,81,1
0.667,0.448,4.3,43,1
3,0.333,1.69,81,1
21.875,0.156,1.2,219,1
6.4,0.431,1.47,69,1
2.167,0.295,1.53,23,1
5.5,0.268,1.39,53,1
14.667,0.189,1.54,225,1
9.8,0.376,2.1,368,1
1.143,0.214,1.71,12,1
34.143,0.16,1.51,268,1
2.6,0.292,1.46,19,1
24.769,0.375,4.62,1571,1
2.8,0.386,1.69,27,1
6.375,0.306,1.95,125,1
14.875,0.337,1.7,321,1
15.222,0.235,1.7,290,1
0.6,0.6,4.5,9,1
7.8,0.344,2.09,67,1
29.071,0.353,4.54,2010,1
3.714,0.352,1.36,64,1
3,0.26,1.85,50,1
1.75,0.411,2.56,46,1
1.95,0.232,3.42,181,1
4.333,0.288,1.29,45,1
4.5,0.323,1.86,93,1
13.857,0.196,1.68,133,1
3,0.537,2.64,58,1
3.778,0.379,1.71,116,1
6.667,0.313,1.27,75,1
1.125,0.375,1.8,27,1
2.375,0.178,1.5,27,1
2.833,0.255,1.18,26,1
26.8,0.395,5.88,1058,1
65.375,0.06,1.2,250,1
5.444,0.58,2.98,256,1
1.5,0.3,1.88,45,1
8.375,0.392,2.31,210,1
1.933,0.524,4.15,228,1
2,0.43,2.04,55,1
24.636,0.278,1.99,829,1
34,0.213,1.38,587,1
1.857,0.286,1.73,26,1
2,0.344,1.91,44,1
6.6,0.273,1.94,180,1
1.294,0.425,4.68,159,1
0.875,0.5,3.11,28,1
8,0.308,2.02,246,1
1.143,0.304,1.42,17,1
4,0.654,6.42,212,1
4,0.387,1.62,99,1
11.182,0.25,1.95,338,1
1,0.25,1.6,16,1
0.8,0.6,6,48,1
4,0.556,3.21,180,1
123,0.163,1.05,20,1
2.333,0.519,3.27,98,1
0.571,0.25,1.75,7,1
4.429,0.396,2.1,86,1
6.5,0.325,1.75,135,1
2.25,0.403,2.52,58,1
27.2,0.279,1.98,758,1
1,0.889,8,8,1
2,0.43,2.2,55,1
16,0.309,2.44,178,1
3.333,0.271,1.97,130,1
1.5,0.406,2.17,39,1
0.8,0.525,7,42,1
8.375,0.381,2.49,204,1
12,0.389,2.22,378,1
15.5,0.332,2.47,514,1
0.571,0.536,5,15,1
2,0.603,8.59,146,1
25.429,0.242,1.41,301,1
15.5,0.326,2.8,506,1
1.118,0.362,58.5,117,1
15.5,0.268,2.12,813,1
4,0.506,2.83,164,1
2,0.579,7.78,140,1
1.8,0.522,8.55,94,1
6.455,0.461,5.54,360,1
5.571,0.293,1.43,80,1
2.875,0.38,1.75,70,1
3,0.297,1.84,57,1
0.8,0.45,9,9,1
14.5,0.278,1.9,403,1
5.222,0.279,1.53,118,1
0.625,0.525,3,21,1
3.889,0.273,1.65,86,1
11.25,0.207,1.54,149,1
2.444,0.288,2.48,57,1
0.875,0.446,3.13,25,1
1.7,0.571,6.47,97,1
9.556,0.211,1.29,163,1
9.111,0.312,2.74,230,1
1.444,0.53,3.26,62,1
15,0.298,1.55,161,1
2.222,0.294,1.51,53,1
2.111,0.269,1.35,46,1
41.417,0.269,2.44,1605,1
0.667,0.51,7,49,1
8.818,0.297,2.4,317,1
25.917,0.195,1.64,727,1
2.714,0.331,1.42,44,1
19.444,0.177,1.26,279,1
2.6,0.262,1.42,17,1
59.444,0.192,1.42,926,1
0.667,0.542,1.86,13,1
10,0.444,2.64,444,1
8.889,0.338,2.04,243,1
2.429,0.227,2.7,27,1
5,0.494,2.57,121,1
19.8,0.464,7.33,5748,1
9.25,0.412,2.14,244,1
1.75,0.339,1.73,38,1
2.6,0.308,1.82,20,1
16.385,0.359,4.65,995,1
10.387,0.689,16.87,6881,1
0.857,0.333,1.75,14,1
1.7,0.382,2.41,65,1
1.9,0.611,8.29,116,1
14.444,0.513,2.86,600,1
5,0.306,1.68,124,1
15,0.269,1.22,101,1
2.714,0.346,1.44,46,1
2.75,0.391,4.08,155,1
9.6,0.418,2.49,401,1
5.625,0.297,1.88,107,1
10.826,0.77,16.33,4409,1
2.222,0.3,1.74,54,1
1.125,0.389,2,28,1
2.5,0.5,4,20,1
22.667,0.219,1.8,715,1
2,0.519,7.64,84,1
1,0.438,4.67,28,1
7.625,0.207,1.31,101,1
6.125,0.413,1.93,162,1
22.583,0.259,1.99,843,1
9.875,0.316,1.8,200,1
6.714,0.286,1.4,94,1
4.875,0.224,1.21,70,1
22.5,0.078,1.17,7,1
22.8,0.24,2.49,1232,1
0.25,0.563,9,9,1
32.625,0.218,1.34,455,1
8.444,0.436,2.37,298,1
3.571,0.349,2.26,61,1
2.167,0.333,1.37,26,1
3.25,0.389,2.31,81,1
10.222,0.286,1.93,237,1
1.125,0.319,2.3,23,1
27.1,0.187,1.35,508,1
3.818,0.292,1.93,135,1
4.4,0.35,1.9,154,1
15,0.25,1.66,240,1
13.1,0.456,3,597,1
2.273,0.298,2.05,82,1
42.875,0.129,1.2,354,1
2.167,0.295,1.53,23,1
3.167,0.289,1.38,33,1
6,0.333,1.46,98,1
3.75,0.383,1.88,92,1
0.857,0.5,21,21,1
1.5,0.417,10,10,1
7.875,0.333,1.58,168,1
7.286,0.325,1.66,116,1
3.857,0.286,1.32,54,1
6.571,0.304,1.53,98,1
1.625,0.529,2.89,55,1
9.5,0.184,3.5,7,1
3.25,0.37,2.41,77,1
3.556,0.292,1.53,84,1
17.867,0.413,5.1,1661,1
0.6,0.533,2.67,8,1
8.091,0.17,2.72,166,1
21.556,0.191,1.4,333,1
41.417,0.297,2.25,1773,1
7.5,0.183,1.92,198,1
27.5,0.369,4.83,1990,1
25,1,25,25,1
13,0.486,3.18,632,1
0.9,0.344,2.82,31,1
3.286,0.286,1.59,46,1
1.8,0.522,9.4,94,1
2.875,0.348,2,64,1
6.625,0.33,1.63,140,1
12,0.364,2.15,354,1
5.636,0.353,3.21,241,1
16.889,0.379,2.77,518,1
0.857,0.333,4.67,14,1
5.957,0.855,16.64,2695,1
10.818,0.268,1.72,351,1
11.778,0.309,1.97,295,1
26.846,0.38,4.36,1724,1
32,0.124,1.26,253,1
4.75,0.461,2.3,140,1
5.125,0.293,1.43,96,1
1.625,0.49,2.32,51,1
200,0.13,1.04,26,1
1.375,0.318,1.4,28,1
1.474,0.588,13.04,313,1
9.091,0.269,1.9,296,1
4.111,0.396,2.03,132,1
11.75,0.443,7.8,2995,1
26.2,0.19,1.32,499,1
59.444,0.146,1.32,704,1
5.182,0.271,1.87,170,1
2.4,0.267,1.78,16,1
3.4,0.471,2.35,40,1
0.875,0.411,1.92,23,1
7.9,0.324,2.19,256,1
10.615,0.232,3.86,417,1
15,0.249,1.56,302,1
1.778,0.382,2.29,55,1
31,0.226,1.17,7,1
19.313,0.382,5.38,1890,1
25.375,0.149,1.27,242,1
14,0.17,1.27,152,1
13,0.425,2.79,552,1
9.8,0.391,2.41,383,1
2.286,0.339,1.41,38,1
26.75,0.421,2.9,720,1
5.286,0.301,1.81,78,1
36.833,0.268,1.95,356,1
1.9,0.379,2.12,72,1
2,0.623,7.77,101,1
0.857,0.214,9,9,1
1.667,0.483,2.07,29,1
1.857,0.242,2,22,1
23.125,0.265,1.97,392,1
0.647,0.326,10.17,61,1
4.667,0.256,2.02,172,1
7.125,0.309,1.81,141,1
10.727,0.408,6.63,530,1
0.375,0.458,2.75,11,1
10.375,0.294,2.17,195,1
1.667,0.525,9,126,1
3.167,0.307,1.59,35,1
0.889,0.222,1.78,16,1
59.444,0.173,1.36,832,1
2.923,0.324,3.81,160,1
3.7,0.154,1.39,57,1
12.4,0.473,3.43,587,1
3.125,0.335,1.68,67,1
25,0.198,1.41,400,1
4,0.402,34.33,103,1
5.25,0.39,2.43,131,1
7.5,0.428,2.28,321,1
2.5,0.408,2.43,102,1
8.333,0.373,2.23,252,1
30.889,0.258,1.62,645,1
7.2,0.211,1.52,38,1
8,0.553,5.08,442,1
1.875,0.425,1.96,51,1
6,0.16,1.71,24,1
18.667,0.315,2.15,476,1
1.333,0.389,2.33,42,1
20.588,0.363,5.22,2162,1
2.667,0.356,2.2,77,1
5.2,0.306,1.96,159,1
2.429,0.387,2.71,46,1
16,0.238,1.38,137,1
9.222,0.333,2.93,249,1
3.227,0.536,11.64,838,1
1,0.265,3.25,13,1
18.6,0.351,1.66,163,1
5.765,0.929,14.88,1548,1
51,0.163,1.36,832,1
1,0.35,1.94,35,1
1.286,0.46,2.42,29,1
3.167,0.36,1.58,41,1
5.889,0.218,1.24,104,1
8.333,0.397,2.38,119,1
2.5,0.328,2.05,82,1
12.5,0.485,3.43,388,1
17.222,0.376,2.53,524,1
5.1,0.28,1.66,143,1
15.5,0.35,2.78,542,1
3,0.315,1.62,34,1
5.222,0.492,2.42,208,1
20.556,0.398,2.79,663,1
63.5,0.092,1.28,372,1
19.6,0.341,2.14,167,1
3.333,0.317,1.52,38,1
2.889,0.291,1.74,68,1
5.25,0.363,2.18,122,1
1.5,0.37,2,20,1
1,0.36,3,9,1
4.667,0.312,1.97,118,1
5.375,0.387,1.93,133,1
9.3,0.268,1.78,249,1
14.286,0.411,1.83,288,1
0.625,0.45,3,18,1
4.333,0.34,1.33,53,1
5.222,0.274,2.42,116,1
3.75,0.467,6.63,252,1
1.75,0.42,1.88,47,1
2.929,0.271,8.9,623,1
14.3,0.355,2.33,508,1
14,0.484,2.83,549,1
3.829,0.296,10.84,7618,1
7.714,0.254,1.39,96,1
22.444,0.087,1.3,158,1
1,0.519,42,42,1
1,0.306,1.69,44,1
7.083,0.924,15.9,3768,1
1,0.57,3.17,57,1
8.875,0.312,1.86,177,1
2,0.375,2.09,48,1
13.357,0.265,2.31,693,1
25.857,0.316,1.65,400,1
9.75,0.244,1.35,152,1
3.3,0.342,1.66,113,1
5.778,0.37,1.71,173,1
2,0.435,2.9,87,1
1.412,0.426,4.7,174,1
3.857,0.402,1.81,76,1
10.286,0.405,1.85,204,1
1.875,0.417,2.17,50,1
4,0.23,1.4,59,1
1.083,0.372,2.32,58,1
2.556,0.3,1.51,62,1
4,0.49,1.58,49,1
1.5,0.448,1.95,43,1
4.875,0.369,2.05,115,1
5.889,0.252,1.54,120,1
1.375,0.25,1.29,22,1
0.875,0.268,1.67,15,1
1.571,0.416,1.52,32,1
23.75,0.118,1.21,179,1
2,0.477,2.44,61,1
9.583,0.256,1.74,353,1
8.111,0.376,2.63,247,1
0.429,0.571,3,12,1
15.4,0.342,2.55,527,1
63.75,0.144,1.32,586,1
21.5,0.373,5.73,2053,1
2.222,0.361,1.86,65,1
2.167,0.436,2.27,34,1
39.8,0.342,2.44,1361,1
21.25,0.277,1.6,377,1
2.6,0.246,1.33,16,1
2.444,0.227,1.61,45,1
118,0.186,1.05,22,1
2,0.486,2.19,35,1
27.667,0.301,1.96,674,1
11.091,0.256,1.94,344,1
11.9,0.202,1.59,240,1
1.4,0.429,5,15,1
5.111,0.242,1.43,100,1
3.5,0.331,1.93,116,1
5.857,0.226,1.48,65,1
1.625,0.356,1.76,37,1
104,0.192,1.05,20,1
0.733,0.503,10.38,83,1
1.333,0.604,3.22,29,1
3.857,0.238,2.81,45,1
18,0.383,2.9,834,1
4.9,0.59,3.11,289,1
11.68,0.45,7.23,3283,1
2.25,0.472,2.52,68,1
8.6,0.265,1.33,57,1
14.833,0.298,1.61,159,1
1.143,0.357,2,20,1
3,0.375,1.8,72,1
1.875,0.258,3.88,31,1
1.25,0.35,1.75,28,1
7.571,0.299,1.29,111,1
1.143,0.393,2,22,1
2.333,0.274,1.28,23,1
51.1,0.158,1.35,805,1
2.6,0.312,2.03,81,1
59.333,0.163,1.34,784,1
1.9,0.621,8.43,118,1
33.222,0.133,1.31,358,1
9,0.23,2.14,250,1
12,0.222,1.73,216,1
2.136,0.319,2.13,330,1
7.75,0.296,1.81,147,1
1.75,0.223,3.57,25,1
1,0.296,1.6,24,1
1.5,0.479,2.3,46,1
2.857,0.25,1.35,35,1
7.875,0.321,1.82,162,1
2.4,0.467,4.67,28,1
50,0.2,1.11,10,1
1.857,0.791,6,72,1
19.76,0.462,7.35,5707,1
12.813,0.401,5.36,1314,1
2,0.603,8.59,146,1
0.818,0.465,5.75,46,1
14.444,0.448,2.63,524,1
0.7,0.429,30,30,1
5,0.481,2.61,154,1
2.125,0.382,2.48,52,1
2.75,0.438,2.41,77,1
63.875,0.084,1.31,343,1
8.875,0.329,1.83,187,1
8.143,0.321,1.47,128,1
5,0.445,2.48,109,1
4.111,0.381,2.05,127,1
1.5,0.469,2.14,45,1
2.167,0.359,1.87,28,1
1.75,0.143,2.67,16,1
3.4,0.297,1.71,101,1
12,0.449,2.55,436,1
12.375,0.211,1.48,167,1
2.714,0.662,5.18,88,1
5.778,0.306,1.66,143,1
0.714,0.514,9,18,1
7,0.305,2.72,546,1
1.727,0.306,2.46,64,1
4.893,0.265,5.05,1016,1
1.3,0.315,2.41,41,1
24.5,0.523,2.14,205,1
1.4,0.429,2.5,15,1
1.9,0.142,3,27,1
2.625,0.381,1.88,64,1
5.571,0.147,1.67,40,1
1,0.46,46,46,1
2.25,0.174,2.5,25,1
5.4,0.319,1.83,172,1
4.167,0.345,2.72,207,1
12.7,0.388,2.35,493,1
3.875,0.375,2.02,93,1
16.25,0.296,2.66,77,1
11.6,0.273,1.7,317,1
30.571,0.449,2.77,672,1
10.25,0.358,2.24,235,1
1.556,0.127,1.78,16,1
3.2,0.334,2.1,107,1
10,0.197,1.48,126,1
22,0.591,2.6,13,1
3.625,0.345,2,80,1
1.5,0.417,2.11,40,1
2.923,0.314,3.6,155,1
2.714,0.346,1.77,46,1
3.75,0.433,2.12,104,1
5.182,0.295,2.47,185,1
5,0.35,1.81,112,1
9.875,0.375,2.12,237,1
2,0.357,1.75,35,1
0.75,0.583,7,28,1
27.1,0.173,1.47,469,1
0.727,0.727,10.67,64,1
1.875,0.375,1.88,45,1
18.778,0.26,1.82,396,1
1.143,0.321,1.38,18,1
4,0.491,3.31,159,1
1.167,0.405,4.25,17,1
33.923,0.374,4.63,2144,1
2.6,0.554,2.57,36,1
2.143,0.705,6.17,74,1
8.429,0.15,1.38,62,1
2.3,0.261,1.76,60,1
0.9,0.356,1.6,32,1
24.9,0.462,3.53,1151,1
11.556,0.282,1.93,264,1
2.667,0.287,1.72,62,1
25.923,0.185,1.58,811,1
8.25,0.911,15.8,4329,1
8.778,0.198,2.46,563,1
12.625,0.29,1.71,234,1
59.444,0.126,1.29,606,1
1.2,0.55,4.71,66,1
1.75,0.375,2.1,42,1
0.9,0.644,58,58,1
3.3,0.182,1.4,60,1
9.667,0.276,1.17,96,1
7.5,0.335,1.85,161,1
8.333,0.327,2,98,1
9.375,0.423,3.02,254,1
1.5,0.458,5.5,11,1
39.875,0.174,1.26,445,1
1.75,0.455,1.96,51,1
3,0.203,1.7,39,1
13.667,0.362,2.62,401,1
2.889,0.385,1.88,90,1
19.429,0.18,1.2,171,1
13.143,0.292,1.54,188,1
6.7,0.321,2.29,215,1
11.222,0.211,1.37,192,1
8.143,0.414,2.7,165,1
2.625,0.31,1.68,52,1
2,0.184,18,18,1
7.727,0.257,1.67,240,1
4.875,0.304,1.38,95,1
2.167,0.231,3,18,1
21.2,0.24,1.85,508,1
10.556,0.284,1.91,243,1
7.375,0.292,1.82,138,1
3.333,0.333,1.21,40,1
5.4,0.378,3.14,204,1
10.789,0.254,2.4,3957,1
4.8,0.579,6.04,278,1
21.667,0.253,2.05,197,1
7.417,0.429,3.5,458,1
1.857,0.319,1.61,29,1
0.875,0.375,2.1,21,1
4.833,0.333,1.53,58,1
53.4,0.132,1.28,703,1
7.375,0.381,2.77,180,1
27.1,0.199,1.42,540,1
3,0.357,2.14,107,1
7,0.318,1.54,109,1
16,0.309,1.73,178,1
2.9,0.29,1.83,84,1
10,0.298,1.72,191,1
22.875,0.288,2.08,421,1
1.125,0.389,2.15,28,1
2.111,0.292,1.52,50,1
1.167,0.333,1.4,14,1
4.067,0.247,1.87,226,1
2.286,0.42,1.96,47,1
10.7,0.273,1.81,292,1
24.857,0.169,1.56,822,1
0.667,0.667,8,16,1
28.5,0.393,1.83,179,1
32.3,0.198,1.38,641,1
1.4,0.314,1.91,44,1
23.125,0.235,1.82,348,1
1.778,0.222,1.33,32,1
1.6,0.55,2.44,22,1
5.625,0.156,1.87,56,1
4.667,0.149,1.47,25,1
1.125,0.431,2.07,31,1
3.75,0.242,1.53,58,1
1.333,0.407,1.57,44,1
6.545,0.665,6.35,527,1
22.5,0.371,2.32,534,1
0.647,0.417,9.75,78,1
0.75,0.375,1.64,18,1
7,0.331,2.35,334,1
6.143,0.249,1.29,75,1
2.111,0.298,2.68,51,1
1.634,0.441,33.67,1212,1
14.25,0.116,1.45,106,1
3,0.259,1.46,38,1
37.25,0.242,1.5,576,1
0.667,0.583,4.67,14,1
24.636,0.162,1.36,483,1
3.714,0.302,1.9,55,1
2.429,0.279,3.09,133,1
5.111,0.292,1.92,121,1
3.5,0.091,2.67,32,1
3.125,0.515,2.64,103,1
4.111,0.453,2.7,151,1
11.545,0.266,2.23,371,1
19.6,0.395,5.28,1743,1
8.667,0.464,3.33,326,1
4,0.27,1.36,53,1
1.2,0.142,2.83,17,1
12.818,0.366,2.85,567,1
24.333,0.109,1.43,215,1
13.273,0.238,1.83,383,1
4.455,0.343,4.3,185,1
34.444,0.17,1.27,475,1
2.111,0.392,2.31,67,1
1.1,0.409,2.5,45,1
15.5,0.329,2.88,510,1
1.857,0.286,1.63,26,1
13.8,0.249,1.51,86,1
1.625,0.423,1.76,44,1
2.5,0.32,2,80,1
2,0.61,8.13,122,1
2.429,0.454,3.18,54,1
1.5,0.375,2.57,36,1
2,0.286,1.56,28,1
3.125,0.24,1.45,48,1
5.222,0.404,1.99,171,1
3.583,0.357,2.71,184,1
4.5,0.296,2.25,133,1
1.818,0.168,3.36,37,1
2.875,0.462,1.89,85,1
4.833,0.42,1.92,73,1
2,0.255,1.56,25,1
1.714,0.226,1.9,19,1
5,0.279,2.17,113,1
1.889,0.601,8.36,92,1
0.75,0.526,7.21,101,1
3.25,0.25,1.37,52,1
2,0.408,1.74,40,1
0.889,0.583,21,42,1
2.5,0.244,2.2,22,1
2.375,0.355,2,54,1
4.5,0.282,1.84,127,1
4.125,0.436,1.89,115,1
20,0.252,2.36,1136,1
13.625,0.109,1.25,95,1
5.25,0.414,1.88,139,1
2.875,0.255,2.14,47,1
2.333,0.365,2.3,69,1
53.5,0.113,1.36,606,1
1.429,0.314,1.29,22,1
2.5,0.392,2.51,98,1
1,0.52,52,52,1
1,0.367,1.38,18,1
1.333,0.542,2,26,1
3.455,0.328,1.96,137,1
4.778,0.3,1.78,116,1
4.667,0.369,1.77,62,1
5.333,0.286,1.41,55,1
1.625,0.49,2.68,51,1
1.929,0.479,7.24,181,1
3.75,0.242,1.35,58,1
7.571,0.342,2.4,127,1
3.36,0.443,8.45,930,1
2,0.292,1.62,21,1
25.889,0.165,1.26,345,1
0.571,0.25,2.33,7,1
16.778,0.185,1.39,251,1
3.667,0.259,1.67,77,1
13,0.419,2.48,441,1
11.667,0.456,7.66,3064,1
2,0.398,2.68,51,1
1.2,0.433,1.63,13,1
4.667,0.452,2.85,171,1
26.875,0.366,2.86,629,1
16.273,0.33,2.88,650,1
7,0.308,2.43,422,1
6.4,0.189,2.12,121,1
25.8,0.337,2.67,869,1
5.25,0.259,1.74,87,1
0.875,0.393,2,22,1
8.545,0.257,2.18,266,1
7.714,0.235,1.53,89,1
5,0.927,21.36,2670,1
0.8,0.7,7,14,1
12.5,0.19,1.39,237,1
27,0.339,1.89,449,1
4.111,0.526,3.18,175,1
13.1,0.415,2.74,543,1
22.286,0.473,2.37,517,1
6.1,0.333,1.85,203,1
13.375,0.381,2.4,326,1
1.889,0.536,6.31,82,1
18.889,0.371,2.6,567,1
1.143,0.339,2.38,19,1
2.714,0.331,1.69,44,1
9.8,0.379,2.22,371,1
8.727,0.277,1.83,292,1
24.333,0.325,1.83,285,1
7.667,0.217,2,60,1
5.625,0.911,18.69,2953,1
2.4,0.267,2.06,64,1
17.333,0.099,2,62,1
8.625,0.216,1.43,119,1
4.111,0.598,3.49,199,1
14.188,0.41,4.97,1490,1
5.714,0.336,1.47,94,1
0.833,0.333,1.67,10,1
11.333,0.257,1.15,105,1
2.778,0.32,2.25,72,1
11,0.27,1.93,241,1
3.625,0.384,2.07,89,1
3.5,0.406,2.07,91,1
19.214,0.337,4.61,1271,1
4.5,0.333,1.71,24,1
1.571,0.416,2,32,1
2.167,0.359,1.65,28,1
20,0.16,1.39,259,1
1.875,0.517,2.48,62,1
2.333,0.487,3.29,92,1
4.571,0.339,1.46,76,1
3.429,0.274,1.48,46,1
5.923,0.298,2.4,298,1
0.75,0.417,2.22,20,1
1.333,0.406,104.95,4093,1
38.556,0.111,1.26,347,1
33,0.364,1.09,12,1
1.857,0.78,7.89,71,1
6.636,0.27,2.03,217,1
4.857,0.252,1.43,60,1
2.667,0.333,1.33,8,1
9.429,0.294,1.46,136,1
0.714,0.486,4.25,17,1
31.667,0.338,2.42,866,1
1.5,0.427,2.05,41,1
40,0.4,1.07,16,1
3.167,0.184,1.24,21,1
49,0.286,7,14,1
17.286,0.276,1.79,234,1
3.5,0.308,3.14,69,1
3.4,0.388,1.83,33,1
5.167,0.263,1.4,49,1
23.818,0.251,1.85,722,1
7.111,0.465,2.58,268,1
1,0.4,10,10,1
5.5,0.52,2.24,103,1
2.714,0.398,1.77,53,1
5.714,0.229,1.28,64,1
2.286,0.304,1.13,34,1
4.5,0.465,2.13,134,1
2.25,0.438,2.74,63,1
50.6,0.15,1.34,758,1
2.2,0.6,2.75,33,1
50.778,0.173,1.28,712,1
2.833,0.382,1.63,39,1
5.2,0.298,2.09,155,1
5.444,0.587,3.12,259,1
12.286,0.294,1.69,177,1
2.286,0.42,2.14,47,1
19.333,0.178,1.71,279,1
14.667,0.302,2.61,637,1
2.333,0.243,1.31,46,1
10.222,0.35,2.07,290,1
10.143,0.394,1.87,196,1
4.625,0.375,2.22,111,1
3.125,0.355,1.73,71,1
6.1,0.305,1.98,186,1
11.5,0.24,1.48,276,1
7.444,0.468,3.76,282,1
9.273,0.289,1.87,324,1
36.889,0.159,1.21,476,1
1.8,0.583,7.5,105,1
1,0.358,1.81,29,1
29.778,0.465,6.3,1122,1
23.75,0.311,1.51,118,1
6.2,0.419,1.91,65,1
1.412,0.4,4.79,163,1
5,0.463,2.47,148,1
8.889,0.231,1.54,166,1
4.167,0.273,1.17,41,1
3.818,0.284,1.93,131,1
23.778,0.23,1.44,443,1
11.333,0.166,1.58,152,1
14.667,0.168,1.34,199,1
65,0.2,1.08,13,1
26,0.203,1.27,259,1
1.714,0.452,2,38,1
2.333,0.512,3.07,43,1
27.1,0.193,1.28,524,1
2,0.516,2.54,66,1
23.733,0.406,5.29,2167,1
4.2,0.317,2.22,133,1
16.4,0.361,2.11,148,1
7.222,0.463,2.66,271,1
7.455,0.236,1.97,213,1
4.077,0.509,5.75,351,1
19.286,0.156,1.23,147,1
16,0.259,1.69,149,1
34,0.359,2.7,781,1
4.625,0.392,1.93,116,1
8.3,0.266,2.1,221,1
2,0.327,1.6,32,1
6.111,0.255,1.38,126,1
15.273,0.234,1.55,432,1
26.875,0.367,2.6,631,1
8.143,0.273,1.3,109,1
6.857,0.298,1.67,100,1
24.727,0.171,1.47,511,1
1.5,0.411,4.51,158,1
7,0.284,1.96,161,1
2.727,0.379,3.05,125,1
1.5,0.396,2.11,38,1
14.583,0.403,4.28,847,1
20.417,0.204,1.7,599,1
1,0.56,4,56,1
7.727,0.268,1.73,251,1
1.875,0.292,1.84,35,1
33,0.207,1.61,684,1
1.412,0.426,4.46,174,1
2.111,0.292,2.63,50,1
1.556,0.278,2.06,35,1
1.9,0.3,1.68,57,1
8.4,0.257,1.46,54,1
3.3,0.321,2.47,106,1
5.222,0.385,2.51,163,1
1.857,0.198,2.25,18,1
19.5,0.373,4.59,1424,1
14,0.36,2.96,609,1
1.167,0.405,1.89,17,1
7,1,7,7,1
3,0.306,1.67,45,1
2,0.361,1.44,26,1
5.429,0.248,1.32,66,1
9.111,0.329,2.11,243,1
6.6,0.27,1.87,178,1
4.429,0.3,1.97,65,1
21.5,0.257,2.37,1084,1
2.667,0.218,1.38,47,1
