@relation page-blocks

@attribute Height numeric
@attribute Area numeric
@attribute Eccen numeric
@attribute P_black numeric
@attribute Wb_trans numeric
@attribute Class {1,2,3,4,5}

@data
8,128,2,0.477,25,1
12,96,0.667,0.292,9,1
8,552,8.625,0.098,39,1
7,189,3.857,0.28,40,1
7,287,5.857,0.185,35,1
7,119,2.429,0.319,27,1
7,266,5.429,0.41,60,1
6,174,4.833,0.42,38,1
7,119,2.429,0.429,23,1
4,276,17.25,0.377,57,1
7,91,1.857,0.78,9,1
5,30,1.2,0.3,5,1
6,78,2.167,0.359,17,1
9,828,10.222,0.292,118,1
12,264,1.833,0.58,20,1
10,940,9.4,0.286,151,1
7,63,1.286,0.333,15,1
10,70,0.7,0.314,12,1
11,561,4.636,0.294,80,1
10,250,2.5,0.32,40,1
10,1260,12.6,0.425,200,1
15,810,3.6,0.323,107,1
8,176,2.75,0.403,35,1
10,100,1,0.5,1,1
8,112,1.75,0.42,25,1
8,64,1,0.516,14,1
11,704,5.818,0.395,83,1
9,297,3.667,0.357,43,1
9,396,4.889,0.449,60,1
1,7,7,1,1,1
10,4740,47.4,0.187,585,1
6,120,3.333,0.258,24,1
6,162,4.5,0.241,35,1
7,259,5.286,0.301,43,1
6,222,6.167,0.306,48,1
12,2484,17.25,0.2,292,1
9,504,6.222,0.339,77,1
7,119,2.429,0.269,21,1
9,819,10.111,0.206,123,1
9,441,5.444,0.272,87,1
7,98,2,0.337,17,1
9,333,4.111,0.3,50,1
11,946,7.818,0.297,144,1
9,297,3.667,0.458,62,1
9,4428,54.667,0.132,476,1
8,264,4.125,0.345,58,1
7,70,1.429,0.329,13,1
9,4599,56.778,0.164,530,1
12,3252,22.583,0.238,391,1
5,290,11.6,0.2,41,1
8,664,10.375,0.325,123,1
7,189,3.857,0.286,41,1
14,5908,30.143,0.18,624,1
8,176,2.75,0.295,20,1
9,378,4.667,0.452,60,1
8,96,1.5,0.438,21,1
8,96,1.5,0.396,18,1
9,4572,56.444,0.184,640,1
13,5629,33.308,0.375,438,1
6,54,1.5,0.556,14,1
12,1536,10.667,0.339,179,1
12,1464,10.167,0.26,166,1
9,738,9.111,0.329,115,1
11,374,3.091,0.364,49,1
8,152,2.375,0.355,31,1
7,1197,24.429,0.16,154,1
5,25,1,0.72,1,1
5,10,0.4,0.8,1,1
7,126,2.571,0.27,25,1
7,231,4.714,0.342,40,1
9,3141,38.778,0.125,306,1
9,2979,36.778,0.126,308,1
8,232,3.625,0.444,48,1
7,161,3.286,0.342,38,1
9,207,2.556,0.3,41,1
7,504,10.286,0.405,110,1
10,2340,23.4,0.188,319,1
9,288,3.556,0.413,69,1
6,66,1.833,0.379,15,1
10,630,6.3,0.233,87,1
8,48,0.75,0.458,8,1
14,1428,7.286,0.356,172,1
12,1416,9.833,0.309,181,1
8,216,3.375,0.343,42,1
7,672,13.714,0.271,118,1
7,161,3.286,0.447,37,1
9,4815,59.444,0.184,596,1
9,135,1.667,0.407,24,1
10,4130,41.3,0.315,527,1
13,1508,8.923,0.292,177,1
8,552,8.625,0.205,82,1
9,297,3.667,0.36,53,1
10,1050,10.5,0.234,145,1
9,351,4.333,0.256,55,1
15,1815,8.067,0.428,145,1
7,56,1.143,0.411,10,1
8,304,4.75,0.401,46,1
8,8,0.125,1,1,1
9,216,2.667,0.537,40,1
6,198,5.5,0.52,46,1
8,664,10.375,0.437,115,1
9,3123,38.556,0.111,275,1
5,40,1.6,0.325,8,1
14,378,1.929,0.479,25,1
9,720,8.889,0.333,115,1
8,384,6,0.31,62,1
12,4848,33.667,0.334,573,1
9,468,5.778,0.203,69,1
8,104,1.625,0.423,25,1
9,4815,59.444,0.106,422,1
8,400,6.25,0.253,44,1
9,747,9.222,0.292,90,1
6,90,2.5,0.267,12,1
10,290,2.9,0.29,46,1
8,136,2.125,0.456,26,1
6,66,1.833,0.364,15,1
10,2710,27.1,0.251,362,1
8,96,1.5,0.469,21,1
8,424,6.625,0.344,80,1
8,1296,20.25,0.435,188,1
5,480,19.2,0.342,77,1
25,6525,10.44,0.887,326,1
11,2013,16.636,0.481,208,1
7,350,7.143,0.214,61,1
8,136,2.125,0.419,27,1
10,4300,43,0.351,559,1
9,639,7.889,0.39,102,1
10,90,0.9,0.356,20,1
9,486,6,0.391,96,1
7,427,8.714,0.321,72,1
10,2710,27.1,0.193,380,1
9,108,1.333,0.62,14,1
6,264,7.333,0.447,56,1
9,387,4.778,0.377,65,1
7,609,12.429,0.365,116,1
6,354,9.833,0.237,61,1
7,168,3.429,0.232,32,1
8,144,2.25,0.361,24,1
8,40,0.625,0.375,9,1
6,576,16,0.335,79,1
14,2142,10.929,0.38,183,1
8,24,0.375,0.5,4,1
10,220,2.2,0.377,34,1
6,48,1.333,0.5,11,1
8,72,1.125,0.431,13,1
9,162,2,0.414,29,1
6,1032,28.667,0.294,175,1
3,270,30,0.511,59,1
8,512,8,0.336,81,1
8,2752,43,0.216,486,1
11,1056,8.727,0.277,160,1
7,987,20.143,0.16,135,1
6,66,1.833,0.333,13,1
6,240,6.667,0.221,42,1
9,4572,56.444,0.16,563,1
9,1467,18.111,0.263,137,1
10,780,7.8,0.255,113,1
7,707,14.429,0.501,111,1
19,8645,23.947,0.081,21,1
6,576,16,0.262,100,1
5,115,4.6,0.504,24,1
10,180,1.8,0.289,20,1
9,837,10.333,0.278,140,1
10,60,0.6,0.433,10,1
8,360,5.625,0.222,42,1
6,48,1.333,0.542,13,1
10,1250,12.5,0.19,170,1
8,96,1.5,0.469,28,1
8,640,10,0.184,84,1
5,35,1.4,0.457,11,1
7,154,3.143,0.396,33,1
13,1001,5.923,0.298,124,1
12,672,4.667,0.256,85,1
12,864,6,0.623,80,1
7,700,14.286,0.283,118,1
9,900,11.111,0.247,121,1
7,119,2.429,0.454,17,1
10,1000,10,0.41,146,1
12,240,1.667,0.546,16,1
9,261,3.222,0.23,46,1
11,352,2.909,0.335,52,1
5,160,6.4,0.35,42,1
10,120,1.2,0.55,14,1
10,190,1.9,0.363,28,1
1,36,36,0.222,7,1
10,2620,26.2,0.179,344,1
7,679,13.857,0.196,79,1
7,56,1.143,0.357,10,1
9,747,9.222,0.356,96,1
3,312,34.667,0.606,19,1
10,380,3.8,0.195,50,1
8,160,2.5,0.206,24,1
10,790,7.9,0.244,108,1
7,301,6.143,0.545,64,1
8,128,2,0.375,23,1
10,120,1.2,0.183,10,1
7,112,2.286,0.286,19,1
9,2754,34,0.213,424,1
11,1199,9.909,0.234,146,1
7,105,2.143,0.4,28,1
9,189,2.333,0.529,30,1
11,2024,16.727,0.484,213,1
6,1086,30.167,0.298,192,1
16,6784,26.5,0.371,488,1
10,1540,15.4,0.342,207,1
9,1674,20.667,0.372,255,1
8,32,0.5,0.594,7,1
12,2784,19.333,0.316,375,1
11,352,2.909,0.301,56,1
9,261,3.222,0.188,33,1
6,534,14.833,0.298,99,1
12,864,6,0.63,89,1
24,8016,13.917,0.894,501,1
6,1302,36.167,0.25,214,1
5,180,7.2,0.406,54,1
8,200,3.125,0.365,40,1
9,747,9.222,0.333,85,1
11,99,0.818,0.545,6,1
8,1208,18.875,0.174,178,1
8,1440,22.5,0.199,219,1
7,42,0.857,0.333,10,1
8,152,2.375,0.388,30,1
8,984,15.375,0.255,147,1
3,27,3,0.296,4,1
8,72,1.125,0.389,13,1
7,287,5.857,0.213,46,1
5,25,1,0.52,6,1
7,1449,29.571,0.249,279,1
5,50,2,0.28,2,1
7,847,17.286,0.305,144,1
10,210,2.1,0.3,33,1
8,456,7.125,0.309,78,1
8,856,13.375,0.363,139,1
7,231,4.714,0.264,51,1
6,300,8.333,0.397,50,1
7,287,5.857,0.213,45,1
10,190,1.9,0.605,13,1
9,495,6.111,0.255,91,1
16,6560,25.625,0.381,450,1
7,147,3,0.327,28,1
7,133,2.714,0.338,27,1
10,230,2.3,0.248,26,1
8,88,1.375,0.318,21,1
79,12561,2.013,0.319,78,1
1,263,263,0.152,39,1
11,957,7.909,0.253,128,1
10,860,8.6,0.145,103,1
10,370,3.7,0.33,61,1
8,328,5.125,0.21,48,1
11,1705,14.091,0.257,210,1
10,70,0.7,0.329,13,1
7,245,5,0.494,47,1
7,644,13.143,0.309,106,1
9,720,8.889,0.333,119,1
7,28,0.571,0.321,3,1
9,4815,59.444,0.126,469,1
4,16,1,0.5,1,1
8,248,3.875,0.415,55,1
6,12,0.333,0.583,1,1
13,2821,16.692,0.361,334,1
10,350,3.5,0.42,66,1
9,1512,18.667,0.315,221,1
15,4500,20,0.252,481,1
14,5096,26,0.366,396,1
10,520,5.2,0.269,70,1
5,65,2.6,0.262,12,1
6,78,2.167,0.256,13,1
7,1099,22.429,0.439,174,1
5,25,1,0.36,7,1
8,144,2.25,0.472,27,1
8,64,1,0.359,15,1
5,180,7.2,0.211,25,1
8,2240,35,0.191,333,1
16,6832,26.688,0.4,492,1
10,1550,15.5,0.35,195,1
9,1566,19.333,0.15,193,1
14,4396,22.429,0.379,357,1
10,790,7.9,0.385,143,1
11,2981,24.636,0.176,378,1
9,531,6.556,0.492,81,1
7,2723,55.571,0.167,381,1
7,77,1.571,0.364,16,1
17,408,1.412,0.4,34,1
9,828,10.222,0.287,123,1
9,207,2.556,0.386,33,1
9,891,11,0.21,135,1
11,1386,11.455,0.273,180,1
9,369,4.556,0.301,58,1
7,280,5.714,0.25,44,1
5,20,0.8,0.35,4,1
9,405,5,0.425,62,1
8,256,4,0.387,61,1
6,78,2.167,0.295,15,1
13,2834,16.769,0.216,344,1
5,195,7.8,0.395,21,1
8,472,7.375,0.186,59,1
10,130,1.3,0.285,23,1
8,1112,17.375,0.16,82,1
9,333,4.111,0.538,64,1
6,114,3.167,0.36,26,1
8,176,2.75,0.398,36,1
7,42,0.857,0.452,11,1
8,56,0.875,0.321,3,1
9,369,4.556,0.244,68,1
8,432,6.75,0.275,87,1
10,2480,24.8,0.356,340,1
5,445,17.8,0.169,66,1
6,42,1.167,0.452,8,1
7,49,1,0.265,4,1
13,325,1.923,0.351,19,1
5,65,2.6,0.415,16,1
10,310,3.1,0.197,47,1
8,312,4.875,0.423,72,1
11,1001,8.273,0.286,123,1
8,264,4.125,0.375,62,1
10,2420,24.2,0.26,303,1
8,72,1.125,0.319,10,1
9,225,2.778,0.378,40,1
7,175,3.571,0.354,29,1
10,1030,10.3,0.25,146,1
12,144,1,0.306,26,1
9,1107,13.667,0.346,173,1
7,672,13.714,0.274,115,1
8,40,0.625,0.475,8,1
26,7644,11.308,0.453,456,1
8,320,5,0.281,62,1
11,946,7.818,0.289,138,1
5,30,1.2,0.4,6,1
11,891,7.364,0.339,109,1
11,2981,24.636,0.168,371,1
7,98,2,0.296,18,1
6,264,7.333,0.265,57,1
11,935,7.727,0.257,144,1
3,1272,141.33,0.537,5,1
6,156,4.333,0.519,36,1
9,162,2,0.605,14,1
14,5866,29.929,0.373,485,1
18,1152,3.556,0.261,93,1
7,210,4.286,0.338,46,1
1,99,99,0.192,18,1
8,72,1.125,0.278,7,1
9,918,11.333,0.193,137,1
7,49,1,0.347,12,1
8,432,6.75,0.35,87,1
7,161,3.286,0.329,38,1
24,6720,11.667,0.449,389,1
10,230,2.3,0.27,31,1
10,170,1.7,0.535,12,1
8,96,1.5,0.396,16,1
9,225,2.778,0.32,32,1
7,217,4.429,0.313,45,1
8,472,7.375,0.292,76,1
10,190,1.9,0.563,13,1
8,224,3.5,0.393,40,1
10,180,1.8,0.539,11,1
6,84,2.333,0.274,18,1
9,378,4.667,0.347,56,1
15,915,4.067,0.247,121,1
11,2981,24.636,0.198,388,1
11,242,2,0.277,36,1
12,480,3.333,0.46,29,1
6,72,2,0.375,14,1
5,135,5.4,0.548,34,1
10,1000,10,0.436,172,1
9,450,5.556,0.22,75,1
9,117,1.444,0.308,21,1
22,1584,3.273,0.52,82,1
7,287,5.857,0.341,62,1
9,1467,18.111,0.264,130,1
9,450,5.556,0.496,83,1
7,294,6,0.293,33,1
8,656,10.25,0.288,95,1
9,198,2.444,0.227,28,1
5,490,19.6,0.341,78,1
12,1416,9.833,0.255,175,1
11,1265,10.455,0.266,188,1
7,182,3.714,0.302,29,1
9,1575,19.444,0.19,221,1
5,10,0.4,0.7,1,1
8,72,1.125,0.458,15,1
7,455,9.286,0.284,82,1
5,15,0.6,0.6,2,1
10,2720,27.2,0.232,319,1
14,5880,30,0.376,449,1
7,336,6.857,0.33,77,1
11,803,6.636,0.27,107,1
7,126,2.571,0.31,28,1
7,70,1.429,0.286,15,1
9,423,5.222,0.286,62,1
10,190,1.9,0.142,9,1
9,2979,36.778,0.195,452,1
5,490,19.6,0.316,85,1
7,140,2.857,0.25,26,1
8,872,13.625,0.447,158,1
8,112,1.75,0.357,20,1
10,130,1.3,0.231,17,1
9,63,0.778,0.302,10,1
7,497,10.143,0.193,67,1
9,1485,18.333,0.337,197,1
25,4625,7.4,0.479,306,1
8,296,4.625,0.392,60,1
3,12,1.333,0.917,1,1
8,720,11.25,0.207,97,1
7,119,2.429,0.261,17,1
2,208,52,0.063,12,1
8,96,1.5,0.208,18,1
7,364,7.429,0.266,80,1
10,430,4.3,0.256,61,1
8,208,3.25,0.24,20,1
7,49,1,0.592,12,1
13,1495,8.846,0.314,179,1
10,5350,53.5,0.113,447,1
7,357,7.286,0.325,70,1
6,192,5.333,0.365,42,1
12,1488,10.333,0.3,228,1
9,1494,18.444,0.274,217,1
10,870,8.7,0.375,146,1
7,126,2.571,0.27,26,1
12,852,5.917,0.481,70,1
10,1000,10,0.267,147,1
10,840,8.4,0.279,142,1
11,2992,24.727,0.275,392,1
5,25,1,0.44,7,1
6,84,2.333,0.274,18,1
9,324,4,0.531,61,1
10,380,3.8,0.397,56,1
5,20,0.8,0.7,2,1
9,315,3.889,0.59,48,1
8,96,1.5,0.385,25,1
7,1148,23.429,0.281,202,1
8,72,1.125,0.361,15,1
9,2088,25.778,0.274,326,1
9,72,0.889,0.722,4,1
10,530,5.3,0.215,79,1
7,245,5,0.302,50,1
9,234,2.889,0.342,34,1
9,495,6.111,0.251,87,1
9,747,9.222,0.376,113,1
7,1337,27.286,0.307,247,1
17,374,1.294,0.425,34,1
5,20,0.8,0.5,1,1
20,640,1.6,0.43,13,1
7,119,2.429,0.555,25,1
6,414,11.5,0.28,83,1
6,510,14.167,0.239,86,1
6,144,4,0.292,27,1
10,5110,51.1,0.161,575,1
8,976,15.25,0.227,154,1
10,1840,18.4,0.325,232,1
8,568,8.875,0.136,59,1
7,1505,30.714,0.548,246,1
5,20,0.8,0.45,3,1
10,150,1.5,0.36,26,1
8,176,2.75,0.392,30,1
71,2414,0.479,0.094,119,1
7,119,2.429,0.227,10,1
9,270,3.333,0.248,46,1
9,342,4.222,0.377,47,1
9,738,9.111,0.335,100,1
11,1925,15.909,0.21,205,1
24,4464,7.75,0.505,305,1
6,78,2.167,0.128,6,1
8,4080,63.75,0.144,444,1
11,1111,9.182,0.33,137,1
9,4797,59.222,0.167,596,1
8,112,1.75,0.455,26,1
6,66,1.833,0.303,15,1
8,104,1.625,0.471,27,1
24,2880,5,0.927,125,1
12,1008,7,0.42,89,1
10,460,4.6,0.363,83,1
8,248,3.875,0.351,44,1
5,580,23.2,0.376,100,1
7,329,6.714,0.258,66,1
6,786,21.833,0.106,60,1
2,38,9.5,0.237,5,1
16,1472,5.75,0.245,100,1
12,3984,27.667,0.402,356,1
10,310,3.1,0.3,28,1
8,336,5.25,0.259,50,1
7,196,4,0.286,36,1
9,1530,18.889,0.371,218,1
10,300,3,0.357,50,1
4,128,8,0.313,19,1
9,297,3.667,0.424,68,1
9,342,4.222,0.313,49,1
10,140,1.4,0.314,23,1
5,160,6.4,0.413,49,1
6,576,16,0.319,80,1
16,192,0.75,0.526,14,1
9,1755,21.667,0.126,144,1
8,328,5.125,0.323,64,1
14,4760,24.286,0.259,503,1
11,275,2.273,0.276,40,1
9,261,3.222,0.318,48,1
7,63,1.286,0.381,12,1
6,354,9.833,0.268,75,1
8,96,1.5,0.417,19,1
10,510,5.1,0.22,87,1
11,4037,33.364,0.221,544,1
6,24,0.667,0.458,5,1
6,24,0.667,0.417,2,1
11,814,6.727,0.247,102,1
11,880,7.273,0.492,87,1
7,91,1.857,0.396,27,1
8,560,8.75,0.463,112,1
11,88,0.727,0.727,6,1
8,408,6.375,0.37,69,1
10,1080,10.8,0.297,174,1
7,161,3.286,0.28,31,1
38,8626,5.974,0.304,370,1
10,320,3.2,0.306,58,1
8,200,3.125,0.3,27,1
10,930,9.3,0.268,140,1
12,528,3.667,0.294,67,1
8,216,3.375,0.236,39,1
6,102,2.833,0.275,14,1
5,375,15,0.259,82,1
8,368,5.75,0.356,62,1
9,387,4.778,0.455,59,1
9,684,8.444,0.358,112,1
7,3633,74.143,0.073,215,1
9,2790,34.444,0.17,375,1
9,1098,13.556,0.378,152,1
9,261,3.222,0.287,49,1
7,63,1.286,0.397,9,1
16,3632,14.188,0.41,300,1
8,488,7.625,0.316,76,1
7,1589,32.429,0.217,215,1
8,1720,26.875,0.366,220,1
4,28,1.75,0.286,1,1
7,105,2.143,0.4,23,1
8,120,1.875,0.425,26,1
8,80,1.25,0.35,14,1
14,5824,29.714,0.384,481,1
6,156,4.333,0.34,40,1
8,280,4.375,0.425,57,1
8,1440,22.5,0.213,220,1
9,288,3.556,0.333,57,1
10,200,2,0.32,30,1
9,1233,15.222,0.235,171,1
16,6256,24.438,0.401,477,1
14,4760,24.286,0.344,356,1
10,510,5.1,0.28,86,1
8,584,9.125,0.433,92,1
6,162,4.5,0.475,33,1
11,2563,21.182,0.245,349,1
16,5456,21.313,0.378,394,1
9,1863,23,0.177,255,1
8,112,1.75,0.268,10,1
8,320,5,0.347,68,1
9,1656,20.444,0.206,251,1
8,592,9.25,0.568,108,1
4,456,28.5,0.393,98,1
10,2840,28.4,0.202,402,1
77,20867,3.519,0.478,885,1
7,140,2.857,0.464,24,1
24,8088,14.042,0.945,418,1
9,234,2.889,0.299,42,1
7,217,4.429,0.396,41,1
6,192,5.333,0.286,39,1
8,2744,42.875,0.129,294,1
7,266,5.429,0.248,50,1
13,494,2.923,0.312,45,1
10,330,3.3,0.318,45,1
7,378,7.714,0.254,69,1
8,168,2.625,0.31,31,1
7,63,1.286,0.349,10,1
9,1197,14.778,0.236,150,1
9,306,3.778,0.379,68,1
7,1477,30.143,0.257,223,1
8,352,5.5,0.455,50,1
8,112,1.75,0.438,22,1
19,2470,6.842,0.208,267,1
9,855,10.556,0.285,116,1
8,48,0.75,0.375,11,1
7,784,16,0.168,106,1
9,297,3.667,0.33,54,1
10,2620,26.2,0.274,399,1
6,54,1.5,0.296,8,1
7,287,5.857,0.425,62,1
7,182,3.714,0.445,36,1
7,126,2.571,0.262,17,1
6,66,1.833,0.197,10,1
9,63,0.778,0.349,10,1
7,49,1,0.347,8,1
6,132,3.667,0.326,33,1
13,3692,21.846,0.205,405,1
7,98,2,0.316,16,1
11,2882,23.818,0.259,386,1
9,2358,29.111,0.209,356,1
5,155,6.2,0.361,36,1
14,476,2.429,0.279,43,1
8,608,9.5,0.475,106,1
8,80,1.25,0.388,14,1
9,324,4,0.352,65,1
7,77,1.571,0.455,20,1
8,80,1.25,0.313,13,1
14,1750,8.929,0.289,228,1
10,590,5.9,0.251,87,1
11,220,1.818,0.564,14,1
4,72,4.5,0.25,7,1
7,91,1.857,0.308,18,1
7,161,3.286,0.286,29,1
7,84,1.714,0.405,21,1
7,1015,20.714,0.207,140,1
9,1359,16.778,0.184,178,1
9,927,11.444,0.243,159,1
10,250,2.5,0.34,45,1
3,21,2.333,0.619,1,1
5,195,7.8,0.338,49,1
6,264,7.333,0.254,40,1
9,4806,59.333,0.102,351,1
10,1070,10.7,0.273,161,1
9,918,11.333,0.404,132,1
6,564,15.667,0.287,66,1
24,3984,6.917,0.905,211,1
8,656,10.25,0.398,104,1
5,215,8.6,0.372,55,1
9,567,7,0.298,84,1
11,3311,27.364,0.308,458,1
10,2190,21.9,0.153,270,1
9,792,9.778,0.263,131,1
9,378,4.667,0.429,59,1
7,91,1.857,0.363,15,1
7,56,1.143,0.357,13,1
9,2448,30.222,0.269,353,1
11,1232,10.182,0.217,154,1
7,77,1.571,0.39,17,1
10,190,1.9,0.584,16,1
10,4990,49.9,0.147,575,1
8,80,1.25,0.425,16,1
11,1309,10.818,0.261,181,1
7,238,4.857,0.252,42,1
26,9828,14.538,0.229,650,1
7,357,7.286,0.283,75,1
4,40,2.5,0.5,5,1
6,180,5,0.311,46,1
9,288,3.556,0.354,60,1
7,287,5.857,0.328,66,1
5,135,5.4,0.267,21,1
9,981,12.111,0.219,127,1
4,176,11,0.267,33,1
8,560,8.75,0.464,110,1
8,144,2.25,0.215,13,1
7,42,0.857,0.333,3,1
8,56,0.875,0.268,9,1
5,70,2.8,0.543,19,1
1,104,104,0.192,19,1
9,675,8.333,0.396,121,1
9,432,5.333,0.257,79,1
8,152,2.375,0.395,31,1
10,870,8.7,0.344,132,1
11,253,2.091,0.265,32,1
8,136,2.125,0.346,19,1
9,324,4,0.565,58,1
12,852,5.917,0.631,81,1
10,330,3.3,0.342,68,1
7,140,2.857,0.357,27,1
5,410,16.4,0.361,70,1
8,152,2.375,0.382,30,1
9,2655,32.778,0.2,354,1
9,4581,56.556,0.123,448,1
11,682,5.636,0.218,92,1
8,200,3.125,0.33,40,1
10,150,1.5,0.247,23,1
7,490,10,0.535,81,1
6,42,1.167,0.333,10,1
8,1712,26.75,0.421,248,1
9,1458,18,0.254,138,1
7,133,2.714,0.398,31,1
9,1467,18.111,0.148,170,1
7,665,13.571,0.268,114,1
10,980,9.8,0.391,159,1
10,160,1.6,0.338,26,1
6,30,0.833,0.367,4,1
8,128,2,0.516,26,1
9,3321,41,0.329,409,1
9,324,4,0.42,68,1
7,805,16.429,0.273,128,1
10,2930,29.3,0.207,397,1
12,132,0.917,0.371,30,1
1,40,40,0.4,15,1
9,1521,18.778,0.333,220,1
7,77,1.571,0.377,18,1
9,909,11.222,0.196,146,1
10,370,3.7,0.327,66,1
7,504,10.286,0.236,70,1
7,861,17.571,0.139,95,1
7,210,4.286,0.295,35,1
7,399,8.143,0.321,87,1
6,72,2,0.319,15,1
5,315,12.6,0.368,58,1
7,91,1.857,0.264,17,1
9,1539,19,0.4,214,1
9,351,4.333,0.259,61,1
10,180,1.8,0.656,17,1
12,132,0.917,0.652,7,1
8,96,1.5,0.385,19,1
5,45,1.8,0.333,8,1
8,800,12.5,0.485,113,1
10,380,3.8,0.432,59,1
8,1296,20.25,0.204,85,1
7,637,13,0.163,71,1
12,108,0.75,0.509,6,1
8,2176,34,0.197,310,1
10,40,0.4,0.375,1,1
9,1746,21.556,0.191,238,1
9,1080,13.333,0.331,181,1
11,99,0.818,0.465,12,1
7,63,1.286,0.46,12,1
9,234,2.889,0.316,40,1
8,320,5,0.363,69,1
9,765,9.444,0.395,130,1
7,49,1,0.388,10,1
7,532,10.857,0.301,116,1
17,408,1.412,0.426,39,1
10,990,9.9,0.473,160,1
7,644,13.143,0.292,122,1
9,2097,25.889,0.165,274,1
10,180,1.8,0.389,37,1
6,486,13.5,0.282,109,1
9,171,2.111,0.392,29,1
10,160,1.6,0.544,12,1
11,2992,24.727,0.281,420,1
7,77,1.571,0.312,18,1
22,1474,3.045,0.221,112,1
9,1593,19.667,0.196,227,1
7,140,2.857,0.4,30,1
6,78,2.167,0.346,10,1
12,96,0.667,0.479,1,1
7,434,8.857,0.272,81,1
9,216,2.667,0.218,34,1
7,49,1,0.347,9,1
10,230,2.3,0.261,34,1
8,224,3.5,0.438,5,1
24,1536,2.667,0.227,103,1
9,315,3.889,0.397,65,1
13,429,2.538,0.245,27,1
7,322,6.571,0.304,38,1
12,804,5.583,0.35,99,1
9,999,12.333,0.184,115,1
6,54,1.5,0.37,10,1
8,72,1.125,0.361,12,1
7,602,12.286,0.244,116,1
7,735,15,0.127,67,1
8,328,5.125,0.424,55,1
10,440,4.4,0.441,66,1
11,1848,15.273,0.234,279,1
10,3360,33.6,0.163,415,1
18,3024,9.333,0.187,241,1
7,182,3.714,0.374,41,1
9,306,3.778,0.366,47,1
8,1216,19,0.199,191,1
3,27,3,0.296,6,1
10,990,9.9,0.443,166,1
10,2620,26.2,0.281,390,1
11,2277,18.818,0.268,332,1
8,280,4.375,0.396,59,1
16,384,1.5,0.393,32,1
9,891,11,0.312,129,1
1,27,27,0.593,4,1
9,1719,21.222,0.328,264,1
7,161,3.286,0.447,38,1
9,927,11.444,0.383,129,1
7,98,2,0.316,16,1
8,264,4.125,0.436,61,1
7,63,1.286,0.317,9,1
11,220,1.818,0.564,15,1
9,972,12,0.329,141,1
7,154,3.143,0.247,32,1
8,1128,17.625,0.371,227,1
9,315,3.889,0.263,29,1
9,369,4.556,0.425,58,1
8,160,2.5,0.525,24,1
9,333,4.111,0.598,57,1
8,120,1.875,0.458,22,1
7,497,10.143,0.394,105,1
7,273,5.571,0.293,56,1
12,1404,9.75,0.22,184,1
7,945,19.286,0.202,134,1
7,189,3.857,0.101,5,1
10,340,3.4,0.426,48,1
7,91,1.857,0.374,19,1
9,747,9.222,0.391,91,1
6,492,13.667,0.104,39,1
11,99,0.818,0.475,3,1
9,720,8.889,0.338,119,1
8,984,15.375,0.402,146,1
8,240,3.75,0.296,34,1
8,560,8.75,0.341,115,1
7,182,3.714,0.269,40,1
7,140,2.857,0.257,27,1
8,192,3,0.339,36,1
10,1550,15.5,0.314,184,1
13,1105,6.538,0.327,131,1
15,5130,22.8,0.24,495,1
9,1143,14.111,0.213,154,1
7,826,16.857,0.386,141,1
8,136,2.125,0.228,21,1
10,2620,26.2,0.29,432,1
8,184,2.875,0.375,33,1
8,904,14.125,0.21,135,1
9,144,1.778,0.375,26,1
12,312,2.167,0.221,43,1
7,133,2.714,0.278,27,1
5,260,10.4,0.208,40,1
8,48,0.75,0.375,6,1
10,480,4.8,0.313,60,1
11,275,2.273,0.298,40,1
8,96,1.5,0.427,16,1
22,1518,3.136,0.516,74,1
9,1512,18.667,0.268,214,1
7,77,1.571,0.299,17,1
38,3648,2.526,0.431,478,1
7,161,3.286,0.28,35,1
9,4590,56.667,0.075,241,1
8,312,4.875,0.378,72,1
7,266,5.429,0.338,58,1
8,144,2.25,0.389,25,1
7,1344,27.429,0.136,135,1
9,171,2.111,0.55,13,1
8,256,4,0.375,47,1
9,2205,27.222,0.16,254,1
8,96,1.5,0.427,15,1
5,30,1.2,0.433,8,1
7,77,1.571,0.338,16,1
7,84,1.714,0.476,14,1
9,1350,16.667,0.237,183,1
8,1728,27,0.156,203,1
9,207,2.556,0.246,28,1
10,490,4.9,0.165,60,1
9,738,9.111,0.364,96,1
9,819,10.111,0.32,119,1
9,81,1,0.346,10,1
10,250,2.5,0.408,42,1
5,35,1.4,0.457,11,1
7,28,0.571,0.357,2,1
8,72,1.125,0.375,15,1
5,40,1.6,0.6,11,1
8,552,8.625,0.279,103,1
8,96,1.5,0.438,22,1
9,360,4.444,0.506,59,1
8,560,8.75,0.279,93,1
7,77,1.571,0.364,14,1
7,63,1.286,0.238,10,1
10,380,3.8,0.434,57,1
8,56,0.875,0.304,11,1
7,861,17.571,0.265,137,1
8,560,8.75,0.298,95,1
12,828,5.75,0.407,107,1
7,98,2,0.337,18,1
7,35,0.714,0.257,4,1
9,396,4.889,0.258,74,1
10,120,1.2,0.367,26,1
11,286,2.364,0.262,42,1
13,3107,18.385,0.239,343,1
7,49,1,0.327,12,1
10,250,2.5,0.392,47,1
24,2568,4.458,0.908,138,1
7,140,2.857,0.493,38,1
7,231,4.714,0.385,40,1
8,168,2.625,0.435,37,1
10,760,7.6,0.474,119,1
9,1377,17,0.304,203,1
1,31,31,0.226,6,1
7,637,13,0.179,92,1
5,100,4,0.47,20,1
17,323,1.118,0.362,2,1
7,434,8.857,0.189,64,1
