@relation phoneme

@attribute Aa numeric
@attribute Ao numeric
@attribute Iy numeric
@attribute Class {0,1}

@data
1.405,2.724,0.423,0
2.01,2.213,0.45,0
0.651,2.655,0.575,0
1.466,0.924,-0.073,0
0.215,0.549,1.732,0
2.815,0.989,0.537,0
-0.125,1.458,0.643,0
1.962,1.416,0.143,0
1.229,1.569,0.332,0
0.505,1.929,-0.626,0
0.159,1.248,-0.353,0
1.116,1.999,-0.193,0
0.132,0.575,0.514,0
2.02,0.615,0.079,0
0.302,2.12,-0.184,0
0.156,1.135,-0.448,0
0.354,1.769,-0.236,0
0.252,1.357,-0.331,0
0.265,1.443,0.381,0
0.1,0.28,-0.186,0
1.104,2.076,1.452,0
0.304,1.88,0.322,0
0.708,2.221,-0.188,0
0.289,1.436,-0.659,0
2.15,0.376,-0.065,0
0.823,2.79,0.299,0
2.971,0.48,-0.285,0
0.218,1.463,-0.523,0
0.401,-1.038,-0.736,0
0.562,2.911,-0.224,0
0.536,1.153,-0.303,0
2.181,1.505,0.698,0
0.82,2.083,0.283,0
0.266,0.825,-0.527,0
0.764,2.766,-0.219,0
0.615,3.089,1.046,0
0.218,1.432,-0.408,0
0.378,0.982,-0.623,0
0.176,0.438,2.42,0
0.433,0.595,2.318,0
0.393,1.749,-0.431,0
0.671,2.214,-0.219,0
0.223,1.086,-0.944,0
1.528,0.54,0.149,0
0.43,3.32,-0.24,0
3.052,0.536,-0.165,0
0.737,2.989,-0.351,0
0.749,1.506,-0.115,0
0.154,0.388,2.153,0
0.148,0.435,2.222,0
0.39,3.135,0.456,0
-0.084,0.438,0,0
2.259,1.52,-0.145,0
0.74,2.248,-0.25,0
0.095,0.624,2.613,0
2.065,0.519,0.14,0
0.169,1.441,0.545,0
0.773,2.061,-0.179,0
2.88,0.332,0.084,0
0.377,1.73,0.345,0
0.079,0.372,0.48,0
1.098,2.692,0.348,0
0.059,0.251,0.535,0
0.735,2.461,-0.412,0
1.222,1.182,-0.099,0
1.295,2.849,0.284,0
1.103,0.789,0.075,0
0.217,0.598,-0.606,0
0.609,1.765,0.905,0
2.766,0.315,-0.304,0
1.611,2.175,0.548,0
3.36,0.643,0.697,0
2.744,0.524,-0.331,0
-0.166,-0.78,-0.493,0
1.493,1.664,-0.175,0
0.356,1.503,-0.396,0
0.535,2.167,0.414,0
1.875,2.182,-0.222,0
0.125,0.446,1.127,0
0.158,0.475,0.778,0
0.529,3.296,0.887,0
2.186,1.421,-0.121,0
0.281,0.576,-0.346,0
2.23,0.488,0.102,0
0.531,2.74,-0.316,0
1.461,1.555,0.271,0
0.26,0.645,1.181,0
1.415,1.529,-0.101,0
0.299,1.503,-0.632,0
0.386,1.576,-0.535,0
1.568,1.363,0.156,0
0.29,1.995,0.772,0
0.42,2.394,0.675,0
0.489,3.375,0.611,0
0.463,2.106,-0.187,0
0.627,3.389,-0.251,0
1.517,1.186,0.248,0
1.139,0.866,0.096,0
3.542,0.562,-0.096,0
0.184,1.364,0.658,0
1.068,1.601,-0.132,0
0.714,1.3,-0.571,0
1.857,1.077,-0.289,0
0.175,0.896,0.928,0
0.456,2.64,-0.238,0
2.833,0.582,0.178,0
0.714,1.3,-0.571,0
0.227,1.064,1.11,0
0.635,3.127,-0.274,0
0.165,1.257,-0.82,0
3.459,0.695,-0.081,0
2.287,-0.234,0.176,0
0.597,3.405,0.647,0
2.427,0.253,1.242,0
2.059,1.344,-0.103,0
0.233,1.469,1.012,0
-0.288,-0.469,-1.177,0
1.909,0.249,0.102,0
0.291,0.678,2.1,0
0.836,1.403,-0.336,0
0.268,1.333,-0.748,0
1.4,1.606,0.258,0
0.272,1.776,0.504,0
1.378,1.088,-0.126,0
2.452,-0.211,0.166,0
0.706,2.348,-0.378,0
1.601,0.836,-0.131,0
0.493,1.066,-0.443,0
1.305,1.404,-0.152,0
0.437,0.561,1.811,0
0.388,0.955,-0.656,0
0.399,0.824,-0.686,0
2.817,0.729,0.22,0
2.32,1.249,0.161,0
0.17,0.581,1.124,0
0.124,0.346,2.196,0
1.185,2.24,-0.171,0
0.25,1.027,-0.859,0
2.039,0.855,0.124,0
0.726,2.701,0.416,0
1.199,1.223,-0.469,0
3.163,-0.265,0.096,0
0.145,0.715,0.792,0
2.241,0.78,-0.092,0
1.246,2.16,0.221,0
2.654,1.16,0.394,0
2.869,1.077,0.5,0
1.037,2.405,-0.16,0
0.999,2.345,1.402,0
-0.12,1.159,0.598,0
3.13,0.54,-0.067,0
1.325,1.206,-0.096,0
0.24,0.705,1.91,0
1.929,0.828,0.163,0
2.21,1.84,0.952,0
2.385,0.607,0.102,0
0.2,0.561,-0.644,0
0.074,0.373,0.423,0
0.231,1.25,-0.53,0
3.054,-0.324,0.407,0
0.295,1.164,-0.662,0
1.936,0.557,0.14,0
0.334,1.312,0.464,0
0.807,0.826,-0.274,0
3.156,0.537,-0.065,0
0.478,3.147,-0.303,0
0.079,0.341,0.608,0
0.289,0.806,-0.756,0
0.18,0.636,1.762,0
1.101,3.092,0.28,0
0.422,3.294,-0.203,0
3.273,0.301,-0.223,0
2.366,1.188,1.008,0
0.978,1.539,-0.178,0
0.817,1.094,0.143,0
0.269,1.497,-0.727,0
1.379,1.73,0.171,0
0.238,0.967,-0.368,0
2.342,0.498,0.1,0
3.052,0.358,-0.222,0
0.455,2.401,-0.242,0
0.52,1.822,0.287,0
1.573,1.128,-0.215,0
1.385,2.777,-0.227,0
0.936,2.178,-0.368,0
0.41,1.009,-0.555,0
0.307,1.272,-0.946,0
3.892,-0.241,-0.127,0
0.39,1.445,-0.728,0
0.049,0.309,-0.447,0
3.17,0.529,0.172,0
-0.174,1.629,0.648,0
0.254,2.392,1.828,0
0.094,0.342,-0.223,0
2.956,0.996,-0.175,0
-0.225,2.158,-0.259,0
3.192,0.675,-0.202,0
0.621,1.749,-0.183,0
0.59,1.933,0.487,0
0.191,0.395,0.544,0
2.885,-0.282,0.503,0
0.147,0.789,0.672,0
0.09,0.361,-0.87,0
2.53,-0.211,0.152,0
0.378,1.737,-0.445,0
2.963,0.322,0.088,0
0.705,1.8,-0.152,0
0.629,2.626,-0.245,0
0.52,1.97,0.248,0
0.705,1.796,-0.286,0
0.807,2.227,-0.225,0
0.636,3.198,0.31,0
1.988,1.974,-0.18,0
0.108,0.355,0.592,0
0.382,2.454,-0.57,0
0.249,1.315,0.572,0
0.47,2.984,1.012,0
0.227,1.27,-0.591,0
0.362,1.662,-0.636,0
0.253,2.692,0.274,0
0.278,0.632,1.443,0
1.529,1.078,-0.072,0
0.213,1.448,0.338,0
0.898,1.405,-0.113,0
0.059,0.287,-0.522,0
0.958,1.627,0.193,0
0.195,1.204,-0.432,0
0.586,2.32,-0.587,0
1.901,0.502,0.151,0
0.709,1.759,-0.405,0
2.614,0.997,0.36,0
1.543,1.994,-0.126,0
0.501,2.669,0.308,0
1.254,2.545,0.227,0
0.397,0.91,-0.616,0
0.271,1.024,-0.854,0
0.625,2.852,-0.289,0
0.561,3.053,0.388,0
0.436,0.614,2.308,0
0.665,2.476,1.359,0
0.231,1.136,-0.638,0
0.815,0.845,0.082,0
0.521,2.947,0.445,0
0.055,0.205,0.486,0
0.826,1.872,0.232,0
0.349,1.248,-0.7,0
0.657,0.49,2.008,0
2.032,0.524,0.152,0
2.944,1.111,0.258,0
0.536,3.273,-0.307,0
1.232,1.073,-0.08,0
0.921,0.872,-0.082,0
2.602,0.404,0.1,0
0.711,2.448,0.255,0
1.033,1.105,-0.101,0
0.776,2.215,-0.205,0
0.874,3.03,0.243,0
0.228,0.46,1.282,0
0.15,0.661,2.273,0
0.279,1.209,-0.772,0
-0.089,-0.227,1.332,0
0.342,2.526,-0.533,0
1.869,0.81,0.153,0
0.194,1.262,0.754,0
1.188,2.725,-0.186,0
2.065,0.703,-0.079,0
2.786,-0.269,0.11,0
0.944,1.258,-0.109,0
0.886,1.913,0.195,0
1.298,2.284,-0.147,0
0.77,2.496,0.24,0
0.286,1.034,-0.732,0
3.724,-0.302,-0.083,0
0.766,2.892,-0.239,0
0.06,0.225,0.264,0
3.347,0.482,0.666,0
3.065,0.629,-0.085,0
0.159,1.123,-0.459,0
0.442,2.568,0.469,0
0.313,2.116,0.734,0
1.576,1.608,-0.121,0
0.62,1.695,-0.232,0
1.053,2.205,-0.183,0
0.398,1.769,-0.521,0
0.46,1.935,0.607,0
0.311,1.493,0.304,0
2.975,0.585,0.086,0
0.223,0.395,1.208,0
0.284,1.152,1.276,0
0.279,1.395,-0.752,0
0.342,2.176,0.294,0
0.213,1.071,-0.609,0
1.518,1.411,0.135,0
0.204,1.574,0.62,0
2.217,-0.195,0.103,0
1.527,1.36,-0.137,0
0.435,2.563,0.741,0
2.318,0.281,-0.397,0
0.303,1.407,-0.434,0
0.301,1.011,-0.696,0
0.234,1.794,-0.749,0
1.004,2.024,1.205,0
1.051,2.748,0.301,0
0.308,1.127,-0.784,0
1.957,1.436,0.232,0
1.297,1.473,0.322,0
0.12,0.38,0.997,0
3.164,-0.263,0.069,0
0.808,3.041,0.621,0
0.717,0.72,-0.794,0
0.98,-0.688,-1.3,0
0.211,0.538,2.189,0
0.26,2.668,0.708,0
0.203,1.205,-0.546,0
0.148,1.153,-0.34,0
2.852,0.393,0.11,0
0.634,3.05,0.876,0
1.47,1.903,-0.134,0
0.149,0.867,2.015,0
0.256,0.33,2.29,0
0.997,1.896,1.479,0
0.586,2.283,-0.367,0
1.347,2.597,-0.2,0
1.134,0.882,0.07,0
0.309,1.464,-0.551,0
0.545,3.467,-0.222,0
3.055,0.508,-0.075,0
0.967,2.225,-0.145,0
-0.645,1.771,-0.195,0
0.542,2.204,-0.17,0
2.234,0.711,-0.215,0
0.89,2.258,-0.154,0
0.502,2.169,-0.253,0
0.079,0.389,0.427,0
0.859,3.003,0.827,0
2.911,0.613,0.093,0
2.328,0.582,0.077,0
0.178,0.767,1.268,0
0.487,2.467,-0.213,0
0.729,2.055,-0.183,0
1.667,0.772,0.123,0
-0.163,-0.321,1.244,0
0.078,0.512,1.731,0
-0.059,0.345,-0.648,0
0.379,0.911,-0.584,0
2.841,0.346,0.154,0
1.107,1.532,-0.113,0
0.286,1.386,0.468,0
1.165,2.441,0.367,0
2.117,1.646,-0.302,0
2.915,0.596,-0.075,0
2.558,0.561,0.475,0
0.187,1.129,-0.565,0
1.638,1.722,-0.338,0
1.944,-0.434,-0.079,0
0.482,1.236,-0.705,0
1.294,1.194,0.114,0
0.269,1.522,-0.469,0
0.641,1.983,-0.238,0
0.61,2.82,-0.317,0
1.209,1.761,0.176,0
0.273,1.982,0.567,0
0.061,0.224,-0.207,0
0.204,1.385,-0.612,0
2.116,0.488,0.094,0
0.115,0.375,1.742,0
3.258,0.541,-0.17,0
3.777,0.592,-0.103,0
0.544,1.687,-0.294,0
3.209,0.79,0.703,0
2.019,0.887,0.312,0
1.508,1.605,0.801,0
0.311,2.065,0.34,0
0.236,0.368,1.22,0
1.266,2.537,0.607,0
0.58,1.755,0.334,0
1.796,0.6,0.211,0
0.169,0.5,1.001,0
0.552,2.956,0.285,0
-0.802,0.884,0.341,0
0.181,0.48,1.305,0
1.274,1.755,-0.111,0
0.763,3.172,-0.194,0
0.383,1.272,0.585,0
0.079,0.274,1.157,0
0.327,1.581,0.274,0
0.427,-1.045,-0.444,0
2.036,1.325,0.373,0
1.532,1.411,0.28,0
0.368,3.033,0.476,0
1.467,0.76,0.107,0
2.503,0.461,0.17,0
0.226,0.704,1.741,0
0.271,1.286,-0.702,0
0.155,1.012,-0.747,0
0.4,1.025,-0.789,0
0.301,2.09,0.867,0
3.237,0.521,-0.263,0
3.079,0.491,-0.084,0
0.565,3.345,0.751,0
1.644,1.98,1.252,0
2.074,1.149,0.339,0
0.899,1.904,0.367,0
0.329,2.302,0.322,0
0.185,0.484,1.838,0
0.435,1.86,-0.217,0
1.033,2.488,0.28,0
0.698,1.875,0.173,0
0.742,3.039,-0.191,0
0.378,1.673,0.405,0
0.221,1.392,-0.615,0
0.264,1.276,-0.635,0
1.176,2.074,0.254,0
0.064,0.517,0.498,0
0.466,1.06,-0.676,0
0.892,1.534,-0.118,0
1.836,0.751,0.134,0
1.092,2.369,-0.383,0
2.475,1.325,0.697,0
0.247,1.554,0.275,0
0.269,1.117,-0.671,0
0.346,0.925,1.064,0
0.303,2.881,0.221,0
0.145,0.332,-0.794,0
0.068,0.272,1.286,0
2.981,0.531,-0.093,0
0.198,1.356,-0.491,0
3.53,-0.29,-0.071,0
2.751,0.365,0.091,0
0.497,2.586,0.292,0
0.727,2.657,0.417,0
-0.089,1.333,0.746,0
2.991,0.411,0.109,0
0.262,0.729,1.728,0
2.539,1.247,0.146,0
0.159,0.356,1.763,0
2.967,0.918,0.266,0
0.216,1.59,0.486,0
0.181,1.783,-0.661,0
0.27,2.773,0.247,0
0.323,1.76,-0.406,0
0.77,1.607,0.183,0
0.675,2.915,0.413,0
2.586,0.614,0.162,0
-0.195,-0.895,-0.988,0
-0.058,4.378,-0.253,0
0.285,1.068,1.394,0
0.57,1.372,0.604,0
0.708,0.435,-0.27,0
2.01,1.07,-0.085,0
0.531,2.018,-0.568,0
0.139,0.384,1.56,0
0.336,1.536,-0.623,0
0.265,1.313,-0.78,0
0.14,0.369,2.025,0
0.584,3.106,0.302,0
0.996,2.348,-0.202,0
1.973,1.482,0.222,0
0.211,1.473,0.714,0
0.612,2.418,0.425,0
0.468,1.63,-0.571,0
0.182,1.094,1.275,0
1.271,2.311,-0.152,0
0.164,0.706,1.936,0
2.511,1.155,-0.087,0
0.331,0.59,0.834,0
1.017,2.97,-0.158,0
0.478,2.114,-0.191,0
2.571,-0.235,0.137,0
1.636,2.166,0.594,0
0.222,1.017,1.076,0
0.238,2.446,0.576,0
0.625,1.85,0.319,0
0.524,2.625,0.481,0
2.457,0.732,0.092,0
1.547,1.178,0.128,0
1.064,-1.012,1.599,0
1,1.739,0.369,0
1.669,2.226,0.229,0
0.135,0.584,2.355,0
0.631,2.598,0.409,0
0.488,2.179,0.58,0
1.989,2.52,-0.137,0
1.302,1.829,-0.134,0
0.139,1.504,-0.766,0
0.193,0.675,1.631,0
0.404,0.913,0.831,0
0.079,0.355,0.519,0
0.455,2.558,0.573,0
1.565,2.359,-0.156,0
0.597,3.028,0.302,0
1.089,1.423,-0.123,0
0.275,1.133,-0.478,0
0.067,0.286,-0.454,0
0.573,0.92,0.78,0
0.159,0.378,-0.601,0
2.675,0.309,0.984,0
-0.102,-0.549,-1.359,0
0.799,2.609,-0.262,0
1.483,1.798,0.92,0
-0.106,0.556,1.628,0
0.494,1.763,0.454,0
0.233,0.473,1.742,0
1.322,1.153,0.371,0
0.344,0.931,-1.01,0
2.205,0.544,0.096,0
2.697,-0.221,0.091,0
-0.097,1.037,-0.632,0
0.513,3.256,-0.268,0
0.239,1.807,0.992,0
0.394,0.949,1.511,0
0.307,2.782,-0.206,0
0.587,1.028,0.56,0
0.343,1.708,0.25,0
0.228,0.471,1.183,0
0.563,3.544,0.456,0
0.644,1.088,-0.51,0
2.493,0.265,0.081,0
0.565,1.975,-0.264,0
1.44,2.132,0.249,0
3.363,0.586,0.657,0
1.131,2.61,-0.158,0
1.558,0.539,0.08,0
3.568,-0.29,-0.071,0
0.27,3.115,1.223,0
3.466,0.481,0.109,0
0.447,1.028,-0.764,0
0.626,3.136,0.879,0
0.257,1.277,-0.605,0
1.084,0.767,0.078,0
0.499,2.156,-0.588,0
2.116,2.138,0.57,0
1.182,2.344,-0.178,0
1.37,2.042,0.214,0
0.266,0.593,-0.569,0
1.313,1.111,0.106,0
1.532,1.411,0.28,0
1.087,1.908,0.25,0
1.063,1.705,-0.277,0
0.578,1.929,-0.193,0
0.104,0.463,2.313,0
0.816,1.456,-0.189,0
0.432,2.114,0.224,0
0.954,2.609,1.195,0
1.549,2.37,0.215,0
1.814,1.24,0.129,0
-0.106,0.548,0,0
0.587,2.481,-0.49,0
1.386,1.298,0.109,0
1.9,0.836,-0.088,0
0.834,2.73,-0.19,0
0.227,0.878,1.898,1
0.249,0.381,0.869,1
0.365,1.356,0.581,1
1.053,0.573,1.495,1
1.309,0.768,1.657,1
0.098,0.692,0.712,1
0.245,0.37,0.929,1
0.609,0.63,0.539,1
0.444,1.333,1.261,1
0.28,0.619,0.937,1
1.146,1.426,-0.464,1
0.208,0.824,1.792,1
1.02,2.502,-0.343,1
0.253,0.292,1.273,1
0.814,0.334,-0.651,1
-0.137,0.587,-0.668,1
0.354,1.042,-0.728,1
0.175,0.548,-1.084,1
0.284,0.742,1.047,1
0.658,1.518,1.077,1
0.53,0.921,-0.81,1
0.122,0.689,-0.736,1
0.511,0.487,1.094,1
0.133,0.506,0.84,1
0.122,0.827,1.191,1
1.021,0.494,0.887,1
1.021,0.494,0.887,1
0.627,2.967,1.082,1
0.179,0.742,1.419,1
0.305,0.599,1.921,1
0.446,0.59,0.884,1
0.318,0.811,0.821,1
0.656,3.296,0.722,1
1.109,2.194,-0.357,1
0.537,0.405,0.681,1
0.09,0.681,0.769,1
0.264,0.984,0.73,1
1.02,0.605,1.409,1
0.208,0.406,1.704,1
1.158,2.391,-0.248,1
0.162,0.753,1.923,1
0.285,1.391,2.097,1
1.062,1.602,-0.576,1
0.602,0.504,0.889,1
-0.104,0.767,1.229,1
0.353,0.956,1.758,1
0.181,0.721,0.791,1
0.123,0.915,1.984,1
1.402,0.893,1.385,1
0.75,1.367,-0.44,1
0.239,0.589,0.899,1
-0.106,-0.363,1.3,1
0.532,2.657,0.449,1
0.127,0.732,1.236,1
0.145,0.51,1.566,1
0.214,0.954,1.696,1
0.359,1.105,-0.658,1
0.493,1.572,1.509,1
0.162,0.532,1.32,1
0.112,0.514,1.609,1
0.445,0.965,0.958,1
-0.079,-0.329,-0.597,1
0.082,0.343,-0.823,1
0.509,1.904,-0.309,1
0.153,0.563,0.703,1
0.2,0.764,1.241,1
0.179,0.878,1.531,1
0.633,0.802,-0.659,1
0.366,1.292,0.819,1
0.089,0.511,0.573,1
0.572,2.888,0.836,1
0.125,0.548,0.836,1
0.591,1.23,0.806,1
0.762,1.809,0.456,1
0.197,0.705,1.02,1
0.444,0.698,0.741,1
0.441,0.596,0.923,1
0.226,0.842,2.022,1
0.394,1.646,0.448,1
0.255,0.747,0.953,1
0.541,2.145,-0.228,1
0.301,1.086,0.933,1
1.615,1.576,0.484,1
0.562,1.018,-0.43,1
0.302,0.581,1.122,1
0.475,0.363,2.417,1
0.209,0.433,1.429,1
-0.142,0.613,1.203,1
-0.321,-0.599,0.806,1
0.28,0.859,1.339,1
0.345,0.931,1.046,1
0.617,1.621,-0.6,1
0.371,2.472,-0.429,1
0.501,0.462,1.562,1
-0.058,-0.256,-0.954,1
1.105,2.762,-0.25,1
0.465,1.111,1.238,1
0.123,0.447,2.028,1
0.197,1.015,1.156,1
0.223,0.603,2.053,1
0.155,0.328,1.662,1
0.454,0.779,1.167,1
0.96,0.431,1.326,1
0.679,0.639,0.926,1
0.781,1.25,0.383,1
0.43,1.043,2.294,1
0.474,0.731,1.803,1
0.302,0.65,1.893,1
0.125,1,1.428,1
0.31,0.953,1.066,1
0.326,0.571,1.106,1
1.309,0.768,1.657,1
0.21,0.45,0.946,1
0.202,0.486,1.473,1
1.317,0.82,1.641,1
0.141,0.64,1.899,1
0.31,0.496,1.696,1
0.115,0.514,0.725,1
0.209,0.463,1.13,1
0.138,0.65,1.528,1
1.053,0.573,1.495,1
0.599,3.057,0.59,1
0.356,1.13,-0.678,1
0.574,0.97,1.16,1
0.978,0.816,-0.591,1
0.142,1.011,1.292,1
0.383,0.394,1.108,1
0.24,0.551,1.204,1
0.109,0.472,0.685,1
0.322,1.981,0.856,1
0.838,0.258,0.769,1
0.834,0.372,1.957,1
0.797,1.249,-0.451,1
0.317,1.119,-0.864,1
0.698,2.407,0.749,1
0.207,0.658,0.616,1
0.226,0.567,0.957,1
0.231,0.541,1.579,1
1.393,2.061,0.577,1
0.489,2.944,0.78,1
0.146,0.627,0.294,1
0.122,0.512,1.683,1
0.305,0.921,2.318,1
0.201,0.892,1.008,1
0.242,0.533,1.327,1
0.565,1.167,-0.516,1
0.118,0.542,0.954,1
1.058,1.379,1.283,1
0.146,0.554,2.295,1
0.5,0.731,1.347,1
0.214,0.601,-0.771,1
0.222,0.436,1.207,1
0.182,0.796,1.726,1
0.202,0.733,0.343,1
0.955,1.445,0.716,1
0.352,0.541,0.79,1
0.755,1.187,1.122,1
0.431,0.475,1.339,1
0.838,0.259,0.769,1
0.106,0.635,0.453,1
0.786,0.546,1.737,1
0.274,0.76,-0.404,1
0.312,1.078,1.277,1
0.162,0.451,0.79,1
0.278,0.72,1.172,1
0.548,0.611,-0.61,1
0.318,0.911,1.985,1
1.598,1.054,0.808,1
0.813,0.951,1.058,1
1.103,0.633,-0.626,1
0.135,0.483,-0.493,1
0.324,0.712,1.91,1
0.228,0.673,1.307,1
0.455,1.412,1.31,1
0.199,0.636,1.258,1
0.556,1.231,-0.436,1
0.174,0.854,0.584,1
0.284,0.976,-0.786,1
-0.235,0.726,1.448,1
0.061,0.277,-0.248,1
0.636,0.675,1.531,1
0.154,0.643,2.048,1
0.268,0.832,2.286,1
1.469,1.318,-0.469,1
0.691,0.817,-0.679,1
0.108,0.412,1.09,1
0.108,0.397,0.421,1
0.628,1.023,1.307,1
-0.259,0.619,1.167,1
0.476,1.125,1.147,1
0.598,1.598,0.708,1
0.316,0.62,-0.518,1
0.12,0.443,-0.318,1
0.403,0.391,1.141,1
0.356,0.881,1.905,1
0.336,0.81,0.968,1
0.874,2.65,0.584,1
0.544,2.081,0.603,1
0.348,1.079,1.109,1
1.585,1.259,-0.585,1
0.328,1.369,1.131,1
0.801,0.592,-0.555,1
0.271,0.596,1.056,1
0.411,0.834,1.409,1
0.189,0.543,1.125,1
0.149,0.64,2.099,1
0.544,1.256,0.884,1
0.328,0.656,2.117,1
0.436,0.734,1.698,1
0.205,0.671,1.258,1
0.762,1.414,-0.299,1
0.257,0.596,-0.782,1
0.936,2.357,0.519,1
1.067,0.502,0.783,1
0.666,0.618,1.067,1
0.387,0.474,2.735,1
0.243,0.495,1.268,1
0.179,0.781,-0.787,1
0.175,0.414,1.345,1
0.47,1.373,1.264,1
0.776,1.633,0.733,1
0.417,0.567,1.194,1
0.201,0.734,0.34,1
0.111,0.397,0.683,1
0.553,0.38,0.714,1
0.152,0.582,1.101,1
0.195,0.443,0.65,1
0.226,0.949,0.603,1
0.277,0.805,0.64,1
0.119,0.654,0.404,1
-0.268,0.813,1.662,1
1.387,0.812,-0.564,1
0.327,0.659,2.197,1
0.625,2.48,0.655,1
0.615,0.985,-0.563,1
0.08,0.263,0.476,1
0.136,0.214,0.45,1
0.278,1.134,-0.838,1
0.132,0.456,-0.498,1
1.752,1.47,-0.437,1
0.314,0.665,1.111,1
0.446,0.769,1.576,1
0.515,1.152,1.276,1
0.431,0.681,-0.694,1
0.441,0.794,0.962,1
0.624,1.283,0.79,1
0.616,0.753,-0.546,1
0.981,1.569,1.172,1
0.477,1.051,1.689,1
0.121,0.671,0,1
0.321,0.648,1.075,1
0.13,0.695,-0.786,1
0.233,0.543,1.316,1
0.151,0.82,1.777,1
1.971,2.302,-0.137,1
0.25,0.891,2.313,1
0.274,0.75,0.397,1
0.384,3.147,-0.41,1
0.225,0.852,1.811,1
0.796,1.215,0.415,1
0.693,0.627,2.078,1
0.216,0.732,1.698,1
0.199,0.584,0.621,1
0.395,0.526,0.965,1
0.25,0.958,2.169,1
0.181,0.455,0.831,1
0.403,1.026,1.809,1
0.316,0.67,0.978,1
-0.118,0.497,1.743,1
0.072,0.376,1.93,1
1.474,1.911,-0.271,1
0.228,0.881,2.501,1
0.103,0.576,0.82,1
-0.052,0.651,1.263,1
1.048,1.726,0.696,1
0.863,0.685,1.896,1
0.446,0.611,0.807,1
0.218,0.331,1.11,1
1.339,1.765,-0.355,1
0.293,1.319,1,1
0.234,0.359,1.917,1
0.16,0.599,0.893,1
0.646,2.708,0.369,1
0.218,0.659,2.194,1
0.415,1.692,0.901,1
0.47,0.566,1.201,1
0.449,2.339,1.411,1
0.297,0.626,0.974,1
0.227,0.978,2.218,1
0.302,0.581,1.122,1
0.518,0.819,1.016,1
1.116,2.206,-0.407,1
0.871,0.961,1.132,1
0.301,1.086,0.933,1
0.28,0.56,0.949,1
0.734,0.647,0.556,1
0.174,0.938,1.097,1
0.117,0.705,1.585,1
0.202,0.733,-0.343,1
0.435,0.761,1.192,1
0.576,0.551,1.163,1
0.334,2.68,1.172,1
-0.154,-0.237,1.003,1
0.271,0.544,1.434,1
0.257,1.029,1.26,1
0.414,0.577,1.104,1
0.216,0.376,1.729,1
0.109,0.697,0.579,1
0.596,0.496,0.652,1
0.909,2.114,-0.23,1
-0.195,0.854,-0.779,1
1.327,1.433,-0.415,1
0.49,0.722,-0.999,1
0.303,0.609,1.427,1
0.494,2.367,0.751,1
0.15,0.391,2.21,1
0.131,0.263,-0.386,1
0.137,0.714,0.972,1
0.604,1.316,0.669,1
1.435,2.509,-0.212,1
0.63,1,1.238,1
0.825,2.156,1.281,1
0.25,0.849,1.753,1
0.175,0.412,1.379,1
0.12,0.398,2.126,1
0.814,0.951,1.058,1
0.346,0.526,1.195,1
0.139,0.635,0.514,1
0.828,2.41,0.484,1
0.541,0.493,1.654,1
0.107,0.415,1.861,1
0.747,0.593,1.936,1
1.702,1.179,0.712,1
1.178,0.625,0.618,1
0.873,1.694,-0.52,1
0.108,0.402,-0.23,1
0.28,0.552,1.926,1
0.141,0.297,1.412,1
0.567,0.511,1.577,1
0.287,0.938,-0.593,1
0.458,0.77,1.142,1
0.414,2.453,-0.4,1
0.537,1.104,1.35,1
0.337,1.199,1.051,1
0.679,0.656,1.737,1
-0.087,-0.335,-1.28,1
0.256,1.233,-0.547,1
0.648,0.754,1.265,1
0.593,0.593,1.154,1
0.195,0.454,0.713,1
0.418,0.767,1.507,1
0.198,0.639,0.671,1
0.951,0.414,-0.633,1
0.169,0.523,1.885,1
0.505,0.534,-0.799,1
0.618,0.567,1.247,1
0.287,0.532,1.884,1
0.532,0.573,1.39,1
0.367,1.258,1.568,1
0.61,1.225,1.224,1
0.348,0.602,-0.748,1
0.305,1.08,2.245,1
0.142,0.308,1.503,1
0.272,0.527,1.185,1
1.208,1.688,-0.256,1
0.231,0.885,-0.405,1
0.779,1.671,0.648,1
0.064,0.286,0.449,1
0.471,0.782,1.563,1
0.482,0.917,-0.835,1
0.138,0.655,0,1
1.002,1.378,1.22,1
0.161,0.678,2.134,1
0.439,0.896,0.769,1
0.213,0.325,1.941,1
0.302,0.915,-0.668,1
0.538,0.682,1.165,1
0.892,0.6,1.399,1
0.371,2.963,1.227,1
0.95,0.555,1.481,1
0.15,0.652,-0.969,1
0.106,0.772,1.13,1
1.396,1.149,0.662,1
0.135,0.68,1.552,1
-0.184,0.485,-0.982,1
0.234,0.722,0.732,1
1.136,0.603,0.636,1
0.597,1.132,-0.601,1
0.245,0.521,1.135,1
0.379,0.714,1.607,1
0.411,0.785,1.012,1
0.453,1.5,0.959,1
0.929,0.343,1.584,1
1.03,1.402,-0.409,1
-0.239,0.7,1.292,1
0.539,0.653,0.62,1
0.594,0.557,1.121,1
0.313,0.654,0.789,1
0.596,1.555,0.699,1
0.1,0.408,0.75,1
0.271,0.641,2.283,1
0.715,0.847,2.094,1
0.547,1.069,2.259,1
0.683,-1.082,-0.873,1
0.287,0.531,1.883,1
0.252,0.623,-0.671,1
0.195,0.443,0.65,1
1.139,2.421,0.572,1
0.224,0.558,1.559,1
0.999,1.019,0.752,1
0.114,0.591,0.909,1
-0.081,-0.263,-0.581,1
0.321,0.674,2.252,1
0.885,0.328,0.751,1
1.22,2.523,0.863,1
0.124,0.629,0.669,1
0.151,0.509,-0.312,1
