@relation phoneme

@attribute Dcl numeric
@attribute Sh numeric
@attribute Class {0,1}

@data
-0.708,-0.148,1
1.417,-0.364,1
0.345,0,1
0.738,0.739,1
0.898,1.214,1
1.688,-1.12,1
1.057,0,1
0.56,0,1
1.274,1.318,1
1.452,1.734,1
1.727,1.175,1
0.518,1.297,1
1.162,0.342,1
1.79,-0.394,1
1.716,-0.406,1
1.406,-0.207,1
2.042,-0.179,1
1.424,-0.667,1
1.679,0.507,1
0.59,0,1
2.187,-0.49,1
2.162,0.636,1
0.626,-0.478,1
1.079,0,1
-0.576,0.56,1
1.775,1.099,1
1.287,2.068,1
2.435,-0.218,1
1.622,-0.174,1
1.866,-0.671,1
0.869,0.298,1
1.77,-0.361,1
2.246,1.261,1
0.769,0.786,1
0.79,1.037,1
1.321,0,1
2.056,1.31,1
1.141,-0.279,1
0.689,-0.448,1
-0.372,1.676,1
0.294,1.322,1
1.368,1.151,1
1.002,-0.692,1
-0.153,1.232,1
0.631,0,1
1.346,1.722,1
2.371,-0.275,1
0.442,1.078,1
1.563,0,1
0.837,-0.751,1
0.795,0,1
0.965,0.381,1
1.954,-0.683,1
0.905,1.21,1
0.67,0.56,1
2.018,-0.268,1
0.652,1.052,1
1.236,1.783,1
0.759,0.92,1
1.788,1.208,1
1.407,0.477,1
-0.446,0.845,1
1.321,1.516,1
0.556,1.184,1
1.001,0,1
1.465,-0.492,1
1.909,1.117,1
1.659,0.854,1
2.037,0.39,1
0.773,1.331,1
-1.131,-0.544,1
0.665,-0.674,1
-0.579,0,1
1.648,1.107,1
0.848,0.299,1
0.408,-0.553,1
-0.565,0.39,1
2.137,-0.257,1
0.974,0,1
1.531,-0.162,1
1.455,-0.387,1
0.731,0,1
2.199,1.199,1
2.07,1.461,1
1.551,-0.239,1
1.122,-0.784,1
0.66,0,1
1.136,2.319,1
0.505,0.944,1
0.498,1.02,1
2.289,-0.379,1
0.591,-0.299,1
1.223,0.221,1
2.084,1.043,1
-0.423,0.555,1
1.182,-0.371,1
1.14,0,1
1.557,0.719,1
1.927,-0.528,1
0.866,-0.487,1
0.22,1.434,1
1.327,0.513,1
0.792,-0.624,1
0.292,0,1
0.622,0.851,1
1.552,0.345,1
2.044,1.043,1
0.58,0,1
1.84,0.563,1
1.167,0.239,1
-0.537,0,1
0.696,-0.688,1
0.8,0.776,1
1.215,1.277,1
0.739,0,1
1.385,-0.639,1
-0.553,0.831,1
2.213,-0.372,1
1.6,1.071,1
2.266,-0.421,1
0.594,1.337,1
1.193,1.079,1
-0.584,0,1
2.27,0.602,1
-1.3,-0.354,1
1.656,-0.484,1
0.892,-0.772,1
0.901,0,1
1.518,0.517,1
2.633,0.64,1
1.769,-0.357,1
1.098,-0.86,1
1.576,-0.569,1
2.517,0.383,1
1.72,0.448,1
1.129,0,1
1.807,-0.72,1
1.335,2.015,1
-0.576,0.56,1
1.14,0,1
0.535,0.998,1
0.767,0,1
1.71,0.989,1
2.839,-0.249,1
1.637,0,1
-0.664,-0.841,1
1.018,-0.617,1
0.847,-0.995,1
0.741,-0.626,1
1.521,-0.173,1
1.553,-0.163,1
0.631,-0.632,1
1.444,2.137,1
2.708,-0.236,1
1.092,-0.187,1
0.766,1.068,1
0.665,0,1
0.534,1.164,1
1.581,0.583,1
1.133,0.354,1
0.756,1.346,1
0.845,-0.67,1
0.892,0,1
1.915,0.726,1
1.928,0,1
0.629,0,1
0.876,0,1
0.528,-0.81,1
1.928,-0.536,1
2.17,0.545,1
0.73,-0.88,1
0.796,0.921,1
0.269,0,1
-0.598,0.491,1
1.066,-0.362,1
0.604,0,1
1.581,-0.268,1
2.056,0.378,1
1.153,-0.547,1
0.39,1.234,1
0.666,1.339,1
1.634,0.273,1
0.6,-0.935,1
1.681,1.106,1
0.742,0,1
0.623,0.869,1
0.781,-0.814,1
2.046,1.141,1
1.718,0.681,1
0.345,0,1
0.948,0,1
1.838,0,1
0.473,1.27,1
0.551,0,1
1.236,0,1
0.888,-0.735,1
0.647,1.426,1
1.949,-0.504,1
0.749,-0.72,1
0.927,-0.321,1
1.702,1.604,1
0.941,0.883,1
1.942,1.487,1
0.622,0,1
1.123,-0.7,1
0.22,1.675,1
1.092,0.648,1
0.799,1.867,1
0.662,-1.284,1
1.28,1.02,1
2.555,1.181,1
0.721,-0.271,1
0.703,1.019,1
2.172,0.471,1
1.321,1.516,1
2.425,0.958,1
1.56,-0.355,1
0.738,-0.648,1
1.487,-0.597,1
0.849,0.824,1
1.734,1.148,1
0.881,1.014,1
1.833,0.846,1
1.134,0.76,1
1.043,-0.167,1
1.488,-0.652,1
1.195,-0.477,1
1.258,0.951,1
0.665,0.674,1
0.76,0,1
0.368,-0.647,1
0.755,0.758,1
2.017,0.39,1
1.831,1.464,1
-1.041,0,1
-0.585,-0.687,1
1.965,1.358,1
0.87,-1.013,1
0.77,0.786,1
0.922,0,1
1.289,-0.129,1
1.582,-0.387,1
1.749,-0.4,1
0.856,-0.789,1
0.785,0,1
1.901,1.375,1
0.574,0.892,1
-1.258,-0.58,1
0.45,-0.36,1
1.738,1.264,1
-0.402,0.624,1
0.894,-0.32,1
0.899,-0.247,1
1.45,-0.285,1
1.141,-0.534,1
0.61,0.929,1
0.833,0,1
0.408,1.24,1
2.206,0.794,1
2.839,-0.248,1
1.694,1.587,1
1.721,-0.17,1
1.954,-0.361,1
0.905,0.785,1
1.66,0.854,1
1.548,-0.757,1
2.391,-0.506,1
1.611,1.499,1
0.542,-0.7,1
1.928,1.442,1
0.327,0.969,1
1.048,-0.904,1
2.027,0,1
0.664,0,1
1.821,-0.766,1
0.772,0.638,1
1.35,-0.63,1
1.221,0,1
1.751,1.024,1
3.005,0.52,1
1.54,-0.207,1
1.244,1.184,1
1.895,0,1
-0.554,0.378,1
1.566,0,1
0.527,0,1
0.758,-1.145,1
1.943,0.44,1
0.883,0,1
0.413,-0.518,1
1.704,-0.259,1
1.982,0.34,1
0.686,-0.569,1
0.923,-0.357,1
0.52,1.687,1
0.894,-0.321,1
0.972,-0.12,1
1.472,-0.541,1
0.519,-0.305,1
-0.659,0.313,1
1.636,-0.425,1
1.53,1.131,1
1.448,-0.351,1
0.595,-0.873,1
0.664,-0.786,1
0.883,0,1
0.65,0,1
1.869,0.755,1
0.624,0.548,1
2.157,0.501,1
0.622,1.369,1
0.266,0.786,1
0.564,1.862,1
0.889,0,1
1.791,-0.159,1
1.611,0.694,1
0.607,-1.143,1
1.54,-0.639,1
0.736,0,1
0.865,-0.214,1
1.847,0.387,1
1.934,0,1
1.781,-0.172,1
1.66,-0.444,1
1.97,1.592,1
1.122,2.337,1
0.456,1.108,1
0.63,0,1
0.89,1.266,1
0.936,-0.722,1
1.375,-0.198,1
2.208,-0.355,1
1.809,0.799,1
2.032,1.408,1
0.912,0.547,1
0.988,-0.411,1
0.749,1.391,1
0.666,-0.562,1
0.393,-0.748,1
0.766,1.909,1
1.828,1.297,1
0.912,-1.086,1
0.427,0,1
-0.428,0.447,1
1.192,-0.969,1
2.15,-0.557,1
0.746,-0.805,1
0.97,-0.849,1
0.517,0,1
1.949,-0.52,1
0.463,0.961,1
0.935,-0.709,1
0.533,1.699,1
0.744,1.389,1
0.755,0.732,1
0.758,0.699,1
1.926,-0.636,1
1.596,0.859,1
0.683,0,1
1.522,-0.476,1
0.638,0,1
0.671,-0.878,1
1.572,-0.728,1
0.864,-0.106,1
1.551,1.704,1
1.246,2.116,1
1.509,0.622,1
1.675,0.708,1
1.862,-0.4,1
0.943,-0.538,1
2.473,1.537,1
2.119,-0.451,1
1.966,1.399,1
2.184,0.365,1
0.548,1.184,1
0.415,0,1
1.688,-0.451,1
1.597,-0.796,1
1.233,1.043,1
1.805,-0.621,1
0.547,0,1
1.054,0,1
1.96,1.59,1
1.059,0,1
0.913,1.283,1
0.716,-0.564,1
0.617,-0.873,1
1.13,-0.977,1
1.362,0,1
1.516,-0.85,1
1.153,-0.487,1
1.504,0.627,1
0.768,-0.961,1
2.085,0,1
1.185,-0.366,1
-0.452,-0.083,1
1.169,-0.513,1
0.809,-0.854,1
1.951,0.719,1
1.938,1.46,1
2.083,-0.247,1
0.494,1.522,1
0.625,1.572,1
2.195,-0.577,1
0.643,0,1
1.073,-0.785,1
0.762,0,1
1.041,-0.23,1
-0.531,0,1
-0.833,-0.602,1
0.314,0.922,1
0.634,0,1
2.036,0.642,1
1.665,-0.653,1
0.89,0,1
1.9,1.47,1
0.303,0,1
2.105,0.415,1
0.613,0.827,1
0.561,-0.781,1
0.836,0.568,1
1.783,1.546,1
0.326,0,1
1.958,-1.005,1
1.536,-0.693,1
1.601,2.308,1
0.331,0,1
1.945,1.325,1
0.488,0,1
0.61,1.497,1
1.674,0.96,1
2.106,-0.519,1
1.326,0.86,1
0.827,-0.55,1
0.881,0,1
0.652,1.03,1
2.162,0.612,1
-0.145,0.892,1
0.758,2.125,1
0.623,2.012,1
1.084,0,1
0.736,-0.677,1
0.972,0.887,1
1.637,0.991,1
1.461,0,1
1.821,-0.207,1
1.712,0,1
0.455,1.067,1
1.705,0,1
-0.547,-0.279,1
1.476,1.941,1
0.672,0.874,1
1.454,-0.716,1
1.472,-0.14,1
0.828,0,1
0.31,0,1
0.513,0.729,1
2.314,-0.284,1
2.321,-0.633,1
0.766,0.502,1
1.867,-0.407,1
2.107,0,1
0.454,0.915,1
-0.46,0.465,1
0.212,1.457,1
0.687,0,1
2.102,-0.219,1
1.287,0.381,1
1.946,0.523,1
0.914,0,1
0.84,0,1
1.587,-0.451,1
2.424,0.957,1
0.436,0.996,1
1.282,-0.14,1
2.156,1.253,1
1.767,1.541,1
0.979,-0.879,1
1.513,-0.462,1
0.452,0,1
1.644,-0.324,1
1.019,1.2,1
2.136,1.005,1
1.056,1.462,1
1.554,1.02,1
0.632,1.181,1
0.75,-0.74,1
1.04,-0.255,1
1.772,1.476,1
0.7,0,1
0.835,0.997,1
-0.866,-0.935,1
0.767,-0.307,1
1.966,1.539,1
0.727,-0.76,1
1.177,1.005,1
1.381,1.205,1
2.317,1.411,1
1.435,-0.762,1
1.803,-0.646,1
1.397,1.484,1
0.877,1.302,1
1.214,-0.211,1
0.977,1.975,1
1.145,0,1
0.432,-0.74,1
1.037,1.419,1
0.613,1.886,1
1.253,0.587,1
0.772,-0.24,1
1.276,-0.496,1
0.743,1.1,1
1.644,-0.454,1
1.581,-0.267,1
2.13,-0.706,1
1.311,1.496,1
1.83,-0.552,1
0.946,0.64,1
-0.966,-0.486,1
1.486,-0.351,1
0.76,0,1
0.918,-0.459,1
0.929,-0.724,1
0.826,-0.635,1
1.319,0,1
0.89,1.266,1
1.361,-0.796,1
1.524,-0.122,1
2.155,-0.31,1
1.722,1.196,1
1.235,0.367,1
1.49,1.952,1
1.752,0.927,1
-0.186,-0.488,1
1.341,0.537,1
0.684,0,1
0.264,0,1
1.871,-0.724,1
1.311,1.495,1
1.248,0.979,1
1.001,-0.936,1
2.241,-0.294,1
0.905,-0.405,1
1.336,0.732,1
-0.671,0,1
0.508,1.006,1
0.703,1.456,1
0.518,1.456,1
0.698,0,1
0.533,-0.423,1
1.23,0,1
0.517,0,1
0.955,-0.456,1
0.893,0.563,1
1.467,0.612,1
0.799,-0.462,1
0.947,0,1
1.57,0.357,1
1.301,0,1
0.944,0,1
2.081,0.402,1
0.746,-0.638,1
1.68,2.141,1
0.474,-0.811,1
1.547,0.72,1
1.091,-0.581,1
0.384,1.116,1
1.726,0.834,1
1.576,1.486,1
0.803,0,1
1.468,1.339,1
0.699,1.493,1
0.322,0,1
-0.855,-0.699,1
1.422,1.748,1
2.092,-0.168,1
1.56,0.4,1
1.588,-0.123,1
1.39,1.392,1
2.504,-0.344,1
-0.75,1.037,1
1.537,-0.208,1
0.678,-1.029,1
0.561,1.812,1
1.464,-0.501,1
1.091,0.233,1
1.338,1.999,1
1.896,0,1
1.059,0.495,1
1.035,-0.462,1
1.763,-0.144,1
1.186,-0.241,1
0.746,0,1
0.57,1.503,1
1.75,-0.33,1
2.142,0,1
2.209,-0.831,1
-0.455,-0.286,1
1.606,-0.156,1
2.391,-0.506,1
0.517,-0.934,1
1.761,-0.24,1
0.657,-0.578,1
1.484,1.718,1
0.279,0,1
1.496,-0.607,1
-0.51,0.698,1
1.117,-0.709,1
0.363,0.65,1
1.215,0,1
0.919,0,1
2.02,-0.186,1
1.608,-0.601,1
2.178,0.6,1
1.73,-0.244,1
1.927,0.989,1
1.871,-0.68,1
0.808,-0.616,1
2.054,1.639,1
1.842,-0.15,1
2.216,0.647,1
1.195,0.78,1
0.909,-0.476,1
0.906,-0.558,1
1.833,-0.387,1
0.954,0,1
0.637,-0.286,1
2.467,1.191,1
0.705,1.688,1
-0.549,0,1
0.998,0.733,1
1.31,-0.782,1
2.694,0.77,1
1.207,0,1
1.484,-0.313,1
1.699,-0.168,1
1.223,-0.508,1
2.174,1.763,1
2.059,0.521,1
0.883,0.705,1
0.942,-0.795,1
2.078,0.685,1
0.624,0,1
-0.659,-1.078,1
1.206,0,1
0.705,0,1
1.007,-0.731,1
0.622,0.851,1
0.768,0.72,1
0.793,0.816,1
0.924,-0.326,1
1.486,0.726,1
1.771,0.758,1
1.834,0.999,1
0.841,-0.257,1
0.592,0,1
1.49,1.144,1
1.024,0,1
1.356,1.502,1
0.524,0,1
0.654,0,1
-0.851,1.304,1
1.832,-0.749,1
1.433,1.467,1
1.651,-0.192,1
0.627,2.021,1
2.084,1.044,1
1.108,-0.431,1
0.364,-0.857,1
0.65,-0.553,1
1.891,0.913,1
1.928,0.535,1
1.077,0.469,1
2.477,-0.272,1
0.652,0.756,1
0.725,-0.783,1
2.131,0.832,1
2.428,1.215,1
-0.57,1.274,1
2.514,-0.358,1
1.573,0.493,1
2.044,1.043,1
1.263,-0.379,1
1.959,-0.714,1
1.687,-0.912,1
0.765,2.149,1
2.148,-0.515,1
1.577,-0.157,1
0.257,0.873,1
0.798,0.821,1
1.877,-0.302,1
0.714,0,1
2.31,0,1
1.209,-0.442,1
1.565,-0.34,1
1.724,-0.452,1
1.981,0.457,1
1.98,-0.16,1
0.927,0,1
1.832,-0.397,1
0.407,-0.714,1
2.126,0.477,1
-0.247,1.571,1
1.781,-0.414,1
0.931,-0.615,1
-0.636,0,1
0.516,1.037,1
0.447,0.958,1
1.28,1.449,1
0.696,0,1
1.714,-0.36,1
0.412,0.709,1
0.587,-1.04,1
0.293,1.562,1
1.465,-0.537,1
2.021,1.105,1
1.285,0.782,1
1.458,1.286,1
0.8,0,1
-0.586,-0.456,1
0.936,-0.9,1
2.321,0.917,1
1.053,-0.291,1
-0.561,-0.35,1
0.82,0,1
1.182,-0.371,1
1.602,-0.178,1
0.527,0.997,1
0.769,0.877,1
0.936,0,1
0.777,-0.806,1
2.568,-0.638,1
0.792,-0.134,1
0.716,-0.564,1
1.759,0.422,1
2.356,-0.3,1
2.021,-0.684,1
0.725,-0.783,1
0.75,0.325,1
2.556,-0.373,1
0.771,0,1
0.743,-0.833,1
0.252,0.944,1
0.826,-0.636,1
1.742,-0.138,1
1.83,-0.479,1
1.977,0.347,1
-1.164,0,1
1.76,1.248,1
0.697,0,1
0.685,-1.012,1
1.911,1.298,1
0.539,0,1
2.506,-0.353,1
1.629,-0.4,1
1.8,0.401,1
0.523,0.982,1
1.148,-0.355,1
0.62,-0.972,1
1.981,0.34,1
1.896,-0.231,1
1.56,-0.503,1
2.111,1.17,1
0.498,1.219,1
1.355,-1.107,1
2.298,-0.435,1
0.901,-0.568,1
0.349,0.849,1
-0.437,-0.389,1
2.427,0.413,1
-0.798,-0.407,1
2.454,0.791,1
0.738,-0.97,1
1.058,0.75,1
0.252,0.944,1
1.689,-0.313,1
1.083,-1.045,1
1.394,-0.481,1
0.517,0,1
2.709,-0.236,1
2.231,0.589,1
1.953,-0.547,1
1.472,1.207,1
2.933,0.516,1
0.731,0,1
0.52,0,1
2.039,1.249,1
0.865,0,1
-1.3,-0.324,1
1.647,0.918,1
-0.412,-0.089,1
1.251,0.786,1
-1.087,-0.488,1
0.394,1.315,1
2.116,1.258,1
1.907,0.375,1
0.891,0,1
2.321,-0.401,1
1.159,-0.764,1
-0.468,0,1
0.871,0,1
1.072,-0.23,1
1.298,-0.499,1
2.011,0.414,1
2.416,1.02,1
-0.493,-0.101,1
1.69,-0.184,1
0.701,-0.329,1
1.82,0.428,1
0.887,0,1
1.171,0.786,1
1.403,1.902,1
0.866,0,1
2.498,-0.405,1
2.338,-0.28,1
1.355,-0.38,1
1.521,-0.498,1
1.589,2.106,1
1.136,0,1
1.59,0.713,1
1.482,1.528,1
1.876,-0.698,1
2.436,-0.281,1
1.464,-0.168,1
1.914,1.607,1
1.333,1.503,1
0.933,-1.034,1
2.1,1.002,1
0.654,1.854,1
0.623,0.831,1
-0.519,-0.768,1
1.742,0,1
0.937,0,1
1.927,-0.636,1
1.433,-0.688,1
2.278,-0.904,1
1.972,-0.258,1
1.564,-0.349,1
0.373,0,1
1.464,-0.492,1
0.829,0.604,1
1.315,-0.19,1
1.616,0.765,1
0.848,0,1
2.528,-0.52,1
1.185,1.153,1
0.988,0,1
0.686,-0.275,1
2.019,-0.226,1
0.879,0,1
-0.573,-0.269,1
0.942,0.78,1
1.253,-0.738,1
2.422,-0.416,1
1.249,-0.23,1
1.364,-0.978,1
0.873,-0.681,1
1.841,-0.249,1
1.071,0,1
1.546,-0.494,1
1.111,2.373,1
1.387,0.451,1
2.035,0.5,1
0.967,-0.145,1
1.436,1.315,1
2.066,0,1
1.679,0,1
0.508,0,1
2.928,-0.491,1
0.53,0.9,1
2.194,-0.23,1
0.683,-0.645,1
1.525,-0.162,1
2.141,0.721,1
1.56,-0.503,1
2.488,0.714,1
1.295,0,1
1.595,1.496,1
2.021,-0.683,1
0.888,-1.039,1
-0.43,-0.284,1
1.504,0.619,1
1.066,0,1
0.88,-0.472,1
1.743,-0.239,1
1.529,1.95,1
1.488,-0.652,1
1.643,-0.624,1
2.557,-0.268,1
1.197,-0.738,1
0.743,0,1
1.029,1.312,1
