@relation abalone

@attribute Sex {M,F,I}
@attribute Diameter numeric
@attribute Whole_weight numeric
@attribute Rings {15,7,9,10,8,20,16,19,14,11,12,18,13,5,4,6,21,17,22,1,3,26,23,29,2,27,25,24}

@data
I,0.21,0.1045,5
I,0.235,0.18,5
I,0.195,0.073,5
I,0.165,0.059,5
I,0.22,0.1315,5
I,0.13,0.0315,5
I,0.22,0.121,5
I,0.265,0.199,5
M,0.205,0.094,5
M,0.2,0.0915,5
I,0.22,0.096,5
I,0.175,0.0645,5
I,0.255,0.168,5
I,0.165,0.0545,5
I,0.175,0.0705,5
I,0.12,0.021,5
I,0.125,0.0235,5
I,0.175,0.0705,5
I,0.26,0.1795,5
I,0.32,0.376,5
I,0.21,0.106,5
I,0.215,0.1115,5
I,0.185,0.0685,5
I,0.225,0.1345,5
I,0.26,0.18,5
I,0.18,0.0685,5
I,0.29,0.213,5
F,0.195,0.08,5
I,0.175,0.2315,5
I,0.18,0.064,5
I,0.155,0.0525,5
I,0.23,0.1625,5
I,0.215,0.132,5
I,0.215,0.0985,5
I,0.175,0.0785,5
I,0.21,0.125,5
M,0.305,0.3245,5
I,0.2,0.1225,5
I,0.245,0.1495,5
I,0.205,0.1595,5
M,0.18,0.079,5
I,0.19,0.099,5
I,0.25,0.1785,5
I,0.21,0.109,5
I,0.22,0.141,5
I,0.145,0.0345,5
I,0.215,0.1075,5
I,0.255,0.2005,5
I,0.215,0.099,5
I,0.13,0.0265,5
I,0.19,0.0865,5
I,0.27,0.196,4
I,0.12,0.117,4
M,0.125,0.0245,4
I,0.18,0.083,4
I,0.105,0.0175,4
I,0.15,0.046,4
I,0.205,0.097,4
I,0.115,0.0145,4
I,0.145,0.037,4
I,0.095,0.0105,4
I,0.13,0.029,4
I,0.185,0.0655,4
I,0.145,0.038,4
M,0.145,0.032,4
I,0.175,0.0635,4
I,0.17,0.0515,4
I,0.16,0.049,4
I,0.18,0.0555,4
I,0.17,0.0565,4
I,0.125,0.0265,4
I,0.165,0.059,4
I,0.15,0.0455,4
I,0.125,0.028,4
I,0.195,0.0725,4
I,0.165,0.0515,4
I,0.18,0.0805,4
I,0.2,0.0925,4
I,0.215,0.1185,4
I,0.135,0.032,4
I,0.235,0.131,4
I,0.15,0.04,4
I,0.16,0.0465,4
I,0.15,0.042,4
I,0.11,0.0195,4
I,0.19,0.086,4
I,0.105,0.034,4
I,0.235,0.1285,4
I,0.15,0.04,4
I,0.145,0.036,4
I,0.155,0.0435,4
I,0.21,0.1065,4
M,0.16,0.0545,4
I,0.13,0.029,4
I,0.185,0.074,4
I,0.205,0.118,4
I,0.135,0.0325,4
I,0.13,0.03,4
I,0.12,0.018,4
I,0.18,0.071,4
M,0.23,0.147,4
I,0.205,0.0765,4
I,0.315,0.3225,6
I,0.185,0.0925,6
I,0.315,0.2675,6
M,0.4,0.8085,6
I,0.23,0.1385,6
I,0.31,0.279,6
M,0.2,0.1205,6
I,0.355,0.3685,6
I,0.285,0.248,6
I,0.33,0.4095,6
I,0.275,0.2325,6
F,0.475,1.1405,6
I,0.19,0.0765,6
I,0.21,0.1195,6
I,0.215,0.121,6
I,0.28,0.215,6
I,0.315,0.33,6
I,0.31,0.2815,6
M,0.39,0.6595,6
F,0.4,0.545,6
I,0.255,0.183,6
I,0.34,0.389,6
M,0.27,0.217,6
I,0.33,0.3685,6
M,0.215,0.1145,6
F,0.35,0.482,6
M,0.26,0.22,6
I,0.235,0.127,6
I,0.265,0.196,6
I,0.175,0.0615,6
I,0.285,0.237,6
I,0.27,0.197,6
I,0.3,0.269,6
I,0.26,0.179,6
I,0.35,0.3805,6
I,0.185,0.0715,6
I,0.28,0.2565,6
I,0.35,0.635,6
I,0.285,0.2275,6
I,0.29,0.249,6
I,0.305,0.328,6
I,0.3,0.2985,6
I,0.345,0.4495,6
I,0.265,0.1735,6
I,0.3,0.3085,6
I,0.215,0.305,6
M,0.375,0.6765,6
I,0.34,0.4995,6
M,0.22,0.146,6
I,0.275,0.2505,6
I,0.29,0.304,6
I,0.21,0.111,6
I,0.23,0.127,6
I,0.255,0.1945,6
I,0.315,0.3625,6
I,0.215,0.128,6
I,0.2,0.096,6
I,0.3,0.277,6
I,0.13,0.0295,6
I,0.27,0.2075,6
I,0.29,0.2875,6
I,0.23,0.1455,6
M,0.3,0.3435,6
I,0.29,0.2575,6
I,0.25,0.1695,6
M,0.385,0.64,6
I,0.195,0.0735,6
I,0.215,0.0935,6
M,0.335,0.4475,6
I,0.275,0.2215,6
I,0.265,0.1895,6
I,0.315,0.33,6
I,0.225,0.1445,6
I,0.31,0.3595,6
I,0.38,0.4845,6
F,0.42,0.828,6
I,0.29,0.312,6
I,0.235,0.1485,6
I,0.205,0.096,6
I,0.27,0.2055,6
F,0.3,0.2725,6
I,0.27,0.1875,6
I,0.26,0.192,6
I,0.31,0.34,6
I,0.245,0.1665,6
I,0.35,0.4315,6
I,0.18,0.058,6
F,0.475,1.3695,6
M,0.195,0.1,6
I,0.35,0.4775,6
I,0.195,0.106,6
I,0.28,0.221,6
I,0.3,0.304,6
F,0.36,0.5915,6
I,0.32,0.348,6
I,0.33,0.413,6
F,0.255,0.204,6
I,0.28,0.217,6
M,0.27,0.219,6
I,0.27,0.232,6
I,0.235,0.151,6
I,0.37,0.5335,6
I,0.305,0.2625,6
I,0.24,0.187,6
I,0.26,0.2,6
I,0.14,0.046,6
I,0.33,0.3265,6
I,0.23,0.1695,6
I,0.28,0.244,6
I,0.34,0.3925,6
I,0.195,0.092,6
I,0.195,0.1125,6
I,0.325,0.3245,6
I,0.33,0.393,6
M,0.39,0.5215,6
I,0.26,0.1885,6
I,0.3,0.2885,6
I,0.275,0.218,6
I,0.325,0.309,6
I,0.33,0.3595,6
I,0.22,0.1365,6
I,0.245,0.2015,6
I,0.21,0.097,6
I,0.335,0.378,6
I,0.275,0.2045,6
I,0.325,0.394,6
F,0.45,0.874,6
I,0.19,0.081,6
I,0.225,0.1415,6
I,0.28,0.2735,6
I,0.25,0.1695,6
I,0.25,0.18,6
I,0.25,0.1605,6
I,0.29,0.329,6
I,0.23,0.164,6
I,0.22,0.1295,6
I,0.265,0.2435,6
M,0.265,0.2265,6
I,0.34,0.4925,6
I,0.28,0.226,6
M,0.41,0.681,6
I,0.205,0.1105,6
I,0.275,0.256,6
I,0.315,0.3435,6
I,0.345,0.545,6
I,0.27,0.2175,6
I,0.295,0.252,6
I,0.275,0.2425,6
I,0.265,0.18,6
I,0.215,0.1075,6
I,0.27,0.215,6
M,0.37,0.526,6
I,0.25,0.183,6
I,0.205,0.084,6
I,0.325,0.398,6
I,0.31,0.3205,6
I,0.27,0.2185,6
I,0.325,0.342,6
I,0.245,0.394,6
I,0.27,0.2155,6
M,0.235,0.1545,6
I,0.38,0.4725,6
I,0.35,0.366,6
F,0.21,0.275,6
M,0.375,0.6245,6
I,0.26,0.2075,6
I,0.19,0.083,6
I,0.28,0.2345,6
I,0.28,0.2235,6
I,0.24,0.2885,6
I,0.275,0.257,6
I,0.235,0.1485,6
I,0.22,0.1255,6
I,0.27,0.2215,6
M,0.24,0.161,6
I,0.325,0.367,6
I,0.24,0.133,6
I,0.435,0.8915,6
I,0.265,0.1785,6
I,0.3,0.253,6
I,0.25,0.179,6
I,0.235,0.151,6
I,0.21,0.1195,6
M,0.24,0.18,6
I,0.34,0.4405,6
I,0.225,0.1465,6
I,0.29,0.2545,6
I,0.27,0.2155,6
I,0.23,0.134,6
I,0.375,0.4645,6
I,0.285,0.2545,6
I,0.24,0.131,6
I,0.25,0.1585,6
I,0.29,0.219,6
I,0.275,0.1995,6
I,0.215,0.124,6
I,0.205,0.1015,6
I,0.175,0.067,6
I,0.32,0.309,6
I,0.315,0.377,6
M,0.27,0.2225,6
F,0.375,0.6065,6
F,0.25,0.203,6
I,0.28,0.1755,6
I,0.23,0.1245,6
I,0.345,0.4215,6
I,0.275,0.2465,6
I,0.23,0.117,6
M,0.2,0.096,6
I,0.255,0.18,6
I,0.45,0.804,6
M,0.305,0.325,6
I,0.17,0.0605,6
I,0.24,0.152,6
I,0.335,0.422,6
I,0.24,0.1525,6
I,0.2,0.092,6
I,0.29,0.237,6
I,0.33,0.411,6
I,0.265,0.192,6
F,0.35,0.46,6
I,0.35,0.4565,6
I,0.31,0.314,6
F,0.22,0.17,6
I,0.25,0.167,6
I,0.31,0.3335,6
I,0.27,0.1775,6
I,0.24,0.163,6
I,0.34,0.382,6
F,0.36,0.4965,6
I,0.22,0.1365,6
I,0.265,0.251,6
I,0.315,0.355,6
F,0.455,0.943,21
F,0.42,1.0595,21
M,0.555,1.4385,21
M,0.55,1.247,21
F,0.55,1.596,21
M,0.59,1.756,21
M,0.39,0.573,21
F,0.485,1.2435,21
F,0.535,1.597,21
M,0.51,1.368,21
F,0.5,1.742,21
M,0.475,1.3175,21
I,0.415,0.944,21
F,0.535,1.496,17
F,0.43,0.775,17
F,0.56,1.7265,17
M,0.425,0.9425,17
F,0.425,0.949,17
F,0.42,1.001,17
F,0.5,1.1765,17
M,0.435,0.996,17
M,0.5,1.229,17
M,0.4,0.9325,17
F,0.44,0.9535,17
F,0.555,1.4385,17
F,0.38,0.655,17
M,0.47,1.142,17
F,0.565,1.7265,17
I,0.42,0.926,17
F,0.36,0.5005,17
F,0.41,0.6345,17
F,0.44,0.959,17
M,0.465,1.171,17
M,0.585,2.499,17
M,0.58,2.0805,17
F,0.405,0.8175,17
M,0.52,1.407,17
M,0.45,0.9085,17
F,0.485,1.1745,17
M,0.48,1.262,17
M,0.54,1.347,17
M,0.455,1.027,17
I,0.435,0.97,17
F,0.56,1.719,17
M,0.405,0.8505,17
M,0.425,0.7735,17
F,0.485,1.511,17
F,0.4,0.6445,17
I,0.515,1.1625,17
F,0.435,0.97,17
I,0.505,1.3315,17
F,0.505,1.3035,17
M,0.495,1.806,17
I,0.46,1.278,17
F,0.52,1.676,17
M,0.595,2.8255,17
M,0.485,1.62,17
F,0.385,0.498,17
M,0.57,2.032,17
M,0.415,0.7395,17
M,0.475,1.0965,17
M,0.5,1.369,17
M,0.51,1.539,17
I,0.44,0.8605,17
I,0.465,1.0885,17
M,0.42,0.7505,22
F,0.395,0.64,22
F,0.525,1.779,22
F,0.45,0.8685,22
M,0.505,1.4455,22
I,0.055,0.002,1
M,0.125,0.023,3
M,0.15,0.0385,3
M,0.11,0.0155,3
I,0.15,0.041,3
I,0.105,0.014,3
I,0.12,0.0215,3
I,0.13,0.0275,3
I,0.175,0.0665,3
I,0.09,0.008,3
I,0.1,0.013,3
I,0.12,0.021,3
I,0.14,0.0315,3
I,0.15,0.0375,3
I,0.11,0.018,3
M,0.485,1.3,23
F,0.385,0.7865,23
M,0.49,1.103,23
F,0.47,1.2255,23
M,0.4,0.8175,23
F,0.38,0.8165,23
F,0.52,1.1835,23
F,0.415,0.775,23
F,0.63,2.526,23
I,0.1,0.015,2
M,0.535,2.1835,27
F,0.465,1.2125,27
F,0.49,1.406,25
M,0.54,1.6195,24
F,0.54,1.978,24
