@relation abalone

@attribute Length numeric
@attribute Shucked_weight numeric
@attribute Shell_weight numeric
@attribute Rings {15,7,9,10,8,20,16,19,14,11,12,18,13,5,4,6,21,17,22,1,3,26,23,29,2,27,25,24}

@data
0.69,0.9165,0.461,12
0.65,0.753,0.43,12
0.61,0.3705,0.33,12
0.645,0.6115,0.445,12
0.615,0.5315,0.41,12
0.605,0.5405,0.275,12
0.635,0.5435,0.335,12
0.595,0.5175,0.305,12
0.505,0.251,0.2,12
0.62,0.425,0.335,12
0.645,0.58,0.37,12
0.705,0.693,0.4045,12
0.7,1.095,0.638,12
0.415,0.1595,0.12,12
0.62,0.5105,0.675,12
0.46,0.186,0.17,12
0.73,0.931,0.4825,12
0.645,0.7815,0.4675,12
0.495,0.211,0.262,12
0.535,0.256,0.26,12
0.605,0.4295,0.295,12
0.63,0.497,0.315,12
0.575,0.3135,0.33,12
0.62,0.579,0.32,12
0.45,0.174,0.225,12
0.45,0.1905,0.14,12
0.555,0.307,0.26,12
0.415,0.1405,0.106,12
0.725,1.026,0.4505,12
0.61,0.6025,0.3085,12
0.64,0.61,0.41,12
0.645,0.6925,0.35,12
0.535,0.2745,0.1815,12
0.57,0.339,0.44,12
0.415,0.068,0.125,12
0.595,0.49,0.279,12
0.49,0.215,0.1845,12
0.505,0.2715,0.285,12
0.565,0.501,0.355,12
0.57,0.306,0.1825,12
0.525,0.3335,0.22,12
0.66,0.711,0.415,12
0.515,0.2765,0.216,12
0.55,0.282,0.275,12
0.68,0.657,0.355,12
0.55,0.3995,0.23,12
0.7,0.6725,0.195,12
0.635,0.684,0.39,12
0.68,0.7665,0.4685,12
0.625,0.643,0.3145,12
0.54,0.3515,0.215,12
0.5,0.258,0.24,12
0.61,0.6345,0.305,12
0.735,0.909,0.625,12
0.405,0.145,0.11,12
0.6,0.309,0.262,12
0.625,0.5865,0.3185,12
0.72,0.9515,0.5365,12
0.5,0.234,0.23,12
0.65,0.75,0.369,12
0.72,0.8565,0.602,12
0.395,0.1205,0.1105,12
0.45,0.191,0.145,12
0.52,0.291,0.235,12
0.47,0.222,0.17,12
0.56,0.335,0.25,12
0.64,0.7225,0.471,12
0.63,0.4235,0.305,12
0.63,0.4595,0.315,12
0.59,0.392,0.34,12
0.565,0.4275,0.27,12
0.595,0.382,0.5,12
0.655,0.5935,0.425,12
0.765,1.128,0.5335,12
0.505,0.246,0.215,12
0.595,0.359,0.245,12
0.54,0.2635,0.245,12
0.67,0.5425,0.4,12
0.62,0.4605,0.43,12
0.645,0.621,0.46,12
0.65,0.4955,0.385,12
0.525,0.3685,0.24,12
0.61,0.426,0.32,12
0.64,0.4245,0.48,12
0.55,0.2985,0.28,12
0.575,0.375,0.29,12
0.62,0.4985,0.35,12
0.62,0.5285,0.306,12
0.72,0.732,0.501,12
0.715,1.0465,0.5075,12
0.77,1.1155,0.642,12
0.645,0.5935,0.293,12
0.395,0.1435,0.098,12
0.455,0.169,0.135,12
0.645,0.6735,0.3775,12
0.595,0.5135,0.3,12
0.705,0.7105,0.516,12
0.605,0.4975,0.345,12
0.565,0.3785,0.265,12
0.61,0.544,0.345,12
0.64,0.4835,0.4,12
0.565,0.3605,0.23,12
0.63,0.539,0.3115,12
0.66,0.6485,0.335,12
0.72,0.984,0.621,12
0.665,0.5115,0.436,12
0.585,0.345,0.315,12
0.565,0.3055,0.18,12
0.5,0.2295,0.18,12
0.5,0.2945,0.195,12
0.615,0.5585,0.292,12
0.69,0.6425,0.42,12
0.705,0.96,0.43,12
0.565,0.387,0.31,12
0.735,1.2395,0.6195,12
0.485,0.2,0.17,12
0.68,0.7245,0.498,12
0.57,0.3965,0.26,12
0.53,0.2855,0.23,12
0.575,0.431,0.235,12
0.35,0.0575,0.068,12
0.62,0.5765,0.355,12
0.69,0.73,0.462,12
0.645,0.6445,0.425,12
0.475,0.1955,0.1945,12
0.67,0.643,0.416,12
0.67,0.6065,0.407,12
0.585,0.3,0.195,12
0.75,1.083,0.63,12
0.585,0.3465,0.275,12
0.66,0.493,0.49,12
0.52,0.2745,0.21,12
0.62,0.4375,0.4,12
0.56,0.3325,0.305,12
0.71,0.6755,0.6855,12
0.585,0.3865,0.265,12
0.69,0.687,0.46,12
0.625,0.572,0.395,12
0.74,0.8915,0.471,12
0.635,0.6535,0.365,12
0.735,0.949,0.565,12
0.48,0.219,0.2,12
0.63,0.392,0.285,12
0.71,0.9925,0.48,12
0.59,0.356,0.28,12
0.51,0.27,0.205,12
0.505,0.2665,0.285,12
0.65,0.6485,0.45,12
0.45,0.203,0.13,12
0.49,0.229,0.165,12
0.58,0.315,0.3635,12
0.5,0.346,0.245,12
0.48,0.232,0.23,12
0.62,0.582,0.313,12
0.675,0.784,0.455,12
0.595,0.402,0.31,12
0.605,0.369,0.36,12
0.425,0.1465,0.14,12
0.435,0.1685,0.096,12
0.615,0.5815,0.3225,12
0.52,0.2855,0.235,12
0.58,0.3665,0.245,12
0.585,0.5515,0.305,12
0.515,0.281,0.22,12
0.38,0.1045,0.09,12
0.385,0.1215,0.0875,12
0.5,0.2745,0.18,12
0.525,0.274,0.25,12
0.51,0.216,0.24,12
0.615,0.4905,0.3035,12
0.48,0.1915,0.155,12
0.395,0.0995,0.09,12
0.65,0.485,0.365,12
0.62,0.4935,0.315,12
0.52,0.2415,0.21,12
0.595,0.4645,0.305,12
0.655,0.6555,0.513,12
0.5,0.253,0.185,12
0.47,0.1525,0.152,12
0.635,0.526,0.4105,12
0.575,0.3275,0.256,12
0.44,0.1815,0.125,12
0.48,0.2185,0.155,12
0.47,0.226,0.195,12
0.665,0.6715,0.4,12
0.505,0.288,0.185,12
0.775,1.3485,0.578,12
0.535,0.2575,0.24,12
0.68,0.7165,0.4715,12
0.56,0.3545,0.3,12
0.75,0.821,0.726,12
0.495,0.263,0.215,12
0.525,0.3315,0.1775,12
0.64,0.4955,0.32,12
0.675,0.6645,0.512,12
0.515,0.2,0.2235,12
0.675,0.7645,0.553,12
0.48,0.3,0.175,12
0.61,0.469,0.398,12
0.505,0.2935,0.17,12
0.475,0.1905,0.1475,12
0.66,0.4585,0.37,12
0.61,0.4915,0.49,12
0.7,0.6565,0.375,12
0.67,0.5755,0.44,12
0.525,0.26,0.22,12
0.63,0.407,0.354,12
0.655,0.7255,0.405,12
0.575,0.342,0.35,12
0.505,0.267,0.215,12
0.695,0.696,0.505,12
0.74,0.8155,0.488,12
0.565,0.302,0.265,12
0.61,0.598,0.315,12
0.68,0.5125,0.62,12
0.47,0.1845,0.155,12
0.665,0.606,0.395,12
0.565,0.354,0.32,12
0.55,0.305,0.205,12
0.72,1.017,0.494,12
0.63,0.458,0.315,12
0.55,0.343,0.25,12
0.57,0.3725,0.255,12
0.625,0.645,0.3705,12
0.6,0.5045,0.335,12
0.565,0.322,0.37,12
0.635,0.428,0.315,18
0.57,0.4635,0.305,18
0.61,0.532,0.69,18
0.64,0.627,0.475,18
0.645,0.5915,0.38,18
0.495,0.185,0.169,18
0.605,0.48,0.35,18
0.745,0.8435,0.5855,18
0.66,0.5005,0.41,18
0.485,0.2175,0.195,18
0.52,0.2985,0.355,18
0.605,0.5495,0.34,18
0.64,0.6145,0.39,18
0.425,0.1135,0.13,18
0.645,0.479,0.345,18
0.665,0.5515,0.35,18
0.565,0.342,0.32,18
0.57,0.38,0.295,18
0.61,0.3935,0.33,18
0.725,0.65,1.005,18
0.6,0.511,0.32,18
0.575,0.3775,0.385,18
0.7,0.548,0.42,18
0.65,0.597,0.53,18
0.71,0.7665,0.78,18
0.565,0.365,0.26,18
0.5,0.265,0.25,18
0.525,0.3585,0.205,18
0.58,0.315,0.32,18
0.655,0.493,0.565,18
0.655,0.508,0.445,18
0.635,0.529,0.485,18
0.465,0.1945,0.155,18
0.48,0.2145,0.2495,18
0.565,0.3885,0.275,18
0.525,0.2825,0.29,18
0.615,0.5305,0.47,18
0.66,0.4865,0.61,18
0.625,0.3195,0.24,13
0.62,0.5185,0.335,13
0.54,0.322,0.335,13
0.625,0.675,0.3245,13
0.535,0.322,0.25,13
0.645,0.5345,0.345,13
0.695,0.694,0.44,13
0.54,0.272,0.24,13
0.515,0.2505,0.29,13
0.72,1.1455,0.511,13
0.495,0.264,0.285,13
0.44,0.1735,0.2,13
0.655,0.567,0.41,13
0.58,0.425,0.32,13
0.62,0.412,0.3,13
0.465,0.2025,0.145,13
0.62,0.483,0.355,13
0.43,0.155,0.14,13
0.545,0.374,0.23,13
0.615,0.4845,0.325,13
0.45,0.2035,0.17,13
0.535,0.3345,0.21,13
0.56,0.313,0.263,13
0.555,0.33,0.21,13
0.49,0.2795,0.18,13
0.545,0.353,0.305,13
0.45,0.231,0.145,13
0.7,0.693,0.4405,13
0.525,0.2635,0.25,13
0.605,0.357,0.385,13
0.51,0.187,0.195,13
0.47,0.2145,0.195,13
0.49,0.21,0.2515,13
0.46,0.216,0.115,13
0.575,0.5525,0.295,13
0.705,0.6075,0.4645,13
0.585,0.442,0.2875,13
0.67,0.926,0.3935,13
0.62,0.6045,0.33,13
0.48,0.2075,0.155,13
0.51,0.219,0.195,13
0.7,0.7295,0.5165,13
0.595,0.416,0.485,13
0.475,0.192,0.175,13
0.655,0.6275,0.45,13
0.555,0.3925,0.293,13
0.76,0.801,0.646,13
0.39,0.1075,0.0865,13
0.605,0.4365,0.335,13
0.62,0.535,0.395,13
0.675,0.876,0.469,13
0.44,0.122,0.12,13
0.53,0.237,0.295,13
0.68,0.8345,0.437,13
0.48,0.276,0.185,13
0.695,0.819,0.4525,13
0.43,0.1355,0.12,13
0.415,0.128,0.148,13
0.7,0.675,0.535,13
0.71,0.882,0.5,13
0.625,0.4825,0.4,13
0.63,0.4105,0.41,13
0.59,0.4205,0.36,13
0.605,0.53,0.28,13
0.5,0.254,0.285,13
0.555,0.264,0.275,13
0.675,0.713,0.4535,13
0.675,0.694,0.474,13
0.645,0.601,0.505,13
0.49,0.2465,0.2,13
0.66,0.519,0.44,13
0.52,0.207,0.24,13
0.575,0.4515,0.4,13
0.615,0.4145,0.345,13
0.605,0.4215,0.34,13
0.62,0.477,0.39,13
0.58,0.414,0.305,13
0.6,0.4125,0.415,13
0.66,0.4975,0.394,13
0.475,0.2465,0.2,13
0.625,0.6335,0.35,13
0.56,0.3345,0.29,13
0.64,0.5065,0.405,13
0.705,0.633,0.49,13
0.535,0.3415,0.25,13
0.455,0.1865,0.168,13
0.735,0.87,0.5675,13
0.49,0.3265,0.165,13
0.53,0.2985,0.275,13
0.59,0.3825,0.32,13
0.72,0.9955,0.5305,13
0.515,0.2705,0.17,13
0.56,0.3505,0.3,13
0.57,0.377,0.34,13
0.555,0.3805,0.28,13
0.595,0.4015,0.39,13
0.605,0.481,0.315,13
0.685,0.4635,0.4,13
0.5,0.249,0.25,13
0.675,0.572,0.3545,13
0.515,0.276,0.25,13
0.59,0.4775,0.295,13
0.645,0.471,0.535,13
0.625,0.4505,0.53,13
0.5,0.273,0.295,13
0.665,0.6965,0.405,13
0.525,0.2355,0.27,13
0.45,0.1765,0.175,13
0.575,0.2985,0.44,13
0.725,1.351,0.5015,13
0.55,0.2775,0.335,13
0.545,0.3465,0.295,13
0.515,0.337,0.205,13
0.53,0.2115,0.255,13
0.575,0.358,0.26,13
0.575,0.483,0.275,13
0.505,0.227,0.22,13
0.35,0.1,0.06,13
0.74,0.734,0.335,13
0.485,0.2405,0.265,13
0.61,0.4215,0.335,13
0.405,0.138,0.095,13
0.595,0.5065,0.52,13
0.655,0.7305,0.46,13
0.605,0.347,0.315,13
0.72,0.913,0.51,13
0.51,0.2865,0.235,13
0.445,0.163,0.17,13
0.495,0.175,0.212,13
0.64,0.4365,0.3805,13
0.525,0.316,0.28,13
0.71,0.566,0.4625,13
0.695,0.566,0.445,13
0.67,0.6995,0.575,13
0.5,0.2625,0.27,13
0.485,0.2385,0.19,13
0.6,0.4385,0.36,13
0.7,0.605,0.538,13
0.425,0.16,0.154,13
0.32,0.0635,0.05,13
0.575,0.3775,0.275,13
0.52,0.267,0.22,13
0.59,0.4525,0.42,13
0.455,0.166,0.1345,13
0.595,0.4405,0.39,13
0.675,0.7105,0.412,13
0.505,0.2735,0.255,13
0.58,0.374,0.285,13
0.655,0.624,0.365,13
0.695,0.6645,0.4505,13
0.585,0.381,0.315,13
0.525,0.2755,0.31,13
0.62,0.5455,0.355,13
0.51,0.224,0.185,13
0.74,1.1455,0.5235,13
0.59,0.506,0.295,13
0.62,0.69,0.35,13
0.58,0.369,0.275,13
0.69,0.7855,0.498,13
0.615,0.4915,0.343,13
0.435,0.143,0.125,13
0.63,0.667,0.3555,13
0.565,0.329,0.39,13
0.575,0.3015,0.3,13
0.55,0.3095,0.25,13
0.58,0.357,0.29,13
0.65,0.483,0.3645,13
0.645,0.4805,0.355,13
0.57,0.4775,0.27,13
0.55,0.317,0.355,13
0.7,0.7885,0.4865,13
0.49,0.2305,0.195,13
0.65,0.5665,0.405,13
0.65,0.69,0.4355,13
0.55,0.342,0.295,13
0.46,0.192,0.13,13
0.555,0.336,0.275,13
0.635,0.715,0.3615,13
0.55,0.336,0.245,13
0.62,0.581,0.32,13
0.615,0.4335,0.33,13
0.59,0.356,0.28,13
0.395,0.143,0.0765,5
0.155,0.009,0.0075,5
0.275,0.495,0.0315,5
0.215,0.0115,0.01,5
0.305,0.044,0.038,5
0.29,0.053,0.032,5
0.34,0.0665,0.045,5
0.2,0.011,0.01,5
0.345,0.105,0.05,5
0.32,0.088,0.0495,5
0.44,0.164,0.1015,5
0.2,0.0145,0.01,5
0.395,0.1385,0.077,5
0.41,0.141,0.073,5
0.215,0.021,0.015,5
0.215,0.0265,0.0185,5
0.275,0.031,0.025,5
0.275,0.0385,0.027,5
0.25,0.028,0.0225,5
0.28,0.0545,0.035,5
0.235,0.0335,0.02,5
0.275,0.037,0.03,5
0.285,0.044,0.033,5
0.315,0.0545,0.0445,5
0.28,0.072,0.033,5
0.18,0.0145,0.01,5
0.275,0.041,0.034,5
0.25,0.039,0.025,5
0.385,0.1225,0.0675,5
0.25,0.0295,0.0225,5
0.36,0.0845,0.055,5
0.27,0.0445,0.03,5
0.29,0.048,0.03,5
0.23,0.0215,0.02,5
0.325,0.0605,0.045,5
0.235,0.0185,0.015,5
0.21,0.019,0.013,5
0.305,0.062,0.037,5
0.4,0.1205,0.0765,5
0.26,0.037,0.045,5
0.255,0.0345,0.025,5
0.315,0.046,0.0385,5
0.325,0.076,0.045,5
0.255,0.028,0.031,5
0.3,0.059,0.0315,5
0.375,0.096,0.061,5
0.275,0.0335,0.0325,5
0.34,0.09,0.055,5
0.3,0.0475,0.035,5
0.285,0.0415,0.035,5
0.19,0.009,0.009,5
0.395,0.1445,0.082,5
0.24,0.0315,0.02,5
0.3,0.057,0.044,5
0.25,0.0245,0.0225,5
0.33,0.077,0.0435,5
0.23,0.026,0.016,5
0.3,0.052,0.035,5
0.235,0.0215,0.0215,5
0.285,0.0405,0.03,5
0.24,0.0205,0.0155,5
0.27,0.034,0.035,5
0.36,0.074,0.06,5
0.29,0.0425,0.031,5
0.28,0.066,0.03,5
0.35,0.09,0.055,5
0.365,0.0785,0.053,5
0.33,0.056,0.05,5
0.255,0.0365,0.023,5
0.255,0.04,0.025,5
0.255,0.034,0.025,5
0.24,0.025,0.021,5
0.37,0.1505,0.068,5
0.23,0.026,0.02,5
0.28,0.0415,0.031,5
0.235,0.0685,0.0465,5
0.285,0.0415,0.0335,5
0.375,0.085,0.0585,5
0.3,0.0605,0.045,5
0.175,0.0105,0.0125,5
0.16,0.0075,0.005,5
0.27,0.0475,0.0285,5
0.29,0.0415,0.035,5
0.28,0.035,0.03,5
0.29,0.0515,0.04,5
0.28,0.033,0.03,5
0.275,0.096,0.0705,5
0.32,0.058,0.05,5
0.385,0.1025,0.0655,5
0.315,0.08,0.047,5
0.25,0.027,0.0225,5
0.375,0.1395,0.095,5
0.335,0.079,0.05,5
0.205,0.0255,0.012,5
0.175,0.008,0.008,5
0.175,0.011,0.01,5
0.31,0.435,0.04,5
0.295,0.065,0.0385,5
0.35,0.073,0.06,5
0.37,0.104,0.07,5
0.37,0.0805,0.058,5
0.22,0.0215,0.02,5
0.42,0.169,0.1,5
0.27,0.0285,0.03,5
0.255,0.031,0.02,4
0.185,0.011,0.01,4
0.165,0.0065,0.005,4
0.225,0.027,0.015,4
0.195,0.0135,0.0095,4
0.175,0.0095,0.005,4
0.17,0.012,0.005,4
0.325,0.06,0.045,4
0.2,0.0155,0.007,4
0.185,0.012,0.0095,4
0.14,0.005,0.005,4
0.225,0.025,0.015,4
0.2,0.021,0.0065,4
0.16,0.0075,0.005,4
0.255,0.0285,0.021,4
0.3,0.048,0.042,4
0.155,0.005,0.005,4
0.19,0.0165,0.015,4
0.225,0.024,0.016,4
0.165,0.0095,0.008,4
0.2,0.0125,0.011,4
0.25,0.0275,0.02,4
0.175,0.0095,0.009,4
0.22,0.0215,0.015,4
0.3,0.05,0.043,4
0.205,0.02,0.013,4
0.24,0.0235,0.018,4
0.21,0.02,0.013,4
0.165,0.0055,0.005,4
0.16,0.0075,0.006,4
0.36,0.0875,0.064,4
0.28,0.039,0.03,4
0.21,0.0175,0.015,4
0.235,0.0265,0.015,4
0.24,0.0295,0.02,4
0.23,0.019,0.036,4
0.135,0.0125,0.008,4
0.2,0.0125,0.011,4
0.21,0.0135,0.0105,4
0.245,0.0245,0.02,4
0.245,0.0445,0.026,4
0.18,0.0095,0.0085,4
0.26,0.0415,0.0305,4
0.13,0.005,0.0035,4
0.28,0.0455,0.0345,4
0.255,0.0305,0.02,4
0.225,0.019,0.017,4
0.275,0.0345,0.0255,4
0.245,0.034,0.0215,4
0.275,0.038,0.026,4
0.245,0.042,0.025,4
0.385,0.1645,0.1025,6
0.465,0.242,0.109,6
0.315,0.0585,0.0425,6
0.435,0.219,0.0885,6
0.47,0.211,0.142,6
0.48,0.2925,0.1575,6
0.375,0.123,0.08,6
0.385,0.1115,0.08,6
0.285,0.051,0.027,6
0.45,0.16,0.102,6
0.275,0.0545,0.0355,6
0.44,0.163,0.119,6
0.45,0.2235,0.118,6
0.355,0.081,0.055,6
0.495,0.2345,0.35,6
0.235,0.0205,0.019,6
0.33,0.0745,0.048,6
0.38,0.108,0.082,6
0.415,0.114,0.0975,6
0.235,0.022,0.018,6
0.44,0.185,0.11,6
0.255,0.0255,0.025,6
0.4,0.188,0.0825,6
0.295,0.047,0.0405,6
0.35,0.081,0.053,6
0.51,0.261,0.1385,6
0.325,0.0565,0.09,6
0.465,0.23,0.1095,6
0.355,0.079,0.054,6
0.395,0.1155,0.075,6
0.335,0.0595,0.06,6
0.295,0.0515,0.035,6
0.26,0.044,0.03,6
0.495,0.282,0.155,6
0.32,0.064,0.045,6
0.345,0.0755,0.07,6
0.425,0.1185,0.0945,6
0.24,0.026,0.025,6
0.31,0.0505,0.038,6
0.46,0.1895,0.111,6
0.325,0.08,0.065,6
0.33,0.045,0.035,6
0.255,0.028,0.025,6
0.375,0.119,0.0675,6
0.42,0.115,0.0945,6
0.4,0.151,0.08,6
0.345,0.0925,0.055,6
0.35,0.0775,0.056,6
0.185,0.196,0.15,6
0.4,0.1545,0.087,6
0.37,0.1165,0.0635,6
0.38,0.106,0.21,6
0.485,0.2485,0.1555,6
0.205,0.0165,0.0135,6
0.425,0.2015,0.088,6
0.4,0.13,0.094,6
0.32,0.0615,0.038,6
0.48,0.3205,0.17,6
0.37,0.1325,0.0615,6
0.345,0.075,0.06,6
0.36,0.083,0.075,6
0.33,0.066,0.06,6
0.5,0.2485,0.131,6
0.26,0.037,0.03,6
0.335,0.0855,0.085,6
0.34,0.0775,0.055,6
0.39,0.1385,0.085,6
0.35,0.0715,0.046,6
0.44,0.1575,0.115,6
0.29,0.0375,0.03,6
0.37,0.1095,0.062,6
0.47,0.19,0.1175,6
0.395,0.127,0.077,6
0.35,0.1,0.065,6
0.425,0.1315,0.103,6
0.325,0.072,0.043,6
0.3,0.055,0.039,6
0.38,0.11,0.0755,6
0.385,0.143,0.086,6
0.38,0.1655,0.082,6
0.375,0.115,0.055,6
0.43,0.2385,0.1075,6
0.335,0.0735,0.0575,6
0.375,0.093,0.0755,6
0.37,0.1255,0.0645,6
0.17,0.009,0.008,6
0.35,0.0835,0.041,6
0.435,0.1825,0.1145,6
0.34,0.076,0.055,6
0.415,0.175,0.093,6
0.5,0.3145,0.1565,6
0.405,0.103,0.11,6
0.405,0.1455,0.0805,6
0.255,0.039,0.025,6
0.435,0.1595,0.105,6
0.235,0.023,0.022,6
0.365,0.0915,0.063,6
0.41,0.1,0.09,6
0.365,0.081,0.058,6
0.375,0.166,0.1125,6
0.3,0.052,0.0345,6
0.255,0.0295,0.027,6
0.37,0.097,0.0615,6
0.33,0.058,0.0505,6
0.32,0.08,0.055,6
0.585,0.3545,0.225,6
0.335,0.097,0.054,6
0.37,0.1045,0.067,6
0.4,0.1105,0.066,6
0.45,0.1945,0.098,6
0.335,0.0695,0.0495,6
0.435,0.2055,0.096,6
0.28,0.0425,0.03,6
0.31,0.048,0.04,6
0.415,0.1245,0.085,6
0.36,0.081,0.07,6
0.355,0.122,0.06,6
0.45,0.2165,0.11,6
0.35,0.075,0.062,6
0.36,0.097,0.065,6
0.365,0.095,0.07,6
0.275,0.045,0.035,6
0.36,0.0785,0.054,6
0.55,0.3375,0.23,6
0.295,0.052,0.035,6
0.33,0.0775,0.0445,6
0.47,0.237,0.13,6
0.485,0.2075,0.147,6
0.455,0.2355,0.1295,6
0.375,0.11,0.0775,6
0.375,0.1165,0.065,6
0.37,0.093,0.072,6
0.275,0.037,0.03,6
0.335,0.066,0.045,6
0.515,0.3005,0.15,6
0.475,0.206,0.13,6
0.35,0.0995,0.065,6
0.315,0.0575,0.3505,6
0.35,0.0655,0.054,6
0.275,0.036,0.03,6
0.43,0.119,0.098,6
0.36,0.0725,0.055,6
0.42,0.157,0.09,6
0.4,0.1335,0.0935,6
0.365,0.0815,0.065,6
0.42,0.1255,0.088,6
0.34,0.08,0.055,6
0.375,0.1075,0.07,6
0.415,0.156,0.091,6
0.425,0.159,0.105,6
0.405,0.1265,0.075,6
0.305,0.063,0.0415,6
0.425,0.164,0.1,6
0.38,0.115,0.085,6
0.375,0.084,0.055,6
0.365,0.1005,0.0655,6
0.28,0.053,0.03,6
0.32,0.0675,0.0405,6
0.43,0.1705,0.11,6
0.29,0.113,0.035,6
0.275,0.0565,0.042,6
0.315,0.065,0.039,6
0.325,0.0755,0.045,6
0.27,0.0385,0.03,6
0.4,0.143,0.091,6
0.26,0.0445,0.03,6
0.385,0.1,0.086,6
0.53,0.3095,0.1835,6
0.415,0.181,0.083,6
0.315,0.0625,0.045,6
0.32,0.14,0.0885,6
0.215,0.0205,0.02,6
0.4,0.116,0.0765,6
0.53,0.41,0.1505,6
0.41,0.1635,0.091,6
0.455,0.229,0.1,6
0.4,0.194,0.087,6
0.385,0.0935,0.07,6
0.32,0.0585,0.041,6
0.385,0.102,0.085,6
0.375,0.09,0.07,6
0.34,0.0745,0.0525,6
0.4,0.1375,0.075,6
0.305,0.0595,0.05,6
0.42,0.1895,0.087,6
0.46,0.2645,0.1345,6
0.415,0.17,0.09,6
0.36,0.098,0.062,6
0.34,0.0815,0.06,6
0.44,0.209,0.134,6
0.41,0.208,0.106,6
0.34,0.1005,0.053,6
0.375,0.0925,0.075,6
0.38,0.0835,0.07,6
0.33,0.068,0.06,6
0.375,0.105,0.065,6
0.44,0.269,0.1305,6
0.66,0.641,0.335,6
0.355,0.0955,0.0715,6
0.435,0.1335,0.105,6
0.37,0.09,0.07,6
0.31,0.0675,0.045,6
0.325,0.0825,0.05,6
0.31,0.065,0.0365,6
0.48,0.352,0.135,6
0.375,0.1125,0.067,6
0.595,0.547,0.271,6
0.275,0.054,0.028,6
0.295,0.0575,0.035,6
0.47,0.126,0.1365,6
0.3,0.056,0.037,6
0.335,0.0675,0.0575,6
0.38,0.0945,0.075,6
0.3,0.05,0.0415,6
0.43,0.254,0.097,6
0.265,0.0345,0.0245,6
0.31,0.061,0.045,6
0.445,0.2025,0.1195,6
0.33,0.079,0.0505,6
0.3,0.0725,0.05,6
0.28,0.063,0.03,6
0.335,0.076,0.05,6
0.27,0.0265,0.03,6
0.285,0.031,0.03,6
0.41,0.132,0.106,6
0.31,0.118,0.083,6
0.325,0.075,0.0455,6
0.325,0.065,0.045,6
0.44,0.2965,0.1185,6
0.345,0.078,0.055,6
0.425,0.1645,0.105,6
0.43,0.188,0.09,6
0.405,0.1575,0.088,6
0.67,0.6275,0.47,21
0.735,0.637,0.58,21
0.68,0.525,0.585,21
0.665,0.595,0.725,21
0.595,0.408,0.58,21
0.67,0.472,0.4,21
0.63,0.4635,0.39,21
0.49,0.165,0.205,21
0.49,0.225,0.17,21
0.53,0.3845,0.265,21
0.56,0.344,0.375,21
0.625,0.358,0.445,21
0.64,0.515,0.57,21
0.54,0.2385,0.3,17
0.63,0.5015,0.515,17
0.5,0.2405,0.205,17
0.65,0.495,0.33,17
0.68,0.5975,0.625,17
0.71,0.638,0.565,17
0.715,0.7245,0.885,17
0.62,0.643,0.725,17
0.655,0.959,0.601,17
0.54,0.3835,0.325,17
0.565,0.398,0.29,17
0.73,1.1465,0.897,17
0.515,0.312,0.315,17
0.59,0.3685,0.375,17
0.69,0.68,0.47,17
0.63,0.5635,0.57,17
0.53,0.3485,0.278,17
0.58,0.312,0.3,17
0.555,0.336,0.295,17
0.625,0.5875,0.37,17
0.495,0.242,0.205,17
0.655,0.6275,0.485,17
0.66,0.673,0.45,17
0.665,0.581,0.36,17
0.58,0.401,0.385,17
0.585,0.3905,0.4,17
0.53,0.35,0.235,17
0.64,0.566,0.455,17
0.52,0.2795,0.26,17
0.665,0.5775,0.475,17
0.595,0.4835,0.41,17
0.5,0.1795,0.17,17
0.625,0.4385,0.42,17
0.665,0.4955,0.415,17
0.52,0.297,0.255,17
0.575,0.293,0.27,17
0.535,0.398,0.25,17
0.635,0.5805,0.435,17
0.55,0.312,0.3,17
0.595,0.419,0.35,17
0.53,0.34,0.265,17
0.775,0.735,0.6585,17
0.645,0.524,0.395,17
0.53,0.261,0.2645,17
0.49,0.161,0.195,17
0.505,0.243,0.215,17
0.72,0.637,0.525,17
0.565,0.3495,0.275,17
0.575,0.3605,0.3,17
0.61,0.41,0.37,17
0.615,0.488,0.345,17
0.565,0.387,0.35,17
0.545,0.2475,0.255,22
0.52,0.158,0.245,22
0.64,0.4535,0.55,22
0.625,0.496,0.435,22
0.655,0.7425,0.585,22
0.075,0.001,0.0015,1
0.165,0.0075,0.014,3
0.11,0.0025,0.003,3
0.21,0.0155,0.01,3
0.19,0.0125,0.0105,3
0.13,0.0045,0.004,3
0.16,0.0065,0.005,3
0.205,0.0235,0.014,3
0.24,0.031,0.017,3
0.155,0.0065,0.005,3
0.165,0.007,0.005,3
0.18,0.0125,0.009,3
0.215,0.015,0.0125,3
0.18,0.0085,0.01,3
0.14,0.0055,0.004,3
0.6,0.384,0.375,26
0.63,0.4335,0.46,23
0.45,0.25,0.265,23
0.515,0.2515,0.3,23
0.8,0.933,0.62,23
0.62,0.381,0.435,23
0.61,0.425,0.36,23
0.49,0.241,0.24,23
0.55,0.302,0.26,23
0.7,0.7055,0.475,29
0.15,0.0045,0.005,2
0.55,0.3245,0.525,27
0.645,0.4265,0.51,25
0.69,0.533,0.555,24
0.7,0.6675,0.71,24
