@relation page-blocks

@attribute Height numeric
@attribute Area numeric
@attribute Eccen numeric
@attribute Mean_tr numeric
@attribute Wb_trans numeric
@attribute Class {1,2,3,4,5}

@data
7,644,13.143,1.46,63,1
8,608,9.5,1.87,102,1
10,530,5.3,1.75,89,1
9,4392,54.222,1.28,254,1
8,120,1.875,1.84,19,1
16,6528,25.5,5.28,482,1
9,297,3.667,2.02,53,1
9,486,6,1.49,88,1
6,60,1.667,1.83,6,1
9,225,2.778,2.13,40,1
8,96,1.5,2.05,21,1
8,224,3.5,1.6,42,1
8,160,2.5,2.06,32,1
10,500,5,1.94,69,1
17,408,1.412,5.88,25,1
12,864,6,6.12,90,1
9,1962,24.222,1.43,203,1
12,3252,22.583,1.95,410,1
6,108,3,1.62,21,1
8,480,7.5,3.01,69,1
11,1705,14.091,2.09,210,1
7,63,1.286,2.42,12,1
10,180,1.8,7.62,13,1
10,300,3,1.9,52,1
13,1911,11.308,3.6,190,1
8,176,2.75,2.27,37,1
7,238,4.857,2.34,47,1
5,15,0.6,8,1,1
10,90,0.9,2.25,12,1
7,161,3.286,1.47,30,1
3,9,1,8,1,1
27,2862,3.926,5.45,137,1
7,189,3.857,1.81,42,1
7,112,2.286,1.36,25,1
8,216,3.375,1.31,39,1
5,20,0.8,3,3,1
8,136,2.125,1.24,25,1
14,5866,29.929,4.51,485,1
10,2630,26.3,1.54,348,1
10,940,9.4,1.78,151,1
28,3836,4.893,5.05,201,1
25,12375,19.8,7.33,784,1
5,100,4,2.35,23,1
13,5499,32.538,1.64,632,1
8,1616,25.25,1.83,276,1
11,2024,16.727,4.41,211,1
8,72,1.125,1.73,15,1
14,5390,27.5,4.83,412,1
9,414,5.111,1.66,74,1
8,1440,22.5,1.31,219,1
4,188,11.75,2.33,24,1
5,470,18.8,1.39,79,1
17,408,1.412,4.7,37,1
8,800,12.5,1.58,124,1
9,99,1.222,1.92,13,1
8,72,1.125,2.07,15,1
14,4494,22.929,4.71,345,1
16,5696,22.25,5.8,371,1
11,275,2.273,1.96,46,1
9,486,6,1.24,75,1
7,182,3.714,1.36,47,1
8,96,1.5,2.47,15,1
9,171,2.111,1.52,33,1
8,240,3.75,2.09,34,1
5,135,5.4,1.41,29,1
10,2620,26.2,1.31,369,1
10,600,6,1.47,91,1
8,288,4.5,2.06,64,1
27,3105,4.259,2.35,388,1
8,752,11.75,3.07,119,1
7,105,2.143,1.77,22,1
5,75,3,2.21,19,1
8,656,10.25,2.63,99,1
8,4280,66.875,1.27,575,1
5,15,0.6,7,1,1
9,441,5.444,2.98,86,1
5,55,2.2,1.67,15,1
14,798,4.071,12.08,49,1
11,264,2.182,2.08,39,1
7,77,1.571,1.63,16,1
9,522,6.444,1.34,79,1
25,4675,7.48,7.28,303,1
9,792,9.778,1.59,131,1
14,406,2.071,1.63,35,1
7,77,1.571,1.76,17,1
7,168,3.429,1.46,28,1
7,392,8,1.45,86,1
10,190,1.9,7.36,14,1
7,28,0.571,8,1,1
13,2769,16.385,4.65,214,1
7,112,2.286,1.93,14,1
7,105,2.143,1.57,21,1
8,72,1.125,2.2,15,1
9,1296,16,1.33,120,1
10,1210,12.1,2.47,131,1
10,190,1.9,1.59,39,1
10,520,5.2,2,70,1
6,564,15.667,2.45,66,1
7,245,5,1.52,56,1
7,560,11.429,3.54,79,1
7,49,1,1.91,11,1
10,850,8.5,2.28,124,1
9,1809,22.333,1.27,216,1
12,96,0.667,7,7,1
3,270,30,2.34,59,1
8,496,7.75,1.81,81,1
5,30,1.2,1.63,8,1
8,280,4.375,1.96,56,1
11,1012,8.364,2.3,159,1
13,5720,33.846,2.18,669,1
14,378,1.929,7.24,25,1
4,16,1,4.5,2,1
6,114,3.167,1.16,25,1
3,168,18.667,1.38,8,1
10,1300,13,2.79,198,1
5,75,3,1.67,18,1
7,1008,20.571,1.24,75,1
9,882,10.889,2.78,156,1
9,1521,18.778,2.61,200,1
7,770,15.714,1.38,117,1
9,252,3.111,1.95,41,1
10,180,1.8,8.55,11,1
7,217,4.429,2.44,41,1
7,133,2.714,1.5,22,1
5,100,4,2.35,20,1
11,2640,21.818,2.05,348,1
12,1404,9.75,1.68,184,1
9,567,7,1.98,83,1
11,2024,16.727,4.6,213,1
8,96,1.5,6.22,9,1
8,216,3.375,2.14,22,1
8,472,7.375,2.77,65,1
11,242,2,8.59,17,1
11,495,4.091,2,66,1
4,396,24.75,2.4,83,1
8,512,8,1.63,79,1
9,1620,20,2.86,212,1
9,738,9.111,2.29,124,1
11,88,0.727,7.88,8,1
6,600,16.667,1.72,134,1
10,110,1.1,2.2,10,1
8,480,7.5,1.85,87,1
9,171,2.111,1.35,34,1
9,378,4.667,2.79,61,1
12,960,6.667,2.45,127,1
10,800,8,2.06,122,1
25,4450,7.12,7.95,266,1
8,368,5.75,1.78,65,1
9,324,4,3.21,56,1
10,2820,28.2,1.43,378,1
7,455,9.286,1.52,95,1
8,432,6.75,1.37,87,1
24,4224,7.333,7.85,267,1
11,2343,19.364,1.95,317,1
8,1584,24.75,1.31,260,1
28,4788,6.107,1.99,621,1
8,112,1.75,2.67,12,1
8,192,3,1.75,36,1
8,200,3.125,1.63,38,1
11,1298,10.727,6.63,80,1
10,450,4.5,2.05,65,1
7,518,10.571,1.12,74,1
6,354,9.833,1.38,61,1
9,2304,28.444,1.36,167,1
7,1029,21,1.28,173,1
6,564,15.667,1.32,79,1
10,90,0.9,2.82,11,1
9,378,4.667,2.34,56,1
6,42,1.167,2.11,9,1
11,88,0.727,2.44,9,1
9,1377,17,2.06,203,1
14,3766,19.214,4.61,276,1
8,216,3.375,1.45,31,1
15,4020,17.867,5.1,326,1
12,3264,22.667,2.74,393,1
9,216,2.667,2.2,35,1
23,3036,5.739,20.76,139,1
11,484,4,2.01,74,1
10,2280,22.8,1.87,316,1
5,535,21.4,1.43,92,1
7,273,5.571,1.67,24,1
9,207,2.556,1.63,41,1
10,200,2,9,12,1
8,96,1.5,1.64,25,1
8,352,5.5,3.26,46,1
12,300,2.083,2.59,37,1
7,77,1.571,1.35,20,1
3,12,1.333,9,1,1
7,98,2,1.74,23,1
6,576,16,1.69,88,1
14,5180,26.429,1.64,554,1
8,128,2,1.18,28,1
8,352,5.5,2.06,71,1
11,88,0.727,39,1,1
12,264,1.833,8.94,16,1
6,180,5,3.12,26,1
4,384,24,2.56,72,1
10,790,7.9,2.13,143,1
9,108,1.333,1.71,28,1
8,264,4.125,1.88,52,1
9,1395,17.222,2.54,201,1
10,2610,26.1,1.74,388,1
6,72,2,1.44,18,1
14,5586,28.5,5.04,425,1
13,3861,22.846,4.97,318,1
11,88,0.727,5.1,10,1
7,161,3.286,1.45,31,1
10,370,3.7,8.11,27,1
8,72,1.125,1.8,15,1
8,320,5,1.63,68,1
9,2403,29.667,1.28,307,1
8,120,1.875,2.14,14,1
8,112,1.75,1.88,25,1
13,572,3.385,1.61,61,1
6,570,15.833,1.45,89,1
7,98,2,2,17,1
10,790,7.9,1.25,103,1
11,2871,23.727,1.93,366,1
1,99,99,1.06,18,1
9,495,6.111,1.38,91,1
9,306,3.778,1.81,57,1
8,128,2,1.96,25,1
11,352,2.909,3.1,30,1
11,2871,23.727,2.01,368,1
8,456,7.125,1.81,78,1
8,200,3.125,1.73,41,1
11,1474,12.182,2.36,179,1
11,2992,24.727,1.43,352,1
6,48,1.333,2.18,11,1
7,140,2.857,1.48,31,1
8,656,10.25,1.99,95,1
24,4248,7.375,8.02,272,1
12,480,3.333,7.62,29,1
7,126,2.571,1.36,25,1
8,152,2.375,1.5,18,1
10,1070,10.7,1.81,161,1
9,189,2.333,1.65,20,1
12,96,0.667,2.9,10,1
8,488,7.625,1.94,86,1
9,1674,20.667,1.26,213,1
10,1260,12.6,2.63,196,1
10,220,2.2,2.44,34,1
8,192,3,1.81,36,1
7,77,1.571,2,16,1
8,72,1.125,2.38,13,1
11,704,5.818,2,88,1
9,261,3.222,1.39,44,1
6,108,3,1.76,21,1
5,85,3.4,2.91,11,1
9,900,11.111,1.83,121,1
10,90,0.9,2.5,12,1
8,1544,24.125,2.51,246,1
7,210,4.286,1.55,44,1
6,84,2.333,2.29,21,1
9,288,3.556,3.08,39,1
5,175,7,4.38,8,1
12,996,6.917,1.99,151,1
9,144,1.778,1.33,24,1
8,1184,18.5,1.28,181,1
5,65,2.6,1.69,16,1
11,2123,17.545,1.59,325,1
8,432,6.75,1.74,87,1
10,250,2.5,2.05,40,1
9,423,5.222,2.03,64,1
7,21,0.429,4,3,1
13,1352,8,4.05,82,1
9,2259,27.889,1.33,317,1
10,100,1,4,14,1
7,322,6.571,1.53,64,1
6,48,1.333,2.86,7,1
9,4572,56.444,1.3,563,1
8,320,5,2.22,59,1
23,2714,5.13,2.06,385,1
9,954,11.778,1.97,150,1
13,4797,28.385,4.79,398,1
8,120,1.875,2.2,25,1
10,1590,15.9,3.07,184,1
7,266,5.429,1.4,48,1
12,1392,9.667,2.62,176,1
7,413,8.429,1.24,76,1
13,1976,11.692,2.8,220,1
11,1144,9.455,2.97,152,1
9,1170,14.444,2.86,210,1
6,102,2.833,1.33,21,1
8,784,12.25,1.42,156,1
6,78,2.167,1.41,17,1
8,96,1.5,2.11,19,1
11,352,2.909,1.86,63,1
7,175,3.571,1.41,41,1
9,4428,54.667,1.22,476,1
5,75,3,3.17,12,1
10,2360,23.6,1.31,330,1
9,459,5.667,2.34,58,1
25,7300,11.68,7.51,459,1
8,472,7.375,3.13,31,1
5,40,1.6,1,14,1
9,432,5.333,1.42,69,1
7,420,8.571,1.5,80,1
6,570,15.833,1.97,79,1
5,65,2.6,1.18,22,1
8,104,1.625,2.68,19,1
6,96,2.667,1.48,23,1
10,1080,10.8,2.14,161,1
3,9,1,8,1,1
10,640,6.4,2.58,109,1
7,161,3.286,1.39,38,1
8,24,0.375,2.2,5,1
12,864,6,1.79,110,1
4,48,3,1.4,10,1
8,192,3,2.23,35,1
4,60,3.75,4,4,1
11,385,3.182,6.13,24,1
7,273,5.571,1.43,63,1
7,91,1.857,2.71,7,1
1,18,18,3.5,2,1
11,979,8.091,2.72,61,1
8,816,12.75,1.25,138,1
10,320,3.2,1.83,59,1
11,1067,8.818,2.4,132,1
8,72,1.125,1.69,16,1
7,721,14.714,1.76,121,1
6,102,2.833,2.29,14,1
11,869,7.182,2.2,135,1
3,9,1,7,1,1
6,84,2.333,2.4,20,1
12,96,0.667,5.9,10,1
9,369,4.556,1.41,69,1
9,909,11.222,1.37,140,1
10,180,1.8,1.89,37,1
6,636,17.667,1.14,72,1
14,4172,21.286,3.49,247,1
7,168,3.429,1.22,32,1
9,333,4.111,1.54,46,1
10,280,2.8,1.68,56,1
3,48,5.333,2.25,8,1
7,224,4.571,1.3,40,1
11,209,1.727,7.35,17,1
6,90,2.5,3.23,13,1
18,1422,4.389,3.17,115,1
8,416,6.5,1.75,77,1
8,96,1.5,2.16,19,1
6,102,2.833,1.32,25,1
6,342,9.5,2.46,63,1
9,2025,25,1.41,283,1
6,66,1.833,1.6,15,1
7,231,4.714,1.68,50,1
10,980,9.8,1.72,171,1
9,729,9,2.22,117,1
7,28,0.571,2.33,3,1
9,63,0.778,2,9,1
9,945,11.667,1.91,117,1
9,3168,39.111,1.34,486,1
8,96,1.5,1.81,21,1
11,88,0.727,3.2,15,1
9,261,3.222,2.4,45,1
2,138,34.5,1.2,10,1
8,136,2.125,2.88,25,1
5,35,1.4,1.45,11,1
9,4815,59.444,1.21,422,1
12,540,3.75,6.63,38,1
11,704,5.818,3.35,83,1
9,171,2.111,2.68,19,1
9,369,4.556,1.32,68,1
8,600,9.375,2.37,105,1
8,96,1.5,1.5,28,1
7,756,15.429,2.11,130,1
9,99,1.222,1.56,18,1
10,210,2.1,3.4,20,1
7,49,1,2.29,7,1
9,288,3.556,1.5,46,1
9,504,6.222,1.94,85,1
10,70,0.7,1.77,13,1
10,820,8.2,2.75,108,1
8,552,8.625,1.5,103,1
8,104,1.625,1.65,23,1
10,620,6.2,2.19,75,1
8,112,1.75,2.82,11,1
24,3192,5.542,18.67,155,1
11,99,0.818,3.4,10,1
7,2422,49.429,1.19,339,1
25,2950,4.72,2.02,392,1
12,4920,34.167,2.69,608,1
7,28,0.571,5,2,1
6,42,1.167,3.6,5,1
9,495,6.111,1.43,87,1
9,747,9.222,2.28,96,1
15,5340,23.733,5.32,400,1
10,190,1.9,9.5,12,1
8,72,1.125,2.17,12,1
5,95,3.8,5.5,4,1
9,4806,59.333,1.34,661,1
8,288,4.5,2.03,65,1
6,78,2.167,3.38,8,1
8,344,5.375,1.81,62,1
12,1068,7.417,3.5,131,1
10,1970,19.7,1.25,228,1
8,256,4,2.04,47,1
7,140,2.857,1.94,31,1
7,154,3.143,1.19,32,1
5,30,1.2,10,1,1
8,56,0.875,1.82,11,1
9,765,9.444,2.32,130,1
9,4572,56.444,1.31,640,1
8,656,10.25,2.41,107,1
8,512,8,1.93,80,1
10,2590,25.9,2.51,362,1
11,946,7.818,1.95,144,1
10,2690,26.9,5.15,160,1
8,344,5.375,1.71,69,1
9,153,1.889,1.75,16,1
7,287,5.857,1.97,62,1
9,477,5.889,2.42,66,1
24,7416,12.875,17.51,390,1
1,9,9,7,1,1
7,1701,34.714,1.62,230,1
12,3252,22.583,1.86,433,1
10,380,3.8,2.7,56,1
13,1573,9.308,3.72,159,1
8,32,0.5,1.5,8,1
7,413,8.429,1.38,45,1
9,738,9.111,2.74,84,1
19,855,2.368,3.01,69,1
10,390,3.9,1.91,58,1
9,882,10.889,2.06,122,1
7,98,2,1.87,15,1
6,570,15.833,1.64,104,1
5,10,0.4,7,1,1
7,133,2.714,1.74,31,1
12,828,5.75,2.81,98,1
12,996,6.917,1.75,144,1
7,112,2.286,3.25,16,1
24,4272,7.417,8,258,1
8,120,1.875,1.23,26,1
6,24,0.667,5,2,1
8,320,5,1.81,62,1
12,276,1.917,7.57,21,1
6,198,5.5,1.2,41,1
10,250,2.5,1.91,35,1
9,1620,20,2.47,225,1
8,328,5.125,2.53,55,1
9,90,1.111,1.94,18,1
7,182,3.714,1.66,41,1
6,246,6.833,1.3,44,1
5,20,0.8,2.33,6,1
11,242,2,1.94,35,1
7,91,1.857,2.2,15,1
8,808,12.625,1.29,139,1
8,168,2.625,2.07,29,1
7,343,7,1.91,57,1
7,357,7.286,1.14,65,1
6,18,0.5,10,1,1
7,217,4.429,1.35,51,1
7,175,3.571,2.14,29,1
8,288,4.5,1.89,62,1
5,190,7.6,2.07,29,1
9,189,2.333,1.22,32,1
10,510,5.1,2.12,81,1
9,963,11.889,1.42,138,1
7,371,7.571,1.57,63,1
6,102,2.833,1.56,16,1
12,2484,17.25,1.7,292,1
9,189,2.333,1.57,35,1
13,1495,8.846,2.62,179,1
7,42,0.857,4.67,3,1
9,171,2.111,7.6,15,1
9,387,4.778,2.73,55,1
7,686,14,1.42,100,1
6,234,6.5,1.58,45,1
10,2490,24.9,2.32,315,1
6,150,4.167,1.42,36,1
9,2556,31.556,1.41,249,1
8,1184,18.5,1.24,198,1
13,481,2.846,3.59,41,1
8,160,2.5,1.93,30,1
8,864,13.5,1.69,150,1
10,1200,12,1.7,197,1
8,56,0.875,2.7,10,1
1,12,12,3.5,2,1
9,810,10,2.18,97,1
9,324,4,1.82,62,1
11,3322,27.455,2.81,448,1
9,234,2.889,1.88,48,1
8,984,15.375,1.71,147,1
8,264,4.125,1.89,61,1
10,190,1.9,2,32,1
25,12275,19.64,7.21,773,1
7,189,3.857,1.79,39,1
25,6525,10.44,17.75,326,1
6,492,13.667,1.31,39,1
8,1344,21,1.76,245,1
14,812,4.143,12.07,46,1
5,95,3.8,1.5,28,1
8,176,2.75,2.59,27,1
8,72,1.125,2.15,13,1
10,690,6.9,1.85,103,1
22,1540,3.182,11.54,70,1
11,275,2.273,2.11,47,1
7,161,3.286,1.66,32,1
8,384,6,2,63,1
12,1404,9.75,1.68,193,1
7,140,2.857,2.24,29,1
7,77,1.571,1.5,18,1
7,252,5.143,1.25,56,1
9,153,1.889,6.4,15,1
5,45,1.8,2,12,1
8,1928,30.125,1.26,182,1
8,384,6,1.89,72,1
10,70,0.7,2.08,12,1
8,144,2.25,2.52,27,1
6,54,1.5,2,10,1
2,12,3,7,1,1
8,304,4.75,2.3,61,1
10,670,6.7,2.29,94,1
9,1476,18.222,1.26,221,1
7,371,7.571,1.29,86,1
10,2580,25.8,2.67,325,1
9,729,9,1.49,91,1
10,1300,13,2.78,212,1
16,3888,15.188,5.5,278,1
5,215,8.6,1.42,69,1
7,343,7,1.34,77,1
9,4824,59.556,1.38,662,1
9,342,4.222,2.18,49,1
6,144,4,1.56,27,1
1,36,36,1.14,7,1
7,1435,29.286,1.26,124,1
8,2392,37.375,1.32,338,1
5,20,0.8,2.33,3,1
7,245,5,2.38,42,1
10,370,3.7,1.39,41,1
12,1212,8.417,1.99,178,1
7,287,5.857,1.42,66,1
7,56,1.143,2.38,8,1
9,333,4.111,2.03,64,1
15,2310,10.267,5.84,167,1
10,1300,13,3.18,199,1
23,2001,3.783,2.36,242,1
10,440,4.4,3.15,55,1
9,261,3.222,1.3,47,1
7,140,2.857,1.82,38,1
11,220,1.818,3.36,11,1
17,578,2,17.75,4,1
5,30,1.2,1.8,5,1
7,119,2.429,1.89,27,1
8,600,9.375,2.05,110,1
3,1272,141.33,136.6,5,1
7,49,1,1.36,11,1
8,56,0.875,2.64,11,1
8,2176,34,1.35,299,1
11,3707,30.636,2.2,296,1
6,108,3,2.64,22,1
7,665,13.571,1.56,114,1
10,210,2.1,2.11,36,1
6,108,3,1.71,28,1
7,91,1.857,1.76,17,1
10,400,4,3.05,56,1
8,304,4.75,1.93,55,1
6,48,1.333,2,13,1
7,1085,22.143,1.46,132,1
14,168,0.857,6.55,11,1
14,4746,24.214,2.44,481,1
24,2976,5.167,16.66,161,1
8,288,4.5,3.22,55,1
8,976,15.25,1.44,154,1
6,78,2.167,1.37,19,1
11,3784,31.273,4.71,358,1
6,180,5,1.22,46,1
9,1566,19.333,1.71,163,1
1,88,88,1,17,1
9,4815,59.444,1.23,617,1
9,576,7.111,2.29,87,1
10,190,1.9,3.71,17,1
9,927,11.444,1.22,125,1
5,440,17.6,1.67,96,1
8,208,3.25,1.75,44,1
9,4815,59.444,1.42,654,1
8,368,5.75,1.97,65,1
9,306,3.778,1.57,44,1
7,98,2,1.48,21,1
10,2920,29.2,1.5,397,1
8,2384,37.25,1.18,278,1
8,520,8.125,1.4,100,1
7,140,2.857,1.46,35,1
23,5727,10.826,16.33,270,1
7,161,3.286,1.89,38,1
7,112,2.286,1.18,28,1
6,42,1.167,1.38,8,1
9,756,9.333,2.75,112,1
7,77,1.571,1.64,11,1
8,120,1.875,1.57,23,1
12,864,6,2.15,113,1
8,104,1.625,2.28,18,1
9,4113,50.778,1.28,555,1
10,120,1.2,2.29,21,1
7,63,1.286,1.85,13,1
2,558,139.5,1.05,40,1
9,108,1.333,1.59,29,1
10,2720,27.2,1.38,368,1
1,177,177,1.03,35,1
8,912,14.25,1.45,73,1
7,119,2.429,2.7,10,1
10,970,9.7,2.71,152,1
9,756,9.333,1.83,119,1
10,120,1.2,2.7,10,1
10,80,0.8,7,6,1
9,441,5.444,3.12,83,1
9,378,4.667,1.15,65,1
5,195,7.8,1.67,48,1
5,280,11.2,1.31,26,1
9,2709,33.444,1.3,371,1
9,837,10.333,1.57,122,1
24,2808,4.875,2.88,338,1
17,374,1.294,8.57,14,1
8,560,8.75,2.31,112,1
8,168,2.625,2.56,27,1
8,664,10.375,2.17,90,1
7,77,1.571,1.47,19,1
10,340,3.4,2.02,54,1
77,18865,3.182,32.67,257,1
7,1274,26,1.27,204,1
8,96,1.5,1.9,20,1
9,774,9.556,2.19,119,1
1,95,95,1.03,35,1
9,4815,59.444,1.35,555,1
10,340,3.4,1.83,66,1
13,2964,17.538,3.29,238,1
8,184,2.875,1.94,32,1
8,272,4.25,1.84,63,1
9,1395,17.222,2.53,207,1
9,378,4.667,2.75,59,1
9,684,8.444,2.37,126,1
8,280,4.375,1.76,51,1
9,675,8.333,2.09,119,1
10,110,1.1,1.52,31,1
8,328,5.125,1.63,73,1
6,42,1.167,1.5,8,1
8,368,5.75,1.79,73,1
8,1648,25.75,1.64,237,1
11,1089,9,2.14,117,1
12,4920,34.167,2.47,645,1
10,630,6.3,1.72,109,1
17,323,1.118,58.5,2,1
10,310,3.1,2.14,49,1
6,576,16,1.45,86,1
9,324,4,2.83,58,1
7,119,2.429,2.72,18,1
6,60,1.667,1.54,13,1
3,12,1.333,10,1,1
13,494,2.923,3.93,42,1
7,133,2.714,5.18,17,1
10,100,1,52,1,1
8,48,0.75,13,2,1
13,4602,27.231,4.39,398,1
8,96,1.5,2.3,20,1
25,4625,7.4,7.24,306,1
10,180,1.8,9.4,10,1
9,1098,13.556,2.54,144,1
7,70,1.429,3.5,6,1
9,1863,23,1.29,255,1
8,176,2.75,2.56,27,1
7,483,9.857,1.28,71,1
8,512,8,1.93,102,1
9,4590,56.667,1.27,618,1
7,84,1.714,1.62,21,1
7,126,2.571,2.14,21,1
8,128,2,1.69,29,1
8,856,13.375,2.12,155,1
7,644,13.143,1.54,122,1
59,4956,1.424,148.36,22,1
7,182,3.714,1.52,23,1
7,112,2.286,1.96,24,1
7,140,2.857,1.46,24,1
7,238,4.857,1.55,42,1
8,1240,19.375,1.64,276,1
7,112,2.286,2.14,22,1
6,126,3.5,1.58,19,1
9,567,7,1.96,82,1
8,136,2.125,2.48,21,1
8,336,5.25,1.54,59,1
8,1592,24.875,1.18,155,1
11,781,6.455,2.41,120,1
9,288,3.556,2.17,40,1
9,738,9.111,2.3,120,1
7,126,2.571,1.94,17,1
10,2610,26.1,1.81,388,1
7,1533,31.286,1.44,207,1
9,171,2.111,1.52,31,1
7,140,2.857,1.48,29,1
9,396,4.889,1.38,74,1
9,432,5.333,1.41,79,1
11,1100,9.091,3.04,165,1
8,1032,16.125,1.46,164,1
8,152,2.375,2.33,24,1
16,6016,23.5,5.57,401,1
9,297,3.667,2.19,62,1
6,234,6.5,1.77,52,1
7,518,10.571,1.57,91,1
8,1520,23.75,1.21,148,1
17,6613,22.882,5,455,1
9,1116,13.778,2.85,144,1
9,1008,12.444,1.59,135,1
8,288,4.5,1.98,62,1
9,2403,29.667,1.35,234,1
8,344,5.375,3.4,50,1
7,126,2.571,1.13,24,1
9,180,2.222,1.74,31,1
18,3330,10.278,2.39,228,1
9,342,4.222,1.87,68,1
8,416,6.5,1.88,84,1
5,70,2.8,1.38,21,1
4,24,1.5,5.5,2,1
11,946,7.818,2.2,143,1
7,112,2.286,1.13,30,1
8,272,4.25,1.87,52,1
13,1508,8.923,2.49,177,1
10,170,1.7,6.83,12,1
10,230,2.3,1.76,34,1
7,322,6.571,1.46,78,1
3,9,1,7,1,1
4,36,2.25,1.67,9,1
14,2590,13.214,2.27,289,1
8,1496,23.375,1.38,168,1
7,987,20.143,1.17,135,1
7,280,5.714,1.57,60,1
11,2431,20.091,1.95,312,1
11,88,0.727,36,1,1
38,4826,3.342,3.41,657,1
7,700,14.286,1.63,120,1
6,192,5.333,2.11,38,1
10,120,1.2,1.57,28,1
9,540,6.667,2.75,81,1
10,90,0.9,9.4,5,1
11,836,6.909,2.08,102,1
9,576,7.111,2.57,110,1
8,288,4.5,2.13,63,1
10,850,8.5,2.25,122,1
8,32,0.5,5,3,1
6,174,4.833,1.92,38,1
14,6090,31.071,4.58,472,1
14,6160,31.429,1.54,632,1
9,144,1.778,1.55,20,1
9,738,9.111,2.39,114,1
8,1048,16.375,1.46,177,1
8,4064,63.5,1.28,290,1
7,301,6.143,2.56,64,1
7,266,5.429,1.38,63,1
8,224,3.5,19.6,5,1
6,486,13.5,1.26,109,1
5,65,2.6,1.87,15,1
12,120,0.833,5.3,10,1
8,184,2.875,1.84,31,1
10,200,2,2.27,33,1
8,56,0.875,2.36,11,1
12,276,1.917,8.21,14,1
10,310,3.1,1.98,44,1
7,427,8.714,1.78,77,1
9,927,11.444,1.42,159,1
9,504,6.222,1.97,88,1
9,3177,39.222,1.45,411,1
13,3458,20.462,4.81,286,1
7,462,9.429,1.46,93,1
8,96,1.5,1.48,25,1
8,424,6.625,1.76,89,1
7,231,4.714,1.44,48,1
5,30,1.2,1.63,8,1
9,738,9.111,1.48,122,1
10,2270,22.7,1.64,311,1
7,1134,23.143,1.49,73,1
9,1089,13.444,2.4,181,1
8,1920,30,1.34,279,1
8,232,3.625,2.38,39,1
15,4500,20,2.36,481,1
7,56,1.143,1.42,12,1
9,1629,20.111,2.64,216,1
8,600,9.375,1.37,100,1
8,320,5,2.61,59,1
11,3927,32.455,1.55,546,1
10,4130,41.3,2.47,527,1
8,448,7,2.09,91,1
10,180,1.8,2.6,20,1
8,120,1.875,1.88,24,1
11,242,2,2.37,30,1
7,896,18.286,1.69,140,1
11,3707,30.636,2.09,318,1
6,576,16,2.09,81,1
9,1107,13.667,2.84,154,1
7,3647,74.429,1.28,260,1
8,864,13.5,1.34,126,1
11,220,1.818,2.58,19,1
10,5060,50.6,1.34,564,1
14,532,2.714,2.95,41,1
10,540,5.4,1.83,94,1
7,777,15.857,1.5,131,1
5,580,23.2,2.18,100,1
16,6384,24.938,5.34,441,1
8,656,10.25,2.51,109,1
8,656,10.25,2.1,126,1
7,49,1,2.22,9,1
9,270,3.333,1.86,44,1
7,931,19,1.75,112,1
10,830,8.3,1.44,120,1
7,1505,30.714,3.35,246,1
13,4875,28.846,1.44,521,1
9,2448,30.222,1.33,252,1
6,162,4.5,2.33,33,1
9,4590,56.667,1.24,506,1
13,3146,18.615,2.33,312,1
12,504,3.5,2.71,66,1
11,737,6.091,2.28,107,1
7,441,9,1.71,82,1
10,3030,30.3,1.32,410,1
5,20,0.8,2.67,3,1
5,65,2.6,1.48,21,1
8,144,2.25,1.81,32,1
6,120,3.333,1.21,33,1
9,2097,25.889,1.26,274,1
10,2600,26,1.78,412,1
5,35,1.4,8.5,2,1
9,2412,29.778,1.29,341,1
25,1775,2.84,2.22,187,1
8,2200,34.375,1.31,351,1
10,5110,51.1,1.53,385,1
14,1176,6,2.31,133,1
9,144,1.778,1.5,20,1
15,465,2.067,3.96,24,1
10,990,9.9,2.93,160,1
7,91,1.857,1.65,17,1
9,891,11,2.52,171,1
10,310,3.1,1.69,52,1
9,477,5.889,1.24,84,1
8,192,3,1.84,31,1
8,560,8.75,2.21,98,1
7,63,1.286,1.5,10,1
9,1107,13.667,2.62,153,1
7,322,6.571,1.46,78,1
7,231,4.714,1.45,56,1
10,490,4.9,3.01,86,1
9,171,2.111,1.34,32,1
6,48,1.333,3.1,10,1
8,64,1,2.36,14,1
9,918,11.333,1.2,137,1
9,1368,16.889,2.77,187,1
8,552,8.625,1.43,83,1
8,1128,17.625,1.84,227,1
7,91,1.857,1.73,15,1
10,1050,10.5,1.7,145,1
6,96,2.667,1.96,24,1
8,768,12,1.35,63,1
8,120,1.875,3.88,8,1
11,825,6.818,2.08,107,1
8,240,3.75,2.3,47,1
9,333,4.111,2,50,1
11,275,2.273,1.9,40,1
10,390,3.9,2.09,55,1
8,1744,27.25,1.29,195,1
12,1392,9.667,1.99,172,1
11,2992,24.727,1.97,431,1
7,1533,31.286,1.26,222,1
8,96,1.5,2.19,21,1
8,576,9,1.25,91,1
6,300,8.333,1.76,41,1
16,6640,25.938,5.17,499,1
5,410,16.4,2.11,70,1
6,300,8.333,2.38,50,1
24,5016,8.708,17.27,269,1
7,1323,27,1.89,237,1
8,104,1.625,1.76,25,1
9,2475,30.556,1.39,359,1
12,264,1.833,7.68,19,1
7,231,4.714,1.2,51,1
6,102,2.833,1.63,24,1
9,180,2.222,2.2,30,1
8,104,1.625,1.81,27,1
23,2116,4,1.44,212,1
5,60,2.4,2.2,15,1
8,80,1.25,1.94,18,1
