@relation page-blocks

@attribute Area numeric
@attribute Eccen numeric
@attribute P_black numeric
@attribute Wb_trans numeric
@attribute Class {1,2,3,4,5}

@data
8645,23.947,0.081,21,1
3976,20.286,0.365,285,1
74,74,0.189,13,1
5964,41.417,0.297,789,1
98,2,0.327,17,1
4815,59.444,0.157,617,1
14,0.286,0.5,1,1
182,3.714,0.33,29,1
1650,13.636,0.186,149,1
1008,12.444,0.213,135,1
20,0.8,0.5,1,1
96,1.5,0.51,19,1
564,15.667,0.326,91,1
1032,28.667,0.294,175,1
9,1,0.889,1,1
1359,16.778,0.184,178,1
130,5.2,0.523,36,1
126,2.571,0.27,25,1
2850,28.5,0.175,315,1
516,3.583,0.328,66,1
1533,31.286,0.182,222,1
480,3.333,0.46,29,1
3069,37.889,0.072,165,1
184,2.875,0.359,40,1
256,4,0.375,46,1
1116,13.778,0.348,151,1
760,7.6,0.322,123,1
980,9.8,0.448,160,1
747,9.222,0.351,89,1
2376,29.333,0.197,349,1
738,9.111,0.374,120,1
32,0.5,0.375,8,1
5110,51.1,0.115,385,1
1974,10.071,0.278,240,1
121,1,0.455,13,1
80,3.2,0.25,10,1
584,9.125,0.235,93,1
176,2.75,0.477,37,1
89,89,0.169,14,1
45,1.8,0.533,12,1
102,2.833,0.382,24,1
270,30,0.511,59,1
572,4.727,0.262,84,1
420,4.2,0.317,60,1
128,2,0.438,21,1
238,4.857,0.273,42,1
224,3.5,0.299,42,1
871,5.154,0.432,57,1
1562,3.227,0.536,72,1
25,1,0.44,7,1
136,2.125,0.463,22,1
496,7.75,0.357,99,1
451,3.727,0.337,52,1
270,2.7,0.344,39,1
918,11.333,0.193,137,1
294,6,0.405,58,1
3264,22.667,0.329,393,1
486,6,0.292,96,1
5621,46.455,0.17,671,1
112,1.75,0.357,20,1
336,5.25,0.375,61,1
600,9.375,0.423,84,1
240,3.75,0.242,43,1
10,10,0.8,2,1
144,1.778,0.16,12,1
496,7.75,0.363,85,1
3252,22.583,0.232,390,1
1032,16.125,0.232,164,1
4760,24.286,0.259,503,1
1309,10.818,0.268,204,1
5040,50.4,0.139,590,1
72,1.125,0.431,13,1
195,7.8,0.338,38,1
81,1,0.272,16,1
1656,20.444,0.214,242,1
220,1.818,0.168,11,1
104,1.625,0.404,20,1
729,9,0.357,117,1
1111,9.182,0.264,178,1
1464,10.167,0.26,166,1
329,6.714,0.258,66,1
1215,15,0.249,193,1
1815,15,0.354,190,1
56,0.875,0.429,9,1
336,5.25,0.369,67,1
2710,27.1,0.239,333,1
4950,7.92,0.869,270,1
330,3.3,0.342,68,1
1550,15.5,0.275,231,1
480,7.5,0.433,69,1
2097,25.889,0.165,274,1
2580,25.8,0.337,325,1
5075,8.12,0.837,279,1
64,1,0.234,3,1
500,5,0.268,69,1
297,3.667,0.458,62,1
15580,10.789,0.279,1815,1
2448,30.222,0.277,365,1
2510,25.1,0.141,287,1
42,0.857,0.5,1,1
152,2.375,0.454,32,1
413,8.429,0.242,56,1
765,9.444,0.395,130,1
1143,14.111,0.213,154,1
280,4.375,0.382,53,1
2277,18.818,0.268,332,1
84,1.714,0.417,19,1
572,4.727,0.28,78,1
578,2,0.123,4,1
1551,12.818,0.366,199,1
112,1.75,0.446,23,1
72,1.125,0.375,15,1
1744,27.25,0.144,195,1
1694,14,0.36,206,1
110,4.4,0.536,27,1
250,2.5,0.34,45,1
190,1.9,0.621,14,1
441,5.444,0.231,70,1
77,1.571,0.455,20,1
2590,13.214,0.254,289,1
4545,56.111,0.189,654,1
2384,37.25,0.138,278,1
370,3.7,0.592,27,1
42,1.167,0.429,5,1
3822,19.5,0.373,310,1
224,4.571,0.308,55,1
2484,17.25,0.2,292,1
2472,38.625,0.186,325,1
152,2.375,0.382,30,1
192,3,0.328,36,1
70,2.8,0.586,18,1
224,3.5,0.393,40,1
7,7,1,1,1
165,1.364,0.358,27,1
408,1.412,0.426,39,1
259,5.286,0.305,54,1
1141,23.286,0.212,185,1
150,6,0.36,43,1
138,34.5,0.087,10,1
96,1.5,0.417,19,1
575,23,0.417,118,1
2951,17.462,0.226,215,1
3252,22.583,0.238,391,1
261,3.222,0.414,45,1
78,2.167,0.551,17,1
115,4.6,0.226,16,1
618,17.167,0.248,124,1
126,2.571,0.468,21,1
96,1.5,0.406,18,1
24,1.5,0.333,4,1
253,2.091,0.265,32,1
147,3,0.286,31,1
63,1.286,0.302,11,1
592,9.25,0.568,108,1
121,1,0.537,13,1
2768,43.25,0.144,304,1
560,8.75,0.298,95,1
266,5.429,0.308,53,1
816,12.75,0.212,138,1
320,0.8,0.5,6,1
132,0.917,0.371,30,1
640,1.6,0.43,13,1
576,7.111,0.307,89,1
1548,19.111,0.171,202,1
4464,7.75,0.514,304,1
32,0.5,0.469,3,1
720,7.2,0.292,116,1
288,3.556,0.413,69,1
145,5.8,0.4,36,1
371,7.571,0.267,63,1
35,1.4,0.4,8,1
93,10.333,0.226,10,1
1575,19.444,0.177,222,1
280,5.714,0.311,61,1
749,15.286,0.27,126,1
70,1.429,0.386,13,1
231,4.714,0.364,50,1
108,3,0.444,28,1
770,7.7,0.469,137,1
1715,35,0.143,175,1
99,0.818,0.485,8,1
200,3.125,0.355,41,1
256,4,0.207,43,1
200,3.125,0.31,38,1
450,5.556,0.496,83,1
5740,29.286,0.241,576,1
1700,17,0.499,195,1
36,1,0.361,9,1
384,1.5,0.44,32,1
940,9.4,0.286,151,1
155,6.2,0.361,36,1
54,1.5,0.296,13,1
297,3.667,0.347,40,1
2270,22.7,0.225,311,1
6256,24.438,0.401,477,1
310,3.1,0.281,44,1
656,10.25,0.396,99,1
670,6.7,0.291,86,1
4740,47.4,0.187,585,1
1962,24.222,0.148,203,1
3333,27.545,0.151,67,1
144,1.778,0.278,27,1
72,2,0.361,18,1
1134,23.143,0.096,73,1
1111,9.182,0.239,165,1
119,2.429,0.454,17,1
824,12.875,0.425,129,1
150,4.167,0.313,34,1
40,1.6,0.35,14,1
963,11.889,0.217,156,1
2997,37,0.237,452,1
99,0.818,0.384,10,1
1794,10.615,0.232,108,1
186,5.167,0.301,34,1
399,8.143,0.414,61,1
1430,14.3,0.355,218,1
1080,13.333,0.331,181,1
1720,26.875,0.416,243,1
66,1.833,0.333,15,1
12561,2.013,0.319,78,1
126,1.556,0.706,12,1
96,1.5,0.448,21,1
720,8.889,0.304,122,1
550,4.545,0.255,74,1
2024,16.727,0.46,211,1
2992,24.727,0.171,348,1
612,7.556,0.335,88,1
3458,20.462,0.398,286,1
2720,27.2,0.206,399,1
324,4,0.556,56,1
684,8.444,0.358,112,1
6613,22.882,0.344,455,1
828,10.222,0.24,129,1
664,10.375,0.325,123,1
5872,22.938,0.385,427,1
4590,56.667,0.137,506,1
258,7.167,0.205,30,1
2590,25.9,0.351,362,1
162,2,0.352,31,1
480,3.333,0.271,66,1
288,4.5,0.615,55,1
2613,15.462,0.4,235,1
207,2.556,0.246,28,1
288,4.5,0.465,63,1
91,1.857,0.33,21,1
2620,26.2,0.29,432,1
330,3.3,0.352,56,1
54,0.667,0.667,2,1
2190,21.9,0.153,270,1
847,17.286,0.272,149,1
130,5.2,0.492,27,1
5340,23.733,0.398,400,1
3976,20.286,0.236,419,1
630,6.3,0.298,109,1
380,3.8,0.434,57,1
4815,59.444,0.191,676,1
532,1.474,0.588,24,1
96,1.5,0.521,20,1
406,8.286,0.202,35,1
110,1.1,0.427,31,1
6384,24.938,0.369,441,1
444,3.083,0.41,47,1
689,4.077,0.509,61,1
114,3.167,0.289,24,1
264,2.182,0.307,39,1
756,9.333,0.222,93,1
288,4.5,0.559,53,1
250,2.5,0.268,35,1
550,5.5,0.295,82,1
240,3.75,0.383,49,1
198,5.5,0.247,41,1
1148,23.429,0.281,202,1
4480,22.857,0.354,355,1
1848,28.875,0.21,236,1
627,5.182,0.271,91,1
520,8.125,0.302,90,1
112,1.75,0.446,22,1
98,2,0.316,16,1
1503,18.556,0.378,197,1
280,5.714,0.339,66,1
91,1.857,0.209,7,1
360,0.9,0.489,9,1
130,0.769,0.3,6,1
315,3.889,0.273,52,1
576,9,0.399,102,1
456,7.125,0.268,84,1
1040,6.154,0.434,81,1
476,2.429,0.279,43,1
306,3.778,0.379,68,1
125,5,0.4,33,1
77,1.571,0.312,18,1
1005,4.467,0.293,82,1
4088,63.875,0.084,261,1
918,11.333,0.183,132,1
747,9.222,0.292,90,1
963,11.889,0.383,166,1
91,1.857,0.286,10,1
248,3.875,0.415,55,1
1100,9.091,0.269,156,1
423,5.222,0.336,80,1
570,5.7,0.326,94,1
2688,13.714,0.234,275,1
510,5.1,0.337,81,1
120,1.875,0.267,14,1
336,2.333,0.265,29,1
552,8.625,0.366,104,1
133,2.714,0.278,27,1
3648,2.526,0.431,478,1
376,5.875,0.34,64,1
288,4.5,0.299,39,1
1375,11.364,0.432,196,1
909,11.222,0.196,146,1
2886,17.077,0.377,221,1
160,2.5,0.263,21,1
80,1.25,0.4,17,1
290,2.9,0.307,48,1
399,8.143,0.321,87,1
152,2.375,0.421,35,1
152,2.375,0.355,31,1
240,6.667,0.221,42,1
560,8.75,0.464,110,1
25,1,0.28,4,1
36,0.444,0.472,3,1
168,2.625,0.339,29,1
11775,18.84,0.449,678,1
40,1.6,0.675,9,1
864,10.667,0.281,124,1
410,4.1,0.278,59,1
297,2.455,0.303,37,1
147,3,0.306,27,1
28,0.571,0.321,1,1
1067,8.818,0.266,139,1
216,3.375,0.269,45,1
27,3,0.296,6,1
126,2.571,0.262,17,1
256,4,0.395,48,1
98,2,0.357,20,1
189,2.333,0.317,23,1
385,3.182,0.351,60,1
306,3.778,0.225,44,1
315,3.889,0.26,60,1
168,2.625,0.357,29,1
304,4.75,0.401,46,1
1092,22.286,0.473,218,1
189,3.857,0.079,6,1
4464,7.75,0.505,305,1
168,3.429,0.244,28,1
354,9.833,0.237,61,1
180,2.222,0.361,35,1
1332,16.444,0.146,167,1
182,3.714,0.352,47,1
230,2.3,0.361,34,1
423,5.222,0.404,86,1
954,11.778,0.309,150,1
810,3.6,0.323,107,1
560,11.429,0.155,74,1
170,1.7,0.382,27,1
78,2.167,0.359,17,1
2752,43,0.216,486,1
330,3.3,0.391,63,1
675,8.333,0.369,119,1
351,4.333,0.444,57,1
180,1.8,0.306,22,1
5744,22.438,0.376,399,1
96,1.5,0.375,20,1
330,3.3,0.282,51,1
66,1.833,0.303,15,1
12,1.333,1,1,1
979,8.091,0.17,61,1
342,4.222,0.444,56,1
5726,29.214,0.172,551,1
15,0.6,0.533,1,1
190,1.9,0.6,15,1
370,3.7,0.154,41,1
147,3,0.313,31,1
72,0.889,0.583,2,1
38,9.5,0.184,2,1
1274,26,0.203,204,1
480,19.2,0.404,70,1
324,4,0.395,54,1
60,1.667,0.45,14,1
1464,22.875,0.185,190,1
56,1.143,0.304,12,1
980,9.8,0.392,154,1
738,9.111,0.32,111,1
96,1.5,0.427,16,1
242,2,0.632,19,1
306,8.5,0.294,61,1
2439,30.111,0.285,382,1
70,0.7,0.357,12,1
128,2,0.328,22,1
368,5.75,0.285,74,1
711,8.778,0.343,111,1
396,3.273,0.283,54,1
3840,26.667,0.231,431,1
112,2.286,0.304,30,1
534,14.833,0.303,89,1
576,16,0.335,79,1
49,1,0.347,9,1
1008,15.75,0.188,149,1
738,9.111,0.379,119,1
368,5.75,0.266,53,1
280,4.375,0.393,56,1
190,1.9,0.584,16,1
252,5.143,0.262,52,1
36,1,0.306,3,1
999,12.333,0.209,133,1
1392,9.667,0.331,176,1
102,2.833,0.343,27,1
1274,6.5,0.389,98,1
957,7.909,0.253,128,1
300,3,0.363,45,1
29,29,0.31,8,1
160,2.5,0.394,28,1
28,0.571,0.393,5,1
427,8.714,0.321,77,1
136,2.125,0.382,21,1
344,5.375,0.212,52,1
738,9.111,0.329,115,1
16,0.25,0.563,1,1
2024,16.727,0.471,213,1
3300,33,0.207,425,1
133,2.714,0.662,18,1
4581,56.556,0.096,328,1
280,2.8,0.343,45,1
4165,14.412,0.913,293,1
322,6.571,0.155,12,1
1000,10,0.436,172,1
896,18.286,0.203,137,1
1832,28.625,0.168,196,1
576,16,0.309,103,1
747,9.222,0.293,96,1
1089,9,0.23,117,1
230,2.3,0.27,31,1
1116,13.778,0.367,144,1
6525,10.44,0.887,326,1
600,6,0.365,93,1
63,1.286,0.317,13,1
343,7,0.318,57,1
1080,10.8,0.297,174,1
300,3,0.3,42,1
297,3.667,0.34,40,1
4200,21.429,0.263,462,1
63,0.778,0.349,6,1
78,2.167,0.346,10,1
165,6.6,0.315,41,1
2992,24.727,0.168,352,1
729,9,0.187,91,1
144,2.25,0.479,32,1
84,2.333,0.393,21,1
12275,19.64,0.454,773,1
104,26,0.144,6,1
66,1.833,0.333,14,1
1450,14.5,0.278,212,1
297,3.667,0.357,43,1
203,4.143,0.266,20,1
15,0.6,0.533,3,1
738,9.111,0.408,126,1
2322,28.667,0.173,313,1
5080,50.8,0.1,372,1
5110,51.1,0.141,555,1
84,1.714,0.226,8,1
276,7.667,0.217,30,1
306,3.778,0.412,66,1
1264,19.75,0.102,97,1
182,3.714,0.302,29,1
168,2.625,0.31,31,1
720,8.889,0.231,108,1
144,2.25,0.472,27,1
2880,28.8,0.191,365,1
384,6,0.328,63,1
152,2.375,0.309,31,1
78,0.462,0.436,1,1
280,5.714,0.229,51,1
77,1.571,0.416,20,1
891,7.364,0.339,109,1
679,13.857,0.211,95,1
225,2.778,0.329,29,1
225,2.778,0.32,32,1
133,2.714,0.406,31,1
1790,17.9,0.2,254,1
1230,12.3,0.362,149,1
1089,13.444,0.356,176,1
78,2.167,0.231,6,1
3038,15.5,0.268,383,1
190,1.9,0.611,14,1
320,5,0.281,62,1
552,8.625,0.159,68,1
392,8,0.319,86,1
63,1.286,0.429,9,1
42,0.857,0.357,9,1
1936,30.25,0.232,262,1
664,10.375,0.357,120,1
152,2.375,0.368,32,1
42,1.167,0.357,2,1
864,6,0.615,83,1
1211,24.714,0.207,187,1
150,6,0.587,36,1
147,3,0.333,35,1
2925,17.308,0.253,226,1
2511,31,0.097,181,1
4824,59.556,0.154,547,1
4806,59.333,0.102,351,1
792,12.375,0.199,114,1
4872,24.857,0.169,526,1
189,2.333,0.365,24,1
90,3.6,0.322,20,1
1309,4.529,0.314,140,1
120,3.333,0.258,24,1
616,9.625,0.232,97,1
162,2,0.259,27,1
384,6,0.341,67,1
406,8.286,0.212,38,1
300,3,0.307,47,1
297,3.667,0.424,68,1
1332,16.444,0.194,189,1
1683,20.778,0.42,233,1
77,1.571,0.351,18,1
1036,21.143,0.184,159,1
1260,12.6,0.425,200,1
2205,27.222,0.16,254,1
65,2.6,0.4,22,1
2376,29.333,0.261,311,1
3972,27.583,0.237,431,1
1200,12,0.279,197,1
1422,4.389,0.257,115,1
1674,20.667,0.425,220,1
3766,19.214,0.337,276,1
56,0.875,0.518,11,1
162,4.5,0.136,11,1
35,1.4,0.314,6,1
40,40,0.4,15,1
368,5.75,0.291,48,1
4037,33.364,0.221,544,1
760,11.875,0.466,120,1
13,13,0.769,2,1
387,4.778,0.3,65,1
140,2.857,0.307,29,1
1550,15.5,0.35,195,1
856,13.375,0.381,136,1
552,8.625,0.234,84,1
104,1.625,0.663,10,1
91,1.857,0.242,11,1
1450,14.5,0.268,213,1
2520,25.2,0.377,330,1
784,12.25,0.221,122,1
30,1.2,0.4,6,1
1416,9.833,0.253,184,1
5080,50.8,0.16,578,1
300,3,0.333,56,1
10092,1.333,0.406,39,1
231,4.714,0.299,48,1
28,0.571,0.429,5,1
3984,6.917,0.905,211,1
1034,8.545,0.38,126,1
2625,53.571,0.092,200,1
600,9.375,0.228,100,1
259,5.286,0.521,43,1
2142,26.444,0.168,285,1
96,1.5,0.385,15,1
126,1.556,0.127,9,1
3311,27.364,0.308,458,1
70,2.8,0.414,21,1
833,17,0.285,158,1
167,167,0.192,31,1
32,0.5,0.594,7,1
144,4,0.292,27,1
180,2.222,0.322,27,1
480,4.8,0.331,67,1
4824,59.556,0.126,456,1
56,1.143,0.357,7,1
450,4.5,0.296,65,1
168,4.667,0.327,26,1
1620,16.2,0.294,176,1
42,1.167,0.357,7,1
340,3.4,0.321,54,1
152,2.375,0.428,37,1
504,6.222,0.21,84,1
42,0.857,0.548,9,1
1544,24.125,0.4,246,1
230,2.3,0.248,26,1
540,5.4,0.306,85,1
6480,25.313,0.382,467,1
585,3.462,0.429,38,1
190,1.9,0.553,14,1
128,2,0.477,25,1
2695,22.273,0.353,344,1
168,4.667,0.149,17,1
344,5.375,0.392,61,1
494,2.923,0.314,43,1
660,6.6,0.273,93,1
720,8.889,0.293,114,1
2596,21.455,0.354,316,1
80,1.25,0.45,21,1
210,2.1,0.329,27,1
510,5.1,0.308,83,1
644,13.143,0.292,122,1
1001,20.429,0.113,77,1
40,1.6,0.425,9,1
1449,17.889,0.273,164,1
13542,2.473,0.544,58,1
168,2.625,0.482,6,1
243,3,0.346,43,1
245,5,0.339,43,1
280,4.375,0.321,51,1
264,1.833,0.542,16,1
5824,29.714,0.384,481,1
1040,16.25,0.36,169,1
429,2.538,0.245,27,1
488,7.625,0.316,76,1
174,4.833,0.293,34,1
98,2,0.357,23,1
350,3.5,0.326,51,1
2016,3.5,0.474,110,1
2800,28,0.356,380,1
96,1.5,0.396,16,1
2070,25.556,0.399,314,1
177,177,0.203,35,1
774,21.5,0.195,112,1
963,11.889,0.204,138,1
1410,14.1,0.236,148,1
220,2.2,0.323,34,1
5852,29.857,0.261,707,1
516,3.583,0.293,66,1
40,0.625,0.45,6,1
80,0.8,0.5,8,1
42,1.167,0.452,8,1
256,4,0.375,47,1
4815,59.444,0.173,613,1
576,16,0.259,88,1
781,6.455,0.461,65,1
1911,11.308,0.358,190,1
1936,30.25,0.128,195,1
927,11.444,0.383,129,1
35,1.4,0.6,6,1
208,3.25,0.37,43,1
400,4,0.295,62,1
99,99,0.192,18,1
1170,14.444,0.448,199,1
165,0.733,0.503,8,1
133,2.714,0.263,26,1
217,4.429,0.3,33,1
200,2,0.54,12,1
176,2.75,0.438,32,1
65,2.6,0.431,15,1
875,17.857,0.27,168,1
88,0.727,0.545,15,1
340,3.4,0.421,71,1
105,2.143,0.4,28,1
2760,19.167,0.164,130,1
80,3.2,0.313,12,1
207,2.556,0.362,39,1
208,52,0.063,12,1
1584,3.273,0.52,82,1
946,7.818,0.332,143,1
100,4,0.54,23,1
345,13.8,0.249,57,1
60,0.6,0.433,10,1
1750,8.929,0.289,228,1
64,1,0.359,14,1
60,2.4,0.55,15,1
22,22,0.318,6,1
1386,17.111,0.406,192,1
715,5.909,0.39,107,1
250,2.5,0.328,40,1
112,2.286,0.313,20,1
16,1,0.438,1,1
2024,16.727,0.484,213,1
259,5.286,0.243,47,1
28,0.571,0.286,4,1
400,4,0.428,56,1
84,0.583,0.214,5,1
371,7.571,0.299,86,1
6494,22.471,0.363,431,1
1112,17.375,0.16,82,1
1008,15.75,0.469,165,1
3984,27.667,0.402,356,1
324,4,0.654,33,1
1680,34.286,0.215,221,1
160,2.5,0.506,33,1
490,19.6,0.316,85,1
232,3.625,0.207,30,1
208,3.25,0.409,39,1
216,2.667,0.287,36,1
9,1,0.889,1,1
472,7.375,0.381,65,1
963,11.889,0.357,161,1
195,7.8,0.338,49,1
153,1.889,0.451,28,1
396,4.889,0.258,74,1
3222,39.778,0.385,525,1
186,5.167,0.5,48,1
3170,31.7,0.124,298,1
410,4.1,0.302,60,1
540,6.667,0.413,81,1
310,3.1,0.645,30,1
1510,15.1,0.381,165,1
72,0.889,0.264,15,1
35,1.4,0.543,9,1
4581,56.556,0.123,448,1
114,3.167,0.36,26,1
198,2.444,0.389,40,1
200,3.125,0.355,41,1
594,7.333,0.241,101,1
704,5.818,0.25,88,1
12,12,0.583,4,1
741,4.385,0.745,48,1
924,7.636,0.251,131,1
1044,12.889,0.339,190,1
220,1.818,0.568,14,1
440,4.4,0.318,80,1
63,1.286,0.397,9,1
872,13.625,0.447,158,1
88,1.375,0.477,21,1
990,9.9,0.473,160,1
882,10.889,0.302,131,1
1208,18.875,0.174,178,1
660,5.455,0.271,91,1
459,5.667,0.296,58,1
520,5.2,0.269,70,1
540,3.75,0.467,38,1
2979,36.778,0.126,308,1
2736,33.778,0.202,419,1
770,15.714,0.21,117,1
2331,28.778,0.22,370,1
2004,13.917,0.225,234,1
1953,24.111,0.168,235,1
369,4.556,0.444,57,1
200,2,0.275,29,1
396,4.889,0.467,59,1
3333,27.545,0.183,123,1
77,1.571,0.351,20,1
11232,19.5,0.472,689,1
66,1.833,0.197,10,1
112,1.75,0.42,25,1
126,2.571,0.302,28,1
150,1.5,0.247,23,1
171,2.111,0.298,19,1
470,4.7,0.481,76,1
168,2.625,0.411,27,1
5110,51.1,0.134,534,1
1078,8.909,0.378,134,1
225,2.778,0.249,37,1
1190,11.9,0.392,190,1
108,1.333,0.444,27,1
240,3.75,0.45,47,1
63,0.778,0.302,10,1
96,1.5,0.427,20,1
350,14,0.18,45,1
112,1.75,0.339,22,1
150,1.5,0.313,21,1
40,40,0.175,6,1
744,11.625,0.324,121,1
1020,7.083,0.305,160,1
568,8.875,0.31,95,1
320,5,0.372,68,1
350,3.5,0.337,45,1
24,0.667,0.417,2,1
1792,7,0.305,201,1
627,5.182,0.343,73,1
126,1.556,0.333,17,1
40,0.625,0.375,7,1
98,2,0.306,23,1
64,4,0.391,15,1
2710,27.1,0.188,388,1
108,1.333,0.407,26,1
6784,26.5,0.371,471,1
96,1.5,0.385,19,1
5096,26,0.366,396,1
644,13.143,0.143,63,1
352,2.909,0.344,45,1
140,2.857,0.436,26,1
217,4.429,0.415,39,1
3888,15.188,0.394,278,1
88,5.5,0.432,26,1
63,1.286,0.381,12,1
252,3.111,0.317,41,1
369,4.556,0.301,58,1
441,5.444,0.306,74,1
434,8.857,0.272,81,1
504,6.222,0.343,88,1
161,3.286,0.447,38,1
120,1.875,0.5,28,1
1566,19.333,0.15,193,1
315,3.889,0.381,56,1
225,2.778,0.378,40,1
98,2,0.316,21,1
176,2.75,0.426,31,1
296,4.625,0.375,50,1
168,2.625,0.435,31,1
576,16,0.293,81,1
77,1.571,0.364,14,1
108,1.333,0.454,29,1
294,6,0.333,67,1
91,1.857,0.374,20,1
264,1.833,0.621,17,1
78,2.167,0.372,17,1
10250,16.4,0.272,1218,1
65,2.6,0.262,7,1
200,2,0.485,11,1
936,14.625,0.201,130,1
980,9.8,0.3,171,1
344,5.375,0.494,50,1
1592,24.875,0.115,155,1
2380,23.8,0.353,295,1
2100,3.36,0.443,110,1
1863,23,0.177,255,1
1010,10.1,0.442,153,1
208,3.25,0.24,20,1
119,2.429,0.261,17,1
36,1,0.361,8,1
747,9.222,0.289,112,1
3783,22.385,0.285,403,1
200,2,0.4,23,1
320,5,0.363,69,1
4826,3.342,0.464,657,1
40,40,0.2,7,1
1505,30.714,0.538,253,1
1860,18.6,0.347,267,1
35,1.4,0.457,11,1
40,0.4,0.35,8,1
108,1.333,0.444,26,1
2490,24.9,0.294,315,1
1920,30,0.193,264,1
120,1.875,0.258,8,1
84,2.333,0.321,15,1
1590,15.9,0.355,184,1
824,12.875,0.142,100,1
1397,11.545,0.266,166,1
729,9,0.332,116,1
336,5.25,0.414,74,1
2176,34,0.359,289,1
837,10.333,0.323,131,1
63,1.286,0.365,13,1
800,12.5,0.245,124,1
970,9.7,0.425,152,1
207,2.556,0.386,33,1
42,1.167,0.524,11,1
1078,8.909,0.397,164,1
63,1.286,0.333,1,1
65,2.6,0.415,16,1
1092,7.583,0.281,125,1
328,5.125,0.424,55,1
369,4.556,0.336,65,1
290,2.9,0.29,46,1
119,2.429,0.336,27,1
477,5.889,0.335,66,1
387,4.778,0.481,59,1
682,5.636,0.353,75,1
357,7.286,0.322,77,1
84,1.714,0.25,12,1
42,0.857,0.381,7,1
77,1.571,0.364,20,1
2416,37.75,0.211,356,1
304,4.75,0.128,21,1
121,1,0.388,21,1
153,1.889,0.601,11,1
168,4.667,0.292,38,1
490,10,0.265,93,1
480,4.8,0.579,46,1
582,16.167,0.299,94,1
2422,49.429,0.159,329,1
423,5.222,0.279,77,1
140,1.4,0.314,23,1
140,5.6,0.321,31,1
8160,14.167,0.211,643,1
1081,2.043,0.315,155,1
2422,49.429,0.173,341,1
1976,1.368,0.452,256,1
15,0.6,0.6,3,1
790,7.9,0.163,103,1
153,1.889,0.536,13,1
184,2.875,0.31,31,1
72,2,0.319,11,1
96,6,0.573,27,1
99,0.818,0.515,6,1
1380,9.583,0.256,203,1
2714,5.13,0.293,385,1
64,1,0.203,3,1
36,2.25,0.417,9,1
162,2,0.414,29,1
6832,26.688,0.4,492,1
1000,10,0.212,146,1
410,4.1,0.339,69,1
340,3.4,0.303,57,1
171,2.111,0.269,34,1
287,5.857,0.355,55,1
744,5.167,0.234,110,1
837,10.333,0.259,125,1
1510,15.1,0.193,197,1
231,4.714,0.351,53,1
1539,19,0.4,214,1
486,6,0.391,96,1
935,7.727,0.257,144,1
65,2.6,0.262,12,1
36,1,0.528,6,1
1260,15.556,0.38,177,1
246,6.833,0.232,44,1
576,16,0.217,86,1
1512,30.857,0.458,223,1
240,3.75,0.233,45,1
1012,63.25,0.129,93,1
263,263,0.152,39,1
160,6.4,0.406,46,1
72,4.5,0.181,2,1
143,1.182,0.42,27,1
4130,41.3,0.315,527,1
1494,18.444,0.336,211,1
140,2.857,0.25,26,1
240,1.667,0.525,14,1
152,2.375,0.388,34,1
99,1.222,0.343,24,1
6696,5.167,0.318,292,1
780,21.667,0.253,96,1
4524,26.769,0.308,543,1
117,1.444,0.239,6,1
77,1.571,0.351,15,1
264,1.833,0.568,20,1
344,5.375,0.343,69,1
188,11.75,0.298,24,1
4760,24.286,0.383,360,1
396,4.889,0.449,60,1
270,2.7,0.367,53,1
154,0.786,0.526,10,1
28,0.571,0.25,4,1
252,1.286,0.298,15,1
90,1.111,0.344,8,1
154,3.143,0.325,38,1
77,0.636,0.597,8,1
12,1.333,0.917,1,1
232,3.625,0.345,40,1
372,10.333,0.234,64,1
174,4.833,0.368,37,1
186,5.167,0.263,35,1
1190,11.9,0.202,151,1
720,8.889,0.338,119,1
2556,31.556,0.137,249,1
232,3.625,0.453,50,1
64,1,0.234,6,1
20,0.8,0.35,3,1
414,5.111,0.316,76,1
80,1.25,0.425,17,1
4675,7.48,0.472,303,1
1520,23.75,0.118,148,1
234,2.889,0.316,40,1
96,1.5,0.385,17,1
2439,30.111,0.292,374,1
6744,11.708,0.468,397,1
845,5,0.302,99,1
140,2.857,0.364,35,1
245,5,0.347,56,1
1183,24.143,0.167,154,1
781,6.455,0.37,120,1
468,5.778,0.306,86,1
258,7.167,0.337,52,1
231,4.714,0.385,40,1
38,9.5,0.184,5,1
266,5.429,0.259,46,1
427,8.714,0.321,72,1
12,1.333,0.917,1,1
1837,15.182,0.371,238,1
405,5,0.319,61,1
1232,19.25,0.424,190,1
464,7.25,0.442,65,1
2470,6.842,0.208,267,1
90,0.9,0.356,20,1
304,4.75,0.461,61,1
84,1.714,0.452,19,1
190,1.9,0.142,9,1
126,2.571,0.27,25,1
210,2.1,0.348,23,1
33,33,0.364,11,1
198,5.5,0.52,46,1
4746,24.214,0.248,481,1
174,4.833,0.356,33,1
330,3.3,0.345,60,1
189,2.333,0.302,30,1
98,2,0.327,22,1
688,10.75,0.494,129,1
49,1,0.347,6,1
192,3,0.203,23,1
3105,4.259,0.293,388,1
96,1.5,0.396,18,1
18,500,0.5,4,1
180,2.222,0.367,30,1
96,1.5,0.417,19,1
168,0.857,0.429,11,1
738,9.111,0.343,125,1
3321,41,0.329,409,1
168,2.625,0.357,36,1
231,4.714,0.342,53,1
721,14.714,0.295,121,1
486,13.5,0.282,102,1
234,6.5,0.342,39,1
2760,5.217,0.942,149,1
