@relation page-blocks

@attribute Area numeric
@attribute Eccen numeric
@attribute Wb_trans numeric
@attribute Class {1,2,3,4,5}

@data
98,2,20,1
530,5.3,88,1
441,9,82,1
636,17.667,72,1
42,4.667,5,1
198,2.444,28,1
336,5.25,50,1
264,1.833,20,1
290,2.9,46,1
288,3.556,69,1
918,11.333,132,1
963,11.889,156,1
72,1.125,17,1
243,3,48,1
55,0.455,3,1
340,3.4,48,1
54,1.5,8,1
312,34.667,19,1
190,1.9,13,1
2824,44.125,165,1
98,2,1,1
112,2.286,14,1
14,3.5,2,1
77,1.571,17,1
315,3.889,58,1
2090,17.273,237,1
1666,5.765,104,1
520,5.2,70,1
540,6.667,81,1
256,4,35,1
96,1.5,17,1
136,2.125,25,1
445,17.8,66,1
747,9.222,85,1
300,8.333,50,1
4763,39.364,460,1
2190,21.9,270,1
187,0.647,6,1
242,2,17,1
2940,20.417,353,1
112,1.75,10,1
1212,8.417,178,1
180,1.8,10,1
5950,20.588,414,1
456,7.125,68,1
242,2,18,1
245,5,44,1
56,0.875,11,1
100,4,20,1
410,4.1,71,1
280,4.375,53,1
40,0.625,2,1
1230,12.3,149,1
5558,28.357,420,1
470,18.8,53,1
54,0.667,2,1
2691,33.222,385,1
504,6.222,80,1
170,6.8,19,1
192,3,36,1
128,2,25,1
55,2.2,14,1
534,14.833,106,1
256,4,42,1
408,1.412,25,1
896,18.286,140,1
80,0.8,6,1
4165,14.412,293,1
1302,36.167,214,1
3768,6.542,186,1
216,3.375,21,1
264,1.833,17,1
136,2.125,9,1
396,2.75,38,1
1971,24.333,150,1
16,0.25,1,1
1864,29.125,207,1
189,3.857,16,1
5504,21.5,408,1
144,1.778,24,1
2412,29.778,178,1
198,2.444,28,1
286,2.364,42,1
384,6,62,1
2768,43.25,339,1
180,1.8,28,1
464,7.25,65,1
112,1.75,20,1
171,2.111,13,1
144,2.25,27,1
333,4.111,60,1
170,1.7,12,1
162,2,29,1
78,2.167,17,1
264,7.333,56,1
1464,22.875,202,1
128,2,25,1
1508,8.923,183,1
486,6,75,1
1810,18.1,273,1
4576,9.455,585,1
232,3.625,40,1
1309,10.818,181,1
104,1.625,24,1
333,4.111,50,1
56,1.143,9,1
54,1.5,12,1
336,5.25,74,1
946,7.818,138,1
15,0.6,1,1
190,1.9,9,1
147,3,31,1
6744,11.708,397,1
1491,30.429,237,1
231,1.909,15,1
154,3.143,15,1
1584,3.273,82,1
1566,19.333,163,1
4272,7.417,267,1
1464,22.875,190,1
4550,26.923,386,1
387,4.778,55,1
2880,28.8,365,1
140,1.4,23,1
35,1.4,6,1
126,1.556,17,1
168,4.667,14,1
656,10.25,107,1
1404,9.75,190,1
1100,9.091,158,1
1498,30.571,243,1
260,2.6,44,1
5350,53.5,671,1
312,4.875,47,1
9,1,1,1
80,1.25,17,1
72,1.125,13,1
63,1.286,9,1
390,3.9,71,1
1976,11.692,220,1
168,2.625,37,1
1590,15.9,192,1
1188,14.667,149,1
1694,14,206,1
171,2.111,13,1
384,6,67,1
9,1,1,1
176,11,33,1
4680,57.778,276,1
264,1.833,17,1
30,1.2,8,1
410,4.1,59,1
872,13.625,129,1
192,5.333,39,1
25,1,1,1
4572,56.444,579,1
230,2.3,36,1
322,6.571,44,1
232,3.625,30,1
14,0.286,1,1
4572,56.444,640,1
240,3.75,49,1
5872,22.938,427,1
89,89,14,1
190,1.9,17,1
344,5.375,62,1
344,5.375,69,1
4675,7.48,303,1
144,4,31,1
42,0.857,9,1
2439,30.111,358,1
4797,28.385,398,1
2304,4,151,1
70,0.7,9,1
504,7.875,85,1
80,1.25,16,1
2510,25.1,327,1
572,4.727,78,1
552,8.625,83,1
5110,51.1,575,1
136,2.125,26,1
2016,14,245,1
320,5,54,1
144,1,26,1
330,2.727,41,1
5200,30.769,418,1
108,1.333,22,1
168,1.167,26,1
189,2.333,20,1
126,1.556,22,1
4466,22.786,364,1
1386,28.286,174,1
640,10,84,1
100,1,18,1
1520,23.75,148,1
220,2.2,35,1
203,4.143,20,1
472,7.375,65,1
24,0.375,4,1
550,5.5,82,1
49,1,11,1
800,8,56,1
112,1.75,23,1
1998,24.667,266,1
2376,29.333,349,1
108,1.333,29,1
830,8.3,121,1
135,5.4,29,1
238,4.857,50,1
3123,38.556,275,1
315,6.429,65,1
160,2.5,30,1
90,0.9,12,1
77,1.571,20,1
7,7,1,1
1111,9.182,178,1
348,9.667,82,1
378,4.667,60,1
1032,16.125,164,1
119,2.429,11,1
242,2,35,1
78,2.167,17,1
1034,8.545,126,1
530,5.3,91,1
2710,27.1,342,1
2024,16.727,211,1
140,5.6,31,1
2875,4.6,333,1
1330,27.143,218,1
495,4.091,66,1
572,4.727,84,1
2270,22.7,311,1
98,2,1,2
196,49,10,2
95,95,1,2
396,44,10,2
76,76,2,2
19,19,3,2
92,23,1,2
8,8,1,2
460,28.75,11,2
1614,179.33,27,2
1074,268.5,3,2
214,214,1,2
28,28,1,2
58,58,5,2
70,70,3,2
10,10,1,2
950,237.5,5,2
14,14,1,2
41,41,7,2
537,537,1,2
10,10,1,2
1848,28.875,9,2
148,148,3,2
23,23,5,2
27,27,6,2
20,0.2,1,2
44,44,6,2
1070,267.5,24,2
71,71,16,2
67,67,1,2
42,0.095,1,2
92,23,3,2
858,95.333,4,2
206,206,1,2
830,207.5,25,2
43,43,4,2
1410,156.67,21,2
115,115,5,2
22,22,6,2
65,65,14,2
224,56,2,2
70,70,1,2
152,152,11,2
126,3.5,1,2
54,54,3,2
36,36,4,2
148,148,2,2
39,39,7,2
20,20,8,2
10,10,2,2
44,11,2,2
550,22,3,2
45,45,2,2
8,8,1,2
28,28,5,2
47,47,1,2
36,9,1,2
29,29,2,2
234,6.5,1,2
14,14,1,2
17,17,1,2
35,35,3,2
17,17,2,2
32,32,8,2
16,16,1,2
11,11,1,2
77,77,6,2
432,27,6,2
1070,267.5,15,2
232,58,8,2
9,9,1,2
15,15,2,2
52,52,2,2
47,47,1,2
28,28,6,2
17,17,4,2
1076,269,16,2
1074,268.5,9,2
51,51,10,2
162,18,7,2
379,379,6,2
1072,268,25,2
63,63,3,2
34,34,7,2
106,106,45,2
57,57,7,2
69,69,7,2
1076,269,19,2
42,42,5,2
277,277,1,2
34,34,15,2
106,106,6,2
44,44,5,2
1076,269,23,2
7,0.143,1,2
1500,166.67,29,2
117,117,3,2
48,48,4,2
16,16,1,2
1072,268,19,2
14,14,3,2
37,37,5,2
19,19,3,2
11,11,1,2
40,10,1,2
5530,55.3,207,2
48,12,5,2
348,38.667,4,2
1400,56,7,2
50,12.5,4,2
136,136,4,2
40,40,1,2
408,102,16,2
2096,131,28,2
9240,11.786,17,2
33,3.667,4,2
180,180,2,2
1074,268.5,40,2
41,41,3,2
1072,268,29,2
52,52,2,2
18,18,1,2
17,17,4,2
5797,20.059,149,2
36,9,1,2
138,138,1,2
1070,267.5,5,2
282,7.833,1,2
186,186,17,2
1074,268.5,7,2
246,61.5,1,2
147,147,11,2
1623,180.33,13,2
199,199,5,2
81,81,3,2
11,11,1,2
76,4.75,4,2
1070,267.5,59,2
98,24.5,1,2
1074,268.5,24,2
32,32,4,2
202,50.5,10,2
128,32,4,2
94,94,16,2
62,62,1,2
14,14,4,2
314,78.5,6,2
159,159,2,2
27,27,5,2
45,45,6,2
177,19.667,1,2
34,8.5,3,2
14,14,1,2
1074,268.5,11,2
114,114,5,2
23,23,1,2
159,159,1,2
1074,268.5,18,2
1611,179,25,2
8778,24.316,272,2
13,13,1,2
28,7,1,2
348,38.667,2,2
172,172,77,2
126,31.5,4,2
131,131,2,2
283,283,2,2
124,31,5,2
322,6.571,7,2
1611,179,8,2
61,61,1,2
278,278,9,2
36,2.25,1,2
852,23.667,15,2
18,18,3,2
15,15,1,2
777,86.333,24,2
199,199,1,2
36,36,6,2
8,8,1,2
339,37.667,4,2
19,19,4,2
44,11,1,2
36,9,1,2
14,14,1,2
1074,268.5,21,2
277,277,2,2
128,2,20,2
387,43,10,2
19,19,3,2
42,10.5,3,2
398,99.5,6,2
40,10,1,2
1072,268,24,2
98,98,3,2
200,50,8,2
1072,268,3,2
35,35,3,2
36,36,5,2
104,26,16,2
35,1.4,1,2
9,9,1,2
37,0.027,1,2
3336,23.167,23,2
1665,66.6,17,2
75,75,6,2
117,117,8,2
1632,181.33,33,2
96,24,2,2
85,85,6,2
107,107,5,2
14,14,1,2
69,69,11,2
126,126,1,2
12240,21.25,268,2
84,84,4,2
104,104,2,2
145,145,4,2
64,16,1,2
18,4.5,1,2
1074,268.5,26,2
10,10,1,2
138,34.5,8,2
255,255,36,2
912,101.33,12,2
196,196,3,2
14,14,3,2
8,8,1,2
20,20,2,2
52,52,1,2
42,1.167,1,2
26,26,1,2
39,39,4,2
8,8,1,2
2772,22.909,4,2
7,7,1,2
15,15,4,2
22,22,4,2
257,257,1,2
1650,183.33,37,2
8,8,1,2
87,87,5,2
40,10,1,2
184,184,4,2
288,288,120,2
127,127,6,2
549,61,9,2
9,9,1,2
128,32,14,2
33,33,1,2
46,46,8,2
55,55,3,2
52,52,4,2
12,3,2,2
124,124,7,2
33,33,6,2
36,36,3,2
15,15,3,2
13,13,2,2
7,7,1,2
4697,38.818,14,2
12,3,2,2
198,49.5,11,2
1608,178.67,9,2
5814,20.118,176,2
13,13,3,2
46,46,3,2
1072,268,13,2
78,78,3,2
86,86,2,2
14,14,1,2
279,279,7,2
776,48.5,6,2
193,193,37,2
235,235,8,2
63,63,16,2
12,12,2,2
187,187,7,2
639,71,17,2
100,25,3,2
17,17,2,2
17,17,1,2
17,17,1,2
10,10,1,2
17,17,1,2
4225,6.76,579,2
44,44,2,2
892,223,22,2
6072,50.182,1,2
79,79,7,2
1650,183.33,20,2
22,22,1,2
1389,154.33,30,2
777,86.333,11,2
29,29,1,2
7500,12,12,2
24360,0.863,1488,3
6912,1.333,215,3
899,1.069,60,3
896,1.143,58,3
24920,0.787,664,3
4977,1.254,9,3
24174,1.033,302,3
868,1.107,59,3
12367,1.795,167,3
26367,0.754,2333,3
896,1.143,59,3
26243,0.988,1634,3
4158,1.048,46,3
3250,0.769,6,3
44416,2.711,1356,3
4672,1.141,26,3
72204,4.144,1292,3
8835,0.979,1644,3
78352,2.843,1641,3
928,1.103,61,3
896,1.143,62,3
87234,2.522,1481,3
25619,0.733,786,3
868,1.107,57,3
9672,1.118,1028,3
8,0.125,1,4
8,0.125,1,4
9,0.111,1,4
2150,0.012,10,4
84,0.012,1,4
210,0.019,1,4
8844,0.014,108,4
17,0.059,1,4
37,0.027,1,4
108,0.148,16,4
25,0.04,1,4
8,0.125,1,4
7,0.143,1,4
54,0.019,1,4
7830,0.115,205,4
8,0.125,1,4
27,0.037,1,4
20,0.05,1,4
13,0.077,1,4
7,0.143,1,4
12,0.083,1,4
294,0.167,38,4
108,0.148,14,4
24,0.167,1,4
10,0.4,1,4
10,0.1,1,4
18,0.056,1,4
8,0.125,1,4
10,0.1,1,4
14,0.071,1,4
9,0.111,1,4
294,0.031,1,4
126,3.5,15,4
9,0.111,1,4
10,0.4,1,4
174,0.052,1,4
9,0.111,1,4
26,0.038,1,4
8,0.5,1,4
7,0.143,1,4
13,0.077,1,4
25,25,1,4
14,0.286,1,4
38,0.105,1,4
132,0.068,32,4
11,0.091,1,4
34,0.029,1,4
11,0.091,1,4
39,0.026,1,4
31,0.032,1,4
22,0.182,1,4
53,0.019,1,4
10,0.1,1,4
13,0.077,1,4
9,0.111,1,4
13,0.077,1,4
31,0.032,1,4
207,0.043,64,4
32,0.031,1,4
76,0.013,1,4
8,0.125,1,4
7,0.143,1,4
9,0.111,1,4
12,0.083,1,4
23,0.043,1,4
9,0.111,1,4
10,0.4,1,4
136,0.007,1,4
28,0.143,1,4
18,0.222,1,4
15,0.067,1,4
42,0.024,1,4
22,0.045,1,4
14,0.071,1,4
372,0.043,54,4
198,0.045,50,4
9,0.111,1,4
54,0.019,1,4
32,2,2,5
72,2,7,5
26062,3.783,888,5
169,1,6,5
25935,3.132,36,5
3392,3.313,147,5
1728,1.333,69,5
120,1.2,15,5
238,1.214,15,5
850,0.735,106,5
2660,1.842,8,5
528,4.364,17,5
1752,12.167,6,5
30,0.833,5,5
143993,1.489,3212,5
102,2.833,5,5
44,2.75,4,5
35,1.4,3,5
40,0.625,3,5
1020,3.529,20,5
266,1.357,12,5
153,0.529,17,5
128,2,4,5
28,1.75,4,5
329,6.714,9,5
2592,0.889,54,5
3255,3.387,136,5
26062,3.783,838,5
5762,0.779,399,5
84,0.19,7,5
480,1.875,28,5
153,1.889,7,5
70,0.7,7,5
64,0.25,2,5
45,1.8,5,5
20,0.8,2,5
23972,8.865,400,5
30,0.833,4,5
1548,1.194,59,5
15,0.6,2,5
19278,6.611,1003,5
63,1.286,1,5
72,1.125,2,5
168,3.429,9,5
464,1.813,26,5
1708,2.179,149,5
20,1.25,3,5
140752,1.523,2273,5
36,0.444,1,5
13442,6.085,526,5
1392,1.655,32,5
3555,1.756,64,5
3871,1.612,44,5
8,0.125,1,5
266,1.357,1,5
210,0.933,12,5
48,0.333,7,5
780,1.95,34,5
2544,0.906,51,5
26386,1.057,511,5
54,1.5,2,5
11200,10.938,401,5
60,2.4,2,5
39006,1.005,227,5
91,1.857,7,5
4900,0.49,259,5
5865,0.812,674,5
6192,4.778,164,5
2664,1.946,42,5
1147,1.194,105,5
1800,2,150,5
27058,3.928,1025,5
2666,1.442,32,5
2496,0.923,45,5
225,0.36,17,5
924,0.848,16,5
918,0.794,65,5
20,1.25,3,5
19296,8.375,256,5
336,1.313,20,5
22991,3.337,603,5
2201,2.29,34,5
78,2.167,2,5
1428,3.238,13,5
740,0.541,23,5
432,0.75,29,5
77,1.571,5,5
142290,1.52,2925,5
65,0.385,1,5
9999,0.98,691,5
2640,0.873,88,5
105,2.143,5,5
1769,2.103,120,5
65,0.385,4,5
90,1.111,2,5
2544,0.906,98,5
98368,2.189,428,5
67626,2.889,1227,5
45760,1.788,166,5
484,1,29,5
893,2.474,18,5
32,0.5,2,5
2730,1.795,35,5
2010,0.448,150,5
