@relation page-blocks

@attribute Eccen numeric
@attribute Blackpix numeric
@attribute Blackand numeric
@attribute Class {1,2,3,4,5}

@data
3.583,184,438,1
8,268,864,1
32.778,531,1483,1
1.75,50,109,1
8.923,421,992,1
11.64,3315,6796,1
7.2,210,480,1
3.857,54,189,1
8,246,670,1
18.222,279,959,1
6,93,360,1
2.571,38,124,1
9,230,467,1
11.833,140,408,1
31.286,279,1224,1
1.6,46,119,1
4.75,32,70,1
3.3,114,257,1
2.125,31,117,1
5.2,153,351,1
11.75,365,693,1
1.7,82,129,1
16.4,2792,6872,1
50.8,667,2593,1
2.167,69,312,1
30.111,696,1724,1
37.25,329,1412,1
31.385,1492,3591,1
4.5,13,56,1
25.556,826,1800,1
3.5,92,223,1
6,54,142,1
57.778,378,1441,1
0.8,14,16,1
14.286,198,691,1
16.444,258,912,1
4.667,172,556,1
34.714,336,817,1
2.714,54,133,1
6.889,225,371,1
23.286,1657,2689,1
1.571,23,56,1
4.333,53,152,1
6.714,125,249,1
3.167,29,109,1
8.667,418,946,1
3,101,265,1
3.778,111,264,1
9.857,91,364,1
4.889,185,374,1
1.8,99,118,1
2,71,193,1
15.375,251,814,1
123,20,123,1
1.571,24,76,1
5,68,211,1
23.412,2162,4117,1
2.857,57,130,1
5.429,67,167,1
26.143,340,850,1
5.125,129,320,1
4.833,239,559,1
1.5,56,86,1
11.893,3270,6057,1
9.455,928,2539,1
5.4,165,372,1
5.75,98,326,1
1.444,66,101,1
3,34,108,1
2.5,24,75,1
1.412,174,300,1
15.875,319,838,1
5.636,241,532,1
8.333,267,617,1
2.625,64,142,1
6,126,340,1
2.25,52,136,1
9.9,261,766,1
2.714,35,88,1
3.571,33,141,1
3.3,121,285,1
1.875,30,97,1
13.636,307,879,1
4.143,74,192,1
19.25,522,1072,1
1.875,32,109,1
26.5,1975,3066,1
8.875,231,513,1
2.571,50,124,1
17.889,626,1347,1
9.462,684,1276,1
9.9,468,908,1
6.7,195,394,1
5.857,53,183,1
4.667,118,336,1
1,33,64,1
3.227,838,1368,1
0.818,48,72,1
0.9,30,79,1
3,57,187,1
1.7,86,131,1
5.4,204,336,1
0.6,7,15,1
16,137,448,1
5.3,114,414,1
6.542,3411,3609,1
1.6,14,39,1
4,179,300,1
3.125,103,163,1
8.333,72,189,1
1.571,31,75,1
5,121,221,1
4.529,411,995,1
1.778,32,69,1
10.5,242,641,1
4.909,188,414,1
2.778,72,159,1
8.818,284,678,1
5.286,63,184,1
1.286,29,56,1
2.5,60,116,1
4.5,132,252,1
3.6,29,90,1
3.167,36,101,1
8.846,469,1039,1
8.778,230,621,1
2.167,22,73,1
3,7,26,1
19.375,561,1094,1
40,8,40,1
7.286,74,346,1
2,37,95,1
50.333,326,1478,1
24.9,1151,2097,1
1.353,164,316,1
10.579,909,2164,1
0.875,15,44,1
2.143,24,93,1
0.9,47,59,1
0.8,10,16,1
2,32,83,1
3,7,48,1
4.556,110,286,1
2.5,63,138,1
5.7,232,421,1
0.6,8,11,1
1.5,43,86,1
1.6,22,40,1
1.5,10,12,1
2.4,19,45,1
33.778,554,2049,1
8.875,177,492,1
4.857,71,223,1
5,113,318,1
10.714,347,476,1
2.143,42,97,1
8.6,87,211,1
1.9,69,159,1
34,781,1846,1
10.333,233,709,1
2,33,88,1
5.9,159,407,1
5.778,95,293,1
17.333,146,538,1
56.111,861,2847,1
32.538,1034,4191,1
1.364,59,124,1
3.625,80,158,1
1,14,31,1
0.625,18,40,1
1.4,23,31,1
1.9,72,155,1
2,94,138,1
5.222,208,401,1
20.727,708,1558,1
8.714,137,285,1
1.667,27,51,1
3,84,161,1
4.333,90,245,1
3.6,42,78,1
3.5,67,217,1
8.067,776,1381,1
10.111,262,633,1
5.545,242,412,1
17.222,524,1007,1
1,17,46,1
1.9,114,163,1
29,9,29,1
51.1,805,3194,1
12.444,215,842,1
2,101,140,1
19,190,507,1
3.75,58,197,1
9.5,141,310,1
2.286,33,103,1
18.875,210,758,1
1.909,73,134,1
16,135,385,1
3.273,823,1356,1
3.1,87,188,1
10,182,476,1
7.571,127,215,1
5.1,157,429,1
5.111,140,361,1
5.714,95,262,1
2.625,92,168,1
15.125,417,949,1
3,61,187,1
0.625,14,24,1
19.286,147,712,1
8.444,260,650,1
30.143,1062,3426,1
2,31,89,1
5.4,36,84,1
16.833,238,456,1
10.125,143,383,1
1.333,15,42,1
8.286,82,305,1
9.8,294,765,1
53.571,241,1124,1
35,427,1589,1
2.167,24,76,1
24,485,1146,1
5.091,238,431,1
9.7,412,800,1
2.5,58,149,1
5.333,56,134,1
8.3,221,686,1
6.8,24,101,1
1.5,41,89,1
2.6,17,45,1
2.1,96,196,1
1.429,20,54,1
95.333,348,366,2
63,63,63,2
23.167,366,479,2
162.5,315,349,2
268,541,549,2
55.3,4409,4890,2
126,125,126,2
101.33,506,626,2
71,203,242,2
67,66,67,2
12,9,12,2
70,66,70,2
223,392,538,2
25.6,486,489,2
20,11,20,2
48,42,48,2
20,15,20,2
36,21,36,2
24.316,4591,6035,2
11,11,11,2
17,17,17,2
268,609,737,2
58,49,58,2
0.027,37,37,2
257,257,257,2
61.5,123,124,2
180,177,180,2
180.33,1152,1213,2
268,576,667,2
34,16,34,2
45,34,45,2
27,336,357,2
10,31,34,2
29,27,29,2
50.182,4955,4955,2
87,80,87,2
94,53,94,2
48.5,204,212,2
22,18,22,2
41,38,41,2
115,23,115,2
10,9,10,2
75,61,75,2
6.5,45,46,2
13,11,13,2
17,17,17,2
79,48,79,2
102,168,278,2
8.5,20,33,2
18,17,18,2
34.5,86,125,2
40,35,40,2
214,214,214,2
3.5,31,32,2
39,35,39,2
52,50,52,2
35,29,35,2
2,10,20,2
73,45,73,2
34,12,34,2
70,70,70,2
17,13,17,2
14,7,14,2
28,15,28,2
16,15,16,2
14,9,14,2
20,17,20,2
32,55,77,2
24.5,50,50,2
17,17,17,2
95,95,95,2
16,33,34,2
172,80,172,2
78.5,159,173,2
8,8,17,2
179,556,652,2
84,77,84,2
28.75,196,224,2
22,301,306,2
187,180,187,2
199,188,199,2
43,39,43,2
413,412,413,2
8,7,8,2
12.5,18,50,2
15,8,15,2
50.5,109,150,2
159,158,159,2
11,31,38,2
379,365,379,2
19,15,19,2
104,101,104,2
32,15,32,2
38.667,134,172,2
255,175,255,2
23,47,51,2
15,13,15,2
20.059,5420,5784,2
31,56,70,2
145,141,145,2
269,557,641,2
54,51,54,2
3,8,12,2
69,46,69,2
267.5,693,984,2
106,46,106,2
17,16,17,2
86,80,86,2
138,138,138,2
154.33,411,531,2
17,13,17,2
86.333,746,760,2
33,33,33,2
27,11,27,2
288,122,288,2
50,92,101,2
3.667,12,22,2
268.5,544,567,2
8,8,8,2
268.5,558,667,2
41,32,41,2
12,484,531,2
267.5,583,673,2
102,98,102,2
36,11,36,2
7,8,23,2
37.667,121,128,2
15,11,15,2
277,275,277,2
7,13,15,2
78,74,78,2
19,14,19,2
184,178,184,2
148,146,148,2
12,8,12,2
35.333,82,108,2
8,8,8,2
6.571,57,98,2
47,47,47,2
118,267,325,2
7,7,7,2
268,577,790,2
19,11,19,2
27,7,27,2
10,29,35,2
39,12,39,2
38.667,124,129,2
193,110,193,2
88,186,213,2
124,55,124,2
30,12,30,2
13,9,13,2
26,24,55,2
148,142,148,2
28,27,28,2
49.5,50,122,2
56,1092,1100,2
11.786,527,614,2
17,14,17,2
18,59,84,2
106,91,106,2
63,37,63,2
10,8,10,2
12,17,48,2
7,7,7,2
183.33,543,619,2
11,10,11,2
7.833,57,57,2
10,10,10,2
268.5,667,802,2
2.25,22,22,2
9,24,25,2
166.67,559,632,2
277,277,277,2
9,29,30,2
52,41,52,2
61,268,317,2
14,14,14,2
199,197,199,2
10,10,10,2
269,558,736,2
23.667,98,147,2
136,131,136,2
267.5,589,627,2
44,40,44,2
268,628,735,2
22,11,22,2
52,51,52,2
29,17,29,2
9,8,9,2
71,37,71,2
17,7,17,2
43,118,146,2
117,46,117,2
63,60,63,2
11,21,44,2
25,46,51,2
181.33,532,662,2
22.909,255,262,2
156.67,496,545,2
28.875,1611,1630,2
66.6,623,688,2
86.333,319,374,2
14,12,14,2
10.5,19,42,2
283,281,283,2
17,15,17,2
62,61,62,2
127,82,127,2
268.5,548,574,2
26,26,26,2
267.5,603,657,2
13,13,13,2
6.76,907,4000,2
1.4,7,11,2
28,13,28,2
22,21,22,2
18,9,18,2
1.167,10,29,2
178.67,549,567,2
33,22,33,2
49,94,128,2
10,27,27,2
179.33,597,685,2
159,155,159,2
268.5,562,609,2
75,69,75,2
15,13,15,2
3,8,12,2
45,42,45,2
9,26,26,2
36,26,36,2
0.095,31,31,2
57,26,57,2
268.5,638,703,2
42,8,42,2
1.444,12,88,2
14,14,14,2
51,24,51,2
147,127,147,2
268,570,598,2
19,5217,5522,2
9,7,9,2
8,8,8,2
45,11,45,2
58,143,186,2
4.75,21,29,2
76,73,76,2
23,8,23,2
44,200,221,2
46,11,46,2
179,569,587,2
0.143,7,7,2
268.5,577,654,2
114,107,114,2
186,154,186,2
152,125,152,2
37,30,37,2
11,33,33,2
85,75,85,2
69,58,69,2
14,9,14,2
44,11,44,2
23,54,70,2
19,12,19,2
32,68,75,2
11,8,11,2
268,534,571,2
4.5,10,10,2
37.667,139,160,2
161,66,161,2
268.5,597,704,2
55,31,55,2
40,40,40,2
65,42,65,2
0.2,11,12,2
35,30,35,2
13,9,13,2
269,685,756,2
206,204,206,2
56,111,113,2
46,36,46,2
16,16,16,2
42,13,42,2
23,19,23,2
29,29,29,2
19,13,19,2
13,13,13,2
183.33,559,662,2
8,8,8,2
20.118,5328,5790,2
11,11,11,2
279,269,279,2
268.5,578,596,2
16,16,16,2
52,28,52,2
36,21,36,2
0.863,19430,23457,3
0.754,10947,23301,3
1.118,4366,5908,3
4.144,26693,34874,3
2.522,33017,46133,3
0.787,14292,16177,3
1.103,442,668,3
1.107,441,666,3
1.069,416,653,3
2.707,27820,35499,3
1.143,437,666,3
1.107,427,647,3
2.711,17721,25163,3
1.103,401,639,3
0.804,18591,20513,3
1.033,14180,15491,3
1.333,3374,4025,3
1.795,4804,5838,3
0.769,1475,1582,3
2.843,28093,42821,3
1.254,1681,1718,3
0.733,23025,25400,3
1.143,431,665,3
0.988,13725,23547,3
1.048,2041,2458,3
1.141,1882,2077,3
0.019,111,112,4
0.111,9,9,4
0.148,36,72,4
0.125,8,8,4
0.1,10,10,4
0.032,31,31,4
0.111,9,9,4
0.026,38,38,4
0.091,11,11,4
0.167,83,127,4
0.143,7,7,4
0.071,14,14,4
0.045,22,22,4
0.077,13,13,4
0.019,54,54,4
0.111,9,9,4
0.125,8,8,4
0.1,9,10,4
0.037,27,27,4
0.068,79,111,4
3.5,25,56,4
0.143,15,15,4
0.4,8,8,4
0.083,12,12,4
0.071,14,14,4
0.125,8,8,4
0.115,492,701,4
0.4,9,9,4
0.029,34,34,4
0.009,117,117,4
0.077,13,13,4
0.105,31,31,4
0.222,11,13,4
0.04,25,25,4
0.286,9,10,4
0.056,18,18,4
0.063,16,16,4
0.143,7,7,4
0.043,156,210,4
0.026,39,39,4
0.019,54,54,4
0.125,7,8,4
0.031,141,143,4
0.043,133,197,4
0.148,41,81,4
0.111,9,9,4
0.143,7,7,4
0.021,47,47,4
0.5,7,7,4
0.027,37,37,4
0.021,97,97,4
0.111,9,9,4
0.091,11,11,4
25,25,25,4
0.077,13,13,4
0.012,84,84,4
0.012,465,475,4
0.032,31,31,4
0.125,8,8,4
0.007,135,136,4
0.05,20,20,4
0.167,15,16,4
0.111,9,9,4
0.125,8,8,4
0.111,9,9,4
0.031,32,32,4
0.067,15,15,4
0.014,1689,2058,4
0.143,7,7,4
0.143,7,7,4
0.024,42,42,4
0.5,8,8,4
0.052,59,60,4
0.038,26,26,4
0.019,53,53,4
0.1,10,10,4
0.118,24,24,4
0.111,9,9,4
0.98,1398,7780,5
0.25,10,34,5
1.842,157,165,5
0.615,16,80,5
8.865,4607,5938,5
0.8,9,13,5
2.179,294,870,5
1.889,22,70,5
1.489,12631,23092,5
3.132,4100,4287,5
2.4,8,16,5
3.337,4138,8387,5
0.36,42,98,5
1.333,247,755,5
1.8,8,24,5
1.756,308,693,5
6.714,52,95,5
2,278,823,5
6.611,5766,12626,5
0.848,91,250,5
10.938,1588,4497,5
2.889,7689,14538,5
1.357,30,134,5
12.167,160,225,5
1.005,10654,12964,5
6.611,6238,12422,5
2.833,14,64,5
2.167,8,35,5
0.933,23,71,5
0.833,11,30,5
2.667,331,717,5
2,10,37,5
0.605,449,1580,5
1.214,27,92,5
0.333,14,48,5
3.387,787,1485,5
6.085,2459,4258,5
2.033,288,884,5
3.795,7725,15523,5
0.444,9,27,5
4.364,125,206,5
0.923,345,619,5
0.812,969,2588,5
2.29,350,651,5
3.529,142,378,5
1.111,13,47,5
0.906,460,951,5
0.49,458,1958,5
0.5,519,1215,5
1.2,25,70,5
1.523,8898,17081,5
0.906,400,685,5
1.875,64,226,5
0.833,7,19,5
1.813,67,230,5
1.25,7,16,5
1,52,229,5
3.783,7772,17482,5
0.19,26,54,5
1.125,9,23,5
0.735,218,454,5
0.448,339,924,5
1.286,9,15,5
0.89,642,1296,5
0.541,97,143,5
2.189,5066,6884,5
0.6,7,9,5
2.75,7,41,5
1.194,217,637,5
0.667,22,28,5
1.857,14,44,5
0.385,8,35,5
0.529,32,76,5
1,7,15,5
1.795,245,697,5
0.873,375,960,5
3.928,7741,18149,5
0.889,370,685,5
8.375,1058,1814,5
1.25,7,16,5
1.655,162,373,5
2.103,214,762,5
1.194,181,283,5
2,20,110,5
1.946,321,685,5
0.794,201,509,5
1.5,8,16,5
0.779,947,5386,5
1.313,32,173,5
1.95,109,316,5
0.125,7,8,5
1.442,212,454,5
2.143,12,31,5
2.474,70,100,5
3.387,728,1358,5
4.778,793,2086,5
3.313,671,1341,5
2,11,17,5
1.612,324,694,5
1.057,4213,7279,5
1,21,76,5
1.75,8,28,5
0.625,11,18,5
