@relation page-blocks

@attribute Height numeric
@attribute Lenght numeric
@attribute Mean_tr numeric
@attribute Wb_trans numeric
@attribute Class {1,2,3,4,5}

@data
6,16,1.96,24,1
9,363,1.28,326,1
7,11,1.75,16,1
10,18,1.89,37,1
8,65,1.4,100,1
8,48,1.76,66,1
9,17,7.27,11,1
7,9,1.83,12,1
8,12,6.22,9,1
24,120,21.36,125,1
10,162,5.93,124,1
10,54,1.94,85,1
8,44,3.26,46,1
5,75,1.22,83,1
12,89,3.5,131,1
8,12,1.8,20,1
10,48,6.04,46,1
9,40,2.29,56,1
3,4,10,1,1
10,7,2.78,9,1
16,352,5.25,418,1
8,15,2.27,15,1
7,19,2.73,22,1
8,16,2.33,21,1
9,240,1.66,336,1
9,91,1.95,135,1
8,20,2,21,1
7,22,1.32,38,1
8,31,1.98,44,1
8,98,1.42,122,1
7,11,1.58,19,1
8,42,2.43,54,1
8,31,1.79,48,1
9,21,2.61,23,1
25,186,7.39,305,1
7,38,1.69,45,1
5,115,2.03,118,1
16,376,5.57,401,1
6,11,1.67,15,1
8,10,1.92,13,1
7,110,1.25,107,1
18,158,2.46,229,1
8,28,3.14,22,1
5,15,3.17,12,1
10,19,6.94,16,1
8,256,1.26,200,1
10,25,2,40,1
9,534,1.34,661,1
10,272,1.98,382,1
9,22,1.93,40,1
7,31,1.78,27,1
5,7,1.45,11,1
9,35,2,52,1
7,19,1.67,27,1
9,86,2.22,105,1
11,195,3,256,1
11,81,2.77,109,1
7,31,2.15,27,1
13,408,2.58,579,1
8,21,2.23,31,1
10,154,2.55,207,1
7,158,1.6,146,1
24,209,17.27,269,1
9,37,3.18,55,1
8,63,1.58,106,1
7,19,1.69,26,1
6,96,1.58,100,1
10,19,1.69,35,1
8,139,2.17,82,1
7,31,2.31,39,1
10,20,8.07,15,1
7,26,1.5,42,1
3,4,9,1,1
10,97,2.71,152,1
12,83,1.99,151,1
9,32,2.23,35,1
12,8,3.11,9,1
1,35,1.17,6,1
9,347,1.26,275,1
10,130,3.18,199,1
8,36,1.86,50,1
10,35,1.87,63,1
10,15,1.41,29,1
9,62,3.26,69,1
13,407,2.31,609,1
8,37,1.35,40,1
1,33,1.09,11,1
17,96,5.15,116,1
9,177,1.38,227,1
10,155,1.85,231,1
8,186,2.53,234,1
7,23,1.68,31,1
8,24,1.43,40,1
14,183,4.87,205,1
11,23,8.22,18,1
22,71,11.64,72,1
8,7,2.09,11,1
10,34,2.01,71,1
10,11,1.52,31,1
5,94,1.39,79,1
8,7,3.13,8,1
26,184,16.88,219,1
9,505,1.32,654,1
9,108,2.15,165,1
8,22,2.41,32,1
6,33,2.24,46,1
10,249,3.53,326,1
23,371,16.83,477,1
9,222,1.52,266,1
10,53,1.84,88,1
7,27,2.5,6,1
6,11,1.6,15,1
11,272,1.47,348,1
10,25,2.46,39,1
10,15,2.08,26,1
9,535,1.39,470,1
6,13,1.6,15,1
8,24,2.23,35,1
9,160,2.63,197,1
9,166,3.08,190,1
5,11,1.71,14,1
7,18,1.13,24,1
7,7,3.25,4,1
9,23,1.57,28,1
12,117,1.6,176,1
10,50,2.01,81,1
7,4,8,1,1
9,21,3.62,26,1
8,40,1.63,68,1
6,95,1.45,89,1
8,2,9,1,1
9,20,9.9,10,1
9,35,1.92,65,1
10,29,2.47,45,1
8,70,1.76,95,1
7,346,1.26,355,1
8,272,1.38,310,1
6,129,1.35,112,1
12,497,2.44,658,1
7,35,1.36,44,1
10,251,1.29,293,1
7,48,1.44,77,1
13,322,4.62,340,1
5,97,1.98,82,1
11,9,3.8,10,1
6,27,2.33,33,1
8,14,2.23,22,1
7,36,1.36,56,1
5,13,2.43,7,1
9,40,3.08,59,1
5,93,1.66,98,1
11,303,4.97,123,1
11,184,4.41,211,1
9,71,2.44,102,1
1,40,1.17,6,1
14,367,4.5,398,1
9,232,1.76,326,1
9,64,2.57,110,1
8,75,2.05,110,1
5,38,1.42,57,1
7,61,1.77,77,1
8,122,1.44,154,1
7,41,1.47,43,1
11,96,4.32,81,1
1,32,2,7,1
9,349,1.29,306,1
8,99,1.48,113,1
10,126,2.68,200,1
7,40,1.38,47,1
7,20,1.48,29,1
9,44,2.47,66,1
9,305,1.4,375,1
8,61,2.03,76,1
9,510,1.33,513,1
7,71,1.37,84,1
9,102,1.2,137,1
8,5,1.55,11,1
7,92,1.88,106,1
8,59,3.13,31,1
7,61,1.47,70,1
10,79,2.19,117,1
8,41,1.61,77,1
8,113,1.41,135,1
16,367,5.29,427,1
5,39,1.74,38,1
8,12,2.8,20,1
9,369,2.67,409,1
14,102,2.96,172,1
6,11,1.54,13,1
8,42,1.54,59,1
7,31,1.35,51,1
8,107,2.12,155,1
9,18,7.13,15,1
7,21,1.84,31,1
10,19,3.71,17,1
11,9,9,6,1
14,253,4.36,302,1
7,14,1.57,23,1
1,143,1.06,18,1
7,38,1.4,48,1
8,135,1.22,116,1
7,20,1.94,31,1
7,17,2.72,18,1
10,67,2.14,94,1
5,10,2.08,12,1
17,171,2.42,250,1
10,9,1.25,16,1
7,38,1.45,55,1
8,7,2.7,10,1
8,43,1.4,52,1
24,309,17.51,390,1
4,95,1.51,78,1
7,16,1.38,21,1
5,7,2.33,6,1
7,8,2,11,1
9,82,2.29,124,1
5,7,8.5,2,1
8,41,2.35,37,1
14,269,4.61,276,1
7,11,1.76,17,1
8,69,1.29,68,1
7,30,1.64,39,1
8,46,2.11,62,1
8,155,2.78,202,1
8,32,1.62,61,1
8,25,2.64,39,1
8,523,1.2,209,1
31,322,16.87,408,1
12,252,4.75,265,1
10,98,2.74,160,1
11,10,4.36,11,1
7,46,2.63,51,1
23,120,17.44,149,1
13,106,2.37,178,1
12,23,9.94,16,1
10,39,1.95,62,1
9,127,1.58,154,1
9,161,2.41,164,1
8,154,2.75,190,1
8,10,1.73,11,1
9,123,2.62,153,1
10,94,1.78,151,1
12,73,2.1,108,1
11,147,1.58,264,1
9,492,1.22,476,1
8,126,1.27,149,1
8,71,1.47,92,1
7,43,2.56,64,1
11,137,2.7,177,1
8,37,1.29,77,1
8,8,1.53,15,1
10,179,1.41,254,1
8,35,1.64,61,1
9,43,3.31,55,1
13,375,1.44,521,1
10,18,7.5,14,1
6,217,1.52,214,1
5,29,1.87,31,1
7,46,1.53,64,1
5,4,10,1,1
13,225,3.27,226,1
9,34,1.42,45,1
11,87,2.65,115,1
8,10,2.13,16,1
9,53,2.42,66,1
9,47,2.42,48,1
7,14,2.21,14,1
25,153,2.08,470,1
10,103,1.77,146,1
6,8,2.18,11,1
7,13,1.94,17,1
9,148,1.33,198,1
8,48,1.89,72,1
8,41,2.08,53,1
9,42,2.79,61,1
11,9,3.4,10,1
1,60,1.08,12,1
11,22,8.72,18,1
10,52,2.09,74,1
6,103,1.23,124,1
5,3,2.67,3,1
15,138,5.45,164,1
5,39,3.54,24,1
9,250,2.56,316,1
6,18,2.45,22,1
7,346,1.19,339,1
2,6,7,1,1
8,45,1.88,57,1
8,48,1.37,62,1
5,24,1.45,31,1
8,21,1.67,36,1
9,238,1.26,285,1
5,203,1.3,187,1
9,174,1.22,193,1
10,29,3.56,18,1
9,82,1.48,122,1
12,40,1.97,66,1
24,468,7.69,689,1
9,65,1.35,96,1
7,18,2.63,8,1
7,128,1.69,140,1
11,33,2.1,48,1
10,34,2.02,54,1
10,228,1.87,316,1
8,95,1.77,130,1
9,134,1.65,158,1
9,19,1.52,31,1
3,31,2.1,10,1
11,9,9.2,5,1
10,143,2.33,218,1
7,7,2.22,9,1
8,82,2.91,98,1
10,157,1.65,222,1
8,19,1.93,30,1
11,12,4.33,15,1
28,137,5.05,201,1
7,9,1.5,10,1
5,27,1.41,29,1
8,76,1.88,75,1
10,33,1.9,60,1
11,8,5.1,10,1
9,76,2.18,114,1
6,71,1.3,43,1
10,64,2.84,116,1
8,69,1.54,84,1
8,12,2.59,17,1
8,38,1.93,55,1
9,42,2.38,61,1
9,326,1.3,385,1
5,11,2.75,12,1
8,340,1.41,355,1
9,284,1.41,249,1
8,18,2.5,10,1
13,45,6.61,38,1
11,378,2.95,465,1
9,29,1.53,49,1
7,22,1.23,31,1
9,46,2.01,75,1
12,44,2.38,58,1
9,108,2.55,171,1
13,121,3.72,159,1
7,8,1.54,13,1
5,19,1.32,28,1
8,16,2.09,23,1
14,419,4.51,485,1
17,77,2.94,140,1
7,183,1.88,181,1
7,14,1.61,18,1
10,131,2.94,217,1
8,229,1.57,196,1
7,178,1.41,213,1
10,22,6.5,20,1
7,172,2.07,171,1
8,27,1.45,31,1
10,50,5.57,54,1
8,28,1.92,48,1
12,71,5.86,70,1
8,67,2.49,82,1
13,116,2.3,183,1
5,7,2.5,8,1
7,21,1.71,28,1
7,27,1.97,33,1
10,18,7.2,15,1
74,183,127,58,1
4,4,4.5,2,1
5,43,1.33,43,1
9,55,1.92,71,1
11,104,2.57,168,1
16,44,2.39,111,1
8,6,1.88,8,1
9,44,1.38,74,1
11,272,1.43,352,1
10,119,2.75,169,1
7,11,1.33,18,1
6,6,1.5,10,1
8,132,2.01,163,1
10,94,1.7,138,1
15,342,2.49,495,1
6,49,1.38,61,1
9,42,1.71,72,1
8,185,1.82,191,1
7,20,1.46,24,1
25,187,7.28,303,1
7,10,1.77,13,1
7,16,1.68,19,1
8,24,1.75,36,1
9,465,1.24,532,1
5,13,1.18,22,1
16,337,5.19,377,1
28,45,7.86,59,1
26,412,3,1142,1
9,272,1.93,342,1
6,71,1.57,89,1
8,274,1.35,244,1
9,81,2.38,119,1
16,24,5.28,32,1
7,100,1.63,120,1
8,18,1.61,36,1
7,66,1.46,93,1
9,78,2.1,110,1
12,58,3.85,62,1
6,5,2.75,4,1
11,233,1.8,349,1
10,19,9.5,12,1
8,31,2.16,49,1
9,181,2.64,216,1
8,15,2.48,25,1
7,20,1.58,31,1
5,43,1.61,54,1
8,151,1.18,178,1
11,20,8.86,14,1
7,30,1.55,44,1
8,26,2.31,35,1
1,45,1.13,8,1
9,34,2.41,49,1
13,400,4.52,418,1
9,301,1.3,371,1
7,11,1.2,20,1
9,249,1.96,344,1
11,30,2.39,41,1
8,9,2.45,11,1
25,292,7.51,459,1
8,4,5,3,1
13,191,4.71,214,1
10,189,2.34,213,1
9,14,2.47,17,1
36,5,7.87,15,1
12,103,2.55,171,1
14,340,2.45,503,1
7,8,1.78,9,1
7,49,2.08,49,1
9,75,2.21,121,1
7,67,1.7,71,1
10,11,4.5,12,1
13,57,11.5,48,1
7,215,3.2,253,1
14,416,4.64,481,1
10,19,2.12,34,1
11,42,1.93,70,1
8,19,2.16,32,1
9,92,1.93,123,1
9,84,2.75,112,1
5,46,2.21,29,1
9,138,1.87,180,1
7,15,3.09,11,1
9,91,1.37,123,1
8,84,1.4,110,1
8,103,1.17,100,1
7,182,1.27,204,1
12,118,1.99,189,1
5,31,1.49,37,1
8,9,1.73,15,1
9,23,1.92,39,1
9,185,2.79,238,1
9,107,1.36,135,1
8,56,2.09,91,1
7,15,1.77,22,1
17,22,4.5,34,1
10,21,2.11,36,1
7,31,1.84,45,1
8,18,1.81,32,1
38,69,4.27,292,1
7,87,1.91,116,1
7,29,2,37,1
24,96,3.18,151,1
6,35,2.67,42,1
5,17,2.35,17,1
5,12,1.46,13,1
12,331,2.19,431,1
11,31,2.08,53,1
10,30,2.78,46,1
6,97,1.85,94,1
6,4,5,2,1
7,19,1.69,32,1
10,52,2.13,72,1
9,21,1.65,20,1
16,399,5.34,441,1
8,69,1.5,103,1
11,109,1.92,146,1
7,34,1.55,42,1
28,32,5.96,69,1
10,120,1.7,197,1
11,13,2.08,24,1
1,91,1.03,31,1
10,101,2.92,153,1
8,23,1.76,25,1
9,332,1.21,393,1
10,60,2.35,93,1
11,198,2.9,288,1
9,92,2.07,140,1
8,9,2.09,11,1
10,511,1.28,534,1
9,171,2.87,214,1
10,33,2.07,56,1
10,19,7.6,15,1
7,13,1.82,17,1
7,17,1.41,27,1
7,11,1.35,17,1
8,25,1.84,44,1
7,34,1.43,42,1
11,8,2.44,9,1
7,32,1.41,44,1
7,27,1.32,41,1
11,261,1.93,361,1
4,253,1.41,93,1
7,14,1.3,23,1
10,80,5.08,87,1
10,176,1.36,235,1
11,20,2.58,19,1
5,89,1.14,66,1
26,294,7.6,456,1
9,23,2.42,33,1
7,9,1.69,13,1
10,8,1.56,16,1
13,38,3.93,42,1
11,272,1.82,428,1
8,12,2.2,20,1
5,5,2.17,6,1
10,19,8.43,14,1
11,53,1.93,75,1
9,98,2.03,131,1
9,19,1.52,33,1
6,76,1.49,108,1
10,48,2.37,67,1
7,21,1.46,26,1
9,376,1.34,569,1
8,41,1.44,48,1
6,12,2.19,16,1
9,107,2.44,141,1
9,295,1.5,354,1
11,246,2.85,331,1
5,95,1.73,70,1
10,12,1.82,22,1
8,202,1.83,276,1
7,12,2.86,14,1
9,83,2.77,96,1
8,13,2.68,19,1
9,75,2.19,79,1
6,13,3.38,8,1
10,131,2.79,206,1
11,100,1.9,156,1
14,18,5,15,1
8,25,1.45,33,1
9,33,1.84,57,1
10,327,2.75,450,1
7,61,1.9,72,1
7,31,1.55,40,1
10,284,1.43,402,1
11,54,1.99,77,1
10,18,2.3,30,1
7,14,18,1,1
9,67,3.76,75,1
6,89,1.82,89,1
6,17,1.32,25,1
7,17,1.65,26,1
5,17,2.33,21,1
9,100,1.83,121,1
9,104,1.93,137,1
10,9,1.72,18,1
12,117,1.68,193,1
7,198,1.23,62,1
9,82,2.49,100,1
8,130,2.21,169,1
23,87,2.36,242,1
11,96,1.83,160,1
14,397,4.53,420,1
9,22,1.31,29,1
9,12,1.59,29,1
8,15,2.59,22,1
7,52,1.22,81,1
11,161,2.71,217,1
5,14,2.56,9,1
12,176,2.61,244,1
13,84,3.16,121,1
8,9,2.2,15,1
8,353,1.19,165,1
8,40,2.22,59,1
11,150,2.06,149,1
7,145,1.5,140,1
17,22,8.57,14,1
11,86,2.2,143,1
9,18,2.63,19,1
8,19,1.74,31,1
7,100,1.68,118,1
9,17,8.36,11,1
9,26,1.37,30,1
10,58,2.17,80,1
8,13,4.69,13,1
9,83,1.91,111,1
9,58,2.29,80,1
12,26,2.21,39,1
5,19,5.5,4,1
10,90,3.92,115,1
4,28,1.27,40,1
9,185,2.83,227,1
9,6,18,2,1
6,184,1.54,195,1
4,89,1.64,74,1
10,60,1.47,91,1
7,3,4,3,1
9,99,1.39,135,1
7,6,9,1,1
9,511,1.42,530,1
3,424,136.6,5,1
7,59,1.79,56,1
9,17,2.13,24,1
9,508,1.22,614,1
7,31,1.51,45,1
9,535,1.36,613,1
6,13,1.67,6,1
7,13,2.25,8,1
18,64,3.24,93,1
7,87,1.27,111,1
7,42,2.05,58,1
7,141,1.16,139,1
9,47,1.95,62,1
10,510,1.36,612,1
13,291,2.68,403,1
9,267,1.28,307,1
12,383,2.91,485,1
12,40,7.62,29,1
10,33,2.35,46,1
7,54,1.53,58,1
10,125,2.92,195,1
8,41,1.55,49,1
7,2,12,1,1
8,13,7.1,10,1
8,10,2,14,1
10,159,3.07,184,1
11,98,3.04,134,1
9,26,1.85,40,1
9,509,1.34,328,1
7,2,10,1,1
10,78,1.76,113,1
9,163,1.28,170,1
10,18,2.97,31,1
11,9,15.67,3,1
11,337,2.09,318,1
8,152,2,164,1
9,56,1.94,85,1
5,31,1.91,34,1
8,34,2.1,48,1
5,39,1.67,48,1
10,8,9.2,5,1
8,42,1.88,74,1
9,49,1.36,86,1
12,216,5.3,248,1
7,62,1.87,91,1
9,10,1.94,18,1
7,44,1.26,53,1
8,28,2.58,40,1
9,43,2.98,59,1
7,95,1.56,114,1
6,14,2.05,22,1
10,16,7.56,9,1
9,76,2.19,112,1
6,69,1.4,83,1
7,45,2.45,62,1
9,19,2.31,29,1
9,83,1.93,112,1
7,36,2.51,57,1
7,40,1.44,66,1
16,424,5.34,471,1
9,127,1.28,155,1
10,124,3.43,171,1
7,205,1.26,124,1
7,20,1.97,29,1
8,35,2.39,49,1
11,32,3.1,30,1
8,48,2.03,75,1
7,100,1.67,123,1
9,29,1.73,48,1
5,28,1.77,26,1
4,12,1,7,1
7,13,2.2,15,1
6,94,1.63,65,1
6,19,1.8,20,1
9,66,1.42,101,1
7,38,1.5,46,1
9,64,2.32,44,1
7,8,1.62,13,1
10,18,8.55,11,1
8,45,1.8,41,1
11,94,2.18,122,1
13,67,5.19,74,1
7,36,1.67,55,1
8,14,2.67,12,1
9,76,2.27,106,1
11,56,3.09,77,1
10,11,1.5,28,1
8,53,1.54,99,1
8,8,2.17,12,1
12,410,2.47,645,1
6,29,1.26,42,1
7,197,1.5,66,1
10,249,2.32,315,1
8,22,2.06,34,1
7,8,1.85,13,1
5,4,2.33,6,1
7,13,2.71,7,1
7,135,1.23,120,1
7,15,1.74,27,1
5,27,2.12,26,1
10,8,7,6,1
9,341,1.35,165,1
8,6,2.22,9,1
6,13,1.33,21,1
7,6,1.9,10,1
8,5,1.67,9,1
11,25,1.9,40,1
7,19,1.37,27,1
7,125,1.4,168,1
6,43,1.77,30,1
9,98,2.78,156,1
12,118,2.98,166,1
9,82,2.47,100,1
8,18,2.52,23,1
7,4,8,1,1
9,40,2.44,57,1
9,20,1.86,35,1
12,500,2.45,646,1
10,34,2.1,63,1
13,53,5.75,61,1
7,9,1.85,13,1
9,36,3.02,61,1
8,145,1.24,146,1
10,186,2.42,267,1
8,17,2,24,1
11,100,3.29,158,1
9,157,1.58,198,1
8,196,1.4,159,1
8,117,1.3,125,1
9,21,1.9,30,1
1,109,1.05,19,1
8,14,3,10,1
15,419,4.5,482,1
10,66,1.94,93,1
23,124,17.21,156,1
7,23,1.39,38,1
5,13,1.46,13,1
9,32,2.07,42,1
5,7,2,8,1
12,72,1.79,110,1
4,24,2.04,27,1
5,23,1.32,28,1
7,8,1.15,13,1
7,8,1.38,13,1
10,145,1.9,212,1
7,35,2.48,44,1
7,58,2.26,38,1
25,291,7.34,462,1
8,12,1.81,21,1
8,120,1.66,145,1
11,301,2.22,458,1
12,271,1.99,423,1
11,71,7,77,1
7,20,2.46,26,1
10,116,1.7,186,1
8,23,2.14,22,1
12,90,1.92,103,1
10,21,2.56,27,1
8,8,2.91,11,1
14,370,1.64,554,1
8,9,2.17,12,1
16,344,5.2,408,1
10,18,8.82,11,1
8,54,1.53,53,1
8,199,1.18,155,1
10,60,1.44,85,1
9,9,2.8,10,1
8,23,2.08,40,1
10,17,6.47,15,1
6,39,1.58,45,1
8,17,1.48,21,1
9,15,1.57,21,1
9,12,4.79,14,1
9,534,1.4,351,1
8,29,2.38,39,1
9,118,2.41,164,1
14,298,3.49,247,1
9,82,2.86,79,1
11,44,1.92,79,1
10,18,2.6,20,1
9,186,2.44,255,1
7,4,10,2,1
9,64,1.98,88,1
7,20,1.82,38,1
5,7,1.75,8,1
8,148,1.28,181,1
7,12,2.36,14,1
5,18,3.44,18,1
16,12,7.21,14,1
10,34,1.71,59,1
9,535,1.21,422,1
9,6,13.5,2,1
10,45,2.05,65,1
14,201,4.84,217,1
6,17,2,14,1
12,72,2.15,113,1
7,23,1.59,29,1
8,12,1.9,20,1
8,21,1.97,29,1
7,41,1.48,44,1
15,31,3.96,24,1
22,20,5.35,23,1
5,18,1.45,20,1
5,27,2.18,34,1
9,99,2.52,164,1
19,45,3.01,69,1
10,13,2,25,1
5,10,2.33,12,1
9,52,2.4,70,1
9,24,2.2,35,1
8,261,1.34,340,1
11,19,1.93,41,1
14,321,4.71,345,1
6,7,2.1,10,1
10,259,2.51,362,1
9,41,1.91,58,1
7,11,1.47,19,1
8,25,1.83,40,1
9,33,1.85,68,1
8,10,1.64,14,1
10,75,2.84,119,1
8,4,2.17,6,1
9,47,2.51,65,1
7,74,1.12,74,1
7,91,1.76,121,1
9,533,1.34,596,1
8,85,1.46,111,1
12,10,5.3,10,1
7,12,1.67,18,1
10,65,2.58,112,1
10,19,8.14,14,1
9,34,1.56,63,1
10,32,2.1,51,1
9,80,1.8,122,1
7,19,1.65,23,1
8,84,1.79,101,1
8,11,1.29,17,1
9,58,1.34,79,1
10,234,1.38,319,1
5,70,1.4,45,1
8,5,2.14,7,1
9,17,1.38,34,1
23,20,21.18,11,1
7,18,1.57,23,1
7,13,2.27,11,1
7,40,1.47,64,1
8,16,1.68,31,1
9,12,1.57,28,1
8,16,1.91,22,1
7,9,2.22,9,1
22,72,10.04,82,1
6,20,1.21,33,1
17,19,58.5,2,1
9,533,1.3,612,1
10,52,1.87,89,1
10,44,2.94,66,1
11,167,2.86,238,1
17,106,14.53,115,1
11,19,7.35,17,1
6,44,1.68,40,1
8,15,1.96,26,1
10,19,8.92,13,1
8,36,2.13,63,1
6,14,2.4,20,1
9,98,2.06,122,1
7,43,1.27,52,1
6,94,2.02,91,1
9,264,1.34,349,1
11,62,3.21,75,1
11,271,1.35,371,1
9,91,1.71,112,1
11,184,4.6,213,1
1,89,1.06,16,1
5,10,1.29,14,1
6,21,1.58,19,1
20,32,21.15,13,1
7,19,2.25,12,1
14,418,2.16,707,1
7,75,5.51,63,1
9,166,2.95,195,1
9,20,2.2,30,1
7,11,1.38,21,1
9,16,1.32,19,1
5,13,1.48,21,1
11,63,2.77,83,1
9,64,2.29,87,1
17,34,17.75,4,1
7,19,1.44,32,1
8,34,1.87,52,1
6,96,3,61,1
11,90,2.82,127,1
14,125,2.21,228,1
7,21,1.63,32,1
3,4,11,1,1
8,3,2.75,4,1
4,25,1.33,21,1
7,3,3,4,1
7,14,1.18,22,1
9,36,3.45,55,1
10,251,1.77,398,1
7,10,1.5,14,1
11,7,3.6,10,1
10,170,4.35,195,1
1,40,1.07,15,1
10,25,2.05,40,1
11,262,1.91,364,1
8,12,1.56,25,1
23,198,14.93,282,1
8,35,1.96,56,1
6,7,2.38,8,1
8,40,2.61,59,1
8,215,2.91,239,1
5,6,1.63,8,1
8,21,2.35,31,1
1,26,26,1,2
2,32,33,1,2
1,28,27,1,2
11,252,63.75,4,2
1,23,1.6,5,2
1,102,24.5,4,2
1,16,16,1,2
3,11,3,4,2
2,537,49.82,11,2
1,85,12.5,6,2
1,70,70,1,2
2,538,29.78,23,2
10,553,21.3,207,2
1,131,64,2,2
1,161,1.02,65,2
2,20,27,1,2
1,76,36.5,2,2
3,544,16.12,33,2
1,13,4.5,2,2
1,283,140.5,2,2
8,231,179,9,2
1,147,11.55,11,2
1,98,30.67,3,2
1,235,27.13,8,2
1,29,29,1,2
1,63,2.31,16,2
1,172,1.04,77,2
1,52,14,2,2
3,106,6.31,13,2
2,535,11.75,59,2
1,63,20,3,2
3,54,8.43,7,2
1,126,125,1,2
1,35,9.67,3,2
1,20,8.5,2,2
1,10,10,1,2
2,536,24.36,25,2
3,463,13.7,30,2
17,342,30.27,176,2
2,6,4,2,2
7,14,10,1,2
3,132,20,10,2
7,1,7,1,2
11,552,4955,1,2
1,14,13,1,2
1,27,1.4,5,2
1,19,4.33,3,2
1,15,6.5,2,2
1,10,9,1,2
11,427,189.79,14,2
2,48,30,2,2
18,342,43.48,120,2
28,330,31,17,2
1,17,6.5,2,2
2,325,28.64,11,2
6,21,31,1,2
2,49,50,1,2
1,14,14,1,2
2,475,95.8,5,2
1,86,40,2,2
1,79,6.86,7,2
2,535,40.2,15,2
2,69,10.75,8,2
1,279,38.43,7,2
1,41,4.57,7,2
24,510,38.65,268,2
5,7,7,1,2
1,117,38,3,2
1,14,3,3,2
3,213,11.94,17,2
1,44,5.33,6,2
2,537,21.27,30,2
1,61,61,1,2
2,537,24.88,24,2
2,21,6.33,3,2
1,104,50.5,2,2
2,536,180.33,3,2
12,278,15.91,23,2
3,286,87,4,2
1,45,5.67,6,2
1,14,2,4,2
1,14,13,1,2
1,35,10,3,2
1,115,4.6,5,2
1,14,4.5,2,2
1,17,7.5,2,2
1,41,12.67,3,2
1,48,10.5,4,2
1,117,5.75,8,2
2,14,8,1,2
3,259,13.29,24,2
2,16,2.67,3,2
4,524,40.57,28,2
2,46,18,3,2
1,127,13.67,6,2
8,16,2.55,20,2
1,58,9.8,5,2
2,52,1.5,16,2
1,57,3.71,7,2
1,33,3.67,6,2
1,136,32.75,4,2
2,535,24.29,24,2
2,20,31,1,2
1,11,4,2,2
2,100,11.5,8,2
1,19,4,3,2
1,379,60.83,6,2
1,71,2.31,16,2
1,13,13,1,2
1,27,1.83,6,2
10,2,11,1,2
1,32,1.88,8,2
1,17,1.75,4,2
4,19,5.25,4,2
1,278,29.22,9,2
1,14,14,1,2
1,28,3,5,2
1,16,15,1,2
1,63,63,1,2
2,536,30.37,19,2
2,98,9.4,10,2
19,462,16.88,272,2
1,255,4.86,36,2
1,159,77.5,2,2
2,62,11.2,5,2
6,39,45,1,2
1,10,10,1,2
6,47,57,1,2
1,257,257,1,2
9,13,4,3,2
1,199,37.6,5,2
2,6,4,2,2
1,19,3.67,3,2
1,15,3.67,3,2
1,18,3,3,2
1,184,44.5,4,2
1,40,11.67,3,2
1,114,21.4,5,2
2,64,17,4,2
1,47,47,1,2
2,22,15.5,2,2
1,206,204,1,2
1,8,8,1,2
1,15,2,4,2
2,14,13,1,2
1,45,21,2,2
2,538,34.88,16,2
2,46,47,1,2
1,17,16,1,2
1,42,1.6,5,2
1,47,25,1,2
17,341,36.38,149,2
1,78,24.67,3,2
3,500,19.28,29,2
1,7,7,1,2
1,13,13,1,2
1,29,13.5,2,2
1,17,3.25,4,2
1,10,4,2,2
3,113,30.25,4,2
1,138,138,1,2
1,20,1.38,8,2
1,14,2.33,3,2
2,18,26,1,2
1,214,214,1,2
2,537,181.33,3,2
1,43,9.75,4,2
1,70,22,3,2
1,52,10.25,4,2
6,7,10,1,2
1,23,19,1,2
1,46,1.38,8,2
1,193,2.97,37,2
1,84,19.25,4,2
1,145,35.25,4,2
1,40,40,1,2
1,20,3,5,2
1,17,17,1,2
1,187,25.71,7,2
3,113,13.9,10,2
1,159,158,1,2
1,16,16,1,2
2,63,10.75,4,2
5,280,156,7,2
1,75,5.55,11,2
3,550,15.11,37,2
2,157,26.5,6,2
1,36,5.25,4,2
4,108,56,6,2
1,124,7.86,7,2
2,536,21.66,29,2
1,7,7,1,2
1,81,24.33,3,2
1,77,5.17,6,2
21,2,31,1,2
2,9,10,1,2
3,536,61,9,2
1,52,51,1,2
1,46,12,3,2
1,13,5.5,2,2
2,536,24,24,2
1,277,277,1,2
1,32,5.75,4,2
1,12,9,1,2
1,11,11,1,2
1,29,2.13,8,2
1,22,21,1,2
1,15,13,1,2
2,24,3.4,5,2
1,36,4.2,5,2
1,11,10,1,2
2,537,32.11,18,2
2,536,41.08,13,2
2,112,55.5,2,2
3,538,22.11,27,2
1,107,18.6,5,2
2,537,26.57,21,2
1,87,16,5,2
1,39,1.71,7,2
2,22,21,1,2
3,541,88.62,13,2
4,194,34,6,2
2,536,30,19,2
7,46,8.14,7,2
3,116,33.5,4,2
1,22,4.5,4,2
3,129,11.8,10,2
1,94,3.31,16,2
1,17,4.67,3,2
1,34,1.07,15,2
1,106,15.17,6,2
5,128,162,3,2
1,9,9,1,2
1,55,10.33,3,2
1,30,2.4,5,2
1,37,6,5,2
2,446,17.82,22,2
3,550,27.15,20,2
1,196,64,3,2
1,36,8.67,3,2
2,537,62.44,9,2
2,116,17.88,8,2
2,20,29,1,2
2,538,29.32,19,2
2,22,33,1,2
1,8,8,1,2
2,199,32.17,6,2
5,110,100.33,3,2
1,148,47.33,3,2
1,52,25,2,2
1,199,197,1,2
1,413,412,1,2
1,69,8.29,7,2
1,44,20,2,2
1,67,66,1,2
1,45,1.38,8,2
1,148,73,2,2
37,1,37,1,2
2,535,117.8,5,2
1,69,4.18,11,2
2,537,22.19,26,2
1,152,11.36,11,2
2,25,4.5,4,2
2,123,123,1,2
3,59,84,1,2
1,17,17,1,2
3,537,22.24,25,2
2,415,16.76,25,2
