@relation page-blocks

@attribute Lenght numeric
@attribute Eccen numeric
@attribute Blackand numeric
@attribute Class {1,2,3,4,5}

@data
38,5.429,240,1
1,0.125,8,1
13,1.625,87,1
43,4.778,343,1
508,50.8,2593,1
106,6.625,1005,1
239,18.385,1912,1
148,16.444,743,1
13,1.857,77,1
20,2.857,119,1
12,1.5,93,1
23,3.286,87,1
42,5.25,336,1
272,27.2,1571,1
18,1.8,140,1
7,0.875,56,1
25,3.571,129,1
42,6,210,1
78,8.667,629,1
9,0.818,63,1
150,13.636,879,1
29,5.8,113,1
38,5.429,225,1
107,10.7,790,1
61,6.778,375,1
8,0.8,80,1
17,1.889,133,1
36,4,296,1
9,1.286,51,1
73,7.3,577,1
341,21.313,3949,1
32,3.556,225,1
125,17.857,751,1
8,1,54,1
82,9.111,539,1
29,3.625,231,1
49,5.444,440,1
33,3.667,292,1
46,5.111,305,1
59,5.9,450,1
67,5.583,604,1
7,0.778,43,1
256,32,1153,1
148,18.5,740,1
18,2.571,121,1
38,2.923,462,1
27,4.5,131,1
15,2.143,94,1
77,77,77,1
41,5.857,230,1
26,2.167,283,1
196,24.5,1010,1
32,6.4,158,1
342,42.75,1702,1
34,4.25,268,1
56,6.222,356,1
6,0.75,39,1
128,18.286,594,1
16,0.8,183,1
19,2.375,110,1
35,3.5,281,1
30,2.727,272,1
19,3.167,103,1
32,1.143,654,1
33,3.667,201,1
141,12.818,1225,1
127,12.7,1014,1
4,1.333,8,1
102,12.75,721,1
254,18.143,2022,1
218,31.143,951,1
535,53.5,2448,1
120,5,2800,1
100,10,702,1
25,3.125,200,1
8,0.727,87,1
108,15.429,610,1
12,1.5,69,1
9,1.286,44,1
7,1,31,1
7,0.875,53,1
44,4.4,383,1
8,1.6,39,1
250,27.778,1727,1
12,1.5,92,1
84,9.333,664,1
175,25,1110,1
161,14.636,1152,1
11,1.571,69,1
30,3.333,162,1
122,15.25,634,1
471,18.84,10437,1
35,3.889,260,1
38,5.429,210,1
227,22.7,2202,1
73,6.636,678,1
74,10.571,354,1
19,1.9,146,1
9,1.286,53,1
8,0.727,87,1
12,1.5,96,1
84,8.4,753,1
15,2.143,87,1
42,8.4,176,1
10,1.667,51,1
78,9.75,465,1
10,10,10,1
5,1.667,12,1
16,2,116,1
63,9,437,1
63,6.3,444,1
19,1.9,170,1
464,51.556,2297,1
6,1,34,1
12,1.5,64,1
295,32.778,1483,1
35,3.889,291,1
492,54.667,3457,1
11,2.2,49,1
13,1.625,103,1
99,11,729,1
25,3.125,123,1
227,32.429,809,1
9,1.125,49,1
17,2.429,102,1
19,1.9,166,1
123,13.667,719,1
29,1.933,422,1
71,3.227,1306,1
261,26.1,2001,1
268,26.8,1581,1
169,18.778,1129,1
139,17.375,769,1
12,1.5,89,1
84,7,784,1
11,1.833,52,1
12,0.632,100,1
96,16,459,1
11,1.571,56,1
30,6,99,1
22,1.833,207,1
35,3.5,250,1
166,18.444,1120,1
150,15,878,1
33,3.3,245,1
18,1.8,127,1
20,2.222,154,1
155,15.5,1051,1
11,1,105,1
240,24,1971,1
97,9.7,800,1
100,10,846,1
86,10.75,650,1
32,5.333,171,1
9,1.286,31,1
169,24.143,929,1
11,1.222,73,1
532,66.5,3066,1
535,59.444,1530,1
23,1.917,218,1
118,10.727,1036,1
27,3.857,141,1
185,16.818,1572,1
109,13.625,519,1
92,13.143,577,1
358,39.778,2782,1
4,0.4,16,1
314,3.829,12923,1
19,1.9,159,1
15,1.875,120,1
262,26.2,1587,1
65,7.222,427,1
62,7.75,459,1
22,2,195,1
8,0.727,88,1
14,1.75,108,1
22,2.2,184,1
9,1.286,52,1
68,11.333,380,1
26,1.13,574,1
29,3.625,232,1
13,1.625,104,1
12,1.5,96,1
8,0.8,71,1
116,12.889,919,1
12,1.5,91,1
271,11.783,2239,1
60,8.571,372,1
126,12.6,1068,1
14,1.556,113,1
49,5.444,303,1
69,6.9,469,1
23,2.556,185,1
8,1,22,1
17,4.25,44,1
23,2.556,207,1
7,1.167,41,1
305,43.571,1069,1
24,2.667,101,1
10,1.429,54,1
39,7.8,161,1
65,5.909,627,1
71,3.227,1302,1
20,2,178,1
80,8,640,1
18,1.8,125,1
12,1.5,90,1
159,12.231,1296,1
14,14,14,2
35,35,35,2
10,10,10,2
69,34.5,125,2
27,27,27,2
126,126,126,2
14,14,14,2
16,16,16,2
169,6.76,4000,2
199,99.5,202,2
33,33,33,2
11,3.667,22,2
106,106,106,2
67,67,67,2
22,22,22,2
12,12,12,2
536,268,735,2
259,86.333,760,2
304,101.33,626,2
330,11.786,614,2
106,106,106,2
116,38.667,172,2
537,268.5,567,2
257,257,257,2
18,9,30,2
17,8.5,33,2
52,52,52,2
21,10.5,42,2
17,17,17,2
537,537,537,2
8,8,8,2
107,107,107,2
277,277,277,2
22,22,22,2
104,104,104,2
535,267.5,627,2
333,66.6,688,2
35,35,35,2
8,8,8,2
9,9,9,2
26,26,26,2
286,95.333,366,2
537,268.5,609,2
13,13,13,2
32,32,32,2
123,61.5,124,2
8,8,8,2
148,148,148,2
27,27,27,2
98,98,98,2
379,379,379,2
20,10,34,2
19,19,19,2
14,14,14,2
8,8,8,2
70,70,70,2
536,268,549,2
18,9,25,2
15,15,15,2
553,55.3,4890,2
39,39,39,2
69,69,69,2
283,283,283,2
19,19,19,2
99,49.5,122,2
415,207.5,480,2
14,14,14,2
280,56,1100,2
255,255,255,2
7,1.4,11,2
48,48,48,2
550,183.33,619,2
17,17,17,2
46,46,46,2
13,13,13,2
39,39,39,2
18,9,26,2
206,206,206,2
537,268.5,704,2
98,49,128,2
10,10,10,2
145,145,145,2
7,1.167,29,2
36,36,36,2
138,138,138,2
58,58,58,2
33,33,33,2
34,34,34,2
23,23,23,2
8,8,8,2
10,10,10,2
11,11,11,2
47,47,47,2
46,23,70,2
114,114,114,2
85,85,85,2
41,41,41,2
100,50,101,2
2,0.095,31,2
159,159,159,2
115,115,115,2
110,22,306,2
28,28,28,2
9,2.25,22,2
132,44,221,2
252,22.909,262,2
541,180.33,1213,2
204,102,278,2
94,94,94,2
15,15,15,2
14,14,14,2
57,57,57,2
54,54,54,2
183,61,317,2
14,14,14,2
101,50.5,150,2
22,11,38,2
129,43,146,2
14,14,14,2
52,52,52,2
535,267.5,673,2
77,77,77,2
64,32,75,2
17,17,17,2
1,0.027,37,2
23,23,23,2
180,180,180,2
52,26,55,2
341,20.059,5784,2
187,187,187,2
59,19.667,84,2
39,6.5,46,2
538,269,641,2
113,37.667,128,2
21,3.5,32,2
500,166.67,632,2
28,28,28,2
537,268.5,667,2
157,78.5,173,2
54,18,84,2
41,41,41,2
22,11,44,2
71,71,71,2
63,31.5,64,2
184,184,184,2
213,71,242,2
81,81,81,2
10,10,10,2
14,2,20,2
537,179,652,2
475,237.5,517,2
214,214,214,2
116,58,186,2
19,19,19,2
112,56,113,2
148,148,148,2
95,95,95,2
259,86.333,374,2
32,32,32,2
1,0.143,7,2
43,43,43,2
536,268,571,2
36,36,36,2
62,31,70,2
136,136,136,2
279,279,279,2
34,34,34,2
50,25,51,2
29,29,29,2
44,44,44,2
127,127,127,2
194,48.5,212,2
196,196,196,2
537,268.5,654,2
14,7,15,2
115,28.75,224,2
117,117,117,2
11,11,11,2
18,18,18,2
86,86,86,2
48,24,65,2
62,62,62,2
17,17,17,2
20,10,27,2
9,4.5,10,2
537,268.5,638,2
172,172,172,2
538,269,756,2
538,269,736,2
22,22,22,2
17,17,17,2
7,7,7,2
17,17,17,2
78,78,78,2
116,38.667,129,2
46,6.571,98,2
186,186,186,2
550,183.33,662,2
15,15,15,2
536,268,790,2
17,17,17,2
524,131,1264,2
427,38.818,2676,2
63,63,63,2
536,268,667,2
32,16,34,2
25,12.5,50,2
40,40,40,2
24,12,48,2
463,154.33,531,2
7,7,7,2
42,42,42,2
51,51,51,2
6,3,12,2
147,147,147,2
70,70,70,2
29,29,29,2
536,178.67,567,2
16,16,16,2
537,179,587,2
288,288,288,2
535,267.5,984,2
538,179.33,685,2
18,18,18,2
537,268.5,596,2
14,14,14,2
47,47,47,2
14,14,14,2
87,87,87,2
20,20,20,2
10,10,10,2
159,159,159,2
36,36,36,2
49,24.5,50,2
79,79,79,2
142,23.667,147,2
28,28,28,2
46,46,46,2
69,69,69,2
8,8,8,2
55,55,55,2
20,10,35,2
17,17,17,2
342,20.118,5790,2
108,27,357,2
535,267.5,657,2
19,4.75,29,2
446,223,538,2
537,268.5,574,2
152,152,152,2
64,32,77,2
11,11,11,2
278,23.167,479,2
235,235,235,2
37,37,37,2
45,45,45,2
277,277,277,2
47,7.833,57,2
2,0.2,12,2
20,20,20,2
52,52,52,2
544,181.33,662,2
9,9,9,2
462,24.316,6035,2
117,117,117,2
131,131,131,2
46,23,51,2
44,44,44,2
193,193,193,2
552,50.182,4955,2
231,28.875,1630,2
536,268,737,2
124,124,124,2
9,9,9,2
52,52,52,2
199,199,199,2
36,36,36,2
510,21.25,11341,2
15,15,15,2
63,63,63,2
45,45,45,2
199,199,199,2
6,3,12,2
84,84,84,2
19,19,19,2
75,75,75,2
44,44,44,2
300,12,531,2
61,61,61,2
76,76,76,2
65,65,65,2
470,156.67,545,2
278,278,278,2
13,13,13,2
16,2,89,2
537,268.5,802,2
347,2.711,25163,3
96,1.333,4025,3
31,1.107,666,3
32,1.143,665,3
73,1.141,2077,3
149,1.795,5838,3
140,0.787,16177,3
93,0.979,7968,3
145,0.863,23457,3
137,0.733,25400,3
104,1.118,5908,3
161,0.988,23547,3
32,1.103,668,3
50,0.769,1582,3
547,4.144,34874,3
141,0.754,23301,3
472,2.843,42821,3
31,1.069,653,3
32,1.143,666,3
158,1.033,15491,3
469,2.522,46133,3
31,1.107,647,3
66,1.048,2458,3
79,1.254,1718,3
32,1.143,647,3
1,0.1,10,4
1,0.125,8,4
1,0.083,12,4
25,25,25,4
1,0.111,9,4
1,0.077,13,4
5,0.012,475,4
1,0.091,11,4
1,0.056,18,4
1,0.037,27,4
1,0.1,10,4
1,0.04,25,4
2,0.5,8,4
1,0.031,32,4
2,0.222,13,4
1,0.077,13,4
1,0.045,22,4
1,0.071,14,4
3,0.043,197,4
1,0.012,84,4
7,0.167,127,4
2,0.4,9,4
1,0.143,7,4
1,0.071,14,4
1,0.007,136,4
1,0.077,13,4
1,0.077,13,4
4,0.148,81,4
1,0.019,54,4
1,0.038,26,4
3,0.052,60,4
2,0.182,14,4
1,0.013,76,4
1,0.024,42,4
1,0.059,17,4
1,0.111,9,4
1,0.111,9,4
2,0.105,31,4
2,0.4,8,4
1,0.032,31,4
1,0.143,7,4
1,0.067,15,4
1,0.125,8,4
1,0.027,37,4
21,3.5,56,4
1,0.111,9,4
1,0.111,9,4
1,0.143,7,4
1,0.111,9,4
1,0.05,20,4
2,0.019,112,4
1,0.143,7,4
1,0.019,53,4
3,0.045,180,4
2,0.286,10,4
1,0.029,34,4
2,0.167,16,4
4,0.043,210,4
1,0.032,31,4
30,0.115,701,4
1,0.111,9,4
2,0.4,7,4
1,0.125,8,4
1,0.019,54,4
3,0.031,143,4
2,0.143,15,4
1,0.083,12,4
1,0.111,9,4
1,0.125,8,4
1,0.1,10,4
1,0.125,8,4
11,0.014,2058,4
3,0.068,111,4
4,0.148,72,4
1,0.091,11,4
1,0.043,23,4
1,0.125,8,4
1,0.026,39,4
11,2.75,41,5
13,2.167,35,5
30,1.875,226,5
70,1.842,165,5
326,3.928,18149,5
70,1.795,697,5
106,3.313,1341,5
15,2.143,31,5
67,0.779,5386,5
79,1.756,693,5
314,3.783,17482,5
30,0.448,924,5
277,3.337,8387,5
5,1.25,16,5
464,2.189,6884,5
43,1.194,283,5
72,1.946,685,5
5,0.833,30,5
9,1.5,16,5
5,1.25,16,5
49,0.49,1958,5
357,6.611,12422,5
167,1.057,7279,5
5,0.625,18,5
48,0.923,619,5
12,2.4,16,5
17,2.833,64,5
4,0.19,54,5
1,0.125,8,5
4,0.333,48,5
5,0.385,36,5
9,1.8,24,5
25,0.735,454,5
99,0.98,7780,5
60,3.529,378,5
4,0.25,34,5
4,0.8,13,5
442,2.889,14538,5
105,3.387,1358,5
4,0.444,27,5
62,1.442,454,5
20,0.541,143,5
22,1,229,5
463,1.523,17081,5
71,2.29,651,5
10,1.111,47,5
47,2.474,100,5
7,1.4,21,5
11,1.571,38,5
286,6.085,4258,5
18,0.75,163,5
5,0.385,35,5
12,2,37,5
61,2.103,762,5
29,1.813,230,5
7,1.75,28,5
13,1,76,5
13,1.857,44,5
24,3.429,50,5
461,8.865,5938,5
16,2,110,5
14,0.933,71,5
27,0.794,509,5
48,1.333,755,5
47,6.714,95,5
12,1.2,70,5
79,1.612,694,5
61,2.179,870,5
463,1.489,23092,5
48,4.364,206,5
9,1.125,23,5
285,3.132,4287,5
172,4.778,2086,5
19,1.357,134,5
5,0.833,19,5
465,1.52,17452,5
68,3.238,156,5
39,1.95,316,5
3,0.6,9,5
8,2,17,5
17,1.889,70,5
48,0.889,685,5
146,12.167,225,5
9,0.529,76,5
9,1.286,15,5
21,1.313,173,5
350,10.938,4497,5
17,1.214,92,5
60,2,823,5
69,0.812,2588,5
9,0.36,98,5
286,1.788,10347,5
48,0.873,960,5
198,1.005,12964,5
7,0.7,42,5
402,8.375,1814,5
314,3.783,16139,5
48,0.906,685,5
4,0.5,19,5
28,0.848,250,5
48,1.655,373,5
37,1.194,637,5
48,0.906,951,5
19,1.357,144,5
