@relation page-blocks

@attribute Height numeric
@attribute Area numeric
@attribute Eccen numeric
@attribute Class {1,2,3,4,5}

@data
8,2768,43.25,1
8,360,5.625,1
7,49,1,1
7,847,17.286,1
9,99,1.222,1
7,280,5.714,1
6,150,4.167,1
10,1200,12,1
9,2826,34.889,1
10,990,9.9,1
8,512,8,1
7,280,5.714,1
8,328,5.125,1
9,378,4.667,1
10,1710,17.1,1
8,224,3.5,1
11,781,6.455,1
13,3783,22.385,1
5,20,0.8,1
12,3252,22.583,1
8,192,3,1
11,1122,9.273,1
10,120,1.2,1
7,14,0.286,1
23,8533,16.13,1
7,245,5,1
10,5340,53.4,1
9,351,4.333,1
8,112,1.75,1
10,2620,26.2,1
13,3146,18.615,1
8,400,6.25,1
10,370,3.7,1
10,790,7.9,1
6,78,2.167,1
8,376,5.875,1
9,738,9.111,1
9,333,4.111,1
9,909,11.222,1
10,1260,12.6,1
3,9,1,1
8,320,5,1
11,1375,11.364,1
6,168,4.667,1
9,324,4,1
7,28,0.571,1
9,1062,13.111,1
5,215,8.6,1
7,56,1.143,1
8,400,6.25,1
14,4760,24.286,1
9,9,0.111,1
7,84,1.714,1
10,470,4.7,1
7,378,7.714,1
7,1148,23.429,1
7,126,2.571,1
9,45,0.556,1
5,135,5.4,1
12,300,2.083,1
6,84,2.333,1
9,495,6.111,1
8,96,1.5,1
10,120,1.2,1
7,2205,45,1
11,1386,11.455,1
11,110,0.909,1
8,1080,16.875,1
11,99,0.818,1
11,1298,10.727,1
7,280,5.714,1
8,1920,30,1
11,682,5.636,1
9,873,10.778,1
8,120,1.875,1
9,81,1,1
5,10,0.4,1
1,41,41,1
7,91,1.857,1
4,60,3.75,1
12,4020,27.917,1
11,583,4.818,1
7,357,7.286,1
16,5696,22.25,1
6,564,15.667,1
14,4480,22.857,1
8,96,1.5,1
10,610,6.1,1
9,1485,18.333,1
10,300,3,1
1,12,12,1
10,90,0.9,1
12,804,5.583,1
10,1700,17,1
9,243,3,1
9,441,5.444,1
7,56,1.143,1
5,195,7.8,1
10,510,5.1,1
7,49,1,1
9,720,8.889,1
36,6696,5.167,1
8,640,10,1
12,1008,7,1
7,2422,49.429,1
7,189,3.857,1
16,3392,13.25,1
10,2630,26.3,1
10,490,4.9,1
10,4300,43,1
16,6288,24.563,1
7,56,1.143,1
7,1281,26.143,1
8,264,4.125,1
9,1566,19.333,1
11,1694,14,1
8,264,4.125,1
3,1272,141.33,1
7,252,5.143,1
9,180,2.222,1
10,640,6.4,1
2,138,34.5,1
10,280,2.8,1
1,12,12,1
11,1111,9.182,1
8,176,2.75,1
7,119,2.429,1
8,976,15.25,1
4,36,2.25,1
13,5317,31.462,1
11,935,7.727,1
7,77,1.571,1
6,324,9,1
7,413,8.429,1
11,242,2,1
1,47,47,1
10,410,4.1,1
6,510,14.167,1
8,496,7.75,1
11,374,3.091,1
10,2120,21.2,1
9,873,10.778,1
7,105,2.143,1
8,184,2.875,1
9,360,4.444,1
6,306,8.5,1
8,584,9.125,1
9,1674,20.667,1
7,84,1.714,1
10,590,5.9,1
7,3647,74.429,1
5,40,1.6,1
7,133,2.714,1
9,261,3.222,1
11,209,1.727,1
5,15,0.6,1
7,98,2,1
4,96,6,1
10,100,1,1
9,162,2,1
6,582,16.167,1
16,1696,6.625,1
6,102,2.833,1
6,36,1,1
9,441,5.444,1
16,1440,5.625,1
7,294,6,1
8,112,1.75,1
9,441,5.444,1
10,590,5.9,1
9,3123,38.556,1
8,176,2.75,1
1,42,42,1
6,270,7.5,1
1,263,263,1
7,133,2.714,1
8,1264,19.75,1
10,210,2.1,1
8,24,0.375,1
7,686,14,1
8,112,1.75,1
9,1359,16.778,1
10,550,5.5,1
1,29,29,1
9,4599,56.778,1
6,174,4.833,1
9,180,2.222,1
8,80,1.25,1
11,1067,8.818,1
6,18,500,1
18,1152,3.556,1
7,455,9.286,1
8,184,2.875,1
8,232,3.625,1
12,240,1.667,1
6,576,16,1
7,217,4.429,1
7,392,8,1
10,260,2.6,1
10,1620,16.2,1
10,940,9.4,1
9,657,8.111,1
9,891,11,1
5,40,1.6,1
7,63,1.286,1
9,837,10.333,1
10,420,4.2,1
25,7275,11.64,1
8,568,8.875,1
11,3025,25,1
7,84,1.714,1
9,1359,16.778,1
1,40,40,1
2,22,5.5,1
9,63,0.778,1
6,1104,30.667,1
10,290,2.9,1
13,4875,28.846,1
8,304,4.75,1
7,399,8.143,1
10,1730,17.3,1
11,132,1.091,1
6,576,16,1
9,2205,27.222,1
10,80,0.8,1
11,242,2,1
13,4524,26.769,1
8,576,9,1
7,91,1.857,1
6,42,1.167,1
8,440,6.875,1
10,100,1,1
5,165,6.6,1
11,671,5.545,1
10,5530,55.3,2
3,1623,180.33,2
3,1410,156.67,2
2,1070,267.5,2
1,54,54,2
1,10,10,2
2,12,3,2
1,52,52,2
1,27,27,2
3,339,37.667,2
1,40,40,2
2,12,3,2
3,1650,183.33,2
1,255,255,2
2,1072,268,2
1,138,138,2
1,8,8,2
1,12,12,2
1,39,39,2
1,11,11,2
1,29,29,2
2,200,50,2
1,15,15,2
2,126,31.5,2
1,36,36,2
1,63,63,2
1,257,257,2
2,1074,268.5,2
1,288,288,2
2,92,23,2
1,69,69,2
4,36,2.25,2
1,9,9,2
3,1611,179,2
1,16,16,2
2,1074,268.5,2
3,339,37.667,2
1,11,11,2
1,46,46,2
1,206,206,2
1,26,26,2
1,16,16,2
1,30,30,2
1,32,32,2
1,33,33,2
1,17,17,2
1,277,277,2
1,117,117,2
1,15,15,2
1,29,29,2
1,14,14,2
2,100,25,2
1,145,145,2
1,10,10,2
1,7,7,2
3,1389,154.33,2
1,45,45,2
6,42,1.167,2
2,1072,268,2
1,283,283,2
1,55,55,2
2,232,58,2
7,98,2,2
2,92,23,2
1,86,86,2
1,52,52,2
3,1614,179.33,2
1,22,22,2
2,28,7,2
1,75,75,2
6,126,3.5,2
1,180,180,2
3,387,43,2
1,196,196,2
2,40,10,2
1,9,9,2
1,8,8,2
2,36,9,2
1,379,379,2
1,14,14,2
1,115,115,2
3,348,38.667,2
1,17,17,2
6,234,6.5,2
1,14,14,2
1,47,47,2
2,830,207.5,2
1,32,32,2
1,43,43,2
1,36,36,2
1,71,71,2
2,1070,267.5,2
1,114,114,2
1,184,184,2
1,51,51,2
1,17,17,2
1,61,61,2
1,235,235,2
1,7,7,2
2,1072,268,2
1,81,81,2
1,20,20,2
2,1072,268,2
4,460,28.75,2
3,33,3.667,2
1,63,63,2
1,8,8,2
1,159,159,2
1,148,148,2
3,162,18,2
3,777,86.333,2
2,1074,268.5,2
2,1070,267.5,2
25,7500,12,2
1,45,45,2
2,96,24,2
2,44,11,2
6,852,23.667,2
1,23,23,2
1,147,147,2
1,95,95,2
1,70,70,2
1,107,107,2
1,44,44,2
2,40,10,2
2,98,24.5,2
8,1848,28.875,2
2,1074,268.5,2
3,1608,178.67,2
5,640,25.6,2
1,19,19,2
3,777,86.333,2
12,3336,23.167,2
1,199,199,2
1,14,14,2
5,1400,56,2
1,13,13,2
4,2096,131,2
2,104,26,2
1,186,186,2
2,408,102,2
9,117,1.444,2
7,7,0.143,2
1,41,41,2
1,9,9,2
2,18,4.5,2
1,94,94,2
1,45,45,2
1,537,537,2
2,44,11,2
2,40,10,2
2,1072,268,2
1,10,10,2
1,52,52,2
1,70,70,2
2,196,49,2
2,1074,268.5,2
3,639,71,2
2,1072,268,2
1,18,18,2
1,13,13,2
1,278,278,2
2,398,99.5,2
2,314,78.5,2
2,352,88,2
1,35,35,2
2,48,12,2
1,124,124,2
4,76,4.75,2
3,177,19.667,2
1,77,77,2
1,10,10,2
5,550,22,2
2,1074,268.5,2
3,1611,179,2
1,63,63,2
1,98,98,2
3,1650,183.33,2
1,19,19,2
7,322,6.571,2
2,50,12.5,2
1,36,36,2
2,28,7,2
24,12240,21.25,2
1,16,16,2
1,17,17,2
1,44,44,2
1,41,41,2
11,6072,50.182,2
2,1074,268.5,2
1,193,193,2
1,19,19,2
1,34,34,2
1,214,214,2
1,17,17,2
3,549,61,2
1,187,187,2
2,650,162.5,2
2,128,32,2
1,69,69,2
1,23,23,2
17,5814,20.118,2
1,48,48,2
2,472,118,2
1,65,65,2
1,79,79,2
2,36,9,2
1,8,8,2
1,73,73,2
1,12,12,2
2,950,237.5,2
1,34,34,2
1,14,14,2
1,57,57,2
1,106,106,2
11,2772,22.909,2
2,202,50.5,2
5,1665,66.6,2
1,62,62,2
1,22,22,2
1,39,39,2
1,14,14,2
1,44,44,2
2,44,11,2
2,34,8.5,2
4,776,48.5,2
1,13,13,2
1,15,15,2
4,432,27,2
1,161,161,2
2,892,223,2
1,17,17,2
2,32,8,2
2,64,16,2
3,858,95.333,2
2,224,56,2
1,172,172,2
1,36,36,2
1,127,127,2
1,28,28,2
28,9240,11.786,2
3,912,101.33,2
1,8,8,2
1,199,199,2
1,8,8,2
2,128,32,2
2,138,34.5,2
6,282,7.833,2
1,104,104,2
1,67,67,2
2,246,61.5,2
1,27,27,2
3,1632,181.33,2
1,42,42,2
2,1074,268.5,2
1,14,14,2
1,13,13,2
2,1070,267.5,2
2,198,49.5,2
1,76,76,2
1,136,136,2
1,17,17,2
18,6156,19,2
1,14,14,2
1,13,13,2
8,128,2,2
1,17,17,2
1,78,78,2
2,1074,268.5,2
2,1076,269,2
1,19,19,2
1,84,84,2
1,102,102,2
1,40,40,2
21,42,0.095,2
19,8778,24.316,2
1,131,131,2
1,413,413,2
1,15,15,2
1,14,14,2
1,20,20,2
10,20,0.2,2
1,75,75,2
3,318,35.333,2
5,35,1.4,2
1,11,11,2
1,28,28,2
2,1074,268.5,2
1,159,159,2
11,4697,38.818,2
1,47,47,2
1,58,58,2
1,42,42,2
1,14,14,2
2,42,10.5,2
2,1076,269,2
28,896,1.143,3
29,899,1.069,3
83,12367,1.795,3
65,3250,0.769,3
168,22680,0.804,3
28,868,1.107,3
72,6912,1.333,3
63,4158,1.048,3
168,24360,0.863,3
28,868,1.107,3
174,81954,2.707,3
29,928,1.103,3
128,44416,2.711,3
187,25619,0.733,3
132,72204,4.144,3
95,8835,0.979,3
153,24174,1.033,3
64,4672,1.141,3
28,896,1.143,3
29,928,1.103,3
63,4977,1.254,3
93,9672,1.118,3
28,896,1.143,3
186,87234,2.522,3
163,26243,0.988,3
14,28,0.143,4
54,54,0.019,4
32,32,0.031,4
98,294,0.031,4
14,14,0.071,4
7,14,0.286,4
17,34,0.118,4
14,14,0.071,4
9,9,0.111,4
8,8,0.125,4
25,25,0.04,4
4,8,0.5,4
26,26,0.038,4
19,38,0.105,4
12,24,0.167,4
42,294,0.167,4
9,9,0.111,4
69,207,0.043,4
10,10,0.1,4
9,9,0.111,4
10,10,0.1,4
15,15,0.067,4
6,126,3.5,4
5,10,0.4,4
1,25,25,4
5,10,0.4,4
17,17,0.059,4
66,198,0.045,4
13,13,0.077,4
9,9,0.111,4
23,23,0.043,4
10,10,0.1,4
39,39,0.026,4
12,12,0.083,4
7,7,0.143,4
9,9,0.111,4
8,8,0.125,4
94,188,0.021,4
8,8,0.125,4
4,8,0.5,4
76,76,0.013,4
12,12,0.083,4
38,38,0.026,4
37,37,0.027,4
11,11,0.091,4
13,13,0.077,4
430,2150,0.012,4
136,136,0.007,4
44,132,0.068,4
9,18,0.222,4
84,84,0.012,4
9,9,0.111,4
93,372,0.043,4
42,42,0.024,4
8,8,0.125,4
54,54,0.019,4
16,16,0.063,4
13,13,0.077,4
58,174,0.052,4
804,8844,0.014,4
8,8,0.125,4
117,117,0.009,4
7,7,0.143,4
9,9,0.111,4
7,7,0.143,4
13,13,0.077,4
11,22,0.182,4
22,22,0.045,4
47,47,0.021,4
5,10,0.4,4
27,27,0.037,4
7,7,0.143,4
7,7,0.143,4
27,108,0.148,4
34,34,0.029,4
27,108,0.148,4
10,10,0.1,4
18,18,0.056,4
261,7830,0.115,4
83,26145,3.795,5
101,9999,0.98,5
83,27058,3.928,5
37,740,0.541,5
33,924,0.848,5
85,5865,0.812,5
21,84,0.19,5
6,78,2.167,5
6,102,2.833,5
7,77,1.571,5
38,2660,1.842,5
31,1147,1.194,5
24,432,0.75,5
13,65,0.385,5
5,45,1.8,5
5,35,1.4,5
83,22991,3.337,5
14,266,1.357,5
49,3871,1.612,5
14,266,1.357,5
47,13442,6.085,5
10,120,1.2,5
21,1428,3.238,5
9,90,1.111,5
20,780,1.95,5
158,26386,1.057,5
7,63,1.286,5
9,54,0.667,5
55,2640,0.873,5
17,1020,3.529,5
52,2496,0.923,5
13,104,0.615,5
36,3456,2.667,5
68,2312,0.5,5
22,484,1,5
7,329,6.714,5
5,60,2.4,5
4,32,2,5
29,1769,2.103,5
16,336,1.313,5
19,893,2.474,5
32,3392,3.313,5
9,36,0.444,5
4,20,1.25,5
8,40,0.625,5
36,1548,1.194,5
7,168,3.429,5
31,3255,3.387,5
7,105,2.143,5
6,30,0.833,5
4,44,2.75,5
54,19278,6.611,5
8,72,1.125,5
39,2730,1.795,5
34,918,0.794,5
31,2201,2.29,5
8,8,0.125,5
52,23972,8.865,5
29,1392,1.655,5
11,528,4.364,5
36,6192,4.778,5
5,20,0.8,5
83,26062,3.783,5
37,2664,1.946,5
91,25935,3.132,5
13,169,1,5
16,464,1.813,5
67,2010,0.448,5
8,32,0.5,5
14,238,1.214,5
36,1728,1.333,5
6,36,1,5
25,225,0.36,5
4,20,1.25,5
30,1800,2,5
54,2592,0.889,5
8,128,2,5
4,28,1.75,5
34,850,0.735,5
10,70,0.7,5
43,2666,1.442,5
54,19278,6.611,5
30,1830,2.033,5
53,2544,0.906,5
45,3555,1.756,5
16,64,0.25,5
13,65,0.385,5
304,140752,1.523,5
15,210,0.933,5
306,142290,1.52,5
12,1752,12.167,5
81,3969,0.605,5
160,45760,1.788,5
12,48,0.333,5
118,12390,0.89,5
5,15,0.6,5
212,98368,2.189,5
100,4900,0.49,5
6,54,1.5,5
48,19296,8.375,5
6,72,2,5
6,30,0.833,5
9,153,1.889,5
