@relation page-blocks

@attribute Eccen numeric
@attribute P_black numeric
@attribute Blackand numeric
@attribute Class {1,2,3,4,5}

@data
30.111,0.284,1651,1
20.556,0.386,1142,1
1.857,0.429,86,1
1.571,0.39,61,1
15,0.259,325,1
7,0.345,740,1
11.852,0.321,4845,1
4.833,0.293,160,1
16.727,0.471,1791,1
10.778,0.328,804,1
2.8,0.557,61,1
22.583,0.246,1999,1
1.5,0.427,84,1
24.727,0.168,1781,1
6.75,0.188,337,1
11.333,0.404,820,1
1.889,0.183,81,1
7.75,0.214,320,1
5.3,0.294,481,1
6.455,0.461,515,1
26.2,0.273,1841,1
1.125,0.389,57,1
3.1,0.197,202,1
7.792,0.485,4122,1
3.5,0.299,217,1
4.75,0.401,227,1
32.571,0.154,875,1
9.833,0.237,312,1
13.917,0.225,1507,1
2.556,0.304,207,1
0.6,0.6,9,1
12.231,0.412,1296,1
7.909,0.319,601,1
29.333,0.197,1558,1
16,0.267,541,1
14.636,0.329,1071,1
104,0.192,104,1
23.706,0.349,3568,1
21.308,0.293,2292,1
5.333,0.227,284,1
8.2,0.362,566,1
18.5,0.208,858,1
2,0.367,77,1
7.667,0.217,222,1
2.4,0.2,28,1
3.167,0.316,101,1
1.125,0.278,36,1
16.692,0.361,1934,1
7.9,0.347,619,1
28.5,0.175,1703,1
17,0.285,726,1
7.44,0.485,4379,1
3.3,0.294,261,1
5.182,0.343,425,1
11.444,0.357,801,1
1.444,0.308,103,1
5.444,0.587,424,1
5.25,0.375,302,1
1.6,0.6,39,1
1.6,0.444,160,1
2.091,0.415,217,1
59.444,0.163,2887,1
1,0.438,7,1
17.429,0.281,535,1
16,0.309,533,1
7.8,0.395,161,1
5.222,0.385,388,1
12.375,0.351,762,1
22.438,0.376,3747,1
4.167,0.345,376,1
4.286,0.271,183,1
26.2,0.19,1575,1
59.333,0.184,3524,1
8.818,0.266,678,1
0.684,0.215,136,1
18.778,0.343,1058,1
0.727,0.511,75,1
5.444,0.231,302,1
11.429,0.361,538,1
11,0.288,714,1
14.222,0.219,858,1
3.909,0.281,366,1
2.429,0.429,89,1
2.429,0.227,106,1
12.1,0.402,1027,1
3.333,0.317,118,1
13.667,0.331,719,1
9.111,0.32,699,1
2.714,0.398,117,1
2,0.36,50,1
8.444,0.436,653,1
17.273,0.239,955,1
15.5,0.238,397,1
10.143,0.231,376,1
2.286,0.339,112,1
3.125,0.37,146,1
27.9,0.377,1916,1
24.429,0.16,724,1
1.5,0.427,72,1
17.857,0.29,643,1
10.4,0.208,141,1
3,0.296,27,1
10.25,0.393,501,1
0.8,0.7,16,1
13.333,0.176,812,1
4.071,0.714,750,1
1.5,0.531,78,1
21.714,0.214,777,1
8.333,0.194,471,1
3.625,0.444,232,1
1.5,0.406,85,1
19,0.27,757,1
5.857,0.22,217,1
7.5,0.422,238,1
29.111,0.209,1657,1
3.286,0.248,152,1
13.889,0.21,676,1
3.429,0.268,119,1
3.571,0.349,129,1
10.818,0.268,887,1
22.5,0.21,596,1
2.571,0.278,123,1
5.625,0.156,261,1
0.479,0.094,659,1
3.556,0.33,256,1
4.143,0.286,136,1
0.8,0.45,16,1
10.286,0.405,426,1
8.75,0.279,407,1
8.4,0.279,753,1
8.75,0.463,552,1
0.857,0.357,42,1
2.3,0.343,182,1
4.259,0.293,2087,1
4.833,0.42,163,1
13.636,0.186,879,1
37.429,0.152,1254,1
50.8,0.16,3189,1
13.333,0.331,928,1
2.667,0.49,81,1
4.375,0.321,217,1
17.538,0.264,2791,1
23.947,0.081,821,1
2,0.375,119,1
31.556,0.137,1165,1
56.667,0.171,3190,1
10.455,0.266,915,1
10.667,0.281,704,1
89,0.191,89,1
12.429,0.365,521,1
9,0.23,654,1
1,0.52,53,1
7.571,0.267,252,1
1,0.383,65,1
4.667,0.256,556,1
9.333,0.222,708,1
5.333,0.257,319,1
1.333,1,12,1
56.111,0.189,2847,1
15.833,0.256,438,1
10.143,0.193,334,1
2.73,0.282,2596,1
7.6,0.426,188,1
2.625,0.357,153,1
2.375,0.382,110,1
1.5,0.542,24,1
9.111,0.383,473,1
2.333,0.323,153,1
5,0.326,434,1
7,0.455,112,1
2.2,0.323,179,1
2.429,0.353,94,1
16.385,0.359,1821,1
23.2,0.376,455,1
5.571,0.253,233,1
2,0.383,111,1
3.556,0.261,812,1
0.625,0.425,40,1
2.875,0.321,165,1
2,0.344,95,1
0.857,0.333,42,1
1.4,0.6,31,1
5.3,0.343,430,1
20.538,0.401,2299,1
30.889,0.176,1485,1
4.125,0.912,2282,1
5,0.425,380,1
8.167,0.241,186,1
1.2,0.433,30,1
12.5,0.19,657,1
11.889,0.204,658,1
5.286,0.243,184,1
12.333,0.209,570,1
2.875,0.277,153,1
1.444,0.368,117,1
23.727,0.233,1830,1
1.75,0.25,88,1
24,0.479,337,1
3,0.203,109,1
1.2,0.225,67,1
4.667,0.369,131,1
31.857,0.205,1036,1
12.286,0.244,500,1
6.75,0.245,322,1
0.5,0.875,7,1
4.286,0.3,186,1
2.75,0.376,524,1
4.125,0.436,234,1
2.875,0.255,184,1
17.727,0.358,1676,1
0.571,0.393,28,1
4.875,0.388,291,1
1.8,0.444,43,1
3.125,0.335,154,1
4,0.552,300,1
3.6,0.378,86,1
1.875,0.475,119,1
8.333,0.213,173,1
9,0.287,602,1
8,0.279,640,1
5.5,0.486,335,1
16.2,0.454,928,1
5.111,0.29,347,1
3,0.295,252,1
0.889,0.264,72,1
5.909,0.178,473,1
3.5,0.337,249,1
4.5,0.475,131,1
1.9,0.621,163,1
25.583,0.29,2842,1
1.412,0.426,300,1
4,0.352,249,1
3,0.25,38,1
5.857,0.422,287,1
5.182,0.271,362,1
16,0.234,385,1
1.875,0.5,120,1
7.444,0.468,496,1
5.222,0.279,327,1
25.556,0.399,1800,1
27.889,0.187,1517,1
3.8,0.426,360,1
39.778,0.385,2782,1
2.444,0.298,191,1
21.063,0.369,3276,1
3.273,0.469,1343,1
5.25,0.259,254,1
10.059,0.208,1226,1
10,0.184,348,1
27.556,0.33,1622,1
5.429,0.353,240,1
1.571,0.351,56,1
17.222,0.366,1008,1
2.375,0.178,110,1
5,0.404,230,1
7.429,0.266,349,1
7.375,0.464,465,1
1.571,0.234,52,1
8.143,0.273,263,1
1.571,0.312,65,1
5.625,0.206,284,1
4.857,0.403,202,1
3.4,0.412,80,1
12.25,0.282,677,1
10.222,0.365,790,1
10.5,0.36,641,1
0.583,0.56,84,1
1.778,0.174,118,1
8.3,0.208,554,1
41.5,0.307,3818,1
3.75,0.242,197,1
3.875,0.375,179,1
15,0.127,301,1
0.375,0.5,16,1
1.778,0.556,138,1
6.6,0.27,421,1
3.909,0.334,414,1
5.571,0.33,233,1
3.625,0.207,151,1
3.182,0.351,251,1
8.182,0.385,873,1
0.4,0.7,7,1
5.545,0.294,493,1
7.111,0.302,530,1
17.25,0.377,265,1
9.5,0.314,432,1
34.714,0.198,817,1
19.4,0.334,403,1
10.222,0.35,759,1
0.9,0.522,59,1
6.5,0.303,173,1
11.667,0.334,821,1
6.107,0.258,4369,1
30.222,0.277,1640,1
1.667,0.407,114,1
15,0.256,518,1
3.8,0.439,341,1
1.6,0.288,119,1
6,0.391,397,1
0.571,0.321,28,1
10.714,0.263,373,1
1.2,0.142,38,1
6.462,0.35,644,1
4.529,0.314,995,1
0.818,0.465,81,1
31.846,0.357,3514,1
2.286,0.25,112,1
2.556,0.3,207,1
0.75,0.313,39,1
5.25,0.363,326,1
34,0.197,1369,1
11.783,0.126,2239,1
5,0.31,245,1
11.941,0.925,3448,1
51.1,0.141,2701,1
2,0.5,98,1
6,0.638,793,1
2.714,0.406,125,1
6,0.261,733,1
5.8,0.4,129,1
19.6,0.316,345,1
16.25,0.36,911,1
8.875,0.238,398,1
11.6,0.2,216,1
30.889,0.258,1997,1
15.75,0.188,690,1
8.625,0.234,377,1
7.714,0.267,234,1
2.923,0.285,448,1
12,0.329,672,1
2.889,0.316,206,1
6.667,0.296,175,1
5.625,0.469,344,1
4.143,0.305,170,1
4.667,0.235,228,1
2.111,0.386,156,1
2.5,0.263,98,1
1.286,0.365,54,1
6.222,0.21,304,1
1.714,0.369,72,1
6.833,0.224,209,1
9.125,0.433,511,1
11.889,0.328,632,1
1.25,0.388,73,1
33,0.225,2545,1
4,0.402,230,1
26.545,0.341,2445,1
13.556,0.378,1055,1
2.333,0.571,82,1
34.083,0.302,2966,1
1.286,0.286,61,1
14.357,0.373,1804,1
5.818,0.395,393,1
4.778,0.3,276,1
6.625,0.337,377,1
16.667,0.345,477,1
2.3,0.261,181,1
3.333,0.248,253,1
9.75,0.244,465,1
9.111,0.37,682,1
4.444,0.483,357,1
22.286,0.473,1082,1
30.111,0.285,1724,1
5.75,0.266,326,1
59.333,0.163,3043,1
7.818,0.297,708,1
1.9,0.584,160,1
3.6,0.322,90,1
6,0.341,283,1
3,0.427,234,1
3.778,0.31,274,1
17.3,0.09,649,1
6.4,0.431,158,1
22.273,0.353,2063,1
5.143,0.262,169,1
2.538,0.245,229,1
3.857,0.37,159,1
2.75,0.398,138,1
2.167,0.346,66,1
8.182,0.47,711,1
6.222,0.339,469,1
30.071,0.379,3424,1
21.5,0.133,997,1
4.6,0.226,115,1
12.429,0.232,359,1
11,0.484,847,1
3.5,0.46,177,1
15.875,0.314,838,1
45,0.056,546,1
2.429,0.311,108,1
3.8,0.424,357,1
4.167,0.313,150,1
5.1,0.337,394,1
66.875,0.171,2984,1
2.6,0.462,44,1
2.857,0.464,126,1
3.889,0.26,291,1
8.6,0.326,726,1
2.125,0.382,117,1
3.25,0.282,228,1
4,0.577,307,1
26.2,0.281,1811,1
59.444,0.156,3312,1
3.286,0.286,109,1
1.1,0.491,93,1
2.125,0.441,133,1
26.769,0.195,3363,1
2,0.375,171,1
6,0.302,351,1
0.375,0.458,17,1
8,0.198,864,1
1.833,0.348,66,1
13.667,0.39,1103,1
1.8,0.6,152,1
15.462,0.4,1887,1
1.571,0.364,73,1
11.429,0.5,475,1
4.6,0.317,314,1
5.889,0.252,323,1
2,0.357,94,1
2.9,0.29,233,1
6.455,0.69,742,1
39.636,0.336,3623,1
1,0.889,8,1
2,0.265,81,1
1.8,0.389,147,1
14.5,0.362,1904,1
9.875,0.375,604,1
1.6,0.425,39,1
3.727,0.337,286,1
1.333,0.426,108,1
10.333,0.234,317,1
4.375,0.379,248,1
12.6,0.425,1086,1
3.8,0.442,89,1
0.625,0.45,40,1
6.5,0.445,592,1
12,0.604,428,1
4.5,0.25,38,1
4.7,0.198,367,1
2.75,0.432,44,1
2.5,0.6,32,1
9.091,0.456,970,1
5,0.259,326,1
0.857,0.429,123,1
7.9,0.306,646,1
2.222,0.35,131,1
1.25,0.325,73,1
49.429,0.173,1733,1
11.889,0.371,626,1
15.125,0.431,949,1
15.333,0.271,756,1
11,0.38,829,1
23.6,0.183,1349,1
12.111,0.219,764,1
2,0.624,213,1
2,0.28,37,1
35,0.143,1042,1
1.143,0.375,56,1
16.818,0.295,1681,1
8.5,0.294,237,1
0.6,0.467,15,1
6.455,0.666,732,1
19.444,0.177,983,1
2.556,0.362,172,1
12,0.583,12,1
14.875,0.337,876,1
1.2,0.55,105,1
16.778,0.184,679,1
1,0.429,49,1
1.167,0.286,36,1
19.8,0.303,366,1
2.571,0.397,124,1
17.8,0.169,319,1
14.167,0.211,3822,1
1.091,0.432,89,1
9.375,0.328,533,1
23.818,0.242,1781,1
3.4,0.303,277,1
4.875,0.304,236,1
26.9,0.306,1335,1
32.778,0.2,1483,1
22.571,0.239,1053,1
2.2,0.377,135,1
2.833,0.343,89,1
6.143,0.319,241,1
3,0.279,110,1
1.286,0.317,62,1
1.294,0.321,152,1
9.182,0.239,909,1
1.571,0.455,75,1
22.8,0.24,2810,1
18.1,0.491,1567,1
1,0.391,50,1
1.6,0.619,154,1
1.286,0.349,47,1
1.857,0.286,79,1
1,0.778,7,1
16,0.217,459,1
1,0.344,59,1
1.778,0.326,114,1
1.75,0.277,72,1
23,0.177,1178,1
16,0.309,371,1
1.3,0.285,115,1
3.7,0.354,262,1
7.375,0.322,416,1
1,0.286,49,1
6.818,0.27,560,1
6,0.36,142,1
30.667,0.272,770,1
6.571,0.298,320,1
2,0.327,83,1
2.556,0.386,185,1
13.857,0.211,537,1
50.9,0.097,1974,1
2.833,0.294,88,1
59.222,0.167,2841,1
7.375,0.381,412,1
0.769,0.3,105,1
2.333,0.365,171,1
9.222,0.351,542,1
5.857,0.341,207,1
2.286,0.446,106,1
0.917,0.371,132,1
0.4,0.8,10,1
5.857,0.226,225,1
10.8,0.297,897,1
1.875,0.558,120,1
7.375,0.186,317,1
30.222,0.269,1868,1
1.889,0.608,131,1
21.75,0.161,1002,1
7.5,0.456,261,1
7.375,0.292,419,1
2.5,0.363,149,1
7.2,0.292,480,1
3.556,0.333,248,1
24.75,0.503,373,1
19.6,0.395,2872,1
5.429,0.259,183,1
2.273,0.335,256,1
5.333,0.286,146,1
13,0.163,341,1
2,0.296,77,1
1.833,0.542,207,1
56.667,0.149,2717,1
7,0.282,784,1
6.5,0.226,165,1
3.227,0.487,1302,1
1.286,0.381,54,1
2.75,0.438,139,1
11.444,0.243,615,1
22.833,0.208,2687,1
3.227,0.536,1368,1
16.714,0.186,694,1
7.727,0.25,621,1
6.538,0.188,4017,1
12.75,0.403,758,1
2,0.245,85,1
1.5,0.385,77,1
3,0.313,142,1
5.778,0.306,336,1
3.875,0.411,184,1
6.375,0.306,260,1
8.889,0.231,500,1
2.857,0.436,103,1
9.111,0.335,539,1
1.1,0.382,110,1
8.75,0.371,510,1
13.214,0.254,1687,1
0.818,0.404,71,1
3.227,0.499,1306,1
1.167,0.5,41,1
8.889,0.333,632,1
24.214,0.248,2596,1
12.182,0.286,1145,1
34,0.192,2069,1
1,0.889,8,1
3.227,0.519,1317,1
30.444,0.158,1431,1
2.067,0.204,216,1
4.667,0.381,37,1
11.68,0.45,6670,1
12.5,0.485,703,1
1.8,0.539,146,1
5.75,0.285,291,1
13.667,0.359,994,1
1.9,0.563,159,1
66.875,0.164,2566,1
9.857,0.188,364,1
2,0.184,60,1
6.6,0.273,436,1
5.857,0.425,285,1
7.167,0.337,250,1
4,0.17,48,1
4,0.54,95,1
0.909,0.28,251,1
28,0.356,2157,1
0.8,0.525,70,1
27.1,0.176,1556,1
27.429,0.136,518,1
4.667,0.429,369,1
6.5,0.475,631,1
1.368,0.452,1801,1
5.125,0.232,173,1
34.444,0.17,2211,1
6.6,0.315,150,1
1,0.286,31,1
3,0.323,132,1
1.875,0.317,89,1
8.333,0.369,632,1
0.9,0.333,79,1
2.4,0.317,45,1
4.848,0.219,2054,1
1.714,0.357,68,1
4.778,0.274,234,1
9.462,0.428,1276,1
14.286,0.279,686,1
5.75,0.291,326,1
7.571,0.089,91,1
2,0.309,146,1
27.917,0.4,2722,1
5.143,0.302,220,1
31.385,0.281,3591,1
0.125,1,8,1
3,0.297,187,1
1.333,0.417,48,1
27.667,0.402,2626,1
2.8,0.386,60,1
23.75,0.326,957,1
5.125,0.293,286,1
12.6,0.456,1113,1
11.091,0.256,881,1
4.429,0.3,191,1
8.625,0.261,485,1
7.8,0.492,170,1
27.1,0.168,1659,1
19.111,0.353,1237,1
31.667,0.338,1961,1
11.333,0.193,705,1
5.778,0.203,293,1
54.444,0.067,1425,1
2,0.605,145,1
1.667,0.267,33,1
2,0.337,97,1
16.125,0.232,849,1
13.071,0.39,1745,1
0.8,0.4,8,1
1.833,0.333,53,1
2,0.29,159,1
3,0.5,107,1
2,0.603,196,1
8.111,0.298,412,1
8.429,0.462,413,1
4.111,0.538,300,1
4.375,0.443,279,1
2.375,0.368,107,1
12.813,0.401,2622,1
2.667,0.354,96,1
1.625,0.365,84,1
25.429,0.242,990,1
2.714,0.662,123,1
33.6,0.163,2094,1
0.455,0.655,40,1
1.333,0.389,92,1
8.556,0.486,672,1
15.5,0.332,1065,1
1.833,0.621,208,1
7.4,0.303,524,1
1.4,0.429,30,1
1.5,0.296,43,1
6.833,0.232,228,1
10.727,0.348,1035,1
2.3,0.27,149,1
2.444,0.389,167,1
3.2,0.338,261,1
59.444,0.192,3167,1
2,0.255,72,1
0.818,0.485,72,1
2.75,0.391,314,1
3.875,0.298,216,1
3.1,0.645,240,1
1,0.44,25,1
11.875,0.466,687,1
5,0.245,197,1
1,0.36,14,1
21.2,0.24,1293,1
2.1,0.329,177,1
16.818,0.356,1572,1
14.5,0.278,1050,1
53.5,0.113,2448,1
19.25,0.424,1072,1
0.667,0.615,93,1
6.167,0.392,168,1
2.5,0.328,207,1
6.714,0.38,249,1
5.444,0.265,288,1
1.923,0.234,93,1
0.857,0.661,143,1
2.167,0.295,54,1
11.313,0.4,2198,1
1,0.203,22,1
3.667,0.34,201,1
2.333,0.529,181,1
1.167,0.452,42,1
1.5,0.438,89,1
2.222,0.361,126,1
10.615,0.232,1251,1
13.143,0.309,577,1
10.111,0.321,744,1
10.1,0.442,864,1
4.333,0.293,329,1
27.1,0.197,2027,1
13,0.575,724,1
5.625,0.367,282,1
1.333,0.917,11,1
2,0.485,136,1
2,0.375,69,1
3.667,0.326,132,1
50.778,0.173,2590,1
4.75,0.461,244,1
0.714,0.257,20,1
30.143,0.18,3426,1
1.6,0.55,38,1
4.5,0.296,263,1
17.667,0.129,531,1
29.714,0.384,3594,1
1,0.306,44,1
9.222,0.289,561,1
5.25,0.39,316,1
2.5,0.467,64,1
1.75,0.411,111,1
2,0.214,77,1
18.5,0.182,740,1
16,0.123,793,1
1.429,0.286,58,1
21.5,0.385,3643,1
4.286,0.295,184,1
1.167,0.357,32,1
3,0.292,48,1
32.3,0.198,2183,1
0.571,0.25,24,1
1.5,0.44,364,1
4.5,0.406,288,1
11.9,0.39,964,1
10.375,0.398,624,1
0.7,0.314,60,1
7.375,0.307,366,1
1,0.296,73,1
19.2,0.404,392,1
23.733,0.406,3342,1
13.444,0.322,845,1
5.429,0.286,199,1
3.625,0.384,205,1
2,0.242,77,1
23.25,0.312,284,1
25.938,0.389,4480,1
2.333,0.519,178,1
4,0.292,110,1
42.5,0.183,2002,1
9.111,0.312,494,1
3.8,0.434,339,1
9.375,0.423,522,1
3.125,0.405,173,1
9.556,0.3,524,1
4.857,0.252,238,1
0.556,0.711,40,1
0.625,0.475,40,1
1.714,0.417,62,1
2,0.395,123,1
1.857,0.374,91,1
2,0.438,114,1
21.75,0.207,1768,1
11.222,0.442,783,1
7.714,0.497,321,1
3.286,0.373,137,1
7.182,0.321,620,1
2.333,0.286,84,1
3.125,0.24,182,1
10,0.436,910,1
11.9,0.392,1060,1
3.333,0.271,352,1
6,0.587,144,1
9.222,0.293,561,1
3.25,0.346,189,1
19.2,0.342,354,1
63.875,0.084,1380,1
1.571,0.299,60,1
0.9,0.644,62,1
10,0.8,10,1
3.1,0.316,233,1
1.778,0.278,132,1
2.556,0.213,105,1
2.333,0.393,76,1
7.714,0.235,302,1
9.455,0.367,854,1
17.625,0.371,1102,1
1.25,0.4,66,1
16,0.351,435,1
4.72,0.268,2198,1
3.5,0.326,204,1
4.75,0.408,293,1
1.778,0.222,69,1
16.167,0.232,496,1
5.286,0.305,259,1
0.444,0.472,31,1
0.9,0.222,90,1
1.8,0.55,118,1
1.571,0.403,74,1
20.091,0.25,1323,1
2.818,0.323,283,1
4.333,0.308,249,1
0.667,0.302,96,1
5.571,0.147,131,1
5.857,0.213,247,1
2,0.328,124,1
2,0.623,140,1
0.692,0.402,80,1
2.2,0.4,51,1
8.875,0.329,441,1
0.818,0.545,81,1
1.857,0.363,85,1
1.818,0.564,202,1
4.9,0.551,462,1
4.875,0.369,309,1
11.64,0.456,6796,1
20.111,0.375,1202,1
42.875,0.129,1661,1
1.857,0.33,84,1
23.733,0.398,3940,1
3,0.327,134,1
24.727,0.281,2036,1
2.143,0.229,93,1
0.778,0.349,38,1
16.5,0.36,973,1
1.857,0.78,90,1
4.4,0.393,375,1
49.429,0.167,1712,1
31.286,0.182,1224,1
3.667,0.354,232,1
1.167,0.405,737,1
15.333,0.155,890,1
7.636,0.291,779,1
1.571,0.312,77,1
2.222,0.322,129,1
3.75,0.467,375,1
5.917,0.628,743,1
27.857,0.358,3224,1
0.667,0.198,96,1
16.167,0.282,462,1
40,0.2,40,1
10.818,0.236,978,1
2.473,0.544,8289,1
30.125,0.119,960,1
34,0.213,2222,1
17.889,0.432,1347,1
5.444,0.58,439,1
2,0.375,68,1
0.75,0.5,31,1
5.5,0.415,334,1
23.286,0.363,2689,1
1.667,0.433,52,1
2.778,0.249,205,1
9.556,0.301,501,1
3.9,0.285,213,1
5.8,0.081,130,1
2.846,0.322,477,1
24.333,0.109,1060,1
4.667,0.312,336,1
1.571,0.351,71,1
6.4,0.295,517,1
14.286,0.283,691,1
6,0.509,214,1
1.5,0.427,69,1
12,0.247,831,1
53.5,0.166,3646,1
12.3,0.362,1092,1
29.778,0.132,1288,1
8.625,0.415,543,1
26.214,0.349,2962,1
5.75,0.356,341,1
2.364,0.262,230,1
1,0.265,39,1
2.222,0.294,104,1
6.091,0.331,622,1
15.375,0.255,814,1
5.1,0.41,340,1
5.857,0.185,183,1
5.5,0.268,168,1
3,0.278,265,1
3.273,0.283,313,1
56.556,0.096,1736,1
1.625,0.365,97,1
34.167,0.333,3254,1
6.235,0.927,1802,1
13.1,0.415,1123,1
2.778,0.329,113,1
7.286,0.322,280,1
16.5,0.301,477,1
0.8,0.4,14,1
9.5,0.237,38,1
5.5,0.678,455,1
7.286,0.207,346,1
2,0.486,68,1
27.933,0.345,3309,1
3.857,0.079,33,1
14,0.255,1449,1
2,0.422,127,1
3.273,0.52,1356,1
29.3,0.207,1746,1
5.714,0.336,219,1
14.444,0.513,1082,1
106,0.434,106,2
15,0.533,15,2
41,0.78,41,2
17,1,17,2
61.5,0.5,124,2
86,0.93,86,2
186,0.828,186,2
268.5,0.52,667,2
181.33,0.326,662,2
70,0.943,70,2
71,0.521,71,2
268,0.532,598,2
8,1,8,2
30,0.4,30,2
13,1,13,2
87,0.92,87,2
162.5,0.485,349,2
14,0.643,14,2
102,0.961,102,2
152,0.822,152,2
268.5,0.621,802,2
413,0.998,413,2
65,0.646,65,2
268,0.505,549,2
16,0.938,16,2
20,0.85,20,2
172,0.465,172,2
15,0.867,15,2
268.5,0.537,654,2
180,0.983,180,2
180.33,0.71,1213,2
24.316,0.523,6035,2
3.5,0.246,32,2
42,0.19,42,2
127,0.646,127,2
277,1,277,2
16,1,16,2
67,0.985,67,2
3,0.667,12,2
32,0.531,75,2
73,0.616,73,2
31,0.452,70,2
23,0.587,70,2
27,0.778,357,2
58,0.616,186,2
28,0.464,28,2
52,0.962,52,2
23.167,0.11,479,2
124,0.444,124,2
52,0.981,52,2
118,0.566,325,2
14,0.857,14,2
11,0.727,11,2
76,0.961,76,2
85,0.882,85,2
28.875,0.872,1630,2
71,0.318,242,2
277,0.993,277,2
17,0.765,17,2
268.5,0.538,596,2
1.167,0.238,29,2
0.143,1,7,2
183.33,0.339,662,2
22,0.818,22,2
20.059,0.935,5784,2
104,0.971,104,2
49.5,0.253,122,2
0.095,0.738,31,2
268,0.568,737,2
19,0.579,19,2
29,0.931,29,2
23,0.826,23,2
19,0.632,19,2
84,0.917,84,2
269,0.519,736,2
45,0.756,45,2
23,0.511,51,2
8,1,8,2
179,0.353,587,2
94,0.564,94,2
38.667,0.356,129,2
39,0.897,39,2
10,0.8,10,2
179.33,0.37,685,2
88,0.528,213,2
57,0.456,57,2
63,1,63,2
17,0.765,17,2
148,0.986,148,2
267.5,0.545,673,2
25,0.46,51,2
47,1,47,2
15,0.733,15,2
10,0.675,27,2
159,0.994,159,2
19,0.737,19,2
29,1,29,2
9,0.778,9,2
46,0.783,46,2
63,0.587,63,2
7,1,7,2
12.5,0.36,50,2
79,0.608,79,2
268.5,0.556,704,2
3.667,0.364,22,2
10,1,10,2
18,0.944,18,2
11,1,11,2
70,1,70,2
22.909,0.092,262,2
33,1,33,2
2.25,0.611,22,2
11.786,0.057,614,2
15,0.867,15,2
257,1,257,2
184,0.967,184,2
54,0.944,54,2
16,1,16,2
1.4,0.2,11,2
114,0.939,114,2
50.5,0.54,150,2
136,0.963,136,2
4.75,0.276,29,2
12,0.354,48,2
267.5,0.564,657,2
268.5,0.523,609,2
159,0.975,159,2
58,0.845,58,2
10,0.775,34,2
50.182,0.816,4955,2
39,0.308,39,2
43,0.305,146,2
13,1,13,2
50,0.46,101,2
11,0.477,44,2
17,0.882,17,2
126,0.992,126,2
48,0.875,48,2
69,0.841,69,2
206,0.99,206,2
55.3,0.797,4890,2
52,0.538,52,2
43,0.907,43,2
10,0.725,35,2
178.67,0.341,567,2
8,0.25,17,2
14,0.5,14,2
27,0.259,27,2
148,0.959,148,2
19,0.684,19,2
45,0.933,45,2
19,0.847,5522,2
115,0.2,115,2
78,0.949,78,2
38.667,0.385,172,2
8.5,0.588,33,2
95.333,0.406,366,2
101.33,0.555,626,2
20,0.55,20,2
193,0.57,193,2
268,0.538,790,2
40,1,40,2
267.5,0.648,984,2
138,1,138,2
7,0.464,15,2
34,0.471,34,2
23,0.348,23,2
1.444,0.103,88,2
6.571,0.177,98,2
12,0.667,12,2
37,0.811,37,2
147,0.864,147,2
268.5,0.594,703,2
7,0.286,23,2
8,1,8,2
36,0.583,36,2
35,0.857,35,2
9,0.806,30,2
11,0.705,38,2
66.6,0.374,688,2
33,0.667,33,2
24.5,0.51,50,2
13,0.692,13,2
56,0.78,1100,2
86.333,0.96,760,2
223,0.439,538,2
75,0.92,75,2
37.667,0.357,128,2
28.75,0.426,224,2
255,0.686,255,2
41,0.927,41,2
161,0.41,161,2
62,0.984,62,2
3,0.667,12,2
29,0.586,29,2
106,0.858,106,2
179,0.345,652,2
7.833,0.202,57,2
78.5,0.506,173,2
279,0.964,279,2
36,0.306,36,2
14,0.643,14,2
268.5,0.51,574,2
268,0.537,667,2
27,0.407,27,2
75,0.813,75,2
32,0.469,32,2
269,0.518,641,2
37.667,0.41,160,2
283,0.993,283,2
36,0.583,36,2
12,0.065,531,2
19,0.789,19,2
268,0.586,735,2
156.67,0.352,545,2
44,0.25,44,2
6.76,0.215,4000,2
10,1,10,2
22,0.955,22,2
11,1,11,2
102,0.412,278,2
23.667,0.115,147,2
16,0.516,34,2
17,0.941,17,2
214,1,214,2
35,0.829,35,2
55,0.564,55,2
35.333,0.258,108,2
7,1,7,2
18,0.364,84,2
379,0.963,379,2
8,1,8,2
26,1,26,2
267.5,0.55,627,2
42,0.31,42,2
17,1,17,2
4.5,0.556,10,2
183.33,0.329,619,2
268.5,0.507,567,2
20,0.75,20,2
22,0.547,306,2
51,0.471,51,2
12,0.75,12,2
22,0.5,22,2
117,0.393,117,2
44,0.909,44,2
288,0.424,288,2
199,0.99,199,2
48.5,0.263,212,2
61,0.488,317,2
145,0.972,145,2
40,0.875,40,2
34,0.353,34,2
9,0.889,9,2
26,0.231,55,2
49,0.48,128,2
17,0.412,17,2
9,0.667,25,2
28,0.536,28,2
46,0.239,46,2
9,0.722,26,2
45,0.244,45,2
86.333,0.411,374,2
10,0.9,10,2
32,0.43,77,2
0.027,1,37,2
268,0.498,571,2
11,0.75,33,2
17,1,17,2
13,0.692,13,2
20.118,0.916,5790,2
63,0.952,63,2
10.5,0.452,42,2
52,0.788,52,2
2,0.102,20,2
36,0.722,36,2
28,0.964,28,2
6.5,0.192,46,2
199,0.945,199,2
95,1,95,2
11,0.909,11,2
14,1,14,2
154.33,0.296,531,2
187,0.963,187,2
17,0.824,17,2
18,0.5,18,2
0.2,0.55,12,2
14,1,14,2
69,0.667,69,2
34.5,0.623,125,2
44,0.505,221,2
8,0.875,8,2
166.67,0.373,632,2
25.6,0.759,489,2
56,0.496,113,2
13,0.846,13,2
269,0.637,756,2
