@relation page-blocks

@attribute Eccen numeric
@attribute Blackand numeric
@attribute Wb_trans numeric
@attribute Class {1,2,3,4,5}

@data
50.8,1742,372,1
2.8,268,49,1
23.4,1437,319,1
7.92,4611,270,1
1.333,9,1,1
7.111,567,110,1
3.125,118,27,1
24.143,929,154,1
7.375,326,31,1
6.5,366,84,1
5.625,203,57,1
2.75,524,111,1
3.714,132,42,1
0.625,40,7,1
8.167,186,50,1
0.571,19,1,1
1.8,159,27,1
2.556,185,33,1
0.8,70,6,1
0.5,32,8,1
3.6,284,58,1
10.25,527,97,1
7.75,470,80,1
1.5,24,8,1
6,99,14,1
0.875,49,11,1
3.857,130,34,1
9.833,312,61,1
56.444,2731,579,1
2.25,144,27,1
10.25,494,109,1
3.286,136,32,1
7.75,117,33,1
1.556,113,17,1
12.875,511,100,1
9.8,818,167,1
20.727,1558,239,1
59.444,3052,534,1
3,71,20,1
21.75,1810,364,1
6.167,168,39,1
1.667,56,14,1
8.875,218,59,1
2.714,89,28,1
4.1,284,70,1
16,793,120,1
1.875,77,23,1
3.25,124,30,1
3.111,194,43,1
22,22,6,1
26.688,4316,492,1
2.286,107,30,1
3,26,5,1
1.5,96,21,1
10,597,127,1
31.556,1165,249,1
0.75,11,3,1
2.333,52,14,1
1.444,103,21,1
7.5,773,103,1
2,68,16,1
51,2741,564,1
16.167,462,89,1
26.3,1550,348,1
6.917,3905,211,1
1.4,30,6,1
91,91,31,1
2,146,19,1
3.286,161,41,1
17.778,1152,196,1
5.222,401,86,1
7.8,170,39,1
3.727,286,52,1
31.556,1537,286,1
1.556,126,17,1
0.75,71,6,1
1.294,286,34,1
1,49,14,1
2.125,136,19,1
14.692,1532,214,1
3.75,215,41,1
23.25,284,70,1
12.875,7295,390,1
3.125,200,40,1
6.5,383,65,1
12.889,919,190,1
2.2,46,10,1
10.714,476,63,1
4.4,274,72,1
9.273,930,173,1
1.125,51,12,1
5.143,220,56,1
30.071,3424,466,1
0.727,88,13,1
12.625,790,137,1
0.571,28,3,1
4.818,428,75,1
3.333,215,52,1
1.778,78,14,1
2.167,66,19,1
18.929,2097,294,1
30,245,59,1
9.25,500,114,1
4.5,160,35,1
7.727,621,135,1
3.5,13,2,1
6.5,592,112,1
9.111,473,108,1
27.545,666,67,1
10,476,81,1
74.143,1431,215,1
3,213,45,1
3.222,195,49,1
9.286,421,89,1
0.5,23,4,1
10.375,492,104,1
4,296,54,1
6.667,149,37,1
1.625,95,18,1
1,71,10,1
0.733,113,8,1
2.286,96,24,1
5.636,481,92,1
17.667,531,72,1
2.714,102,31,1
4.429,200,47,1
13.556,910,144,1
1.222,93,18,1
7.875,425,91,1
4.556,244,68,1
7,7,1,1
4.875,257,58,1
15.571,414,112,1
0.667,96,9,1
2,83,23,1
17.727,1676,256,1
3.556,228,51,1
2.6,212,38,1
17.286,572,144,1
1.286,165,15,1
3.167,109,25,1
8.625,377,84,1
8.182,873,158,1
2.727,244,41,1
8.154,948,178,1
1.571,75,18,1
3.2,255,51,1
0.4,7,1,1
2.75,176,31,1
3.333,118,25,1
1.5,95,20,1
22.5,596,124,1
15.4,984,192,1
45,45,15,1
5.13,2129,385,1
32.3,2183,465,1
2.222,154,14,1
11.556,846,137,1
27.2,1767,319,1
2,77,16,1
6.25,382,70,1
1,49,11,1
7.8,142,32,1
8.545,700,126,1
6.556,440,82,1
25.917,2914,443,1
30.222,1868,353,1
4.6,268,77,1
6.833,209,46,1
2.333,146,27,1
50.4,3352,590,1
1.5,89,23,1
4,110,27,1
2,96,23,1
22.385,2371,403,1
1.6,27,3,1
7.75,312,69,1
20,868,167,1
2.923,448,39,1
6.857,270,64,1
2.429,109,26,1
9.4,678,138,1
14.667,823,149,1
1.5,90,17,1
3.5,290,66,1
19,507,108,1
26.571,3050,395,1
4.6,90,24,1
19.333,1154,163,1
2.111,142,29,1
18.111,978,170,1
2.667,127,34,1
25.556,1800,314,1
9.5,310,75,1
4,251,46,1
59.444,1530,310,1
38.308,4453,799,1
1,64,14,1
2.625,162,29,1
20.429,527,82,1
3.667,251,54,1
95,95,35,1
2.75,137,30,1
1.5,19,2,1
3.5,252,58,1
26.2,1945,421,1
5.125,317,55,1
0.778,38,10,1
1.889,89,21,1
16,371,73,1
13.857,313,79,1
141.33,709,5,1
36,36,5,2
184,184,4,2
0.095,31,1,2
268,598,19,2
27,27,6,2
19.667,84,1,2
181.33,662,33,2
237.5,517,5,2
159,159,1,2
269,756,23,2
267.5,627,5,2
20,20,8,2
23,23,1,2
37.667,160,10,2
131,131,2,2
14,14,1,2
98,98,3,2
23.667,147,15,2
23.167,479,23,2
269,736,16,2
25,51,3,2
3,12,2,2
71,242,17,2
43,43,4,2
45,45,8,2
63,63,16,2
7.833,57,1,2
8,8,1,2
268.5,667,21,2
9,26,1,2
131,1264,28,2
38.818,2676,14,2
10,10,1,2
75,75,11,2
52,52,2,2
283,283,2,2
86.333,374,24,2
10,35,1,2
288,288,120,2
104,104,2,2
86.333,760,11,2
10,27,1,2
0.2,12,1,2
49,128,10,2
31,70,5,2
23,51,1,2
214,214,1,2
25.6,489,3,2
43,146,10,2
17,17,4,2
49.5,122,11,2
26,26,1,2
8,8,1,2
50,101,8,2
88,213,6,2
6.5,46,1,2
48.5,212,6,2
65,65,14,2
51,51,10,2
69,69,11,2
8,8,1,2
8,8,1,2
32,75,4,2
162.5,349,11,2
61,317,9,2
14,14,1,2
12.5,50,4,2
9,9,1,2
84,84,4,2
99.5,202,6,2
10.5,42,3,2
179.33,685,27,2
277,277,2,2
34.5,125,8,2
147,147,11,2
70,70,1,2
20.059,5784,149,2
13,13,3,2
4.5,10,1,2
19,19,3,2
126,126,1,2
12,531,12,2
257,257,1,2
13,13,1,2
38.667,129,2,2
22,22,6,2
55.3,4890,207,2
56,113,2,2
36,36,4,2
10,10,1,2
118,325,26,2
27,27,5,2
180.33,1213,13,2
268,667,24,2
8,8,1,2
85,85,6,2
45,45,2,2
22,22,4,2
10,10,1,2
9,25,1,2
52,52,2,2
199,199,5,2
20,20,2,2
7,7,1,2
34,34,7,2
101.33,626,12,2
13,13,1,2
9,30,1,2
17,17,1,2
1.4,11,1,2
47,47,1,2
7,7,1,2
268.5,654,26,2
37,37,5,2
267.5,984,59,2
207.5,480,25,2
40,40,1,2
78.5,173,6,2
102,102,4,2
76,76,2,2
1.444,88,3,2
17,17,1,2
268.5,703,30,2
79,79,7,2
29,29,8,2
14,14,1,2
268.5,638,18,2
19,19,3,2
3.5,32,1,2
94,94,16,2
66.6,688,17,2
9,9,1,2
183.33,619,20,2
1.167,29,1,2
20,20,5,2
154.33,531,30,2
63,63,1,2
42,42,5,2
95,95,1,2
58,58,5,2
13,13,2,2
14,14,1,2
268.5,596,7,2
57,57,7,2
138,138,1,2
12,12,2,2
18,18,3,2
44,221,10,2
28.75,224,11,2
39,39,7,2
196,196,3,2
268,549,3,2
223,538,22,2
6.571,98,7,2
9,9,1,2
16,16,1,2
17,17,2,2
172,172,77,2
206,206,1,2
10,34,1,2
161,161,65,2
24.5,50,1,2
0.027,37,1,2
37.667,128,4,2
36,36,6,2
179,587,8,2
11,11,2,2
11,33,1,2
107,107,5,2
268.5,609,9,2
47,47,1,2
61,61,1,2
14,14,4,2
159,159,2,2
187,187,7,2
537,537,1,2
106,106,45,2
77,77,6,2
8.5,33,3,2
36,36,3,2
18,84,7,2
124,124,7,2
255,255,36,2
81,81,3,2
71,71,16,2
23,23,5,2
28.875,1630,9,2
17,17,1,2
42,42,5,2
19,19,3,2
183.33,662,37,2
48,48,4,2
166.67,632,29,2
28,28,1,2
31.5,64,4,2
179,652,25,2
11,11,1,2
117,117,8,2
32,32,4,2
15,15,3,2
30,30,5,2
186,186,17,2
413,413,1,2
35,35,3,2
127,127,6,2
32,77,14,2
7,23,1,2
33,33,6,2
52,52,1,2
26,55,16,2
33,33,1,2
268,735,29,2
19,5522,120,2
18,18,1,2
46,46,3,2
279,279,7,2
12,12,1,2
11,44,1,2
2,20,1,2
15,15,1,2
41,41,3,2
27,357,6,2
8,8,1,2
17,17,3,2
267.5,657,15,2
39,39,4,2
62,62,1,2
44,44,6,2
20.118,5790,176,2
14,14,3,2
14,14,1,2
152,152,11,2
11.786,614,17,2
278,278,9,2
2.25,22,1,2
2,89,20,2
14,14,2,2
199,199,1,2
70,70,3,2
21.25,11341,268,2
12,48,5,2
268.5,704,24,2
277,277,1,2
0.143,7,1,2
106,106,6,2
268.5,802,40,2
86,86,2,2
10,10,2,2
24,65,2,2
17,17,1,2
35.333,108,13,2
269,641,19,2
19,19,4,2
180,180,2,2
268.5,567,3,2
50.182,4955,1,2
75,75,6,2
78,78,3,2
6.76,4000,579,2
14,14,1,2
11,11,1,2
117,117,3,2
32,32,8,2
87,87,5,2
148,148,3,2
8,17,3,2
45,45,6,2
16,34,1,2
24.316,6035,272,2
17,17,4,2
16,16,1,2
102,278,16,2
235,235,8,2
148,148,2,2
379,379,6,2
22.909,262,4,2
46,46,8,2
16,16,1,2
28,28,5,2
50.5,150,10,2
58,186,8,2
55,55,3,2
268,790,19,2
19,19,3,2
15,15,2,2
29,29,2,2
54,54,3,2
61.5,124,1,2
11,11,1,2
14,14,3,2
63,63,3,2
40,40,3,2
73,73,12,2
193,193,37,2
28,28,6,2
178.67,567,9,2
1.103,639,64,3
1.254,1718,9,3
0.988,23547,1634,3
1.107,647,57,3
0.769,1582,6,3
1.069,653,60,3
1.333,4025,215,3
0.979,7968,1644,3
1.033,15491,302,3
0.863,23457,1488,3
2.711,25163,1356,3
1.141,2077,26,3
1.143,665,58,3
0.787,16177,664,3
1.795,5838,167,3
2.843,42821,1641,3
0.754,23301,2333,3
0.804,20513,296,3
4.144,34874,1292,3
1.048,2458,46,3
1.143,647,59,3
1.143,666,62,3
2.522,46133,1481,3
0.733,25400,786,3
2.707,35499,1756,3
0.077,13,1,4
0.026,39,1,4
0.013,76,1,4
0.148,72,14,4
0.143,15,1,4
0.056,18,1,4
0.077,13,1,4
0.019,112,1,4
0.4,9,1,4
0.1,10,1,4
0.143,7,1,4
0.091,11,1,4
25,25,1,4
0.031,32,1,4
0.091,11,1,4
0.021,47,1,4
0.014,2058,108,4
0.012,84,1,4
0.5,8,1,4
0.115,701,205,4
0.052,60,1,4
0.043,197,64,4
0.019,53,1,4
0.111,9,1,4
0.222,13,1,4
0.05,20,1,4
0.143,7,1,4
0.021,97,1,4
0.043,210,54,4
0.4,7,1,4
0.111,9,1,4
0.4,8,1,4
0.111,9,1,4
0.045,22,1,4
0.063,16,1,4
0.125,8,1,4
0.111,9,1,4
0.125,8,1,4
0.105,31,1,4
0.143,7,1,4
0.077,13,1,4
0.182,14,1,4
0.019,54,1,4
0.111,9,1,4
0.019,54,1,4
0.167,16,1,4
0.1,10,1,4
0.1,10,1,4
0.043,23,1,4
0.118,24,1,4
0.125,8,1,4
0.029,34,1,4
3.5,56,15,4
0.125,8,1,4
0.068,111,32,4
0.045,180,50,4
0.083,12,1,4
0.286,10,1,4
0.111,9,1,4
0.1,10,1,4
0.125,8,1,4
0.143,7,1,4
0.026,38,1,4
0.5,7,1,4
0.077,13,1,4
0.032,31,1,4
0.031,143,1,4
0.143,7,1,4
0.032,31,1,4
0.007,136,1,4
0.167,127,38,4
0.024,42,1,4
0.059,17,1,4
0.071,14,1,4
0.111,9,1,4
0.037,27,1,4
0.125,8,1,4
0.009,117,1,4
1.842,165,8,5
1.4,21,3,5
0.906,951,98,5
1.25,16,3,5
3.429,50,9,5
1.75,28,4,5
1.2,70,15,5
0.667,28,4,5
1.571,38,5,5
2,37,7,5
2.179,870,149,5
1.52,17452,2925,5
0.933,71,12,5
0.49,1958,259,5
1.612,694,44,5
1.005,12964,227,5
0.529,76,17,5
0.19,54,7,5
0.833,19,4,5
3.337,8387,603,5
1.313,173,20,5
1.8,24,5,5
2.033,884,153,5
1.788,10347,166,5
12.167,225,6,5
0.5,19,2,5
1.333,755,69,5
3.795,15523,839,5
1.25,16,3,5
2.167,35,2,5
3.387,1358,136,5
10.938,4497,401,5
0.7,42,7,5
0.906,685,51,5
1.655,373,32,5
1.946,685,42,5
2.143,31,5,5
6.085,4258,526,5
1.057,7279,511,5
0.5,1215,213,5
2.75,41,4,5
1,76,6,5
0.333,48,7,5
0.36,98,17,5
1.357,134,1,5
1.523,17081,2273,5
0.794,509,65,5
0.8,13,2,5
0.779,5386,399,5
0.89,1296,193,5
8.865,5938,400,5
0.75,163,29,5
3.529,378,20,5
6.611,12422,1003,5
4.364,206,17,5
2,17,2,5
1.442,454,32,5
1.5,16,2,5
3.313,1341,147,5
1.889,70,7,5
2.889,14538,1227,5
3.783,16139,838,5
3.783,17482,888,5
1.875,226,28,5
0.25,34,2,5
2.833,64,5,5
0.385,36,4,5
2.4,16,2,5
1.756,693,64,5
3.238,156,13,5
0.448,924,150,5
2.474,100,18,5
1.125,23,2,5
6.714,95,9,5
6.611,12626,901,5
0.873,960,88,5
2.667,717,43,5
1.795,697,35,5
1.813,230,26,5
0.98,7780,691,5
1,229,29,5
1.214,92,15,5
4.778,2086,164,5
3.928,18149,1025,5
0.125,8,1,5
8.375,1814,256,5
0.615,80,15,5
2.189,6884,428,5
1.194,637,105,5
3.387,1485,161,5
0.605,1580,199,5
0.385,35,1,5
0.833,30,5,5
0.444,27,1,5
2,823,150,5
1,15,2,5
3.132,4287,36,5
1.95,316,34,5
0.735,454,106,5
0.848,250,16,5
1.857,44,7,5
0.625,18,3,5
1.489,23092,3212,5
1.357,144,12,5
