@relation page-blocks

@attribute Height numeric
@attribute Lenght numeric
@attribute Eccen numeric
@attribute Mean_tr numeric
@attribute Class {1,2,3,4,5}

@data
10,45,4.5,2.05,1
9,10,1.111,3.88,1
7,20,2.857,2,1
7,9,1.286,2.2,1
11,275,25,2.83,1
7,17,2.429,1.89,1
10,258,25.8,2.67,1
6,11,1.833,1.47,1
10,31,3.1,3.32,1
14,98,7,2.43,1
10,48,4.8,2.15,1
8,29,3.625,1.93,1
7,30,4.286,1.54,1
7,23,3.286,1.66,1
9,272,30.222,1.93,1
11,13,1.182,2.08,1
9,47,5.222,2.01,1
10,22,2.2,6.5,1
8,12,1.5,2.2,1
10,30,3,2.14,1
5,29,5.8,1.6,1
9,109,12.111,1.69,1
8,7,0.875,1.36,1
28,171,6.107,1.99,1
5,39,7.8,1.35,1
6,25,4.167,1.42,1
7,14,2,1.74,1
7,11,1.571,1.36,1
7,21,3,1.35,1
1,41,41,1.07,1
11,51,4.636,2.06,1
4,10,2.5,4,1
8,24,3,1.75,1
8,42,5.25,1.88,1
13,67,5.154,5.19,1
11,9,0.818,3.4,1
10,13,1.3,2.41,1
9,38,4.222,2.71,1
8,46,5.75,1.79,1
9,76,8.444,1.84,1
12,271,22.583,1.99,1
6,13,2.167,2.63,1
8,7,0.875,2,1
11,34,3.091,2.78,1
6,11,1.833,1.6,1
7,5,0.714,29,1
9,64,7.111,2.32,1
8,129,16.125,1.46,1
7,111,15.857,1.5,1
9,21,2.333,3.62,1
9,53,5.889,1.54,1
6,24,4,1.35,1
7,20,2.857,2.46,1
8,203,25.375,1.27,1
8,7,0.875,3.11,1
9,111,12.333,1.57,1
8,18,2.25,2.5,1
8,40,5,1.68,1
10,40,4,3.05,1
10,121,12.1,2.41,1
9,127,14.111,1.28,1
9,15,1.667,2.43,1
8,8,1,5,1
8,95,11.875,1.34,1
1,123,123,1.05,1
11,5,0.455,12,1
10,35,3.5,1.88,1
12,302,25.167,1.68,1
17,382,22.471,5.46,1
4,18,4.5,2.57,1
9,52,5.778,1.71,1
7,30,4.286,1.55,1
13,267,20.538,4.87,1
12,331,27.583,2.19,1
13,159,12.231,4.81,1
9,24,2.667,2.17,1
8,73,9.125,2.75,1
7,15,2.143,1.5,1
14,201,14.357,4.84,1
7,11,1.571,1.6,1
9,95,10.556,1.91,1
6,49,8.167,1.38,1
17,77,4.529,2.94,1
9,169,18.778,1.82,1
7,48,6.857,1.61,1
9,36,4,3.16,1
7,8,1.143,1.56,1
9,251,27.889,1.33,1
9,73,8.111,2.55,1
8,25,3.125,1.63,1
10,119,11.9,1.84,1
9,44,4.889,2.55,1
11,104,9.455,2.56,1
12,118,9.833,1.95,1
9,148,16.444,1.37,1
6,14,2.333,2.24,1
10,511,51.1,1.43,1
9,64,7.111,2.18,1
9,93,10.333,1.74,1
6,6,1,1.63,1
10,19,1.9,1.59,1
7,13,1.857,2.27,1
9,17,1.889,1.44,1
9,20,2.222,1.86,1
7,8,1.143,1.85,1
8,10,1.25,1.71,1
19,130,6.842,1.93,1
1,95,95,1.03,1
7,136,19.429,1.2,1
10,75,7.5,2.28,1
7,18,2.571,2.17,1
11,221,20.091,1.95,1
9,82,9.111,2.62,1
9,457,50.778,1.28,1
8,15,1.875,1.23,1
8,12,1.5,1.64,1
9,510,56.667,1.28,1
10,271,27.1,1.37,1
9,27,3,1.69,1
9,33,3.667,1.81,1
10,33,3.3,2.07,1
7,38,5.429,1.4,1
7,63,9,1.94,1
11,32,2.909,1.89,1
5,7,1.4,2.5,1
10,33,3.3,2.47,1
8,36,4.5,3.04,1
10,30,3,2.14,1
9,38,4.222,2.25,1
10,12,1.2,2.83,1
9,123,13.667,2.78,1
7,240,34.286,1.64,1
10,11,1.1,4.5,1
22,72,3.273,10.04,1
7,45,6.429,2.22,1
10,41,4.1,1.94,1
9,60,6.667,2.75,1
6,26,4.333,1.29,1
12,73,6.083,2.1,1
7,14,2,1.88,1
10,26,2.6,2.2,1
10,88,8.8,1.82,1
13,104,8,3.44,1
10,176,17.6,1.36,1
11,10,0.909,4.36,1
7,20,2.857,2.24,1
10,20,2,8.13,1
10,131,13.1,2.94,1
6,28,4.667,1.71,1
7,11,1.571,1.77,1
9,107,11.889,2.22,1
6,11,1.833,1.57,1
7,41,5.857,1.48,1
9,81,9,2.22,1
5,94,18.8,1.62,1
10,11,1.1,2.48,1
5,5,1,1.57,1
8,47,5.875,2.18,1
6,27,4.5,2.78,1
9,102,11.333,2.43,1
7,31,4.429,1.25,1
8,16,2,1.88,1
10,37,3.7,3.2,1
8,34,4.25,1.84,1
8,61,7.625,1.94,1
7,18,2.571,2.63,1
7,49,7,1.91,1
9,138,15.333,1.34,1
10,19,1.9,2.46,1
6,68,11.333,1.25,1
23,120,5.217,17.44,1
7,64,9.143,2.93,1
5,7,1.4,3,1
8,16,2,1.91,1
10,23,2.3,1.88,1
10,28,2.8,1.68,1
8,214,26.75,2.9,1
9,45,5,2.17,1
10,67,6.7,2.29,1
10,38,3.8,2.78,1
7,13,1.857,2.6,1
6,11,1.833,1.3,1
10,41,4.1,1.98,1
13,77,5.923,3.04,1
8,20,2.5,1.38,1
7,27,3.857,1.81,1
11,436,39.636,2.86,1
8,40,5,2.61,1
7,7,1,3.5,1
8,57,7.125,1.81,1
10,101,10.1,2.92,1
14,34,2.429,3.09,1
8,22,2.75,2.42,1
9,41,4.556,2.26,1
6,89,14.833,2.03,1
9,68,7.556,2.33,1
7,8,1.143,1.71,1
24,133,5.542,18.67,1
10,259,25.9,2.51,1
7,7,1,1.71,1
11,161,14.636,2.71,1
9,9,1,1.81,1
10,37,3.7,1.39,1
13,38,2.923,3.6,1
8,12,1.5,1.65,1
13,37,2.846,3.59,1
7,11,1.571,1.35,1
9,508,56.444,1.3,1
9,97,10.778,2.42,1
11,198,18,2.9,1
7,11,1.571,1.47,1
10,30,3,1.79,1
10,319,31.9,1.67,1
10,165,16.5,1.65,1
5,29,5.8,1.39,1
7,189,27,1.89,1
16,243,15.188,5.5,1
9,107,11.889,1.42,1
7,35,5,1.93,1
10,27,2.7,2.02,1
14,155,11.071,2.76,1
8,40,5,2.08,1
6,13,2.167,1.87,1
7,18,2.571,1.39,1
9,49,5.444,2.97,1
8,155,19.375,1.64,1
7,141,20.143,1.17,1
7,8,1.143,1.15,1
8,5,0.625,3,1
7,39,5.571,1.33,1
8,46,5.75,2.23,1
8,126,15.75,2.87,1
8,9,1.125,2.3,1
8,26,3.25,2.03,1
6,9,1.5,2,1
7,70,10,1.9,1
7,24,3.429,1.38,1
9,492,54.667,1.22,1
1,35,35,1.17,1
6,89,14.833,1.61,1
9,238,26.444,1.26,1
8,69,8.625,1.54,1
12,271,22.583,1.95,1
6,8,1.333,3.38,1
24,107,4.458,16.91,1
8,12,1.5,2.58,1
9,12,1.333,2.33,1
9,264,29.333,1.99,1
12,252,21,4.75,1
7,38,5.429,2.44,1
10,34,3.4,1.71,1
8,31,3.875,1.84,1
8,84,10.5,1.4,1
8,510,63.75,1.32,1
9,283,31.444,1.22,1
12,102,8.5,1.77,1
23,125,5.435,20.75,1
6,187,31.167,1.26,1
9,59,6.556,2.26,1
7,34,4.857,1.81,1
9,71,7.889,2.44,1
19,201,10.579,2.07,1
13,414,31.846,3.08,1
8,10,1.25,1.75,1
12,414,34.5,2.3,1
14,227,16.214,3.34,1
13,10,0.769,6.5,1
6,29,4.833,1.5,1
8,100,12.5,3.43,1
10,20,2,8.07,1
9,5,0.556,10.67,1
5,14,2.8,1.52,1
8,185,23.125,1.82,1
11,8,0.727,39,1
11,337,30.636,2.2,1
7,45,6.429,1.15,1
10,34,3.4,2.1,1
8,6,0.75,7,1
13,498,38.308,2.28,1
10,53,5.3,1.75,1
8,76,9.5,2.11,1
10,38,3.8,2.49,1
10,4,0.4,1.75,1
9,22,2.444,1.61,1
7,36,5.143,1.27,1
6,7,1.167,1.4,1
6,12,2,2.19,1
8,13,1.625,2.32,1
8,27,3.375,1.45,1
10,35,3.5,2.02,1
9,103,11.444,1.22,1
13,350,26.923,4.49,1
8,8,1,1.83,1
7,14,2,1.61,1
10,19,1.9,9.82,1
8,12,1.5,2.8,1
9,168,18.667,1.89,1
10,32,3.2,1.69,1
11,57,5.182,1.87,1
8,180,22.5,1.39,1
8,163,20.375,2.79,1
13,33,2.538,3.89,1
7,14,2,1.56,1
9,63,7,1.98,1
10,511,51.1,1.36,1
8,83,10.375,2.52,1
7,37,5.286,1.34,1
10,41,4.1,2.15,1
13,104,8,4.05,1
7,13,1.857,1.33,1
8,17,2.125,2.48,1
9,84,9.333,1.83,1
8,36,4.5,1.86,1
8,75,9.375,1.86,1
5,18,3.6,3.44,1
27,106,3.926,5.45,1
8,17,2.125,2.86,1
7,85,12.143,1.3,1
8,25,3.125,1.45,1
9,82,9.111,2.13,1
3,4,1.333,9,1
9,89,9.889,2.18,1
20,19,0.95,12.53,1
9,16,1.778,1.5,1
7,11,1.571,1.5,1
7,15,2.143,1.57,1
8,231,28.875,1.64,1
9,174,19.333,1.71,1
8,82,10.25,1.99,1
7,9,1.286,3.11,1
10,79,7.9,1.79,1
12,71,5.917,6.77,1
12,7,0.583,5.22,1
11,288,26.182,2.04,1
7,43,6.143,2.56,1
11,185,16.818,1.94,1
8,37,4.625,1.93,1
1,25,25,25,1
16,399,24.938,5.34,1
10,186,18.6,2.42,1
6,44,7.333,1.23,1
9,45,5,2.77,1
7,19,2.714,1.5,1
7,27,3.857,1.79,1
10,28,2.8,2.33,1
24,198,8.25,15.8,1
8,32,4,1.4,1
6,7,1.167,30,1
11,367,33.364,1.64,1
9,34,3.778,1.91,1
7,19,2.714,1.5,1
5,203,40.6,1.3,1
7,54,7.714,1.42,1
4,99,24.75,2.4,1
10,79,7.9,2.25,1
10,119,11.9,1.59,1
12,116,9.667,2.62,1
5,82,16.4,2.11,1
11,12,1.091,3,1
8,48,6,1.96,1
10,52,5.2,2.09,1
7,12,1.714,1.75,1
7,13,1.857,1.76,1
5,7,1.4,1.36,1
10,49,4.9,3.07,1
8,33,4.125,2,1
10,20,2,2.52,1
10,184,18.4,2.58,1
10,12,1.2,1.69,1
6,71,11.833,1.57,1
6,96,16,2.43,1
5,6,1.2,1.4,1
8,28,3.5,1.92,1
25,494,19.76,7.35,1
15,31,2.067,3.96,1
7,14,2,1.87,1
8,41,5.125,2.53,1
15,294,19.6,5.28,1
9,259,28.778,1.38,1
8,51,6.375,1.95,1
5,21,4.2,1.48,1
7,38,5.429,1.4,1
9,35,3.889,1.65,1
6,10,1.667,1.5,1
8,53,6.625,1.54,1
5,39,7.8,3.67,1
9,181,20.111,2.9,1
8,14,1.75,3,1
9,54,6,1.98,1
9,13,1.444,4.67,1
16,227,14.188,4.97,1
7,19,2.714,1.77,1
8,272,34,1.35,1
9,8,0.889,1.78,1
7,6,0.857,2.33,1
10,131,13.1,2.74,1
8,83,10.375,2.58,1
28,137,4.893,5.05,1
12,271,22.583,1.93,1
8,26,3.25,1.26,1
6,14,2.333,3.07,1
10,67,6.7,2.17,1
8,3,0.375,3,1
6,81,13.5,1.34,1
8,82,10.25,2.51,1
12,8,0.667,46,1
11,20,1.818,3.36,1
7,91,13,1.46,1
9,166,18.444,2.95,1
7,71,10.143,1.37,1
13,348,26.769,2.57,1
9,258,28.667,1.28,1
11,104,9.455,2.57,1
14,418,29.857,2.16,1
10,54,5.4,3.14,1
8,3,0.375,2.75,1
13,239,18.385,2.16,1
10,309,30.9,1.4,1
9,535,59.444,1.29,1
6,20,3.333,1.29,1
14,265,18.929,4.47,1
9,225,25,1.41,1
10,47,4.7,1.29,1
7,22,3.143,1.6,1
7,31,4.429,2.15,1
8,39,4.875,2.05,1
6,12,2,1.53,1
12,9,0.75,9.17,1
10,261,26.1,1.74,1
18,168,9.333,2.34,1
8,13,1.625,2.68,1
7,86,12.286,1.55,1
8,114,14.25,1.45,1
26,412,15.846,3,1
7,4,0.571,2.4,1
14,27,1.929,7.24,1
10,43,4.3,1.8,1
16,424,26.5,5.34,1
6,30,5,3.12,1
5,14,2.8,3.6,1
8,31,3.875,1.98,1
5,8,1.6,4.67,1
7,7,1,1.38,1
9,102,11.333,2.77,1
7,34,4.857,1.43,1
11,109,9.909,1.92,1
10,13,1.3,1.76,1
17,24,1.412,4.88,1
9,534,59.333,1.32,1
6,95,15.833,1.45,1
7,38,5.429,1.32,1
5,7,1.4,2.33,1
9,122,13.556,2.73,1
10,155,15.5,2.8,1
7,71,10.143,1.87,1
11,84,7.636,1.77,1
8,43,5.375,1.69,1
10,19,1.9,2,1
8,25,3.125,1.36,1
8,119,14.875,1.7,1
11,86,7.818,2.2,1
9,276,30.667,2.58,1
9,349,38.778,1.29,1
5,35,7,4.38,1
25,178,7.12,7.9,1
9,123,13.667,2.62,1
9,46,5.111,1.66,1
9,102,11.333,1.29,1
11,102,9.273,1.87,1
24,186,7.75,7.55,1
10,17,1.7,7.82,1
6,130,21.667,2.05,1
6,14,2.333,2.05,1
1,70,70,1.08,1
8,33,4.125,2,1
5,99,19.8,1.5,1
6,96,16,2.44,1
8,12,1.5,1.91,1
9,20,2.222,1.74,1
7,4,0.571,2.33,1
14,91,6.5,5.05,1
3,3,1,7,1
9,43,4.778,1.68,1
7,6,0.857,1.89,1
8,38,4.75,2.3,1
7,100,14.286,1.83,1
10,11,1.1,1.52,1
9,155,17.222,2.44,1
16,24,1.5,4.72,1
24,84,3.5,8.69,1
9,48,5.333,1.41,1
8,233,29.125,1.36,1
9,464,51.556,1.3,1
9,78,8.667,3.33,1
8,58,7.25,3.15,1
11,29,2.636,2.21,1
6,19,3.167,1.16,1
9,11,1.222,1.29,1
9,535,59.444,1.31,1
7,53,7.571,1.57,1
14,409,29.214,1.79,1
10,61,6.1,2.16,1
8,38,4.75,1.38,1
10,8,0.8,1.56,1
8,9,1.125,1.63,1
10,20,2,3.48,1
5,32,6.4,1.31,1
8,23,2.875,2.14,1
9,16,1.778,6.67,1
9,83,9.222,2.49,1
8,13,1.625,8.25,1
9,41,4.556,1.91,1
9,272,30.222,1.33,1
11,24,2.182,2.08,1
9,102,11.333,1.2,1
7,125,17.857,1.59,1
8,180,22.5,1.31,1
12,13,1.083,2.32,1
9,103,11.444,2.55,1
9,8,0.889,1.27,1
7,11,1.571,1.29,1
10,34,3.4,1.84,1
10,31,3.1,1.3,1
7,35,5,1.55,1
8,12,1.5,1.65,1
11,9,0.818,9,1
16,352,22,5.25,1
10,19,1.9,1.69,1
10,155,15.5,1.85,1
9,43,4.778,2.98,1
11,61,5.545,2.21,1
17,403,23.706,5.43,1
12,129,10.75,2.51,1
8,532,66.5,1.28,1
6,6,1,1.44,1
10,39,3.9,2.79,1
9,184,20.444,1.36,1
7,11,1.571,1.8,1
38,410,10.789,2.4,1
9,64,7.111,1.99,1
10,83,8.3,2.28,1
9,63,7,2.01,1
7,10,1.429,1.28,1
8,9,1.125,2.2,1
10,19,1.9,8.85,1
9,42,4.667,2.85,1
6,189,31.5,1.62,1
11,15,1.364,2.07,1
9,166,18.444,3.08,1
10,155,15.5,2.88,1
9,34,3.778,2.38,1
9,267,29.667,1.35,1
10,54,5.4,1.94,1
11,39,3.545,2.47,1
10,46,4.6,2.01,1
16,356,22.25,5.8,1
9,36,4,2.83,1
8,70,8.75,2.31,1
3,9,3,1.33,1
7,33,4.714,2.23,1
10,125,12.5,1.39,1
12,122,10.167,2.3,1
10,25,2.5,1.91,1
10,80,8,1.92,1
8,22,2.75,2.3,1
8,33,4.125,1.6,1
22,47,2.136,2.13,1
15,356,23.733,5.32,1
7,13,1.857,1.57,1
8,34,4.25,1.84,1
8,14,1.75,3.22,1
7,6,0.857,9,1
7,16,2.286,1.38,1
8,20,2.5,2.76,1
10,8,0.8,6,1
7,227,32.429,1.6,1
8,10,1.25,2.21,1
15,268,17.867,5.1,1
8,25,3.125,1.73,1
13,297,22.846,4.97,1
11,119,10.818,1.75,1
5,13,2.6,2.43,1
7,43,6.143,1.41,1
8,59,7.375,2.77,1
8,44,5.5,2.95,1
6,3,0.5,10,1
7,31,4.429,1.32,1
10,33,3.3,1.82,1
10,52,5.2,2.13,1
9,12,1.333,2,1
13,433,33.308,4.82,1
7,34,4.857,1.4,1
14,125,8.929,2.21,1
8,80,10,1.4,1
8,21,2.625,1.97,1
13,135,10.385,5.5,1
8,12,1.5,2.5,1
6,14,2.333,1.28,1
8,8,1,1.64,1
9,19,2.111,1.52,1
6,17,2.833,1.18,1
23,371,16.13,16.83,1
9,97,10.778,1.77,1
5,93,18.6,1.66,1
9,20,2.222,1.62,1
14,340,24.286,2.45,1
10,151,15.1,1.48,1
9,99,11,1.93,1
1,9,9,9,1
7,46,6.571,1.46,1
8,49,6.125,1.93,1
9,245,27.222,1.39,1
8,31,3.875,2,1
4,16,4,1.67,1
11,8,0.727,10.17,1
10,65,6.5,2.76,1
1,22,22,2.6,1
9,20,2.222,1.91,1
13,228,17.538,3.02,1
4,4,1,4.5,1
10,79,7.9,2.13,1
9,50,5.556,2.69,1
6,13,2.167,1.67,1
10,37,3.7,1.83,1
8,21,2.625,13.5,1
9,21,2.333,2.74,1
77,257,3.338,72.47,1
8,190,23.75,2.22,1
9,92,10.222,2.05,1
9,123,13.667,2.82,1
9,49,5.444,1.6,1
8,9,1.125,1.69,1
8,7,0.875,2.64,1
7,26,3.714,1.36,1
7,4,0.571,2.33,1
7,25,3.571,2.14,1
9,101,11.222,1.37,1
13,226,17.385,3.12,1
7,19,2.714,5.18,1
10,25,2.5,2.51,1
8,98,12.25,1.42,1
8,14,1.75,2.27,1
10,33,3.3,1.9,1
10,27,2.7,2.38,1
8,12,1.5,2.1,1
8,353,44.125,1.19,1
10,76,7.6,1.99,1
8,109,13.625,1.39,1
7,20,2.857,1.87,1
5,4,0.8,2.33,1
8,13,1.625,2.28,1
8,46,5.75,1.78,1
10,98,9.8,1.72,1
8,62,7.75,2.12,1
9,490,54.444,1.4,1
10,77,7.7,2.64,1
5,39,7.8,3.54,1
9,82,9.111,2.39,1
12,84,7,2.35,1
11,43,3.909,2.47,1
9,108,12,1.69,1
6,16,2.667,1.48,1
11,12,1.091,4.38,1
8,75,9.375,1.37,1
13,354,27.231,4.39,1
9,18,2,7.29,1
6,99,16.5,1.46,1
9,25,2.778,2.13,1
8,34,4.25,1.5,1
23,47,2.043,2.2,1
10,53,5.3,2,1
17,24,1.412,4.7,1
5,7,1.4,3.5,1
6,129,21.5,1.35,1
9,66,7.333,1.42,1
9,92,10.222,1.93,1
11,189,17.182,1.41,1
13,277,21.308,2.59,1
8,21,2.625,1.3,1
7,33,4.714,1.68,1
11,118,10.727,2.01,1
3,14,4.667,3.2,1
9,295,32.778,1.5,1
10,271,27.1,1.89,1
7,86,12.286,1.27,1
11,42,3.818,2.25,1
9,172,19.111,1.28,1
11,50,4.545,1.89,1
12,8,0.667,2.9,1
9,186,20.667,3.24,1
12,83,6.917,1.99,1
10,37,3.7,1.85,1
8,17,2.125,2,1
11,81,7.364,2.77,1
6,13,2.167,1.57,1
9,26,2.889,1.67,1
1,18,18,3.5,1
11,185,16.818,2.94,1
7,231,33,1.71,1
9,19,2.111,7.57,1
8,26,3.25,1.85,1
8,23,2.875,2.03,1
8,208,26,1.65,1
8,24,3,1.84,1
7,116,16.571,2.2,1
10,53,5.3,1.84,1
11,11,1,5,1
8,135,16.875,1.22,1
10,143,14.3,2.33,1
9,42,4.667,2.38,1
11,11,1,2.24,1
8,12,1.5,2.14,1
8,199,24.875,1.18,1
13,57,4.385,11.5,1
5,5,1,3,1
8,25,3.125,1.84,1
6,100,16.667,1.72,1
7,33,4.714,1.36,1
9,37,4.111,2.08,1
11,44,4,1.92,1
9,52,5.778,1.66,1
13,218,16.769,1.78,1
7,44,6.286,1.26,1
8,16,2,2.44,1
7,34,4.857,2.34,1
13,441,33.923,4.63,1
9,106,11.778,1.97,1
3,7,2.333,13,1
7,4,0.571,9,1
10,23,2.3,2.4,1
8,29,3.625,1.6,1
7,12,1.714,2.38,1
7,41,5.857,1.58,1
5,7,1.4,1.75,1
7,36,5.143,1.25,1
8,8,1,2.5,1
7,46,6.571,2.63,1
10,179,17.9,1.41,1
7,27,3.857,3.8,1
7,153,21.857,2.75,1
7,8,1.143,2.22,1
9,17,1.889,7.27,1
8,139,17.375,2.17,1
8,69,8.625,1.91,1
8,10,1.25,1.88,1
7,123,17.571,1.66,1
7,34,4.857,1.33,1
8,5,0.625,2.38,1
6,32,5.333,1.41,1
8,26,3.25,2.16,1
8,174,21.75,1.3,1
13,377,29,1.59,1
10,261,26.1,1.49,1
8,13,1.625,1.76,1
6,13,2.167,1.6,1
8,12,1.5,1.8,1
5,39,7.8,2.46,1
7,70,10,1.4,1
6,16,2.667,1.96,1
6,28,4.667,1.84,1
7,37,5.286,1.35,1
8,20,2.5,2.27,1
11,246,22.364,2.85,1
9,213,23.667,1.41,1
9,55,6.111,1.92,1
10,53,5.3,1.82,1
11,11,1,5.5,1
9,311,34.556,1.34,1
9,16,1.778,2.29,1
7,14,2,1.79,1
11,168,15.273,1.55,1
6,8,1.333,3.1,1
8,80,10,1.75,1
8,40,5,2.7,1
6,15,2.5,2.2,1
9,12,1.333,1.59,1
10,76,7.6,3.03,1
11,20,1.818,8.93,1
8,14,1.75,1.71,1
9,98,10.889,2.03,1
15,61,4.067,1.87,1
12,128,10.667,2.91,1
8,48,6,1.68,1
10,51,5.1,2.29,1
10,18,1.8,2.3,1
5,23,4.6,1.32,1
10,11,1.1,1.58,1
7,53,7.571,2.4,1
22,20,0.909,5.35,1
9,508,56.444,1.31,1
5,12,2.4,1.38,1
16,92,5.75,3.61,1
7,346,49.429,1.23,1
11,262,23.818,1.91,1
5,7,1.4,4.33,1
11,7,0.636,3.6,1
10,10,1,1.94,1
8,14,1.75,3.38,1
10,272,27.2,1.4,1
9,82,9.111,2.29,1
7,75,10.714,1.28,1
9,310,34.444,1.27,1
9,80,8.889,2.04,1
9,534,59.333,1.34,1
6,4,0.667,2.2,1
6,4,0.667,8,1
8,1,0.125,8,1
8,2,0.25,9,1
12,216,18,5.3,1
9,22,2.444,1.93,1
22,67,3.045,2.91,1
9,42,4.667,2.34,1
8,62,7.75,1.91,1
5,98,19.6,2.14,1
9,37,4.111,2.22,1
12,23,1.917,7.57,1
5,18,3.6,1.91,1
9,82,9.111,2.63,1
9,82,9.111,2.74,1
17,11,0.647,10.17,1
1,65,65,1.08,1
7,20,2.857,2.71,1
17,350,20.588,5.22,1
8,43,5.375,1.83,1
10,29,2.9,1.83,1
10,7,0.7,2.08,1
7,20,2.857,1.46,1
12,22,1.833,7.5,1
25,84,3.36,8.45,1
7,10,1.429,1.33,1
25,495,19.8,7.33,1
8,19,2.375,1.5,1
8,75,9.375,2.37,1
8,13,1.625,6.9,1
7,11,1.571,1.77,1
8,36,4.5,2.05,1
12,261,21.75,1.81,1
9,20,2.222,8.07,1
9,107,11.889,2.14,1
9,109,12.111,1.67,1
11,262,23.818,1.84,1
10,46,4.6,2.09,1
25,153,6.12,2.08,1
11,63,5.727,3.08,1
10,285,28.5,1.58,1
10,19,1.9,6.94,1
14,57,4.071,11.84,1
8,33,4.125,1.88,1
9,19,2.111,1.31,1
10,21,2.1,2.56,1
13,83,6.385,3.5,1
7,100,14.286,1.67,1
9,45,5,3.31,1
12,272,22.667,2.74,1
8,27,3.375,1.76,1
7,23,3.286,1.71,1
5,31,6.2,1.91,1
10,85,8.5,2.28,1
19,455,23.947,33.48,1
25,291,11.64,7.34,1
9,124,13.778,2.57,1
11,25,2.273,2.56,1
6,94,15.667,2.45,1
8,50,6.25,3.01,1
8,117,14.625,1.45,1
5,4,0.8,2.25,1
9,26,2.889,1.88,1
9,42,4.667,1.71,1
7,14,2,1.94,1
11,433,39.364,4.65,1
11,147,13.364,1.58,1
10,45,4.5,1.84,1
7,75,10.714,5.51,1
11,22,2,8.59,1
4,69,17.25,1.82,1
8,25,3.125,2.22,1
9,29,3.222,1.48,1
8,32,4,1.81,1
20,18,0.9,19.56,1
8,22,2.75,1.78,1
10,157,15.7,1.65,1
5,96,19.2,1.78,1
8,9,1.125,2.07,1
10,118,11.8,2.02,1
10,228,22.8,1.87,1
7,27,3.857,2.81,1
11,97,8.818,2.4,1
7,7,1,2.29,1
7,32,4.571,1.53,1
8,35,4.375,2.39,1
9,20,2.222,1.74,1
8,22,2.75,2.27,1
11,9,0.818,3.83,1
10,293,29.3,1.53,1
11,8,0.727,8.86,1
11,167,15.182,2.86,1
7,11,1.571,1.47,1
10,108,10.8,2.14,1
9,220,24.444,1.44,1
6,31,5.167,1.65,1
5,9,1.8,1.88,1
7,140,20,1.49,1
8,53,6.625,1.87,1
8,25,3.125,1.6,1
8,4,0.5,5,1
9,13,1.444,2.69,1
7,14,2,1.94,1
2,104,52,1.08,1
10,39,3.9,1.95,1
9,64,7.111,2.58,1
9,14,1.556,2.47,1
6,44,7.333,1.68,1
9,76,8.444,2.18,1
7,8,1.143,1.42,1
8,84,10.5,1.94,1
9,20,2.222,2.15,1
9,132,14.667,1.34,1
8,141,17.625,2.45,1
6,54,9,3.36,1
6,10,1.667,2.07,1
8,33,4.125,2.24,1
1,89,89,1.07,1
8,27,3.375,2.14,1
9,36,4,2,1
8,17,2.125,2.11,1
12,105,8.75,2.91,1
8,22,2.75,2.06,1
14,58,4.143,12.07,1
10,26,2.6,2.03,1
7,389,55.571,1.19,1
9,82,9.111,2.38,1
8,12,1.5,2.1,1
8,196,24.5,1.4,1
11,30,2.727,2.39,1
8,10,1.25,2.13,1
10,98,9.8,2.74,1
10,30,3,2.78,1
9,7,0.778,2,1
10,12,1.2,2.2,1
8,30,3.75,2,1
9,102,11.333,1.58,1
6,29,4.833,1.88,1
9,36,4,3.3,1
9,44,4.889,1.42,1
10,504,50.4,1.19,1
10,48,4.8,6.04,1
16,24,1.5,4.51,1
12,8,0.667,15.2,1
10,82,8.2,2.05,1
8,26,3.25,1.79,1
4,4,1,7,1
7,38,5.429,1.45,1
8,23,2.875,1.51,1
12,410,34.167,2.69,1
22,69,3.136,10.59,1
9,169,18.778,2.61,1
12,42,3.5,2.71,1
9,304,33.778,1.32,1
9,21,2.333,2.61,1
8,84,10.5,1.79,1
5,29,5.8,1.61,1
22,71,3.227,10.99,1
10,62,6.2,2.19,1
13,106,8.154,2.37,1
9,184,20.444,1.46,1
8,9,1.125,2.31,1
5,10,2,2.08,1
6,11,1.833,1.67,1
16,410,25.625,5.55,1
9,9,1,1.38,1
7,20,2.857,1.61,1
7,38,5.429,1.69,1
6,19,3.167,1.58,1
11,23,2.091,2.09,1
6,184,30.667,1.99,1
10,79,7.9,1.25,1
13,116,8.923,2.3,1
2,7,3.5,3.5,1
10,251,25.1,1.37,1
9,160,17.778,2.63,1
11,8,0.727,7.75,1
9,151,16.778,1.39,1
10,51,5.1,2.12,1
8,7,0.875,2.1,1
7,31,4.429,2.31,1
7,72,10.286,1.85,1
9,12,1.333,1.57,1
16,309,19.313,5.38,1
6,96,16,3,1
7,256,36.571,1.36,1
11,25,2.273,1.96,1
14,372,26.571,4.99,1
9,306,34,1.4,1
16,337,21.063,5.15,1
6,12,2,1.62,1
9,122,13.556,2.57,1
2,52,26,2.5,1
7,14,2,1.11,1
4,96,24,2.19,1
7,38,5.429,1.55,1
8,5,0.625,3.5,1
10,9,0.9,1.72,1
3,3,1,8,1
11,26,2.364,1.79,1
8,13,1.625,1.9,1
7,95,13.571,1.56,1
9,510,56.667,1.22,1
8,132,16.5,2.01,1
8,30,3.75,2.09,1
12,274,22.833,1.65,1
9,284,31.556,1.41,1
7,144,20.571,1.24,1
8,145,18.125,1.24,1
9,37,4.111,1.27,1
14,367,26.214,4.5,1
10,272,27.2,1.49,1
9,71,7.889,2.16,1
9,51,5.667,2.34,1
4,20,5,1.41,1
