@relation phoneme

@attribute Aa numeric
@attribute Iy numeric
@attribute Sh numeric
@attribute Class {0,1}

@data
0.62,-0.232,-0.163,0
0.195,-0.432,0,0
0.305,-0.432,1.228,0
1.392,-0.102,0.09,0
0.637,-0.27,-0.21,0
0.308,-0.593,0,0
3.287,0.871,-0.201,0
0.25,0.831,0.616,0
0.726,0.416,-0.184,0
3.154,-0.08,-0.049,0
1.129,-0.089,-0.056,0
0.159,-0.991,-0.428,0
0.657,2.008,-0.561,0
0.53,-0.474,-0.298,0
0.383,0.306,0,0
1.191,0.237,0.216,0
1.065,0.217,0.126,0
2.44,-0.074,0,0
2.255,0.111,-0.049,0
2.08,-0.067,0.063,0
0.404,-0.176,-0.096,0
0.377,0.328,0,0
0.235,-0.725,1.184,0
0.185,1.838,0,0
0.349,-0.7,0.49,0
0.363,-0.185,0.169,0
0.092,0.505,0.998,0
0.229,-0.555,0,0
0.489,0.255,-0.161,0
0.942,0.719,0.725,0
1.254,0.227,0.165,0
0.148,-0.672,0,0
-0.125,0.575,0,0
0.5,1.989,-0.724,0
0.209,-0.636,-0.238,0
2.51,0.159,-0.092,0
0.915,0.635,0.386,0
1.322,0.371,-0.395,0
2.397,-0.078,0.075,0
1.418,-0.132,0,0
0.193,-0.594,0,0
0.22,-0.639,-0.415,0
0.762,-0.194,0.187,0
0.775,0.452,0.246,0
0.11,-0.741,0.434,0
0.111,-0.514,-0.893,0
0.079,1.157,1.638,0
0.763,-0.14,0.106,0
0.437,0.303,0,0
1.515,0.396,0.374,0
0.094,2.071,-0.789,0
2.617,-0.087,-0.056,0
1.499,0.323,0.803,0
0.288,0.25,0.164,0
0.221,-0.503,-0.229,0
2.245,0.11,-0.058,0
1.6,0.129,-0.2,0
0.785,0.538,0.59,0
1.572,0.265,0.271,0
-0.158,-0.51,0,0
0.333,0.455,-0.199,0
0.982,0.265,0.168,0
0.764,-0.219,-0.132,0
1.677,-0.269,0.929,0
0.561,0.303,0.445,0
1.903,0.146,-0.076,0
0.433,2.318,-0.762,0
2.428,0.24,0.441,0
0.29,0.772,0,0
0.274,0.558,-0.384,0
2.115,0.121,-0.149,0
1.977,0.236,-0.094,0
0.175,-0.757,1.83,0
3.467,0.405,-0.111,0
0.455,-0.353,-0.15,0
0.74,-0.276,0.284,0
1.939,0.139,-0.077,0
0.929,-0.369,0.716,0
0.12,2.155,-0.634,0
2.01,0.45,0.285,0
0.336,1.339,-0.557,0
0.546,-0.597,-0.295,0
3.451,0.204,-0.071,0
0.253,0.274,0.166,0
0.839,0.244,0.172,0
0.137,2.234,0,0
0.624,-0.237,-0.133,0
1.214,0.318,-0.138,0
1.029,-0.432,1.155,0
1.302,-0.388,1.409,0
3.466,0.109,0.077,0
0.635,0.204,-0.116,0
1.338,0.516,1.038,0
0.115,2.178,0,0
-0.15,-0.653,0,0
1.292,0.134,0,0
2.217,0.103,0.09,0
2.935,-0.147,-0.075,0
0.183,-0.728,0,0
0.999,1.402,-0.391,0
0.466,0.778,-0.253,0
0.328,0.818,-0.35,0
0.204,0.62,0,0
0.09,0.468,-0.391,0
3.015,-0.078,-0.052,0
0.274,0.411,0.834,0
3.348,-0.07,-0.053,0
0.135,2.007,0,0
3.665,-0.087,-0.055,0
0.056,-0.428,0,0
0.755,0.254,-0.152,0
0.291,0.877,-0.369,0
2.116,0.57,0.265,0
0.259,2.362,-0.833,0
0.151,1.116,0,0
0.245,-0.528,0,0
0.171,-0.47,-0.204,0
1.936,0.154,0.112,0
0.729,-0.192,0.185,0
0.331,0.3,-0.119,0
0.865,-0.395,-0.22,0
0.438,-0.186,-0.166,0
3.381,0.202,0.565,0
0.832,0.381,0,0
0.593,-0.351,-0.151,0
3.496,0.11,-0.06,0
0.386,-0.665,-0.302,0
0.353,0.309,-0.279,0
2.035,0.373,-0.135,0
0.102,-0.624,2.719,0
0.184,-0.499,-0.21,0
2.954,0.326,-0.126,0
1.923,0.301,1.151,0
3.052,-0.222,-0.102,0
0.171,-0.762,-0.596,0
0.735,-0.412,-0.208,0
1.945,1.071,-0.285,0
0.146,-0.677,1.775,0
0.992,-0.152,-0.11,0
1.454,0.1,-0.054,0
0.19,-0.476,0,0
0.452,0.717,-0.245,0
0.335,0.866,-0.264,0
2.815,0.22,-0.088,0
0.401,-1.208,-0.434,0
1.508,0.801,0.942,0
3.542,-0.096,-0.055,0
2.299,-0.217,0.221,0
2.866,0.959,-0.256,0
0.556,-0.245,-0.153,0
1.21,0.288,-0.15,0
2.146,0.129,-0.139,0
1.209,0.176,-0.094,0
0.511,0.271,-0.132,0
0.462,0.481,0.242,0
1.371,0.167,-0.171,0
0.127,2.19,0,0
1.567,1.041,0.559,0
0.411,0.349,-0.162,0
0.229,1.469,1.046,0
2.406,0.813,-0.241,0
0.139,1.56,1.075,0
1.305,-0.203,0.18,0
2.92,0.08,-0.049,0
0.442,0.469,-0.275,0
1.586,0.196,-0.224,0
0.668,-0.128,-0.07,0
3.553,-0.076,0.062,0
0.126,0.872,-0.346,0
2.321,1.212,-0.375,0
0.198,0.333,0.179,0
2.663,0.111,0.063,0
0.301,-0.138,-0.095,0
0.539,0.524,-0.193,0
0.329,0.322,-0.117,0
0.326,-0.567,0,0
1.487,-0.261,-0.131,0
0.624,-0.386,-0.138,0
0.181,0.676,0,0
0.252,-0.726,-0.404,0
2.469,0.082,0.063,0
1.29,0.27,-0.174,0
0.134,1.189,0,0
2.064,-0.229,0.164,0
1.766,0.27,0.797,0
1.013,0.206,0.137,0
1.312,-0.154,-0.075,0
0.494,0.454,-0.188,0
0.086,0.451,-0.367,0
1.542,-0.051,0.052,0
3.266,0.113,-0.117,0
1.089,-0.123,0.09,0
0.528,-0.29,-0.186,0
1.719,0.089,0.068,0
0.293,0.22,-0.097,0
0.319,0.508,-0.266,0
0.493,-0.443,-0.263,0
0.072,1.007,0,0
0.233,1.012,1.114,0
2.007,0.116,0.062,0
1.132,-0.1,0.087,0
0.128,1.049,0,0
0.313,0.734,0.318,0
3.436,-0.065,0.069,0
0.969,-0.178,-0.124,0
3.269,-0.201,-0.091,0
1.122,-0.158,0.272,0
0.163,0.721,0.982,0
3.287,0.7,-0.245,0
1.12,0.569,0.385,0
0.515,0.352,-0.202,0
0.628,0.493,0.981,0
1.59,-0.188,0.197,0
0.706,-0.378,-0.173,0
0.552,0.285,-0.144,0
0.132,0.514,0,0
0.325,0.769,-0.206,0
0.413,-0.55,-0.304,0
0.236,1.402,2.043,0
2.607,0.093,0.087,0
0.203,-0.578,-0.233,0
0.368,0.476,0.682,0
3.607,0.327,-0.114,0
0.331,0.302,-0.117,0
0.638,0.243,-0.301,0
0.727,0.236,0.214,0
2.696,0.09,0.078,0
-0.188,0.716,-0.332,0
2.925,0.137,-0.057,0
0.098,-0.469,0,0
0.226,-0.461,0,0
0.355,0.477,-0.231,0
0.463,-0.187,-0.098,0
0.166,2.079,-0.769,0
0.605,0.304,0,0
0.34,0.45,-0.544,0
0.798,0.333,-0.376,0
3.059,0.078,-0.051,0
2.648,0.08,-0.035,0
1.944,-0.079,-0.056,0
1.369,0.252,0.183,0
0.136,-0.738,-0.322,0
0.289,-0.661,-0.358,0
0.091,0.456,0,0
0.132,0.961,0.881,0
2.406,0.198,-0.067,0
0.223,0.902,0,0
0.736,0.179,0.123,0
2.713,-0.273,-0.106,0
0.281,-0.346,0.99,0
0.521,0.445,0,0
0.104,-0.401,-0.371,0
1.58,0.11,0.066,0
2.726,0.455,0.228,0
0.345,-0.497,1.361,0
0.403,0.516,-0.229,0
0.228,0.535,-0.219,0
1.158,-0.159,0.23,0
2.177,-0.083,0.087,0
0.177,-0.472,-0.209,0
0.158,0.778,0,0
0.629,-0.245,-0.158,0
1.423,0.553,-0.157,0
0.319,0.295,0.19,0
0.38,0.285,-0.111,0
0.127,-0.854,0,0
0.41,0.426,-0.289,0
0.167,0.984,0,0
0.334,-0.654,0.593,0
0.607,-0.168,0.145,0
2.237,0.442,-0.23,0
0.515,-0.176,-0.094,0
0.165,-0.544,-0.228,0
0.323,-0.834,-0.44,0
3.052,-0.078,-0.071,0
0.413,-1.254,-0.473,0
0.113,0.994,1.09,0
1.802,0.851,0.525,0
0.587,-0.49,-0.215,0
0.466,-0.676,-0.242,0
0.666,-0.432,-0.502,0
0.87,-0.251,-0.156,0
1.534,1.677,-0.396,0
0.139,1.827,0,0
1.515,-0.072,0.068,0
0.235,-0.638,-0.266,0
1.52,0.133,-0.081,0
-0.102,-1.359,-0.633,0
1.21,-0.155,0.235,0
0.714,0.194,-0.219,0
0.229,-0.581,0,0
0.89,0.417,0.337,0
1.304,0.12,0.094,0
1.786,0.182,-0.125,0
1.869,0.153,0.105,0
0.497,0.292,-0.18,0
1.262,0.213,0.166,0
2.686,-0.081,0.082,0
0.371,0.357,0.204,0
0.62,-0.212,-0.111,0
0.479,0.22,-0.1,0
0.259,-0.523,0,0
0.448,0.33,0,0
1.314,0.434,1.019,0
0.69,-0.222,-0.139,0
0.152,-0.608,1.78,0
0.229,0.525,0,0
0.234,1.023,-0.353,0
-0.148,-0.757,0,0
2.744,-0.331,-0.129,0
0.935,-0.191,0.793,0
0.138,1.308,0,0
0.211,0.714,0,0
2.511,-0.087,0,0
1.101,0.32,0.365,0
1.239,0.715,0.741,0
0.377,0.345,0.189,0
3.056,-0.279,-0.105,0
0.515,-0.345,-0.175,0
0.258,0.809,-0.344,0
1.796,0.189,-0.131,0
0.548,0.479,-0.201,0
0.128,2.052,0,0
1.061,0.286,0.73,0
2.475,0.697,-0.201,0
0.184,-0.691,-0.384,0
0.166,-0.32,0,0
1.642,-0.148,-0.416,0
3.172,-0.092,-0.056,0
0.711,-0.44,-0.2,0
2.827,0.257,0.653,0
0.337,-0.41,-0.259,0
-0.24,0.939,1.058,0
0.757,0.236,-0.099,0
2.859,0.081,0.068,0
3.01,0.122,0.067,0
0.252,-0.832,0,0
0.169,1.001,-1.017,0
3.47,-0.117,-0.062,0
0.74,0.208,0.15,0
0.563,-0.485,0,0
0.105,2.081,-0.709,0
2.996,-0.067,-0.032,0
0.178,-0.477,-0.201,0
0.121,1.978,-0.652,0
2.057,0.071,-0.098,0
1.527,-0.137,-0.092,0
2.473,0.208,-0.063,0
2.819,0.085,0.108,0
0.049,-0.447,-0.559,0
0.65,-0.256,-0.206,0
0.351,-0.617,1.332,0
1.494,0.151,0.112,0
0.459,-0.157,-0.102,0
2.141,-0.292,-0.134,0
0.438,-0.202,-0.194,0
0.369,0.7,0,0
3.386,-0.078,-0.055,0
0.131,-0.883,0,0
0.323,-0.702,-0.433,0
0.859,0.827,-0.234,0
1.163,-0.211,-0.202,0
0.309,-0.551,0,0
0.228,-0.39,0.246,0
1.118,-0.151,0.189,0
0.533,-0.227,-0.123,0
0.111,2.544,0,0
0.181,1.305,-0.543,0
0.273,0.697,0,0
1.715,1.275,-0.375,0
0.274,0.406,0,0
0.092,0.845,0,0
1.568,0.156,0,0
0.301,-0.685,0,0
0.847,0.312,-0.322,0
2.62,-0.239,-0.107,0
0.421,0.546,-0.252,0
-0.053,1.72,-0.594,0
0.15,-0.742,-0.617,0
1.782,0.115,0.081,0
0.644,0.213,-0.115,0
3.273,-0.223,-0.084,0
1.512,0.668,0.487,0
2.911,0.264,-0.093,0
1.246,-0.18,0,0
0.677,0.194,-0.141,0
3.396,-0.065,-0.048,0
0.43,2.424,-0.746,0
1.051,0.301,0.619,0
2.185,0.104,0.063,0
1.453,0.148,-0.072,0
0.193,-0.964,1.578,0
0.446,0.914,-0.38,0
0.363,1.914,-0.623,0
0.8,-0.491,0.318,0
0.155,0.626,1.369,0
2.385,0.102,-0.053,0
0.301,-0.245,0.238,0
1.341,-0.098,0.077,0
0.296,1.119,0.677,0
0.261,1.203,0,0
0.401,0.458,-0.284,0
2.342,0.1,0.076,0
0.484,-0.305,0.163,0
0.221,-0.742,-0.419,0
-0.082,1.848,-0.912,0
2.302,0.086,0.052,0
2.832,0.118,-0.058,0
0.231,1.775,-0.545,0
0.492,0.448,-0.192,0
2.307,-0.144,-0.087,0
0.257,-0.751,-0.301,0
0.577,-0.189,-0.148,0
1.458,0.131,0.118,0
0.109,-0.263,-0.478,0
1.185,-0.171,0,0
0.326,0.353,0,0
0.187,1.26,-0.578,0
0.279,-0.597,0,0
-0.668,-0.143,-0.089,0
0.648,-0.24,-0.14,0
1.19,-0.121,-0.06,0
0.597,0.302,0.937,0
0.594,1.778,-0.508,0
0.832,0.593,0.305,0
2.239,0.245,0.556,0
2.631,0.098,-0.061,0
3.397,0.114,-0.059,0
1.425,-0.135,0.125,0
0.71,0.272,-0.117,0
1.335,0.139,-0.214,0
2.918,-0.148,-0.079,0
1.032,0.28,0.607,0
2.055,0.234,-0.066,0
0.45,0.424,0,0
0.081,0.93,0,0
1.555,0.286,0.848,0
0.22,1.102,-0.359,0
0.288,0.413,-0.174,0
0.34,-0.652,-0.289,0
0.279,1.477,-0.447,0
0.326,-0.578,-0.284,0
0.328,1.194,-0.555,0
0.366,1.934,-0.584,0
0.901,-0.272,-0.148,0
0.434,1.02,0.347,0
1.29,-0.266,-0.17,0
2.942,0.089,0.06,0
2.912,0.149,-0.081,0
1.282,0.117,0.115,0
0.874,0.243,0.48,0
2.309,0.917,-0.26,0
0.902,-0.194,-0.118,0
0.118,2.143,-0.666,0
0.584,0.521,-0.205,0
1.854,0.2,-0.32,0
2.063,0.09,-0.052,0
1.204,0.641,0.666,0
0.597,-0.473,-0.197,0
0.864,-0.284,-0.152,0
1.773,-0.121,0.105,0
0.744,0.437,0.231,0
0.231,0.437,0,0
0.409,0.873,-0.322,0
3.26,0.124,0.394,0
2.474,0.208,-0.063,0
0.378,-0.445,0,0
0.159,-0.459,-0.178,0
2.916,0.125,-0.06,0
1.677,0.394,-0.206,0
3.461,-0.068,-0.042,0
0.334,0.464,-0.201,0
2.242,0.11,-0.056,0
2.558,0.475,0.341,0
0.21,-0.94,-0.732,0
0.169,1.654,-0.651,0
0.58,0.386,-0.173,0
1.125,-0.138,0,0
0.238,-0.487,0,0
0.279,-0.858,-0.372,0
1.022,0.803,-0.227,0
0.291,2.1,-0.546,0
0.257,2.224,-0.794,0
0.288,1.642,1.58,0
0.274,1.361,-0.453,0
1.097,0.2,0.245,0
2.692,0.118,-0.056,0
2.906,0.176,0.25,0
0.639,-0.682,-0.242,0
3.43,0.161,0.286,0
3.802,-0.082,-0.055,0
1.235,0.21,0.141,0
0.371,-0.168,-0.083,0
2.521,0.1,-0.068,0
1.557,-0.116,0.096,0
0.39,0.456,0.664,0
0.278,-0.656,-0.315,0
0.228,-0.663,0,0
1.654,0.716,0.826,0
1.677,2.004,-0.434,0
0.386,-0.535,-0.264,0
0.399,-0.686,0.621,0
0.25,2.158,0,0
0.79,0.24,0.164,0
0.125,-0.737,0,0
1.657,0.226,0.161,0
0.206,-0.406,0,0
0.343,0.25,0.138,0
0.044,0.459,-0.43,0
0.67,-0.135,-0.075,0
0.12,0.997,0,0
0.769,0.27,-0.232,0
0.263,-0.687,-0.337,0
0.308,0.569,-0.32,0
0.529,-0.484,1.482,0
0.175,0.482,-0.184,0
1.055,0.182,-0.141,0
3.568,-0.071,-0.044,0
0.228,1.184,0.705,0
0.155,2.089,-0.71,0
2.87,-0.066,-0.047,0
3.161,-0.086,0.085,0
3.597,0.407,-0.137,0
0.426,1.07,1.176,0
0.83,-0.185,0,0
1.821,0.343,0.651,0
3.58,0.344,-0.119,0
2.287,0.176,-0.085,0
2.393,-0.053,0.043,0
0.118,1.373,1.235,0
0.215,1.732,0,0
0.73,0.426,-0.481,0
1.724,-0.127,-0.075,0
0.228,0.479,0.546,0
1.198,-0.17,-0.106,0
3.393,-0.077,-0.055,0
0.327,0.541,-0.517,0
0.132,0.915,0,0
0.076,0.389,-0.342,0
0.565,0.751,-0.27,0
3.129,-0.347,-0.13,0
0.227,-0.842,0.616,0
0.48,0.517,-0.112,0
1.462,-0.099,0.112,0
0.165,-0.82,-0.35,0
0.619,-0.233,-0.163,0
1.752,0.22,-0.124,0
0.384,-0.641,0,0
1.892,0.186,-0.126,0
2.915,-0.075,0.066,0
0.379,-0.584,0.518,0
2.509,-0.387,-0.146,0
0.301,-0.696,0.379,0
0.981,1.5,-0.439,0
2.952,0.466,-0.161,0
1.547,0.128,0.071,0
0.577,0.333,-0.164,0
1.404,1.601,-0.424,0
0.128,1.026,1.031,0
0.31,1.139,-0.467,0
0.311,0.34,0,0
0.216,0.486,-0.201,0
0.563,-0.589,-0.3,0
0.985,0.679,-0.277,0
0.211,1.488,0,0
2.075,0.457,0.301,0
2.331,0.128,-0.051,0
0.259,-1.048,0,0
0.648,0.344,0.273,0
2.986,0.094,0.065,0
0.206,0.693,0,0
0.792,1.552,-0.427,0
0.487,0.688,-0.41,0
1.441,0.265,-0.164,0
2.065,0.14,-0.076,0
0.563,0.456,0.484,0
0.412,0.226,0.134,0
0.227,1.873,-0.671,0
0.354,-0.609,1.314,0
0.147,1.705,0,0
0.829,0.24,-0.269,0
0.358,0.441,-0.189,0
1.814,0.129,0.093,0
0.44,0.244,0.124,0
2.389,0.13,-0.053,0
0.315,0.343,-0.136,0
0.526,0.348,0,0
1.04,0.913,-0.246,0
0.516,-0.345,-0.176,0
0.176,-0.7,0,0
-0.316,-0.596,0.561,0
1.342,-0.098,0.086,0
0.31,2.254,-0.569,1
0.328,1.131,1.141,1
1.506,-0.502,-0.268,1
0.345,1.046,0.381,1
0.278,1.383,-0.414,1
0.337,2.159,1.867,1
0.517,0.895,-0.548,1
0.967,1.028,-0.406,1
1.046,-0.497,-0.218,1
0.651,0.903,-0.321,1
0.195,1.89,-0.709,1
0.298,1.471,-0.607,1
0.383,1.06,-0.35,1
0.314,1.327,-0.623,1
0.242,1.327,-0.668,1
0.325,1.373,-0.677,1
0.251,0.863,0,1
0.736,2.181,-0.552,1
0.162,2.073,-0.849,1
-0.102,1.293,-0.592,1
1.591,0.729,0.636,1
0.421,1.101,0,1
0.199,0.621,1.315,1
0.303,1.427,-0.811,1
0.106,0.47,0.892,1
0.136,-0.51,1.155,1
0.212,1.343,1.256,1
0.137,1.611,0,1
0.295,1.108,1.46,1
0.072,1.93,-0.578,1
0.585,0.911,-0.407,1
0.367,0.886,0.64,1
0.458,1.142,0.997,1
1.067,0.783,-0.249,1
0.202,1.473,-0.81,1
1.232,0.435,0.239,1
0.399,0.899,0.413,1
0.496,0.947,-0.352,1
0.081,-0.699,1.923,1
0.646,0.796,0.72,1
0.661,-0.371,-0.159,1
0.645,0.867,1.106,1
0.567,-0.616,-0.492,1
0.223,1.789,1.503,1
0.099,0.649,0.65,1
0.28,-0.687,0.477,1
0.801,-0.555,0.367,1
0.16,0.482,0,1
0.617,-0.6,-0.258,1
0.814,1.058,1.044,1
0.516,0.766,-0.709,1
0.103,-0.632,1.311,1
-0.115,1.714,-0.828,1
0.115,0.942,-0.477,1
0.287,0.904,0,1
0.964,0.845,1.184,1
0.625,0.655,-0.201,1
0.822,1.312,1.497,1
0.377,-0.743,-0.506,1
0.539,0.62,0.753,1
0.155,1.047,1.079,1
0.426,0.915,1.399,1
0.274,2.06,-1.064,1
0.279,1.596,0,1
0.346,1.195,1.876,1
0.301,0.933,1.105,1
0.221,2.423,0,1
0.192,1.358,0.978,1
1.393,0.577,-0.16,1
0.895,1.421,1.516,1
0.106,0.453,0.944,1
0.493,1.509,-0.349,1
0.081,0.6,0,1
0.47,1.189,1.476,1
0.328,1.417,0,1
0.284,-0.786,-0.392,1
0.14,0.566,0,1
0.11,2.22,0,1
0.23,1.72,1.699,1
0.541,-0.228,-0.141,1
0.172,1.262,0,1
0.546,0.936,1.639,1
0.651,0.903,-0.32,1
0.297,1.111,-1.014,1
1.115,2.039,1.045,1
0.572,0.836,-0.365,1
0.788,0.653,0.542,1
0.134,1.404,0,1
0.655,-0.724,1.77,1
0.411,0.982,-0.332,1
0.594,1.121,0.557,1
0.226,0.957,0.945,1
0.348,-0.748,0.714,1
1.017,0.409,0.233,1
1.533,0.391,-0.578,1
0.272,1.115,-0.529,1
0.36,1.434,1.627,1
0.49,-0.999,-0.785,1
0.6,-0.701,-0.272,1
0.116,0,0,1
0.276,-0.651,0,1
0.194,1.213,-0.438,1
1.327,-0.415,-0.168,1
0.143,2.066,0,1
0.172,0.85,-0.454,1
1.208,-0.256,-0.178,1
0.672,2.131,-0.569,1
0.852,-0.528,-0.219,1
0.567,1.286,-0.362,1
0.436,2.314,0,1
0.136,0.45,0.847,1
0.834,1.957,1.105,1
0.374,0.533,-0.174,1
0.234,0.714,0,1
0.222,1.784,-1.143,1
0.111,0.683,0,1
0.175,1.345,-0.857,1
0.305,1.92,-0.635,1
1.3,-0.522,-0.189,1
0.362,1.423,0.671,1
0.195,0.65,0.758,1
1.936,-0.148,-0.093,1
0.504,0.684,0.845,1
1.147,0.636,-0.247,1
0.103,2.483,-0.904,1
1.317,1.641,-0.503,1
0.328,1.914,-0.704,1
1.299,0.608,1.533,1
0.28,1.926,-0.783,1
0.295,-0.458,0.4,1
0.367,1.386,1.212,1
0.128,1.231,0,1
0.278,0.838,1.005,1
-0.05,-0.357,-0.357,1
0.743,1.141,-0.308,1
0.227,1.548,0.964,1
1.364,-0.511,-0.38,1
0.348,0.932,1.497,1
0.098,0.912,1.322,1
0.363,1.01,0.719,1
0.499,-0.638,0.313,1
1.059,-0.361,-0.145,1
0.499,1.423,1.371,1
1.004,1.904,0.718,1
0.541,1.654,-0.626,1
0.233,2.078,-0.9,1
0.271,2.122,0,1
0.114,0.882,-0.52,1
1.136,0.636,-0.259,1
0.107,0.944,0,1
0.142,1.503,1.886,1
0.544,0.884,1.175,1
0.509,-0.309,-0.273,1
0.214,-0.771,-0.904,1
0.318,0.821,0.86,1
0.204,1.529,1.854,1
0.834,0.436,-0.182,1
0.406,-0.413,-0.177,1
0.532,0.449,0.698,1
0.146,1.36,-0.487,1
1.199,-0.326,-0.166,1
0.316,-0.518,0,1
0.567,1.577,-0.617,1
0.197,1.02,-0.52,1
0.129,1.683,-1.009,1
0.307,0.792,-0.633,1
0.476,1.147,-0.518,1
0.093,1.183,0,1
0.228,2.52,-0.974,1
0.19,1.624,-0.781,1
0.567,-0.496,0.416,1
-0.144,-0.916,0,1
0.288,0.849,0,1
0.554,0.873,-0.602,1
0.089,0.521,-0.299,1
0.803,-0.54,0.5,1
0.122,1.683,0,1
0.2,0.837,0,1
0.785,0.7,0.367,1
0.274,-0.404,0,1
1.029,0.625,-0.207,1
0.774,-0.652,0.796,1
0.839,-1.124,1.503,1
1.137,0.636,-0.26,1
0.191,1.728,-0.619,1
0.234,-0.947,2.373,1
0.117,-1.242,0,1
0.228,1.307,0,1
0.494,0.752,-0.291,1
0.249,1.071,0,1
0.15,1.318,1.157,1
0.323,1.267,0,1
0.222,1.743,0,1
0.376,0.859,-0.372,1
0.294,1.14,1.487,1
0.225,0.633,1.451,1
0.143,-0.496,-0.817,1
0.61,1.224,-0.431,1
0.216,1.729,1.369,1
-0.114,-0.818,-0.459,1
0.274,0.397,0.78,1
0.432,0.865,2.116,1
0.376,0.818,0.969,1
0.109,0.87,0,1
-0.147,1.205,0,1
0.137,0.668,0.544,1
0.997,-0.353,0.979,1
0.49,1.071,-0.371,1
0.209,1.13,0,1
0.305,2.318,-0.814,1
0.161,2.073,0,1
0.132,1.6,-0.551,1
0.539,1.431,-0.431,1
0.84,-0.333,-0.157,1
0.828,0.484,-0.155,1
0.431,1.116,2.116,1
-0.319,1.262,1.014,1
0.162,1.32,1.052,1
0.475,-1.032,-0.825,1
0.141,0.828,0,1
0.15,-0.969,0,1
0.117,1.585,-0.878,1
0.819,1.48,-0.357,1
0.543,1.332,1.757,1
0.345,1.312,-0.712,1
0.543,1.902,-0.541,1
0.343,1.192,1.546,1
-0.321,0.806,-0.366,1
0.618,1.338,-0.361,1
0.327,-1.004,1.941,1
0.324,1.037,0.666,1
0.224,1.559,0,1
0.537,0.681,0.694,1
0.27,0.852,0.415,1
0.147,1.085,0,1
0.959,-0.615,0.965,1
0.172,0.959,-1.005,1
1.308,-0.325,-0.129,1
-0.59,-0.647,0,1
0.158,-0.398,0.495,1
1.474,-0.271,-0.123,1
0.169,1.432,-0.481,1
0.31,-0.465,0.513,1
0.249,0.869,0.708,1
0.159,1.911,0,1
0.337,0.701,-0.457,1
0.415,0.901,1.131,1
0.122,0,0,1
0.955,0.716,0.689,1
0.099,-0.444,0,1
0.134,1.248,1.302,1
0.556,-0.264,-0.257,1
0.648,1.265,-0.528,1
0.539,1.127,1.429,1
1.231,-0.409,-0.219,1
0.769,0.518,-0.194,1
0.449,1.247,1.999,1
0.28,1.927,-0.783,1
0.219,1.387,0,1
0.178,1.329,-0.822,1
0.677,-0.536,0.443,1
0.316,0.978,1.835,1
0.499,1.423,1.371,1
0.747,1.936,1.205,1
1.078,-0.649,0.383,1
0.248,-0.911,1.519,1
0.223,1.099,0,1
0.627,-0.54,-0.384,1
0.556,-0.264,-0.257,1
0.464,-0.387,-0.207,1
0.715,2.094,-0.621,1
0.551,0.91,0.485,1
0.544,0.603,-0.405,1
0.87,0.57,0.851,1
0.22,1.3,-0.721,1
0.251,1.042,0,1
0.596,0.652,0.705,1
1.057,-0.473,-0.183,1
0.141,1.412,1.812,1
0.306,1.404,1.526,1
0.387,2.735,-0.624,1
0.248,0.993,1.2,1
0.598,0.708,-0.255,1
0.175,1.92,-0.775,1
0.11,0.864,0,1
0.53,-0.81,0.587,1
0.195,0.65,0.758,1
0.147,0.87,-0.562,1
0.691,-0.679,-0.683,1
0.647,0.993,1.422,1
0.119,0.404,0.873,1
0.16,1.083,1.006,1
0.352,-0.634,-0.324,1
0.092,0.579,0,1
1.103,-0.626,-0.248,1
0.184,1.136,0,1
0.523,1.27,0.758,1
0.558,-0.497,0.44,1
0.424,1.225,1.068,1
0.12,0.846,0,1
0.562,-0.43,0.918,1
0.25,2.313,0,1
0.633,-0.659,0,1
-0.052,1.263,0,1
0.521,0.887,-0.3,1
0.344,0.942,1.1,1
0.596,0.699,1.074,1
0.305,2.245,-0.67,1
0.219,-0.551,0.883,1
0.985,0.394,-0.171,1
0.354,-0.728,-0.385,1
0.135,-0.663,1.232,1
0.409,0.942,1.234,1
0.226,0.603,0,1
0.557,-0.623,-0.281,1
0.258,1.364,-0.784,1
0.12,-0.698,0,1
0.509,-0.309,-0.273,1
1.116,-0.317,-0.156,1
0.115,0.725,0,1
0.059,-0.21,-0.307,1
0.394,0.448,0.299,1
1.329,0.69,1.283,1
0.312,1.123,0.634,1
0.172,0.75,-0.702,1
0.25,1.021,-0.579,1
0.264,0.998,1.148,1
0.306,0.805,1.005,1
0.174,1.152,-0.627,1
0.098,2.514,0,1
0.328,0.888,1.952,1
0.457,0.84,0,1
0.169,1.278,0,1
1.322,0.679,-0.187,1
1.178,0.618,0.273,1
1.14,1.11,-0.672,1
0.616,-0.547,-0.231,1
0.271,2.283,-1.064,1
0.276,1.3,0.761,1
0.235,1.918,0,1
0.272,1.185,1.092,1
-0.104,-0.886,0,1
0.172,0.353,0.9,1
0.137,0.972,-0.63,1
0.392,1.256,0.782,1
1.396,0.662,1.499,1
0.62,1.763,0,1
-0.523,-0.583,1.304,1
0.542,-0.775,-1.045,1
0.774,-0.652,0.797,1
0.269,-0.714,0,1
0.349,0.913,1.411,1
0.429,-0.798,0.623,1
0.143,1.17,0,1
0.21,-0.731,0,1
0.244,0.839,0.6,1
0.2,0.632,1.286,1
0.326,1.106,0,1
0.257,0.966,0.786,1
0.249,-1.116,2.319,1
0.423,-0.554,-0.524,1
0.66,-0.425,0.345,1
-0.069,1.442,-0.572,1
0.613,-0.556,-0.302,1
0.169,1.954,-0.764,1
0.12,1.222,-0.679,1
0.928,0.97,-0.284,1
0.871,1.132,1.339,1
