@relation segment

@attribute Region-centroid-row numeric
@attribute Short-line-density-2 numeric
@attribute Intensity-mean numeric
@attribute Exgreen-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
222,0,9.333333,7.333334,1.905045,7
248,0,26.88889,16.333334,2.285098,7
237,0,7.481482,11.222222,1.938468,7
241,0,14.333333,11.333333,2.544142,7
166,0,13.37037,10.222222,2.264277,7
223,0,6.666666,11.333333,2.046588,7
233,0,14.481482,15.222222,1.950405,7
210,0,12.962963,13.444445,2.42875,7
176,0,22.185184,16.777779,2.179845,7
186,0,18.518518,10.444445,2.587396,7
150,0,18.925926,13.222222,2.791674,7
234,0,5.740741,9.111111,2.193568,7
181,0,21.407408,19.777779,2.378846,7
181,0,19.296297,14.111111,2.458471,7
182,0,19.88889,14.333333,2.271693,7
243,0,13.333333,14,2.368311,7
220,0,8.185185,10.111111,2.09315,7
169,0,25.962963,18.11111,2.479064,7
167,0,19.037037,16.88889,1.971572,7
236,0,12.518518,14.111111,2.267197,7
151,0,19,13.333333,2.505249,7
180,0,22.333334,14.666667,2.453831,7
217,0,11.925926,15.222222,2.006642,7
220,0,14.62963,13.777778,2.306884,7
156,0,18.25926,17.222221,2.47582,7
250,0,9.222222,13.666667,2.192935,7
184,0,14.222222,15.333333,1.937892,7
161,0,15.740741,14.111111,2.345133,7
238,0,13.62963,16.444445,2.046683,7
193,0,14.444445,14,2.210055,7
195,0,14.740741,16.11111,2.193764,7
243,0,6.481482,8.888889,2.033629,7
240,0,14.148149,13.222222,2.392487,7
237,0,14.148149,12.555555,2.37843,7
215,0,6.925926,12.888889,1.991157,7
236,0,16.074074,7.111111,2.7898,7
211,0,16.37037,12.888889,2.239034,7
237,0,22.222221,21.666666,2.280289,7
192,0,9.962963,11.444445,1.908457,7
185,0,12.962963,13.777778,1.83885,7
233,0,12.592592,13.222222,2.49158,7
203,0,9.777778,17,1.984785,7
210,0,11.851851,16.444445,2.043726,7
238,0,8.925926,14.888889,2.126063,7
246,0,15.444445,13.666667,2.395692,7
173,0,17.148148,15.555555,2.332739,7
175,0,15.37037,14.222222,2.242196,7
195,0,16.037037,12.888889,1.94304,7
180,0,13.851851,14.777778,2.487917,7
202,0,15.148149,13.888889,2.401137,7
227,0,13.962963,10.111111,2.707051,7
242,0,14.814815,7.888889,2.835614,7
236,0,11.074074,9.777778,2.083229,7
232,0,8.814815,11.555555,2.201318,7
200,0,7.703704,11.222222,2.10726,7
157,0,24.296297,15.444445,2.604303,7
176,0,13,12.333333,2.340618,7
189,0,12.925926,17.222221,1.910864,7
186,0,12.074074,12.111111,2.31952,7
238,0,13.259259,12.555555,2.508226,7
181,0,11.666667,13.666667,2.206642,7
169,0,16.592592,14.222222,2.44578,7
223,0,14.740741,15.777778,1.966536,7
219,0,14.888889,14.333333,2.358696,7
170,0,25.444445,16.333334,2.604013,7
234,0,7.111111,12,1.83826,7
194,0,18.555555,20.333334,2.126516,7
245,0,16.11111,16,2.432783,7
201,0,7.777778,11.333333,1.982987,7
176,0,22.74074,18.777779,2.126901,7
215,0,23.037037,19.222221,2.561049,7
183,0,18.11111,14.666667,2.483198,7
236,0,12.518518,14.111111,2.267197,7
182,0,16.777779,18.666666,1.916419,7
208,0,16.851852,14.111111,2.483291,7
167,0,14.592592,7.555555,2.305729,7
175,0,15.37037,14.222222,2.242196,7
195,0,8.518518,11.444445,2.187022,7
165,0,17.333334,16,2.471197,7
215,0,23.814816,20.555555,2.471757,7
238,0,17.777779,12,2.337472,7
181,0,19.62963,12.777778,2.189135,7
220,0,8.185185,10.111111,2.09315,7
185,0,19.25926,16.222221,2.451836,7
209,0,12.518518,13.111111,2.09922,7
216,0,7.074074,12.111111,2.079295,7
233,0,26.814816,19.88889,2.38935,7
183,0,15.37037,16.88889,2.075874,7
201,0,7.777778,11.333333,1.982987,7
208,0,18.555555,20.333334,2.102212,7
233,0,11.703704,12.222222,2.476615,7
165,0,14.296296,7.444445,2.593543,7
209,0,11.62963,13.444445,2.060955,7
249,0,8.555555,4.666666,1.917421,7
240,0,21.148148,22.222221,2.175522,7
211,0,20.518518,17.11111,2.416354,7
196,0,15.333333,15.333333,1.789167,7
224,0,20.25926,21.88889,2.304153,7
249,0,10.518518,16.11111,2.156779,7
245,0,6.407407,1.777778,1.756645,7
176,0,18.481482,14.555555,2.332243,7
236,0,16.074074,7.111111,2.7898,7
201,0,17.88889,20.666666,2.176993,7
215,0,18.074074,19.444445,2.224013,7
166,0,16.962963,15.777778,2.515826,7
222,0,10.481482,16.88889,1.870487,7
215,0,17.185184,17.11111,2.105197,7
251,0,20.666666,6.333334,1.28706,7
211,0,13.62963,10.777778,2.441017,7
178,0,19.555555,12,2.274128,7
244,0,7.740741,5.444445,2.340587,7
226,0,13.481482,14.555555,2.303853,7
191,0,7.333334,11.666667,2.122422,7
197,0,11.962963,16.444445,2.164262,7
203,0,19.518518,17.777779,2.320382,7
174,0,23.185184,17.444445,2.033698,7
212,0,12.296296,16.777779,1.974495,7
208,0,14.777778,15.666667,2.112617,7
246,0,9.407408,-2.555556,-1.190561,7
214,0,6.814815,11.555555,2.058329,7
198,0,12.185185,12.444445,2.221276,7
250,0,9.222222,13.666667,2.192935,7
198,0,15.814815,14.888889,2.32489,7
173,0,17.148148,15.555555,2.332739,7
217,0,6.296296,10.111111,1.976138,7
237,0,5.777778,9.333333,2.097231,7
172,0,16.074074,14.444445,2.417702,7
221,0,14.074074,15.111111,2.317212,7
162,0,24.518518,16.11111,2.557389,7
204,0,19,19.666666,2.348728,7
206,0,16.074074,12.111111,2.252368,7
229,0,14.62963,11.111111,2.350437,7
203,0,12.407408,17.444445,1.986748,7
240,0,22.481482,16.88889,2.141811,7
168,0,25.11111,19,2.302124,7
211,0,17.962963,15.444445,2.327545,7
235,0,9.185185,10.777778,2.310758,7
237,0,5.851852,8.777778,2.180526,7
216,0,14.555555,13.666667,2.447547,7
232,0,12.703704,16.222221,1.875362,7
226,0,11.888889,17,1.872506,7
249,0,18,17,2.214996,7
242,0,11.740741,12.111111,2.386597,7
247,0,12.62963,9.777778,2.55309,7
166,0,16.962963,15.777778,2.515826,7
170,0,25.444445,16.333334,2.604013,7
231,0,12.296296,14.111111,2.391307,7
244,0,12.814815,13.222222,2.391736,7
178,0,23.814816,18.88889,2.190305,7
162,0,25.11111,13.333333,2.769038,7
198,0,14.555555,15.666667,2.055672,7
148,0,15.962963,9.111111,2.91248,7
169,0,19.592592,16.222221,2.467752,7
243,0,13.333333,14,2.368311,7
196,0,15.703704,11.555555,2.511766,7
235,0,15.62963,10.777778,2.670771,7
232,0,13.555555,10.333333,2.283147,7
164,0,23.148148,16.222221,1.798302,7
236,0,13.962963,14.111111,2.32063,7
169,0,12.814815,15.555555,1.993183,7
246,0,22.814816,21.222221,2.158915,7
181,0,16.296297,15.444445,2.141428,7
227,0,12.62963,14.444445,2.291847,7
185,0,18.666666,16.666666,2.361827,7
201,0,19.148148,17.88889,2.389747,7
180,0,13.592592,12.555555,2.212898,7
158,0,22.185184,17.11111,2.624707,7
156,0,23.703703,13.888889,2.864931,7
186,0,15.592592,16.555555,1.863654,7
177,0,19.592592,14.888889,2.413262,7
210,0,15.111111,14.333333,2.461599,7
184,0,11.851851,12.111111,2.128646,7
173,0,19.222221,16.666666,2.099557,7
199,0,15,14.666667,1.905303,7
221,0,12.111111,17.666666,1.877146,7
187,0,18.666666,19.333334,2.254303,7
237,0,8,11.333333,1.946502,7
232,0,14.703704,13.888889,2.402851,7
249,0,13.37037,4.222222,2.563437,7
245,0,16.37037,14.555555,2.198051,7
226,0,16.703703,15.222222,1.82234,7
224,0,20.25926,21.88889,2.304153,7
207,0,12.148149,13.222222,2.217263,7
195,0,11.703704,16.222221,2.011228,7
191,0,15.185185,10.111111,2.545329,7
191,0,15.185185,10.111111,2.545329,7
203,0,11.259259,16.88889,2.019747,7
216,0,15.074074,16.444445,2.284571,7
248,0,19.555555,20.666666,2.205099,7
190,0,19.88889,20,2.204408,7
237,0,13.222222,16.666666,1.990381,7
215,0,23.037037,19.222221,2.561049,7
177,0,16.25926,13.555555,2.462118,7
194,0,20.185184,17.777779,2.224382,7
241,0,8.259259,10.888889,2.277351,7
218,0,8.444445,12.333333,2.361442,7
229,0,13.703704,15.222222,2.099905,7
197,0,21.25926,18.88889,2.243094,7
179,0,11.814815,13.222222,2.04457,7
182,0,17.592592,17.222221,1.937594,7
199,0,15,14.666667,1.905303,7
201,0,21.296297,16.777779,2.467938,7
183,0,19.851852,18.444445,2.506807,7
162,0,17.333334,15,2.350367,7
199,0,17.518518,12.111111,2.690112,7
157,0,18.333334,16.666666,2.438615,7
162,0,19,14.666667,2.291415,7
185,0,10.740741,10.777778,2.36281,7
157,0,19.666666,12.666667,2.405202,7
189,0,17.296297,17.777779,2.060443,7
197,0,12.851851,7.444445,2.628208,7
218,0,13.703704,12.222222,2.382684,7
235,0,15.074074,9.444445,2.586018,7
208,0,19.25926,15.888889,2.396771,7
174,0,13.481482,10.555555,2.377854,7
244,0,10.37037,3.888889,2.32339,7
245,0,14.222222,12.666667,2.395431,7
225,0,16.185184,15.444445,1.891015,7
220,0,6.62963,8.777778,2.030867,7
210,0,17.481482,15.555555,2.386452,7
224,0,13.444445,15,2.328108,7
177,0,19.592592,14.888889,2.413262,7
197,0,6,11.666667,2.074957,7
