@relation segment

@attribute Region-centroid-row numeric
@attribute Region-pixel-count numeric
@attribute Rawblue-mean numeric
@attribute Exred-mean numeric
@attribute Exblue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
209,9,20.88889,-14.555555,-4.888889,7
233,9,11,-10.111111,-2.111111,7
198,9,14.222222,-10.111111,-4.777778,7
222,9,13.111111,-9.888889,-5.555555,7
214,9,4.777778,-5.444445,-6.111111,7
188,9,14,-7.222222,-5.222222,7
196,9,15.111111,-9.777778,-1.777778,7
199,9,14.555555,-10.222222,0.111111,7
235,9,15.888889,-11.555555,0.777778,7
169,9,18.666668,-13.444445,-2.777778,7
178,9,18.11111,-7.666666,-4.333334,7
247,9,5.888889,-6.333334,-6.666666,7
240,9,17.88889,-12.444445,-9.777778,7
184,9,9.888889,-6.222222,-5.888889,7
220,9,6.444445,-4.888889,-5.222222,7
197,9,12.777778,-7.222222,-0.222222,7
226,9,11.888889,-9.777778,-4.777778,7
223,9,4.666667,-5.333334,-6,7
235,9,24,-14.333333,-5.666666,7
227,9,14.444445,-11.555555,1.444444,7
183,9,19,-15.888889,-2.555556,7
250,9,7.333334,-8,-5.666666,7
233,9,8.333334,-6.444445,-12.444445,7
223,9,13.444445,-9.888889,-9.222222,7
231,9,11.111111,-10.555555,-3.555556,7
218,9,7.333334,-9,-3.333333,7
229,9,13.555555,-7.888889,-3.222222,7
219,9,4.333334,-4.444445,-3.777778,7
234,9,4.444445,-5.222222,-3.888889,7
237,9,5.111111,-4.111111,-7.111111,7
194,9,17.88889,-10.888889,-6.888889,7
203,9,17.666668,-12.222222,-5.555555,7
175,9,13.555555,-8.777778,-5.444445,7
211,9,16.333334,-10.555555,-4.888889,7
179,9,9.444445,-6.111111,-7.111111,7
204,9,17.11111,-14,-5.666666,7
175,9,21.777779,-8.666667,-6,7
176,9,19.777779,-9.555555,-7.222222,7
222,9,13.666667,-9.666667,-1,7
164,9,19.11111,-4.111111,-12.111111,7
181,9,13.888889,-8.222222,-7.222222,7
236,9,10.777778,-8.888889,-5.222222,7
182,9,14,-6.444445,-10.777778,7
227,9,11,-9.555555,-4.888889,7
196,9,11.444445,-3.666667,-11.666667,7
191,9,14.888889,-9.222222,-0.888889,7
226,9,15.777778,-12,-6.666666,7
184,9,9.888889,-6.222222,-5.888889,7
244,9,7,-3.222222,-2.222222,7
232,9,9,-5.111111,-11.111111,7
165,9,16.444445,-13.333333,-2.666667,7
212,9,9,-6.888889,-9.888889,7
184,9,11.333333,-6.555555,-6.888889,7
246,9,10.111111,0.444444,2.111111,7
246,9,15.444445,-9.888889,-6.222222,7
219,9,12,-7.444445,-4.111111,7
211,9,7.666666,-5.777778,-9.444445,7
201,9,14.888889,-11.666667,-9,7
170,9,25.333334,-16,-0.333333,7
249,9,13.111111,-3.444444,-0.777778,7
195,9,13.333333,-4.777778,-8.111111,7
251,9,17.777779,2.333333,-8.666667,7
209,9,9.222222,-6.222222,-7.222222,7
169,9,25,-15.222222,-2.888889,7
220,9,6.444445,-4.888889,-5.222222,7
180,9,11.888889,-7.444445,-5.111111,7
162,9,17.333334,-9.666667,-5,7
216,9,13.222222,-10.888889,-5.555555,7
235,9,15,-9.222222,-0.222222,7
181,9,18.444445,-11.555555,-2.555556,7
181,9,17.88889,-7.555555,-5.222222,7
156,9,17.333334,-14.444445,-2.777778,7
200,9,5.888889,-5.777778,-5.444445,7
223,9,12.888889,-3.777778,-6.444445,7
194,9,15.333333,-10.666667,-9.666667,7
220,9,13.111111,-9.222222,-4.555555,7
211,9,15.222222,-9,-0.666667,7
201,9,5.555555,-4.666666,-6.666666,7
240,9,13,-9.777778,-3.444444,7
173,9,16.444445,-8.333333,-8.333333,7
208,9,16,-11.555555,-2.555556,7
148,9,16.88889,-11.888889,2.777778,7
245,9,13.111111,-9.333333,-3.333333,7
158,9,22.222221,-17.222221,0.111111,7
181,9,19.666668,-14.555555,-5.222222,7
212,9,6.777778,-6.111111,-3.777778,7
211,9,12.333333,-7.888889,-4.222222,7
